actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal
204,PT10M57.00S,2024-04-07T20:20:27.4Z,2,REGULAR,freethrow,2 of 2,[],1630702,,,1610612742,31,44,2024-04-07T20:20:27Z,2040000,False,,,0,,J. Hardy Free Throw 2 of 2 (2 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,
205,PT10M46.00S,2024-04-07T20:20:41.7Z,2,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612745,31,44,2024-04-07T20:20:47Z,2050000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Landale 2 FT),"[1629655, 1629111]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200833.0,2.0,0.0,Landale,1629111.0,,,
207,PT10M46.00S,2024-04-07T20:21:07.0Z,2,REGULAR,freethrow,1 of 2,[],1629111,,,1610612745,31,45,2024-04-07T20:21:07Z,2070000,False,,,0,,J. Landale Free Throw 1 of 2 (4 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
208,PT10M46.00S,2024-04-07T20:21:19.5Z,2,REGULAR,freethrow,2 of 2,[],1629111,,,1610612745,31,46,2024-04-07T20:21:19Z,2080000,False,,,0,,J. Landale Free Throw 2 of 2 (5 PTS),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
209,PT10M36.00S,2024-04-07T20:21:31.0Z,2,REGULAR,3pt,Jump Shot,[],202681,32.14520367936925,36.51960784313725,1610612742,31,46,2024-04-07T20:21:37Z,2090000,False,67.0,250.0,1,left,MISS K. Irving 25' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,25.86,Missed,,,,,,,,,,,,,,,
210,PT10M31.00S,2024-04-07T20:21:36.0Z,2,REGULAR,rebound,offensive,[],1629023,,,1610612742,31,46,2024-04-07T20:23:06Z,2100000,False,,,0,,P. Washington REBOUND (Off:1 Def:0),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,,,,209.0,,,,,,,,,1.0,0.0,1.0
213,PT10M28.00S,2024-04-07T20:21:38.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,20.18725361366623,91.42156862745098,1610612742,31,46,2024-04-07T20:23:36Z,2130000,False,-207.0,137.0,1,left,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,24.85,Missed,,,,,,,,,,,,,,,
214,PT10M28.00S,2024-04-07T20:21:38.7Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,31,46,2024-04-07T20:21:44Z,2140000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,,,213.0,,,,,,,,,4.0,4.0,0.0
215,PT10M16.00S,2024-04-07T20:21:50.8Z,2,REGULAR,3pt,Jump Shot,[],1641715,94.82588699080158,95.34313725490196,1610612745,31,49,2024-04-07T20:21:54Z,2150000,False,227.0,-4.0,1,right,C. Whitmore 3PT  (3 PTS) (F. VanVleet 3 AST),"[1641715, 1627832]",1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,,,,22.67,Made,3.0,,,,F. VanVleet,1627832.0,3.0,,,,,,,,
217,PT10M03.00S,2024-04-07T20:22:04.2Z,2,REGULAR,turnover,bad pass,[],1629655,,,1610612742,31,49,2024-04-07T20:22:15Z,2170000,False,,,0,,D. Gafford bad pass TURNOVER (1 TO),"[1629655, 1628988]",1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Center,1.0,Holiday,1628988.0,,,,,,,,,,,,,,,,,
218,PT10M03.00S,2024-04-07T20:22:04.2Z,2,REGULAR,steal,,[],1628988,,,1610612745,31,49,2024-04-07T20:22:06Z,2180000,False,,,0,,A. Holiday STEAL (1 STL),[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
219,PT09M53.00S,2024-04-07T20:22:13.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628988,70.64717477003943,17.401960784313726,1610612745,31,49,2024-04-07T20:22:17Z,2190000,False,-163.0,223.0,1,right,MISS A. Holiday 27' 3PT,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,,,,27.65,Missed,,,,,,,,,,,,,,,
220,PT09M50.00S,2024-04-07T20:22:16.8Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,31,49,2024-04-07T20:22:17Z,2200000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,,,,,,,219.0,,,,,,,,,1.0,1.0,0.0
221,PT09M38.00S,2024-04-07T20:22:28.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,10.33180026281209,51.225490196078425,1610612742,31,49,2024-04-07T20:22:31Z,2210000,False,-6.0,45.0,1,left,MISS P. Washington driving floating Shot,[1629023],1610612742.0,DAL,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,4.5,Missed,,,,,,,,,,,,,,,
222,PT09M36.00S,2024-04-07T20:22:30.4Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,31,49,2024-04-07T20:22:31Z,2220000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:5),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,221.0,,,,,,,,,5.0,5.0,0.0
223,PT09M22.00S,2024-04-07T20:22:44.3Z,2,REGULAR,3pt,Jump Shot,[],1641715,89.70105124835742,95.34313725490196,1610612745,31,49,2024-04-07T20:22:48Z,2230000,False,227.0,44.0,1,right,MISS C. Whitmore 3PT,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Right Corner 3,24+ Right,,,,23.1,Missed,,,,,,,,,,,,,,,
224,PT09M20.00S,2024-04-07T20:22:46.3Z,2,REGULAR,rebound,defensive,[],202681,,,1610612742,31,49,2024-04-07T20:22:48Z,2240000,False,,,0,,K. Irving REBOUND (Off:0 Def:2),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,,,,,,,,,223.0,,,,,,,,,2.0,2.0,0.0
226,PT09M17.00S,2024-04-07T20:22:57.3Z,2,REGULAR,substitution,out,[],203501,,,1610612742,31,49,2024-04-07T20:23:18Z,2260000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT09M17.00S,2024-04-07T20:22:57.3Z,2,REGULAR,substitution,in,[],203957,,,1610612742,31,49,2024-04-07T20:23:18Z,2270000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT09M06.00S,2024-04-07T20:23:30.8Z,2,REGULAR,2pt,Jump Shot,[],203957,15.325229960578188,65.93137254901961,1610612742,33,49,2024-04-07T20:23:35Z,2280000,False,-80.0,92.0,1,left,D. Exum 12' turnaround Jump Shot (4 PTS),[203957],1610612742.0,DAL,turnaround,,,Exum,D. Exum,,,,,Mid-Range,8-16 Left,,,,12.14,Made,4.0,,,,,,,,,,,,,,
229,PT08M50.00S,2024-04-07T20:23:45.7Z,2,REGULAR,3pt,Jump Shot,[],1627832,70.9592641261498,74.77787990196079,1610612745,33,52,2024-04-07T20:28:28Z,2290000,False,124.0,220.0,1,right,F. VanVleet 25' 3PT pullup (8 PTS),[1627832],1610612745.0,HOU,pullup,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,,,,25.29,Made,8.0,,,,,,,,,,,,,,
230,PT08M41.00S,2024-04-07T20:23:58.7Z,2,REGULAR,foul,offensive,[],1629655,,,1610612742,33,52,2024-04-07T20:24:12Z,2300000,False,,,0,,D. Gafford off-the-ball offensive FOUL (3 PF),"[1629655, 1627832]",1610612742.0,DAL,off-the-ball,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202056.0,3.0,0.0,VanVleet,1627832.0,,,
232,PT08M41.00S,2024-04-07T20:23:58.7Z,2,REGULAR,turnover,offensive foul,[],1629655,,,1610612742,33,52,2024-04-07T20:23:58Z,2320000,False,,,0,,D. Gafford offensive foul TURNOVER (2 TO),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Right Center,2.0,,,,,,,,,,,,202056.0,,,,,,,
233,PT08M41.00S,2024-04-07T20:24:05.4Z,2,REGULAR,substitution,out,[],1629655,,,1610612745,33,52,2024-04-07T20:24:13Z,2330000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M41.00S,2024-04-07T20:24:05.4Z,2,REGULAR,substitution,in,[],1628467,,,1610612745,33,52,2024-04-07T20:24:13Z,2340000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M29.00S,2024-04-07T20:24:29.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629111,93.24901445466492,48.77450980392157,1610612745,33,54,2024-04-07T20:24:33Z,2350000,False,-6.0,11.0,1,right,J. Landale cutting Layup (7 PTS) (F. VanVleet 4 AST),"[1629111, 1627832]",1610612745.0,HOU,cutting,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,1.26,Made,7.0,,,,F. VanVleet,1627832.0,4.0,,,,,,,,
237,PT08M16.00S,2024-04-07T20:24:46.4Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612742,33,54,2024-04-07T20:24:52Z,2370000,False,,,0,,J. Smith Jr. shooting personal FOUL (2 PF) (Irving 2 FT),"[1631095, 202681]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,2.0,0.0,Irving,202681.0,,,
239,PT08M16.00S,2024-04-07T20:25:17.9Z,2,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,33,54,2024-04-07T20:25:17Z,2390000,False,,,0,,MISS K. Irving Free Throw 1 of 2,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
240,PT08M16.00S,2024-04-07T20:25:17.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,33,54,2024-04-07T20:25:17Z,2400000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,239.0,,,,,,,,,,,
241,PT08M16.00S,2024-04-07T20:25:44.6Z,2,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,34,54,2024-04-07T20:25:44Z,2410000,False,,,0,,K. Irving Free Throw 2 of 2 (8 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
242,PT07M59.00S,2024-04-07T20:26:02.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,84.83902759526939,51.225490196078425,1610612745,34,56,2024-04-07T20:32:05Z,2420000,False,6.0,90.0,1,right,J. Landale 9' floating Jump Shot (9 PTS) (F. VanVleet 5 AST),"[1629111, 1627832]",1610612745.0,HOU,floating,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,9.02,Made,9.0,,,,F. VanVleet,1627832.0,5.0,,,,,,,,
244,PT07M31.00S,2024-04-07T20:26:30.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,14.011169513797633,60.29411764705882,1610612742,34,56,2024-04-07T20:26:33Z,2440000,False,-51.0,79.0,1,left,MISS K. Irving 9' driving floating Shot - blocked,"[202681, 1641715]",1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,,,,9.45,Missed,,Whitmore,1641715.0,,,,,,,,,,,,
245,PT07M31.00S,2024-04-07T20:26:30.0Z,2,REGULAR,block,,[],1641715,,,1610612742,34,56,2024-04-07T20:26:32Z,2450000,False,,,0,,C. Whitmore BLOCK (1 BLK),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
246,PT07M28.00S,2024-04-07T20:26:33.0Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,34,56,2024-04-07T20:26:33Z,2460000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,244.0,,,,,,,,,1.0,1.0,0.0
247,PT07M25.00S,2024-04-07T20:26:36.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629111,92.85479632063075,46.07843137254902,1610612745,34,56,2024-04-07T20:26:40Z,2470000,False,-20.0,15.0,1,right,MISS J. Landale running Layup - blocked,"[1629111, 1629023]",1610612745.0,HOU,running,,,Landale,J. Landale,,,,,Restricted Area,0-8 Center,,,,2.45,Missed,,Washington,1629023.0,,,,,,,,,,,,
248,PT07M25.00S,2024-04-07T20:26:36.3Z,2,REGULAR,block,,[],1629023,,,1610612745,34,56,2024-04-07T20:26:38Z,2480000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
249,PT07M22.00S,2024-04-07T20:26:39.3Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612742,34,56,2024-04-07T20:26:40Z,2490000,False,,,0,,P. Washington REBOUND (Off:1 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,247.0,,,,,,,,,2.0,1.0,1.0
250,PT07M19.00S,2024-04-07T20:26:42.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203957,7.178055190538765,45.588235294117645,1610612742,34,56,2024-04-07T20:26:48Z,2500000,False,22.0,15.0,1,left,MISS D. Exum running Layup,[203957],1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,,,,2.67,Missed,,,,,,,,,,,,,,,
251,PT07M18.00S,2024-04-07T20:26:43.6Z,2,REGULAR,rebound,offensive,[],1630702,,,1610612742,34,56,2024-04-07T20:26:43Z,2510000,False,,,0,,J. Hardy REBOUND (Off:1 Def:0),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,,,250.0,,,,,,,,,1.0,0.0,1.0
252,PT07M18.00S,2024-04-07T20:26:45.1Z,2,REGULAR,foul,personal,['2freethrow'],1628988,,,1610612742,34,56,2024-04-07T20:26:53Z,2520000,False,,,0,,A. Holiday shooting personal FOUL (3 PF) (Hardy 2 FT),"[1628988, 1630702]",1610612745.0,HOU,shooting,,,Holiday,A. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202056.0,3.0,0.0,Hardy,1630702.0,,,
254,PT07M18.00S,2024-04-07T20:27:11.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630702,,,1610612742,35,56,2024-04-07T20:27:11Z,2540000,False,,,0,,J. Hardy Free Throw 1 of 2 (3 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
255,PT07M18.00S,2024-04-07T20:27:13.7Z,2,REGULAR,substitution,out,[],203957,,,1610612742,35,56,2024-04-07T20:27:32Z,2550000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M18.00S,2024-04-07T20:27:13.7Z,2,REGULAR,substitution,out,[],1629023,,,1610612742,35,56,2024-04-07T20:27:32Z,2560000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M18.00S,2024-04-07T20:27:13.7Z,2,REGULAR,substitution,out,[],1628988,,,1610612742,35,56,2024-04-07T20:27:32Z,2570000,False,,,0,,SUB out: A. Holiday,[1628988],1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M18.00S,2024-04-07T20:27:13.7Z,2,REGULAR,substitution,in,[],1629029,,,1610612742,35,56,2024-04-07T20:27:32Z,2580000,False,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT07M18.00S,2024-04-07T20:27:13.7Z,2,REGULAR,substitution,in,[],1627884,,,1610612742,35,56,2024-04-07T20:27:32Z,2590000,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT07M18.00S,2024-04-07T20:27:13.7Z,2,REGULAR,substitution,in,[],1628415,,,1610612742,35,56,2024-04-07T20:27:32Z,2600000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M18.00S,2024-04-07T20:27:37.8Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1630702,,,1610612742,36,56,2024-04-07T20:27:37Z,2610000,False,,,0,,J. Hardy Free Throw 2 of 2 (4 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
262,PT07M00.00S,2024-04-07T20:27:58.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629111,90.48948751642575,44.36274509803921,1610612745,36,58,2024-04-07T20:28:06Z,2620000,False,-28.0,37.0,1,right,J. Landale Hook (11 PTS) (D. Brooks 2 AST),"[1629111, 1628415]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,4.64,Made,11.0,,,,D. Brooks,1628415.0,2.0,,,,,,,,
264,PT07M00.00S,2024-04-07T20:28:03.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,36,58,2024-04-07T20:28:03Z,2640000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT07M00.00S,2024-04-07T20:30:32.4Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,36,58,2024-04-07T20:31:02Z,2650000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT07M00.00S,2024-04-07T20:30:32.4Z,2,REGULAR,substitution,in,[],203957,,,1610612742,36,58,2024-04-07T20:31:02Z,2660000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT06M51.00S,2024-04-07T20:31:12.3Z,2,REGULAR,3pt,Jump Shot,[],1628467,19.92444152431012,92.40196078431373,1610612742,39,58,2024-04-07T20:31:17Z,2670000,False,-212.0,135.0,1,left,M. Kleber 25' 3PT  (7 PTS) (L. Doncic 2 AST),"[1628467, 1629029]",1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,,25.12,Made,7.0,,,,L. Doncic,1629029.0,2.0,,,,,,,,
271,PT06M36.00S,2024-04-07T20:31:29.9Z,2,REGULAR,turnover,out-of-bounds,[],1628415,,,1610612745,39,58,2024-04-07T20:31:36Z,2690000,False,,,0,,D. Brooks bad pass out-of-bounds TURNOVER (1 TO),[1628415],1610612745.0,HOU,bad pass,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,200832.0,,,,,,,
272,PT06M24.00S,2024-04-07T20:31:43.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,33.065045992115635,61.029411764705884,1610612742,39,58,2024-04-07T20:31:47Z,2700000,False,-55.0,258.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,,,,26.41,Missed,,,,,,,,,,,,,,,
273,PT06M21.00S,2024-04-07T20:31:46.9Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,39,58,2024-04-07T20:31:47Z,2710000,False,,,0,,C. Whitmore REBOUND (Off:0 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Center,,,,,,,,,272.0,,,,,,,,,2.0,2.0,0.0
274,PT06M10.00S,2024-04-07T20:31:57.8Z,2,REGULAR,3pt,Jump Shot,[],1628415,67.49342969776609,64.95098039215686,1610612745,39,61,2024-04-07T20:36:16Z,2720000,False,75.0,253.0,1,right,D. Brooks 26' 3PT pullup (9 PTS) (F. VanVleet 6 AST),"[1628415, 1627832]",1610612745.0,HOU,pullup,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Center,,,,26.39,Made,9.0,,,,F. VanVleet,1627832.0,6.0,,,,,,,,
276,PT05M46.00S,2024-04-07T20:32:21.3Z,2,REGULAR,3pt,Jump Shot,[],1627884,6.783837056504599,5.147058823529411,1610612742,42,61,2024-04-07T20:32:24Z,2740000,False,224.0,11.0,1,left,D. Jones Jr. 3PT  (8 PTS) (L. Doncic 3 AST),"[1627884, 1629029]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,22.46,Made,8.0,,,,L. Doncic,1629029.0,3.0,,,,,,,,
278,PT05M34.00S,2024-04-07T20:32:38.0Z,2,REGULAR,foul,offensive,[],1629111,,,1610612745,42,61,2024-04-07T20:32:42Z,2760000,False,,,0,,J. Landale off-the-ball offensive FOUL (1 PF),"[1629111, 1627884]",1610612745.0,HOU,off-the-ball,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Jones Jr.,1627884.0,,,
280,PT05M34.00S,2024-04-07T20:32:38.0Z,2,REGULAR,turnover,offensive foul,[],1629111,,,1610612745,42,61,2024-04-07T20:32:38Z,2780000,False,,,0,,J. Landale offensive foul TURNOVER (1 TO),[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),0-8 Center,1.0,,,,,,,,,,,,200832.0,,,,,,,
281,PT05M34.00S,2024-04-07T20:32:44.5Z,2,REGULAR,substitution,out,[],1629111,,,1610612742,42,61,2024-04-07T20:33:05Z,2790000,False,,,0,,SUB out: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT05M34.00S,2024-04-07T20:32:44.5Z,2,REGULAR,substitution,out,[],1641715,,,1610612742,42,61,2024-04-07T20:33:05Z,2800000,False,,,0,,SUB out: C. Whitmore,[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT05M34.00S,2024-04-07T20:32:44.5Z,2,REGULAR,substitution,in,[],1630224,,,1610612742,42,61,2024-04-07T20:33:05Z,2810000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT05M34.00S,2024-04-07T20:32:44.5Z,2,REGULAR,substitution,in,[],201145,,,1610612742,42,61,2024-04-07T20:33:05Z,2820000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M26.00S,2024-04-07T20:33:17.8Z,2,REGULAR,foul,personal,[],1628415,,,1610612742,42,61,2024-04-07T20:33:28Z,2830000,False,,,0,,D. Brooks personal FOUL (3 PF),"[1628415, 1628467]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200833.0,3.0,0.0,Kleber,1628467.0,,,
287,PT05M17.00S,2024-04-07T20:33:42.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629029,31.09395532194481,68.62745098039215,1610612742,45,61,2024-04-07T20:33:45Z,2850000,False,-93.0,240.0,1,left,L. Doncic 25' 3PT step back (12 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,25.72,Made,12.0,,,,,,,,,,,,,,
288,PT05M00.00S,2024-04-07T20:33:57.9Z,2,REGULAR,2pt,Jump Shot,[],1631095,84.31340341655716,74.01960784313727,1610612745,45,61,2024-04-07T20:34:01Z,2860000,False,120.0,95.0,1,right,MISS J. Smith Jr. 15' Jump Shot,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,15.31,Missed,,,,,,,,,,,,,,,
289,PT04M59.00S,2024-04-07T20:33:58.9Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,45,61,2024-04-07T20:34:01Z,2870000,False,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,288.0,,,,,,,,,4.0,4.0,0.0
290,PT04M44.00S,2024-04-07T20:34:14.9Z,2,REGULAR,3pt,Jump Shot,[],1627884,6.783837056504599,3.6764705882352944,1610612742,45,61,2024-04-07T20:34:18Z,2880000,False,232.0,11.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,,,,23.19,Missed,,,,,,,,,,,,,,,
291,PT04M41.00S,2024-04-07T20:34:17.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612745,45,61,2024-04-07T20:34:18Z,2890000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,VanVleet,F. VanVleet,,,,,Right Corner 3,24+ Right,,,,,,,,,290.0,,,,,,,,,1.0,1.0,0.0
