actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
83,PT04M16.00S,2023-10-28T00:55:41.5Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612751,16,17,2023-10-28T00:55:43Z,830000,False,,,0,,D. Finney-Smith REBOUND (Off:0 Def:2),[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,,,82.0,2.0,2.0,0.0,,,,,,,,,,,,,,
84,PT04M09.00S,2023-10-28T00:55:48.7Z,1,REGULAR,3pt,Jump Shot,[],1629022,95.48291721419186,95.58823529411765,1610612751,16,17,2023-10-28T00:55:52Z,840000,False,228.0,-10.0,1,right,MISS L. Walker IV 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
85,PT04M06.00S,2023-10-28T00:55:51.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,16,17,2023-10-28T00:55:52Z,850000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,,,84.0,1.0,1.0,0.0,,,,,,,,,,,,,,
86,PT04M02.00S,2023-10-28T00:55:59.9Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",203501,8.754927726675426,41.17647058823529,1610612742,18,17,2023-10-28T00:56:35Z,860000,False,44.0,30.0,1,left,T. Hardaway Jr. driving floating bank Jump Shot (4 PTS),[203501],1610612742.0,DAL,driving floating bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,,,,,,4.0,,,,,,,,
87,PT04M02.00S,2023-10-28T00:56:03.1Z,1,REGULAR,foul,personal,['1freethrow'],1628969,,,1610612742,18,17,2023-10-28T00:56:10Z,870000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Hardaway Jr. 1 FT),"[1628969, 203501]",1610612751.0,BKN,shooting,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,
89,PT04M02.00S,2023-10-28T00:56:10.9Z,1,REGULAR,substitution,out,[],1629684,,,1610612742,18,17,2023-10-28T00:56:35Z,890000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M02.00S,2023-10-28T00:56:10.9Z,1,REGULAR,substitution,out,[],1629029,,,1610612742,18,17,2023-10-28T00:56:35Z,900000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M02.00S,2023-10-28T00:56:10.9Z,1,REGULAR,substitution,out,[],1627827,,,1610612742,18,17,2023-10-28T00:56:35Z,910000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M02.00S,2023-10-28T00:56:10.9Z,1,REGULAR,substitution,in,[],203957,,,1610612742,18,17,2023-10-28T00:56:35Z,920000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M02.00S,2023-10-28T00:56:10.9Z,1,REGULAR,substitution,in,[],202681,,,1610612742,18,17,2023-10-28T00:56:35Z,930000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M02.00S,2023-10-28T00:56:10.9Z,1,REGULAR,substitution,in,[],1630549,,,1610612742,18,17,2023-10-28T00:56:35Z,940000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M02.00S,2023-10-28T00:56:36.5Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],203501,,,1610612742,19,17,2023-10-28T00:56:36Z,950000,False,,,0,,T. Hardaway Jr. Free Throw 1 of 1 (5 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,Made,,,,,,,,,,5.0,,,,,,,,
96,PT03M50.00S,2023-10-28T00:56:51.5Z,1,REGULAR,2pt,Jump Shot,[],1628969,81.68528252299606,71.32352941176471,1610612751,19,19,2023-10-28T00:56:55Z,960000,False,107.0,120.0,1,right,M. Bridges 16' pullup Jump Shot (10 PTS),[1628969],1610612751.0,BKN,pullup,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Right Center,16.03,Made,,,,,,,,,,10.0,,,,,,,,
97,PT03M37.00S,2023-10-28T00:57:04.0Z,1,REGULAR,2pt,Jump Shot,[],203501,7.5722733245729295,75.0,1610612742,19,19,2023-10-28T00:57:08Z,970000,False,-125.0,19.0,1,left,MISS T. Hardaway Jr. 12' turnaround fadeaway Shot,[203501],1610612742.0,DAL,turnaround fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Left,12.64,Missed,,,,,,,,,,,,,,,,,,
98,PT03M37.00S,2023-10-28T00:57:04.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,19,19,2023-10-28T00:57:08Z,980000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Left,,,97.0,1.0,1.0,0.0,,,,,,,,,,,,,,
99,PT03M23.00S,2023-10-28T00:57:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630549,91.32720105124835,43.65042892156863,1610612751,19,21,2023-10-28T00:57:26Z,990000,False,-32.0,29.0,1,right,D. Sharpe driving Layup (2 PTS) (M. Bridges 2 AST),"[1630549, 1628969]",1610612751.0,BKN,driving,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,4.3,Made,,,,,,,,,,2.0,,,,M. Bridges,1628969.0,2.0,,
101,PT03M23.00S,2023-10-28T00:57:24.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,19,21,2023-10-28T00:57:24Z,1010000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M16.00S,2023-10-28T01:00:18.6Z,1,REGULAR,3pt,Jump Shot,[],202681,31.488173455978973,23.52941176470588,1610612742,22,21,2023-10-28T01:00:22Z,1020000,False,132.0,243.0,1,left,K. Irving 27' 3PT  (3 PTS) (J. Green 1 AST),"[202681, 1630182]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,27.72,Made,,,,,,,,,,3.0,,,,J. Green,1630182.0,1.0,,
104,PT02M59.00S,2023-10-28T01:00:38.1Z,1,REGULAR,foul,offensive,[],1629022,,,1610612751,22,21,2023-10-28T01:00:55Z,1040000,False,,,0,,L. Walker IV charge offensive FOUL (1 PF),"[1629022, 1628467]",1610612751.0,BKN,charge,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,1.0,0.0,Kleber,1628467.0,,,,,,,,,
106,PT02M59.00S,2023-10-28T01:00:38.1Z,1,REGULAR,turnover,offensive foul,[],1629022,,,1610612751,22,21,2023-10-28T01:00:55Z,1060000,False,,,0,,L. Walker IV offensive foul TURNOVER (1 TO),[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,204059.0,,,,,,,,1.0,,,,,
107,PT02M59.00S,2023-10-28T01:00:47.4Z,1,REGULAR,substitution,out,[],1628969,,,1610612742,22,21,2023-10-28T01:00:59Z,1070000,False,,,0,,SUB out: M. Bridges,[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT02M59.00S,2023-10-28T01:00:47.4Z,1,REGULAR,substitution,in,[],1628372,,,1610612742,22,21,2023-10-28T01:00:59Z,1080000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612751.0,BKN,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT02M47.00S,2023-10-28T01:01:12.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628467,9.937582128777924,36.029411764705884,1610612742,22,21,2023-10-28T01:01:19Z,1090000,False,70.0,41.0,1,left,MISS M. Kleber 8' pullup bank Shot,[1628467],1610612742.0,DAL,pullup bank,,,Kleber,M. Kleber,,,,,In The Paint (Non-RA),0-8 Center,8.1,Missed,,,,,,,,,,,,,,,,,,
110,PT02M46.00S,2023-10-28T01:01:13.7Z,1,REGULAR,rebound,offensive,[],1630182,,,1610612742,22,21,2023-10-28T01:01:19Z,1100000,False,,,0,,J. Green REBOUND (Off:1 Def:0),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,109.0,1.0,0.0,1.0,,,,,,,,,,,,,,
111,PT02M44.00S,2023-10-28T01:01:16.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630182,7.046649145860711,47.549019607843135,1610612742,22,21,2023-10-28T01:03:15Z,1110000,False,12.0,14.0,1,left,MISS J. Green putback Layup,[1630182],1610612742.0,DAL,putback,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.84,Missed,,,,,,,,,,,,,,,,,,
112,PT02M42.00S,2023-10-28T01:01:18.0Z,1,REGULAR,rebound,offensive,[],1628467,,,1610612742,22,21,2023-10-28T01:01:40Z,1120000,False,,,0,,M. Kleber REBOUND (Off:1 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,111.0,2.0,1.0,1.0,,,,,,,,,,,,,,
113,PT02M40.00S,2023-10-28T01:01:19.2Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1628467,5.590000152587891,50.0,1610612742,22,21,2023-10-28T01:01:26Z,1130000,False,0.0,0.0,1,left,MISS M. Kleber tip Layup,[1628467],1610612742.0,DAL,tip,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
114,PT02M40.00S,2023-10-28T01:01:19.2Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,22,21,2023-10-28T01:06:00Z,1140000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:1),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Restricted Area,0-8 Center,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT02M39.00S,2023-10-28T01:01:27.4Z,1,REGULAR,foul,offensive,[],1630549,,,1610612751,22,21,2023-10-28T01:03:05Z,1150000,False,,,0,,D. Sharpe offensive FOUL (1 PF),"[1630549, 1630182]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,204059.0,1.0,0.0,Green,1630182.0,,,,,,,,,
117,PT02M39.00S,2023-10-28T01:01:27.4Z,1,REGULAR,turnover,offensive foul,[],1630549,,,1610612751,22,21,2023-10-28T01:03:05Z,1170000,False,,,0,,D. Sharpe offensive foul TURNOVER (1 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,,,,,204059.0,,,,,,,,1.0,,,,,
118,PT02M22.00S,2023-10-28T01:01:56.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203957,29.517082785808146,27.205882352941174,1610612742,22,21,2023-10-28T01:02:00Z,1180000,False,114.0,225.0,1,left,MISS D. Exum 25' 3PT,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
119,PT02M19.00S,2023-10-28T01:01:59.0Z,1,REGULAR,rebound,defensive,[],1626220,,,1610612751,22,21,2023-10-28T01:02:00Z,1190000,False,,,0,,R. O'Neale REBOUND (Off:0 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Right Center,,,118.0,1.0,1.0,0.0,,,,,,,,,,,,,,
120,PT02M10.00S,2023-10-28T01:02:07.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203915,92.46057818659659,60.78431372549019,1610612751,22,21,2023-10-28T01:02:12Z,1200000,False,54.0,18.0,1,right,MISS S. Dinwiddie driving floating bank Shot,[203915],1610612751.0,BKN,driving floating bank,,,Dinwiddie,S. Dinwiddie,,,,,In The Paint (Non-RA),0-8 Center,5.7,Missed,,,,,,,,,,,,,,,,,,
121,PT02M09.00S,2023-10-28T01:02:08.6Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,21,2023-10-28T01:09:36Z,1210000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,120.0,2.0,1.0,1.0,,,,,,,,,,,,,,
175,PT02M06.00S,2023-10-28T01:02:10.6Z,1,REGULAR,2pt,DUNK,['2ndchance'],1630549,89.61892247043365,69.58486519607843,1610612751,22,21,2023-10-28T01:13:05Z,1215000,False,98.0,45.0,1,right,MISS D. Sharpe 10' putback DUNK - blocked,"[1630549, 203957]",1610612751.0,BKN,putback,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,10.78,Missed,,,,,,,,,,,Exum,203957.0,,,,,,
176,PT02M06.00S,2023-10-28T01:02:10.6Z,1,REGULAR,block,,[],203957,,,1610612751,22,21,2023-10-28T01:11:05Z,1217500,False,,,0,,D. Exum BLOCK (1 BLK),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
177,PT02M05.00S,2023-10-28T01:02:11.6Z,1,REGULAR,rebound,offensive,[],1630549,,,1610612751,22,21,2023-10-28T01:11:37Z,1218750,False,,,0,,D. Sharpe REBOUND (Off:2 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,175.0,3.0,1.0,2.0,,,,,,,,,,,,,,
122,PT02M04.00S,2023-10-28T01:02:13.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626220,66.17936925098554,34.55882352941176,1610612751,22,21,2023-10-28T01:11:05Z,1220000,False,-77.0,265.0,1,right,MISS R. O'Neale 27' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,27.64,Missed,,,,,,,,,,,,,,,,,,
123,PT02M01.00S,2023-10-28T01:02:16.6Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,22,21,2023-10-28T01:02:18Z,1230000,False,,,0,,M. Kleber REBOUND (Off:1 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Center,,,122.0,3.0,2.0,1.0,,,,,,,,,,,,,,
124,PT01M55.00S,2023-10-28T01:02:22.8Z,1,REGULAR,turnover,lost ball,[],203501,,,1610612742,22,21,2023-10-28T01:02:26Z,1240000,False,,,0,,T. Hardaway Jr. lost ball TURNOVER (1 TO),"[203501, 1630549]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,1.0,,,,Sharpe,1630549.0
125,PT01M55.00S,2023-10-28T01:02:22.8Z,1,REGULAR,steal,,[],1630549,,,1610612751,22,21,2023-10-28T01:02:24Z,1250000,False,,,0,,D. Sharpe STEAL (1 STL),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
126,PT01M51.00S,2023-10-28T01:02:26.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629022,66.3107752956636,46.568627450980394,1610612751,22,24,2023-10-28T01:14:17Z,1260000,False,-17.0,264.0,1,right,L. Walker IV 26' 3PT running (3 PTS),[1629022],1610612751.0,BKN,running,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,26.48,Made,,,,,,,,,,3.0,,,,,,,,
127,PT01M35.00S,2023-10-28T01:02:42.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.389618922470433,53.431372549019606,1610612742,22,24,2023-10-28T01:02:46Z,1270000,False,-17.0,8.0,1,left,MISS K. Irving driving Layup,[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.88,Missed,,,,,,,,,,,,,,,,,,
128,PT01M35.00S,2023-10-28T01:02:42.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,22,24,2023-10-28T01:02:46Z,1280000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,127.0,,,,,,,,,,,,,,,,,
130,PT01M29.00S,2023-10-28T01:03:00.0Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202681,28.728646517739815,43.872549019607845,1610612742,22,24,2023-10-28T01:03:08Z,1300000,False,31.0,218.0,1,left,MISS K. Irving 21' Jump Shot,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Center,21.96,Missed,,,,,,,,,,,,,,,,,,
131,PT01M26.00S,2023-10-28T01:03:03.0Z,1,REGULAR,rebound,defensive,[],1630549,,,1610612751,22,24,2023-10-28T01:03:03Z,1310000,False,,,0,,D. Sharpe REBOUND (Off:2 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Center,,,130.0,4.0,2.0,2.0,,,,,,,,,,,,,,
132,PT01M13.00S,2023-10-28T01:03:19.2Z,1,REGULAR,foul,personal,[],203501,,,1610612751,22,24,2023-10-28T01:03:27Z,1320000,False,,,0,,T. Hardaway Jr. personal FOUL (1 PF),"[203501, 1630549]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1628487.0,1.0,0.0,Sharpe,1630549.0,,,,,,,,,
134,PT01M00.00S,2023-10-28T01:03:53.4Z,1,REGULAR,turnover,3-second-violation,[],1630549,,,1610612751,22,24,2023-10-28T01:03:59Z,1340000,False,,,0,,D. Sharpe 3-second-violation TURNOVER (2 TO),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,201639.0,,,,,,,,2.0,,,,,
135,PT00M45.70S,2023-10-28T01:04:16.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203501,7.440867279894875,96.81372549019608,1610612742,22,24,2023-10-28T01:04:19Z,1350000,False,-234.0,17.0,1,left,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.47,Missed,,,,,,,,,,,,,,,,,,
136,PT00M43.20S,2023-10-28T01:04:19.1Z,1,REGULAR,rebound,defensive,[],203915,,,1610612751,22,24,2023-10-28T01:04:19Z,1360000,False,,,0,,S. Dinwiddie REBOUND (Off:0 Def:2),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,Left Corner 3,24+ Left,,,135.0,2.0,2.0,0.0,,,,,,,,,,,,,,
137,PT00M37.00S,2023-10-28T01:04:27.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203501,,,1610612751,22,24,2023-10-28T01:04:34Z,1370000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Dinwiddie 2 FT),"[203501, 203915]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,201639.0,2.0,0.0,Dinwiddie,203915.0,,,,,,,,,
139,PT00M37.00S,2023-10-28T01:04:54.6Z,1,REGULAR,freethrow,1 of 2,[],203915,,,1610612751,22,24,2023-10-28T01:04:54Z,1390000,False,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT00M37.00S,2023-10-28T01:04:54.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,22,24,2023-10-28T01:04:54Z,1400000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,139.0,,,,,,,,,,,,,,,,,
141,PT00M37.00S,2023-10-28T01:04:55.4Z,1,REGULAR,substitution,out,[],1630549,,,1610612751,22,24,2023-10-28T01:05:03Z,1410000,False,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M37.00S,2023-10-28T01:04:55.4Z,1,REGULAR,substitution,in,[],1627827,,,1610612751,22,24,2023-10-28T01:05:03Z,1420000,False,,,0,,SUB in: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT00M37.00S,2023-10-28T01:05:11.6Z,1,REGULAR,freethrow,2 of 2,[],203915,,,1610612751,22,25,2023-10-28T01:05:11Z,1430000,False,,,0,,S. Dinwiddie Free Throw 2 of 2 (6 PTS),[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,Made,,,,,,,,,,6.0,,,,,,,,
144,PT00M31.70S,2023-10-28T01:05:21.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.178055190538765,44.85294117647059,1610612742,24,25,2023-10-28T01:05:24Z,1440000,False,26.0,15.0,1,left,K. Irving driving Layup (5 PTS),[202681],1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,2.98,Made,,,,,,,,,,5.0,,,,,,,,
145,PT00M18.60S,2023-10-28T01:05:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.32917214191852,52.69607843137255,1610612751,24,25,2023-10-28T01:17:53Z,1450000,False,13.0,20.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612751.0,BKN,driving,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
146,PT00M16.90S,2023-10-28T01:05:46.2Z,1,REGULAR,rebound,offensive,[],1626220,,,1610612751,24,25,2023-10-28T01:05:49Z,1460000,False,,,0,,R. O'Neale REBOUND (Off:1 Def:1),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,145.0,2.0,1.0,1.0,,,,,,,,,,,,,,
147,PT00M15.90S,2023-10-28T01:05:46.9Z,1,REGULAR,turnover,lost ball,[],1626220,,,1610612751,24,25,2023-10-28T01:05:52Z,1470000,False,,,0,,R. O'Neale lost ball TURNOVER (1 TO),"[1626220, 203957]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,Exum,203957.0
148,PT00M15.90S,2023-10-28T01:05:46.9Z,1,REGULAR,steal,,[],203957,,,1610612742,24,25,2023-10-28T01:05:48Z,1480000,False,,,0,,D. Exum STEAL (1 STL),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
149,PT00M13.10S,2023-10-28T01:05:50.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203957,6.783837056504599,50.98039215686274,1610612742,26,25,2023-10-28T01:05:56Z,1490000,False,-5.0,11.0,1,left,D. Exum running DUNK (2 PTS),[203957],1610612742.0,DAL,running,,,Exum,D. Exum,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,,,,,,2.0,,,,,,,,
150,PT00M01.90S,2023-10-28T01:06:04.8Z,1,REGULAR,3pt,Jump Shot,[],203915,78.13731931668858,89.95098039215686,1610612751,26,25,2023-10-28T01:06:10Z,1500000,False,200.0,153.0,1,right,MISS S. Dinwiddie 25' step back bank 3PT,[203915],1610612751.0,BKN,step back bank,,,Dinwiddie,S. Dinwiddie,,,,,Above the Break 3,24+ Right Center,25.17,Missed,,,,,,,,,,,,,,,,,,
151,PT00M01.90S,2023-10-28T01:06:04.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612751,26,25,2023-10-28T01:06:10Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Above the Break 3,24+ Right Center,,,150.0,,,,,,,,,,,,,,,,,
152,PT00M00.00S,2023-10-28T01:06:10.8Z,1,REGULAR,period,end,[],0,,,1610612751,26,25,2023-10-28T01:06:10Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2023-10-28T01:08:25.1Z,2,REGULAR,substitution,out,['startperiod'],203957,,,1610612751,26,25,2023-10-28T01:08:51Z,1530000,False,,,0,,SUB out: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-10-28T01:08:25.1Z,2,REGULAR,substitution,out,['startperiod'],1630182,,,1610612751,26,25,2023-10-28T01:08:51Z,1540000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-10-28T01:08:25.1Z,2,REGULAR,substitution,out,['startperiod'],202681,,,1610612751,26,25,2023-10-28T01:08:51Z,1550000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-10-28T01:08:25.1Z,2,REGULAR,substitution,out,['startperiod'],203915,,,1610612751,26,25,2023-10-28T01:08:51Z,1560000,False,,,0,,SUB out: S. Dinwiddie,[203915],1610612751.0,BKN,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-10-28T01:08:25.1Z,2,REGULAR,substitution,in,['startperiod'],203552,,,1610612751,26,25,2023-10-28T01:08:51Z,1570000,False,,,0,,SUB in: S. Curry,[203552],1610612742.0,DAL,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-10-28T01:08:25.1Z,2,REGULAR,substitution,in,['startperiod'],1641726,,,1610612751,26,25,2023-10-28T01:08:51Z,1580000,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
