actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
18,PT10M37.00S,2024-01-28T02:13:11.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203084,9.806176084099869,60.78431372549019,1610612758,5,0,2024-01-28T02:16:08Z,180000,False,-54.0,40.0,1,left,MISS H. Barnes 6' driving floating bank Shot - blocked,"[203084, 1629029]",1610612758.0,SAC,driving floating bank,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,Doncic,1629029.0,,,,,,,,
19,PT10M37.00S,2024-01-28T02:13:11.3Z,1,REGULAR,block,,[],1629029,,,1610612758,5,0,2024-01-28T02:13:13Z,190000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
20,PT10M34.00S,2024-01-28T02:13:14.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,5,0,2024-01-28T02:13:16Z,200000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
21,PT10M28.00S,2024-01-28T02:13:19.8Z,1,REGULAR,3pt,Jump Shot,[],1630182,84.83902759526939,96.81372549019608,1610612742,8,0,2024-01-28T02:16:42Z,210000,False,234.0,90.0,1,right,J. Green 25' 3PT  (3 PTS) (J. Hardy 3 AST),"[1630182, 1630702]",1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Right,25.08,Made,,,,,3.0,J. Hardy,1630702.0,3.0,,,,,,,,,,
23,PT10M11.00S,2024-01-28T02:13:37.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631099,6.783837056504599,50.98039215686274,1610612758,8,2,2024-01-28T02:13:45Z,230000,False,-5.0,11.0,1,left,K. Murray cutting DUNK (2 PTS) (D. Sabonis 1 AST),"[1631099, 1627734]",1610612758.0,SAC,cutting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,
25,PT09M54.00S,2024-01-28T02:13:54.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.72339027595268,47.05882352941176,1610612742,10,2,2024-01-28T02:13:59Z,250000,False,-15.0,16.0,1,right,L. Doncic driving Layup (2 PTS) (J. Hardy 4 AST),"[1629029, 1630702]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.17,Made,,,,,2.0,J. Hardy,1630702.0,4.0,,,,,,,,,,
27,PT09M46.00S,2024-01-28T02:14:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628989,4.02431011826544,96.81372549019608,1610612758,10,5,2024-01-28T02:14:10Z,270000,False,-234.0,-15.0,1,left,K. Huerter 3PT  (3 PTS) (H. Barnes 1 AST),"[1628989, 203084]",1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.46,Made,,,,,3.0,H. Barnes,203084.0,1.0,,,,,,,,,,
29,PT09M32.00S,2024-01-28T02:14:18.5Z,1,REGULAR,3pt,Jump Shot,[],1630702,90.62089356110381,97.79411764705883,1610612742,10,5,2024-01-28T02:19:53Z,290000,False,239.0,36.0,1,right,MISS J. Hardy 24' 3PT - blocked,"[1630702, 1628368]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,24.17,Missed,,,,,,,,,Fox,1628368.0,,,,,,,,
33,PT09M32.00S,2024-01-28T02:14:18.5Z,1,REGULAR,block,,[],1628368,,,1610612742,10,5,2024-01-28T02:14:36Z,295000,False,,,0,,D. Fox BLOCK (1 BLK),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
30,PT09M30.00S,2024-01-28T02:14:20.5Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,10,5,2024-01-28T02:19:53Z,300000,False,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Right Corner 3,24+ Right,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,,
31,PT09M22.00S,2024-01-28T02:14:27.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203084,6.389618922470433,97.30392156862744,1610612758,10,8,2024-01-28T02:18:45Z,310000,False,-237.0,8.0,1,left,H. Barnes 3PT running (3 PTS) (K. Huerter 1 AST),"[203084, 1628989]",1610612758.0,SAC,running,,,Barnes,H. Barnes,,,,,Left Corner 3,24+ Left,23.66,Made,,,,,3.0,K. Huerter,1628989.0,1.0,,,,,,,,,,
34,PT09M07.00S,2024-01-28T02:14:41.1Z,1,REGULAR,3pt,Jump Shot,[],1629684,92.72339027595268,95.58823529411765,1610612742,13,8,2024-01-28T02:14:53Z,330000,False,228.0,16.0,1,right,G. Williams 3PT  (6 PTS) (L. Doncic 1 AST),"[1629684, 1629029]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Right Corner 3,24+ Right,22.85,Made,,,,,6.0,L. Doncic,1629029.0,1.0,,,,,,,,,,
36,PT08M41.00S,2024-01-28T02:15:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,16.63929040735874,43.872549019607845,1610612758,13,10,2024-01-28T02:19:23Z,350000,False,31.0,104.0,1,left,K. Murray 10' floating Jump Shot (4 PTS),[1631099],1610612758.0,SAC,floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,10.83,Made,,,,,4.0,,,,,,,,,,,,,
37,PT08M25.00S,2024-01-28T02:15:23.4Z,1,REGULAR,3pt,Jump Shot,[],1630702,67.49342969776609,46.32352941176471,1610612742,13,10,2024-01-28T02:15:37Z,360000,False,-18.0,253.0,1,right,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,25.38,Missed,,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2024-01-28T02:15:26.4Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,13,10,2024-01-28T02:15:37Z,370000,False,,,0,,D. Lively II REBOUND (Off:1 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Above the Break 3,24+ Center,,,37.0,2.0,1.0,1.0,,,,,,,,,,,,,,
39,PT08M21.00S,2024-01-28T02:15:27.2Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1641726,88.51839684625493,48.28431372549019,1610612742,13,10,2024-01-28T02:15:33Z,380000,False,-9.0,55.0,1,right,MISS D. Lively II Hook,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,5.61,Missed,,,,,,,,,,,,,,,,,,
40,PT08M19.00S,2024-01-28T02:15:29.7Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,13,10,2024-01-28T02:15:29Z,390000,False,,,0,,H. Barnes REBOUND (Off:0 Def:1),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,1.0,1.0,0.0,,,,,,,,,,,,,,
42,PT08M15.00S,2024-01-28T02:15:37.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'defensivegoaltending', 'fastbreak']",1628368,6.783837056504599,49.01960784313725,1610612758,13,12,2024-01-28T02:20:29Z,410000,False,5.0,11.0,1,left,D. Fox running Layup (2 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,2.0,,,,,,,,,,,,,
43,PT08M15.00S,2024-01-28T02:15:41.7Z,1,REGULAR,violation,defensive goaltending,[],1641726,,,1610612758,13,12,2024-01-28T02:15:47Z,420000,False,,,0,,D. Lively II defensive goaltending VIOLATION,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,1630886.0,,,,,,,
44,PT08M05.00S,2024-01-28T02:15:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630182,87.20433639947439,42.8921568627451,1610612742,13,12,2024-01-28T03:13:30Z,430000,False,-36.0,68.0,1,right,MISS J. Green 7' driving floating bank Shot,[1630182],1610612742.0,DAL,driving floating bank,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,7.65,Missed,,,,,,,,,,,,,,,,,,
45,PT08M00.00S,2024-01-28T02:16:01.6Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,13,12,2024-01-28T02:16:37Z,440000,False,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,2.0,2.0,0.0,,,,,,,,,,,,,,
46,PT07M54.00S,2024-01-28T02:16:06.7Z,1,REGULAR,2pt,Jump Shot,[],1628368,6.258212877792378,70.83333333333334,1610612758,13,14,2024-01-28T02:16:24Z,450000,False,-104.0,6.0,1,left,D. Fox 10' driving floating Jump Shot (4 PTS) (K. Huerter 2 AST),"[1628368, 1628989]",1610612758.0,SAC,driving floating,,,Fox,D. Fox,,,,,Mid-Range,8-16 Left,10.44,Made,,,,,4.0,K. Huerter,1628989.0,2.0,,,,,,,,,,
48,PT07M40.00S,2024-01-28T02:16:20.2Z,1,REGULAR,3pt,Jump Shot,[],1629029,72.61826544021025,13.480392156862745,1610612742,13,14,2024-01-28T02:21:24Z,470000,False,-183.0,205.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,27.45,Missed,,,,,,,,,,,,,,,,,,
49,PT07M40.00S,2024-01-28T02:16:20.2Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,13,14,2024-01-28T02:16:28Z,480000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,48.0,1.0,1.0,0.0,,,,,,,,,,,,,,
50,PT07M33.00S,2024-01-28T02:16:28.3Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,13,14,2024-01-28T02:16:33Z,490000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1629684]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1.0,Williams,1629684.0,,,,
51,PT07M33.00S,2024-01-28T02:16:28.3Z,1,REGULAR,steal,,[],1629684,,,1610612742,13,14,2024-01-28T02:16:29Z,500000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M20.00S,2024-01-28T02:16:40.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629029,92.9862023653088,57.84313725490197,1610612742,13,14,2024-01-28T02:16:44Z,510000,False,39.0,13.0,1,right,MISS L. Doncic driving Layup - blocked,"[1629029, 1631099]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,4.14,Missed,,,,,,,,,Murray,1631099.0,,,,,,,,
53,PT07M20.00S,2024-01-28T02:16:40.5Z,1,REGULAR,block,,[],1631099,,,1610612742,13,14,2024-01-28T02:16:42Z,520000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
54,PT07M17.00S,2024-01-28T02:16:43.5Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,13,14,2024-01-28T02:16:44Z,530000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,52.0,1.0,1.0,0.0,,,,,,,,,,,,,,
55,PT07M15.00S,2024-01-28T02:16:45.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628368,10.463206307490145,52.450980392156865,1610612758,13,14,2024-01-28T02:16:53Z,540000,False,-12.0,46.0,1,left,MISS D. Fox running Layup - blocked,"[1628368, 1629684]",1610612758.0,SAC,running,,,Fox,D. Fox,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,Williams,1629684.0,,,,,,,,
56,PT07M15.00S,2024-01-28T02:16:45.5Z,1,REGULAR,block,,[],1629684,,,1610612758,13,14,2024-01-28T02:16:47Z,550000,False,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2024-01-28T02:16:48.5Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,13,14,2024-01-28T02:16:53Z,560000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,,,55.0,1.0,1.0,0.0,,,,,,,,,,,,,,
58,PT07M11.00S,2024-01-28T02:16:50.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1629029,92.72339027595268,49.01960784313725,1610612742,15,14,2024-01-28T02:17:05Z,570000,False,-5.0,16.0,1,right,L. Doncic running DUNK (4 PTS) (J. Hardy 5 AST),"[1629029, 1630702]",1610612742.0,DAL,running,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,4.0,J. Hardy,1630702.0,5.0,,,,,,,,,,
60,PT06M54.00S,2024-01-28T02:17:06.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,5.075558475689881,97.05882352941177,1610612758,15,14,2024-01-28T02:17:13Z,590000,False,-235.0,-5.0,1,left,MISS K. Huerter 3PT,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Left Corner 3,24+ Left,23.53,Missed,,,,,,,,,,,,,,,,,,
61,PT06M53.00S,2024-01-28T02:17:07.4Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,15,14,2024-01-28T02:17:13Z,600000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,60.0,,,,,,,,,,,,,,,,,
63,PT06M53.00S,2024-01-28T02:17:14.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,15,14,2024-01-28T02:17:14Z,620000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M53.00S,2024-01-28T02:17:52.3Z,1,REGULAR,substitution,out,[],1630702,,,1610612742,15,14,2024-01-28T02:20:02Z,630000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M53.00S,2024-01-28T02:17:52.3Z,1,REGULAR,substitution,in,[],203501,,,1610612742,15,14,2024-01-28T02:20:02Z,640000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M33.00S,2024-01-28T02:21:02.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,85.3646517739816,49.01960784313725,1610612742,15,14,2024-01-28T02:21:06Z,680000,False,-5.0,85.0,1,right,MISS G. Williams 8' Jump Shot,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,8.52,Missed,,,,,,,,,,,,,,,,,,
70,PT06M30.00S,2024-01-28T02:21:05.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,15,14,2024-01-28T02:21:06Z,690000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,69.0,2.0,2.0,0.0,,,,,,,,,,,,,,
71,PT06M25.00S,2024-01-28T02:21:11.7Z,1,REGULAR,foul,personal,[],1641726,,,1610612758,15,14,2024-01-28T02:21:37Z,700000,False,,,0,,D. Lively II personal FOUL (1 PF),"[1641726, 1627734]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,,,,1.0,0.0,Sabonis,1627734.0
73,PT06M15.00S,2024-01-28T02:21:40.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,15.982260183968464,50.245098039215684,1610612758,15,16,2024-01-28T02:24:16Z,720000,False,-1.0,98.0,1,left,D. Sabonis 9' turnaround Hook (2 PTS) (D. Fox 1 AST),"[1627734, 1628368]",1610612758.0,SAC,turnaround,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,,,,,2.0,D. Fox,1628368.0,1.0,,,,,,,,,,
75,PT06M02.00S,2024-01-28T02:21:53.0Z,1,REGULAR,3pt,Jump Shot,[],203501,94.82588699080158,96.81372549019608,1610612742,15,16,2024-01-28T02:21:58Z,740000,False,234.0,-4.0,1,right,MISS T. Hardaway Jr. 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.41,Missed,,,,,,,,,,,,,,,,,,
76,PT05M58.00S,2024-01-28T02:21:57.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,15,16,2024-01-28T02:21:58Z,750000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,75.0,3.0,3.0,0.0,,,,,,,,,,,,,,
77,PT05M55.00S,2024-01-28T02:22:00.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628368,7.703679369250986,49.754901960784316,1610612758,15,18,2024-01-28T02:22:05Z,760000,False,1.0,20.0,1,left,D. Fox running DUNK (6 PTS),[1628368],1610612758.0,SAC,running,,,Fox,D. Fox,,,,,Restricted Area,0-8 Center,1.99,Made,,,,,6.0,,,,,,,,,,,,,
78,PT05M33.00S,2024-01-28T02:22:22.4Z,1,REGULAR,3pt,Jump Shot,[],1630182,93.38042049934296,4.166666666666666,1610612742,15,18,2024-01-28T02:22:27Z,770000,False,-229.0,10.0,1,right,MISS J. Green 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
79,PT05M29.00S,2024-01-28T02:22:26.4Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,15,18,2024-01-28T02:22:27Z,780000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Left Corner 3,24+ Left,,,78.0,2.0,2.0,0.0,,,,,,,,,,,,,,
80,PT05M28.00S,2024-01-28T02:22:29.4Z,1,REGULAR,foul,personal,[],1629029,,,1610612758,15,18,2024-01-28T02:22:35Z,790000,False,,,0,,L. Doncic personal FOUL (1 PF),"[1629029, 1631099]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1628953.0,,,,1.0,0.0,Murray,1631099.0
82,PT05M28.00S,2024-01-28T02:22:34.4Z,1,REGULAR,substitution,out,[],1641726,,,1610612758,15,18,2024-01-28T02:22:42Z,810000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M28.00S,2024-01-28T02:22:34.4Z,1,REGULAR,substitution,out,[],1629684,,,1610612758,15,18,2024-01-28T02:22:42Z,820000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M28.00S,2024-01-28T02:22:34.4Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,15,18,2024-01-28T02:22:42Z,830000,False,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M28.00S,2024-01-28T02:22:34.4Z,1,REGULAR,substitution,in,[],1626158,,,1610612758,15,18,2024-01-28T02:22:42Z,840000,False,,,0,,SUB in: R. Holmes,[1626158],1610612742.0,DAL,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT05M28.00S,2024-01-28T02:22:34.4Z,1,REGULAR,substitution,in,[],1628467,,,1610612758,15,18,2024-01-28T02:22:42Z,850000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT05M28.00S,2024-01-28T02:22:34.4Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,15,18,2024-01-28T02:22:42Z,860000,False,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT05M20.00S,2024-01-28T02:23:02.1Z,1,REGULAR,3pt,Jump Shot,[],1631099,29.517082785808146,74.01960784313727,1610612758,15,18,2024-01-28T02:23:06Z,870000,False,-120.0,225.0,1,left,MISS K. Murray 25' pullup 3PT,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
89,PT05M16.00S,2024-01-28T02:23:06.1Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,15,18,2024-01-28T02:23:06Z,880000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,88.0,1.0,1.0,0.0,,,,,,,,,,,,,,
