actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-03T18:11:07.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-03T18:11:07Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2024-03-03T18:11:10.3Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2024-03-03T18:11:10Z,40000,False,,,0,,Jump Ball M. Bamba vs. D. Lively II: Tip to T. Maxey,"[1630178, 1628964, 1641726]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Bamba,1628964.0,Lively II,1641726.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-03T18:11:23.5Z,1,REGULAR,3pt,Jump Shot,[],200768,5.338370565045992,96.56862745098039,1610612755,0,0,2024-03-03T18:11:27Z,70000,False,-233.0,-2.0,1,left,MISS K. Lowry 3PT,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-03-03T18:11:25.5Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,0,0,2024-03-03T18:11:27Z,80000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2024-03-03T18:11:41.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1641726,93.64323258869908,48.77450980392157,1610612742,2,0,2024-03-03T18:11:45Z,90000,False,-6.0,7.0,1,right,D. Lively II alley-oop DUNK (2 PTS) (L. Doncic 1 AST),"[1641726, 1629029]",1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,2.0,L. Doncic,1629029.0,1.0,,,,,,,,,,
11,PT10M58.00S,2024-03-03T18:12:08.3Z,1,REGULAR,2pt,Jump Shot,[],200768,11.12023653088042,74.50980392156863,1610612755,2,0,2024-03-03T18:12:12Z,110000,False,-123.0,52.0,1,left,MISS K. Lowry 13' fadeaway Shot,[200768],1610612755.0,PHI,fadeaway,,,Lowry,K. Lowry,,,,,Mid-Range,8-16 Left,13.31,Missed,,,,,,,,,,,,,,,,,,
12,PT10M56.00S,2024-03-03T18:12:10.3Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,2,0,2024-03-03T18:12:12Z,120000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT10M51.00S,2024-03-03T18:12:16.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,94.03745072273325,2.696078431372549,1610612742,5,0,2024-03-03T18:13:52Z,130000,False,-237.0,4.0,1,right,P. Washington 3PT running (3 PTS) (L. Doncic 2 AST),"[1629023, 1629029]",1610612742.0,DAL,running,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.65,Made,,,,,3.0,L. Doncic,1629029.0,2.0,,,,,,,,,,
15,PT10M29.00S,2024-03-03T18:12:37.5Z,1,REGULAR,3pt,Jump Shot,[],1627741,30.831143232588698,33.40992647058824,1610612755,5,0,2024-03-03T18:12:44Z,150000,False,83.0,237.0,1,left,MISS B. Hield 25' 3PT,[1627741],1610612755.0,PHI,,,,Hield,B. Hield,,,,,Above the Break 3,24+ Right Center,25.14,Missed,,,,,,,,,,,,,,,,,,
16,PT10M28.00S,2024-03-03T18:12:38.5Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,5,0,2024-03-03T18:12:40Z,160000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
