actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-11-02T00:40:35.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-02T00:40:35Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-02T00:40:38.1Z,1,REGULAR,jumpball,recovered,[],1630182,,,1610612742,0,0,2023-11-02T00:40:38Z,40000,False,,,0,,Jump Ball D. Lively II vs. N. Vucevic: Tip to J. Green,"[1630182, 1641726, 202696]",1610612742.0,DAL,startperiod,J. Green,1630182.0,Green,J. Green,Lively II,1641726.0,Vucevic,202696.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-11-02T00:40:54.0Z,1,REGULAR,3pt,Jump Shot,[],1627884,11.514454664914586,4.6568627450980395,1610612742,0,0,2023-11-02T00:40:59Z,70000,False,227.0,56.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.34,Missed,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2023-11-02T00:40:55.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612741,0,0,2023-11-02T00:40:59Z,80000,False,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Right Corner 3,24+ Right,,,7.0,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-11-02T00:41:22.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,92.85479632063075,39.46078431372549,1610612741,0,0,2023-11-02T00:41:26Z,100000,False,-53.0,15.0,1,right,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
11,PT11M20.00S,2023-11-02T00:41:24.1Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,0,0,2023-11-02T00:41:26Z,110000,False,,,0,,L. Doncic REBOUND (Off:0 Def:1),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M12.00S,2023-11-02T00:41:32.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,19.267411300919843,42.64705882352941,1610612742,0,0,2023-11-02T00:41:38Z,120000,False,37.0,129.0,1,left,MISS G. Williams 13' fadeaway Shot,[1629684],1610612742.0,DAL,fadeaway,,,Williams,G. Williams,,,,,In The Paint (Non-RA),8-16 Center,13.38,Missed,,,,,,,,,,,,,,,,,,
13,PT11M10.00S,2023-11-02T00:41:34.7Z,1,REGULAR,rebound,offensive,[],1641726,,,1610612742,0,0,2023-11-02T00:41:34Z,130000,False,,,0,,D. Lively II REBOUND (Off:1 Def:0),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),8-16 Center,,,12.0,1.0,0.0,1.0,,,,,,,,,,,,,,
14,PT11M08.00S,2023-11-02T00:41:36.6Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630182,31.882391590013142,37.00980392156863,1610612742,0,0,2023-11-02T00:41:40Z,140000,False,65.0,247.0,1,left,MISS J. Green 25' 3PT,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
15,PT11M04.00S,2023-11-02T00:41:40.6Z,1,REGULAR,rebound,defensive,[],1629632,,,1610612741,0,0,2023-11-02T00:41:40Z,150000,False,,,0,,C. White REBOUND (Off:0 Def:1),[1629632],1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M48.00S,2023-11-02T00:41:55.4Z,1,REGULAR,3pt,Jump Shot,[],1629632,68.67608409986859,25.735294117647058,1610612741,0,0,2023-11-02T00:41:59Z,160000,False,-121.0,242.0,1,right,MISS C. White 27' 3PT - blocked,"[1629632, 1629029]",1610612741.0,CHI,,,,White,C. White,,,,,Above the Break 3,24+ Left Center,27.06,Missed,,,,,Doncic,1629029.0,,,,,,,,,,,,
17,PT10M48.00S,2023-11-02T00:41:55.4Z,1,REGULAR,block,,[],1629029,,,1610612741,0,0,2023-11-02T00:41:57Z,170000,False,,,0,,L. Doncic BLOCK (1 BLK),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
18,PT10M46.00S,2023-11-02T00:41:57.4Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,0,0,2023-11-02T00:41:59Z,180000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M44.00S,2023-11-02T00:42:02.3Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612742,0,0,2023-11-02T00:42:11Z,190000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Doncic 2 FT),"[201942, 1629029]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,1629175.0,1.0,0.0,Doncic,1629029.0,,,,,,,
21,PT10M44.00S,2023-11-02T00:42:28.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629029,,,1610612742,1,0,2023-11-02T00:42:28Z,210000,False,,,0,,L. Doncic Free Throw 1 of 2 (1 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,,,1.0,,,,,,
22,PT10M44.00S,2023-11-02T00:42:44.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629029,,,1610612742,2,0,2023-11-02T00:42:44Z,220000,False,,,0,,L. Doncic Free Throw 2 of 2 (2 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
23,PT10M24.00S,2023-11-02T00:43:06.2Z,1,REGULAR,3pt,Jump Shot,[],203897,69.99014454664915,18.38235294117647,1610612741,2,3,2023-11-02T00:43:10Z,230000,False,-158.0,230.0,1,right,Z. LaVine 27' 3PT pullup (3 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.88,Made,,,,,,,,,,,,3.0,,,,,,
24,PT10M06.00S,2023-11-02T00:43:24.3Z,1,REGULAR,3pt,Jump Shot,[],1627884,28.33442838370565,79.16666666666666,1610612742,2,3,2023-11-02T00:43:28Z,240000,False,-146.0,214.0,1,left,MISS D. Jones Jr. 25' 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
