actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-03-17T19:40:34.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-03-17T19:40:34Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2024-03-17T19:40:37.9Z,1,REGULAR,jumpball,recovered,[],203484,,,1610612743,0,0,2024-03-17T19:40:37Z,40000,False,,,0,,Jump Ball N. Jokic vs. D. Gafford: Tip to K. Caldwell-Pope,"[203484, 203999, 1629655]",1610612743.0,DEN,startperiod,K. Caldwell-Pope,203484.0,Caldwell-Pope,K. Caldwell-Pope,Jokic,203999.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-03-17T19:40:50.4Z,1,REGULAR,3pt,Jump Shot,[],1627750,31.61957950065703,28.186274509803923,1610612743,0,0,2024-03-17T19:40:57Z,70000,False,109.0,245.0,1,left,MISS J. Murray 26' 3PT,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.79,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-03-17T19:40:52.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2024-03-17T19:40:57Z,80000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M29.00S,2024-03-17T19:41:04.2Z,1,REGULAR,3pt,Jump Shot,[],202681,73.40670170827858,17.647058823529413,1610612742,0,0,2024-03-17T19:42:21Z,90000,False,-162.0,197.0,1,right,MISS K. Irving 25' pullup 3PT,[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,25.53,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2024-03-17T19:41:07.2Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612742,0,0,2024-03-17T19:41:19Z,100000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Above the Break 3,24+ Left Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M25.00S,2024-03-17T19:41:14.1Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1627884,94.40999984741211,50.0,1610612742,0,0,2024-03-17T19:41:32Z,110000,False,0.0,0.0,1,right,MISS D. Jones Jr. tip DUNK,[1627884],1610612742.0,DAL,tip,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M23.00S,2024-03-17T19:41:16.1Z,1,REGULAR,rebound,defensive,[],203484,,,1610612743,0,0,2024-03-17T19:41:32Z,120000,False,,,0,,K. Caldwell-Pope REBOUND (Off:0 Def:1),[203484],1610612743.0,DEN,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M12.00S,2024-03-17T19:41:21.2Z,1,REGULAR,3pt,Jump Shot,[],1629008,8.229303547963205,96.07843137254902,1610612743,0,0,2024-03-17T19:41:37Z,130000,False,-230.0,25.0,1,left,MISS M. Porter Jr. 3PT,[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Left Corner 3,24+ Left,23.17,Missed,,,,,,,,,,,,,,,,,,
14,PT11M09.00S,2024-03-17T19:41:24.2Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612742,0,0,2024-03-17T19:41:37Z,140000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,13.0,2.0,2.0,0.0,,,,,,,,,,,,,,
15,PT11M00.00S,2024-03-17T19:41:33.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,89.09329829172142,43.91850490196079,1610612742,2,0,2024-03-17T19:41:43Z,150000,False,-30.0,50.0,1,right,L. Doncic driving floating bank Jump Shot (2 PTS) (P. Washington 1 AST),"[1629029, 1629023]",1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.85,Made,,,,,2.0,P. Washington,1629023.0,1.0,,,,,,,,,,
17,PT10M50.00S,2024-03-17T19:41:44.4Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612743,2,0,2024-03-17T19:42:03Z,170000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Jokic 2 FT),"[1629023, 203999]",1610612742.0,DAL,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,202041.0,1.0,0.0,Jokic,203999.0,,,,,
19,PT10M50.00S,2024-03-17T19:42:12.9Z,1,REGULAR,freethrow,1 of 2,[],203999,,,1610612743,2,0,2024-03-17T19:42:12Z,190000,False,,,0,,MISS N. Jokic Free Throw 1 of 2,[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
20,PT10M50.00S,2024-03-17T19:42:12.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,2,0,2024-03-17T19:42:12Z,200000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,
21,PT10M50.00S,2024-03-17T19:42:27.9Z,1,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,2,1,2024-03-17T19:42:27Z,210000,False,,,0,,N. Jokic Free Throw 2 of 2 (1 PTS),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
22,PT10M39.00S,2024-03-17T19:42:42.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,74.06373193166885,83.57843137254902,1610612742,5,1,2024-03-17T19:42:49Z,220000,False,168.0,191.0,1,right,L. Doncic 25' 3PT  (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,25.45,Made,,,,,5.0,,,,,,,,,,,,,
24,PT10M20.00S,2024-03-17T19:43:01.6Z,1,REGULAR,2pt,Jump Shot,[],1629008,10.85742444152431,28.431372549019606,1610612743,5,3,2024-03-17T19:43:10Z,240000,False,108.0,50.0,1,left,M. Porter Jr. 11' floating Jump Shot (2 PTS) (J. Murray 1 AST),"[1629008, 1627750]",1610612743.0,DEN,floating,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Right,11.87,Made,,,,,2.0,J. Murray,1627750.0,1.0,,,,,,,,,,
26,PT10M04.00S,2024-03-17T19:43:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627884,90.75229960578186,59.80392156862745,1610612742,5,3,2024-03-17T19:43:25Z,260000,False,49.0,34.0,1,right,MISS D. Jones Jr. driving floating Shot,[1627884],1610612742.0,DAL,driving floating,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.99,Missed,,,,,,,,,,,,,,,,,,
27,PT10M01.00S,2024-03-17T19:43:19.6Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612742,5,3,2024-03-17T19:43:19Z,270000,False,,,0,,D. Jones Jr. REBOUND (Off:2 Def:0),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,26.0,2.0,0.0,2.0,,,,,,,,,,,,,,
28,PT10M00.00S,2024-03-17T19:43:21.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,67.7562417871222,60.049019607843135,1610612742,5,3,2024-03-17T19:49:23Z,280000,False,50.0,251.0,1,right,MISS P. Washington 25' pullup 3PT,[1629023],1610612742.0,DAL,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
