actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-12-15T01:40:16.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-12-15T01:40:16Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-12-15T01:40:19.7Z,1,REGULAR,jumpball,recovered,[],203957,,,1610612742,0,0,2023-12-15T01:40:19Z,40000,False,,,0,,Jump Ball D. Lively II vs. R. Gobert: Tip to D. Exum,"[203957, 1641726, 203497]",1610612742.0,DAL,startperiod,D. Exum,203957.0,Exum,D. Exum,Lively II,1641726.0,Gobert,203497.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2023-12-15T01:40:39.5Z,1,REGULAR,2pt,Jump Shot,[],1627884,82.21090670170827,26.47058823529412,1610612742,0,0,2023-12-15T01:41:29Z,70000,False,-118.0,115.0,1,right,MISS D. Jones Jr. 16' pullup Shot,[1627884],1610612742.0,DAL,pullup,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,16-24 Left Center,16.43,Missed,,,,,,,,,,,,,,,,,,
8,PT11M33.00S,2023-12-15T01:40:43.5Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612750,0,0,2023-12-15T01:40:49Z,80000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M11.00S,2023-12-15T01:41:04.8Z,1,REGULAR,turnover,bad pass,[],1630162,,,1610612750,0,0,2023-12-15T01:41:08Z,90000,False,,,0,,A. Edwards bad pass TURNOVER (1 TO),"[1630162, 1629684]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,,,,,,,1.0,Williams,1629684.0,,,,,,,,,,,
10,PT11M11.00S,2023-12-15T01:41:04.8Z,1,REGULAR,steal,,[],1629684,,,1610612742,0,0,2023-12-15T01:41:06Z,100000,False,,,0,,G. Williams STEAL (1 STL),[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
11,PT10M50.00S,2023-12-15T01:41:25.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,69.72117279894874,69.140625,1610612742,3,0,2023-12-15T01:41:31Z,110000,False,96.0,232.0,1,right,G. Williams 25' 3PT  (3 PTS) (L. Doncic 1 AST),"[1629684, 1629029]",1610612742.0,DAL,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.11,Made,,,,,,,,3.0,L. Doncic,1629029.0,1.0,,,,,,,
13,PT10M39.00S,2023-12-15T01:41:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201144,5.995400788436268,50.0,1610612750,3,2,2023-12-15T01:41:41Z,130000,False,0.0,4.0,1,left,M. Conley cutting Layup (2 PTS) (K. Towns 1 AST),"[201144, 1626157]",1610612750.0,MIN,cutting,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,0.39,Made,,,,,,,,2.0,K. Towns,1626157.0,1.0,,,,,,,
15,PT10M28.00S,2023-12-15T01:41:50.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,88.51839684625493,50.0,1610612742,5,2,2023-12-15T01:41:55Z,150000,False,0.0,55.0,1,right,L. Doncic turnaround fadeaway Jump Shot (2 PTS),[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,5.54,Made,,,,,,,,2.0,,,,,,,,,,
16,PT10M28.00S,2023-12-15T01:41:53.6Z,1,REGULAR,foul,personal,['1freethrow'],1630183,,,1610612742,5,2,2023-12-15T01:42:02Z,160000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Doncic 1 FT),"[1630183, 1629029]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1628171.0,1.0,0.0,Doncic,1629029.0,,
18,PT10M28.00S,2023-12-15T01:42:18.5Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,6,2,2023-12-15T01:42:18Z,180000,False,,,0,,L. Doncic Free Throw 1 of 1 (3 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,3.0,,,,,,,,,,
19,PT10M17.00S,2023-12-15T01:42:31.8Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612750,6,2,2023-12-15T01:42:38Z,190000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1641726]",1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,,,,,,,1.0,Lively II,1641726.0,,,,,,,,,,,
20,PT10M17.00S,2023-12-15T01:42:31.8Z,1,REGULAR,steal,,[],1641726,,,1610612742,6,2,2023-12-15T01:42:33Z,200000,False,,,0,,D. Lively II STEAL (1 STL),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
21,PT10M11.00S,2023-12-15T01:42:37.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641726,93.77463863337714,49.26470588235294,1610612742,8,2,2023-12-15T01:42:44Z,210000,False,-4.0,6.0,1,right,D. Lively II running DUNK (2 PTS) (L. Doncic 2 AST),"[1641726, 1629029]",1610612742.0,DAL,running,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,0.7,Made,,,,,,,,2.0,L. Doncic,1629029.0,2.0,,,,,,,
23,PT09M59.00S,2023-12-15T01:42:53.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,9.806176084099869,60.049019607843135,1610612750,8,2,2023-12-15T01:43:40Z,230000,False,-50.0,40.0,1,left,MISS K. Towns 6' driving Layup - blocked,"[1626157, 1641726]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,,,,,,,,,,,,,,,,,Lively II,1641726.0
31,PT09M59.00S,2023-12-15T01:42:53.2Z,1,REGULAR,block,,[],1641726,,,1610612750,8,2,2023-12-15T01:43:40Z,235000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT09M58.00S,2023-12-15T01:42:54.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,8,2,2023-12-15T01:43:40Z,240000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,23.0,,,,,,,,,,,,,,,,,
25,PT09M48.00S,2023-12-15T01:43:06.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,88.51839684625493,60.049019607843135,1610612742,10,2,2023-12-15T01:43:11Z,250000,False,50.0,55.0,1,right,L. Doncic 7' driving floating Jump Shot (5 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.48,Made,,,,,,,,5.0,,,,,,,,,,
26,PT09M36.00S,2023-12-15T01:43:17.3Z,1,REGULAR,2pt,Jump Shot,[],1630162,15.982260183968464,20.34313725490196,1610612750,10,2,2023-12-15T01:43:24Z,260000,False,148.0,98.0,1,left,MISS A. Edwards 17' pullup bank Shot,[1630162],1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Right,17.76,Missed,,,,,,,,,,,,,,,,,,
27,PT09M34.00S,2023-12-15T01:43:20.2Z,1,REGULAR,rebound,offensive,[],203497,,,1610612750,10,2,2023-12-15T01:43:20Z,270000,False,,,0,,R. Gobert REBOUND (Off:1 Def:0),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right,,,26.0,1.0,0.0,1.0,,,,,,,,,,,,,,
