actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
87,PT05M11.00S,2023-12-21T01:53:36.8Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,12,18,2023-12-21T01:53:38Z,870000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,86.0,,,,1.0,1.0,0.0,,,,,,,,,,,
88,PT04M58.00S,2023-12-21T01:53:50.2Z,1,REGULAR,2pt,Jump Shot,[],1629029,20.45006570302234,45.09803921568628,1610612742,12,18,2023-12-21T01:54:41Z,880000,False,25.0,140.0,1,left,MISS L. Doncic 14' floating Shot,[1629029],1610612742.0,DAL,floating,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Center,14.18,Missed,,,,,,,,,,,,,,,,,,
89,PT04M56.00S,2023-12-21T01:53:52.2Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,12,18,2023-12-21T01:54:03Z,890000,False,,,0,,I. Zubac REBOUND (Off:0 Def:3),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Mid-Range,8-16 Center,,,88.0,,,,3.0,3.0,0.0,,,,,,,,,,,
90,PT04M47.00S,2023-12-21T01:54:01.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,82.21090670170827,43.872549019607845,1610612746,12,20,2023-12-21T01:54:05Z,900000,False,-31.0,115.0,1,right,K. Leonard 11' fadeaway Jump Shot (7 PTS),[202695],1610612746.0,LAC,fadeaway,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Center,11.87,Made,,,,,,,,7.0,,,,,,,,,,
91,PT04M46.00S,2023-12-21T01:54:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,12,20,2023-12-21T01:54:06Z,910000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M46.00S,2023-12-21T01:54:09.2Z,1,REGULAR,substitution,out,[],1629684,,,1610612742,12,20,2023-12-21T01:56:59Z,920000,False,,,0,,SUB out: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M46.00S,2023-12-21T01:54:09.2Z,1,REGULAR,substitution,out,[],203939,,,1610612742,12,20,2023-12-21T01:56:59Z,930000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M46.00S,2023-12-21T01:54:09.2Z,1,REGULAR,substitution,out,[],201935,,,1610612742,12,20,2023-12-21T01:56:59Z,940000,False,,,0,,SUB out: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M46.00S,2023-12-21T01:54:09.2Z,1,REGULAR,substitution,in,[],1641765,,,1610612742,12,20,2023-12-21T01:56:59Z,950000,False,,,0,,SUB in: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M46.00S,2023-12-21T01:54:09.2Z,1,REGULAR,substitution,in,[],202693,,,1610612742,12,20,2023-12-21T01:56:59Z,960000,False,,,0,,SUB in: M. Morris,[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M46.00S,2023-12-21T01:54:09.2Z,1,REGULAR,substitution,in,[],1626181,,,1610612742,12,20,2023-12-21T01:56:59Z,970000,False,,,0,,SUB in: N. Powell,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M38.00S,2023-12-21T01:57:15.0Z,1,REGULAR,foul,personal,[],201566,,,1610612742,12,20,2023-12-21T01:57:19Z,980000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1629029]",1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,1627526.0,1.0,0.0,Doncic,1629029.0,,
101,PT04M25.00S,2023-12-21T01:57:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,7.178055190538765,43.872549019607845,1610612742,14,20,2023-12-21T01:57:57Z,1010000,False,31.0,15.0,1,left,D. Jones Jr. driving finger roll Layup (7 PTS) (O. Prosper 1 AST),"[1627884, 1641765]",1610612742.0,DAL,driving finger roll,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.41,Made,,,,,,,,7.0,O. Prosper,1641765.0,1.0,,,,,,,
103,PT04M10.00S,2023-12-21T01:58:10.9Z,1,REGULAR,foul,personal,['2freethrow'],1627884,,,1610612746,14,20,2023-12-21T01:58:22Z,1030000,False,,,0,,D. Jones Jr. shooting personal FOUL (1 PF) (Zubac 2 FT),"[1627884, 1627826]",1610612742.0,DAL,shooting,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627526.0,1.0,0.0,Zubac,1627826.0,,
105,PT04M10.00S,2023-12-21T01:58:38.1Z,1,REGULAR,freethrow,1 of 2,[],1627826,,,1610612746,14,21,2023-12-21T01:58:38Z,1050000,False,,,0,,I. Zubac Free Throw 1 of 2 (1 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
106,PT04M10.00S,2023-12-21T01:58:52.9Z,1,REGULAR,freethrow,2 of 2,[],1627826,,,1610612746,14,22,2023-12-21T01:58:52Z,1060000,False,,,0,,I. Zubac Free Throw 2 of 2 (2 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
107,PT03M52.00S,2023-12-21T01:59:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629029,31.882391590013142,36.76470588235294,1610612742,14,22,2023-12-21T01:59:16Z,1070000,False,66.0,247.0,1,left,MISS L. Doncic 25' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
108,PT03M49.00S,2023-12-21T01:59:15.8Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,14,22,2023-12-21T01:59:16Z,1080000,False,,,0,,I. Zubac REBOUND (Off:0 Def:4),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Center,,,107.0,,,,4.0,4.0,0.0,,,,,,,,,,,
109,PT03M44.00S,2023-12-21T01:59:23.3Z,1,REGULAR,foul,personal,['2freethrow'],202693,,,1610612746,14,22,2023-12-21T01:59:34Z,1090000,False,,,0,,M. Morris shooting personal FOUL (1 PF) (Powell 2 FT),"[202693, 1626181]",1610612742.0,DAL,shooting,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201639.0,1.0,0.0,Powell,1626181.0,,
111,PT03M44.00S,2023-12-21T01:59:52.2Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612746,14,23,2023-12-21T02:05:03Z,1110000,False,,,0,,N. Powell Free Throw 1 of 2 (1 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
112,PT03M44.00S,2023-12-21T01:59:52.2Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612746,14,24,2023-12-21T02:05:03Z,1120000,False,,,0,,N. Powell Free Throw 2 of 2 (2 PTS),[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,,,,Made,,,,,,,,2.0,,,,,,,,,,
113,PT03M25.00S,2023-12-21T02:00:29.6Z,1,REGULAR,2pt,Jump Shot,[],203501,16.90210249671485,20.833333333333336,1610612742,16,24,2023-12-21T02:00:34Z,1130000,False,146.0,106.0,1,left,T. Hardaway Jr. 18' pullup Jump Shot (2 PTS),[203501],1610612742.0,DAL,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right,18.05,Made,,,,,,,,2.0,,,,,,,,,,
114,PT03M07.00S,2023-12-21T02:00:47.9Z,1,REGULAR,3pt,Jump Shot,[],1629599,88.91261498028909,96.32352941176471,1610612746,16,24,2023-12-21T02:00:50Z,1140000,False,232.0,52.0,1,right,MISS A. Coffey 3PT,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,Right Corner 3,24+ Right,23.73,Missed,,,,,,,,,,,,,,,,,,
115,PT03M05.00S,2023-12-21T02:00:49.9Z,1,REGULAR,rebound,defensive,[],202693,,,1610612742,16,24,2023-12-21T02:00:50Z,1150000,False,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,114.0,,,,1.0,1.0,0.0,,,,,,,,,,,
116,PT02M54.00S,2023-12-21T02:01:00.8Z,1,REGULAR,3pt,Jump Shot,[],203501,28.728646517739815,20.833333333333336,1610612742,16,24,2023-12-21T02:01:05Z,1160000,False,146.0,218.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
117,PT02M51.00S,2023-12-21T02:01:03.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612746,16,24,2023-12-21T02:01:05Z,1170000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612746.0,LAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,116.0,,,,1.0,1.0,0.0,,,,,,,,,,,
118,PT02M45.00S,2023-12-21T02:01:09.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,81.68528252299606,94.36274509803921,1610612746,16,24,2023-12-21T02:01:13Z,1180000,False,222.0,120.0,1,right,MISS N. Powell 25' 3PT,[1626181],1610612746.0,LAC,,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
119,PT02M43.00S,2023-12-21T02:01:11.5Z,1,REGULAR,rebound,defensive,[],1641765,,,1610612742,16,24,2023-12-21T02:01:13Z,1190000,False,,,0,,O. Prosper REBOUND (Off:0 Def:1),[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Right Center,,,118.0,,,,1.0,1.0,0.0,,,,,,,,,,,
120,PT02M34.00S,2023-12-21T02:01:24.7Z,1,REGULAR,2pt,Jump Shot,[],1629029,13.354139290407357,75.24509803921569,1610612742,18,24,2023-12-21T02:02:56Z,1200000,False,-126.0,73.0,1,left,L. Doncic 14' driving floating Jump Shot (4 PTS),[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Left,14.58,Made,,,,,,,,4.0,,,,,,,,,,
121,PT02M34.00S,2023-12-21T02:01:27.4Z,1,REGULAR,foul,personal,['1freethrow'],201566,,,1610612742,18,24,2023-12-21T02:01:32Z,1210000,False,,,0,,R. Westbrook shooting personal FOUL (2 PF) (Doncic 1 FT),"[201566, 1629029]",1610612746.0,LAC,shooting,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,201639.0,2.0,0.0,Doncic,1629029.0,,
123,PT02M34.00S,2023-12-21T02:01:33.6Z,1,REGULAR,substitution,out,[],1641765,,,1610612742,18,24,2023-12-21T02:02:23Z,1230000,False,,,0,,SUB out: O. Prosper,[1641765],1610612742.0,DAL,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M34.00S,2023-12-21T02:01:33.6Z,1,REGULAR,substitution,in,[],203957,,,1610612742,18,24,2023-12-21T02:02:23Z,1240000,False,,,0,,SUB in: D. Exum,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M34.00S,2023-12-21T02:01:51.9Z,1,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,19,24,2023-12-21T02:01:51Z,1250000,False,,,0,,L. Doncic Free Throw 1 of 1 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,5.0,,,,,,,,,,
126,PT02M15.00S,2023-12-21T02:02:18.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627884,,,1610612746,19,24,2023-12-21T02:02:39Z,1260000,False,,,0,,D. Jones Jr. personal FOUL (2 PF) (Coffey 2 FT),"[1627884, 1629599]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,201639.0,2.0,0.0,Coffey,1629599.0,,
128,PT02M15.00S,2023-12-21T02:02:44.4Z,1,REGULAR,freethrow,1 of 2,[],1629599,,,1610612746,19,25,2023-12-21T02:02:44Z,1280000,False,,,0,,A. Coffey Free Throw 1 of 2 (6 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,,,,,,,,6.0,,,,,,,,,,
129,PT02M15.00S,2023-12-21T02:02:46.0Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,19,25,2023-12-21T02:03:07Z,1290000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M15.00S,2023-12-21T02:02:46.0Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,19,25,2023-12-21T02:03:07Z,1300000,False,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M15.00S,2023-12-21T02:02:46.0Z,1,REGULAR,substitution,in,[],1629684,,,1610612746,19,25,2023-12-21T02:03:07Z,1310000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M15.00S,2023-12-21T02:02:46.0Z,1,REGULAR,substitution,in,[],1628464,,,1610612746,19,25,2023-12-21T02:03:07Z,1320000,False,,,0,,SUB in: D. Theis,[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M15.00S,2023-12-21T02:03:11.6Z,1,REGULAR,freethrow,2 of 2,[],1629599,,,1610612746,19,26,2023-12-21T02:03:11Z,1330000,False,,,0,,A. Coffey Free Throw 2 of 2 (7 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,Made,,,,,,,,7.0,,,,,,,,,,
134,PT02M09.00S,2023-12-21T02:03:24.6Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612742,19,26,2023-12-21T02:03:44Z,1340000,False,,,0,,N. Powell shooting personal FOUL (1 PF) (Exum 2 FT),"[1626181, 203957]",1610612746.0,LAC,shooting,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201639.0,1.0,0.0,Exum,203957.0,,
136,PT02M09.00S,2023-12-21T02:03:48.7Z,1,REGULAR,freethrow,1 of 2,[],203957,,,1610612742,19,26,2023-12-21T02:03:48Z,1360000,False,,,0,,MISS D. Exum Free Throw 1 of 2,[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
137,PT02M09.00S,2023-12-21T02:03:48.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,19,26,2023-12-21T02:03:48Z,1370000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,136.0,,,,,,,,,,,,,,,,,
138,PT02M09.00S,2023-12-21T02:04:03.1Z,1,REGULAR,freethrow,2 of 2,[],203957,,,1610612742,20,26,2023-12-21T02:04:03Z,1380000,False,,,0,,D. Exum Free Throw 2 of 2 (1 PTS),[203957],1610612742.0,DAL,,,,Exum,D. Exum,,,,,,,,Made,,,,,,,,1.0,,,,,,,,,,
139,PT01M52.00S,2023-12-21T02:04:26.9Z,1,REGULAR,3pt,Jump Shot,[],202695,68.15045992115637,38.72549019607843,1610612746,20,29,2023-12-21T02:04:30Z,1390000,False,-56.0,247.0,1,right,K. Leonard 25' 3PT  (10 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.33,Made,,,,,,,,10.0,,,,,,,,,,
140,PT01M22.00S,2023-12-21T02:04:57.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202693,12.302890932982917,34.55882352941176,1610612742,20,29,2023-12-21T02:05:11Z,1400000,False,77.0,63.0,1,left,MISS M. Morris 9' driving floating bank Shot,[202693],1610612742.0,DAL,driving floating bank,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Right,9.97,Missed,,,,,,,,,,,,,,,,,,
141,PT01M21.00S,2023-12-21T02:04:58.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,20,29,2023-12-21T02:05:11Z,1410000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,140.0,,,,,,,,,,,,,,,,,
142,PT01M21.00S,2023-12-21T02:05:04.3Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612742,20,29,2023-12-21T02:05:53Z,1420000,False,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,201639.0,,,,,,
145,PT01M11.00S,2023-12-21T02:05:51.3Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612746,20,29,2023-12-21T02:05:58Z,1450000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M02.00S,2023-12-21T02:08:15.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628464,72.7496714848883,80.88235294117648,1610612746,20,32,2023-12-21T02:08:20Z,1470000,False,154.0,204.0,1,right,D. Theis 25' 3PT  (3 PTS) (K. Leonard 1 AST),"[1628464, 202695]",1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,25.56,Made,,,,,,,,3.0,K. Leonard,202695.0,1.0,,,,,,,
149,PT00M48.00S,2023-12-21T02:08:31.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,7.5722733245729295,65.44117647058823,1610612742,22,32,2023-12-21T02:08:36Z,1490000,False,-77.0,19.0,1,left,L. Doncic 7' driving floating bank Jump Shot (7 PTS) (D. Exum 1 AST),"[1629029, 203957]",1610612742.0,DAL,driving floating bank,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,7.94,Made,,,,,,,,7.0,D. Exum,203957.0,1.0,,,,,,,
151,PT00M42.40S,2023-12-21T02:08:38.4Z,1,REGULAR,3pt,Jump Shot,[],202695,72.88107752956637,81.12745098039215,1610612746,22,32,2023-12-21T02:08:44Z,1510000,False,156.0,202.0,1,right,MISS K. Leonard 25' 3PT,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,25.53,Missed,,,,,,,,,,,,,,,,,,
152,PT00M40.30S,2023-12-21T02:08:40.5Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612746,22,32,2023-12-21T02:08:40Z,1520000,False,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612746.0,LAC,,,,Theis,D. Theis,,,,,Above the Break 3,24+ Right Center,,,151.0,,,,1.0,0.0,1.0,,,,,,,,,,,
153,PT00M37.30S,2023-12-21T02:08:43.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,86.41590013140605,3.1862745098039214,1610612746,22,35,2023-12-21T02:08:46Z,1530000,False,-234.0,75.0,1,right,N. Powell 24' 3PT  (5 PTS) (D. Theis 1 AST),"[1626181, 1628464]",1610612746.0,LAC,,,,Powell,N. Powell,,,,,Left Corner 3,24+ Left,24.59,Made,,,,,,,,5.0,D. Theis,1628464.0,1.0,,,,,,,
155,PT00M30.20S,2023-12-21T02:08:53.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,30.436925098554536,72.54901960784314,1610612742,22,35,2023-12-21T02:10:16Z,1550000,False,-113.0,234.0,1,left,MISS L. Doncic 25' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.94,Missed,,,,,,,,,,,,,,,,,,
156,PT00M30.20S,2023-12-21T02:08:53.5Z,1,REGULAR,rebound,offensive,[],202693,,,1610612742,22,35,2023-12-21T02:09:01Z,1560000,False,,,0,,M. Morris REBOUND (Off:1 Def:1),[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Left Center,,,155.0,,,,2.0,1.0,1.0,,,,,,,,,,,
157,PT00M14.30S,2023-12-21T02:09:12.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612742,22,35,2023-12-21T02:09:24Z,1570000,False,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
158,PT00M00.00S,2023-12-21T02:09:47.3Z,1,REGULAR,period,end,[],0,,,1610612746,22,35,2023-12-21T02:09:47Z,1580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612746,22,35,2023-12-21T02:12:33Z,1590000,False,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,out,['startperiod'],202693,,,1610612746,22,35,2023-12-21T02:12:33Z,1600000,False,,,0,,SUB out: M. Morris,[202693],1610612742.0,DAL,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612746,22,35,2023-12-21T02:12:33Z,1610000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,22,35,2023-12-21T02:12:33Z,1620000,False,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,in,['startperiod'],1630702,,,1610612746,22,35,2023-12-21T02:12:33Z,1630000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,in,['startperiod'],203939,,,1610612746,22,35,2023-12-21T02:12:33Z,1640000,False,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,in,['startperiod'],201935,,,1610612746,22,35,2023-12-21T02:12:33Z,1650000,False,,,0,,SUB in: J. Harden,[201935],1610612746.0,LAC,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2023-12-21T02:09:52.0Z,2,REGULAR,substitution,in,['startperiod'],1629611,,,1610612746,22,35,2023-12-21T02:12:33Z,1660000,False,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2023-12-21T02:12:38.8Z,2,REGULAR,period,start,[],0,,,1610612742,22,35,2023-12-21T02:12:38Z,1670000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT11M50.00S,2023-12-21T02:12:47.7Z,2,REGULAR,2pt,Jump Shot,[],203501,22.026938239159,37.745098039215684,1610612742,22,35,2023-12-21T02:13:32Z,1680000,False,61.0,155.0,1,left,MISS T. Hardaway Jr. 16' pullup bank Shot,[203501],1610612742.0,DAL,pullup bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Right Center,16.63,Missed,,,,,,,,,,,,,,,,,,
169,PT11M49.00S,2023-12-21T02:12:48.7Z,2,REGULAR,rebound,offensive,[],203939,,,1610612742,22,35,2023-12-21T02:13:32Z,1690000,False,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Right Center,,,168.0,,,,1.0,0.0,1.0,,,,,,,,,,,
170,PT11M47.00S,2023-12-21T02:12:50.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630702,6.258212877792378,4.6568627450980395,1610612742,25,35,2023-12-21T02:12:56Z,1700000,False,227.0,6.0,1,left,J. Hardy 3PT  (3 PTS) (D. Powell 1 AST),"[1630702, 203939]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Right Corner 3,24+ Right,22.68,Made,,,,,,,,3.0,D. Powell,203939.0,1.0,,,,,,,
172,PT11M22.00S,2023-12-21T02:13:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,88.78120893561103,63.23529411764706,1610612746,25,35,2023-12-21T02:14:04Z,1720000,False,66.0,53.0,1,right,MISS R. Westbrook 8' fadeaway Shot,[201566],1610612746.0,LAC,fadeaway,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Right,8.48,Missed,,,,,,,,,,,,,,,,,,
173,PT11M20.00S,2023-12-21T02:13:17.4Z,2,REGULAR,rebound,defensive,[],1630702,,,1610612742,25,35,2023-12-21T02:13:19Z,1730000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Right,,,172.0,,,,1.0,1.0,0.0,,,,,,,,,,,
174,PT11M07.00S,2023-12-21T02:13:31.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,16.113666228646515,59.31372549019608,1610612742,25,35,2023-12-21T02:14:36Z,1740000,False,-47.0,99.0,1,left,MISS J. Hardy 10' fadeaway Shot,[1630702],1610612742.0,DAL,fadeaway,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,10.94,Missed,,,,,,,,,,,,,,,,,,
