actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
15,PT10M38.00S,2024-01-12T01:41:51.4Z,1,REGULAR,3pt,Jump Shot,[],202681,68.67608409986859,68.38235294117648,1610612742,6,2,2024-01-12T01:41:55Z,150000,False,92.0,242.0,1,right,K. Irving 25' 3PT pullup (6 PTS),[202681],1610612742.0,DAL,pullup,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.88,Made,,,,,6.0,,,,,,,,,,,,,
16,PT10M15.00S,2024-01-12T01:42:15.4Z,1,REGULAR,3pt,Jump Shot,[],203944,26.231931668856767,19.362745098039216,1610612752,6,2,2024-01-12T01:42:20Z,160000,False,153.0,194.0,1,left,MISS J. Randle 24' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,24.73,Missed,,,,,,,,,,,,,,,,,,
17,PT10M11.00S,2024-01-12T01:42:19.4Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,6,2,2024-01-12T01:42:20Z,170000,False,,,0,,D. Powell REBOUND (Off:0 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,16.0,1.0,1.0,0.0,,,,,,,,,,,,,,
18,PT10M02.00S,2024-01-12T01:42:28.0Z,1,REGULAR,3pt,Jump Shot,[],203501,85.28252299605782,3.209252450980392,1610612742,6,2,2024-01-12T01:43:59Z,180000,False,-234.0,86.0,1,right,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,24.92,Missed,,,,,,,,,,,,,,,,,,
19,PT10M00.00S,2024-01-12T01:42:30.0Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,6,2,2024-01-12T01:42:39Z,190000,False,,,0,,D. Powell REBOUND (Off:1 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Mid-Range,16-24 Left,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT09M47.00S,2024-01-12T01:42:43.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202681,93.77463863337714,14.705882352941178,1610612742,8,2,2024-01-12T01:42:49Z,200000,False,-176.0,6.0,1,right,K. Irving 17' step back Jump Shot (8 PTS),[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left,17.66,Made,,,,,8.0,,,,,,,,,,,,,
21,PT09M29.00S,2024-01-12T01:43:00.3Z,1,REGULAR,2pt,Jump Shot,[],203944,25.312089356110377,56.127450980392155,1610612752,8,4,2024-01-12T01:43:06Z,210000,False,-31.0,185.0,1,left,J. Randle 18' step back Jump Shot (2 PTS),[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,Mid-Range,16-24 Center,18.79,Made,,,,,2.0,,,,,,,,,,,,,
22,PT09M13.00S,2024-01-12T01:43:17.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,95.48291721419186,50.73529411764706,1610612742,8,4,2024-01-12T01:43:24Z,220000,False,4.0,-10.0,1,right,MISS D. Jones Jr. driving Layup,[1627884],1610612742.0,DAL,driving,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.07,Missed,,,,,,,,,,,,,,,,,,
23,PT09M11.00S,2024-01-12T01:43:19.7Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,8,4,2024-01-12T01:43:24Z,230000,False,,,0,,D. Powell REBOUND (Off:2 Def:1),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,,,22.0,3.0,1.0,2.0,,,,,,,,,,,,,,
25,PT09M04.00S,2024-01-12T01:43:26.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627884,90.22667542706965,49.754901960784316,1610612742,10,4,2024-01-12T01:43:35Z,250000,False,-1.0,39.0,1,right,D. Jones Jr. driving floating Jump Shot (2 PTS) (J. Green 1 AST),"[1627884, 1630182]",1610612742.0,DAL,driving floating,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,2.0,J. Green,1630182.0,1.0,,,,,,,,,,
27,PT08M49.00S,2024-01-12T01:43:42.2Z,1,REGULAR,turnover,backcourt,[],1628973,,,1610612752,10,4,2024-01-12T01:43:49Z,270000,False,,,0,,J. Brunson backcourt TURNOVER (1 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,2882.0,1.0,,,,,,,,
28,PT08M38.00S,2024-01-12T01:44:04.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202681,85.89027595269383,96.81372549019608,1610612742,10,4,2024-01-12T01:44:09Z,280000,False,234.0,80.0,1,right,MISS K. Irving 24' step back 3PT,[202681],1610612742.0,DAL,step back,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,24.74,Missed,,,,,,,,,,,,,,,,,,
29,PT08M36.00S,2024-01-12T01:44:06.0Z,1,REGULAR,rebound,defensive,[],1628978,,,1610612752,10,4,2024-01-12T01:44:09Z,290000,False,,,0,,D. DiVincenzo REBOUND (Off:0 Def:1),[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,,,28.0,1.0,1.0,0.0,,,,,,,,,,,,,,
30,PT08M29.00S,2024-01-12T01:44:13.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,6.521024967148489,7.352941176470589,1610612752,10,4,2024-01-12T01:44:17Z,300000,False,213.0,9.0,1,left,MISS J. Brunson 21' Jump Shot,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Right,21.34,Missed,,,,,,,,,,,,,,,,,,
31,PT08M27.00S,2024-01-12T01:44:15.0Z,1,REGULAR,rebound,defensive,[],202681,,,1610612742,10,4,2024-01-12T01:44:17Z,310000,False,,,0,,K. Irving REBOUND (Off:0 Def:1),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Mid-Range,16-24 Right,,,30.0,1.0,1.0,0.0,,,,,,,,,,,,,,
32,PT08M23.00S,2024-01-12T01:44:18.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630182,94.03745072273325,47.05882352941176,1610612742,12,4,2024-01-12T01:44:31Z,320000,False,-15.0,4.0,1,right,J. Green running Layup (2 PTS) (K. Irving 1 AST),"[1630182, 202681]",1610612742.0,DAL,running,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.51,Made,,,,,2.0,K. Irving,202681.0,1.0,,,,,,,,,,
34,PT08M13.00S,2024-01-12T01:44:35.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,4,2024-01-12T01:44:35Z,340000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M01.00S,2024-01-12T01:47:46.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,15.456636005256241,39.46078431372549,1610612752,12,4,2024-01-12T01:47:58Z,350000,False,53.0,93.0,1,left,MISS J. Randle 10' fadeaway Shot,[203944],1610612752.0,NYK,fadeaway,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Center,10.67,Missed,,,,,,,,,,,,,,,,,,
36,PT08M00.00S,2024-01-12T01:47:47.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,12,4,2024-01-12T01:47:58Z,360000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,35.0,,,,,,,,,,,,,,,,,
38,PT07M48.00S,2024-01-12T01:48:13.5Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1628978,22.552562417871222,72.79411764705883,1610612752,12,4,2024-01-12T01:50:22Z,380000,False,-114.0,159.0,1,left,MISS D. DiVincenzo 19' pullup Shot,[1628978],1610612752.0,NYK,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,16-24 Left Center,19.61,Missed,,,,,,,,,,,,,,,,,,
39,PT07M48.00S,2024-01-12T01:48:13.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612742,12,4,2024-01-12T01:48:19Z,390000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,16-24 Left Center,,,38.0,,,,,,,,,,,,,,,,,
40,PT07M48.00S,2024-01-12T01:48:18.1Z,1,REGULAR,foul,personal,[],1628392,,,1610612742,12,4,2024-01-12T01:48:25Z,400000,False,,,0,,I. Hartenstein loose ball personal FOUL (1 PF),"[1628392, 203939]",1610612752.0,NYK,loose ball,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628487.0,,1.0,0.0,Powell,203939.0,,,,
42,PT07M34.00S,2024-01-12T01:48:39.5Z,1,REGULAR,3pt,Jump Shot,[],203501,94.03745072273325,96.56862745098039,1610612742,15,4,2024-01-12T01:48:44Z,420000,False,233.0,4.0,1,right,T. Hardaway Jr. 3PT  (3 PTS) (K. Irving 2 AST),"[203501, 202681]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,23.28,Made,,,,,3.0,K. Irving,202681.0,2.0,,,,,,,,,,
44,PT07M19.00S,2024-01-12T01:48:54.2Z,1,REGULAR,3pt,Jump Shot,[],1628978,29.122864651773984,21.07843137254902,1610612752,15,7,2024-01-12T01:48:58Z,440000,False,145.0,221.0,1,left,D. DiVincenzo 26' 3PT  (5 PTS) (I. Hartenstein 1 AST),"[1628978, 1628392]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.44,Made,,,,,5.0,I. Hartenstein,1628392.0,1.0,,,,,,,,,,
46,PT07M10.00S,2024-01-12T01:49:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,90.53876478318003,57.084865196078425,1610612742,15,7,2024-01-12T01:49:16Z,460000,False,35.0,36.0,1,right,MISS T. Hardaway Jr. driving floating bank Shot,[203501],1610612742.0,DAL,driving floating bank,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,5.08,Missed,,,,,,,,,,,,,,,,,,
47,PT07M08.00S,2024-01-12T01:49:06.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,15,7,2024-01-12T01:49:09Z,470000,False,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,Restricted Area,0-8 Center,,,46.0,1.0,1.0,0.0,,,,,,,,,,,,,,
48,PT06M57.00S,2024-01-12T01:49:16.7Z,1,REGULAR,3pt,Jump Shot,[],1628978,31.35676741130092,27.450980392156865,1610612752,15,7,2024-01-12T01:49:21Z,480000,False,113.0,242.0,1,left,MISS D. DiVincenzo 26' 3PT,[1628978],1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
49,PT06M54.00S,2024-01-12T01:49:19.7Z,1,REGULAR,rebound,defensive,[],203939,,,1610612742,15,7,2024-01-12T01:49:21Z,490000,False,,,0,,D. Powell REBOUND (Off:2 Def:2),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,Above the Break 3,24+ Right Center,,,48.0,4.0,2.0,2.0,,,,,,,,,,,,,,
50,PT06M43.00S,2024-01-12T01:49:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630182,84.83902759526939,3.431372549019608,1610612742,18,7,2024-01-12T01:49:35Z,500000,False,-233.0,90.0,1,right,J. Green 24' 3PT  (5 PTS) (K. Irving 3 AST),"[1630182, 202681]",1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Left,24.96,Made,,,,,5.0,K. Irving,202681.0,3.0,,,,,,,,,,
52,PT06M23.00S,2024-01-12T01:49:51.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203944,7.046649145860711,59.55882352941176,1610612752,18,9,2024-01-12T01:49:56Z,520000,False,-48.0,14.0,1,left,J. Randle turnaround bank Hook (4 PTS),[203944],1610612752.0,NYK,turnaround bank,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,,,,,4.0,,,,,,,,,,,,,
53,PT06M13.00S,2024-01-12T01:50:06.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,18,9,2024-01-12T01:50:06Z,530000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M13.00S,2024-01-12T01:52:06.7Z,1,REGULAR,substitution,out,[],203501,,,1610612742,18,9,2024-01-12T01:53:07Z,540000,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M13.00S,2024-01-12T01:52:06.7Z,1,REGULAR,substitution,out,[],203939,,,1610612742,18,9,2024-01-12T01:53:07Z,550000,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT06M13.00S,2024-01-12T01:52:06.7Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,18,9,2024-01-12T01:53:07Z,560000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT06M13.00S,2024-01-12T01:52:06.7Z,1,REGULAR,substitution,in,[],1629684,,,1610612742,18,9,2024-01-12T01:53:07Z,570000,False,,,0,,SUB in: G. Williams,[1629684],1610612742.0,DAL,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M02.00S,2024-01-12T01:53:24.2Z,1,REGULAR,turnover,lost ball,[],202681,,,1610612742,18,9,2024-01-12T01:53:29Z,580000,False,,,0,,K. Irving lost ball TURNOVER (1 TO),"[202681, 203944]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,1.0,,,,,Randle,203944.0,,
59,PT06M02.00S,2024-01-12T01:53:24.2Z,1,REGULAR,steal,,[],203944,,,1610612752,18,9,2024-01-12T01:53:25Z,590000,False,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
60,PT05M52.00S,2024-01-12T01:53:34.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628978,6.652431011826544,94.85294117647058,1610612752,18,12,2024-01-12T01:53:38Z,600000,False,-224.0,10.0,1,left,D. DiVincenzo 3PT  (8 PTS) (J. Randle 1 AST),"[1628978, 203944]",1610612752.0,NYK,,,,DiVincenzo,D. DiVincenzo,,,,,Left Corner 3,24+ Left,22.45,Made,,,,,8.0,J. Randle,203944.0,1.0,,,,,,,,,,
62,PT05M36.00S,2024-01-12T01:53:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630702,82.07950065703022,61.274509803921575,1610612742,20,12,2024-01-12T01:53:55Z,620000,False,56.0,116.0,1,right,J. Hardy 12' step back Jump Shot (2 PTS),[1630702],1610612742.0,DAL,step back,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,12.9,Made,,,,,2.0,,,,,,,,,,,,,
63,PT05M14.00S,2024-01-12T01:54:11.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,17.0335085413929,36.27450980392157,1610612752,20,12,2024-01-12T01:54:18Z,630000,False,69.0,108.0,1,left,MISS J. Brunson 12' turnaround fadeaway Shot,[1628973],1610612752.0,NYK,turnaround fadeaway,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Right,12.76,Missed,,,,,,,,,,,,,,,,,,
64,PT05M12.00S,2024-01-12T01:54:13.9Z,1,REGULAR,rebound,defensive,[],1630182,,,1610612742,20,12,2024-01-12T01:54:18Z,640000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Right,,,63.0,1.0,1.0,0.0,,,,,,,,,,,,,,
65,PT04M59.00S,2024-01-12T01:54:26.5Z,1,REGULAR,3pt,Jump Shot,[],1627884,94.56307490144546,95.34313725490196,1610612742,23,12,2024-01-12T01:54:30Z,650000,False,227.0,-1.0,1,right,D. Jones Jr. 3PT  (5 PTS) (G. Williams 1 AST),"[1627884, 1629684]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,22.67,Made,,,,,5.0,G. Williams,1629684.0,1.0,,,,,,,,,,
67,PT04M46.00S,2024-01-12T01:54:42.0Z,1,REGULAR,foul,personal,['2freethrow'],202681,,,1610612752,23,12,2024-01-12T01:54:48Z,670000,False,,,0,,K. Irving shooting personal FOUL (1 PF) (Brunson 2 FT),"[202681, 1628973]",1610612742.0,DAL,shooting,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2882.0,,1.0,0.0,Brunson,1628973.0,,,,
69,PT04M46.00S,2024-01-12T01:55:15.3Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,23,13,2024-01-12T01:55:15Z,690000,False,,,0,,J. Brunson Free Throw 1 of 2 (1 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
70,PT04M46.00S,2024-01-12T01:55:17.5Z,1,REGULAR,substitution,out,[],1628384,,,1610612752,23,13,2024-01-12T01:55:24Z,700000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT04M46.00S,2024-01-12T01:55:17.5Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,23,13,2024-01-12T01:55:24Z,710000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT04M46.00S,2024-01-12T01:55:41.7Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,23,14,2024-01-12T01:55:41Z,720000,False,,,0,,J. Brunson Free Throw 2 of 2 (2 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
73,PT04M31.00S,2024-01-12T01:55:58.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630182,93.11760840998686,51.71568627450981,1610612742,25,14,2024-01-12T01:56:03Z,730000,False,9.0,12.0,1,right,J. Green driving Layup (7 PTS),[1630182],1610612742.0,DAL,driving,,,Green,J. Green,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,7.0,,,,,,,,,,,,,
74,PT04M23.00S,2024-01-12T01:56:09.1Z,1,REGULAR,foul,personal,['2freethrow'],1629684,,,1610612752,25,14,2024-01-12T01:56:15Z,740000,False,,,0,,G. Williams shooting personal FOUL (1 PF) (Brunson 2 FT),"[1629684, 1628973]",1610612742.0,DAL,shooting,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1628487.0,,1.0,0.0,Brunson,1628973.0,,,,
76,PT04M23.00S,2024-01-12T01:56:39.4Z,1,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,25,15,2024-01-12T01:56:39Z,760000,False,,,0,,J. Brunson Free Throw 1 of 2 (3 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
77,PT04M23.00S,2024-01-12T01:57:01.8Z,1,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,25,16,2024-01-12T01:57:01Z,770000,False,,,0,,J. Brunson Free Throw 2 of 2 (4 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
78,PT04M06.00S,2024-01-12T01:57:20.5Z,1,REGULAR,2pt,Jump Shot,[],1630182,74.72076215505913,50.98039215686274,1610612742,27,16,2024-01-12T01:57:27Z,780000,False,5.0,185.0,1,right,J. Green 18' pullup Jump Shot (9 PTS) (K. Irving 4 AST),"[1630182, 202681]",1610612742.0,DAL,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Center,18.52,Made,,,,,9.0,K. Irving,202681.0,4.0,,,,,,,,,,
80,PT03M50.00S,2024-01-12T01:57:36.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,6.521024967148489,52.20588235294118,1610612752,27,18,2024-01-12T01:57:41Z,800000,False,-11.0,9.0,1,left,J. Brunson driving finger roll Layup (6 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.41,Made,,,,,6.0,,,,,,,,,,,,,
81,PT03M33.00S,2024-01-12T01:57:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,88.83048620236531,48.720894607843135,1610612742,29,18,2024-01-12T01:57:58Z,810000,False,-6.0,52.0,1,right,K. Irving driving floating Jump Shot (10 PTS),[202681],1610612742.0,DAL,driving floating,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,,,,,10.0,,,,,,,,,,,,,
82,PT03M17.00S,2024-01-12T01:58:09.1Z,1,REGULAR,3pt,Jump Shot,[],1628404,6.258212877792378,4.166666666666666,1610612752,29,18,2024-01-12T01:58:20Z,820000,False,229.0,6.0,1,left,MISS J. Hart 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Right Corner 3,24+ Right,22.93,Missed,,,,,,,,,,,,,,,,,,
