actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
88,PT06M38.00S,2024-02-15T01:50:31.9Z,1,REGULAR,3pt,Jump Shot,[],1630577,67.88764783180025,30.14705882352941,1610612759,8,20,2024-02-15T01:50:36Z,880000,False,-99.0,249.0,1,right,J. Champagnie 26' 3PT  (3 PTS) (V. Wembanyama 2 AST),"[1630577, 1641705]",1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,26.84,Made,,,,,,,,,,,,,3.0,,,V. Wembanyama,1641705.0,2.0
90,PT06M24.00S,2024-02-15T01:50:45.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,25.969119579500656,12.745098039215685,1610612742,8,20,2024-02-15T01:50:48Z,900000,False,186.0,192.0,1,left,MISS L. Doncic 26' 3PT,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Right Center,26.72,Missed,,,,,,,,,,,,,,,,,,
91,PT06M21.00S,2024-02-15T01:50:48.5Z,1,REGULAR,rebound,defensive,[],1630200,,,1610612759,8,20,2024-02-15T01:50:48Z,910000,False,,,0,,T. Jones REBOUND (Off:0 Def:2),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,90.0,2.0,2.0,0.0,,,,,,,,,,,,,,
92,PT06M16.00S,2024-02-15T01:50:53.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641705,65.65374507227332,45.588235294117645,1610612759,8,20,2024-02-15T02:02:17Z,920000,False,-22.0,270.0,1,right,MISS V. Wembanyama 27' running 3PT,[1641705],1610612759.0,SAS,running,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,27.13,Missed,,,,,,,,,,,,,,,,,,
93,PT06M14.00S,2024-02-15T01:50:55.1Z,1,REGULAR,rebound,defensive,[],203501,,,1610612742,8,20,2024-02-15T01:50:58Z,930000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:1),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,92.0,1.0,1.0,0.0,,,,,,,,,,,,,,
94,PT06M02.00S,2024-02-15T01:51:07.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203939,8.09789750328515,50.0,1610612742,10,20,2024-02-15T01:51:11Z,940000,False,0.0,24.0,1,left,D. Powell cutting Layup (2 PTS) (L. Doncic 2 AST),"[203939, 1629029]",1610612742.0,DAL,cutting,,,Powell,D. Powell,,,,,Restricted Area,0-8 Center,2.36,Made,,,,,,,,,,,,,2.0,,,L. Doncic,1629029.0,2.0
96,PT06M01.00S,2024-02-15T01:51:12.2Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,10,20,2024-02-15T01:51:12Z,960000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT06M01.00S,2024-02-15T01:51:25.7Z,1,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612759,10,20,2024-02-15T01:54:13Z,970000,False,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,1627534.0,1.0,1.0,,,,,,,,
98,PT06M01.00S,2024-02-15T01:51:31.9Z,1,REGULAR,substitution,out,[],1641705,,,1610612759,10,20,2024-02-15T01:53:58Z,980000,False,,,0,,SUB out: V. Wembanyama,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT06M01.00S,2024-02-15T01:51:31.9Z,1,REGULAR,substitution,out,[],1630577,,,1610612759,10,20,2024-02-15T01:53:58Z,990000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT06M01.00S,2024-02-15T01:51:31.9Z,1,REGULAR,substitution,in,[],1628380,,,1610612759,10,20,2024-02-15T01:53:58Z,1000000,False,,,0,,SUB in: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT06M01.00S,2024-02-15T01:51:31.9Z,1,REGULAR,substitution,in,[],1629640,,,1610612759,10,20,2024-02-15T01:53:58Z,1010000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT06M01.00S,2024-02-15T01:54:19.9Z,1,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,10,21,2024-02-15T01:54:19Z,1020000,False,,,0,,D. Vassell technical Free Throw 1 of 1 (3 PTS),[1630170],1610612759.0,SAS,technical,,,Vassell,D. Vassell,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
103,PT05M41.00S,2024-02-15T01:54:53.3Z,1,REGULAR,3pt,Jump Shot,[],1631110,70.64717477003943,73.52941176470588,1610612759,10,24,2024-02-15T01:54:58Z,1030000,False,118.0,223.0,1,right,J. Sochan 25' 3PT  (6 PTS) (Z. Collins 1 AST),"[1631110, 1628380]",1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Above the Break 3,24+ Right Center,25.25,Made,,,,,,,,,,,,,6.0,,,Z. Collins,1628380.0,1.0
106,PT05M21.00S,2024-02-15T01:55:17.8Z,1,REGULAR,substitution,out,[],202681,,,1610612742,10,24,2024-02-15T01:55:23Z,1060000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT05M21.00S,2024-02-15T01:55:17.8Z,1,REGULAR,substitution,in,[],1630702,,,1610612742,10,24,2024-02-15T01:55:23Z,1070000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT05M16.00S,2024-02-15T01:55:38.1Z,1,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612742,10,24,2024-02-15T01:55:47Z,1080000,False,,,0,,Z. Collins shooting personal FOUL (1 PF) (Powell 2 FT),"[1628380, 203939]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,1830.0,1.0,0.0,Powell,203939.0,,,,,,
111,PT05M16.00S,2024-02-15T01:56:11.6Z,1,REGULAR,freethrow,1 of 2,[],203939,,,1610612742,10,24,2024-02-15T01:56:11Z,1100000,False,,,0,,MISS D. Powell Free Throw 1 of 2,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
112,PT05M16.00S,2024-02-15T01:56:11.6Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612742,10,24,2024-02-15T01:56:11Z,1110000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,
113,PT05M16.00S,2024-02-15T01:56:31.7Z,1,REGULAR,freethrow,2 of 2,[],203939,,,1610612742,11,24,2024-02-15T01:56:31Z,1120000,False,,,0,,D. Powell Free Throw 2 of 2 (3 PTS),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
114,PT05M01.00S,2024-02-15T01:56:47.0Z,1,REGULAR,2pt,Jump Shot,[],1630200,93.51182654402102,68.62745098039215,1610612759,11,26,2024-02-15T01:56:55Z,1130000,False,93.0,8.0,1,right,T. Jones 9' driving floating Jump Shot (2 PTS) (D. Vassell 3 AST),"[1630200, 1630170]",1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,9.35,Made,,,,,,,,,,,,,2.0,,,D. Vassell,1630170.0,3.0
116,PT04M50.00S,2024-02-15T01:56:58.9Z,1,REGULAR,foul,personal,['2freethrow'],1630170,,,1610612742,11,26,2024-02-15T01:58:43Z,1150000,False,,,0,,D. Vassell shooting personal FOUL (1 PF) (Doncic 2 FT),"[1630170, 1629029]",1610612759.0,SAS,shooting,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1830.0,1.0,0.0,Doncic,1629029.0,,,,,,
118,PT04M50.00S,2024-02-15T01:57:33.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,12,26,2024-02-15T01:58:56Z,1170000,False,,,0,,L. Doncic Free Throw 1 of 2 (5 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
184,PT04M50.00S,2024-02-15T01:57:52.4Z,1,REGULAR,substitution,out,[],1629023,,,1610612742,12,26,2024-02-15T02:07:27Z,1195000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT04M50.00S,2024-02-15T01:57:52.4Z,1,REGULAR,substitution,out,[],203939,,,1610612742,12,26,2024-02-15T02:07:27Z,1207500,False,,,0,,SUB out: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT04M50.00S,2024-02-15T01:57:52.4Z,1,REGULAR,substitution,in,[],1641726,,,1610612742,12,26,2024-02-15T02:07:27Z,1213750,False,,,0,,SUB in: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT04M50.00S,2024-02-15T01:57:52.4Z,1,REGULAR,substitution,in,[],1627884,,,1610612742,12,26,2024-02-15T02:07:27Z,1216875,False,,,0,,SUB in: D. Jones Jr.,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT04M50.00S,2024-02-15T01:57:33.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,13,26,2024-02-15T01:58:56Z,1220000,False,,,0,,L. Doncic Free Throw 2 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
124,PT04M42.00S,2024-02-15T01:58:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,90.09526938239159,52.69607843137255,1610612759,13,26,2024-02-15T02:05:56Z,1230000,False,13.0,41.0,1,right,MISS D. Vassell driving finger roll Layup,[1630170],1610612759.0,SAS,driving finger roll,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,4.28,Missed,,,,,,,,,,,,,,,,,,
125,PT04M39.00S,2024-02-15T01:58:14.8Z,1,REGULAR,rebound,offensive,[],1628380,,,1610612759,13,26,2024-02-15T01:58:14Z,1240000,False,,,0,,Z. Collins REBOUND (Off:1 Def:0),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,124.0,1.0,0.0,1.0,,,,,,,,,,,,,,
126,PT04M37.00S,2024-02-15T01:58:16.3Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631110,93.38042049934296,49.754901960784316,1610612759,13,28,2024-02-15T02:08:09Z,1250000,False,-1.0,10.0,1,right,J. Sochan cutting DUNK (8 PTS) (Z. Collins 2 AST),"[1631110, 1628380]",1610612759.0,SAS,cutting,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,0.98,Made,,,,,,,,,,,,,8.0,,,Z. Collins,1628380.0,2.0
128,PT04M20.00S,2024-02-15T01:58:33.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627884,6.783837056504599,47.549019607843135,1610612742,13,28,2024-02-15T02:08:30Z,1270000,False,12.0,11.0,1,left,MISS D. Jones Jr. driving finger roll Layup,[1627884],1610612742.0,DAL,driving finger roll,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,1.67,Missed,,,,,,,,,,,,,,,,,,
129,PT04M17.00S,2024-02-15T01:58:36.8Z,1,REGULAR,rebound,offensive,[],1627884,,,1610612742,13,28,2024-02-15T01:58:36Z,1280000,False,,,0,,D. Jones Jr. REBOUND (Off:1 Def:0),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,128.0,1.0,0.0,1.0,,,,,,,,,,,,,,
130,PT04M17.00S,2024-02-15T01:58:37.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630702,32.670827858081466,54.65686274509803,1610612742,13,28,2024-02-15T01:58:49Z,1290000,False,-23.0,255.0,1,left,MISS J. Hardy 25' 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Center,25.57,Missed,,,,,,,,,,,,,,,,,,
131,PT04M13.00S,2024-02-15T01:58:41.4Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,13,28,2024-02-15T01:58:49Z,1300000,False,,,0,,Z. Collins REBOUND (Off:1 Def:1),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,,,130.0,2.0,1.0,1.0,,,,,,,,,,,,,,
132,PT04M01.00S,2024-02-15T01:58:52.9Z,1,REGULAR,3pt,Jump Shot,[],1628380,70.64717477003943,71.32352941176471,1610612759,13,28,2024-02-15T01:59:00Z,1310000,False,107.0,223.0,1,right,MISS Z. Collins 24' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Right Center,24.75,Missed,,,,,,,,,,,,,,,,,,
133,PT03M58.00S,2024-02-15T01:58:56.0Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,13,28,2024-02-15T01:58:56Z,1320000,False,,,0,,J. Hardy REBOUND (Off:0 Def:1),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Right Center,,,132.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT03M50.00S,2024-02-15T01:59:03.7Z,1,REGULAR,3pt,Jump Shot,[],203501,5.206964520367937,96.81372549019608,1610612742,16,28,2024-02-15T01:59:10Z,1330000,False,-234.0,-4.0,1,left,T. Hardaway Jr. 3PT  (3 PTS) (L. Doncic 3 AST),"[203501, 1629029]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,23.41,Made,,,,,,,,,,,,,3.0,,,L. Doncic,1629029.0,3.0
136,PT03M34.00S,2024-02-15T01:59:18.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,92.06636005256242,49.50980392156863,1610612759,16,28,2024-02-15T02:09:47Z,1350000,False,-2.0,22.0,1,right,MISS T. Jones driving Layup - blocked,"[1630200, 1630702]",1610612759.0,SAS,driving,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,Hardy,1630702.0,,,
137,PT03M34.00S,2024-02-15T01:59:18.9Z,1,REGULAR,block,,[],1630702,,,1610612759,16,28,2024-02-15T01:59:20Z,1360000,False,,,0,,J. Hardy BLOCK (1 BLK),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
138,PT03M32.00S,2024-02-15T01:59:20.9Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,16,28,2024-02-15T01:59:37Z,1370000,False,,,0,,D. Lively II REBOUND (Off:0 Def:1),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,,
139,PT03M24.00S,2024-02-15T01:59:29.1Z,1,REGULAR,foul,personal,['2freethrow'],1630200,,,1610612742,16,28,2024-02-15T01:59:40Z,1380000,False,,,0,,T. Jones shooting personal FOUL (1 PF) (Lively II 2 FT),"[1630200, 1641726]",1610612759.0,SAS,shooting,,,Jones,T. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,1627534.0,1.0,0.0,Lively II,1641726.0,,,,,,
141,PT03M24.00S,2024-02-15T01:59:52.8Z,1,REGULAR,freethrow,1 of 2,[],1641726,,,1610612742,17,28,2024-02-15T01:59:52Z,1400000,False,,,0,,D. Lively II Free Throw 1 of 2 (1 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,,,,,,,,,,,,,1.0,,,,,
142,PT03M24.00S,2024-02-15T01:59:54.2Z,1,REGULAR,substitution,out,[],1630200,,,1610612742,17,28,2024-02-15T02:00:02Z,1410000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M24.00S,2024-02-15T01:59:54.2Z,1,REGULAR,substitution,in,[],1631104,,,1610612742,17,28,2024-02-15T02:00:02Z,1420000,False,,,0,,SUB in: B. Wesley,[1631104],1610612759.0,SAS,,,,Wesley,B. Wesley,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT03M24.00S,2024-02-15T02:00:10.3Z,1,REGULAR,freethrow,2 of 2,[],1641726,,,1610612742,18,28,2024-02-15T02:00:10Z,1430000,False,,,0,,D. Lively II Free Throw 2 of 2 (2 PTS),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
145,PT03M14.00S,2024-02-15T02:00:22.4Z,1,REGULAR,2pt,Jump Shot,[],1630170,79.188567674113,55.14705882352941,1610612759,18,30,2024-02-15T02:00:31Z,1440000,False,26.0,143.0,1,right,D. Vassell 14' fadeaway Jump Shot (5 PTS) (Z. Collins 3 AST),"[1630170, 1628380]",1610612759.0,SAS,fadeaway,,,Vassell,D. Vassell,,,,,Mid-Range,8-16 Center,14.54,Made,,,,,,,,,,,,,5.0,,,Z. Collins,1628380.0,3.0
147,PT03M04.00S,2024-02-15T02:00:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,8.492115637319317,52.69607843137255,1610612742,20,30,2024-02-15T02:00:36Z,1460000,False,-13.0,27.0,1,left,L. Doncic driving Layup (8 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,3.05,Made,,,,,,,,,,,,,8.0,,,,,
148,PT02M51.00S,2024-02-15T02:00:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,90.75229960578186,45.83333333333333,1610612759,20,30,2024-02-15T02:00:50Z,1470000,False,-21.0,34.0,1,right,MISS K. Johnson driving Layup,[1629640],1610612759.0,SAS,driving,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
149,PT02M49.00S,2024-02-15T02:00:47.0Z,1,REGULAR,rebound,defensive,[],1641726,,,1610612742,20,30,2024-02-15T02:00:50Z,1480000,False,,,0,,D. Lively II REBOUND (Off:0 Def:2),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,
150,PT02M44.00S,2024-02-15T02:00:53.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,27.808804204993432,80.3921568627451,1610612742,23,30,2024-02-15T02:11:35Z,1490000,False,-152.0,209.0,1,left,L. Doncic 25' 3PT  (11 PTS) (T. Hardaway Jr. 1 AST),"[1629029, 203501]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.83,Made,,,,,,,,,,,,,11.0,,,T. Hardaway Jr.,203501.0,1.0
152,PT02M30.00S,2024-02-15T02:01:06.2Z,1,REGULAR,2pt,Jump Shot,[],1630170,86.02168199737189,82.35294117647058,1610612759,23,30,2024-02-15T02:01:11Z,1510000,False,162.0,79.0,1,right,MISS D. Vassell 18' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Right,18.0,Missed,,,,,,,,,,,,,,,,,,
153,PT02M27.00S,2024-02-15T02:01:10.8Z,1,REGULAR,rebound,offensive,[],1631110,,,1610612759,23,30,2024-02-15T02:01:10Z,1520000,False,,,0,,J. Sochan REBOUND (Off:2 Def:0),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Mid-Range,16-24 Right,,,152.0,2.0,0.0,2.0,,,,,,,,,,,,,,
154,PT02M17.00S,2024-02-15T02:01:19.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628380,71.96123521681997,19.362745098039216,1610612759,23,30,2024-02-15T02:01:25Z,1530000,False,-153.0,211.0,1,right,MISS Z. Collins 26' 3PT,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Left Center,26.08,Missed,,,,,,,,,,,,,,,,,,
155,PT02M13.00S,2024-02-15T02:01:23.9Z,1,REGULAR,rebound,defensive,[],1630702,,,1610612742,23,30,2024-02-15T02:01:25Z,1540000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,154.0,2.0,2.0,0.0,,,,,,,,,,,,,,
156,PT02M06.00S,2024-02-15T02:01:31.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641726,7.440867279894875,54.41176470588235,1610612742,23,30,2024-02-15T02:01:34Z,1550000,False,-22.0,17.0,1,left,MISS D. Lively II alley-oop Layup,[1641726],1610612742.0,DAL,alley-oop,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,2.81,Missed,,,,,,,,,,,,,,,,,,
157,PT02M04.00S,2024-02-15T02:01:33.2Z,1,REGULAR,rebound,defensive,[],1628380,,,1610612759,23,30,2024-02-15T02:01:34Z,1560000,False,,,0,,Z. Collins REBOUND (Off:1 Def:2),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,156.0,3.0,2.0,1.0,,,,,,,,,,,,,,
158,PT01M55.00S,2024-02-15T02:01:42.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631110,92.9862023653088,50.73529411764706,1610612759,23,32,2024-02-15T02:01:47Z,1570000,False,4.0,13.0,1,right,J. Sochan reverse Layup (10 PTS) (D. Vassell 4 AST),"[1631110, 1630170]",1610612759.0,SAS,reverse,,,Sochan,J. Sochan,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,,,10.0,,,D. Vassell,1630170.0,4.0
160,PT01M40.00S,2024-02-15T02:01:56.7Z,1,REGULAR,3pt,Jump Shot,[],203501,33.196452036793694,51.9607843137255,1610612742,23,32,2024-02-15T02:02:01Z,1590000,False,-10.0,260.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,25.97,Missed,,,,,,,,,,,,,,,,,,
161,PT01M36.00S,2024-02-15T02:02:00.7Z,1,REGULAR,rebound,defensive,[],1630170,,,1610612759,23,32,2024-02-15T02:02:01Z,1600000,False,,,0,,D. Vassell REBOUND (Off:0 Def:2),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Center,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,,
162,PT01M31.00S,2024-02-15T02:02:06.6Z,1,REGULAR,turnover,bad pass,[],1630170,,,1610612759,23,32,2024-02-15T02:02:10Z,1610000,False,,,0,,D. Vassell bad pass TURNOVER (1 TO),"[1630170, 203501]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,,,,,,1.0,Hardaway Jr.,203501.0,,,,,,,,,,,
163,PT01M31.00S,2024-02-15T02:02:06.6Z,1,REGULAR,steal,,[],203501,,,1610612742,23,32,2024-02-15T02:02:08Z,1620000,False,,,0,,T. Hardaway Jr. STEAL (1 STL),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
164,PT01M27.00S,2024-02-15T02:02:09.6Z,1,REGULAR,turnover,lost ball,[],203501,,,1610612742,23,32,2024-02-15T02:02:13Z,1630000,False,,,0,,T. Hardaway Jr. lost ball TURNOVER (1 TO),"[203501, 1630170]",1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1.0,Vassell,1630170.0,,,,,,,,,,,
165,PT01M27.00S,2024-02-15T02:02:09.6Z,1,REGULAR,steal,,[],1630170,,,1610612759,23,32,2024-02-15T02:02:11Z,1640000,False,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
166,PT01M11.00S,2024-02-15T02:02:25.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630170,94.1688567674113,53.18627450980392,1610612759,23,32,2024-02-15T02:02:29Z,1650000,False,16.0,2.0,1,right,MISS D. Vassell driving reverse Layup - blocked,"[1630170, 1641726]",1610612759.0,SAS,driving reverse,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.61,Missed,,,,,,,,,,,,,,Lively II,1641726.0,,,
167,PT01M11.00S,2024-02-15T02:02:25.7Z,1,REGULAR,block,,[],1641726,,,1610612759,23,32,2024-02-15T02:02:27Z,1660000,False,,,0,,D. Lively II BLOCK (1 BLK),[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
168,PT01M08.00S,2024-02-15T02:02:28.7Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,23,32,2024-02-15T02:02:29Z,1670000,False,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,166.0,3.0,3.0,0.0,,,,,,,,,,,,,,
169,PT00M54.90S,2024-02-15T02:02:42.1Z,1,REGULAR,3pt,Jump Shot,[],1629029,12.434296977660972,96.32352941176471,1610612742,23,32,2024-02-15T02:02:47Z,1680000,False,-232.0,64.0,1,left,MISS L. Doncic 24' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Left Corner 3,24+ Left,24.04,Missed,,,,,,,,,,,,,,,,,,
170,PT00M53.00S,2024-02-15T02:02:44.0Z,1,REGULAR,rebound,defensive,[],1631110,,,1610612759,23,32,2024-02-15T02:02:47Z,1690000,False,,,0,,J. Sochan REBOUND (Off:2 Def:1),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,169.0,3.0,1.0,2.0,,,,,,,,,,,,,,
