actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-11-09T01:39:58.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-11-09T01:39:58Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-11-09T01:40:01.3Z,1,REGULAR,jumpball,recovered,[],1628384,,,1610612761,0,0,2023-11-09T01:40:01Z,40000,False,,,0,,Jump Ball J. Poeltl vs. D. Powell: Tip to O. Anunoby,"[1628384, 1627751, 203939]",1610612761.0,TOR,startperiod,O. Anunoby,1628384.0,Anunoby,O. Anunoby,Poeltl,1627751.0,Powell,203939.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-11-09T01:40:13.3Z,1,REGULAR,3pt,Jump Shot,[],1628384,68.67608409986859,49.50980392156863,1610612761,0,3,2023-11-09T01:40:34Z,70000,False,-2.0,242.0,1,right,O. Anunoby 24' 3PT  (3 PTS) (D. Schroder 1 AST),"[1628384, 203471]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,24.19,Made,3.0,D. Schroder,203471.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2023-11-09T01:40:35.5Z,1,REGULAR,3pt,Jump Shot,[],1627884,8.754927726675426,3.6764705882352944,1610612742,0,3,2023-11-09T01:40:40Z,90000,False,232.0,30.0,1,left,MISS D. Jones Jr. 3PT,[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Right Corner 3,24+ Right,23.35,Missed,,,,,,,,,,,,,,,,,,
10,PT11M18.00S,2023-11-09T01:40:39.5Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,3,2023-11-09T01:40:40Z,100000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Right Corner 3,24+ Right,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2023-11-09T01:40:46.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,91.27792378449409,46.568627450980394,1610612761,0,3,2023-11-09T01:40:51Z,110000,False,-17.0,29.0,1,right,MISS S. Barnes Layup - blocked,"[1630567, 1627884]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,Jones Jr.,1627884.0,,,,,,,,
12,PT11M11.00S,2023-11-09T01:40:46.6Z,1,REGULAR,block,,[],1627884,,,1610612761,0,3,2023-11-09T01:40:50Z,120000,False,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
13,PT11M06.00S,2023-11-09T01:40:51.6Z,1,REGULAR,rebound,defensive,[],1627884,,,1610612742,0,3,2023-11-09T01:40:51Z,130000,False,,,0,,D. Jones Jr. REBOUND (Off:0 Def:1),[1627884],1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
14,PT11M05.00S,2023-11-09T01:40:52.3Z,1,REGULAR,turnover,lost ball,[],1627884,,,1610612742,0,3,2023-11-09T01:41:00Z,140000,False,,,0,,D. Jones Jr. lost ball TURNOVER (1 TO),"[1627884, 203471]",1610612742.0,DAL,,,,Jones Jr.,D. Jones Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1.0,Schroder,203471.0,,,,,
15,PT11M05.00S,2023-11-09T01:40:52.3Z,1,REGULAR,steal,,[],203471,,,1610612761,0,3,2023-11-09T01:40:58Z,150000,False,,,0,,D. Schroder STEAL (1 STL),[203471],1610612761.0,TOR,,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
