actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
168,PT12M00.00S,2026-03-09T01:37:03.8Z,2,REGULAR,substitution,out,['startperiod'],1630208,,,1610612758,30,25,2026-03-09T01:37:40Z,1660000,False,,,0,,SUB out: N. Richards,[1630208],1610612741.0,CHI,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2026-03-09T01:37:03.8Z,2,REGULAR,substitution,out,['startperiod'],1630200,,,1610612758,30,25,2026-03-09T01:37:40Z,1670000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2026-03-09T01:37:03.8Z,2,REGULAR,substitution,out,['startperiod'],1630171,,,1610612758,30,25,2026-03-09T01:37:40Z,1680000,False,,,0,,SUB out: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2026-03-09T01:37:03.8Z,2,REGULAR,substitution,in,['startperiod'],1642265,,,1610612758,30,25,2026-03-09T01:37:40Z,1690000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2026-03-09T01:37:03.8Z,2,REGULAR,substitution,in,['startperiod'],1629012,,,1610612758,30,25,2026-03-09T01:37:40Z,1700000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2026-03-09T01:37:03.8Z,2,REGULAR,substitution,in,['startperiod'],1627824,,,1610612758,30,25,2026-03-09T01:37:40Z,1710000,False,,,0,,SUB in: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2026-03-09T01:37:46.4Z,2,REGULAR,period,start,[],0,,,1610612741,30,25,2026-03-09T01:37:46Z,1720000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT11M44.00S,2026-03-09T01:38:01.4Z,2,REGULAR,3pt,Jump Shot,[],1642265,32.14520367936925,63.725490196078425,1610612741,30,28,2026-03-09T01:38:05Z,1730000,False,-69.0,250.0,1,left,R. Dillingham 25' 3PT  (3 PTS) (M. Buzelis 2 AST),"[1642265, 1641824]",1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,Above the Break 3,24+ Center,,,,,,Made,3.0,25.9,,,,,,,M. Buzelis,1641824.0,2.0,,,
177,PT11M34.00S,2026-03-09T01:38:11.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628370,90.62089356110381,52.450980392156865,1610612758,32,28,2026-03-09T01:38:20Z,1750000,False,12.0,36.0,1,right,M. Monk cutting DUNK (9 PTS) (K. Hayes 3 AST),"[1628370, 1630165]",1610612758.0,SAC,cutting,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,Made,9.0,3.78,,,,,,,K. Hayes,1630165.0,3.0,,,
179,PT11M20.00S,2026-03-09T01:38:25.1Z,2,REGULAR,3pt,Jump Shot,[],1630172,32.670827858081466,41.42156862745098,1610612741,32,28,2026-03-09T01:38:28Z,1770000,False,43.0,255.0,1,left,MISS P. Williams 25' 3PT,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Above the Break 3,24+ Center,,,,,,Missed,,25.82,,,,,,,,,,,,
180,PT11M18.00S,2026-03-09T01:38:27.4Z,2,REGULAR,rebound,defensive,[],1642269,,,1610612758,32,28,2026-03-09T01:38:27Z,1780000,False,,,0,,D. Carter REBOUND (Off:1 Def:3),[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,Above the Break 3,24+ Center,,,,,,,,,179.0,4.0,3.0,1.0,,,,,,,,
181,PT11M09.00S,2026-03-09T01:38:40.4Z,2,REGULAR,3pt,Jump Shot,[],1642363,63.6826544021025,48.77450980392157,1610612758,35,28,2026-03-09T01:38:44Z,1790000,False,-6.0,289.0,1,right,N. Clifford 28' 3PT  (5 PTS) (D. Carter 2 AST),"[1642363, 1642269]",1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Center,,,,,,Made,5.0,28.9,,,,,,,D. Carter,1642269.0,2.0,,,
183,PT11M09.00S,2026-03-09T01:38:46.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,35,28,2026-03-09T01:38:46Z,1810000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT11M09.00S,2026-03-09T01:40:10.4Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,35,28,2026-03-09T01:41:18Z,1820000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT11M09.00S,2026-03-09T01:40:10.4Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,35,28,2026-03-09T01:41:18Z,1830000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M58.00S,2026-03-09T01:41:49.3Z,2,REGULAR,foul,personal,['2freethrow'],1642269,,,1610612741,35,28,2026-03-09T01:42:03Z,1840000,False,,,0,,D. Carter shooting personal FOUL (1 PF) (Buzelis 2 FT),"[1642269, 1641824]",1610612758.0,SAC,shooting,,,Carter,D. Carter,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Buzelis,1641824.0,,,,,,,,,,,,,,,
188,PT10M58.00S,2026-03-09T01:42:20.1Z,2,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,35,29,2026-03-09T01:42:20Z,1860000,False,,,0,,M. Buzelis Free Throw 1 of 2 (1 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
189,PT10M58.00S,2026-03-09T01:42:34.9Z,2,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,35,30,2026-03-09T01:42:34Z,1870000,False,,,0,,M. Buzelis Free Throw 2 of 2 (2 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,Made,2.0,,,,,,,,,,,,,
190,PT10M43.00S,2026-03-09T01:42:52.0Z,2,REGULAR,foul,personal,['2freethrow'],1642265,,,1610612758,35,30,2026-03-09T01:43:01Z,1880000,False,,,0,,R. Dillingham shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1642265, 1629234]",1610612741.0,CHI,shooting,,,Dillingham,R. Dillingham,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Eubanks,1629234.0,,,,,,,,,,,,,,,
192,PT10M43.00S,2026-03-09T01:43:16.0Z,2,REGULAR,freethrow,1 of 2,[],1629234,,,1610612758,35,30,2026-03-09T01:43:42Z,1900000,False,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
198,PT10M43.00S,2026-03-09T01:43:16.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612758,35,30,2026-03-09T01:43:42Z,1910000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,192.0,,,,,,,,,,,
194,PT10M43.00S,2026-03-09T01:43:17.7Z,2,REGULAR,substitution,out,[],1630165,,,1610612758,35,30,2026-03-09T01:43:28Z,1920000,False,,,0,,SUB out: K. Hayes,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M43.00S,2026-03-09T01:43:17.7Z,2,REGULAR,substitution,out,[],1642265,,,1610612758,35,30,2026-03-09T01:43:28Z,1930000,False,,,0,,SUB out: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
196,PT10M43.00S,2026-03-09T01:43:17.7Z,2,REGULAR,substitution,in,[],201566,,,1610612758,35,30,2026-03-09T01:43:28Z,1940000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
197,PT10M43.00S,2026-03-09T01:43:17.7Z,2,REGULAR,substitution,in,[],1630200,,,1610612758,35,30,2026-03-09T01:43:28Z,1950000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT10M43.00S,2026-03-09T01:43:43.1Z,2,REGULAR,freethrow,2 of 2,[],1629234,,,1610612758,36,30,2026-03-09T01:43:43Z,1960000,False,,,0,,D. Eubanks Free Throw 2 of 2 (1 PTS),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
200,PT10M24.00S,2026-03-09T01:44:04.2Z,2,REGULAR,3pt,Jump Shot,[],1629012,28.203022339027594,16.911764705882355,1610612741,36,33,2026-03-09T01:44:08Z,1970000,False,165.0,213.0,1,left,C. Sexton 26' 3PT  (11 PTS) (T. Jones 2 AST),"[1629012, 1630200]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,Made,11.0,26.94,,,,,,,T. Jones,1630200.0,2.0,,,
202,PT10M06.00S,2026-03-09T01:44:22.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,90.48948751642575,53.18627450980392,1610612758,38,33,2026-03-09T01:44:27Z,1990000,False,16.0,37.0,1,right,D. Eubanks alley-oop DUNK (3 PTS) (R. Westbrook 1 AST),"[1629234, 201566]",1610612758.0,SAC,alley-oop,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,Made,3.0,4.02,,,,,,,R. Westbrook,201566.0,1.0,,,
204,PT09M53.00S,2026-03-09T01:44:35.1Z,2,REGULAR,3pt,Jump Shot,[],1630581,31.488173455978973,32.35294117647059,1610612741,38,33,2026-03-09T01:45:11Z,2010000,False,88.0,243.0,1,left,MISS J. Giddey 25' pullup 3PT,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,25.9,,,,,,,,,,,,
205,PT09M51.00S,2026-03-09T01:44:37.1Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612758,38,33,2026-03-09T01:44:38Z,2020000,False,,,0,,D. Eubanks REBOUND (Off:0 Def:3),[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,Above the Break 3,24+ Right Center,,,,,,,,,204.0,3.0,3.0,0.0,,,,,,,,
206,PT09M48.00S,2026-03-09T01:44:40.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201566,89.83245729303549,53.67647058823529,1610612758,38,33,2026-03-09T01:44:46Z,2030000,False,18.0,43.0,1,right,MISS R. Westbrook running Layup,[201566],1610612758.0,SAC,running,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,4.69,,,,,,,,,,,,
207,PT09M46.00S,2026-03-09T01:44:42.7Z,2,REGULAR,rebound,defensive,[],1627824,,,1610612741,38,33,2026-03-09T01:44:46Z,2040000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:2),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,206.0,3.0,2.0,1.0,,,,,,,,
208,PT09M35.00S,2026-03-09T01:44:53.3Z,2,REGULAR,3pt,Jump Shot,[],1629012,24.78646517739816,11.029411764705882,1610612741,38,36,2026-03-09T01:44:56Z,2050000,False,195.0,180.0,1,left,C. Sexton 26' 3PT  (14 PTS) (T. Jones 3 AST),"[1629012, 1630200]",1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Right Center,,,,,,Made,14.0,26.56,,,,,,,T. Jones,1630200.0,3.0,,,
210,PT09M10.00S,2026-03-09T01:45:17.2Z,2,REGULAR,3pt,Jump Shot,[],1628370,73.66951379763469,85.5392156862745,1610612758,41,36,2026-03-09T01:45:20Z,2070000,False,178.0,195.0,1,right,M. Monk 26' 3PT  (12 PTS) (D. Carter 3 AST),"[1628370, 1642269]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,,,,,,Made,12.0,26.38,,,,,,,D. Carter,1642269.0,3.0,,,
212,PT09M00.00S,2026-03-09T01:45:31.6Z,2,REGULAR,foul,personal,['2freethrow'],1629234,,,1610612741,41,36,2026-03-09T01:45:44Z,2090000,False,,,0,,D. Eubanks shooting personal FOUL (2 PF) (Buzelis 2 FT),"[1629234, 1641824]",1610612758.0,SAC,shooting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,1628172.0,2.0,0.0,Buzelis,1641824.0,,,,,,,,,,,,,,,
214,PT09M00.00S,2026-03-09T01:46:01.6Z,2,REGULAR,freethrow,1 of 2,[],1641824,,,1610612741,41,37,2026-03-09T01:46:01Z,2110000,False,,,0,,M. Buzelis Free Throw 1 of 2 (3 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
215,PT09M00.00S,2026-03-09T01:46:02.4Z,2,REGULAR,substitution,out,[],1629234,,,1610612741,41,37,2026-03-09T01:46:41Z,2120000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M00.00S,2026-03-09T01:46:02.4Z,2,REGULAR,substitution,out,[],1642269,,,1610612741,41,37,2026-03-09T01:46:41Z,2130000,False,,,0,,SUB out: D. Carter,[1642269],1610612758.0,SAC,,,,Carter,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M00.00S,2026-03-09T01:46:02.4Z,2,REGULAR,substitution,in,[],1642875,,,1610612741,41,37,2026-03-09T01:46:41Z,2140000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M00.00S,2026-03-09T01:46:02.4Z,2,REGULAR,substitution,in,[],1630173,,,1610612741,41,37,2026-03-09T01:46:41Z,2150000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M00.00S,2026-03-09T01:46:43.5Z,2,REGULAR,freethrow,2 of 2,[],1641824,,,1610612741,41,38,2026-03-09T01:46:43Z,2160000,False,,,0,,M. Buzelis Free Throw 2 of 2 (4 PTS),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
220,PT08M50.00S,2026-03-09T01:46:54.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642875,89.04402102496715,51.470588235294116,1610612758,43,38,2026-03-09T01:46:58Z,2170000,False,7.0,50.0,1,right,M. Raynaud alley-oop DUNK (6 PTS) (R. Westbrook 2 AST),"[1642875, 201566]",1610612758.0,SAC,alley-oop,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,6.0,5.1,,,,,,,R. Westbrook,201566.0,2.0,,,
222,PT08M39.00S,2026-03-09T01:47:05.3Z,2,REGULAR,turnover,bad pass,[],1630581,,,1610612741,43,38,2026-03-09T01:47:15Z,2190000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 1642363]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Clifford,1642363.0
223,PT08M39.00S,2026-03-09T01:47:05.3Z,2,REGULAR,steal,,[],1642363,,,1610612758,43,38,2026-03-09T01:47:07Z,2200000,False,,,0,,N. Clifford STEAL (2 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
224,PT08M31.00S,2026-03-09T01:47:13.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642875,89.30683311432325,54.166666666666664,1610612758,45,38,2026-03-09T01:47:17Z,2210000,False,21.0,48.0,1,right,M. Raynaud floating Jump Shot (8 PTS) (M. Monk 2 AST),"[1642875, 1628370]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Made,8.0,5.23,,,,,,,M. Monk,1628370.0,2.0,,,
226,PT08M16.00S,2026-03-09T01:47:28.4Z,2,REGULAR,3pt,Jump Shot,[],1629012,33.065045992115635,57.107843137254896,1610612741,45,38,2026-03-09T01:47:32Z,2230000,False,-36.0,258.0,1,left,MISS C. Sexton 26' 3PT,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,Above the Break 3,24+ Center,,,,,,Missed,,26.07,,,,,,,,,,,,
227,PT08M13.00S,2026-03-09T01:47:31.4Z,2,REGULAR,rebound,defensive,[],1642363,,,1610612758,45,38,2026-03-09T01:47:32Z,2240000,False,,,0,,N. Clifford REBOUND (Off:0 Def:2),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Center,,,,,,,,,226.0,2.0,2.0,0.0,,,,,,,,
228,PT08M00.00S,2026-03-09T01:47:45.0Z,2,REGULAR,3pt,Jump Shot,[],201566,68.41327201051249,29.411764705882355,1610612758,45,38,2026-03-09T01:48:32Z,2250000,False,-103.0,244.0,1,right,MISS R. Westbrook 26' step back 3PT,[201566],1610612758.0,SAC,step back,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,26.52,,,,,,,,,,,,
229,PT07M58.00S,2026-03-09T01:47:47.0Z,2,REGULAR,rebound,defensive,[],1630200,,,1610612741,45,38,2026-03-09T01:49:13Z,2260000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,228.0,1.0,1.0,0.0,,,,,,,,
230,PT07M56.00S,2026-03-09T01:47:50.7Z,2,REGULAR,foul,personal,['2freethrow'],201566,,,1610612741,45,38,2026-03-09T01:48:02Z,2270000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Yabusele 2 FT),"[201566, 1627824]",1610612758.0,SAC,shooting,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Yabusele,1627824.0,,,,,,,,,,,,,,,
232,PT07M56.00S,2026-03-09T01:48:23.9Z,2,REGULAR,freethrow,1 of 2,[],1627824,,,1610612741,45,38,2026-03-09T01:48:23Z,2290000,False,,,0,,MISS G. Yabusele Free Throw 1 of 2,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
233,PT07M56.00S,2026-03-09T01:48:23.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,45,38,2026-03-09T01:48:23Z,2300000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,232.0,,,,,,,,,,,
234,PT07M56.00S,2026-03-09T01:48:25.3Z,2,REGULAR,substitution,out,[],1641824,,,1610612741,45,38,2026-03-09T01:48:33Z,2310000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M56.00S,2026-03-09T01:48:25.3Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,45,38,2026-03-09T01:48:33Z,2320000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M56.00S,2026-03-09T01:48:25.3Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,45,38,2026-03-09T01:48:33Z,2330000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M56.00S,2026-03-09T01:48:25.3Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,45,38,2026-03-09T01:48:33Z,2340000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M56.00S,2026-03-09T01:48:46.6Z,2,REGULAR,freethrow,2 of 2,[],1627824,,,1610612741,45,39,2026-03-09T01:48:46Z,2350000,False,,,0,,G. Yabusele Free Throw 2 of 2 (1 PTS),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
239,PT07M40.00S,2026-03-09T01:49:06.1Z,2,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612758,45,39,2026-03-09T01:49:15Z,2360000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Raynaud 2 FT),"[1630188, 1642875]",1610612741.0,CHI,shooting,,,Smith,J. Smith,,,,,Mid-Range,8-16 Right,202026.0,1.0,0.0,Raynaud,1642875.0,,,,,,,,,,,,,,,
241,PT07M40.00S,2026-03-09T01:49:41.9Z,2,REGULAR,freethrow,1 of 2,[],1642875,,,1610612758,46,39,2026-03-09T01:49:41Z,2380000,False,,,0,,M. Raynaud Free Throw 1 of 2 (9 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,,
242,PT07M40.00S,2026-03-09T01:49:43.0Z,2,REGULAR,substitution,out,[],1642363,,,1610612758,46,39,2026-03-09T01:49:53Z,2390000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT07M40.00S,2026-03-09T01:49:43.0Z,2,REGULAR,substitution,in,[],1631342,,,1610612758,46,39,2026-03-09T01:49:53Z,2400000,False,,,0,,SUB in: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT07M40.00S,2026-03-09T01:50:02.9Z,2,REGULAR,freethrow,2 of 2,[],1642875,,,1610612758,47,39,2026-03-09T01:50:02Z,2410000,False,,,0,,M. Raynaud Free Throw 2 of 2 (10 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,Made,10.0,,,,,,,,,,,,,
245,PT07M25.00S,2026-03-09T01:50:21.3Z,2,REGULAR,foul,personal,['2freethrow'],1642875,,,1610612741,47,39,2026-03-09T01:50:38Z,2420000,False,,,0,,M. Raynaud shooting personal FOUL (1 PF) (Smith 2 FT),"[1642875, 1630188]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,202026.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,,,,,,
247,PT07M25.00S,2026-03-09T01:50:57.0Z,2,REGULAR,freethrow,1 of 2,[],1630188,,,1610612741,47,39,2026-03-09T01:51:20Z,2440000,False,,,0,,MISS J. Smith Free Throw 1 of 2,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
248,PT07M25.00S,2026-03-09T01:50:57.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612741,47,39,2026-03-09T01:51:20Z,2450000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,247.0,,,,,,,,,,,
249,PT07M25.00S,2026-03-09T01:50:57.7Z,2,REGULAR,substitution,out,[],1627824,,,1610612741,47,39,2026-03-09T01:51:04Z,2460000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M25.00S,2026-03-09T01:50:57.7Z,2,REGULAR,substitution,in,[],1630172,,,1610612741,47,39,2026-03-09T01:51:04Z,2470000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M25.00S,2026-03-09T01:50:57.0Z,2,REGULAR,freethrow,2 of 2,[],1630188,,,1610612741,47,39,2026-03-09T01:51:20Z,2480000,False,,,0,,MISS J. Smith Free Throw 2 of 2,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
252,PT07M22.00S,2026-03-09T01:51:00.0Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,47,39,2026-03-09T01:51:20Z,2490000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,251.0,2.0,2.0,0.0,,,,,,,,
253,PT07M19.00S,2026-03-09T01:51:23.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628370,91.01511169513797,46.81372549019608,1610612758,49,39,2026-03-09T01:51:28Z,2500000,False,-16.0,32.0,1,right,M. Monk running Layup (14 PTS) (R. Westbrook 3 AST),"[1628370, 201566]",1610612758.0,SAC,running,,,Monk,M. Monk,,,,,Restricted Area,0-8 Center,,,,,,Made,14.0,3.57,,,,,,,R. Westbrook,201566.0,3.0,,,
255,PT07M02.00S,2026-03-09T01:51:43.1Z,2,REGULAR,turnover,traveling,[],1630172,,,1610612741,49,39,2026-03-09T01:51:49Z,2520000,False,,,0,,P. Williams traveling TURNOVER (1 TO),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,8-16 Left,202026.0,,,,,,,,,,,,,,,,,1.0,,
256,PT07M02.00S,2026-03-09T01:51:48.7Z,2,REGULAR,substitution,out,[],1629012,,,1610612758,49,39,2026-03-09T01:51:53Z,2530000,False,,,0,,SUB out: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M02.00S,2026-03-09T01:51:48.7Z,2,REGULAR,substitution,in,[],1642265,,,1610612758,49,39,2026-03-09T01:51:53Z,2540000,False,,,0,,SUB in: R. Dillingham,[1642265],1610612741.0,CHI,,,,Dillingham,R. Dillingham,,,,,,,,,,,,,,,,,,,,,,,,,,
