actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-22T03:11:45.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-22T03:11:45Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-01-22T03:11:47.9Z,1,REGULAR,jumpball,recovered,[],201566,,,1610612758,0,0,2026-01-22T03:11:47Z,40000,False,,,0,,Jump Ball M. Raynaud vs. S. Barnes: Tip to R. Westbrook,"[201566, 1642875, 1630567]",1610612758.0,SAC,startperiod,R. Westbrook,201566.0,Westbrook,R. Westbrook,Raynaud,1642875.0,Barnes,1630567.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-22T03:12:03.8Z,1,REGULAR,3pt,Jump Shot,[],203897,70.38436268068331,21.323529411764707,1610612758,3,0,2026-01-22T03:12:44Z,70000,False,-143.0,226.0,1,right,Z. LaVine 26' 3PT pullup (3 PTS) (P. Achiuwa 1 AST),"[203897, 1630173]",1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.76,Made,3.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-01-22T03:12:16.5Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,3,0,2026-01-22T03:12:28Z,90000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,202026.0,1.0,,,,,,,,,,,,
11,PT11M23.00S,2026-01-22T03:12:36.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203897,69.33311432325887,23.774509803921568,1610612758,3,0,2026-01-22T03:13:34Z,110000,False,-131.0,236.0,1,right,MISS Z. LaVine 26' step back 3PT,[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,26.98,Missed,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2026-01-22T03:12:38.3Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,3,0,2026-01-22T03:12:42Z,120000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M13.00S,2026-01-22T03:12:46.4Z,1,REGULAR,3pt,Jump Shot,[],1630572,28.597240473061763,24.509803921568626,1610612761,3,3,2026-01-22T03:12:55Z,130000,False,127.0,216.0,1,left,S. Mamukelashvili 25' 3PT  (3 PTS) (B. Ingram 1 AST),"[1630572, 1627742]",1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,25.11,Made,3.0,B. Ingram,1627742.0,1.0,,,,,,,,,,,,,,
15,PT10M56.00S,2026-01-22T03:13:03.4Z,1,REGULAR,2pt,Jump Shot,[],201566,81.68528252299606,71.81372549019608,1610612758,3,3,2026-01-22T03:14:26Z,150000,False,109.0,120.0,1,right,MISS R. Westbrook 16' fadeaway Shot,[201566],1610612758.0,SAC,fadeaway,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Right Center,16.2,Missed,,,,,,,,,,,,,,,,,,
16,PT10M53.00S,2026-01-22T03:13:06.4Z,1,REGULAR,rebound,defensive,[],1630572,,,1610612761,3,3,2026-01-22T03:13:13Z,160000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:1),[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Mid-Range,16-24 Right Center,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,
17,PT10M47.00S,2026-01-22T03:13:13.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627742,17.16491458607096,56.86274509803921,1610612761,3,5,2026-01-22T03:14:51Z,170000,False,-34.0,109.0,1,left,B. Ingram 11' pullup Jump Shot (2 PTS) (S. Barnes 1 AST),"[1627742, 1630567]",1610612761.0,TOR,pullup,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,11.42,Made,2.0,S. Barnes,1630567.0,1.0,,,,,,,,,,,,,,
19,PT10M31.00S,2026-01-22T03:13:27.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,84.1819973718791,50.98039215686274,1610612758,3,5,2026-01-22T03:15:58Z,190000,False,5.0,96.0,1,right,MISS M. Raynaud 9' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,9.63,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2026-01-22T03:13:29.8Z,1,REGULAR,rebound,defensive,[],1642347,,,1610612761,3,5,2026-01-22T03:13:33Z,200000,False,,,0,,J. Shead REBOUND (Off:0 Def:1),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
21,PT10M24.00S,2026-01-22T03:13:35.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630193,6.389618922470433,48.28431372549019,1610612761,3,7,2026-01-22T03:13:43Z,210000,False,9.0,8.0,1,left,I. Quickley running Layup (2 PTS),[1630193],1610612761.0,TOR,running,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.15,Made,2.0,,,,,,,,,,,,,,,,,
23,PT10M12.00S,2026-01-22T03:13:52.0Z,1,REGULAR,turnover,lost ball,[],201566,,,1610612758,3,7,2026-01-22T03:16:49Z,230000,False,,,0,,R. Westbrook lost ball TURNOVER (1 TO),"[201566, 1642347]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,,,,,Shead,1642347.0,,,,,,
24,PT10M12.00S,2026-01-22T03:13:52.0Z,1,REGULAR,steal,,[],1642347,,,1610612761,3,7,2026-01-22T03:13:54Z,240000,False,,,0,,J. Shead STEAL (1 STL),[1642347],1610612761.0,TOR,,,,Shead,J. Shead,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
25,PT10M10.00S,2026-01-22T03:13:54.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,5.863994743758213,48.77450980392157,1610612761,3,9,2026-01-22T03:17:03Z,250000,False,6.0,3.0,1,left,S. Barnes cutting finger roll Layup (2 PTS) (J. Shead 1 AST),"[1630567, 1642347]",1610612761.0,TOR,cutting finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.66,Made,2.0,J. Shead,1642347.0,1.0,,,,,,,,,,,,,,
28,PT09M56.00S,2026-01-22T03:14:11.5Z,1,REGULAR,foul,offensive,[],1642875,,,1610612758,3,9,2026-01-22T03:16:59Z,280000,False,,,0,,M. Raynaud offensive FOUL (1 PF),"[1642875, 1642347]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,,,,,,,202026.0,,,,,,,,1.0,0.0,Shead,1642347.0,,
30,PT09M56.00S,2026-01-22T03:14:11.5Z,1,REGULAR,turnover,offensive foul,[],1642875,,,1610612758,3,9,2026-01-22T03:14:11Z,300000,False,,,0,,M. Raynaud offensive foul TURNOVER (1 TO),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Center,,,,,,,202026.0,1.0,,,,,,,,,,,,
31,PT09M49.00S,2026-01-22T03:14:35.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627742,25.57490144546649,85.29411764705883,1610612761,3,12,2026-01-22T03:14:40Z,310000,False,-176.0,188.0,1,left,B. Ingram 25' 3PT  (5 PTS) (I. Quickley 1 AST),"[1627742, 1630193]",1610612761.0,TOR,,,,Ingram,B. Ingram,,,,,Above the Break 3,24+ Left Center,25.78,Made,5.0,I. Quickley,1630193.0,1.0,,,,,,,,,,,,,,
33,PT09M28.00S,2026-01-22T03:14:56.5Z,1,REGULAR,3pt,Jump Shot,[],201566,91.67214191852825,99.01960784313727,1610612758,6,12,2026-01-22T03:17:54Z,330000,False,245.0,26.0,1,right,R. Westbrook 24' 3PT pullup (3 PTS) (D. DeRozan 1 AST),"[201566, 201942]",1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,24.65,Made,3.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
35,PT09M13.00S,2026-01-22T03:15:11.8Z,1,REGULAR,3pt,Jump Shot,[],1630572,28.597240473061763,22.794117647058822,1610612761,6,12,2026-01-22T03:15:17Z,350000,False,136.0,216.0,1,left,MISS S. Mamukelashvili 25' 3PT,[1630572],1610612761.0,TOR,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Right Center,25.55,Missed,,,,,,,,,,,,,,,,,,
