actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-12-12T03:10:10.5Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-12-12T03:10:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-12-12T03:10:13.6Z,1,REGULAR,jumpball,recovered,[],1642363,,,1610612758,0,0,2025-12-12T03:10:13Z,40000,False,,,0,,Jump Ball M. Raynaud vs. N. Jokić: Tip to N. Clifford,"[1642363, 1642875, 203999]",1610612758.0,SAC,startperiod,N. Clifford,1642363.0,Clifford,N. Clifford,Raynaud,1642875.0,Jokić,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-12-12T03:10:30.8Z,1,REGULAR,2pt,Jump Shot,[],201566,77.34888304862024,37.745098039215684,1610612758,0,0,2025-12-12T03:11:27Z,70000,False,-61.0,160.0,1,right,MISS R. Westbrook 17' pullup Shot,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,17.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2025-12-12T03:10:32.8Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,0,0,2025-12-12T03:11:27Z,80000,False,,,0,,C. Johnson REBOUND (Off:0 Def:1),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Mid-Range,16-24 Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M28.00S,2025-12-12T03:10:41.8Z,1,REGULAR,3pt,Jump Shot,[],1629661,12.697109067017081,96.56862745098039,1610612743,0,0,2025-12-12T03:12:36Z,90000,False,-233.0,67.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,24.22,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2025-12-12T03:10:43.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,0,0,2025-12-12T03:12:36Z,100000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Left Corner 3,24+ Left,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
11,PT11M16.00S,2025-12-12T03:10:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1642461,,,1610612758,0,0,2025-12-12T03:11:07Z,110000,False,,,0,,S. Jones shooting personal FOUL (1 PF) (Murray 2 FT),"[1642461, 1631099]",1610612743.0,DEN,shooting,,,Jones,S. Jones,,,,,Mid-Range,8-16 Right,,,,,,,203593.0,1.0,0.0,Murray,1631099.0,,,,,,,,,
13,PT11M16.00S,2025-12-12T03:11:16.8Z,1,REGULAR,freethrow,1 of 2,[],1631099,,,1610612758,0,0,2025-12-12T03:11:37Z,130000,False,,,0,,MISS K. Murray Free Throw 1 of 2,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M16.00S,2025-12-12T03:11:16.8Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612758,0,0,2025-12-12T03:11:37Z,140000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
15,PT11M16.00S,2025-12-12T03:11:16.8Z,1,REGULAR,freethrow,2 of 2,[],1631099,,,1610612758,0,0,2025-12-12T03:11:37Z,150000,False,,,0,,MISS K. Murray Free Throw 2 of 2,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
16,PT11M11.00S,2025-12-12T03:11:21.8Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,0,2025-12-12T03:11:37Z,160000,False,,,0,,N. Jokić REBOUND (Off:0 Def:1),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,,,,
17,PT10M57.00S,2025-12-12T03:11:50.3Z,1,REGULAR,3pt,Jump Shot,[],1627750,30.436925098554536,66.42156862745098,1610612743,0,0,2025-12-12T03:11:57Z,170000,False,-82.0,234.0,1,left,MISS J. Murray 24' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,24.76,Missed,,,,,,,,,,,,,,,,,,
18,PT10M53.00S,2025-12-12T03:11:54.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,0,0,2025-12-12T03:11:57Z,180000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT10M49.00S,2025-12-12T03:11:58.8Z,1,REGULAR,turnover,bad pass,[],1631099,,,1610612758,0,0,2025-12-12T03:12:02Z,190000,False,,,0,,K. Murray bad pass TURNOVER (1 TO),"[1631099, 1629661]",1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,Johnson,1629661.0,,,,,,
20,PT10M49.00S,2025-12-12T03:11:58.8Z,1,REGULAR,steal,,[],1629661,,,1610612743,0,0,2025-12-12T03:12:00Z,200000,False,,,0,,C. Johnson STEAL (1 STL),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
21,PT10M26.00S,2025-12-12T03:12:21.3Z,1,REGULAR,turnover,bad pass,[],1629661,,,1610612743,0,0,2025-12-12T03:12:29Z,210000,False,,,0,,C. Johnson bad pass TURNOVER (1 TO),"[1629661, 1631099]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Murray,1631099.0,,,,,,
22,PT10M26.00S,2025-12-12T03:12:21.3Z,1,REGULAR,steal,,[],1631099,,,1610612758,0,0,2025-12-12T03:12:23Z,220000,False,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
23,PT10M20.00S,2025-12-12T03:12:27.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631099,91.80354796320631,46.32352941176471,1610612758,2,0,2025-12-12T03:14:13Z,230000,False,-18.0,25.0,1,right,K. Murray running Layup (2 PTS),[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,,,,,,,,,2.0,,,,,
24,PT10M08.00S,2025-12-12T03:12:39.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.863994743758213,42.40196078431372,1610612743,2,2,2025-12-12T03:14:30Z,240000,False,38.0,3.0,1,left,N. Jokić driving Layup (2 PTS),[203999],1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.81,Made,,,,,,,,,,,,,2.0,,,,,
25,PT10M01.00S,2025-12-12T03:12:47.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,86.5473061760841,51.9607843137255,1610612758,4,2,2025-12-12T03:12:53Z,250000,False,10.0,74.0,1,right,R. Westbrook 7' driving Layup (2 PTS),[201566],1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,7.46,Made,,,,,,,,,,,,,2.0,,,,,
26,PT09M53.00S,2025-12-12T03:12:59.0Z,1,REGULAR,foul,personal,[],1642363,,,1610612743,4,2,2025-12-12T03:13:08Z,260000,False,,,0,,N. Clifford personal FOUL (1 PF),"[1642363, 1629661]",1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Right,,,,,,,203593.0,1.0,0.0,Johnson,1629661.0,,,,,,,,,
28,PT09M47.00S,2025-12-12T03:13:16.0Z,1,REGULAR,3pt,Jump Shot,[],1631212,19.793035479632064,91.91176470588235,1610612743,4,5,2025-12-12T03:13:20Z,280000,False,-210.0,134.0,1,left,P. Watson 24' 3PT  (3 PTS) (J. Murray 1 AST),"[1631212, 1627750]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,24.86,Made,,,,,,,,,,,,,3.0,J. Murray,1627750.0,1.0,,
30,PT09M31.00S,2025-12-12T03:13:31.9Z,1,REGULAR,3pt,Jump Shot,[],201942,86.41590013140605,96.32352941176471,1610612758,7,5,2025-12-12T03:13:36Z,300000,False,232.0,75.0,1,right,D. DeRozan 24' 3PT  (3 PTS) (K. Murray 1 AST),"[201942, 1631099]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Right Corner 3,24+ Right,24.35,Made,,,,,,,,,,,,,3.0,K. Murray,1631099.0,1.0,,
32,PT09M15.00S,2025-12-12T03:13:48.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,7.046649145860711,43.872549019607845,1610612743,7,7,2025-12-12T03:15:24Z,320000,False,31.0,14.0,1,left,N. Jokić driving Layup (4 PTS) (J. Murray 2 AST),"[203999, 1627750]",1610612743.0,DEN,driving,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,3.35,Made,,,,,,,,,,,,,4.0,J. Murray,1627750.0,2.0,,
34,PT09M06.00S,2025-12-12T03:13:57.3Z,1,REGULAR,2pt,Jump Shot,[],201942,81.553876478318,77.45098039215686,1610612758,9,7,2025-12-12T03:14:03Z,340000,False,137.0,121.0,1,right,D. DeRozan 18' pullup Jump Shot (5 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,18.29,Made,,,,,,,,,,,,,5.0,,,,,
35,PT08M50.00S,2025-12-12T03:14:13.3Z,1,REGULAR,2pt,Jump Shot,[],1627750,9.937582128777924,66.66666666666666,1610612743,9,9,2025-12-12T03:14:19Z,350000,False,-83.0,41.0,1,left,J. Murray 9' pullup bank Jump Shot (2 PTS),[1627750],1610612743.0,DEN,pullup bank,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,9.28,Made,,,,,,,,,,,,,2.0,,,,,
194,PT08M25.00S,2025-12-12T03:14:31.3Z,1,REGULAR,3pt,Jump Shot,[],1631099,73.66951379763469,84.06862745098039,1610612758,9,9,2025-12-12T03:45:56Z,365000,False,170.0,195.0,1,right,MISS K. Murray 25' 3PT,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Right Center,25.89,Missed,,,,,,,,,,,,,,,,,,
195,PT08M24.00S,2025-12-12T03:14:32.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,9,9,2025-12-12T03:45:56Z,372500,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,194.0,,,,,,,,,,,,,,,,,
38,PT08M22.00S,2025-12-12T03:14:49.3Z,1,REGULAR,turnover,illegal assist,[],1642363,,,1610612758,9,9,2025-12-12T03:45:44Z,380000,False,,,0,,N. Clifford illegal assist TURNOVER (1 TO),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,1.0,,,,,,,,
39,PT08M06.00S,2025-12-12T03:15:11.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631212,12.565703022339028,43.627450980392155,1610612743,9,9,2025-12-12T03:17:11Z,390000,False,32.0,66.0,1,left,MISS P. Watson 7' driving floating Shot,[1631212],1610612743.0,DEN,driving floating,,,Watson,P. Watson,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,,,,,,,,
40,PT08M04.00S,2025-12-12T03:15:13.1Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,9,9,2025-12-12T03:17:11Z,400000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,,
41,PT07M53.00S,2025-12-12T03:15:23.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201566,84.97043363994744,65.44117647058823,1610612758,11,9,2025-12-12T03:15:27Z,410000,False,77.0,89.0,1,right,R. Westbrook 11' fadeaway Jump Shot (4 PTS),[201566],1610612758.0,SAC,fadeaway,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Right,11.77,Made,,,,,,,,,,,,,4.0,,,,,
42,PT07M40.00S,2025-12-12T03:15:38.2Z,1,REGULAR,2pt,Layup,[],1627750,3.2851511169513827,81.11979166666666,1610612743,11,9,2025-12-12T03:19:09Z,420000,False,-156.0,-22.0,1,left,MISS J. Murray 15' driving Layup,[1627750],1610612743.0,DEN,driving,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,15.71,Missed,,,,,,,,,,,,,,,,,,
44,PT07M38.00S,2025-12-12T03:15:40.2Z,1,REGULAR,rebound,offensive,[],1631212,,,1610612743,11,9,2025-12-12T03:19:09Z,440000,False,,,0,,P. Watson REBOUND (Off:1 Def:0),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,8-16 Left,,,42.0,1.0,0.0,1.0,,,,,,,,,,,,,,
45,PT07M34.00S,2025-12-12T03:15:42.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631212,5.995400788436268,49.50980392156863,1610612743,11,11,2025-12-12T03:15:49Z,450000,False,2.0,4.0,1,left,P. Watson finger roll Layup (5 PTS),[1631212],1610612743.0,DEN,finger roll,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.46,Made,,,,,,,,,,,,,5.0,,,,,
46,PT07M08.00S,2025-12-12T03:16:07.8Z,1,REGULAR,2pt,Hook,[],1642875,91.80354796320631,70.09803921568627,1610612758,13,11,2025-12-12T03:16:11Z,460000,False,100.0,25.0,1,right,M. Raynaud 10' Hook (2 PTS) (R. Westbrook 1 AST),"[1642875, 201566]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Right,10.34,Made,,,,,,,,,,,,,2.0,R. Westbrook,201566.0,1.0,,
48,PT06M59.00S,2025-12-12T03:16:19.8Z,1,REGULAR,foul,personal,['2freethrow'],1631099,,,1610612743,13,11,2025-12-12T03:16:33Z,480000,False,,,0,,K. Murray shooting personal FOUL (1 PF) (Watson 2 FT),"[1631099, 1631212]",1610612758.0,SAC,shooting,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Watson,1631212.0,,,,,,,,,
50,PT06M59.00S,2025-12-12T03:16:36.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,13,11,2025-12-12T03:16:36Z,500000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT06M59.00S,2025-12-12T03:18:05.1Z,1,REGULAR,substitution,out,[],1642875,,,1610612743,13,11,2025-12-12T03:19:21Z,510000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
52,PT06M59.00S,2025-12-12T03:18:05.1Z,1,REGULAR,substitution,out,[],1642363,,,1610612743,13,11,2025-12-12T03:19:21Z,520000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT06M59.00S,2025-12-12T03:18:05.1Z,1,REGULAR,substitution,in,[],1629234,,,1610612743,13,11,2025-12-12T03:19:21Z,530000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT06M59.00S,2025-12-12T03:18:05.1Z,1,REGULAR,substitution,in,[],1631165,,,1610612743,13,11,2025-12-12T03:19:21Z,540000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M59.00S,2025-12-12T03:19:36.0Z,1,REGULAR,freethrow,1 of 2,[],1631212,,,1610612743,13,12,2025-12-12T03:19:36Z,550000,False,,,0,,P. Watson Free Throw 1 of 2 (6 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
56,PT06M59.00S,2025-12-12T03:19:51.9Z,1,REGULAR,freethrow,2 of 2,[],1631212,,,1610612743,13,13,2025-12-12T03:19:51Z,560000,False,,,0,,P. Watson Free Throw 2 of 2 (7 PTS),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
57,PT06M46.00S,2025-12-12T03:20:07.1Z,1,REGULAR,3pt,Jump Shot,[],201566,87.72996057818659,96.56862745098039,1610612758,13,13,2025-12-12T03:20:13Z,570000,False,233.0,63.0,1,right,MISS R. Westbrook 24' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,24.11,Missed,,,,,,,,,,,,,,,,,,
58,PT06M44.00S,2025-12-12T03:20:09.1Z,1,REGULAR,rebound,defensive,[],1642461,,,1610612743,13,13,2025-12-12T03:20:32Z,580000,False,,,0,,S. Jones REBOUND (Off:0 Def:1),[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,Right Corner 3,24+ Right,,,57.0,1.0,1.0,0.0,,,,,,,,,,,,,,
59,PT06M31.00S,2025-12-12T03:20:22.5Z,1,REGULAR,turnover,bad pass,[],1631212,,,1610612743,13,13,2025-12-12T03:20:26Z,590000,False,,,0,,P. Watson bad pass TURNOVER (1 TO),"[1631212, 201942]",1610612743.0,DEN,,,,Watson,P. Watson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,
60,PT06M31.00S,2025-12-12T03:20:22.5Z,1,REGULAR,steal,,[],201942,,,1610612758,13,13,2025-12-12T03:20:24Z,600000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
61,PT06M17.00S,2025-12-12T03:20:38.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631165,92.59198423127464,0.49019607843137253,1610612758,13,13,2025-12-12T03:21:22Z,610000,False,-248.0,17.0,1,right,MISS K. Ellis 24' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,24.81,Missed,,,,,,,,,,,,,,,,,,
62,PT06M14.00S,2025-12-12T03:20:41.3Z,1,REGULAR,rebound,defensive,[],1629661,,,1610612743,13,13,2025-12-12T03:21:22Z,620000,False,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Left Corner 3,24+ Left,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M04.00S,2025-12-12T03:20:49.8Z,1,REGULAR,2pt,Layup,[],1627750,6.389618922470433,66.66666666666666,1610612743,13,13,2025-12-12T03:22:02Z,630000,False,-83.0,8.0,1,left,MISS J. Murray 8' driving finger roll Layup,[1627750],1610612743.0,DEN,driving finger roll,,,Murray,J. Murray,,,,,Mid-Range,8-16 Left,8.36,Missed,,,,,,,,,,,,,,,,,,
64,PT06M02.00S,2025-12-12T03:20:56.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,13,13,2025-12-12T03:20:56Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Mid-Range,8-16 Left,,,63.0,,,,,,,,,,,,,,,,,
66,PT05M56.00S,2025-12-12T03:21:17.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627750,30.17411300919842,69.11764705882352,1610612743,13,16,2025-12-12T03:22:19Z,660000,False,-96.0,231.0,1,left,J. Murray 25' 3PT pullup (5 PTS),[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,25.01,Made,,,,,,,,,,,,,5.0,,,,,
67,PT05M39.00S,2025-12-12T03:21:34.1Z,1,REGULAR,3pt,Jump Shot,[],201566,65.78515111695138,59.80392156862745,1610612758,13,16,2025-12-12T03:22:52Z,670000,False,49.0,269.0,1,right,MISS R. Westbrook 27' pullup 3PT,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,27.35,Missed,,,,,,,,,,,,,,,,,,
68,PT05M38.00S,2025-12-12T03:21:35.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,13,16,2025-12-12T03:21:45Z,680000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,67.0,,,,,,,,,,,,,,,,,
70,PT05M38.00S,2025-12-12T03:21:44.9Z,1,REGULAR,foul,personal,[],1629234,,,1610612743,13,16,2025-12-12T03:22:05Z,700000,False,,,0,,D. Eubanks loose ball personal FOUL (1 PF),"[1629234, 203999]",1610612758.0,SAC,loose ball,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Jokić,203999.0,,,,,,,,,
72,PT05M38.00S,2025-12-12T03:21:54.4Z,1,REGULAR,substitution,out,[],1629661,,,1610612743,13,16,2025-12-12T03:22:01Z,720000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M38.00S,2025-12-12T03:21:54.4Z,1,REGULAR,substitution,in,[],203501,,,1610612743,13,16,2025-12-12T03:22:01Z,730000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
