actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-11-13T03:10:10.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-13T03:10:10Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2025-11-13T03:10:14.1Z,1,REGULAR,jumpball,recovered,[],1630700,,,1610612737,0,0,2025-11-13T03:10:14Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. D. Sabonis: Tip to D. Daniels,"[1630700, 204001, 1627734]",1610612737.0,ATL,startperiod,D. Daniels,1630700.0,Daniels,D. Daniels,Porziņģis,204001.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2025-11-13T03:10:29.4Z,1,REGULAR,3pt,Jump Shot,[],204001,69.85873850197109,75.98039215686273,1610612737,0,3,2025-11-13T03:10:36Z,70000,False,130.0,231.0,1,right,K. Porziņģis 26' 3PT  (3 PTS) (J. Johnson 1 AST),"[204001, 1630552]",1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Right Center,26.48,Made,3.0,J. Johnson,1630552.0,1.0,,,,,,,,,,,,,,
9,PT11M20.00S,2025-11-13T03:10:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,13.222733245729303,52.450980392156865,1610612758,2,3,2025-11-13T03:11:07Z,90000,False,-12.0,72.0,1,left,D. Sabonis 7' Jump Shot (2 PTS) (D. DeRozan 1 AST),"[1627734, 201942]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,7.28,Made,2.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
11,PT11M07.00S,2025-11-13T03:11:02.3Z,1,REGULAR,3pt,Jump Shot,[],204001,72.7496714848883,15.931372549019606,1610612737,2,3,2025-11-13T03:11:09Z,110000,False,-170.0,204.0,1,right,MISS K. Porziņģis 26' 3PT,[204001],1610612737.0,ATL,,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Left Center,26.55,Missed,,,,,,,,,,,,,,,,,,
12,PT11M07.00S,2025-11-13T03:11:02.3Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,2,3,2025-11-13T03:11:09Z,120000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M58.00S,2025-11-13T03:11:12.2Z,1,REGULAR,turnover,bad pass,[],1627734,,,1610612758,2,3,2025-11-13T03:12:35Z,130000,False,,,0,,D. Sabonis bad pass TURNOVER (1 TO),"[1627734, 1630552]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Johnson,1630552.0,,,,,,,
14,PT10M58.00S,2025-11-13T03:11:12.2Z,1,REGULAR,steal,,[],1630552,,,1610612737,2,3,2025-11-13T03:11:44Z,140000,False,,,0,,J. Johnson STEAL (1 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT10M52.00S,2025-11-13T03:11:17.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630552,90.48948751642575,47.549019607843135,1610612737,2,5,2025-11-13T03:11:38Z,150000,False,-12.0,37.0,1,right,J. Johnson running Layup (2 PTS),[1630552],1610612737.0,ATL,running,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,3.89,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M44.00S,2025-11-13T03:11:29.5Z,1,REGULAR,3pt,Jump Shot,[],1627734,28.728646517739815,78.43137254901961,1610612758,2,5,2025-11-13T03:13:08Z,160000,False,-142.0,218.0,1,left,MISS D. Sabonis 25' 3PT,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Left Center,25.99,Missed,,,,,,,,,,,,,,,,,,
17,PT10M40.00S,2025-11-13T03:11:33.5Z,1,REGULAR,rebound,defensive,[],1630552,,,1610612737,2,5,2025-11-13T03:13:08Z,170000,False,,,0,,J. Johnson REBOUND (Off:0 Def:1),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M23.00S,2025-11-13T03:11:48.1Z,1,REGULAR,3pt,Jump Shot,[],1630700,83.65637319316689,98.0392156862745,1610612737,2,5,2025-11-13T03:14:00Z,180000,False,240.0,101.0,1,right,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Right Center,26.06,Missed,,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2025-11-13T03:11:49.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612737,2,5,2025-11-13T03:14:00Z,190000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,18.0,,,,,,,,,,,,,
20,PT10M20.00S,2025-11-13T03:12:09.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,88.51839684625493,96.32352941176471,1610612737,2,5,2025-11-13T03:12:18Z,200000,False,232.0,55.0,1,right,MISS N. Alexander-Walker 3PT,[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Right Corner 3,24+ Right,23.81,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2025-11-13T03:12:12.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,2,5,2025-11-13T03:12:18Z,210000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,
22,PT10M11.00S,2025-11-13T03:12:19.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201566,8.754927726675426,52.94117647058824,1610612758,2,5,2025-11-13T03:15:35Z,220000,False,-15.0,30.0,1,left,MISS R. Westbrook driving Layup - blocked,"[201566, 1642258]",1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,3.32,Missed,,,,,,,,,,,,Risacher,1642258.0,,,,,
23,PT10M11.00S,2025-11-13T03:12:19.1Z,1,REGULAR,block,,[],1642258,,,1610612758,2,5,2025-11-13T03:12:23Z,230000,False,,,0,,Z. Risacher BLOCK (1 BLK),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
24,PT10M08.00S,2025-11-13T03:12:22.1Z,1,REGULAR,rebound,defensive,[],1629638,,,1610612737,2,5,2025-11-13T03:15:35Z,240000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:1),[1629638],1610612737.0,ATL,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,
25,PT10M02.00S,2025-11-13T03:12:27.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1642258,86.5473061760841,97.05882352941177,1610612737,2,5,2025-11-13T03:12:40Z,250000,False,235.0,74.0,1,right,MISS Z. Risacher 24' running 3PT,[1642258],1610612737.0,ATL,running,,,Risacher,Z. Risacher,,,,,Right Corner 3,24+ Right,24.67,Missed,,,,,,,,,,,,,,,,,,
26,PT10M00.00S,2025-11-13T03:12:29.6Z,1,REGULAR,rebound,defensive,[],203471,,,1610612758,2,5,2025-11-13T03:12:29Z,260000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
