actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-11T02:11:13.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-11T02:11:13Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-04-11T02:11:16.7Z,1,REGULAR,jumpball,recovered,[],203110,,,1610612744,0,0,2026-04-11T02:11:16Z,40000,False,,,0,,Jump Ball K. Porziņģis vs. M. Raynaud: Tip to D. Green,"[203110, 204001, 1642875]",1610612744.0,GSW,startperiod,D. Green,203110.0,Green,D. Green,Porziņģis,204001.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-04-11T02:11:28.2Z,1,REGULAR,3pt,Jump Shot,[],201939,11.777266754270697,5.88235294117647,1610612744,0,3,2026-04-11T02:11:34Z,70000,False,221.0,58.0,1,left,S. Curry 3PT  (3 PTS) (B. Podziemski 1 AST),"[201939, 1641764]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,Right Corner 3,24+ Right,22.81,Made,3.0,B. Podziemski,1641764.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2026-04-11T02:11:44.0Z,1,REGULAR,foul,offensive,[],1642875,,,1610612758,0,3,2026-04-11T02:11:58Z,90000,False,,,0,,M. Raynaud offensive FOUL (1 PF),"[1642875, 203110]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,1.0,0.0,Green,203110.0,,,,,,,,,
11,PT11M31.00S,2026-04-11T02:11:44.0Z,1,REGULAR,turnover,offensive foul,[],1642875,,,1610612758,0,3,2026-04-11T02:11:44Z,110000,False,,,0,,M. Raynaud offensive foul TURNOVER (1 TO),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,16-24 Left Center,,,,,,,1146.0,,,,,1.0,,,,,,,,
12,PT11M21.00S,2026-04-11T02:12:04.5Z,1,REGULAR,turnover,lost ball,[],204001,,,1610612744,0,3,2026-04-11T02:12:10Z,120000,False,,,0,,K. Porziņģis lost ball TURNOVER (1 TO),"[204001, 1630173]",1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1.0,Achiuwa,1630173.0,,,,,,
13,PT11M21.00S,2026-04-11T02:12:04.5Z,1,REGULAR,steal,,[],1630173,,,1610612758,0,3,2026-04-11T02:12:06Z,130000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
14,PT11M16.00S,2026-04-11T02:12:09.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630173,90.3580814717477,42.8921568627451,1610612758,0,3,2026-04-11T02:12:21Z,140000,False,-36.0,38.0,1,right,MISS P. Achiuwa running Layup,[1630173],1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
15,PT11M15.00S,2026-04-11T02:12:10.4Z,1,REGULAR,rebound,defensive,[],204001,,,1610612744,0,3,2026-04-11T02:16:14Z,150000,False,,,0,,K. Porziņģis REBOUND (Off:0 Def:1),[204001],1610612744.0,GSW,,,,Porziņģis,K. Porziņģis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,
16,PT11M08.00S,2026-04-11T02:12:17.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204001,32.40801576872536,65.68627450980392,1610612744,0,6,2026-04-11T02:12:34Z,160000,False,-78.0,252.0,1,left,K. Porziņģis 26' 3PT running (3 PTS) (G. Santos 1 AST),"[204001, 1630611]",1610612744.0,GSW,running,,,Porziņģis,K. Porziņģis,,,,,Above the Break 3,24+ Center,26.4,Made,3.0,G. Santos,1630611.0,1.0,,,,,,,,,,,,,,
