actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
166,PT11M44.00S,2026-03-16T02:35:59.9Z,2,REGULAR,freethrow,2 of 2,[],1631131,,,1610612762,26,28,2026-03-16T02:36:31Z,1610000,False,,,0,,MISS O. Tshiebwe Free Throw 2 of 2,[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT11M40.00S,2026-03-16T02:36:03.9Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612758,26,28,2026-03-16T02:36:31Z,1620000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:5),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,166.0,6.0,5.0,1.0,,,,,,,,,,,,,
168,PT11M29.00S,2026-03-16T02:36:35.5Z,2,REGULAR,turnover,bad pass,[],1631342,,,1610612758,26,28,2026-03-16T02:36:39Z,1630000,False,,,0,,D. Plowden bad pass TURNOVER (1 TO),"[1631342, 1641989]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,1.0,Harkless,1641989.0,,,
169,PT11M29.00S,2026-03-16T02:36:35.5Z,2,REGULAR,steal,,[],1641989,,,1610612762,26,28,2026-03-16T02:36:37Z,1640000,False,,,0,,E. Harkless STEAL (1 STL),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
170,PT11M21.00S,2026-03-16T02:36:45.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1641989,7.966491458607096,64.4607843137255,1610612762,26,30,2026-03-16T02:42:11Z,1650000,False,-72.0,22.0,1,left,E. Harkless 7' driving Layup (4 PTS),[1641989],1610612762.0,UTA,driving,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),0-8 Center,7.57,Made,4.0,,,,,,,,,,,,,,,,,
171,PT11M21.00S,2026-03-16T02:36:49.0Z,2,REGULAR,foul,personal,['1freethrow'],1630165,,,1610612762,26,30,2026-03-16T02:36:58Z,1660000,False,,,0,,K. Hayes shooting personal FOUL (2 PF) (Harkless 1 FT),"[1630165, 1641989]",1610612758.0,SAC,shooting,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,2.0,0.0,Harkless,1641989.0,,,,,,
173,PT11M21.00S,2026-03-16T02:37:12.9Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],1641989,,,1610612762,26,31,2026-03-16T02:37:12Z,1680000,False,,,0,,E. Harkless Free Throw 1 of 1 (5 PTS),[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
174,PT11M11.00S,2026-03-16T02:37:25.1Z,2,REGULAR,3pt,Jump Shot,[],203926,70.38436268068331,80.63725490196079,1610612758,26,31,2026-03-16T02:37:30Z,1690000,False,153.0,226.0,1,right,MISS D. McDermott 27' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,27.29,Missed,,,,,,,,,,,,,,,,,,
175,PT11M06.00S,2026-03-16T02:37:30.1Z,2,REGULAR,rebound,defensive,[],1643016,,,1610612762,26,31,2026-03-16T02:37:30Z,1700000,False,,,0,,B. Mbeng REBOUND (Off:0 Def:1),[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,Above the Break 3,24+ Right Center,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,,,
176,PT11M00.00S,2026-03-16T02:37:36.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642268,6.652431011826544,59.31372549019608,1610612762,26,31,2026-03-16T02:43:10Z,1710000,False,-47.0,10.0,1,left,MISS I. Collier driving Layup - blocked,"[1642268, 1630173]",1610612762.0,UTA,driving,,,Collier,I. Collier,,,,,In The Paint (Non-RA),0-8 Center,4.77,Missed,,,,,,Achiuwa,1630173.0,,,,,,,,,,,
177,PT11M00.00S,2026-03-16T02:37:36.1Z,2,REGULAR,block,,[],1630173,,,1610612762,26,31,2026-03-16T02:37:38Z,1720000,False,,,0,,P. Achiuwa BLOCK (1 BLK),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
178,PT10M58.00S,2026-03-16T02:37:38.1Z,2,REGULAR,rebound,defensive,[],1642363,,,1610612758,26,31,2026-03-16T02:37:41Z,1730000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,176.0,1.0,1.0,0.0,,,,,,,,,,,,,
179,PT10M54.00S,2026-03-16T02:37:42.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642363,89.30683311432325,58.82352941176471,1610612758,26,31,2026-03-16T02:43:42Z,1740000,False,44.0,48.0,1,right,MISS N. Clifford 6' running Layup - blocked,"[1642363, 1643016]",1610612758.0,SAC,running,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,6.52,Missed,,,,,,Mbeng,1643016.0,,,,,,,,,,,
180,PT10M54.00S,2026-03-16T02:37:42.7Z,2,REGULAR,block,,[],1643016,,,1610612758,26,31,2026-03-16T02:37:44Z,1750000,False,,,0,,B. Mbeng BLOCK (1 BLK),[1643016],1610612762.0,UTA,,,,Mbeng,B. Mbeng,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
181,PT10M51.00S,2026-03-16T02:37:45.7Z,2,REGULAR,rebound,offensive,[],1642363,,,1610612758,26,31,2026-03-16T02:37:50Z,1760000,False,,,0,,N. Clifford REBOUND (Off:1 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,179.0,2.0,1.0,1.0,,,,,,,,,,,,,
182,PT10M49.00S,2026-03-16T02:37:47.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642363,82.34231274638634,65.44117647058823,1610612758,28,31,2026-03-16T02:37:54Z,1770000,False,77.0,113.0,1,right,N. Clifford 13' turnaround fadeaway Jump Shot (2 PTS),[1642363],1610612758.0,SAC,turnaround fadeaway,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Right,13.73,Made,2.0,,,,,,,,,,,,,,,,,
183,PT10M22.00S,2026-03-16T02:38:15.4Z,2,REGULAR,3pt,Jump Shot,[],1641989,26.10052562417871,84.06862745098039,1610612762,28,31,2026-03-16T02:38:20Z,1780000,False,-170.0,193.0,1,left,MISS E. Harkless 25' 3PT,[1641989],1610612762.0,UTA,,,,Harkless,E. Harkless,,,,,Above the Break 3,24+ Left Center,25.72,Missed,,,,,,,,,,,,,,,,,,
184,PT10M22.00S,2026-03-16T02:38:15.4Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612758,28,31,2026-03-16T02:38:20Z,1790000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,183.0,,,,,,,,,,,,,,,,
186,PT10M04.00S,2026-03-16T02:38:38.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,82.21090670170827,43.13725490196079,1610612758,28,31,2026-03-16T02:45:09Z,1810000,False,-34.0,115.0,1,right,MISS P. Achiuwa 11' turnaround Hook,[1630173],1610612758.0,SAC,turnaround,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,11.97,Missed,,,,,,,,,,,,,,,,,,
187,PT10M03.00S,2026-03-16T02:38:39.9Z,2,REGULAR,rebound,defensive,[],1631131,,,1610612762,28,31,2026-03-16T02:45:20Z,1820000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:1),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),8-16 Center,,,,186.0,2.0,1.0,1.0,,,,,,,,,,,,,
188,PT09M50.00S,2026-03-16T02:38:55.8Z,2,REGULAR,turnover,out-of-bounds,[],1643016,,,1610612762,28,31,2026-03-16T02:39:13Z,1830000,False,,,0,,B. Mbeng lost ball out-of-bounds TURNOVER (1 TO),[1643016],1610612762.0,UTA,lost ball,,,Mbeng,B. Mbeng,,,,,Mid-Range,8-16 Left,,,,,,,,,,201638.0,,,,,1.0,,,,,
189,PT09M41.00S,2026-03-16T02:39:13.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203926,67.62483574244416,33.57843137254902,1610612758,28,31,2026-03-16T02:39:16Z,1840000,False,-82.0,252.0,1,right,MISS D. McDermott 26' 3PT,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Center,26.48,Missed,,,,,,,,,,,,,,,,,,
190,PT09M38.00S,2026-03-16T02:39:16.5Z,2,REGULAR,rebound,defensive,[],1631131,,,1610612762,28,31,2026-03-16T02:39:16Z,1850000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:2),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Center,,,,189.0,3.0,2.0,1.0,,,,,,,,,,,,,
191,PT09M30.00S,2026-03-16T02:39:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642268,19.793035479632064,46.32352941176471,1610612762,28,33,2026-03-16T02:39:30Z,1860000,False,18.0,134.0,1,left,I. Collier 13' pullup Jump Shot (8 PTS),[1642268],1610612762.0,UTA,pullup,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Center,13.49,Made,8.0,,,,,,,,,,,,,,,,,
192,PT09M16.00S,2026-03-16T02:39:37.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,91.93495400788436,50.98039215686274,1610612758,30,33,2026-03-16T02:39:42Z,1870000,False,5.0,23.0,1,right,P. Achiuwa cutting Layup (6 PTS) (K. Hayes 3 AST),"[1630173, 1630165]",1610612758.0,SAC,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.38,Made,6.0,,,,,,,,,,,,,,,K. Hayes,1630165.0,3.0
194,PT08M51.00S,2026-03-16T02:40:02.8Z,2,REGULAR,2pt,Jump Shot,[],1642268,14.931011826544022,68.62745098039215,1610612762,30,35,2026-03-16T02:40:08Z,1890000,False,-93.0,88.0,1,left,I. Collier 12' step back Jump Shot (10 PTS),[1642268],1610612762.0,UTA,step back,,,Collier,I. Collier,,,,,Mid-Range,8-16 Left,12.8,Made,10.0,,,,,,,,,,,,,,,,,
195,PT08M34.00S,2026-03-16T02:40:19.0Z,2,REGULAR,3pt,Jump Shot,[],1630173,68.67608409986859,33.33333333333333,1610612758,30,35,2026-03-16T02:40:24Z,1900000,False,-83.0,242.0,1,right,MISS P. Achiuwa 25' 3PT,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,25.58,Missed,,,,,,,,,,,,,,,,,,
196,PT08M33.00S,2026-03-16T02:40:20.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612762,30,35,2026-03-16T02:40:24Z,1910000,False,,,0,,TEAM defensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,195.0,,,,,,,,,,,,,,,,
198,PT08M33.00S,2026-03-16T02:40:26.0Z,2,REGULAR,substitution,out,[],1630173,,,1610612762,30,35,2026-03-16T02:40:40Z,1930000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M33.00S,2026-03-16T02:40:26.0Z,2,REGULAR,substitution,out,[],1631342,,,1610612762,30,35,2026-03-16T02:40:40Z,1940000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M33.00S,2026-03-16T02:40:26.0Z,2,REGULAR,substitution,in,[],201942,,,1610612762,30,35,2026-03-16T02:40:40Z,1950000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M33.00S,2026-03-16T02:40:26.0Z,2,REGULAR,substitution,in,[],1642875,,,1610612762,30,35,2026-03-16T02:40:40Z,1960000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M15.00S,2026-03-16T02:40:55.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642268,15.325229960578188,62.99019607843137,1610612762,30,35,2026-03-16T02:47:41Z,1970000,False,-65.0,92.0,1,left,MISS I. Collier 11' turnaround Hook,[1642268],1610612762.0,UTA,turnaround,,,Collier,I. Collier,,,,,In The Paint (Non-RA),8-16 Left,11.23,Missed,,,,,,,,,,,,,,,,,,
203,PT08M12.00S,2026-03-16T02:40:58.6Z,2,REGULAR,rebound,defensive,[],201942,,,1610612758,30,35,2026-03-16T02:41:01Z,1980000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Left,,,,202.0,1.0,1.0,0.0,,,,,,,,,,,,,
204,PT08M04.00S,2026-03-16T02:41:06.9Z,2,REGULAR,3pt,Jump Shot,[],1630165,72.22404730617609,16.666666666666664,1610612758,33,35,2026-03-16T02:41:13Z,1990000,False,-167.0,209.0,1,right,K. Hayes 26' 3PT  (8 PTS) (D. DeRozan 2 AST),"[1630165, 201942]",1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,26.7,Made,8.0,,,,,,,,,,,,,,,D. DeRozan,201942.0,2.0
206,PT07M43.00S,2026-03-16T02:41:26.7Z,2,REGULAR,3pt,Jump Shot,[],1642396,28.728646517739815,10.784313725490197,1610612762,33,35,2026-03-16T02:41:32Z,2010000,False,196.0,218.0,1,left,MISS B. Hinson 29' 3PT,[1642396],1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,Above the Break 3,24+ Right Center,29.29,Missed,,,,,,,,,,,,,,,,,,
207,PT07M39.00S,2026-03-16T02:41:30.7Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,33,35,2026-03-16T02:41:32Z,2020000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,,,,206.0,5.0,5.0,0.0,,,,,,,,,,,,,
208,PT07M28.00S,2026-03-16T02:41:42.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,82.47371879106439,50.49019607843137,1610612758,35,35,2026-03-16T02:49:32Z,2030000,False,2.0,112.0,1,right,M. Raynaud 11' floating Jump Shot (4 PTS) (D. DeRozan 3 AST),"[1642875, 201942]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,11.22,Made,4.0,,,,,,,,,,,,,,,D. DeRozan,201942.0,3.0
210,PT07M14.00S,2026-03-16T02:41:56.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631131,6.1268068331143235,53.92156862745098,1610612762,35,37,2026-03-16T02:42:00Z,2050000,False,-20.0,5.0,1,left,O. Tshiebwe Layup (2 PTS),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,2.03,Made,2.0,,,,,,,,,,,,,,,,,
211,PT07M02.00S,2026-03-16T02:42:10.8Z,2,REGULAR,foul,personal,['2freethrow'],1643016,,,1610612758,35,37,2026-03-16T02:42:17Z,2060000,False,,,0,,B. Mbeng shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1643016, 201942]",1610612762.0,UTA,shooting,,,Mbeng,B. Mbeng,,,,,Mid-Range,8-16 Left,,,,,,,,,,201245.0,1.0,0.0,DeRozan,201942.0,,,,,,
213,PT07M02.00S,2026-03-16T02:42:36.9Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,36,37,2026-03-16T02:42:36Z,2080000,False,,,0,,D. DeRozan Free Throw 1 of 2 (11 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
214,PT07M02.00S,2026-03-16T02:42:39.2Z,2,REGULAR,substitution,out,[],1642396,,,1610612758,36,37,2026-03-16T02:42:51Z,2090000,False,,,0,,SUB out: B. Hinson,[1642396],1610612762.0,UTA,,,,Hinson,B. Hinson,,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M02.00S,2026-03-16T02:42:39.2Z,2,REGULAR,substitution,out,[],1642268,,,1610612758,36,37,2026-03-16T02:42:51Z,2100000,False,,,0,,SUB out: I. Collier,[1642268],1610612762.0,UTA,,,,Collier,I. Collier,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT07M02.00S,2026-03-16T02:42:39.2Z,2,REGULAR,substitution,in,[],1641729,,,1610612758,36,37,2026-03-16T02:42:51Z,2110000,False,,,0,,SUB in: B. Sensabaugh,[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT07M02.00S,2026-03-16T02:42:39.2Z,2,REGULAR,substitution,in,[],1643158,,,1610612758,36,37,2026-03-16T02:42:51Z,2120000,False,,,0,,SUB in: A. Garcia,[1643158],1610612762.0,UTA,,,,Garcia,A. Garcia,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT07M02.00S,2026-03-16T02:42:58.4Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,37,37,2026-03-16T02:42:58Z,2130000,False,,,0,,D. DeRozan Free Throw 2 of 2 (12 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
219,PT06M51.00S,2026-03-16T02:43:10.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631131,7.966491458607096,56.372549019607845,1610612762,37,37,2026-03-16T02:51:18Z,2140000,False,-32.0,22.0,1,left,MISS O. Tshiebwe cutting DUNK,[1631131],1610612762.0,UTA,cutting,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,3.9,Missed,,,,,,,,,,,,,,,,,,
220,PT06M49.00S,2026-03-16T02:43:12.3Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,37,37,2026-03-16T02:43:14Z,2150000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:6),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,219.0,6.0,6.0,0.0,,,,,,,,,,,,,
221,PT06M40.00S,2026-03-16T02:43:21.8Z,2,REGULAR,3pt,Jump Shot,[],1642363,72.22404730617609,80.63725490196079,1610612758,37,37,2026-03-16T02:43:41Z,2160000,False,153.0,209.0,1,right,MISS N. Clifford 25' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,25.88,Missed,,,,,,,,,,,,,,,,,,
222,PT06M36.00S,2026-03-16T02:43:25.8Z,2,REGULAR,rebound,defensive,[],1631131,,,1610612762,37,37,2026-03-16T02:43:41Z,2170000,False,,,0,,O. Tshiebwe REBOUND (Off:1 Def:3),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Right Center,,,,221.0,4.0,3.0,1.0,,,,,,,,,,,,,
223,PT06M26.00S,2026-03-16T02:43:36.3Z,2,REGULAR,turnover,lost ball,[],1641729,,,1610612762,37,37,2026-03-16T03:01:05Z,2180000,False,,,0,,B. Sensabaugh lost ball TURNOVER (1 TO),"[1641729, 1642363]",1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Clifford,1642363.0,,,
224,PT06M26.00S,2026-03-16T02:43:36.3Z,2,REGULAR,steal,,[],1642363,,,1610612758,37,37,2026-03-16T02:53:12Z,2190000,False,,,0,,N. Clifford STEAL (1 STL),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
225,PT06M22.00S,2026-03-16T02:43:44.0Z,2,REGULAR,foul,offensive,[],1642363,,,1610612758,37,37,2026-03-16T02:43:57Z,2200000,False,,,0,,N. Clifford charge offensive FOUL (2 PF),"[1642363, 1641989]",1610612758.0,SAC,charge,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,2.0,0.0,Harkless,1641989.0,,,,,,
227,PT06M22.00S,2026-03-16T02:43:44.0Z,2,REGULAR,turnover,offensive foul,[],1642363,,,1610612758,37,37,2026-03-16T02:43:44Z,2220000,False,,,0,,N. Clifford offensive foul TURNOVER (1 TO),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,,,,,1.0,,,,,
228,PT06M22.00S,2026-03-16T02:44:00.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,37,37,2026-03-16T02:44:00Z,2230000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT06M06.00S,2026-03-16T02:47:17.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1643158,18.2161629434954,94.6078431372549,1610612762,37,37,2026-03-16T02:47:22Z,2240000,False,-223.0,119.0,1,left,MISS A. Garcia 25' 3PT,[1643158],1610612762.0,UTA,,,,Garcia,A. Garcia,,,,,Above the Break 3,24+ Left Center,25.26,Missed,,,,,,,,,,,,,,,,,,
230,PT06M03.00S,2026-03-16T02:47:20.5Z,2,REGULAR,rebound,offensive,[],1631131,,,1610612762,37,37,2026-03-16T02:47:22Z,2250000,False,,,0,,O. Tshiebwe REBOUND (Off:2 Def:3),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Above the Break 3,24+ Left Center,,,,229.0,5.0,3.0,2.0,,,,,,,,,,,,,
231,PT05M58.00S,2026-03-16T02:47:26.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1641989,19.793035479632064,50.0,1610612762,37,37,2026-03-16T02:47:31Z,2260000,False,0.0,134.0,1,left,MISS E. Harkless 13' pullup Shot,[1641989],1610612762.0,UTA,pullup,,,Harkless,E. Harkless,,,,,In The Paint (Non-RA),8-16 Center,13.36,Missed,,,,,,,,,,,,,,,,,,
232,PT05M54.00S,2026-03-16T02:47:30.0Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,37,37,2026-03-16T02:47:31Z,2270000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:7),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,231.0,7.0,7.0,0.0,,,,,,,,,,,,,
233,PT05M46.00S,2026-03-16T02:47:38.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.2910643889619,39.21568627450981,1610612758,39,37,2026-03-16T02:47:42Z,2280000,False,-54.0,123.0,1,right,D. DeRozan 13' turnaround Jump Shot (14 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,13.47,Made,14.0,,,,,,,,,,,,,,,,,
234,PT05M35.00S,2026-03-16T02:47:48.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631131,6.389618922470433,46.32352941176471,1610612762,39,39,2026-03-16T02:47:54Z,2290000,False,18.0,8.0,1,left,O. Tshiebwe Layup (4 PTS) (B. Mbeng 1 AST),"[1631131, 1643016]",1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,Restricted Area,0-8 Center,1.99,Made,4.0,,,,,,,,,,,,,,,B. Mbeng,1643016.0,1.0
236,PT05M14.00S,2026-03-16T02:48:10.9Z,2,REGULAR,turnover,bad pass,[],201942,,,1610612758,39,39,2026-03-16T02:48:14Z,2310000,False,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 1631131]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Tshiebwe,1631131.0,,,
237,PT05M14.00S,2026-03-16T02:48:10.9Z,2,REGULAR,steal,,[],1631131,,,1610612762,39,39,2026-03-16T02:48:12Z,2320000,False,,,0,,O. Tshiebwe STEAL (1 STL),[1631131],1610612762.0,UTA,,,,Tshiebwe,O. Tshiebwe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
238,PT05M08.00S,2026-03-16T02:48:15.9Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1643158,7.046649145860711,49.50980392156863,1610612762,39,39,2026-03-16T02:48:33Z,2330000,False,2.0,14.0,1,left,MISS A. Garcia running DUNK,[1643158],1610612762.0,UTA,running,,,Garcia,A. Garcia,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
239,PT05M05.00S,2026-03-16T02:48:18.9Z,2,REGULAR,rebound,offensive,[],1641729,,,1610612762,39,39,2026-03-16T02:48:33Z,2340000,False,,,0,,B. Sensabaugh REBOUND (Off:2 Def:0),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Restricted Area,0-8 Center,,,,238.0,2.0,0.0,2.0,,,,,,,,,,,,,
240,PT05M04.00S,2026-03-16T02:48:22.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1641729,30.436925098554536,29.166666666666668,1610612762,39,39,2026-03-16T02:59:05Z,2350000,False,104.0,234.0,1,left,MISS B. Sensabaugh 25' pullup 3PT,[1641729],1610612762.0,UTA,pullup,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
241,PT05M00.00S,2026-03-16T02:48:26.6Z,2,REGULAR,rebound,offensive,[],1641729,,,1610612762,39,39,2026-03-16T02:59:05Z,2360000,False,,,0,,B. Sensabaugh REBOUND (Off:3 Def:0),[1641729],1610612762.0,UTA,,,,Sensabaugh,B. Sensabaugh,,,,,Above the Break 3,24+ Right Center,,,,240.0,3.0,0.0,3.0,,,,,,,,,,,,,
