actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
90,PT04M44.00S,2026-01-17T03:24:08.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203897,6.1268068331143235,56.372549019607845,1610612758,22,20,2026-01-17T03:27:21Z,890000,False,-32.0,5.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 1642259]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,,,,,Sarr,1642259.0
96,PT04M44.00S,2026-01-17T03:24:08.5Z,1,REGULAR,block,,[],1642259,,,1610612758,22,20,2026-01-17T03:27:08Z,893750,False,,,0,,A. Sarr BLOCK (1 BLK),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
95,PT04M44.00S,2026-01-17T03:24:08.5Z,1,REGULAR,rebound,defensive,[],1642848,,,1610612764,22,20,2026-01-17T03:28:21Z,897500,False,,,0,,T. Johnson REBOUND (Off:0 Def:1),[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,90.0,,,,,,1.0,1.0,0.0,,,,,
92,PT04M44.00S,2026-01-17T03:24:25.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,22,20,2026-01-17T03:27:08Z,910000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M28.00S,2026-01-17T03:27:44.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,81.553876478318,56.372549019607845,1610612764,22,22,2026-01-17T03:28:16Z,930000,False,32.0,121.0,1,right,T. Johnson 12' driving floating Jump Shot (4 PTS) (A. Sarr 3 AST),"[1642848, 1642259]",1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),8-16 Center,12.5,Made,4.0,A. Sarr,1642259.0,3.0,,,,,,,,,,,,,,
99,PT04M11.00S,2026-01-17T03:28:02.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,5.601182654402102,54.41176470588235,1610612758,24,22,2026-01-17T03:28:09Z,950000,False,-22.0,0.0,1,left,D. Sabonis Layup (2 PTS) (Z. LaVine 1 AST),"[1627734, 203897]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,2.21,Made,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,,,,
100,PT03M56.00S,2026-01-17T03:28:16.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642259,82.07950065703022,63.23529411764706,1610612764,24,22,2026-01-17T03:28:25Z,960000,False,66.0,116.0,1,right,MISS A. Sarr 13' fadeaway Shot,[1642259],1610612764.0,WAS,fadeaway,,,Sarr,A. Sarr,,,,,In The Paint (Non-RA),8-16 Center,13.36,Missed,,,,,,,,,,,,,,,,,,
101,PT03M54.00S,2026-01-17T03:28:18.9Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,24,22,2026-01-17T03:28:25Z,970000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:1),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,100.0,,,,,,1.0,1.0,0.0,,,,,
102,PT03M51.00S,2026-01-17T03:28:22.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630173,6.1268068331143235,50.73529411764706,1610612758,26,22,2026-01-17T03:28:37Z,980000,False,-4.0,5.0,1,left,P. Achiuwa running DUNK (9 PTS) (D. Sabonis 1 AST),"[1630173, 1627734]",1610612758.0,SAC,running,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,0.63,Made,9.0,D. Sabonis,1627734.0,1.0,,,,,,,,,,,,,,
105,PT03M28.00S,2026-01-17T03:28:56.7Z,1,REGULAR,2pt,Jump Shot,[],1642848,77.4802890932983,48.529411764705884,1610612764,26,22,2026-01-17T03:54:12Z,1010000,False,-7.0,159.0,1,right,MISS T. Johnson 15' pullup Shot,[1642848],1610612764.0,WAS,pullup,,,Johnson,T. Johnson,,,,,Mid-Range,8-16 Center,15.94,Missed,,,,,,,,,,,,,,,,,,
106,PT03M25.00S,2026-01-17T03:28:59.7Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,26,22,2026-01-17T03:54:12Z,1020000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,105.0,,,,,,1.0,1.0,0.0,,,,,
107,PT03M07.00S,2026-01-17T03:29:05.4Z,1,REGULAR,3pt,Jump Shot,[],201566,27.283180026281208,77.94117647058823,1610612758,29,22,2026-01-17T03:30:41Z,1030000,False,-140.0,204.0,1,left,R. Westbrook 24' 3PT pullup (6 PTS) (N. Clifford 1 AST),"[201566, 1642363]",1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,24.72,Made,6.0,N. Clifford,1642363.0,1.0,,,,,,,,,,,,,,
108,PT03M03.00S,2026-01-17T03:29:20.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,29,22,2026-01-17T03:29:20Z,1040000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,out,[],203897,,,1610612764,29,22,2026-01-17T03:30:49Z,1050000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,out,[],1630173,,,1610612764,29,22,2026-01-17T03:30:49Z,1060000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,out,[],201566,,,1610612764,29,22,2026-01-17T03:30:49Z,1070000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,out,[],1642848,,,1610612764,29,22,2026-01-17T03:30:49Z,1080000,False,,,0,,SUB out: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,out,[],1642259,,,1610612764,29,22,2026-01-17T03:30:49Z,1090000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,in,[],1642928,,,1610612764,29,22,2026-01-17T03:30:49Z,1100000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,in,[],203471,,,1610612764,29,22,2026-01-17T03:30:49Z,1110000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,in,[],1628370,,,1610612764,29,22,2026-01-17T03:30:49Z,1120000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,in,[],1628963,,,1610612764,29,22,2026-01-17T03:30:49Z,1130000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M03.00S,2026-01-17T03:30:07.3Z,1,REGULAR,substitution,in,[],1642358,,,1610612764,29,22,2026-01-17T03:30:49Z,1140000,False,,,0,,SUB in: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M56.00S,2026-01-17T03:31:02.8Z,1,REGULAR,3pt,Jump Shot,[],1642860,67.7562417871222,66.42156862745098,1610612764,29,22,2026-01-17T03:31:08Z,1150000,False,82.0,251.0,1,right,MISS W. Riley 26' 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,26.37,Missed,,,,,,,,,,,,,,,,,,
122,PT02M53.00S,2026-01-17T03:31:05.8Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,29,22,2026-01-17T03:31:08Z,1160000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:2),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,121.0,,,,,,2.0,2.0,0.0,,,,,
123,PT02M47.00S,2026-01-17T03:31:11.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,5.206964520367937,51.470588235294116,1610612758,31,22,2026-01-17T03:31:18Z,1170000,False,-7.0,-4.0,1,left,D. Sabonis cutting DUNK (4 PTS) (M. Monk 1 AST),"[1627734, 1628370]",1610612758.0,SAC,cutting,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,0.82,Made,4.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
125,PT02M32.00S,2026-01-17T03:31:26.2Z,1,REGULAR,3pt,Jump Shot,[],1642358,90.3580814717477,97.05882352941177,1610612764,31,22,2026-01-17T03:31:45Z,1190000,False,235.0,38.0,1,right,MISS A. Johnson 3PT,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Right Corner 3,24+ Right,23.84,Missed,,,,,,,,,,,,,,,,,,
126,PT02M31.00S,2026-01-17T03:31:27.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,31,22,2026-01-17T03:31:45Z,1200000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,125.0,,,,,,,,,,,,,
127,PT02M31.00S,2026-01-17T03:31:40.2Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642860,,,1610612758,31,22,2026-01-17T03:31:57Z,1210000,False,,,0,,W. Riley loose ball personal FOUL (1 PF) (Sabonis 2 FT),"[1642860, 1627734]",1610612764.0,WAS,loose ball,,,Riley,W. Riley,,,,,Mid-Range,16-24 Center,,,,,,,,1627964.0,1.0,0.0,Sabonis,1627734.0,,,,,,,,
129,PT02M31.00S,2026-01-17T03:32:12.2Z,1,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,32,22,2026-01-17T03:32:12Z,1230000,False,,,0,,D. Sabonis Free Throw 1 of 2 (5 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
130,PT02M31.00S,2026-01-17T03:32:12.7Z,1,REGULAR,substitution,out,[],1642267,,,1610612758,32,22,2026-01-17T03:32:25Z,1240000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M31.00S,2026-01-17T03:32:12.7Z,1,REGULAR,substitution,out,[],1630551,,,1610612758,32,22,2026-01-17T03:32:25Z,1250000,False,,,0,,SUB out: J. Champagnie,[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M31.00S,2026-01-17T03:32:12.7Z,1,REGULAR,substitution,in,[],1642364,,,1610612758,32,22,2026-01-17T03:32:25Z,1260000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M31.00S,2026-01-17T03:32:12.7Z,1,REGULAR,substitution,in,[],1642273,,,1610612758,32,22,2026-01-17T03:32:25Z,1270000,False,,,0,,SUB in: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M31.00S,2026-01-17T03:32:34.0Z,1,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,33,22,2026-01-17T03:32:34Z,1280000,False,,,0,,D. Sabonis Free Throw 2 of 2 (6 PTS),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
135,PT02M10.00S,2026-01-17T03:32:56.3Z,1,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612764,33,22,2026-01-17T03:33:06Z,1290000,False,,,0,,D. Cardwell shooting personal FOUL (1 PF) (Watkins 2 FT),"[1642928, 1642364]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,1.0,0.0,Watkins,1642364.0,,,,,,,,
137,PT02M10.00S,2026-01-17T03:33:26.4Z,1,REGULAR,freethrow,1 of 2,[],1642364,,,1610612764,33,22,2026-01-17T03:34:04Z,1310000,False,,,0,,MISS J. Watkins Free Throw 1 of 2,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
138,PT02M10.00S,2026-01-17T03:33:26.4Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612764,33,22,2026-01-17T03:34:04Z,1320000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,
139,PT02M10.00S,2026-01-17T03:33:26.4Z,1,REGULAR,freethrow,2 of 2,[],1642364,,,1610612764,33,22,2026-01-17T03:34:04Z,1330000,False,,,0,,MISS J. Watkins Free Throw 2 of 2,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
140,PT02M08.00S,2026-01-17T03:33:28.4Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,33,22,2026-01-17T03:34:04Z,1340000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,139.0,,,,,,1.0,1.0,0.0,,,,,
141,PT01M56.00S,2026-01-17T03:34:07.2Z,1,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628963,,,1610612758,33,22,2026-01-17T03:34:17Z,1350000,False,,,0,,M. Bagley III defensive-3-second technical FOUL (1 Tech),[1628963],1610612764.0,WAS,defensive-3-second,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,202058.0,0.0,1.0,,,,,,,,,,
142,PT01M56.00S,2026-01-17T03:34:19.2Z,1,REGULAR,freethrow,1 of 1,[],1628370,,,1610612758,34,22,2026-01-17T03:34:19Z,1360000,False,,,0,,M. Monk technical Free Throw 1 of 1 (1 PTS),[1628370],1610612758.0,SAC,technical,,,Monk,M. Monk,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
143,PT01M48.00S,2026-01-17T03:34:45.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628963,,,1610612758,34,22,2026-01-17T03:34:53Z,1370000,False,,,0,,M. Bagley III shooting personal FOUL (1 PF) (Clifford 2 FT),"[1628963, 1642363]",1610612764.0,WAS,shooting,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627964.0,1.0,1.0,Clifford,1642363.0,,,,,,,,
145,PT01M48.00S,2026-01-17T03:35:10.0Z,1,REGULAR,freethrow,1 of 2,[],1642363,,,1610612758,35,22,2026-01-17T03:35:32Z,1390000,False,,,0,,N. Clifford Free Throw 1 of 2 (1 PTS),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
146,PT01M48.00S,2026-01-17T03:35:10.0Z,1,REGULAR,freethrow,2 of 2,[],1642363,,,1610612758,35,22,2026-01-17T03:35:32Z,1400000,False,,,0,,MISS N. Clifford Free Throw 2 of 2,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
147,PT01M43.00S,2026-01-17T03:35:15.0Z,1,REGULAR,rebound,defensive,[],1642273,,,1610612764,35,22,2026-01-17T03:35:32Z,1410000,False,,,0,,K. George REBOUND (Off:0 Def:1),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,146.0,,,,,,1.0,1.0,0.0,,,,,
148,PT01M27.00S,2026-01-17T03:35:48.9Z,1,REGULAR,turnover,out-of-bounds,[],1642860,,,1610612764,35,22,2026-01-17T03:36:04Z,1420000,False,,,0,,W. Riley lost ball out-of-bounds TURNOVER (1 TO),[1642860],1610612764.0,WAS,lost ball,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627964.0,,,,,,,,1.0,,,,
149,PT01M18.00S,2026-01-17T03:36:01.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1642928,5.601182654402102,48.529411764705884,1610612758,37,22,2026-01-17T03:36:38Z,1430000,False,7.0,0.0,1,left,D. Cardwell alley-oop DUNK (2 PTS) (D. Schröder 1 AST),"[1642928, 203471]",1610612758.0,SAC,alley-oop,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,0.74,Made,2.0,D. Schröder,203471.0,1.0,,,,,,,,,,,,,,
151,PT01M18.00S,2026-01-17T03:36:08.1Z,1,REGULAR,timeout,full,['team'],0,,,1610612764,37,22,2026-01-17T03:36:08Z,1450000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M02.00S,2026-01-17T03:37:53.5Z,1,REGULAR,3pt,Jump Shot,[],1642358,66.96780551905388,74.01960784313727,1610612764,37,22,2026-01-17T03:38:00Z,1480000,False,120.0,258.0,1,right,MISS A. Johnson 28' 3PT,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,Above the Break 3,24+ Right Center,28.46,Missed,,,,,,,,,,,,,,,,,,
155,PT00M59.80S,2026-01-17T03:37:55.7Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,37,22,2026-01-17T03:38:00Z,1490000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:3),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Right Center,,,,,,,154.0,,,,,,3.0,3.0,0.0,,,,,
156,PT00M54.20S,2026-01-17T03:38:01.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,28.728646517739815,75.24509803921569,1610612758,37,22,2026-01-17T03:38:25Z,1500000,False,-126.0,218.0,1,left,MISS M. Monk 25' pullup 3PT,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Above the Break 3,24+ Left Center,25.15,Missed,,,,,,,,,,,,,,,,,,
157,PT00M48.40S,2026-01-17T03:38:08.6Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,37,22,2026-01-17T03:38:08Z,1510000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Left Center,,,,,,,156.0,,,,,,2.0,1.0,1.0,,,,,
158,PT00M46.70S,2026-01-17T03:38:10.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642363,31.35676741130092,32.35294117647059,1610612758,37,22,2026-01-17T03:38:18Z,1520000,False,88.0,242.0,1,left,MISS N. Clifford 25' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,25.79,Missed,,,,,,,,,,,,,,,,,,
159,PT00M43.80S,2026-01-17T03:38:13.2Z,1,REGULAR,rebound,defensive,[],1642860,,,1610612764,37,22,2026-01-17T03:38:18Z,1530000,False,,,0,,W. Riley REBOUND (Off:0 Def:1),[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,,,,,,,158.0,,,,,,1.0,1.0,0.0,,,,,
160,PT00M34.60S,2026-01-17T03:38:22.4Z,1,REGULAR,3pt,Jump Shot,[],1642860,69.85873850197109,74.75490196078431,1610612764,37,22,2026-01-17T03:38:28Z,1540000,False,124.0,231.0,1,right,MISS W. Riley 26' 3PT,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
161,PT00M31.00S,2026-01-17T03:38:26.0Z,1,REGULAR,rebound,defensive,[],203471,,,1610612758,37,22,2026-01-17T03:38:28Z,1550000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Right Center,,,,,,,160.0,,,,,,1.0,1.0,0.0,,,,,
162,PT00M26.70S,2026-01-17T03:38:31.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642273,,,1610612758,37,22,2026-01-17T03:38:47Z,1560000,False,,,0,,K. George personal FOUL (2 PF) (Schröder 2 FT),"[1642273, 203471]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1627541.0,2.0,0.0,Schröder,203471.0,,,,,,,,
164,PT00M26.70S,2026-01-17T03:39:00.5Z,1,REGULAR,freethrow,1 of 2,[],203471,,,1610612758,38,22,2026-01-17T03:39:00Z,1580000,False,,,0,,D. Schröder Free Throw 1 of 2 (1 PTS),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
166,PT00M26.70S,2026-01-17T03:39:01.3Z,1,REGULAR,substitution,in,[],1642848,,,1610612758,38,22,2026-01-17T03:39:28Z,1600000,False,,,0,,SUB in: T. Johnson,[1642848],1610612764.0,WAS,,,,Johnson,T. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT00M26.70S,2026-01-17T03:39:01.3Z,1,REGULAR,substitution,out,[],1642364,,,1610612758,38,22,2026-01-17T03:52:55Z,1605000,False,,,0,,SUB out: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M26.70S,2026-01-17T03:39:29.6Z,1,REGULAR,freethrow,2 of 2,[],203471,,,1610612758,39,22,2026-01-17T03:39:29Z,1610000,False,,,0,,D. Schröder Free Throw 2 of 2 (2 PTS),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
168,PT00M10.10S,2026-01-17T03:39:45.5Z,1,REGULAR,3pt,Jump Shot,[],1642273,66.96780551905388,35.53921568627451,1610612764,39,22,2026-01-17T03:40:00Z,1620000,False,-72.0,258.0,1,right,MISS K. George 26' pullup 3PT,[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
169,PT00M04.60S,2026-01-17T03:39:51.0Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,39,22,2026-01-17T03:39:51Z,1630000,False,,,0,,D. Sabonis REBOUND (Off:0 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Above the Break 3,24+ Center,,,,,,,168.0,,,,,,4.0,4.0,0.0,,,,,
170,PT00M02.10S,2026-01-17T03:39:54.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1642928,6.258212877792378,50.98039215686274,1610612758,41,22,2026-01-17T03:40:20Z,1640000,False,-5.0,6.0,1,left,D. Cardwell running alley-oop DUNK (4 PTS) (M. Monk 2 AST),"[1642928, 1628370]",1610612758.0,SAC,running alley-oop,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,0.8,Made,4.0,M. Monk,1628370.0,2.0,,,,,,,,,,,,,,
174,PT00M00.00S,2026-01-17T03:40:29.0Z,1,REGULAR,period,end,[],0,,,1610612764,41,22,2026-01-17T03:40:29Z,1680000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2026-01-17T03:41:45.2Z,2,REGULAR,substitution,out,['startperiod'],1642358,,,1610612764,41,22,2026-01-17T03:42:44Z,1690000,False,,,0,,SUB out: A. Johnson,[1642358],1610612764.0,WAS,,,,Johnson,A. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2026-01-17T03:41:45.2Z,2,REGULAR,substitution,out,['startperiod'],1642273,,,1610612764,41,22,2026-01-17T03:42:44Z,1700000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2026-01-17T03:41:45.2Z,2,REGULAR,substitution,out,['startperiod'],1642860,,,1610612764,41,22,2026-01-17T03:42:44Z,1710000,False,,,0,,SUB out: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2026-01-17T03:41:45.2Z,2,REGULAR,substitution,in,['startperiod'],1642267,,,1610612764,41,22,2026-01-17T03:42:44Z,1720000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2026-01-17T03:41:45.2Z,2,REGULAR,substitution,in,['startperiod'],1642364,,,1610612764,41,22,2026-01-17T03:42:44Z,1730000,False,,,0,,SUB in: J. Watkins,[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2026-01-17T03:41:45.2Z,2,REGULAR,substitution,in,['startperiod'],1631103,,,1610612764,41,22,2026-01-17T03:42:44Z,1740000,False,,,0,,SUB in: M. Branham,[1631103],1610612764.0,WAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2026-01-17T03:42:49.4Z,2,REGULAR,period,start,[],0,,,1610612764,41,22,2026-01-17T03:42:49Z,1750000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
