actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
349,PT11M48.00S,2026-01-19T03:23:06.3Z,3,REGULAR,steal,,[],201942,,,1610612758,53,64,2026-01-19T03:23:08Z,3390000,False,,,0,,D. DeRozan STEAL (2 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
350,PT11M32.00S,2026-01-19T03:23:22.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,89.96386333771353,44.11764705882353,1610612758,55,64,2026-01-19T03:31:09Z,3400000,False,-29.0,42.0,1,right,R. Westbrook driving Layup (15 PTS),[201566],1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,5.11,Made,15.0,,,,,,,,,,,,,,,,,
351,PT11M17.00S,2026-01-19T03:23:39.8Z,3,REGULAR,foul,personal,[],201566,,,1610612757,55,64,2026-01-19T03:24:02Z,3410000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1641739]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,,,204059.0,1.0,0.0,Camara,1641739.0,,,,,,,,,,,,
353,PT11M04.00S,2026-01-19T03:24:06.5Z,3,REGULAR,3pt,Jump Shot,[],1631101,12.434296977660972,97.05882352941177,1610612757,55,67,2026-01-19T03:24:14Z,3430000,False,-235.0,64.0,1,left,S. Sharpe 24' 3PT step back (10 PTS),[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Left Corner 3,24+ Left,24.4,Made,10.0,,,,,,,,,,,,,,,,,
354,PT10M46.00S,2026-01-19T03:24:24.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,81.2910643889619,48.03921568627451,1610612758,55,67,2026-01-19T03:24:41Z,3440000,False,-10.0,123.0,1,right,MISS D. DeRozan 12' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,12.38,Missed,,,,,,,,,,,,,,,,,,
355,PT10M44.00S,2026-01-19T03:24:26.8Z,3,REGULAR,rebound,offensive,[],201942,,,1610612758,55,67,2026-01-19T03:32:33Z,3450000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,354.0,1.0,0.0,1.0,,,,,,,,
356,PT10M41.00S,2026-01-19T03:24:33.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203897,70.77858081471747,14.705882352941178,1610612758,58,67,2026-01-19T03:33:15Z,3460000,False,-176.0,222.0,1,right,Z. LaVine 28' 3PT pullup (11 PTS) (D. DeRozan 3 AST),"[203897, 201942]",1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,28.38,Made,11.0,,,,,,,,,,D. DeRozan,201942.0,3.0,,,,,
358,PT10M30.00S,2026-01-19T03:24:43.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,10.463206307490145,47.05882352941176,1610612757,58,69,2026-01-19T03:24:58Z,3480000,False,15.0,46.0,1,left,S. Sharpe driving Layup (12 PTS),[1631101],1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,4.82,Made,12.0,,,,,,,,,,,,,,,,,
359,PT10M30.00S,2026-01-19T03:24:47.4Z,3,REGULAR,foul,personal,['1freethrow'],1630173,,,1610612757,58,69,2026-01-19T03:24:56Z,3490000,False,,,0,,P. Achiuwa shooting personal FOUL (3 PF) (Sharpe 1 FT),"[1630173, 1631101]",1610612758.0,SAC,shooting,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,,1627526.0,3.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,
361,PT10M30.00S,2026-01-19T03:25:06.7Z,3,REGULAR,freethrow,1 of 1,[],1631101,,,1610612757,58,70,2026-01-19T03:25:06Z,3510000,False,,,0,,S. Sharpe Free Throw 1 of 1 (13 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
362,PT10M14.00S,2026-01-19T03:25:27.2Z,3,REGULAR,foul,personal,[],1631321,,,1610612758,58,70,2026-01-19T03:25:56Z,3520000,False,,,0,,S. Cissoko personal FOUL (3 PF),"[1631321, 1630173]",1610612757.0,POR,,,,Cissoko,S. Cissoko,,,,,Above the Break 3,24+ Left Center,,,,204059.0,3.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,
364,PT10M07.00S,2026-01-19T03:25:46.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,89.43823915900131,39.46078431372549,1610612758,58,70,2026-01-19T03:34:10Z,3540000,False,-53.0,47.0,1,right,MISS M. Raynaud 7' driving floating bank Shot,[1642875],1610612758.0,SAC,driving floating bank,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,7.05,Missed,,,,,,,,,,,,,,,,,,
365,PT10M06.00S,2026-01-19T03:25:47.5Z,3,REGULAR,rebound,defensive,[],1642270,,,1610612757,58,70,2026-01-19T03:34:40Z,3550000,False,,,0,,D. Clingan REBOUND (Off:1 Def:8),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,364.0,9.0,8.0,1.0,,,,,,,,
368,PT10M00.00S,2026-01-19T03:25:58.6Z,3,REGULAR,foul,personal,[],203897,,,1610612757,58,70,2026-01-19T03:26:15Z,3580000,False,,,0,,Z. LaVine personal FOUL (2 PF),"[203897, 1631101]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,,,,204059.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,
370,PT09M49.00S,2026-01-19T03:26:23.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1641739,7.440867279894875,51.9607843137255,1610612757,58,72,2026-01-19T03:35:14Z,3600000,False,-10.0,17.0,1,left,T. Camara driving Layup (17 PTS) (D. Clingan 3 AST),"[1641739, 1642270]",1610612757.0,POR,driving,,,Camara,T. Camara,,,,,Restricted Area,0-8 Center,2.0,Made,17.0,,,,,,,,,,D. Clingan,1642270.0,3.0,,,,,
372,PT09M32.00S,2026-01-19T03:26:40.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201566,88.51839684625493,43.38235294117647,1610612758,60,72,2026-01-19T03:26:46Z,3620000,False,-33.0,55.0,1,right,R. Westbrook 6' driving Layup (17 PTS) (D. DeRozan 4 AST),"[201566, 201942]",1610612758.0,SAC,driving,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,6.45,Made,17.0,,,,,,,,,,D. DeRozan,201942.0,4.0,,,,,
374,PT09M18.00S,2026-01-19T03:26:55.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1642270,10.33180026281209,47.30392156862745,1610612757,60,74,2026-01-19T03:36:06Z,3640000,False,13.0,45.0,1,left,D. Clingan DUNK (6 PTS) (D. Avdija 6 AST),"[1642270, 1630166]",1610612757.0,POR,,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,4.66,Made,6.0,,,,,,,,,,D. Avdija,1630166.0,6.0,,,,,
376,PT09M16.00S,2026-01-19T03:27:00.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,60,74,2026-01-19T03:27:00Z,3660000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M13.00S,2026-01-19T03:30:01.4Z,3,REGULAR,foul,personal,[],1641739,,,1610612758,60,74,2026-01-19T03:30:15Z,3670000,False,,,0,,T. Camara personal FOUL (2 PF),"[1641739, 201942]",1610612757.0,POR,,,,Camara,T. Camara,,,,,In The Paint (Non-RA),8-16 Left,,,,200833.0,2.0,0.0,DeRozan,201942.0,,,,,,,,,,,,
379,PT08M57.00S,2026-01-19T03:30:28.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630173,86.81011826544021,51.225490196078425,1610612758,62,74,2026-01-19T03:30:40Z,3690000,False,6.0,71.0,1,right,P. Achiuwa 7' DUNK (4 PTS) (D. DeRozan 5 AST),"[1630173, 201942]",1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,7.18,Made,4.0,,,,,,,,,,D. DeRozan,201942.0,5.0,,,,,
381,PT08M45.00S,2026-01-19T03:30:41.0Z,3,REGULAR,3pt,Jump Shot,[],1631101,28.991458607095925,81.86274509803921,1610612757,62,74,2026-01-19T03:30:46Z,3710000,False,-159.0,220.0,1,left,MISS S. Sharpe 27' 3PT,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,27.16,Missed,,,,,,,,,,,,,,,,,,
382,PT08M44.00S,2026-01-19T03:30:42.0Z,3,REGULAR,rebound,defensive,[],1642875,,,1610612758,62,74,2026-01-19T03:37:14Z,3720000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:4),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,,,,,,,,,381.0,5.0,4.0,1.0,,,,,,,,
383,PT08M38.00S,2026-01-19T03:30:47.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201566,91.40932982917214,98.77450980392157,1610612758,62,74,2026-01-19T03:37:40Z,3730000,False,244.0,28.0,1,right,MISS R. Westbrook 24' running pullup 3PT,[201566],1610612758.0,SAC,running pullup,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,24.55,Missed,,,,,,,,,,,,,,,,,,
384,PT08M37.00S,2026-01-19T03:30:48.4Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612757,62,74,2026-01-19T03:39:30Z,3740000,False,,,0,,D. Avdija REBOUND (Off:1 Def:5),[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,Right Corner 3,24+ Right,,,,,,,,,383.0,6.0,5.0,1.0,,,,,,,,
385,PT08M29.00S,2026-01-19T03:30:55.9Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630166,8.754927726675426,50.49019607843137,1610612757,62,76,2026-01-19T03:41:10Z,3750000,False,-2.0,30.0,1,left,D. Avdija running Layup (22 PTS),[1630166],1610612757.0,POR,running,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.99,Made,22.0,,,,,,,,,,,,,,,,,
386,PT08M13.00S,2026-01-19T03:31:12.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,82.7365308804205,54.65686274509803,1610612758,64,76,2026-01-19T03:31:19Z,3760000,False,23.0,110.0,1,right,M. Raynaud 11' floating Jump Shot (6 PTS) (R. Westbrook 3 AST),"[1642875, 201566]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,11.22,Made,6.0,,,,,,,,,,R. Westbrook,201566.0,3.0,,,,,
388,PT08M02.00S,2026-01-19T03:31:25.7Z,3,REGULAR,foul,personal,['2freethrow'],1642875,,,1610612757,64,76,2026-01-19T03:31:43Z,3780000,False,,,0,,M. Raynaud shooting personal FOUL (2 PF) (Sharpe 2 FT),"[1642875, 1631101]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,200833.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,
390,PT08M02.00S,2026-01-19T03:32:01.3Z,3,REGULAR,freethrow,1 of 2,[],1631101,,,1610612757,64,77,2026-01-19T03:32:27Z,3800000,False,,,0,,S. Sharpe Free Throw 1 of 2 (14 PTS),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
391,PT08M02.00S,2026-01-19T03:32:02.1Z,3,REGULAR,substitution,out,[],1642875,,,1610612757,64,77,2026-01-19T03:32:08Z,3810000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
392,PT08M02.00S,2026-01-19T03:32:02.1Z,3,REGULAR,substitution,in,[],1642928,,,1610612757,64,77,2026-01-19T03:32:08Z,3820000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT08M02.00S,2026-01-19T03:32:01.3Z,3,REGULAR,freethrow,2 of 2,[],1631101,,,1610612757,64,77,2026-01-19T03:32:27Z,3830000,False,,,0,,MISS S. Sharpe Free Throw 2 of 2,[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
394,PT08M01.00S,2026-01-19T03:32:02.3Z,3,REGULAR,rebound,defensive,[],1642928,,,1610612758,64,77,2026-01-19T03:40:40Z,3840000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:2),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,393.0,2.0,2.0,0.0,,,,,,,,
395,PT07M41.00S,2026-01-19T03:32:40.4Z,3,REGULAR,2pt,Jump Shot,[],201942,82.86793692509855,27.205882352941174,1610612758,64,77,2026-01-19T03:33:28Z,3850000,False,-114.0,109.0,1,right,MISS D. DeRozan 15' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,15.74,Missed,,,,,,,,,,,,,,,,,,
396,PT07M39.00S,2026-01-19T03:32:42.4Z,3,REGULAR,rebound,defensive,[],1631101,,,1610612757,64,77,2026-01-19T03:32:51Z,3860000,False,,,0,,S. Sharpe REBOUND (Off:1 Def:3),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,,,,,,395.0,4.0,3.0,1.0,,,,,,,,
397,PT07M38.00S,2026-01-19T03:32:46.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631101,10.068988173455978,45.34313725490196,1610612757,64,77,2026-01-19T03:41:58Z,3870000,False,23.0,42.0,1,left,MISS S. Sharpe running Layup,[1631101],1610612757.0,POR,running,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,,,,,,,,,,
398,PT07M37.00S,2026-01-19T03:32:47.3Z,3,REGULAR,rebound,defensive,[],1642928,,,1610612758,64,77,2026-01-19T03:41:58Z,3880000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:3),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,397.0,3.0,3.0,0.0,,,,,,,,
399,PT07M26.00S,2026-01-19T03:32:55.6Z,3,REGULAR,3pt,Jump Shot,[],201942,90.48948751642575,2.450980392156863,1610612758,64,77,2026-01-19T03:33:18Z,3890000,False,-238.0,37.0,1,right,MISS D. DeRozan 24' 3PT,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,24.05,Missed,,,,,,,,,,,,,,,,,,
400,PT07M23.00S,2026-01-19T03:32:58.6Z,3,REGULAR,rebound,offensive,[],1642928,,,1610612758,64,77,2026-01-19T03:33:18Z,3900000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:3),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Left Corner 3,24+ Left,,,,,,,,,399.0,4.0,3.0,1.0,,,,,,,,
401,PT07M21.00S,2026-01-19T03:33:00.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201566,84.97043363994744,97.05882352941177,1610612758,64,77,2026-01-19T03:33:20Z,3910000,False,235.0,89.0,1,right,MISS R. Westbrook 25' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,25.15,Missed,,,,,,,,,,,,,,,,,,
402,PT07M19.00S,2026-01-19T03:33:03.3Z,3,REGULAR,rebound,offensive,[],1642928,,,1610612758,64,77,2026-01-19T03:33:03Z,3920000,False,,,0,,D. Cardwell REBOUND (Off:2 Def:3),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Right Corner 3,24+ Right,,,,,,,,,401.0,5.0,3.0,2.0,,,,,,,,
403,PT07M10.00S,2026-01-19T03:33:12.2Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201566,83.26215505913272,98.2843137254902,1610612758,67,77,2026-01-19T03:33:22Z,3930000,False,241.0,105.0,1,right,R. Westbrook 26' 3PT  (20 PTS) (P. Achiuwa 2 AST),"[201566, 1630173]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,26.32,Made,20.0,,,,,,,,,,P. Achiuwa,1630173.0,2.0,,,,,
405,PT06M55.00S,2026-01-19T03:33:28.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1642270,10.068988173455978,53.18627450980392,1610612757,67,79,2026-01-19T03:33:37Z,3950000,False,-16.0,42.0,1,left,D. Clingan cutting Layup (8 PTS) (D. Avdija 7 AST),"[1642270, 1630166]",1610612757.0,POR,cutting,,,Clingan,D. Clingan,,,,,In The Paint (Non-RA),0-8 Center,4.5,Made,8.0,,,,,,,,,,D. Avdija,1630166.0,7.0,,,,,
407,PT06M55.00S,2026-01-19T03:33:31.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642928,,,1610612757,67,79,2026-01-19T03:33:45Z,3970000,False,,,0,,D. Cardwell shooting personal FOUL (3 PF) (Clingan 1 FT),"[1642928, 1642270]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,1627526.0,3.0,0.0,Clingan,1642270.0,,,,,,,,,,,,
409,PT06M55.00S,2026-01-19T03:33:46.0Z,3,REGULAR,substitution,out,[],1630173,,,1610612757,67,79,2026-01-19T03:34:08Z,3990000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M55.00S,2026-01-19T03:33:46.0Z,3,REGULAR,substitution,in,[],1627734,,,1610612757,67,79,2026-01-19T03:34:08Z,4000000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT06M55.00S,2026-01-19T03:34:11.8Z,3,REGULAR,freethrow,1 of 1,[],1642270,,,1610612757,67,80,2026-01-19T03:34:11Z,4010000,False,,,0,,D. Clingan Free Throw 1 of 1 (9 PTS),[1642270],1610612757.0,POR,,,,Clingan,D. Clingan,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
412,PT06M40.00S,2026-01-19T03:34:33.4Z,3,REGULAR,3pt,Jump Shot,[],203897,69.59592641261499,80.14705882352942,1610612758,70,80,2026-01-19T03:34:39Z,4020000,False,151.0,233.0,1,right,Z. LaVine 27' 3PT  (14 PTS) (R. Westbrook 4 AST),"[203897, 201566]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,27.77,Made,14.0,,,,,,,,,,R. Westbrook,201566.0,4.0,,,,,
414,PT06M28.00S,2026-01-19T03:34:45.3Z,3,REGULAR,3pt,Jump Shot,[],1631101,18.347568988173457,94.85294117647058,1610612757,70,80,2026-01-19T03:44:32Z,4040000,False,-224.0,120.0,1,left,MISS S. Sharpe 25' step back 3PT,[1631101],1610612757.0,POR,step back,,,Sharpe,S. Sharpe,,,,,Above the Break 3,24+ Left Center,25.44,Missed,,,,,,,,,,,,,,,,,,
415,PT06M26.00S,2026-01-19T03:34:47.3Z,3,REGULAR,rebound,defensive,[],1642928,,,1610612758,70,80,2026-01-19T03:34:56Z,4050000,False,,,0,,D. Cardwell REBOUND (Off:2 Def:4),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,414.0,6.0,4.0,2.0,,,,,,,,
417,PT06M23.00S,2026-01-19T03:35:08.1Z,3,REGULAR,foul,offensive,['inpenalty'],1627734,,,1610612758,70,80,2026-01-19T03:35:17Z,4070000,False,,,0,,D. Sabonis offensive FOUL (2 PF),"[1627734, 1631101]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,200833.0,2.0,0.0,Sharpe,1631101.0,,,,,,,,,,,,
419,PT06M23.00S,2026-01-19T03:35:08.1Z,3,REGULAR,turnover,offensive foul,[],1627734,,,1610612758,70,80,2026-01-19T03:35:08Z,4090000,False,,,0,,D. Sabonis offensive foul TURNOVER (3 TO),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Right Center,,,,200833.0,,,,,,,,,,,,3.0,,,,
420,PT06M08.00S,2026-01-19T03:35:38.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631101,8.09789750328515,53.92156862745098,1610612757,70,82,2026-01-19T03:45:43Z,4100000,False,-20.0,24.0,1,left,S. Sharpe driving Layup (16 PTS) (T. Camara 2 AST),"[1631101, 1641739]",1610612757.0,POR,driving,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,3.07,Made,16.0,,,,,,,,,,T. Camara,1641739.0,2.0,,,,,
422,PT05M56.00S,2026-01-19T03:35:50.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.9993429697766,50.49019607843137,1610612758,72,82,2026-01-19T03:46:09Z,4120000,False,2.0,107.0,1,right,D. DeRozan 10' driving floating Jump Shot (5 PTS),[201942],1610612758.0,SAC,driving floating,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,10.73,Made,5.0,,,,,,,,,,,,,,,,,
423,PT05M45.00S,2026-01-19T03:36:01.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631101,14.931011826544022,49.01960784313725,1610612757,72,84,2026-01-19T03:46:29Z,4130000,False,5.0,88.0,1,left,S. Sharpe 8' driving floating Jump Shot (18 PTS) (D. Avdija 8 AST),"[1631101, 1630166]",1610612757.0,POR,driving floating,,,Sharpe,S. Sharpe,,,,,In The Paint (Non-RA),8-16 Center,8.8,Made,18.0,,,,,,,,,,D. Avdija,1630166.0,8.0,,,,,
425,PT05M22.00S,2026-01-19T03:36:24.6Z,3,REGULAR,2pt,Jump Shot,[],203897,78.40013140604468,69.36274509803921,1610612758,74,84,2026-01-19T03:46:50Z,4150000,False,97.0,151.0,1,right,Z. LaVine 17' step back Jump Shot (16 PTS),[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,17.89,Made,16.0,,,,,,,,,,,,,,,,,
426,PT05M21.00S,2026-01-19T03:36:35.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,74,84,2026-01-19T03:36:35Z,4160000,False,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT05M21.00S,2026-01-19T03:38:47.6Z,3,REGULAR,substitution,out,[],1630166,,,1610612757,74,84,2026-01-19T03:39:11Z,4170000,False,,,0,,SUB out: D. Avdija,[1630166],1610612757.0,POR,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,,,,,,,,,
430,PT05M21.00S,2026-01-19T03:38:47.6Z,3,REGULAR,substitution,in,[],1631126,,,1610612757,74,84,2026-01-19T03:39:11Z,4180000,False,,,0,,SUB in: C. Love,[1631126],1610612757.0,POR,,,,Love,C. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M08.00S,2026-01-19T03:39:41.6Z,3,REGULAR,turnover,palming,[],1631101,,,1610612757,74,84,2026-01-19T03:39:55Z,4190000,False,,,0,,S. Sharpe palming TURNOVER (3 TO),[1631101],1610612757.0,POR,,,,Sharpe,S. Sharpe,,,,,Mid-Range,8-16 Left,,,,204059.0,,,,,,,,,,,,3.0,,,,
432,PT04M52.00S,2026-01-19T03:40:08.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203897,92.72339027595268,98.0392156862745,1610612758,74,84,2026-01-19T03:40:37Z,4200000,False,240.0,16.0,1,right,MISS Z. LaVine 24' 3PT,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,24.07,Missed,,,,,,,,,,,,,,,,,,
433,PT04M49.00S,2026-01-19T03:40:11.8Z,3,REGULAR,rebound,offensive,[],1627734,,,1610612758,74,84,2026-01-19T03:40:11Z,4210000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Right Corner 3,24+ Right,,,,,,,,,432.0,6.0,4.0,2.0,,,,,,,,
434,PT04M44.00S,2026-01-19T03:40:15.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642928,86.41590013140605,49.754901960784316,1610612758,76,84,2026-01-19T03:47:54Z,4220000,False,-1.0,75.0,1,right,D. Cardwell 7' driving Hook (6 PTS) (D. Sabonis 2 AST),"[1642928, 1627734]",1610612758.0,SAC,driving,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,6.0,,,,,,,,,,D. Sabonis,1627734.0,2.0,,,,,
435,PT04M31.00S,2026-01-19T03:40:29.4Z,3,REGULAR,turnover,lost ball,[],1631126,,,1610612757,76,84,2026-01-19T03:40:46Z,4230000,False,,,0,,C. Love lost ball TURNOVER (1 TO),"[1631126, 201566]",1610612757.0,POR,,,,Love,C. Love,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,,,Westbrook,201566.0
436,PT04M31.00S,2026-01-19T03:40:29.4Z,3,REGULAR,steal,,[],201566,,,1610612758,76,84,2026-01-19T03:40:32Z,4240000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
437,PT04M27.00S,2026-01-19T03:40:33.1Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612758,76,84,2026-01-19T03:40:49Z,4250000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1631101]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,2.0,,,Sharpe,1631101.0
