actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
82,PT05M14.00S,2026-04-06T01:22:59.2Z,1,REGULAR,freethrow,2 of 3,[],202695,,,1610612746,17,22,2026-04-06T01:22:59Z,800000,False,,,0,,K. Leonard Free Throw 2 of 3 (10 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
83,PT05M14.00S,2026-04-06T01:23:18.4Z,1,REGULAR,freethrow,3 of 3,[],202695,,,1610612746,17,23,2026-04-06T01:23:18Z,810000,False,,,0,,K. Leonard Free Throw 3 of 3 (11 PTS),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
84,PT04M59.00S,2026-04-06T01:23:33.7Z,1,REGULAR,3pt,Jump Shot,[],1631342,89.43823915900131,98.0392156862745,1610612758,17,23,2026-04-06T01:23:38Z,820000,False,240.0,47.0,1,right,MISS D. Plowden 24' 3PT,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Right Corner 3,24+ Right,24.47,Missed,,,,,,,,,,,,,,,,,,
85,PT04M57.00S,2026-04-06T01:23:35.7Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,17,23,2026-04-06T01:23:38Z,830000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,
86,PT04M51.00S,2026-04-06T01:23:43.2Z,1,REGULAR,2pt,Hook,['2ndchance'],1630173,92.32917214191852,31.61764705882353,1610612758,19,23,2026-04-06T01:24:13Z,840000,False,-92.0,20.0,1,right,P. Achiuwa 9' turnaround Hook (4 PTS),[1630173],1610612758.0,SAC,turnaround,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,9.4,Made,,,,,4.0,,,,,,,,,,,,,
87,PT04M34.00S,2026-04-06T01:23:59.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,10.33180026281209,36.51960784313725,1610612746,19,23,2026-04-06T01:24:33Z,850000,False,67.0,45.0,1,left,MISS K. Leonard 8' driving floating Shot,[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),0-8 Center,8.08,Missed,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2026-04-06T01:24:02.8Z,1,REGULAR,rebound,offensive,[],1628381,,,1610612746,19,23,2026-04-06T01:24:33Z,860000,False,,,0,,J. Collins REBOUND (Off:1 Def:0),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,87.0,1.0,0.0,1.0,,,,,,,,,,,,,,
89,PT04M31.00S,2026-04-06T01:24:03.1Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628381,10.5946123521682,40.931372549019606,1610612746,19,25,2026-04-06T01:24:07Z,870000,False,45.0,47.0,1,left,J. Collins 6' Hook (2 PTS),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,2.0,,,,,,,,,,,,,
90,PT04M20.00S,2026-04-06T01:24:13.0Z,1,REGULAR,turnover,bad pass,[],1628370,,,1610612758,19,25,2026-04-06T01:24:16Z,880000,False,,,0,,M. Monk bad pass TURNOVER (2 TO),"[1628370, 1628381]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,2.0,Collins,1628381.0
91,PT04M20.00S,2026-04-06T01:24:13.0Z,1,REGULAR,steal,,[],1628381,,,1610612746,19,25,2026-04-06T01:27:38Z,890000,False,,,0,,J. Collins STEAL (1 STL),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
92,PT04M09.00S,2026-04-06T01:24:23.7Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629636,13.485545335085414,62.745098039215684,1610612746,19,27,2026-04-06T01:24:28Z,900000,False,-64.0,74.0,1,left,D. Garland 9' fadeaway Jump Shot (5 PTS),[1629636],1610612746.0,LAC,fadeaway,,,Garland,D. Garland,,,,,In The Paint (Non-RA),8-16 Left,9.79,Made,,,,,5.0,,,,,,,,,,,,,
93,PT03M54.00S,2026-04-06T01:24:39.6Z,1,REGULAR,3pt,Jump Shot,[],1630165,73.80091984231275,83.82352941176471,1610612758,19,27,2026-04-06T01:24:43Z,910000,False,169.0,194.0,1,right,MISS K. Hayes 25' 3PT,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,25.72,Missed,,,,,,,,,,,,,,,,,,
94,PT03M51.00S,2026-04-06T01:24:42.5Z,1,REGULAR,rebound,defensive,[],202695,,,1610612746,19,27,2026-04-06T01:24:42Z,920000,False,,,0,,K. Leonard REBOUND (Off:0 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Right Center,,,93.0,2.0,2.0,0.0,,,,,,,,,,,,,,
95,PT03M44.00S,2026-04-06T01:24:52.1Z,1,REGULAR,foul,personal,[],1631342,,,1610612746,19,27,2026-04-06T01:25:16Z,930000,False,,,0,,D. Plowden personal FOUL (1 PF),"[1631342, 202695]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Mid-Range,8-16 Left,,,,,,,,201638.0,1.0,0.0,Leonard,202695.0,,,,,,,,
97,PT03M44.00S,2026-04-06T01:25:20.5Z,1,REGULAR,substitution,out,[],1630173,,,1610612746,19,27,2026-04-06T01:25:32Z,950000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M44.00S,2026-04-06T01:25:20.5Z,1,REGULAR,substitution,out,[],1642875,,,1610612746,19,27,2026-04-06T01:25:32Z,960000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M44.00S,2026-04-06T01:25:20.5Z,1,REGULAR,substitution,out,[],1629636,,,1610612746,19,27,2026-04-06T01:25:32Z,970000,False,,,0,,SUB out: D. Garland,[1629636],1610612746.0,LAC,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2026-04-06T01:25:20.5Z,1,REGULAR,substitution,in,[],203926,,,1610612746,19,27,2026-04-06T01:25:32Z,980000,False,,,0,,SUB in: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M44.00S,2026-04-06T01:25:20.5Z,1,REGULAR,substitution,in,[],1642928,,,1610612746,19,27,2026-04-06T01:25:32Z,990000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M44.00S,2026-04-06T01:25:20.5Z,1,REGULAR,substitution,in,[],1641757,,,1610612746,19,27,2026-04-06T01:25:32Z,1000000,False,,,0,,SUB in: J. Miller,[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M44.00S,2026-04-06T01:25:36.7Z,1,REGULAR,substitution,out,[],1627884,,,1610612746,19,27,2026-04-06T01:25:40Z,1010000,False,,,0,,SUB out: D. Jones Jr.,[1627884],1610612746.0,LAC,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M44.00S,2026-04-06T01:25:36.7Z,1,REGULAR,substitution,in,[],1642920,,,1610612746,19,27,2026-04-06T01:25:40Z,1020000,False,,,0,,SUB in: K. Sanders,[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M30.00S,2026-04-06T01:25:43.4Z,1,REGULAR,3pt,Jump Shot,[],1628381,26.231931668856767,86.27450980392157,1610612746,19,30,2026-04-06T01:25:54Z,1030000,False,-181.0,194.0,1,left,J. Collins 26' 3PT  (5 PTS) (K. Leonard 1 AST),"[1628381, 202695]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Left Center,26.57,Made,,,,,5.0,,,,,,K. Leonard,202695.0,1.0,,,,,
107,PT03M17.00S,2026-04-06T01:25:56.8Z,1,REGULAR,3pt,Jump Shot,[],203926,72.48685939553219,15.441176470588236,1610612758,22,30,2026-04-06T01:26:12Z,1050000,False,-173.0,206.0,1,right,D. McDermott 26' 3PT  (3 PTS) (M. Monk 1 AST),"[203926, 1628370]",1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Left Center,26.9,Made,,,,,3.0,,,,,,M. Monk,1628370.0,1.0,,,,,
109,PT03M08.00S,2026-04-06T01:26:08.8Z,1,REGULAR,3pt,Jump Shot,[],202695,32.14520367936925,55.63725490196079,1610612746,22,30,2026-04-06T01:27:04Z,1070000,False,-28.0,250.0,1,left,MISS K. Leonard 25' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.13,Missed,,,,,,,,,,,,,,,,,,
110,PT03M05.00S,2026-04-06T01:26:11.8Z,1,REGULAR,rebound,offensive,[],202695,,,1610612746,22,30,2026-04-06T01:27:04Z,1080000,False,,,0,,K. Leonard REBOUND (Off:1 Def:2),[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,,,109.0,3.0,2.0,1.0,,,,,,,,,,,,,,
111,PT02M49.00S,2026-04-06T01:26:24.2Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631097,22.026938239159,29.166666666666668,1610612746,22,32,2026-04-06T01:27:17Z,1090000,False,104.0,155.0,1,left,B. Mathurin 18' pullup Jump Shot (2 PTS),[1631097],1610612746.0,LAC,pullup,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,18.64,Made,,,,,2.0,,,,,,,,,,,,,
112,PT02M40.00S,2026-04-06T01:26:33.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642928,90.09526938239159,39.950980392156865,1610612758,24,32,2026-04-06T01:26:39Z,1100000,False,-50.0,41.0,1,right,D. Cardwell 6' alley-oop DUNK (2 PTS) (D. McDermott 1 AST),"[1642928, 203926]",1610612758.0,SAC,alley-oop,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,6.46,Made,,,,,2.0,,,,,,D. McDermott,203926.0,1.0,,,,,
114,PT02M23.00S,2026-04-06T01:26:50.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202695,10.85742444152431,37.00980392156863,1610612746,24,34,2026-04-06T01:26:54Z,1120000,False,65.0,50.0,1,left,K. Leonard 8' driving floating Jump Shot (13 PTS),[202695],1610612746.0,LAC,driving floating,,,Leonard,K. Leonard,,,,,In The Paint (Non-RA),8-16 Right,8.18,Made,,,,,13.0,,,,,,,,,,,,,
115,PT02M07.00S,2026-04-06T01:27:05.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,73.01248357424441,84.31372549019608,1610612758,24,34,2026-04-06T01:27:09Z,1130000,False,172.0,201.0,1,right,MISS M. Monk 26' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,26.44,Missed,,,,,,,,,,,,,,,,,,
116,PT02M05.00S,2026-04-06T01:27:08.3Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612746,24,34,2026-04-06T01:27:08Z,1140000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,115.0,1.0,1.0,0.0,,,,,,,,,,,,,,
117,PT01M59.00S,2026-04-06T01:27:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641757,7.30946123521682,57.59803921568627,1610612746,24,36,2026-04-06T01:28:32Z,1150000,False,-38.0,16.0,1,left,J. Miller driving Layup (2 PTS),[1641757],1610612746.0,LAC,driving,,,Miller,J. Miller,,,,,Restricted Area,0-8 Center,4.13,Made,,,,,2.0,,,,,,,,,,,,,
118,PT01M59.00S,2026-04-06T01:28:43.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,24,36,2026-04-06T01:28:43Z,1160000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT01M52.00S,2026-04-06T01:30:30.5Z,1,REGULAR,foul,personal,[],1642920,,,1610612758,24,36,2026-04-06T01:30:38Z,1170000,False,,,0,,K. Sanders personal FOUL (1 PF),"[1642920, 1642928]",1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1179.0,1.0,0.0,Cardwell,1642928.0,,,,,,,,
121,PT01M45.00S,2026-04-06T01:30:55.2Z,1,REGULAR,3pt,Jump Shot,[],1630165,89.30683311432325,2.450980392156863,1610612758,24,36,2026-04-06T01:31:22Z,1190000,False,-238.0,48.0,1,right,MISS K. Hayes 24' 3PT,[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,24.25,Missed,,,,,,,,,,,,,,,,,,
122,PT01M43.00S,2026-04-06T01:30:57.2Z,1,REGULAR,rebound,offensive,[],1630165,,,1610612758,24,36,2026-04-06T01:31:22Z,1200000,False,,,0,,K. Hayes REBOUND (Off:1 Def:0),[1630165],1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Left Corner 3,24+ Left,,,121.0,1.0,0.0,1.0,,,,,,,,,,,,,,
123,PT01M29.00S,2026-04-06T01:31:08.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630165,83.52496714848883,49.26470588235294,1610612758,26,36,2026-04-06T01:31:18Z,1210000,False,-4.0,102.0,1,right,K. Hayes 10' pullup Jump Shot (2 PTS),[1630165],1610612758.0,SAC,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,10.25,Made,,,,,2.0,,,,,,,,,,,,,
124,PT01M07.00S,2026-04-06T01:31:31.7Z,1,REGULAR,3pt,Jump Shot,[],1631097,7.046649145860711,3.1862745098039214,1610612746,26,39,2026-04-06T01:31:35Z,1220000,False,234.0,14.0,1,left,B. Mathurin 3PT  (5 PTS) (J. Miller 1 AST),"[1631097, 1641757]",1610612746.0,LAC,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.45,Made,,,,,5.0,,,,,,J. Miller,1641757.0,1.0,,,,,
126,PT00M55.50S,2026-04-06T01:31:45.1Z,1,REGULAR,3pt,Jump Shot,[],1631342,80.23981603153744,93.13725490196079,1610612758,29,39,2026-04-06T01:31:49Z,1240000,False,216.0,133.0,1,right,D. Plowden 25' 3PT  (3 PTS) (K. Hayes 1 AST),"[1631342, 1630165]",1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,Above the Break 3,24+ Right Center,25.35,Made,,,,,3.0,,,,,,K. Hayes,1630165.0,1.0,,,,,
128,PT00M45.40S,2026-04-06T01:31:56.3Z,1,REGULAR,turnover,bad pass,[],1641757,,,1610612746,29,39,2026-04-06T01:32:00Z,1260000,False,,,0,,J. Miller bad pass TURNOVER (1 TO),"[1641757, 1642928]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,1.0,Cardwell,1642928.0
129,PT00M45.40S,2026-04-06T01:31:56.3Z,1,REGULAR,steal,,[],1642928,,,1610612758,29,39,2026-04-06T01:31:58Z,1270000,False,,,0,,D. Cardwell STEAL (1 STL),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
146,PT00M42.00S,2026-04-06T01:31:57.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631342,94.53022339027595,63.72549019607843,1610612758,29,39,2026-04-06T01:37:39Z,1280000,False,69.0,-1.0,1,right,MISS D. Plowden 6' running Layup,[1631342],1610612758.0,SAC,running,,,Plowden,D. Plowden,,,,,In The Paint (Non-RA),0-8 Center,6.86,Missed,,,,,,,,,,,,,,,,,,
147,PT00M42.00S,2026-04-06T01:31:57.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612746,29,39,2026-04-06T01:37:39Z,1285000,False,,,0,,TEAM defensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,146.0,,,,,,,,,,,,,,,,,
148,PT00M42.00S,2026-04-06T01:32:11.0Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612746,29,39,2026-04-06T01:37:14Z,1290000,False,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M42.00S,2026-04-06T01:34:51.6Z,1,REGULAR,jumpball,recovered,[],1641757,,,1610612746,29,39,2026-04-06T01:34:51Z,1320000,False,,,0,,Jump Ball J. Collins vs. D. Cardwell: Tip to J. Miller,"[1641757, 1628381, 1642928]",1610612746.0,LAC,challenge,J. Miller,1641757.0,Miller,J. Miller,Collins,1628381.0,Cardwell,1642928.0,,,,,,,,,,,,,,,,,,,,,,
139,PT00M32.00S,2026-04-06T01:34:57.5Z,1,REGULAR,3pt,Jump Shot,[],202695,32.14520367936925,46.568627450980394,1610612746,29,39,2026-04-06T01:38:01Z,1370000,False,17.0,250.0,1,left,MISS K. Leonard 25' pullup 3PT,[202695],1610612746.0,LAC,pullup,,,Leonard,K. Leonard,,,,,Above the Break 3,24+ Center,25.03,Missed,,,,,,,,,,,,,,,,,,
140,PT00M29.20S,2026-04-06T01:35:00.4Z,1,REGULAR,rebound,defensive,[],1642928,,,1610612758,29,39,2026-04-06T01:35:00Z,1380000,False,,,0,,D. Cardwell REBOUND (Off:0 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Center,,,139.0,1.0,1.0,0.0,,,,,,,,,,,,,,
141,PT00M17.50S,2026-04-06T01:35:12.9Z,1,REGULAR,3pt,Jump Shot,[],1628370,69.99014454664915,78.43137254901961,1610612758,32,39,2026-04-06T01:35:16Z,1390000,False,142.0,230.0,1,right,M. Monk 27' 3PT  (5 PTS) (K. Hayes 2 AST),"[1628370, 1630165]",1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Right Center,27.01,Made,,,,,5.0,,,,,,K. Hayes,1630165.0,2.0,,,,,
143,PT00M01.00S,2026-04-06T01:35:35.4Z,1,REGULAR,3pt,Jump Shot,[],1642920,13.222733245729303,3.6764705882352944,1610612746,32,42,2026-04-06T01:38:38Z,1410000,False,232.0,72.0,1,left,K. Sanders 24' 3PT  (3 PTS) (B. Mathurin 1 AST),"[1642920, 1631097]",1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Right Corner 3,24+ Right,24.25,Made,,,,,3.0,,,,,,B. Mathurin,1631097.0,1.0,,,,,
145,PT00M00.00S,2026-04-06T01:35:43.5Z,1,REGULAR,period,end,[],0,,,1610612758,32,42,2026-04-06T01:35:43Z,1430000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT12M00.00S,2026-04-06T01:35:50.1Z,2,REGULAR,substitution,out,['startperiod'],1631342,,,1610612758,32,42,2026-04-06T01:38:03Z,1440000,False,,,0,,SUB out: D. Plowden,[1631342],1610612758.0,SAC,,,,Plowden,D. Plowden,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT12M00.00S,2026-04-06T01:35:50.1Z,2,REGULAR,substitution,out,['startperiod'],202695,,,1610612758,32,42,2026-04-06T01:38:03Z,1450000,False,,,0,,SUB out: K. Leonard,[202695],1610612746.0,LAC,,,,Leonard,K. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT12M00.00S,2026-04-06T01:35:50.1Z,2,REGULAR,substitution,in,['startperiod'],1642363,,,1610612758,32,42,2026-04-06T01:38:03Z,1460000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-04-06T01:35:50.1Z,2,REGULAR,substitution,in,['startperiod'],1627739,,,1610612758,32,42,2026-04-06T01:38:03Z,1470000,False,,,0,,SUB in: K. Dunn,[1627739],1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-04-06T01:38:19.1Z,2,REGULAR,period,start,[],0,,,1610612746,32,42,2026-04-06T01:38:19Z,1480000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT11M39.00S,2026-04-06T01:38:39.0Z,2,REGULAR,3pt,Jump Shot,[],1641757,29.25427069645204,82.35294117647058,1610612746,32,45,2026-04-06T01:38:43Z,1490000,False,-162.0,222.0,1,left,J. Miller 27' 3PT  (5 PTS) (B. Mathurin 2 AST),"[1641757, 1631097]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,Above the Break 3,24+ Left Center,27.51,Made,,,,,5.0,,,,,,B. Mathurin,1631097.0,2.0,,,,,
156,PT11M23.00S,2026-04-06T01:38:55.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642928,90.22667542706965,50.0,1610612758,34,45,2026-04-06T01:39:00Z,1510000,False,0.0,39.0,1,right,D. Cardwell cutting DUNK (4 PTS) (N. Clifford 1 AST),"[1642928, 1642363]",1610612758.0,SAC,cutting,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,3.94,Made,,,,,4.0,,,,,,N. Clifford,1642363.0,1.0,,,,,
158,PT11M08.00S,2026-04-06T01:39:09.5Z,2,REGULAR,2pt,Jump Shot,[],1628381,6.1268068331143235,67.40196078431373,1610612746,34,47,2026-04-06T01:39:15Z,1530000,False,-87.0,5.0,1,left,J. Collins 8' turnaround fadeaway Jump Shot (7 PTS) (K. Dunn 2 AST),"[1628381, 1627739]",1610612746.0,LAC,turnaround fadeaway,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,8.71,Made,,,,,7.0,,,,,,K. Dunn,1627739.0,2.0,,,,,
160,PT10M54.00S,2026-04-06T01:39:24.0Z,2,REGULAR,turnover,lost ball,[],1642928,,,1610612758,34,47,2026-04-06T01:39:28Z,1550000,False,,,0,,D. Cardwell lost ball TURNOVER (1 TO),"[1642928, 1642920]",1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,Sanders,1642920.0
161,PT10M54.00S,2026-04-06T01:39:24.0Z,2,REGULAR,steal,,[],1642920,,,1610612746,34,47,2026-04-06T01:39:26Z,1560000,False,,,0,,K. Sanders STEAL (1 STL),[1642920],1610612746.0,LAC,,,,Sanders,K. Sanders,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
162,PT10M44.00S,2026-04-06T01:39:33.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627739,32.53942181340342,52.20588235294118,1610612746,34,50,2026-04-06T01:39:39Z,1570000,False,-11.0,253.0,1,left,K. Dunn 25' 3PT  (5 PTS) (K. Sanders 1 AST),"[1627739, 1642920]",1610612746.0,LAC,,,,Dunn,K. Dunn,,,,,Above the Break 3,24+ Center,25.36,Made,,,,,5.0,,,,,,K. Sanders,1642920.0,1.0,,,,,
164,PT10M28.00S,2026-04-06T01:39:56.1Z,2,REGULAR,foul,personal,[],1641757,,,1610612758,34,50,2026-04-06T01:40:13Z,1590000,False,,,0,,J. Miller personal FOUL (1 PF),"[1641757, 1628370]",1610612746.0,LAC,,,,Miller,J. Miller,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,201638.0,1.0,0.0,Monk,1628370.0,,,,,,,,
166,PT10M27.00S,2026-04-06T01:40:18.9Z,2,REGULAR,turnover,out-of-bounds,[],1630165,,,1610612758,34,50,2026-04-06T01:43:37Z,1610000,False,,,0,,K. Hayes bad pass out-of-bounds TURNOVER (1 TO),[1630165],1610612758.0,SAC,bad pass,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,201638.0,,,,,,,,,,1.0,,
167,PT10M23.00S,2026-04-06T01:40:36.4Z,2,REGULAR,foul,offensive,[],1628381,,,1610612746,34,50,2026-04-06T01:40:47Z,1620000,False,,,0,,J. Collins offensive FOUL (1 PF),"[1628381, 1642928]",1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,1179.0,1.0,0.0,Cardwell,1642928.0,,,,,,,,
169,PT10M23.00S,2026-04-06T01:40:36.4Z,2,REGULAR,turnover,offensive foul,[],1628381,,,1610612746,34,50,2026-04-06T01:40:36Z,1640000,False,,,0,,J. Collins offensive foul TURNOVER (1 TO),[1628381],1610612746.0,LAC,,,,Collins,J. Collins,,,,,Mid-Range,8-16 Left,,,,,,,,1179.0,,,,,,,,,,1.0,,
170,PT10M23.00S,2026-04-06T01:40:47.7Z,2,REGULAR,substitution,out,[],203926,,,1610612758,34,50,2026-04-06T01:40:50Z,1650000,False,,,0,,SUB out: D. McDermott,[203926],1610612758.0,SAC,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT10M23.00S,2026-04-06T01:40:47.7Z,2,REGULAR,substitution,in,[],201942,,,1610612758,34,50,2026-04-06T01:40:50Z,1660000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M58.00S,2026-04-06T01:41:33.4Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612758,34,50,2026-04-06T02:08:29Z,1680000,False,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 1641757]",1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,2.0,Miller,1641757.0
177,PT09M58.00S,2026-04-06T01:41:33.4Z,2,REGULAR,steal,,[],1641757,,,1610612746,34,50,2026-04-06T01:43:22Z,1685000,False,,,0,,J. Miller STEAL (1 STL),[1641757],1610612746.0,LAC,,,,Miller,J. Miller,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
