actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
17,PT11M00.00S,2025-12-27T22:11:24.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642948,89.70105124835742,36.76470588235294,1610612742,0,4,2025-12-27T22:11:36Z,170000,False,-66.0,44.0,1,right,R. Nembhard 7' fadeaway bank Jump Shot (2 PTS),[1642948],1610612742.0,DAL,fadeaway bank,,,Nembhard,R. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,7.97,Made,2.0,,,,,,,,,
19,PT10M47.00S,2025-12-27T22:11:37.0Z,1,REGULAR,3pt,Jump Shot,[],1631165,17.296320630749015,94.11764705882352,1610612758,3,4,2025-12-27T22:11:43Z,190000,False,-221.0,110.0,1,left,K. Ellis 24' 3PT  (3 PTS) (R. Westbrook 1 AST),"[1631165, 201566]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,24.65,Made,3.0,R. Westbrook,201566.0,1.0,,,,,,
20,PT10M32.00S,2025-12-27T22:11:51.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,71.56701708278581,18.872549019607842,1610612742,3,7,2025-12-27T22:14:41Z,200000,False,-156.0,215.0,1,right,M. Christie 26' 3PT pullup (3 PTS) (C. Flagg 1 AST),"[1631108, 1642843]",1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,26.52,Made,3.0,C. Flagg,1642843.0,1.0,,,,,,
21,PT10M16.00S,2025-12-27T22:12:08.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,19.92444152431012,52.20588235294118,1610612758,5,7,2025-12-27T22:12:14Z,210000,False,-11.0,135.0,1,left,M. Raynaud 13' floating Jump Shot (2 PTS) (R. Westbrook 2 AST),"[1642875, 201566]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,13.52,Made,2.0,R. Westbrook,201566.0,2.0,,,,,,
23,PT09M56.00S,2025-12-27T22:12:29.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629655,92.06636005256242,60.29411764705882,1610612742,5,9,2025-12-27T22:17:40Z,230000,False,51.0,22.0,1,right,D. Gafford turnaround Hook (4 PTS) (C. Flagg 2 AST),"[1629655, 1642843]",1610612742.0,DAL,turnaround,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,5.6,Made,4.0,C. Flagg,1642843.0,2.0,,,,,,
26,PT09M32.00S,2025-12-27T22:13:08.3Z,1,REGULAR,3pt,Jump Shot,[],1631165,31.225361366622867,29.166666666666668,1610612758,8,9,2025-12-27T22:13:14Z,260000,False,104.0,241.0,1,left,K. Ellis 26' 3PT  (6 PTS) (D. DeRozan 1 AST),"[1631165, 201942]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.26,Made,6.0,D. DeRozan,201942.0,1.0,,,,,,
28,PT09M20.00S,2025-12-27T22:13:19.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631108,89.83245729303549,46.568627450980394,1610612742,8,9,2025-12-27T22:18:52Z,280000,False,-17.0,43.0,1,right,MISS M. Christie driving Layup,[1631108],1610612742.0,DAL,driving,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,4.64,Missed,,,,,,,,,,
29,PT09M18.00S,2025-12-27T22:13:21.8Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,8,9,2025-12-27T22:13:24Z,290000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,28.0,1.0,1.0,0.0,,
30,PT09M15.00S,2025-12-27T22:13:25.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631165,6.521024967148489,53.431372549019606,1610612758,10,9,2025-12-27T22:13:34Z,300000,False,-17.0,9.0,1,left,K. Ellis running reverse Layup (8 PTS) (R. Westbrook 3 AST),"[1631165, 201566]",1610612758.0,SAC,running reverse,,,Ellis,K. Ellis,,,,,Restricted Area,0-8 Center,,,,,,,,,1.93,Made,8.0,R. Westbrook,201566.0,3.0,,,,,,
32,PT08M58.00S,2025-12-27T22:13:41.5Z,1,REGULAR,2pt,Jump Shot,[],1642948,81.94809461235218,66.66666666666666,1610612742,10,9,2025-12-27T22:19:26Z,320000,False,83.0,117.0,1,right,MISS R. Nembhard 14' driving floating Shot,[1642948],1610612742.0,DAL,driving floating,,,Nembhard,R. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,14.38,Missed,,,,,,,,,,
33,PT08M56.00S,2025-12-27T22:13:43.5Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,10,9,2025-12-27T22:13:46Z,330000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,32.0,2.0,1.0,1.0,,
34,PT08M41.00S,2025-12-27T22:13:58.8Z,1,REGULAR,2pt,Jump Shot,[],201566,21.895532194480946,43.872549019607845,1610612758,10,9,2025-12-27T22:14:04Z,340000,False,31.0,153.0,1,left,MISS R. Westbrook 15' pullup Shot,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Center,,,,,,,,,15.63,Missed,,,,,,,,,,
35,PT08M37.00S,2025-12-27T22:14:02.8Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,10,9,2025-12-27T22:14:04Z,350000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,34.0,1.0,0.0,1.0,,
36,PT08M37.00S,2025-12-27T22:14:03.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.590000152587891,50.0,1610612758,10,9,2025-12-27T22:14:03Z,360000,False,0.0,0.0,1,left,MISS P. Achiuwa tip Layup,[1630173],1610612758.0,SAC,tip,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,,,,,,0.0,Missed,,,,,,,,,,
37,PT08M36.00S,2025-12-27T22:14:03.8Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612758,10,9,2025-12-27T22:14:03Z,370000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,36.0,2.0,0.0,2.0,,
38,PT08M35.00S,2025-12-27T22:14:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,5.863994743758213,51.225490196078425,1610612758,12,9,2025-12-27T22:20:22Z,380000,False,-6.0,3.0,1,left,P. Achiuwa putback Layup (2 PTS),[1630173],1610612758.0,SAC,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,0.66,Made,2.0,,,,,,,,,
39,PT08M27.00S,2025-12-27T22:14:12.8Z,1,REGULAR,3pt,Jump Shot,[],1629023,70.90998685939553,18.38235294117647,1610612742,12,9,2025-12-27T22:14:21Z,390000,False,-158.0,221.0,1,right,MISS P. Washington 27' 3PT,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,27.16,Missed,,,,,,,,,,
40,PT08M24.00S,2025-12-27T22:14:19.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,12,9,2025-12-27T22:14:19Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,39.0,,,,,
41,PT08M13.00S,2025-12-27T22:14:42.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642843,66.17936925098554,38.72549019607843,1610612742,12,9,2025-12-27T22:20:44Z,410000,False,-56.0,265.0,1,right,MISS C. Flagg 27' pullup 3PT,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Above the Break 3,24+ Center,,,,,,,,,27.13,Missed,,,,,,,,,,
42,PT08M10.00S,2025-12-27T22:14:45.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,12,9,2025-12-27T22:14:45Z,420000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,41.0,2.0,2.0,0.0,,
43,PT08M03.00S,2025-12-27T22:14:52.0Z,1,REGULAR,3pt,Jump Shot,[],201566,5.863994743758213,5.147058823529411,1610612758,12,9,2025-12-27T22:21:04Z,430000,False,224.0,3.0,1,left,MISS R. Westbrook pullup 3PT,[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,,,,,22.43,Missed,,,,,,,,,,
44,PT08M00.00S,2025-12-27T22:14:55.0Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,12,9,2025-12-27T22:14:56Z,440000,False,,,0,,D. Gafford REBOUND (Off:0 Def:1),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,43.0,1.0,1.0,0.0,,
45,PT07M52.00S,2025-12-27T22:15:04.8Z,1,REGULAR,foul,personal,[],201566,,,1610612742,12,9,2025-12-27T22:15:17Z,450000,False,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1629655]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,1626301.0,1.0,0.0,Gafford,1629655.0,,,,,,,,,,,,,,,
47,PT07M38.00S,2025-12-27T22:15:40.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642843,80.89684625492772,37.99019607843137,1610612742,12,9,2025-12-27T22:21:50Z,470000,False,-60.0,127.0,1,right,MISS C. Flagg 14' driving floating Shot - blocked,"[1642843, 201942]",1610612742.0,DAL,driving floating,,,Flagg,C. Flagg,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,14.06,Missed,,,,,,,,,DeRozan,201942.0
48,PT07M38.00S,2025-12-27T22:15:40.5Z,1,REGULAR,block,,[],201942,,,1610612742,12,9,2025-12-27T22:23:49Z,480000,False,,,0,,D. DeRozan BLOCK (1 BLK),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M38.00S,2025-12-27T22:15:40.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,12,9,2025-12-27T22:16:45Z,490000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,47.0,,,,,
50,PT07M38.00S,2025-12-27T22:15:49.2Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612742,12,9,2025-12-27T22:16:34Z,500000,False,,,0,,DAL shot clock Team TURNOVER,[],1610612742.0,DAL,,,,,,,,,,Mid-Range,16-24 Left Center,1628171.0,,,,,,,,,,,,,,,,,,,
51,PT07M29.00S,2025-12-27T22:16:04.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",201942,17.559132720105126,50.73529411764706,1610612758,12,9,2025-12-27T22:16:10Z,510000,False,-4.0,113.0,1,left,MISS D. DeRozan 11' Jump Shot,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,11.27,Missed,,,,,,,,,,
52,PT07M25.00S,2025-12-27T22:16:08.1Z,1,REGULAR,rebound,defensive,[],1629655,,,1610612742,12,9,2025-12-27T22:16:10Z,520000,False,,,0,,D. Gafford REBOUND (Off:0 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,51.0,2.0,2.0,0.0,,
53,PT07M15.00S,2025-12-27T22:16:17.0Z,1,REGULAR,turnover,lost ball,[],1642843,,,1610612742,12,9,2025-12-27T22:16:53Z,530000,False,,,0,,C. Flagg lost ball TURNOVER (1 TO),"[1642843, 1630173]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Left Center,,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,,,
54,PT07M15.00S,2025-12-27T22:16:17.0Z,1,REGULAR,steal,,[],1630173,,,1610612758,12,9,2025-12-27T22:16:18Z,540000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
55,PT07M11.00S,2025-12-27T22:16:21.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1642875,5.075558475689881,46.81372549019608,1610612758,14,9,2025-12-27T22:24:30Z,550000,False,16.0,-5.0,1,left,M. Raynaud running DUNK (4 PTS) (P. Achiuwa 1 AST),"[1642875, 1630173]",1610612758.0,SAC,running,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,1.66,Made,4.0,P. Achiuwa,1630173.0,1.0,,,,,,
59,PT07M11.00S,2025-12-27T22:18:10.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,14,9,2025-12-27T22:18:10Z,570000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT06M56.00S,2025-12-27T22:19:35.7Z,1,REGULAR,3pt,Jump Shot,[],1631108,69.59592641261499,74.26470588235294,1610612742,14,12,2025-12-27T22:24:54Z,580000,False,121.0,233.0,1,right,M. Christie 26' 3PT pullup (6 PTS) (R. Nembhard 2 AST),"[1631108, 1642948]",1610612742.0,DAL,pullup,,,Christie,M. Christie,,,,,Above the Break 3,24+ Right Center,,,,,,,,,26.29,Made,6.0,R. Nembhard,1642948.0,2.0,,,,,,
61,PT06M41.00S,2025-12-27T22:19:49.5Z,1,REGULAR,3pt,Jump Shot,[],1631165,32.276609724047304,45.83333333333333,1610612758,17,12,2025-12-27T22:19:54Z,590000,False,21.0,251.0,1,left,K. Ellis 25' 3PT  (11 PTS) (R. Westbrook 4 AST),"[1631165, 201566]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Center,,,,,,,,,25.18,Made,11.0,R. Westbrook,201566.0,4.0,,,,,,
63,PT06M31.00S,2025-12-27T22:20:00.7Z,1,REGULAR,turnover,bad pass,[],1631108,,,1610612742,17,12,2025-12-27T22:20:04Z,610000,False,,,0,,M. Christie bad pass TURNOVER (1 TO),"[1631108, 1642875]",1610612742.0,DAL,,,,Christie,M. Christie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,1.0,Raynaud,1642875.0,,,,,,,,,,,,
64,PT06M31.00S,2025-12-27T22:20:00.7Z,1,REGULAR,steal,,[],1642875,,,1610612758,17,12,2025-12-27T22:20:02Z,620000,False,,,0,,M. Raynaud STEAL (1 STL),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M27.00S,2025-12-27T22:20:06.7Z,1,REGULAR,foul,personal,['2freethrow'],1642843,,,1610612758,17,12,2025-12-27T22:20:20Z,630000,False,,,0,,C. Flagg shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[1642843, 1630173]",1610612742.0,DAL,shooting,,,Flagg,C. Flagg,,,,,Restricted Area,0-8 Center,1626301.0,1.0,0.0,Achiuwa,1630173.0,,,,,,,,,,,,,,,
67,PT06M27.00S,2025-12-27T22:20:29.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630173,,,1610612758,18,12,2025-12-27T22:20:50Z,650000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (3 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,Made,3.0,,,,,,,,,
68,PT06M27.00S,2025-12-27T22:20:30.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612758,18,12,2025-12-27T22:20:35Z,660000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M27.00S,2025-12-27T22:20:30.2Z,1,REGULAR,substitution,in,[],1630230,,,1610612758,18,12,2025-12-27T22:20:35Z,670000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT06M27.00S,2025-12-27T22:20:29.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630173,,,1610612758,18,12,2025-12-27T22:20:50Z,680000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,Missed,,,,,,,,,,
71,PT06M24.00S,2025-12-27T22:20:32.6Z,1,REGULAR,rebound,defensive,[],1642843,,,1610612742,18,12,2025-12-27T22:20:50Z,690000,False,,,0,,C. Flagg REBOUND (Off:0 Def:1),[1642843],1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,,,,,,,,,,,,,,,,,70.0,1.0,1.0,0.0,,
72,PT06M15.00S,2025-12-27T22:20:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631108,83.65637319316689,41.66666666666667,1610612742,18,12,2025-12-27T22:21:03Z,700000,False,-42.0,101.0,1,right,MISS M. Christie 10' step back Shot,[1631108],1610612742.0,DAL,step back,,,Christie,M. Christie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,10.94,Missed,,,,,,,,,,
73,PT06M11.00S,2025-12-27T22:21:01.3Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,18,12,2025-12-27T22:21:03Z,710000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:1),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,72.0,3.0,1.0,2.0,,
74,PT06M02.00S,2025-12-27T22:21:11.0Z,1,REGULAR,2pt,Jump Shot,[],201566,9.280551905387648,70.34313725490196,1610612758,20,12,2025-12-27T22:21:17Z,720000,False,-102.0,35.0,1,left,R. Westbrook 10' turnaround bank Jump Shot (2 PTS),[201566],1610612758.0,SAC,turnaround bank,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,10.75,Made,2.0,,,,,,,,,
75,PT05M47.00S,2025-12-27T22:21:24.6Z,1,REGULAR,turnover,lost ball,[],1642843,,,1610612742,20,12,2025-12-27T22:21:29Z,730000,False,,,0,,C. Flagg lost ball TURNOVER (2 TO),"[1642843, 1631165]",1610612742.0,DAL,,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Center,,,,,,2.0,Ellis,1631165.0,,,,,,,,,,,,
76,PT05M47.00S,2025-12-27T22:21:24.6Z,1,REGULAR,steal,,[],1631165,,,1610612758,20,12,2025-12-27T22:21:26Z,740000,False,,,0,,K. Ellis STEAL (1 STL),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
77,PT05M47.00S,2025-12-27T22:21:29.5Z,1,REGULAR,violation,kicked ball,[],1642948,,,1610612758,20,12,2025-12-27T22:26:12Z,750000,False,,,0,,R. Nembhard kicked ball VIOLATION,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,1628171.0,,,,,,,,,,,,,,,,,,,
78,PT05M47.00S,2025-12-27T22:21:33.4Z,1,REGULAR,substitution,out,[],1642948,,,1610612758,20,12,2025-12-27T22:21:55Z,760000,False,,,0,,SUB out: R. Nembhard,[1642948],1610612742.0,DAL,,,,Nembhard,R. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M47.00S,2025-12-27T22:21:33.4Z,1,REGULAR,substitution,out,[],1629655,,,1610612758,20,12,2025-12-27T22:21:55Z,770000,False,,,0,,SUB out: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M47.00S,2025-12-27T22:21:33.4Z,1,REGULAR,substitution,in,[],1630619,,,1610612758,20,12,2025-12-27T22:21:55Z,780000,False,,,0,,SUB in: M. Cisse,[1630619],1610612742.0,DAL,,,,Cisse,M. Cisse,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M47.00S,2025-12-27T22:21:33.4Z,1,REGULAR,substitution,in,[],1626156,,,1610612758,20,12,2025-12-27T22:21:55Z,790000,False,,,0,,SUB in: D. Russell,[1626156],1610612742.0,DAL,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M35.00S,2025-12-27T22:21:58.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],201566,31.488173455978973,64.4607843137255,1610612758,23,12,2025-12-27T22:22:02Z,800000,False,-72.0,243.0,1,left,R. Westbrook 25' 3PT  (5 PTS) (M. Raynaud 1 AST),"[201566, 1642875]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Center,,,,,,,,,25.4,Made,5.0,M. Raynaud,1642875.0,1.0,,,,,,
84,PT05M23.00S,2025-12-27T22:22:11.1Z,1,REGULAR,2pt,Jump Shot,[],1642843,80.23981603153744,72.30392156862744,1610612742,23,12,2025-12-27T22:34:57Z,820000,False,112.0,133.0,1,right,MISS C. Flagg 17' pullup Shot,[1642843],1610612742.0,DAL,pullup,,,Flagg,C. Flagg,,,,,Mid-Range,16-24 Right Center,,,,,,,,,17.37,Missed,,,,,,,,,,
