actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-15T03:10:14.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-15T03:10:14Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-15T03:10:18.3Z,1,REGULAR,jumpball,recovered,[],1628969,,,1610612752,0,0,2026-01-15T03:10:18Z,40000,False,,,0,,Jump Ball K. Towns vs. M. Raynaud: Tip to M. Bridges,"[1628969, 1626157, 1642875]",1610612752.0,NYK,startperiod,M. Bridges,1628969.0,Bridges,M. Bridges,Towns,1626157.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2026-01-15T03:10:34.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.7365308804205,47.05882352941176,1610612752,0,2,2026-01-15T03:11:10Z,70000,False,-15.0,110.0,1,right,J. Brunson 11' driving floating Jump Shot (2 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.08,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M25.00S,2026-01-15T03:10:47.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,8.09789750328515,52.20588235294118,1610612758,0,2,2026-01-15T03:10:54Z,80000,False,-11.0,24.0,1,left,MISS P. Achiuwa driving finger roll Layup,[1630173],1610612758.0,SAC,driving finger roll,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
9,PT11M23.00S,2026-01-15T03:10:50.6Z,1,REGULAR,rebound,defensive,[],1628404,,,1610612752,0,2,2026-01-15T03:10:50Z,90000,False,,,0,,J. Hart REBOUND (Off:0 Def:1),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,,,,8.0,1.0,1.0,0.0,,,,,,,,,,,,,
10,PT11M17.00S,2026-01-15T03:10:56.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,89.83245729303549,43.627450980392155,1610612752,0,4,2026-01-15T03:12:18Z,100000,False,-32.0,43.0,1,right,K. Towns driving Layup (2 PTS) (J. Hart 1 AST),"[1626157, 1628404]",1610612752.0,NYK,driving,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,5.36,Made,2.0,,,,,J. Hart,1628404.0,1.0,,,,,,,,,,
12,PT10M55.00S,2026-01-15T03:11:18.7Z,1,REGULAR,2pt,Jump Shot,[],201942,21.23850197109067,41.42156862745098,1610612758,2,4,2026-01-15T03:11:24Z,120000,False,43.0,147.0,1,left,D. DeRozan 15' turnaround fadeaway Jump Shot (2 PTS),[201942],1610612758.0,SAC,turnaround fadeaway,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,15.32,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M34.00S,2026-01-15T03:11:40.4Z,1,REGULAR,2pt,Jump Shot,[],1626157,93.77463863337714,10.53921568627451,1610612752,2,4,2026-01-15T03:13:28Z,130000,False,-197.0,6.0,1,right,MISS K. Towns 19' Jump Shot,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Left,19.74,Missed,,,,,,,,,,,,,,,,,,
14,PT10M33.00S,2026-01-15T03:11:41.4Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,2,4,2026-01-15T03:13:28Z,140000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Left,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,
15,PT10M22.00S,2026-01-15T03:11:51.2Z,1,REGULAR,3pt,Jump Shot,[],203897,8.360709592641262,4.901960784313726,1610612758,5,4,2026-01-15T03:14:06Z,150000,False,225.0,26.0,1,left,Z. LaVine 3PT step back (3 PTS),[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,22.7,Made,3.0,,,,,,,,,,,,,,,,,
16,PT10M02.00S,2026-01-15T03:12:11.4Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612752,5,4,2026-01-15T03:12:25Z,160000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 201942]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1.0,DeRozan,201942.0,,,,,,,
17,PT10M02.00S,2026-01-15T03:12:11.4Z,1,REGULAR,steal,,[],201942,,,1610612758,5,4,2026-01-15T03:12:13Z,170000,False,,,0,,D. DeRozan STEAL (1 STL),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
18,PT09M56.00S,2026-01-15T03:12:20.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630173,6.389618922470433,40.44117647058824,1610612758,7,4,2026-01-15T03:18:19Z,180000,False,48.0,8.0,1,left,P. Achiuwa driving Layup (2 PTS) (R. Westbrook 1 AST),"[1630173, 201566]",1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,4.84,Made,2.0,,,,,R. Westbrook,201566.0,1.0,,,,,,,,,,
20,PT09M56.00S,2026-01-15T03:12:33.3Z,1,REGULAR,foul,personal,['1freethrow'],1626157,,,1610612758,7,4,2026-01-15T03:12:51Z,200000,False,,,0,,K. Towns shooting personal FOUL (1 PF) (Achiuwa 1 FT),"[1626157, 1630173]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1162.0,1.0,0.0,Achiuwa,1630173.0,,
22,PT09M56.00S,2026-01-15T03:12:54.2Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],1630173,,,1610612758,8,4,2026-01-15T03:12:54Z,220000,False,,,0,,P. Achiuwa Free Throw 1 of 1 (3 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
24,PT09M33.00S,2026-01-15T03:13:33.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,87.99277266754271,44.6078431372549,1610612752,8,6,2026-01-15T03:19:34Z,240000,False,-27.0,60.0,1,right,J. Brunson 6' driving finger roll Layup (4 PTS),[1628973],1610612752.0,NYK,driving finger roll,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,6.62,Made,4.0,,,,,,,,,,,,,,,,,
25,PT09M05.00S,2026-01-15T03:14:00.7Z,1,REGULAR,2pt,Jump Shot,[],201942,21.369908015768726,33.088235294117645,1610612758,10,6,2026-01-15T03:14:04Z,250000,False,85.0,148.0,1,left,D. DeRozan 17' pullup Jump Shot (4 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,17.08,Made,4.0,,,,,,,,,,,,,,,,,
26,PT08M51.00S,2026-01-15T03:14:15.9Z,1,REGULAR,3pt,Jump Shot,[],1628973,64.73390275952694,42.15686274509804,1610612752,10,6,2026-01-15T03:20:14Z,260000,False,-39.0,279.0,1,right,MISS J. Brunson 28' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,28.17,Missed,,,,,,,,,,,,,,,,,,
27,PT08M50.00S,2026-01-15T03:14:16.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,10,6,2026-01-15T03:14:24Z,270000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,,26.0,,,,,,,,,,,,,,,,
29,PT08M38.00S,2026-01-15T03:14:35.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1642875,6.652431011826544,60.29411764705882,1610612758,12,6,2026-01-15T03:14:39Z,290000,False,-51.0,10.0,1,left,M. Raynaud Hook (2 PTS) (R. Westbrook 2 AST),"[1642875, 201566]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,5.25,Made,2.0,,,,,R. Westbrook,201566.0,2.0,,,,,,,,,,
31,PT08M35.00S,2026-01-15T03:14:48.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,12,6,2026-01-15T03:21:31Z,310000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT08M20.00S,2026-01-15T03:17:55.5Z,1,REGULAR,2pt,Jump Shot,[],1628384,84.1819973718791,32.35294117647059,1610612752,12,8,2026-01-15T04:24:37Z,320000,False,-88.0,96.0,1,right,O. Anunoby 13' pullup Jump Shot (2 PTS) (K. Towns 1 AST),"[1628384, 1626157]",1610612752.0,NYK,pullup,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,13.05,Made,2.0,,,,,K. Towns,1626157.0,1.0,,,,,,,,,,
34,PT08M04.00S,2026-01-15T03:18:20.4Z,1,REGULAR,substitution,out,[],1628384,,,1610612758,12,8,2026-01-15T03:18:28Z,340000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT08M04.00S,2026-01-15T03:18:20.4Z,1,REGULAR,substitution,in,[],1630540,,,1610612758,12,8,2026-01-15T03:18:28Z,350000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT08M00.00S,2026-01-15T03:18:39.6Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612758,12,8,2026-01-15T03:20:15Z,360000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1628969, 201942]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1629183.0,1.0,0.0,DeRozan,201942.0,,
39,PT08M00.00S,2026-01-15T03:20:14.8Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,13,8,2026-01-15T03:20:14Z,390000,False,,,0,,D. DeRozan Free Throw 1 of 2 (5 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
40,PT08M00.00S,2026-01-15T03:20:32.2Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,14,8,2026-01-15T03:20:32Z,400000,False,,,0,,D. DeRozan Free Throw 2 of 2 (6 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
