actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
42,PT08M11.00S,2025-12-01T02:15:10.0Z,1,REGULAR,rebound,offensive,[],1642907,,,1610612763,9,12,2025-12-01T02:23:43Z,410000,False,,,0,,C. Coward REBOUND (Off:1 Def:0),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,Mid-Range,16-24 Left Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT08M11.00S,2025-12-01T02:15:15.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642907,87.33574244415243,49.754901960784316,1610612763,9,14,2025-12-01T02:23:54Z,420000,False,-1.0,67.0,1,right,C. Coward 6' tip Layup (2 PTS),[1642907],1610612763.0,MEM,tip,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,6.65,Made,,,,,2.0,,,,,,,,,,,,,
44,PT07M58.00S,2025-12-01T02:15:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,7.966491458607096,58.08823529411765,1610612758,9,14,2025-12-01T02:15:32Z,430000,False,-40.0,22.0,1,left,MISS Z. LaVine driving Layup,[203897],1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,4.62,Missed,,,,,,,,,,,,,,,,,,
45,PT07M58.00S,2025-12-01T02:15:22.7Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,9,14,2025-12-01T02:15:32Z,440000,False,,,0,,Z. Edey REBOUND (Off:2 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,44.0,5.0,3.0,2.0,,,,,,,,,,,,,,
46,PT07M53.00S,2025-12-01T02:15:27.4Z,1,REGULAR,turnover,bad pass,[],1641744,,,1610612763,9,14,2025-12-01T02:15:36Z,450000,False,,,0,,Z. Edey bad pass TURNOVER (1 TO),"[1641744, 201566]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,,,,,Westbrook,201566.0
47,PT07M53.00S,2025-12-01T02:15:27.4Z,1,REGULAR,steal,,[],201566,,,1610612758,9,14,2025-12-01T02:15:30Z,460000,False,,,0,,R. Westbrook STEAL (1 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
48,PT07M47.00S,2025-12-01T02:15:33.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,7.30946123521682,38.23529411764706,1610612758,11,14,2025-12-01T02:25:08Z,470000,False,59.0,16.0,1,left,Z. LaVine 6' driving Layup (5 PTS) (R. Westbrook 3 AST),"[203897, 201566]",1610612758.0,SAC,driving,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,,,,,5.0,R. Westbrook,201566.0,3.0,,,,,,,,,,
50,PT07M39.00S,2025-12-01T02:15:40.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,90.09526938239159,37.99019607843137,1610612763,11,14,2025-12-01T02:15:55Z,490000,False,-60.0,41.0,1,right,MISS J. Jackson Jr. 7' driving Layup - blocked,"[1628991, 1631099]",1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.24,Missed,,,,,,,,,Murray,1631099.0,,,,,,,,
51,PT07M39.00S,2025-12-01T02:15:40.9Z,1,REGULAR,block,,[],1631099,,,1610612763,11,14,2025-12-01T02:30:30Z,500000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M39.00S,2025-12-01T02:15:40.9Z,1,REGULAR,rebound,defensive,[],201566,,,1610612758,11,14,2025-12-01T02:15:55Z,510000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,50.0,3.0,3.0,0.0,,,,,,,,,,,,,,
53,PT07M33.00S,2025-12-01T02:15:48.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,9.280551905387648,41.17647058823529,1610612758,13,14,2025-12-01T02:27:28Z,520000,False,44.0,35.0,1,left,Z. LaVine running Layup (7 PTS) (R. Westbrook 4 AST),"[203897, 201566]",1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.61,Made,,,,,7.0,R. Westbrook,201566.0,4.0,,,,,,,,,,
55,PT07M28.00S,2025-12-01T02:15:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642907,90.88370565045992,60.78431372549019,1610612763,13,16,2025-12-01T02:28:12Z,540000,False,54.0,33.0,1,right,C. Coward 6' driving Layup (4 PTS),[1642907],1610612763.0,MEM,driving,,,Coward,C. Coward,,,,,In The Paint (Non-RA),0-8 Center,6.33,Made,,,,,4.0,,,,,,,,,,,,,
56,PT07M12.00S,2025-12-01T02:16:14.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,7.30946123521682,57.35294117647059,1610612758,13,16,2025-12-01T02:16:35Z,550000,False,-37.0,16.0,1,left,MISS K. Murray driving Layup,[1631099],1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,4.02,Missed,,,,,,,,,,,,,,,,,,
57,PT07M12.00S,2025-12-01T02:16:14.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,13,16,2025-12-01T02:31:22Z,560000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,56.0,,,,,,,,,,,,,,,,,
112,PT07M12.00S,2025-12-01T02:16:30.8Z,1,REGULAR,substitution,out,[],1628991,,,1610612763,13,16,2025-12-01T02:31:22Z,562500,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT07M12.00S,2025-12-01T02:16:30.8Z,1,REGULAR,substitution,out,[],1642907,,,1610612763,13,16,2025-12-01T02:31:22Z,563750,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT07M12.00S,2025-12-01T02:16:30.8Z,1,REGULAR,substitution,out,[],1631246,,,1610612763,13,16,2025-12-01T02:31:22Z,564375,False,,,0,,SUB out: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT07M12.00S,2025-12-01T02:16:30.8Z,1,REGULAR,substitution,in,[],203484,,,1610612763,13,16,2025-12-01T02:31:22Z,564687,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT07M12.00S,2025-12-01T02:16:30.8Z,1,REGULAR,substitution,in,[],1630583,,,1610612763,13,16,2025-12-01T02:31:22Z,564843,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT07M12.00S,2025-12-01T02:16:30.8Z,1,REGULAR,substitution,in,[],1642285,,,1610612763,13,16,2025-12-01T02:31:22Z,564921,False,,,0,,SUB in: C. Spencer,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT07M12.00S,2025-12-01T02:16:47.0Z,1,REGULAR,jumpball,recovered,[],1642285,,,1610612763,13,16,2025-12-01T02:33:03Z,565000,False,,,0,,Jump Ball Z. Edey vs. D. Eubanks: Tip to C. Spencer,"[1642285, 1641744, 1629234]",1610612763.0,MEM,lodgedball,C. Spencer,1642285.0,Spencer,C. Spencer,Edey,1641744.0,Eubanks,1629234.0,,,,,,,,,,,,,,,,,,,,,,
64,PT06M59.00S,2025-12-01T02:17:19.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642377,89.56964520367937,48.529411764705884,1610612763,13,18,2025-12-01T02:31:03Z,570000,False,-7.0,46.0,1,right,J. Wells cutting DUNK (8 PTS) (K. Caldwell-Pope 1 AST),"[1642377, 203484]",1610612763.0,MEM,cutting,,,Wells,J. Wells,,,,,In The Paint (Non-RA),0-8 Center,4.61,Made,,,,,8.0,K. Caldwell-Pope,203484.0,1.0,,,,,,,,,,
226,PT06M53.00S,2025-12-01T02:17:26.3Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,13,18,2025-12-01T02:45:55Z,585000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 1642285]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1.0,,,,,Spencer,1642285.0
227,PT06M53.00S,2025-12-01T02:17:26.3Z,1,REGULAR,steal,,[],1642285,,,1610612763,13,18,2025-12-01T02:45:55Z,587500,False,,,0,,C. Spencer STEAL (1 STL),[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
232,PT06M50.00S,2025-12-01T02:17:29.7Z,1,REGULAR,turnover,bad pass,[],1642285,,,1610612763,13,18,2025-12-01T02:46:25Z,588750,False,,,0,,C. Spencer bad pass TURNOVER (1 TO),"[1642285, 201566]",1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,1.0,,,,,Westbrook,201566.0
233,PT06M50.00S,2025-12-01T02:17:29.7Z,1,REGULAR,steal,,[],201566,,,1610612758,13,18,2025-12-01T02:46:25Z,589375,False,,,0,,R. Westbrook STEAL (2 STL),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
66,PT06M45.00S,2025-12-01T02:17:33.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629234,6.783837056504599,37.00980392156863,1610612758,15,18,2025-12-01T02:46:25Z,590000,False,65.0,11.0,1,left,D. Eubanks 6' cutting DUNK (4 PTS) (R. Westbrook 5 AST),"[1629234, 201566]",1610612758.0,SAC,cutting,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),0-8 Center,6.6,Made,,,,,4.0,R. Westbrook,201566.0,5.0,,,,,,,,,,
68,PT06M22.00S,2025-12-01T02:17:56.7Z,1,REGULAR,3pt,Jump Shot,[],203484,62.63140604467805,49.26470588235294,1610612763,15,21,2025-12-01T02:18:15Z,610000,False,-4.0,299.0,1,right,K. Caldwell-Pope 29' 3PT  (3 PTS) (S. Aldama 1 AST),"[203484, 1630583]",1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,29.88,Made,,,,,3.0,S. Aldama,1630583.0,1.0,,,,,,,,,,
70,PT06M00.00S,2025-12-01T02:18:18.7Z,1,REGULAR,3pt,Jump Shot,[],201566,21.632720105124836,93.38235294117648,1610612758,15,21,2025-12-01T02:19:55Z,630000,False,-217.0,151.0,1,left,MISS R. Westbrook 26' 3PT,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
71,PT05M57.00S,2025-12-01T02:18:21.9Z,1,REGULAR,rebound,defensive,[],1642377,,,1610612763,15,21,2025-12-01T02:18:21Z,640000,False,,,0,,J. Wells REBOUND (Off:0 Def:1),[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,,,70.0,1.0,1.0,0.0,,,,,,,,,,,,,,
72,PT05M49.00S,2025-12-01T02:18:30.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1641744,85.62746386333771,48.529411764705884,1610612763,15,23,2025-12-01T02:34:31Z,650000,False,-7.0,83.0,1,right,Z. Edey 8' driving Hook (6 PTS) (C. Spencer 1 AST),"[1641744, 1642285]",1610612763.0,MEM,driving,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),8-16 Center,8.29,Made,,,,,6.0,C. Spencer,1642285.0,1.0,,,,,,,,,,
118,PT05M49.00S,2025-12-01T02:19:50.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,15,23,2025-12-01T02:25:18Z,665000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M49.00S,2025-12-01T02:21:11.5Z,1,REGULAR,substitution,out,[],201942,,,1610612758,15,23,2025-12-01T02:21:30Z,670000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M49.00S,2025-12-01T02:21:11.5Z,1,REGULAR,substitution,out,[],1631099,,,1610612758,15,23,2025-12-01T02:21:30Z,680000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M49.00S,2025-12-01T02:21:11.5Z,1,REGULAR,substitution,out,[],1629234,,,1610612758,15,23,2025-12-01T02:21:30Z,690000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT05M49.00S,2025-12-01T02:21:11.5Z,1,REGULAR,substitution,out,[],201566,,,1610612758,15,23,2025-12-01T02:21:30Z,700000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
