actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
82,PT04M55.00S,2026-01-05T02:23:34.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1626167,66.3107752956636,47.30392156862745,1610612749,15,16,2026-01-05T02:23:40Z,800000,False,-13.0,264.0,1,right,M. Turner 26' 3PT running (6 PTS) (K. Kuzma 1 AST),"[1626167, 1628398]",1610612749.0,MIL,running,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,26.45,Made,6.0,K. Kuzma,1628398.0,1.0,,,,,,,,,,,
84,PT04M40.00S,2026-01-05T02:23:51.8Z,1,REGULAR,turnover,traveling,[],1642875,,,1610612758,15,16,2026-01-05T02:23:57Z,820000,False,,,0,,M. Raynaud traveling TURNOVER (1 TO),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,1.0,,,,,,,,,,202007.0,,,,,,,,,
85,PT04M40.00S,2026-01-05T02:23:55.3Z,1,REGULAR,substitution,out,[],1631260,,,1610612749,15,16,2026-01-05T02:24:01Z,830000,False,,,0,,SUB out: A. Green,[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M40.00S,2026-01-05T02:23:55.3Z,1,REGULAR,substitution,in,[],203914,,,1610612749,15,16,2026-01-05T02:24:01Z,840000,False,,,0,,SUB in: G. Harris,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M20.00S,2026-01-05T02:24:26.3Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628398,78.13731931668858,43.13725490196079,1610612749,15,18,2026-01-05T02:24:30Z,850000,False,-34.0,153.0,1,right,K. Kuzma 15' turnaround Jump Shot (2 PTS) (K. Porter Jr. 2 AST),"[1628398, 1629645]",1610612749.0,MIL,turnaround,,,Kuzma,K. Kuzma,,,,,Mid-Range,8-16 Center,,,,15.68,Made,2.0,K. Porter Jr.,1629645.0,2.0,,,,,,,,,,,
89,PT04M11.00S,2026-01-05T02:24:34.8Z,1,REGULAR,2pt,Jump Shot,[],201566,24.26084099868594,66.17647058823529,1610612758,17,18,2026-01-05T02:24:38Z,870000,False,-81.0,176.0,1,left,R. Westbrook 19' pullup Jump Shot (3 PTS),[201566],1610612758.0,SAC,pullup,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Left Center,,,,19.33,Made,3.0,,,,,,,,,,,,,,
90,PT03M54.00S,2026-01-05T02:24:51.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,91.67214191852825,96.07843137254902,1610612749,17,21,2026-01-05T02:29:38Z,880000,False,230.0,26.0,1,right,G. Trent Jr. 3PT pullup (3 PTS) (K. Kuzma 2 AST),"[1629018, 1628398]",1610612749.0,MIL,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.18,Made,3.0,K. Kuzma,1628398.0,2.0,,,,,,,,,,,
92,PT03M46.00S,2026-01-05T02:25:06.3Z,1,REGULAR,foul,personal,[],1629018,,,1610612758,17,21,2026-01-05T02:25:16Z,900000,False,,,0,,G. Trent Jr. personal FOUL (1 PF),"[1629018, 201566]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,1201.0,1.0,0.0,Westbrook,201566.0,,,,,
94,PT03M46.00S,2026-01-05T02:25:17.2Z,1,REGULAR,substitution,out,[],201942,,,1610612758,17,21,2026-01-05T02:25:29Z,920000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M46.00S,2026-01-05T02:25:17.2Z,1,REGULAR,substitution,out,[],201566,,,1610612758,17,21,2026-01-05T02:25:29Z,930000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M46.00S,2026-01-05T02:25:17.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612758,17,21,2026-01-05T02:25:29Z,940000,False,,,0,,SUB out: M. Turner,[1626167],1610612749.0,MIL,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M46.00S,2026-01-05T02:25:17.2Z,1,REGULAR,substitution,in,[],1642363,,,1610612758,17,21,2026-01-05T02:25:29Z,950000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M46.00S,2026-01-05T02:25:17.2Z,1,REGULAR,substitution,in,[],203471,,,1610612758,17,21,2026-01-05T02:25:29Z,960000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M46.00S,2026-01-05T02:25:17.2Z,1,REGULAR,substitution,in,[],1626171,,,1610612758,17,21,2026-01-05T02:25:29Z,970000,False,,,0,,SUB in: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M39.00S,2026-01-05T02:25:36.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642875,17.69053876478318,60.5392156862745,1610612758,19,21,2026-01-05T02:30:12Z,980000,False,-53.0,114.0,1,left,M. Raynaud 12' floating Jump Shot (2 PTS) (Z. LaVine 1 AST),"[1642875, 203897]",1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,12.54,Made,2.0,Z. LaVine,203897.0,1.0,,,,,,,,,,,
102,PT03M15.00S,2026-01-05T02:25:59.6Z,1,REGULAR,3pt,Jump Shot,[],1629018,71.30420499342969,79.41176470588235,1610612749,19,24,2026-01-05T02:26:04Z,1000000,False,147.0,217.0,1,right,G. Trent Jr. 26' 3PT  (6 PTS) (K. Porter Jr. 3 AST),"[1629018, 1629645]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,26.23,Made,6.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,
104,PT03M02.00S,2026-01-05T02:26:12.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,18.478975032851512,55.14705882352941,1610612758,19,24,2026-01-05T02:31:01Z,1020000,False,-26.0,121.0,1,left,MISS K. Murray 12' driving floating Shot,[1631099],1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,12.39,Missed,,,,,,,,,,,,,,,
105,PT03M00.00S,2026-01-05T02:26:14.3Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,19,24,2026-01-05T02:31:15Z,1030000,False,,,0,,B. Portis REBOUND (Off:0 Def:1),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,104.0,,,,,,1.0,1.0,0.0,,
106,PT02M45.00S,2026-01-05T02:26:28.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,88.38699080157687,44.36274509803921,1610612749,19,26,2026-01-05T02:26:33Z,1040000,False,-28.0,57.0,1,right,B. Portis 6' turnaround Hook (2 PTS),[1626171],1610612749.0,MIL,turnaround,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,6.33,Made,2.0,,,,,,,,,,,,,,
107,PT02M23.00S,2026-01-05T02:26:51.9Z,1,REGULAR,2pt,Jump Shot,[],203471,19.004599211563733,65.93137254901961,1610612758,19,26,2026-01-05T02:32:04Z,1050000,False,-80.0,126.0,1,left,MISS D. Schröder 14' step back Shot,[203471],1610612758.0,SAC,step back,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Left,,,,14.92,Missed,,,,,,,,,,,,,,,
108,PT02M20.00S,2026-01-05T02:26:54.9Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,19,26,2026-01-05T02:26:56Z,1060000,False,,,0,,B. Portis REBOUND (Off:0 Def:2),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Left,,,,,,,,,,107.0,,,,,,2.0,2.0,0.0,,
109,PT02M13.00S,2026-01-05T02:27:00.9Z,1,REGULAR,2pt,Jump Shot,[],1626171,78.0059132720105,80.63725490196079,1610612749,19,26,2026-01-05T02:32:21Z,1070000,False,153.0,154.0,1,right,MISS B. Portis 21' pullup Shot,[1626171],1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Mid-Range,16-24 Right Center,,,,21.74,Missed,,,,,,,,,,,,,,,
110,PT02M10.00S,2026-01-05T02:27:03.9Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,19,26,2026-01-05T02:27:05Z,1080000,False,,,0,,K. Murray REBOUND (Off:0 Def:1),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,109.0,,,,,,1.0,1.0,0.0,,
111,PT02M04.00S,2026-01-05T02:27:09.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,6.521024967148489,43.627450980392155,1610612758,21,26,2026-01-05T02:33:04Z,1090000,False,32.0,9.0,1,left,Z. LaVine running Layup (2 PTS),[203897],1610612758.0,SAC,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,,,,3.31,Made,2.0,,,,,,,,,,,,,,
113,PT01M49.00S,2026-01-05T02:27:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626171,92.85479632063075,60.78431372549019,1610612749,21,26,2026-01-05T02:27:31Z,1110000,False,54.0,15.0,1,right,MISS B. Portis floating Shot - blocked,"[1626171, 1631099]",1610612749.0,MIL,floating,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,5.59,Missed,,,,,,,,,,,,,,Murray,1631099.0
114,PT01M49.00S,2026-01-05T02:27:25.3Z,1,REGULAR,block,,[],1631099,,,1610612749,21,26,2026-01-05T02:27:27Z,1120000,False,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
115,PT01M47.00S,2026-01-05T02:27:27.3Z,1,REGULAR,rebound,defensive,[],1631099,,,1610612758,21,26,2026-01-05T02:27:31Z,1130000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,113.0,,,,,,2.0,2.0,0.0,,
116,PT01M43.00S,2026-01-05T02:27:33.0Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631099,6.652431011826544,49.01960784313725,1610612758,23,26,2026-01-05T02:33:59Z,1140000,False,5.0,10.0,1,left,K. Murray running DUNK (8 PTS),[1631099],1610612758.0,SAC,running,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,1.11,Made,8.0,,,,,,,,,,,,,,
117,PT01M20.00S,2026-01-05T02:27:54.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629645,81.94809461235218,63.725490196078425,1610612749,23,26,2026-01-05T02:28:01Z,1150000,False,69.0,117.0,1,right,MISS K. Porter Jr. 13' fadeaway Shot,[1629645],1610612749.0,MIL,fadeaway,,,Porter Jr.,K. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,13.58,Missed,,,,,,,,,,,,,,,
118,PT01M18.00S,2026-01-05T02:27:56.2Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,23,26,2026-01-05T02:28:01Z,1160000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,117.0,,,,,,4.0,3.0,1.0,,
119,PT01M11.00S,2026-01-05T02:28:07.5Z,1,REGULAR,3pt,Jump Shot,[],203897,8.360709592641262,4.166666666666666,1610612758,26,26,2026-01-05T02:35:43Z,1170000,False,229.0,26.0,1,left,Z. LaVine 3PT  (5 PTS) (N. Clifford 1 AST),"[203897, 1642363]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Right Corner 3,24+ Right,,,,23.07,Made,5.0,N. Clifford,1642363.0,1.0,,,,,,,,,,,
121,PT00M50.10S,2026-01-05T02:28:25.3Z,1,REGULAR,3pt,Jump Shot,[],1629018,91.14651773981603,95.83333333333334,1610612749,26,26,2026-01-05T02:28:33Z,1190000,False,229.0,31.0,1,right,MISS G. Trent Jr. 3PT,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,23.12,Missed,,,,,,,,,,,,,,,
122,PT00M48.10S,2026-01-05T02:28:27.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,26,26,2026-01-05T02:28:33Z,1200000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,121.0,,,,,,,,,,
123,PT00M48.10S,2026-01-05T02:28:33.1Z,1,REGULAR,foul,personal,[],1631099,,,1610612749,26,26,2026-01-05T02:28:46Z,1210000,False,,,0,,K. Murray loose ball personal FOUL (1 PF),"[1631099, 1629645]",1610612758.0,SAC,loose ball,,,Murray,K. Murray,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,2882.0,1.0,0.0,Porter Jr.,1629645.0,,,,,
125,PT00M48.10S,2026-01-05T02:28:50.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,26,26,2026-01-05T02:28:50Z,1230000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT00M48.10S,2026-01-05T02:30:47.8Z,1,REGULAR,substitution,out,[],1631099,,,1610612749,26,26,2026-01-05T02:31:23Z,1240000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT00M48.10S,2026-01-05T02:30:47.8Z,1,REGULAR,substitution,out,[],1642875,,,1610612749,26,26,2026-01-05T02:31:23Z,1250000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT00M48.10S,2026-01-05T02:30:47.8Z,1,REGULAR,substitution,in,[],1629234,,,1610612749,26,26,2026-01-05T02:31:23Z,1260000,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M48.10S,2026-01-05T02:30:47.8Z,1,REGULAR,substitution,in,[],1631165,,,1610612749,26,26,2026-01-05T02:31:23Z,1270000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT00M36.20S,2026-01-05T02:31:47.3Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626171,86.67871222076215,11.27450980392157,1610612749,26,28,2026-01-05T02:36:49Z,1280000,False,-194.0,73.0,1,right,B. Portis 20' pullup Jump Shot (4 PTS) (G. Trent Jr. 1 AST),"[1626171, 1629018]",1610612749.0,MIL,pullup,,,Portis,B. Portis,,,,,Mid-Range,16-24 Left,,,,20.68,Made,4.0,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,,
131,PT00M27.20S,2026-01-05T02:32:06.1Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629234,15.062417871222076,48.03921568627451,1610612758,26,28,2026-01-05T02:37:13Z,1290000,False,10.0,89.0,1,left,MISS D. Eubanks 8' turnaround Hook,[1629234],1610612758.0,SAC,turnaround,,,Eubanks,D. Eubanks,,,,,In The Paint (Non-RA),8-16 Center,,,,8.96,Missed,,,,,,,,,,,,,,,
132,PT00M24.60S,2026-01-05T02:32:08.7Z,1,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,28,2026-01-05T02:32:33Z,1300000,False,,,0,,B. Portis REBOUND (Off:0 Def:3),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,131.0,,,,,,3.0,3.0,0.0,,
133,PT00M04.20S,2026-01-05T02:32:29.1Z,1,REGULAR,3pt,Jump Shot,[],203914,93.64323258869908,96.32352941176471,1610612749,26,28,2026-01-05T02:32:35Z,1310000,False,232.0,7.0,1,right,MISS G. Harris 3PT,[203914],1610612749.0,MIL,,,,Harris,G. Harris,,,,,Right Corner 3,24+ Right,,,,23.17,Missed,,,,,,,,,,,,,,,
134,PT00M03.00S,2026-01-05T02:32:30.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612758,26,28,2026-01-05T02:38:42Z,1320000,False,,,0,,D. Schröder REBOUND (Off:0 Def:1),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Right Corner 3,24+ Right,,,,,,,,,,133.0,,,,,,1.0,1.0,0.0,,
135,PT00M00.40S,2026-01-05T02:32:34.9Z,1,REGULAR,3pt,Jump Shot,[],1631165,28.728646517739815,14.215686274509803,1610612758,26,28,2026-01-05T02:39:00Z,1330000,False,179.0,218.0,1,left,MISS K. Ellis 28' 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Right Center,,,,28.16,Missed,,,,,,,,,,,,,,,
136,PT00M00.10S,2026-01-05T02:32:35.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,26,28,2026-01-05T02:39:00Z,1340000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,135.0,,,,,,,,,,
137,PT00M00.00S,2026-01-05T02:32:45.3Z,1,REGULAR,period,end,[],0,,,1610612758,26,28,2026-01-05T02:32:45Z,1350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT12M00.00S,2026-01-05T02:34:36.6Z,2,REGULAR,substitution,out,['startperiod'],1629645,,,1610612758,26,28,2026-01-05T02:35:12Z,1360000,False,,,0,,SUB out: K. Porter Jr.,[1629645],1610612749.0,MIL,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT12M00.00S,2026-01-05T02:34:36.6Z,2,REGULAR,substitution,in,['startperiod'],1631157,,,1610612758,26,28,2026-01-05T02:35:12Z,1370000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT12M00.00S,2026-01-05T02:35:12.8Z,2,REGULAR,period,start,[],0,,,1610612749,26,28,2026-01-05T02:35:12Z,1380000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT11M45.00S,2026-01-05T02:35:27.4Z,2,REGULAR,3pt,Jump Shot,[],1626171,68.41327201051249,32.35294117647059,1610612749,26,28,2026-01-05T02:35:30Z,1390000,False,-88.0,244.0,1,right,MISS B. Portis 25' 3PT,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Above the Break 3,24+ Left Center,,,,25.98,Missed,,,,,,,,,,,,,,,
143,PT11M42.00S,2026-01-05T02:35:30.4Z,2,REGULAR,rebound,defensive,[],1631165,,,1610612758,26,28,2026-01-05T02:35:30Z,1400000,False,,,0,,K. Ellis REBOUND (Off:0 Def:1),[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,142.0,,,,,,1.0,1.0,0.0,,
144,PT11M33.00S,2026-01-05T02:35:39.2Z,2,REGULAR,3pt,Jump Shot,[],203471,10.988830486202366,96.07843137254902,1610612758,26,28,2026-01-05T02:36:06Z,1410000,False,-230.0,51.0,1,left,MISS D. Schröder 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,,,,23.59,Missed,,,,,,,,,,,,,,,
145,PT11M31.00S,2026-01-05T02:35:41.2Z,2,REGULAR,rebound,defensive,[],1628398,,,1610612749,26,28,2026-01-05T02:40:02Z,1420000,False,,,0,,K. Kuzma REBOUND (Off:0 Def:2),[1628398],1610612749.0,MIL,,,,Kuzma,K. Kuzma,,,,,Left Corner 3,24+ Left,,,,,,,,,,144.0,,,,,,2.0,2.0,0.0,,
146,PT11M13.00S,2026-01-05T02:35:58.4Z,2,REGULAR,3pt,Jump Shot,[],1629018,74.58935611038108,14.705882352941178,1610612749,26,31,2026-01-05T02:36:14Z,1430000,False,-176.0,186.0,1,right,G. Trent Jr. 25' 3PT  (9 PTS) (R. Rollins 2 AST),"[1629018, 1631157]",1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,,25.67,Made,9.0,R. Rollins,1631157.0,2.0,,,,,,,,,,,
148,PT11M01.00S,2026-01-05T02:36:10.7Z,2,REGULAR,2pt,Jump Shot,[],203471,9.674770039421814,30.14705882352941,1610612758,26,31,2026-01-05T02:40:37Z,1450000,False,99.0,38.0,1,left,MISS D. Schröder 10' driving floating bank Shot,[203471],1610612758.0,SAC,driving floating bank,,,Schröder,D. Schröder,,,,,Mid-Range,8-16 Right,,,,10.65,Missed,,,,,,,,,,,,,,,
149,PT11M01.00S,2026-01-05T02:36:10.7Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,31,2026-01-05T02:36:26Z,1460000,False,,,0,,B. Portis REBOUND (Off:0 Def:4),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,Mid-Range,8-16 Right,,,,,,,,,,148.0,,,,,,4.0,4.0,0.0,,
150,PT10M43.00S,2026-01-05T02:36:30.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626171,90.3580814717477,59.55882352941176,1610612749,26,33,2026-01-05T02:41:24Z,1470000,False,48.0,38.0,1,right,B. Portis 6' turnaround bank Hook (6 PTS) (G. Trent Jr. 2 AST),"[1626171, 1629018]",1610612749.0,MIL,turnaround bank,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,6.11,Made,6.0,G. Trent Jr.,1629018.0,2.0,,,,,,,,,,,
152,PT10M43.00S,2026-01-05T02:36:33.6Z,2,REGULAR,foul,personal,['1freethrow'],1642363,,,1610612749,26,33,2026-01-05T02:36:43Z,1490000,False,,,0,,N. Clifford shooting personal FOUL (1 PF) (Portis 1 FT),"[1642363, 1626171]",1610612758.0,SAC,shooting,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,1.0,0.0,Portis,1626171.0,,,,,
154,PT10M43.00S,2026-01-05T02:37:07.3Z,2,REGULAR,freethrow,1 of 1,[],1626171,,,1610612749,26,34,2026-01-05T02:37:07Z,1510000,False,,,0,,B. Portis Free Throw 1 of 1 (7 PTS),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,,
155,PT10M26.00S,2026-01-05T02:37:25.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642363,10.85742444152431,47.30392156862745,1610612758,26,34,2026-01-05T02:37:31Z,1520000,False,13.0,50.0,1,left,MISS N. Clifford driving Layup,[1642363],1610612758.0,SAC,driving,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,5.14,Missed,,,,,,,,,,,,,,,
156,PT10M24.00S,2026-01-05T02:37:27.4Z,2,REGULAR,rebound,defensive,[],1626171,,,1610612749,26,34,2026-01-05T02:37:31Z,1530000,False,,,0,,B. Portis REBOUND (Off:0 Def:5),[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,155.0,,,,,,5.0,5.0,0.0,,
157,PT10M20.00S,2026-01-05T02:37:32.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631157,75.64060446780552,14.215686274509803,1610612749,26,37,2026-01-05T02:42:50Z,1540000,False,-179.0,176.0,1,right,R. Rollins 25' 3PT running (3 PTS) (K. Kuzma 3 AST),"[1631157, 1628398]",1610612749.0,MIL,running,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,25.13,Made,3.0,K. Kuzma,1628398.0,3.0,,,,,,,,,,,
159,PT10M20.00S,2026-01-05T02:37:40.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,26,37,2026-01-05T02:37:40Z,1560000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT10M05.00S,2026-01-05T02:40:44.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,6.521024967148489,50.98039215686274,1610612758,28,37,2026-01-05T02:40:50Z,1570000,False,-5.0,9.0,1,left,D. Eubanks alley-oop DUNK (2 PTS) (D. Schröder 1 AST),"[1629234, 203471]",1610612758.0,SAC,alley-oop,,,Eubanks,D. Eubanks,,,,,Restricted Area,0-8 Center,,,,1.01,Made,2.0,D. Schröder,203471.0,1.0,,,,,,,,,,,
162,PT09M46.00S,2026-01-05T02:41:03.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203914,88.78120893561103,57.84313725490197,1610612749,28,37,2026-01-05T02:41:09Z,1590000,False,39.0,53.0,1,right,MISS G. Harris 6' driving Layup,[203914],1610612749.0,MIL,driving,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,6.59,Missed,,,,,,,,,,,,,,,
163,PT09M42.00S,2026-01-05T02:41:07.8Z,2,REGULAR,rebound,defensive,[],1642363,,,1610612758,28,37,2026-01-05T02:41:07Z,1600000,False,,,0,,N. Clifford REBOUND (Off:0 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,162.0,,,,,,1.0,1.0,0.0,,
164,PT09M34.00S,2026-01-05T02:41:16.0Z,2,REGULAR,2pt,Jump Shot,[],203897,7.703679369250986,12.745098039215685,1610612758,30,37,2026-01-05T02:44:51Z,1610000,False,186.0,20.0,1,left,Z. LaVine 18' step back Jump Shot (7 PTS),[203897],1610612758.0,SAC,step back,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right,,,,18.74,Made,7.0,,,,,,,,,,,,,,
165,PT09M10.00S,2026-01-05T02:41:41.0Z,2,REGULAR,3pt,Jump Shot,[],1631157,77.08607095926413,10.294117647058822,1610612749,30,37,2026-01-05T02:45:11Z,1620000,False,-199.0,163.0,1,right,MISS R. Rollins 25' step back 3PT,[1631157],1610612749.0,MIL,step back,,,Rollins,R. Rollins,,,,,Above the Break 3,24+ Left Center,,,,25.68,Missed,,,,,,,,,,,,,,,
