actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
81,PT04M29.00S,2026-01-13T03:22:38.5Z,1,REGULAR,3pt,Jump Shot,[],1629029,71.56701708278581,18.38235294117647,1610612747,14,22,2026-01-13T03:22:44Z,810000,False,-158.0,215.0,1,right,L. Dončić 26' 3PT step back (11 PTS),[1629029],1610612747.0,LAL,step back,,,Dončić,L. Dončić,,,,,Above the Break 3,24+ Left Center,26.67,Made,11.0,,,,,,,,,,,,,,,,,
82,PT04M16.00S,2026-01-13T03:22:53.6Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612758,14,22,2026-01-13T03:23:09Z,820000,False,,,0,,L. Dončić shooting personal FOUL (1 PF) (Westbrook 2 FT),"[1629029, 201566]",1610612747.0,LAL,shooting,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201246.0,,,1.0,0.0,Westbrook,201566.0
84,PT04M16.00S,2026-01-13T03:23:27.0Z,1,REGULAR,freethrow,1 of 2,[],201566,,,1610612758,15,22,2026-01-13T03:23:27Z,840000,False,,,0,,R. Westbrook Free Throw 1 of 2 (5 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
85,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,out,[],203897,,,1610612758,15,22,2026-01-13T03:24:00Z,850000,False,,,0,,SUB out: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,out,[],1642875,,,1610612758,15,22,2026-01-13T03:24:00Z,860000,False,,,0,,SUB out: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,out,[],1629028,,,1610612758,15,22,2026-01-13T03:24:00Z,870000,False,,,0,,SUB out: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,out,[],203935,,,1610612758,15,22,2026-01-13T03:24:00Z,880000,False,,,0,,SUB out: M. Smart,[203935],1610612747.0,LAL,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,in,[],1642928,,,1610612758,15,22,2026-01-13T03:24:00Z,890000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,in,[],1631165,,,1610612758,15,22,2026-01-13T03:24:00Z,900000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,in,[],1629216,,,1610612758,15,22,2026-01-13T03:24:00Z,910000,False,,,0,,SUB in: G. Vincent,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M16.00S,2026-01-13T03:23:28.0Z,1,REGULAR,substitution,in,[],1629637,,,1610612758,15,22,2026-01-13T03:24:00Z,920000,False,,,0,,SUB in: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M16.00S,2026-01-13T03:24:02.1Z,1,REGULAR,freethrow,2 of 2,[],201566,,,1610612758,16,22,2026-01-13T03:24:02Z,930000,False,,,0,,R. Westbrook Free Throw 2 of 2 (6 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
94,PT04M02.00S,2026-01-13T03:24:11.9Z,1,REGULAR,3pt,Jump Shot,[],1629020,91.01511169513797,97.30392156862744,1610612747,16,22,2026-01-13T03:24:16Z,940000,False,237.0,32.0,1,right,MISS J. Vanderbilt 3PT,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,Right Corner 3,24+ Right,23.87,Missed,,,,,,,,,,,,,,,,,,
95,PT03M58.00S,2026-01-13T03:24:15.9Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,16,22,2026-01-13T03:24:16Z,950000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:2),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Right Corner 3,24+ Right,,,,,,,,,,94.0,3.0,2.0,1.0,,,,,,,
96,PT03M49.00S,2026-01-13T03:24:24.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,5.732588699080158,52.20588235294118,1610612758,18,22,2026-01-13T03:36:49Z,960000,False,-11.0,1.0,1,left,P. Achiuwa cutting Layup (4 PTS) (R. Westbrook 1 AST),"[1630173, 201566]",1610612758.0,SAC,cutting,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,1.11,Made,4.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
98,PT03M25.00S,2026-01-13T03:24:48.3Z,1,REGULAR,3pt,Jump Shot,[],1631222,83.65637319316689,3.431372549019608,1610612747,18,22,2026-01-13T03:37:17Z,980000,False,-233.0,101.0,1,right,MISS J. LaRavia 25' step back 3PT,[1631222],1610612747.0,LAL,step back,,,LaRavia,J. LaRavia,,,,,Above the Break 3,24+ Left Center,25.38,Missed,,,,,,,,,,,,,,,,,,
99,PT03M22.00S,2026-01-13T03:24:51.3Z,1,REGULAR,rebound,offensive,[],1629637,,,1610612747,18,22,2026-01-13T03:24:55Z,990000,False,,,0,,J. Hayes REBOUND (Off:1 Def:0),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,98.0,1.0,0.0,1.0,,,,,,,
100,PT03M20.00S,2026-01-13T03:24:53.1Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629216,66.96780551905388,75.49019607843137,1610612747,18,22,2026-01-13T03:24:57Z,1000000,False,127.0,258.0,1,right,MISS G. Vincent 28' 3PT,[1629216],1610612747.0,LAL,,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Right Center,28.78,Missed,,,,,,,,,,,,,,,,,,
101,PT03M20.00S,2026-01-13T03:24:53.1Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,18,22,2026-01-13T03:24:57Z,1010000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,
102,PT03M11.00S,2026-01-13T03:25:03.0Z,1,REGULAR,3pt,Jump Shot,[],1631165,7.703679369250986,96.32352941176471,1610612758,21,22,2026-01-13T03:38:09Z,1020000,False,-232.0,20.0,1,left,K. Ellis 3PT  (3 PTS) (R. Westbrook 2 AST),"[1631165, 201566]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,23.25,Made,3.0,R. Westbrook,201566.0,2.0,,,,,,,,,,,,,,
104,PT03M11.00S,2026-01-13T03:25:15.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,21,22,2026-01-13T03:25:15Z,1040000,False,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M11.00S,2026-01-13T03:26:47.8Z,1,REGULAR,substitution,out,[],1630173,,,1610612747,21,22,2026-01-13T03:28:04Z,1050000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M11.00S,2026-01-13T03:26:47.8Z,1,REGULAR,substitution,out,[],201566,,,1610612747,21,22,2026-01-13T03:28:04Z,1060000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M11.00S,2026-01-13T03:26:47.8Z,1,REGULAR,substitution,out,[],1631222,,,1610612747,21,22,2026-01-13T03:28:04Z,1070000,False,,,0,,SUB out: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M11.00S,2026-01-13T03:26:47.8Z,1,REGULAR,substitution,in,[],1628370,,,1610612747,21,22,2026-01-13T03:28:04Z,1080000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M11.00S,2026-01-13T03:26:47.8Z,1,REGULAR,substitution,in,[],1642363,,,1610612747,21,22,2026-01-13T03:28:04Z,1090000,False,,,0,,SUB in: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M11.00S,2026-01-13T03:26:47.8Z,1,REGULAR,substitution,in,[],1642261,,,1610612747,21,22,2026-01-13T03:28:04Z,1100000,False,,,0,,SUB in: D. Knecht,[1642261],1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT02M52.00S,2026-01-13T03:28:23.5Z,1,REGULAR,3pt,Jump Shot,[],1642261,92.06636005256242,4.411764705882353,1610612747,21,25,2026-01-13T03:28:32Z,1110000,False,-228.0,22.0,1,right,D. Knecht 3PT  (3 PTS) (G. Vincent 1 AST),"[1642261, 1629216]",1610612747.0,LAL,,,,Knecht,D. Knecht,,,,,Left Corner 3,24+ Left,22.9,Made,3.0,G. Vincent,1629216.0,1.0,,,,,,,,,,,,,,
113,PT02M33.00S,2026-01-13T03:28:45.7Z,1,REGULAR,foul,personal,['2freethrow'],1629020,,,1610612758,21,25,2026-01-13T03:28:55Z,1130000,False,,,0,,J. Vanderbilt shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629020, 201942]",1610612747.0,LAL,shooting,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200834.0,,,1.0,0.0,DeRozan,201942.0
115,PT02M33.00S,2026-01-13T03:29:09.6Z,1,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,22,25,2026-01-13T03:29:09Z,1150000,False,,,0,,D. DeRozan Free Throw 1 of 2 (7 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
116,PT02M33.00S,2026-01-13T03:29:10.4Z,1,REGULAR,substitution,out,[],1629029,,,1610612758,22,25,2026-01-13T03:29:21Z,1160000,False,,,0,,SUB out: L. Dončić,[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M33.00S,2026-01-13T03:29:10.4Z,1,REGULAR,substitution,in,[],2544,,,1610612758,22,25,2026-01-13T03:29:21Z,1170000,False,,,0,,SUB in: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M33.00S,2026-01-13T03:29:32.8Z,1,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,23,25,2026-01-13T03:29:32Z,1180000,False,,,0,,D. DeRozan Free Throw 2 of 2 (8 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
119,PT02M16.00S,2026-01-13T03:29:55.2Z,1,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612747,23,25,2026-01-13T03:30:07Z,1190000,False,,,0,,D. Cardwell shooting personal FOUL (1 PF) (Hayes 2 FT),"[1642928, 1629637]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200834.0,,,1.0,0.0,Hayes,1629637.0
121,PT02M16.00S,2026-01-13T03:30:18.2Z,1,REGULAR,freethrow,1 of 2,[],1629637,,,1610612747,23,26,2026-01-13T03:30:18Z,1210000,False,,,0,,J. Hayes Free Throw 1 of 2 (1 PTS),[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
122,PT02M16.00S,2026-01-13T03:30:19.6Z,1,REGULAR,substitution,out,[],201942,,,1610612747,23,26,2026-01-13T03:30:30Z,1220000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M16.00S,2026-01-13T03:30:19.6Z,1,REGULAR,substitution,in,[],203897,,,1610612747,23,26,2026-01-13T03:30:30Z,1230000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M16.00S,2026-01-13T03:30:18.2Z,1,REGULAR,freethrow,2 of 2,[],1629637,,,1610612747,23,26,2026-01-13T03:30:50Z,1240000,False,,,0,,MISS J. Hayes Free Throw 2 of 2,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
125,PT02M14.00S,2026-01-13T03:30:20.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612758,23,26,2026-01-13T03:39:38Z,1250000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,124.0,3.0,3.0,0.0,,,,,,,
126,PT02M01.00S,2026-01-13T03:30:59.0Z,1,REGULAR,2pt,Jump Shot,[],1628370,20.71287779237845,35.294117647058826,1610612758,23,26,2026-01-13T03:40:01Z,1260000,False,74.0,142.0,1,left,MISS M. Monk 16' pullup Shot,[1628370],1610612758.0,SAC,pullup,,,Monk,M. Monk,,,,,Mid-Range,8-16 Center,16.01,Missed,,,,,,,,,,,,,,,,,,
127,PT02M00.00S,2026-01-13T03:31:00.0Z,1,REGULAR,rebound,offensive,[],1642928,,,1610612758,23,26,2026-01-13T03:40:40Z,1270000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:0),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Mid-Range,8-16 Center,,,,,,,,,,126.0,1.0,0.0,1.0,,,,,,,
128,PT01M57.00S,2026-01-13T03:31:07.2Z,1,REGULAR,foul,personal,['2freethrow'],1629637,,,1610612758,23,26,2026-01-13T03:31:25Z,1280000,False,,,0,,J. Hayes shooting personal FOUL (1 PF) (LaVine 2 FT),"[1629637, 203897]",1610612747.0,LAL,shooting,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,200834.0,,,1.0,0.0,LaVine,203897.0
130,PT01M57.00S,2026-01-13T03:31:31.5Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203897,,,1610612758,24,26,2026-01-13T03:31:31Z,1300000,False,,,0,,Z. LaVine Free Throw 1 of 2 (1 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
131,PT01M57.00S,2026-01-13T03:31:47.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203897,,,1610612758,25,26,2026-01-13T03:31:47Z,1310000,False,,,0,,Z. LaVine Free Throw 2 of 2 (2 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
132,PT01M42.00S,2026-01-13T03:32:07.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,87.46714848883047,46.07843137254902,1610612747,25,26,2026-01-13T03:42:21Z,1320000,False,-20.0,65.0,1,right,MISS L. James 6' driving Layup - blocked,"[2544, 1642928]",1610612747.0,LAL,driving,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,6.82,Missed,,,,,,,,,,,,,Cardwell,1642928.0,,,,
133,PT01M42.00S,2026-01-13T03:32:07.6Z,1,REGULAR,block,,[],1642928,,,1610612747,25,26,2026-01-13T03:32:10Z,1330000,False,,,0,,D. Cardwell BLOCK (1 BLK),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
134,PT01M39.00S,2026-01-13T03:32:10.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,25,26,2026-01-13T03:42:21Z,1340000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,132.0,,,,,,,,,,
136,PT01M25.00S,2026-01-13T03:32:33.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203897,10.726018396846255,45.83333333333333,1610612758,27,26,2026-01-13T03:32:40Z,1360000,False,21.0,48.0,1,left,Z. LaVine driving finger roll Layup (4 PTS),[203897],1610612758.0,SAC,driving finger roll,,,LaVine,Z. LaVine,,,,,In The Paint (Non-RA),0-8 Center,5.26,Made,4.0,,,,,,,,,,,,,,,,,
137,PT01M06.00S,2026-01-13T03:32:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,92.32917214191852,36.27450980392157,1610612747,27,26,2026-01-13T03:33:01Z,1370000,False,-69.0,20.0,1,right,MISS L. James 7' fadeaway Shot,[2544],1610612747.0,LAL,fadeaway,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
138,PT01M05.00S,2026-01-13T03:32:53.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,27,26,2026-01-13T03:33:01Z,1380000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,137.0,,,,,,,,,,
140,PT00M55.20S,2026-01-13T03:33:24.0Z,1,REGULAR,3pt,Jump Shot,[],203897,31.488173455978973,56.61764705882353,1610612758,30,26,2026-01-13T03:33:28Z,1400000,False,-33.0,243.0,1,left,Z. LaVine 24' 3PT  (7 PTS) (M. Monk 1 AST),"[203897, 1628370]",1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Center,24.57,Made,7.0,M. Monk,1628370.0,1.0,,,,,,,,,,,,,,
142,PT00M32.40S,2026-01-13T03:33:50.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],2544,83.26215505913272,41.911764705882355,1610612747,30,28,2026-01-13T03:43:58Z,1420000,False,-40.0,105.0,1,right,L. James 11' driving floating Jump Shot (10 PTS),[2544],1610612747.0,LAL,driving floating,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,11.23,Made,10.0,,,,,,,,,,,,,,,,,
143,PT00M15.70S,2026-01-13T03:34:14.4Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629020,,,1610612758,30,28,2026-01-13T03:34:25Z,1430000,False,,,0,,J. Vanderbilt shooting personal FOUL (2 PF) (LaVine 2 FT),"[1629020, 203897]",1610612747.0,LAL,shooting,,,Vanderbilt,J. Vanderbilt,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627534.0,,,2.0,0.0,LaVine,203897.0
145,PT00M15.70S,2026-01-13T03:34:42.7Z,1,REGULAR,freethrow,1 of 2,[],203897,,,1610612758,31,28,2026-01-13T03:34:42Z,1450000,False,,,0,,Z. LaVine Free Throw 1 of 2 (8 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
146,PT00M15.70S,2026-01-13T03:34:43.5Z,1,REGULAR,substitution,out,[],1628370,,,1610612758,31,28,2026-01-13T03:34:48Z,1460000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M15.70S,2026-01-13T03:34:43.5Z,1,REGULAR,substitution,in,[],1630173,,,1610612758,31,28,2026-01-13T03:34:48Z,1470000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M15.70S,2026-01-13T03:35:13.1Z,1,REGULAR,freethrow,2 of 2,[],203897,,,1610612758,32,28,2026-01-13T03:35:13Z,1480000,False,,,0,,Z. LaVine Free Throw 2 of 2 (9 PTS),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
149,PT00M00.10S,2026-01-13T03:35:32.0Z,1,REGULAR,3pt,Jump Shot,[],1629216,69.46452036793693,19.11764705882353,1610612747,32,28,2026-01-13T03:35:51Z,1490000,False,-154.0,235.0,1,right,MISS G. Vincent 28' bank 3PT,[1629216],1610612747.0,LAL,bank,,,Vincent,G. Vincent,,,,,Above the Break 3,24+ Left Center,28.08,Missed,,,,,,,,,,,,,,,,,,
150,PT00M00.10S,2026-01-13T03:35:32.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612747,32,28,2026-01-13T03:35:51Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,149.0,,,,,,,,,,
151,PT00M00.00S,2026-01-13T03:35:45.9Z,1,REGULAR,period,end,[],0,,,1610612747,32,28,2026-01-13T03:35:45Z,1510000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2026-01-13T03:37:24.6Z,2,REGULAR,substitution,out,['startperiod'],1630173,,,1610612747,32,28,2026-01-13T03:38:18Z,1520000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2026-01-13T03:37:24.6Z,2,REGULAR,substitution,out,['startperiod'],1629020,,,1610612747,32,28,2026-01-13T03:38:18Z,1530000,False,,,0,,SUB out: J. Vanderbilt,[1629020],1610612747.0,LAL,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2026-01-13T03:37:24.6Z,2,REGULAR,substitution,out,['startperiod'],1629637,,,1610612747,32,28,2026-01-13T03:38:18Z,1540000,False,,,0,,SUB out: J. Hayes,[1629637],1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2026-01-13T03:37:24.6Z,2,REGULAR,substitution,in,['startperiod'],1628370,,,1610612747,32,28,2026-01-13T03:38:18Z,1550000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2026-01-13T03:37:24.6Z,2,REGULAR,substitution,in,['startperiod'],1629028,,,1610612747,32,28,2026-01-13T03:38:18Z,1560000,False,,,0,,SUB in: D. Ayton,[1629028],1610612747.0,LAL,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2026-01-13T03:37:24.6Z,2,REGULAR,substitution,in,['startperiod'],1631222,,,1610612747,32,28,2026-01-13T03:38:18Z,1570000,False,,,0,,SUB in: J. LaRavia,[1631222],1610612747.0,LAL,,,,LaRavia,J. LaRavia,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2026-01-13T03:38:25.8Z,2,REGULAR,period,start,[],0,,,1610612758,32,28,2026-01-13T03:38:25Z,1580000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT11M47.00S,2026-01-13T03:38:39.7Z,2,REGULAR,turnover,bad pass,[],1642928,,,1610612758,32,28,2026-01-13T03:46:02Z,1590000,False,,,0,,D. Cardwell bad pass TURNOVER (1 TO),"[1642928, 2544]",1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,James,2544.0,,,,,,,,,,,
160,PT11M47.00S,2026-01-13T03:38:39.7Z,2,REGULAR,steal,,[],2544,,,1610612747,32,28,2026-01-13T03:38:41Z,1600000,False,,,0,,L. James STEAL (1 STL),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2026-01-13T03:38:51.6Z,2,REGULAR,foul,personal,[],1642928,,,1610612747,32,28,2026-01-13T03:39:05Z,1610000,False,,,0,,D. Cardwell personal FOUL (2 PF),"[1642928, 2544]",1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,200834.0,,,2.0,0.0,James,2544.0
163,PT11M25.00S,2026-01-13T03:39:33.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642261,84.70762155059133,96.81372549019608,1610612747,32,28,2026-01-13T03:46:38Z,1630000,False,234.0,91.0,1,right,MISS D. Knecht 25' pullup 3PT - blocked,"[1642261, 203897]",1610612747.0,LAL,pullup,,,Knecht,D. Knecht,,,,,Above the Break 3,24+ Right,25.12,Missed,,,,,,,,,,,,,LaVine,203897.0,,,,
164,PT11M25.00S,2026-01-13T03:39:33.8Z,2,REGULAR,block,,[],203897,,,1610612747,32,28,2026-01-13T03:39:37Z,1640000,False,,,0,,Z. LaVine BLOCK (1 BLK),[203897],1610612758.0,SAC,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right,,,,,,,,,,,,,,,,,,,,
165,PT11M24.00S,2026-01-13T03:39:34.8Z,2,REGULAR,rebound,defensive,[],1642928,,,1610612758,32,28,2026-01-13T03:47:20Z,1650000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Above the Break 3,24+ Right,,,,,,,,,,163.0,2.0,1.0,1.0,,,,,,,
166,PT11M17.00S,2026-01-13T03:39:45.4Z,2,REGULAR,2pt,Jump Shot,[],1642363,19.053876478318003,68.89935661764706,1610612758,32,28,2026-01-13T03:48:00Z,1660000,False,-94.0,127.0,1,left,MISS N. Clifford 15' driving floating bank Shot,[1642363],1610612758.0,SAC,driving floating bank,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Left,15.8,Missed,,,,,,,,,,,,,,,,,,
