actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2026-01-21T03:10:09.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-21T03:10:09Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-01-21T03:10:12.2Z,1,REGULAR,jumpball,recovered,[],1641796,,,1610612748,0,0,2026-01-21T03:10:12Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Raynaud: Tip to P. Larsson,"[1641796, 1628389, 1642875]",1610612748.0,MIA,startperiod,P. Larsson,1641796.0,Larsson,P. Larsson,Adebayo,1628389.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2026-01-21T03:10:29.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,89.7503285151117,46.28140318627451,1610612748,0,0,2026-01-21T03:10:56Z,70000,False,-19.0,44.0,1,right,MISS B. Adebayo Layup,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,4.76,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2026-01-21T03:10:31.9Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,0,0,2026-01-21T03:10:56Z,80000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-01-21T03:10:44.2Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612758,0,0,2026-01-21T03:10:53Z,90000,False,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 203952]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Wiggins,203952.0,,,,,,,,,,,
10,PT11M25.00S,2026-01-21T03:10:44.2Z,1,REGULAR,steal,,[],203952,,,1610612748,0,0,2026-01-21T03:13:52Z,100000,False,,,0,,A. Wiggins STEAL (1 STL),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
12,PT11M17.00S,2026-01-21T03:11:10.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630558,76.5604467805519,30.392156862745097,1610612748,0,0,2026-01-21T03:11:26Z,120000,False,-98.0,168.0,1,right,MISS D. Mitchell 19' pullup Shot,[1630558],1610612748.0,MIA,pullup,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Left Center,19.43,Missed,,,,,,,,,,,,,,,,,,
13,PT11M16.00S,2026-01-21T03:11:11.4Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,0,0,2026-01-21T03:12:55Z,130000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,16-24 Left Center,,,12.0,2.0,2.0,0.0,,,,,,,,,,,,,,
14,PT10M54.00S,2026-01-21T03:11:36.2Z,1,REGULAR,2pt,Jump Shot,[],203897,3.235873850197109,9.558823529411764,1610612758,2,0,2026-01-21T03:13:51Z,140000,False,202.0,-22.0,1,left,Z. LaVine 20' pullup Jump Shot (2 PTS) (D. DeRozan 1 AST),"[203897, 201942]",1610612758.0,SAC,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right,20.34,Made,,,,,,,,2.0,D. DeRozan,201942.0,1.0,,,,,,,
16,PT10M32.00S,2026-01-21T03:11:55.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,81.2910643889619,45.83333333333333,1610612748,2,0,2026-01-21T03:12:01Z,160000,False,-21.0,123.0,1,right,MISS B. Adebayo 12' floating Shot,[1628389],1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,12.51,Missed,,,,,,,,,,,,,,,,,,
