actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-03-12T02:10:06.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-03-12T02:10:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2026-03-12T02:10:09.1Z,1,REGULAR,jumpball,recovered,[],1642851,,,1610612766,0,0,2026-03-12T02:10:09Z,40000,False,,,0,,Jump Ball M. Diabaté vs. M. Raynaud: Tip to K. Knueppel,"[1642851, 1631217, 1642875]",1610612766.0,CHA,startperiod,K. Knueppel,1642851.0,Knueppel,K. Knueppel,Diabaté,1631217.0,Raynaud,1642875.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2026-03-12T02:10:24.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,33.196452036793694,43.872549019607845,1610612766,0,3,2026-03-12T02:10:33Z,70000,False,31.0,260.0,1,left,L. Ball 26' 3PT  (3 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,26.13,Made,3.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,,
9,PT11M25.00S,2026-03-12T02:10:40.1Z,1,REGULAR,2pt,Jump Shot,[],201942,82.34231274638634,24.509803921568626,1610612758,0,3,2026-03-12T02:11:34Z,90000,False,-127.0,113.0,1,right,MISS D. DeRozan 17' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,17.07,Missed,,,,,,,,,,,,,,,,,,
10,PT11M23.00S,2026-03-12T02:10:42.1Z,1,REGULAR,rebound,defensive,[],1642851,,,1610612766,0,3,2026-03-12T02:10:47Z,100000,False,,,0,,K. Knueppel REBOUND (Off:0 Def:1),[1642851],1610612766.0,CHA,,,,Knueppel,K. Knueppel,,,,,Mid-Range,16-24 Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M12.00S,2026-03-12T02:10:53.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,8.09789750328515,47.549019607843135,1610612766,0,5,2026-03-12T02:11:05Z,110000,False,12.0,24.0,1,left,L. Ball driving floating Jump Shot (5 PTS) (M. Bridges 2 AST),"[1630163, 1628970]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.66,Made,5.0,M. Bridges,1628970.0,2.0,,,,,,,,,,,,,,
12,PT11M01.00S,2026-03-12T02:11:04.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,80.76544021024968,47.05882352941176,1610612758,2,5,2026-03-12T02:11:11Z,120000,False,-15.0,128.0,1,right,K. Hayes 12' pullup Jump Shot (2 PTS),[1630165],1610612758.0,SAC,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,12.91,Made,2.0,,,,,,,,,,,,,,,,,
13,PT10M52.00S,2026-03-12T02:11:13.4Z,1,REGULAR,3pt,Jump Shot,[],1641706,32.670827858081466,48.28431372549019,1610612766,2,5,2026-03-12T02:11:22Z,130000,False,9.0,255.0,1,left,MISS B. Miller 25' pullup 3PT,[1641706],1610612766.0,CHA,pullup,,,Miller,B. Miller,,,,,Above the Break 3,24+ Center,25.47,Missed,,,,,,,,,,,,,,,,,,
14,PT10M47.00S,2026-03-12T02:11:18.4Z,1,REGULAR,rebound,defensive,[],201942,,,1610612758,2,5,2026-03-12T02:11:22Z,140000,False,,,0,,D. DeRozan REBOUND (Off:0 Def:1),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M36.00S,2026-03-12T02:11:30.9Z,1,REGULAR,turnover,out-of-bounds,[],1642875,,,1610612758,2,5,2026-03-12T02:11:44Z,150000,False,,,0,,M. Raynaud lost ball out-of-bounds TURNOVER (1 TO),[1642875],1610612758.0,SAC,lost ball,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1628953.0,1.0,,,,,,,,
17,PT10M19.00S,2026-03-12T02:11:50.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641706,27.677398160315374,82.35294117647058,1610612766,2,8,2026-03-12T02:11:57Z,170000,False,-162.0,208.0,1,left,B. Miller 26' 3PT  (3 PTS) (M. Bridges 3 AST),"[1641706, 1628970]",1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Left Center,26.33,Made,3.0,M. Bridges,1628970.0,3.0,,,,,,,,,,,,,,
19,PT09M56.00S,2026-03-12T02:12:12.1Z,1,REGULAR,3pt,Jump Shot,[],1630165,71.56701708278581,84.06862745098039,1610612758,5,8,2026-03-12T02:12:19Z,190000,False,170.0,215.0,1,right,K. Hayes 27' 3PT  (5 PTS) (D. DeRozan 1 AST),"[1630165, 201942]",1610612758.0,SAC,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,27.41,Made,5.0,D. DeRozan,201942.0,1.0,,,,,,,,,,,,,,
21,PT09M39.00S,2026-03-12T02:12:30.2Z,1,REGULAR,3pt,Jump Shot,[],1641706,27.677398160315374,11.27450980392157,1610612766,5,8,2026-03-12T02:12:37Z,210000,False,194.0,208.0,1,left,MISS B. Miller 28' 3PT,[1641706],1610612766.0,CHA,,,,Miller,B. Miller,,,,,Above the Break 3,24+ Right Center,28.39,Missed,,,,,,,,,,,,,,,,,,
22,PT09M35.00S,2026-03-12T02:12:34.2Z,1,REGULAR,rebound,defensive,[],1642875,,,1610612758,5,8,2026-03-12T02:12:37Z,220000,False,,,0,,M. Raynaud REBOUND (Off:0 Def:1),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Right Center,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,
23,PT09M28.00S,2026-03-12T02:12:40.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,79.97700394218134,50.0,1610612758,7,8,2026-03-12T02:12:50Z,230000,False,0.0,136.0,1,right,K. Hayes 13' driving floating Jump Shot (7 PTS),[1630165],1610612758.0,SAC,driving floating,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,7.0,,,,,,,,,,,,,,,,,
25,PT09M18.00S,2026-03-12T02:12:50.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,36.21879106438896,27.450980392156865,1610612766,7,11,2026-03-12T02:12:59Z,250000,False,113.0,288.0,1,left,L. Ball 30' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,30.93,Made,8.0,,,,,,,,,,,,,,,,,
