actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
185,PT09M51.00S,2025-12-22T03:39:40.9Z,2,REGULAR,2pt,Jump Shot,[],1631165,86.28449408672799,22.30392156862745,1610612758,32,40,2025-12-22T03:40:13Z,1830000,False,-138.0,76.0,1,right,MISS K. Ellis 15' pullup Shot,[1631165],1610612758.0,SAC,pullup,,,Ellis,K. Ellis,,,,,Mid-Range,8-16 Left,15.82,Missed,,,,,,,,,,,,,,,,,,
186,PT09M49.00S,2025-12-22T03:39:42.9Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,32,40,2025-12-22T03:39:42Z,1840000,False,,,0,,J. Smith Jr. REBOUND (Off:0 Def:2),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,185.0,2.0,2.0,0.0,,,,,,
187,PT09M45.00S,2025-12-22T03:39:49.2Z,2,REGULAR,foul,personal,[],1642875,,,1610612745,32,40,2025-12-22T03:39:57Z,1850000,False,,,0,,M. Raynaud personal FOUL (1 PF),"[1642875, 203991]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628951.0,,,,,1.0,0.0,Capela,203991.0,,
189,PT09M45.00S,2025-12-22T03:39:57.0Z,2,REGULAR,substitution,out,[],1631165,,,1610612745,32,40,2025-12-22T03:40:05Z,1870000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M45.00S,2025-12-22T03:39:57.0Z,2,REGULAR,substitution,in,[],1631099,,,1610612745,32,40,2025-12-22T03:40:05Z,1880000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M31.00S,2025-12-22T03:40:29.9Z,2,REGULAR,2pt,Jump Shot,[],1631095,24.52365308804205,61.274509803921575,1610612745,32,40,2025-12-22T03:40:35Z,1890000,False,-56.0,178.0,1,left,MISS J. Smith Jr. 18' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,18.67,Missed,,,,,,,,,,,,,,,,,,
192,PT09M28.00S,2025-12-22T03:40:32.9Z,2,REGULAR,rebound,defensive,[],203471,,,1610612758,32,40,2025-12-22T03:40:35Z,1900000,False,,,0,,D. Schröder REBOUND (Off:0 Def:3),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Mid-Range,16-24 Center,,,,,,,,,,,191.0,3.0,3.0,0.0,,,,,,
193,PT09M23.00S,2025-12-22T03:40:37.7Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203471,93.51182654402102,41.17647058823529,1610612758,34,40,2025-12-22T03:41:04Z,1910000,False,-44.0,8.0,1,right,D. Schröder running Layup (4 PTS),[203471],1610612758.0,SAC,running,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,4.49,Made,4.0,,,,,,,,,,,,,,,,,
194,PT09M03.00S,2025-12-22T03:40:57.1Z,2,REGULAR,3pt,Jump Shot,[],1642263,34.247700394218136,33.57843137254902,1610612745,34,40,2025-12-22T03:41:01Z,1920000,False,82.0,269.0,1,left,MISS R. Sheppard 28' 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Center,28.16,Missed,,,,,,,,,,,,,,,,,,
195,PT09M00.00S,2025-12-22T03:41:00.1Z,2,REGULAR,rebound,defensive,[],203471,,,1610612758,34,40,2025-12-22T03:41:01Z,1930000,False,,,0,,D. Schröder REBOUND (Off:0 Def:4),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,194.0,4.0,4.0,0.0,,,,,,
196,PT08M49.00S,2025-12-22T03:41:13.9Z,2,REGULAR,foul,personal,['2freethrow'],203991,,,1610612758,34,40,2025-12-22T03:41:25Z,1940000,False,,,0,,C. Capela shooting personal FOUL (1 PF) (Achiuwa 2 FT),"[203991, 1630173]",1610612745.0,HOU,shooting,,,Capela,C. Capela,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203054.0,,,,,1.0,0.0,Achiuwa,1630173.0,,
198,PT08M49.00S,2025-12-22T03:41:42.0Z,2,REGULAR,freethrow,1 of 2,[],1630173,,,1610612758,35,40,2025-12-22T03:42:24Z,1960000,False,,,0,,P. Achiuwa Free Throw 1 of 2 (1 PTS),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
199,PT08M49.00S,2025-12-22T03:41:43.0Z,2,REGULAR,substitution,out,[],1641708,,,1610612758,35,40,2025-12-22T03:41:49Z,1970000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M49.00S,2025-12-22T03:41:43.0Z,2,REGULAR,substitution,in,[],1631106,,,1610612758,35,40,2025-12-22T03:41:49Z,1980000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M49.00S,2025-12-22T03:41:42.0Z,2,REGULAR,freethrow,2 of 2,[],1630173,,,1610612758,35,40,2025-12-22T03:42:24Z,1990000,False,,,0,,MISS P. Achiuwa Free Throw 2 of 2,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
202,PT08M47.00S,2025-12-22T03:41:44.0Z,2,REGULAR,rebound,defensive,[],201142,,,1610612745,35,40,2025-12-22T03:42:24Z,2000000,False,,,0,,K. Durant REBOUND (Off:1 Def:3),[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,201.0,4.0,3.0,1.0,,,,,,
203,PT08M32.00S,2025-12-22T03:42:18.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631095,16.245072273324574,53.92156862745098,1610612745,35,40,2025-12-22T03:42:27Z,2010000,False,-20.0,100.0,1,left,MISS J. Smith Jr. 10' fadeaway Shot,[1631095],1610612745.0,HOU,fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,10.21,Missed,,,,,,,,,,,,,,,,,,
204,PT08M29.00S,2025-12-22T03:42:20.8Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,35,40,2025-12-22T03:42:20Z,2020000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:2),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,203.0,3.0,2.0,1.0,,,,,,
205,PT08M18.00S,2025-12-22T03:42:32.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,89.04402102496715,50.49019607843137,1610612758,37,40,2025-12-22T03:42:37Z,2030000,False,2.0,50.0,1,right,M. Raynaud cutting Layup (6 PTS) (P. Achiuwa 1 AST),"[1642875, 1630173]",1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,6.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,,
207,PT08M04.00S,2025-12-22T03:42:46.3Z,2,REGULAR,2pt,Jump Shot,[],1642263,12.828515111695138,32.59803921568628,1610612745,37,40,2025-12-22T03:43:23Z,2050000,False,87.0,68.0,1,left,MISS R. Sheppard 11' driving floating Shot,[1642263],1610612745.0,HOU,driving floating,,,Sheppard,R. Sheppard,,,,,Mid-Range,8-16 Right,11.05,Missed,,,,,,,,,,,,,,,,,,
208,PT08M04.00S,2025-12-22T03:42:46.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,37,40,2025-12-22T03:42:50Z,2060000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,207.0,,,,,,,,,
210,PT08M04.00S,2025-12-22T03:42:51.5Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,37,40,2025-12-22T03:43:01Z,2080000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M04.00S,2025-12-22T03:42:51.5Z,2,REGULAR,substitution,out,[],203991,,,1610612745,37,40,2025-12-22T03:43:01Z,2090000,False,,,0,,SUB out: C. Capela,[203991],1610612745.0,HOU,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M04.00S,2025-12-22T03:42:51.5Z,2,REGULAR,substitution,in,[],1629006,,,1610612745,37,40,2025-12-22T03:43:01Z,2100000,False,,,0,,SUB in: J. Okogie,[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M04.00S,2025-12-22T03:42:51.5Z,2,REGULAR,substitution,in,[],1630578,,,1610612745,37,40,2025-12-22T03:43:01Z,2110000,False,,,0,,SUB in: A. Sengun,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT07M58.00S,2025-12-22T03:43:18.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630578,12.959921156373195,40.68627450980392,1610612745,37,42,2025-12-22T03:43:47Z,2120000,False,47.0,69.0,1,left,A. Sengun 8' driving floating bank Jump Shot (8 PTS),[1630578],1610612745.0,HOU,driving floating bank,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Right,8.35,Made,8.0,,,,,,,,,,,,,,,,,
215,PT07M58.00S,2025-12-22T03:43:21.5Z,2,REGULAR,foul,personal,['1freethrow'],1642363,,,1610612745,37,42,2025-12-22T03:43:31Z,2130000,False,,,0,,N. Clifford shooting personal FOUL (1 PF) (Sengun 1 FT),"[1642363, 1630578]",1610612758.0,SAC,shooting,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201639.0,,,,,1.0,0.0,Sengun,1630578.0,,
217,PT07M58.00S,2025-12-22T03:43:44.5Z,2,REGULAR,freethrow,1 of 1,['2ndchance'],1630578,,,1610612745,37,42,2025-12-22T03:43:46Z,2150000,False,,,0,,MISS A. Sengun Free Throw 1 of 1,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
218,PT07M56.00S,2025-12-22T03:43:46.5Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,37,42,2025-12-22T03:43:46Z,2160000,False,,,0,,M. Raynaud REBOUND (Off:1 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,217.0,4.0,3.0,1.0,,,,,,
219,PT07M48.00S,2025-12-22T03:43:53.7Z,2,REGULAR,3pt,Jump Shot,[],1642363,90.48948751642575,98.0392156862745,1610612758,37,42,2025-12-22T03:44:00Z,2170000,False,240.0,37.0,1,right,MISS N. Clifford 24' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Right Corner 3,24+ Right,24.3,Missed,,,,,,,,,,,,,,,,,,
220,PT07M46.00S,2025-12-22T03:43:59.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,37,42,2025-12-22T03:43:59Z,2180000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,,,219.0,,,,,,,,,
222,PT07M41.00S,2025-12-22T03:44:18.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203471,68.28186596583443,26.715686274509803,1610612758,37,42,2025-12-22T03:44:22Z,2200000,False,-116.0,246.0,1,right,MISS D. Schröder 27' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,27.19,Missed,,,,,,,,,,,,,,,,,,
223,PT07M37.00S,2025-12-22T03:44:22.9Z,2,REGULAR,rebound,offensive,[],1642875,,,1610612758,37,42,2025-12-22T03:44:22Z,2210000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:3),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,222.0,5.0,3.0,2.0,,,,,,
224,PT07M32.00S,2025-12-22T03:44:27.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642875,85.89027595269383,48.529411764705884,1610612758,37,42,2025-12-22T03:44:32Z,2220000,False,-7.0,80.0,1,right,MISS M. Raynaud 8' floating Shot,[1642875],1610612758.0,SAC,floating,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,8.04,Missed,,,,,,,,,,,,,,,,,,
225,PT07M27.00S,2025-12-22T03:44:32.1Z,2,REGULAR,rebound,defensive,[],1642263,,,1610612745,37,42,2025-12-22T03:44:32Z,2230000,False,,,0,,R. Sheppard REBOUND (Off:0 Def:1),[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,224.0,1.0,1.0,0.0,,,,,,
226,PT07M22.00S,2025-12-22T03:44:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,9.937582128777924,41.911764705882355,1610612745,37,44,2025-12-22T03:44:48Z,2240000,False,40.0,41.0,1,left,A. Sengun Layup (10 PTS) (K. Durant 2 AST),"[1630578, 201142]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),0-8 Center,5.75,Made,10.0,K. Durant,201142.0,2.0,,,,,,,,,,,,,,
228,PT07M08.00S,2025-12-22T03:44:51.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642363,83.52496714848883,38.72549019607843,1610612758,39,44,2025-12-22T03:44:55Z,2260000,False,-56.0,102.0,1,right,N. Clifford 11' pullup Jump Shot (4 PTS) (D. Schröder 3 AST),"[1642363, 203471]",1610612758.0,SAC,pullup,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Center,11.69,Made,4.0,D. Schröder,203471.0,3.0,,,,,,,,,,,,,,
230,PT06M56.00S,2025-12-22T03:45:03.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642263,16.507884362680684,49.01960784313725,1610612745,39,44,2025-12-22T03:45:06Z,2280000,False,5.0,103.0,1,left,MISS R. Sheppard 10' pullup Shot,[1642263],1610612745.0,HOU,pullup,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Center,10.28,Missed,,,,,,,,,,,,,,,,,,
231,PT06M54.00S,2025-12-22T03:45:05.0Z,2,REGULAR,rebound,defensive,[],1642875,,,1610612758,39,44,2025-12-22T03:45:06Z,2290000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:4),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,230.0,6.0,4.0,2.0,,,,,,
232,PT06M46.00S,2025-12-22T03:45:12.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642875,90.75229960578186,51.470588235294116,1610612758,41,44,2025-12-22T03:45:19Z,2300000,False,7.0,34.0,1,right,M. Raynaud cutting DUNK (8 PTS) (D. Schröder 4 AST),"[1642875, 203471]",1610612758.0,SAC,cutting,,,Raynaud,M. Raynaud,,,,,Restricted Area,0-8 Center,3.52,Made,8.0,D. Schröder,203471.0,4.0,,,,,,,,,,,,,,
234,PT06M22.00S,2025-12-22T03:45:37.2Z,2,REGULAR,turnover,bad pass,[],1629006,,,1610612745,41,44,2025-12-22T03:45:45Z,2320000,False,,,0,,J. Okogie bad pass TURNOVER (1 TO),"[1629006, 1630173]",1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,1.0,Achiuwa,1630173.0,,,,,,,,,,,
235,PT06M22.00S,2025-12-22T03:45:37.2Z,2,REGULAR,steal,,[],1630173,,,1610612758,41,44,2025-12-22T03:48:25Z,2330000,False,,,0,,P. Achiuwa STEAL (1 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
236,PT06M10.00S,2025-12-22T03:45:49.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630173,84.44480946123521,50.0,1610612758,43,44,2025-12-22T03:47:37Z,2340000,False,0.0,94.0,1,right,P. Achiuwa 9' floating Jump Shot (3 PTS) (N. Clifford 2 AST),"[1630173, 1642363]",1610612758.0,SAC,floating,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,9.37,Made,3.0,N. Clifford,1642363.0,2.0,,,,,,,,,,,,,,
238,PT05M55.00S,2025-12-22T03:46:05.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642263,13.485545335085414,36.27450980392157,1610612745,43,44,2025-12-22T03:46:10Z,2360000,False,69.0,74.0,1,left,MISS R. Sheppard 10' driving Layup,[1642263],1610612745.0,HOU,driving,,,Sheppard,R. Sheppard,,,,,In The Paint (Non-RA),8-16 Right,10.11,Missed,,,,,,,,,,,,,,,,,,
239,PT05M51.00S,2025-12-22T03:46:07.4Z,2,REGULAR,rebound,defensive,[],1642363,,,1610612758,43,44,2025-12-22T03:46:07Z,2370000,False,,,0,,N. Clifford REBOUND (Off:2 Def:1),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,238.0,3.0,1.0,2.0,,,,,,
240,PT05M50.00S,2025-12-22T03:46:09.3Z,2,REGULAR,turnover,bad pass,[],1642363,,,1610612758,43,44,2025-12-22T03:46:13Z,2380000,False,,,0,,N. Clifford bad pass TURNOVER (1 TO),"[1642363, 1629006]",1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Okogie,1629006.0,,,,,,,,,,,
241,PT05M50.00S,2025-12-22T03:46:09.3Z,2,REGULAR,steal,,[],1629006,,,1610612745,43,44,2025-12-22T03:46:11Z,2390000,False,,,0,,J. Okogie STEAL (1 STL),[1629006],1610612745.0,HOU,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
242,PT05M46.00S,2025-12-22T03:46:13.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1642263,28.33442838370565,16.666666666666664,1610612745,43,47,2025-12-22T03:46:18Z,2400000,False,167.0,214.0,1,left,R. Sheppard 27' 3PT  (9 PTS) (T. Eason 2 AST),"[1642263, 1631106]",1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Above the Break 3,24+ Right Center,27.11,Made,9.0,T. Eason,1631106.0,2.0,,,,,,,,,,,,,,
244,PT05M46.00S,2025-12-22T03:46:21.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,43,47,2025-12-22T03:46:21Z,2420000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,out,[],1642363,,,1610612758,43,47,2025-12-22T03:49:09Z,2430000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,out,[],1630173,,,1610612758,43,47,2025-12-22T03:49:09Z,2440000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,out,[],203471,,,1610612758,43,47,2025-12-22T03:49:09Z,2450000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,out,[],201142,,,1610612758,43,47,2025-12-22T03:49:09Z,2460000,False,,,0,,SUB out: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,out,[],1642263,,,1610612758,43,47,2025-12-22T03:49:09Z,2470000,False,,,0,,SUB out: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,in,[],201942,,,1610612758,43,47,2025-12-22T03:49:09Z,2480000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,in,[],201566,,,1610612758,43,47,2025-12-22T03:49:09Z,2490000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,in,[],1642928,,,1610612758,43,47,2025-12-22T03:49:09Z,2500000,False,,,0,,SUB in: D. Cardwell,[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,in,[],1641708,,,1610612758,43,47,2025-12-22T03:49:09Z,2510000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M46.00S,2025-12-22T03:48:47.1Z,2,REGULAR,substitution,in,[],1631095,,,1610612758,43,47,2025-12-22T03:49:09Z,2520000,False,,,0,,SUB in: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M23.00S,2025-12-22T03:49:39.7Z,2,REGULAR,2pt,Jump Shot,[],201942,73.66951379763469,49.26470588235294,1610612758,45,47,2025-12-22T03:49:47Z,2530000,False,-4.0,195.0,1,right,D. DeRozan 19' pullup Jump Shot (8 PTS),[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Center,19.5,Made,8.0,,,,,,,,,,,,,,,,,
259,PT05M09.00S,2025-12-22T03:49:55.1Z,2,REGULAR,foul,personal,['2freethrow'],1642928,,,1610612745,45,47,2025-12-22T03:50:04Z,2540000,False,,,0,,D. Cardwell shooting personal FOUL (3 PF) (Thompson 2 FT),"[1642928, 1641708]",1610612758.0,SAC,shooting,,,Cardwell,D. Cardwell,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,1628951.0,,,,,3.0,0.0,Thompson,1641708.0,,
261,PT05M09.00S,2025-12-22T03:50:21.8Z,2,REGULAR,freethrow,1 of 2,[],1641708,,,1610612745,45,48,2025-12-22T03:50:21Z,2560000,False,,,0,,A. Thompson Free Throw 1 of 2 (3 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
262,PT05M09.00S,2025-12-22T03:50:35.3Z,2,REGULAR,freethrow,2 of 2,[],1641708,,,1610612745,45,49,2025-12-22T03:50:35Z,2570000,False,,,0,,A. Thompson Free Throw 2 of 2 (4 PTS),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
263,PT04M59.00S,2025-12-22T03:50:50.3Z,2,REGULAR,foul,personal,['2freethrow'],1631095,,,1610612758,45,49,2025-12-22T03:51:03Z,2580000,False,,,0,,J. Smith Jr. shooting personal FOUL (3 PF) (DeRozan 2 FT),"[1631095, 201942]",1610612745.0,HOU,shooting,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,1628951.0,,,,,3.0,0.0,DeRozan,201942.0,,
265,PT04M59.00S,2025-12-22T03:51:14.2Z,2,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,46,49,2025-12-22T03:51:14Z,2600000,False,,,0,,D. DeRozan Free Throw 1 of 2 (9 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
266,PT04M59.00S,2025-12-22T03:51:16.0Z,2,REGULAR,substitution,out,[],1631095,,,1610612758,46,49,2025-12-22T03:51:24Z,2610000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M59.00S,2025-12-22T03:51:16.0Z,2,REGULAR,substitution,in,[],201142,,,1610612758,46,49,2025-12-22T03:51:24Z,2620000,False,,,0,,SUB in: K. Durant,[201142],1610612745.0,HOU,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M59.00S,2025-12-22T03:51:37.6Z,2,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,47,49,2025-12-22T03:51:37Z,2630000,False,,,0,,D. DeRozan Free Throw 2 of 2 (10 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
269,PT04M48.00S,2025-12-22T03:51:54.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630578,5.206964520367937,52.450980392156865,1610612745,47,49,2025-12-22T03:54:26Z,2640000,False,-12.0,-4.0,1,left,MISS A. Sengun driving DUNK,[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,1.28,Missed,,,,,,,,,,,,,,,,,,
270,PT04M45.00S,2025-12-22T03:51:57.6Z,2,REGULAR,rebound,defensive,[],1642928,,,1610612758,47,49,2025-12-22T03:51:58Z,2650000,False,,,0,,D. Cardwell REBOUND (Off:1 Def:1),[1642928],1610612758.0,SAC,,,,Cardwell,D. Cardwell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,269.0,2.0,1.0,1.0,,,,,,
