actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-11-10T02:10:28.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-10T02:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-11-10T02:10:33.6Z,1,REGULAR,jumpball,recovered,[],1630183,,,1610612750,0,0,2025-11-10T02:10:33Z,40000,False,,,0,,Jump Ball R. Gobert vs. D. Sabonis: Tip to J. McDaniels,"[1630183, 203497, 1627734]",1610612750.0,MIN,startperiod,J. McDaniels,1630183.0,McDaniels,J. McDaniels,Gobert,203497.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-11-10T02:10:41.1Z,1,REGULAR,3pt,Jump Shot,[],1630162,29.517082785808146,72.05882352941177,1610612750,0,0,2025-11-10T02:13:11Z,70000,False,-110.0,225.0,1,left,MISS A. Edwards 25' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,25.06,Missed,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2025-11-10T02:10:45.1Z,1,REGULAR,rebound,defensive,[],1630173,,,1610612758,0,0,2025-11-10T02:10:51Z,80000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-11-10T02:11:05.3Z,1,REGULAR,2pt,Jump Shot,[],1627734,77.87450722733246,34.55882352941176,1610612758,0,0,2025-11-10T02:12:22Z,90000,False,-77.0,155.0,1,right,MISS D. Sabonis 17' Jump Shot - blocked,"[1627734, 203497]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Mid-Range,16-24 Left Center,17.36,Missed,,,,,Gobert,203497.0,,,,,,,,,,,,
10,PT11M23.00S,2025-11-10T02:11:05.3Z,1,REGULAR,block,,[],203497,,,1610612758,0,0,2025-11-10T02:11:08Z,100000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M19.00S,2025-11-10T02:11:09.3Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,0,0,2025-11-10T02:11:11Z,110000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left Center,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,
12,PT11M17.00S,2025-11-10T02:11:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203497,5.732588699080158,48.28431372549019,1610612750,0,2,2025-11-10T02:11:16Z,120000,False,9.0,1.0,1,left,R. Gobert running Layup (2 PTS),[203497],1610612750.0,MIN,running,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,2.0,,,,,,,,,,,
13,PT10M59.00S,2025-11-10T02:11:28.2Z,1,REGULAR,3pt,Jump Shot,[],203897,68.67608409986859,70.34313725490196,1610612758,3,2,2025-11-10T02:11:35Z,130000,False,102.0,242.0,1,right,Z. LaVine 26' 3PT fadeaway (3 PTS),[203897],1610612758.0,SAC,fadeaway,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,26.24,Made,,,,,,,3.0,,,,,,,,,,,
14,PT10M43.00S,2025-11-10T02:11:44.5Z,1,REGULAR,3pt,Jump Shot,[],203944,17.0335085413929,7.352941176470589,1610612750,3,2,2025-11-10T02:11:48Z,140000,False,213.0,108.0,1,left,MISS J. Randle 3PT,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Right Center,23.88,Missed,,,,,,,,,,,,,,,,,,
