actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-04-04T02:11:20.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-04T02:11:20Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-04T02:11:23.2Z,1,REGULAR,jumpball,recovered,[],1630173,,,1610612758,0,0,2026-04-04T02:11:23Z,40000,False,,,0,,Jump Ball M. Raynaud vs. Y. Missi: Tip to P. Achiuwa,"[1630173, 1642875, 1642274]",1610612758.0,SAC,startperiod,P. Achiuwa,1630173.0,Achiuwa,P. Achiuwa,Raynaud,1642875.0,Missi,1642274.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2026-04-04T02:11:34.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630173,12.302890932982917,44.85294117647059,1610612758,0,0,2026-04-04T02:11:39Z,70000,False,26.0,63.0,1,left,MISS P. Achiuwa 6' pullup Shot,[1630173],1610612758.0,SAC,pullup,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,6.81,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2026-04-04T02:11:37.2Z,1,REGULAR,rebound,defensive,[],1642274,,,1610612740,0,0,2026-04-04T02:11:39Z,80000,False,,,0,,Y. Missi REBOUND (Off:0 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2026-04-04T02:11:44.2Z,1,REGULAR,3pt,Jump Shot,[],1630530,61.711563731931676,44.11764705882353,1610612740,0,0,2026-04-04T02:12:03Z,90000,False,-29.0,307.0,1,right,MISS T. Murphy III 30' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Center,30.88,Missed,,,,,,,,,,,,,,,,,,
10,PT11M32.00S,2026-04-04T02:11:47.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612758,0,0,2026-04-04T02:12:03Z,100000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Center,,,9.0,,,,,,,,,,,,,,,,,
11,PT11M15.00S,2026-04-04T02:12:13.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642363,7.30946123521682,57.84313725490197,1610612758,0,0,2026-04-04T02:12:19Z,110000,False,-39.0,16.0,1,left,MISS N. Clifford driving Layup,[1642363],1610612758.0,SAC,driving,,,Clifford,N. Clifford,,,,,Restricted Area,0-8 Center,4.24,Missed,,,,,,,,,,,,,,,,,,
12,PT11M12.00S,2026-04-04T02:12:16.0Z,1,REGULAR,rebound,defensive,[],1630529,,,1610612740,0,0,2026-04-04T02:12:19Z,120000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M05.00S,2026-04-04T02:12:21.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,92.19776609724047,40.44117647058824,1610612740,0,2,2026-04-04T02:13:53Z,130000,False,-48.0,21.0,1,right,Z. Williamson driving Layup (2 PTS) (H. Jones 1 AST),"[1629627, 1630529]",1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,5.21,Made,,,,,2.0,H. Jones,1630529.0,1.0,,,,,,,,,,
15,PT10M58.00S,2026-04-04T02:12:31.6Z,1,REGULAR,turnover,out-of-bounds,[],1630173,,,1610612758,0,2,2026-04-04T02:12:48Z,150000,False,,,0,,P. Achiuwa lost ball out-of-bounds TURNOVER (1 TO),[1630173],1610612758.0,SAC,lost ball,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627529.0,1.0,,,,,,,,
