actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
529,PT10M13.00S,2025-11-12T06:06:07.5Z,4,REGULAR,substitution,out,[],201566,,,1610612758,84,91,2025-11-12T06:07:02Z,5090000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,
530,PT10M13.00S,2025-11-12T06:06:07.5Z,4,REGULAR,substitution,in,[],203897,,,1610612758,84,91,2025-11-12T06:07:02Z,5100000,False,,,0,,SUB in: Z. LaVine,[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,
531,PT10M13.00S,2025-11-12T06:06:07.5Z,4,REGULAR,substitution,in,[],203471,,,1610612758,84,91,2025-11-12T06:07:02Z,5110000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,
532,PT10M00.00S,2025-11-12T06:07:34.4Z,4,REGULAR,2pt,Jump Shot,[],201942,78.66294349540078,25.98039215686275,1610612758,84,91,2025-11-12T06:07:39Z,5120000,False,-120.0,148.0,1,right,MISS D. DeRozan 19' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,,DeRozan,D. DeRozan,Mid-Range,16-24 Left Center,19.07,Missed,,,,,,,,,,,,,,,,,
533,PT09M57.00S,2025-11-12T06:07:37.4Z,4,REGULAR,rebound,defensive,[],202685,,,1610612743,84,91,2025-11-12T06:07:39Z,5130000,False,,,0,,J. Valančiūnas REBOUND (Off:3 Def:4),[202685],1610612743.0,DEN,,,,,,,,Valančiūnas,J. Valančiūnas,Mid-Range,16-24 Left Center,,,,,,,532.0,7.0,4.0,3.0,,,,,,,,,
534,PT09M44.00S,2025-11-12T06:07:50.5Z,4,REGULAR,3pt,Jump Shot,[],1627750,31.882391590013142,38.970588235294116,1610612743,84,94,2025-11-12T06:07:55Z,5140000,False,55.0,247.0,1,left,J. Murray 25' 3PT  (20 PTS) (J. Valančiūnas 1 AST),"[1627750, 202685]",1610612743.0,DEN,,,,,,,,Murray,J. Murray,Above the Break 3,24+ Center,25.33,Made,20.0,J. Valančiūnas,202685.0,1.0,,,,,,,,,,,,,
536,PT09M27.00S,2025-11-12T06:08:07.8Z,4,REGULAR,2pt,Jump Shot,[],201942,84.44480946123521,73.0392156862745,1610612758,86,94,2025-11-12T06:09:09Z,5160000,False,115.0,94.0,1,right,D. DeRozan 14' step back Jump Shot (14 PTS),[201942],1610612758.0,SAC,step back,,,,,,,DeRozan,D. DeRozan,Mid-Range,8-16 Right,14.85,Made,14.0,,,,,,,,,,,,,,,,
537,PT09M10.00S,2025-11-12T06:08:26.4Z,4,REGULAR,foul,offensive,[],1631212,,,1610612743,86,94,2025-11-12T06:08:41Z,5170000,False,,,0,,P. Watson offensive FOUL (3 PF),"[1631212, 1631165]",1610612743.0,DEN,,,,,,,1627526.0,Watson,P. Watson,Mid-Range,16-24 Right,,,,,,,,,,,3.0,0.0,Ellis,1631165.0,,,,,
539,PT09M10.00S,2025-11-12T06:08:26.4Z,4,REGULAR,turnover,offensive foul,[],1631212,,,1610612743,86,94,2025-11-12T06:08:26Z,5190000,False,,,0,,P. Watson offensive foul TURNOVER (1 TO),[1631212],1610612743.0,DEN,,,,,,,1627526.0,Watson,P. Watson,Mid-Range,16-24 Right,,,,,,,,,,,,,,,1.0,,,,
540,PT08M56.00S,2025-11-12T06:08:55.0Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201942,74.98357424441524,52.450980392156865,1610612758,86,94,2025-11-12T06:10:03Z,5200000,False,12.0,183.0,1,right,MISS D. DeRozan 18' pullup Shot,[201942],1610612758.0,SAC,pullup,,,,,,,DeRozan,D. DeRozan,Mid-Range,16-24 Center,18.31,Missed,,,,,,,,,,,,,,,,,
541,PT08M53.00S,2025-11-12T06:08:58.0Z,4,REGULAR,rebound,defensive,[],1628971,,,1610612743,86,94,2025-11-12T06:10:03Z,5210000,False,,,0,,B. Brown REBOUND (Off:2 Def:4),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,Mid-Range,16-24 Center,,,,,,,540.0,6.0,4.0,2.0,,,,,,,,,
542,PT08M35.00S,2025-11-12T06:09:17.8Z,4,REGULAR,3pt,Jump Shot,[],1627750,32.14520367936925,51.225490196078425,1610612743,86,97,2025-11-12T06:10:36Z,5220000,False,-6.0,250.0,1,left,J. Murray 24' 3PT pullup (23 PTS),[1627750],1610612743.0,DEN,pullup,,,,,,,Murray,J. Murray,Above the Break 3,24+ Center,24.98,Made,23.0,,,,,,,,,,,,,,,,
543,PT08M24.00S,2025-11-12T06:09:29.7Z,4,REGULAR,turnover,out-of-bounds,[],203471,,,1610612758,86,97,2025-11-12T06:09:35Z,5230000,False,,,0,,D. Schröder bad pass out-of-bounds TURNOVER (2 TO),[203471],1610612758.0,SAC,bad pass,,,,,,1627526.0,Schröder,D. Schröder,Mid-Range,8-16 Left,,,,,,,,,,,,,,,2.0,,,,
545,PT08M02.00S,2025-11-12T06:09:59.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631212,4.812746386333772,95.58823529411765,1610612743,86,97,2025-11-12T06:10:06Z,5250000,False,-228.0,-7.0,1,left,MISS P. Watson 3PT,[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,Left Corner 3,24+ Left,22.8,Missed,,,,,,,,,,,,,,,,,
546,PT07M59.00S,2025-11-12T06:10:02.0Z,4,REGULAR,rebound,defensive,[],203897,,,1610612758,86,97,2025-11-12T06:12:27Z,5260000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:3),[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,Left Corner 3,24+ Left,,,,,,,545.0,3.0,3.0,0.0,,,,,,,,,
547,PT07M49.00S,2025-11-12T06:10:13.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627734,91.14651773981603,49.01960784313725,1610612758,86,97,2025-11-12T06:16:49Z,5270000,False,-5.0,31.0,1,right,MISS D. Sabonis floating Shot,[1627734],1610612758.0,SAC,floating,,,,,,,Sabonis,D. Sabonis,Restricted Area,0-8 Center,3.11,Missed,,,,,,,,,,,,,,,,,
548,PT07M46.00S,2025-11-12T06:10:16.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612743,86,97,2025-11-12T06:18:30Z,5280000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,547.0,,,,,,,,,,,,
549,PT07M46.00S,2025-11-12T06:10:22.7Z,4,REGULAR,foul,personal,[],201942,,,1610612743,86,97,2025-11-12T07:39:33Z,5290000,False,,,0,,D. DeRozan loose ball personal FOUL (2 PF),"[201942, 203501]",1610612758.0,SAC,loose ball,,,,,,203592.0,DeRozan,D. DeRozan,Mid-Range,16-24 Right,,,,,,,,,,,2.0,0.0,Hardaway Jr.,203501.0,,,,,
552,PT07M46.00S,2025-11-12T06:10:45.9Z,4,REGULAR,substitution,out,[],1631165,,,1610612743,86,97,2025-11-12T06:11:16Z,5320000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,
553,PT07M46.00S,2025-11-12T06:10:45.9Z,4,REGULAR,substitution,in,[],1628370,,,1610612743,86,97,2025-11-12T06:11:16Z,5330000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,
554,PT07M27.00S,2025-11-12T06:11:01.2Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],202685,11.514454664914586,48.77450980392157,1610612743,86,99,2025-11-12T06:13:46Z,5340000,False,6.0,56.0,1,left,J. Valančiūnas turnaround Hook (8 PTS),[202685],1610612743.0,DEN,turnaround,,,,,,,Valančiūnas,J. Valančiūnas,In The Paint (Non-RA),0-8 Center,5.6,Made,8.0,,,,,,,,,,,,,,,,
555,PT07M10.00S,2025-11-12T06:11:18.0Z,4,REGULAR,turnover,bad pass,[],203471,,,1610612758,86,99,2025-11-12T06:15:29Z,5350000,False,,,0,,D. Schröder bad pass TURNOVER (3 TO),"[203471, 1628971]",1610612758.0,SAC,,,,,,,,Schröder,D. Schröder,Mid-Range,16-24 Left,,,,,,,,,,,,,,,3.0,Brown,1628971.0,,
556,PT07M10.00S,2025-11-12T06:11:18.0Z,4,REGULAR,steal,,[],1628971,,,1610612743,86,99,2025-11-12T06:15:29Z,5360000,False,,,0,,B. Brown STEAL (2 STL),[1628971],1610612743.0,DEN,,,,,,,,Brown,B. Brown,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,
557,PT07M10.00S,2025-11-12T06:11:32.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,9.674770039421814,41.42156862745098,1610612743,86,101,2025-11-12T06:14:55Z,5370000,False,43.0,38.0,1,left,B. Brown running Layup (6 PTS),[1628971],1610612743.0,DEN,running,,,,,,,Brown,B. Brown,In The Paint (Non-RA),0-8 Center,5.76,Made,6.0,,,,,,,,,,,,,,,,
558,PT07M10.00S,2025-11-12T06:12:57.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,86,101,2025-11-12T06:13:50Z,5380000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT07M10.00S,2025-11-12T06:14:02.1Z,4,REGULAR,substitution,out,[],203471,,,1610612758,86,101,2025-11-12T06:14:39Z,5390000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,
560,PT07M10.00S,2025-11-12T06:14:02.1Z,4,REGULAR,substitution,in,[],201566,,,1610612758,86,101,2025-11-12T06:14:39Z,5400000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,
561,PT06M53.00S,2025-11-12T06:15:16.7Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612758,86,101,2025-11-12T06:15:31Z,5410000,False,,,0,,P. Watson shooting personal FOUL (4 PF) (Sabonis 2 FT),"[1631212, 1627734]",1610612743.0,DEN,shooting,,,,,,203592.0,Watson,P. Watson,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,4.0,0.0,Sabonis,1627734.0,,,,,
563,PT06M53.00S,2025-11-12T06:15:44.2Z,4,REGULAR,freethrow,1 of 2,[],1627734,,,1610612758,87,101,2025-11-12T06:16:06Z,5430000,False,,,0,,D. Sabonis Free Throw 1 of 2 (16 PTS),[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,,,,Made,16.0,,,,,,,,,,,,,,,,
564,PT06M53.00S,2025-11-12T06:15:44.2Z,4,REGULAR,freethrow,2 of 2,[],1627734,,,1610612758,87,101,2025-11-12T06:16:06Z,5440000,False,,,0,,MISS D. Sabonis Free Throw 2 of 2,[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,,,,Missed,,,,,,,,,,,,,,,,,
565,PT06M50.00S,2025-11-12T06:15:47.2Z,4,REGULAR,rebound,defensive,[],1631212,,,1610612743,87,101,2025-11-12T06:16:06Z,5450000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,,,,,,,,,564.0,3.0,3.0,0.0,,,,,,,,,
566,PT06M36.00S,2025-11-12T06:16:19.2Z,4,REGULAR,2pt,Jump Shot,[],1627750,6.521024967148489,73.77450980392157,1610612743,87,101,2025-11-12T06:16:26Z,5460000,False,-119.0,9.0,1,left,MISS J. Murray 11' step back Shot,[1627750],1610612743.0,DEN,step back,,,,,,,Murray,J. Murray,Mid-Range,8-16 Left,11.92,Missed,,,,,,,,,,,,,,,,,
567,PT06M33.00S,2025-11-12T06:16:22.2Z,4,REGULAR,rebound,defensive,[],201566,,,1610612758,87,101,2025-11-12T06:16:26Z,5470000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:6),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Mid-Range,8-16 Left,,,,,,,566.0,6.0,6.0,0.0,,,,,,,,,
568,PT06M29.00S,2025-11-12T06:16:27.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203897,92.9862023653088,49.50980392156863,1610612758,89,101,2025-11-12T06:16:33Z,5480000,False,-2.0,13.0,1,right,Z. LaVine running DUNK (12 PTS) (D. Sabonis 4 AST),"[203897, 1627734]",1610612758.0,SAC,running,,,,,,,LaVine,Z. LaVine,Restricted Area,0-8 Center,1.36,Made,12.0,D. Sabonis,1627734.0,4.0,,,,,,,,,,,,,
570,PT06M02.00S,2025-11-12T06:16:53.6Z,4,REGULAR,3pt,Jump Shot,[],1628971,22.28975032851511,10.294117647058822,1610612743,89,104,2025-11-12T06:16:59Z,5500000,False,199.0,157.0,1,left,B. Brown 25' 3PT  (9 PTS) (T. Hardaway Jr. 1 AST),"[1628971, 203501]",1610612743.0,DEN,,,,,,,,Brown,B. Brown,Above the Break 3,24+ Right Center,25.31,Made,9.0,T. Hardaway Jr.,203501.0,1.0,,,,,,,,,,,,,
572,PT05M53.00S,2025-11-12T06:17:04.2Z,4,REGULAR,3pt,Jump Shot,[],203897,69.20170827858082,17.401960784313726,1610612758,89,104,2025-11-12T06:19:50Z,5520000,False,-163.0,237.0,1,right,MISS Z. LaVine 28' step back 3PT,[203897],1610612758.0,SAC,step back,,,,,,,LaVine,Z. LaVine,Above the Break 3,24+ Left Center,28.76,Missed,,,,,,,,,,,,,,,,,
573,PT05M50.00S,2025-11-12T06:17:07.2Z,4,REGULAR,rebound,defensive,[],203501,,,1610612743,89,104,2025-11-12T06:19:50Z,5530000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:2),[203501],1610612743.0,DEN,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,Above the Break 3,24+ Left Center,,,,,,,572.0,2.0,2.0,0.0,,,,,,,,,
574,PT05M39.00S,2025-11-12T06:17:21.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612743,89,104,2025-11-12T06:17:33Z,5540000,False,,,0,,D. Sabonis personal FOUL (5 PF) (Valančiūnas 2 FT),"[1627734, 202685]",1610612758.0,SAC,,,,,,,202026.0,Sabonis,D. Sabonis,Mid-Range,16-24 Left Center,,,,,,,,,,,5.0,0.0,Valančiūnas,202685.0,,,,,
576,PT05M39.00S,2025-11-12T06:17:55.8Z,4,REGULAR,freethrow,1 of 2,[],202685,,,1610612743,89,105,2025-11-12T06:17:55Z,5560000,False,,,0,,J. Valančiūnas Free Throw 1 of 2 (9 PTS),[202685],1610612743.0,DEN,,,,,,,,Valančiūnas,J. Valančiūnas,,,,Made,9.0,,,,,,,,,,,,,,,,
577,PT05M39.00S,2025-11-12T06:18:18.3Z,4,REGULAR,freethrow,2 of 2,[],202685,,,1610612743,89,106,2025-11-12T06:18:18Z,5570000,False,,,0,,J. Valančiūnas Free Throw 2 of 2 (10 PTS),[202685],1610612743.0,DEN,,,,,,,,Valančiūnas,J. Valančiūnas,,,,Made,10.0,,,,,,,,,,,,,,,,
578,PT05M25.00S,2025-11-12T06:18:34.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203897,92.19776609724047,57.59803921568627,1610612758,89,106,2025-11-12T06:22:11Z,5580000,False,38.0,21.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612758.0,SAC,driving,,,,,,,LaVine,Z. LaVine,Restricted Area,0-8 Center,4.33,Missed,,,,,,,,,,,,,,,,,
579,PT05M24.00S,2025-11-12T06:18:35.1Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,89,106,2025-11-12T06:18:54Z,5590000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:5),[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Restricted Area,0-8 Center,,,,,,,578.0,6.0,5.0,1.0,,,,,,,,,
580,PT05M24.00S,2025-11-12T06:18:39.3Z,4,REGULAR,foul,personal,[],202685,,,1610612758,89,106,2025-11-12T06:18:50Z,5600000,False,,,0,,J. Valančiūnas personal FOUL (3 PF),"[202685, 1627734]",1610612743.0,DEN,,,,,,,202026.0,Valančiūnas,J. Valančiūnas,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,Sabonis,1627734.0,,,,,
582,PT05M20.00S,2025-11-12T06:19:01.3Z,4,REGULAR,foul,personal,[],1627750,,,1610612758,89,106,2025-11-12T06:19:12Z,5620000,False,,,0,,J. Murray personal FOUL (1 PF),"[1627750, 201942]",1610612743.0,DEN,,,,,,,202026.0,Murray,J. Murray,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1.0,0.0,DeRozan,201942.0,,,,,
584,PT05M16.00S,2025-11-12T06:19:20.2Z,4,REGULAR,foul,personal,['2freethrow'],1631212,,,1610612758,89,106,2025-11-12T06:19:31Z,5640000,False,,,0,,P. Watson shooting personal FOUL (5 PF) (DeRozan 2 FT),"[1631212, 201942]",1610612743.0,DEN,shooting,,,,,,1627526.0,Watson,P. Watson,Mid-Range,8-16 Right,,,,,,,,,,,5.0,0.0,DeRozan,201942.0,,,,,
586,PT05M16.00S,2025-11-12T06:19:43.5Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],201942,,,1610612758,90,106,2025-11-12T06:19:43Z,5660000,False,,,0,,D. DeRozan Free Throw 1 of 2 (15 PTS),[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,Made,15.0,,,,,,,,,,,,,,,,
587,PT05M16.00S,2025-11-12T06:19:57.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],201942,,,1610612758,91,106,2025-11-12T06:19:57Z,5670000,False,,,0,,D. DeRozan Free Throw 2 of 2 (16 PTS),[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,Made,16.0,,,,,,,,,,,,,,,,
588,PT05M06.00S,2025-11-12T06:20:10.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631212,8.886333771353483,38.970588235294116,1610612743,91,106,2025-11-12T06:24:12Z,5680000,False,55.0,31.0,1,left,MISS P. Watson 6' cutting Layup,[1631212],1610612743.0,DEN,cutting,,,,,,,Watson,P. Watson,In The Paint (Non-RA),0-8 Center,6.32,Missed,,,,,,,,,,,,,,,,,
589,PT05M03.00S,2025-11-12T06:20:13.7Z,4,REGULAR,rebound,defensive,[],203897,,,1610612758,91,106,2025-11-12T06:20:21Z,5690000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:4),[203897],1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,In The Paint (Non-RA),0-8 Center,,,,,,,588.0,4.0,4.0,0.0,,,,,,,,,
590,PT04M59.00S,2025-11-12T06:20:17.1Z,4,REGULAR,3pt,Jump Shot,[],201566,68.9388961892247,74.26470588235294,1610612758,91,106,2025-11-12T06:20:44Z,5700000,False,121.0,239.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Above the Break 3,24+ Right Center,26.85,Missed,,,,,,,,,,,,,,,,,
591,PT04M59.00S,2025-11-12T06:20:17.1Z,4,REGULAR,rebound,offensive,[],1627734,,,1610612758,91,106,2025-11-12T06:20:44Z,5710000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:5),[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Above the Break 3,24+ Right Center,,,,,,,590.0,7.0,5.0,2.0,,,,,,,,,
592,PT04M50.00S,2025-11-12T06:20:25.1Z,4,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1631212,,,1610612758,91,106,2025-11-12T06:35:08Z,5775625,False,,,0,,P. Watson shooting personal FOUL (6 PF) (Westbrook 3 FT),"[1631212, 201566]",1610612743.0,DEN,shooting,,,,,,202026.0,Watson,P. Watson,Left Corner 3,24+ Left,,,,,,,,,,,6.0,0.0,Westbrook,201566.0,,,,,
651,PT04M50.00S,2025-11-12T06:20:51.0Z,4,REGULAR,substitution,out,[],1631212,,,1610612758,91,106,2025-11-12T06:32:41Z,5816640,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,
652,PT04M50.00S,2025-11-12T06:20:51.0Z,4,REGULAR,substitution,in,[],203932,,,1610612758,91,106,2025-11-12T06:32:41Z,5820741,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,
596,PT04M50.00S,2025-11-12T06:21:16.9Z,4,REGULAR,freethrow,1 of 3,['2ndchance'],201566,,,1610612758,92,106,2025-11-12T06:29:51Z,5824843,False,,,0,,R. Westbrook Free Throw 1 of 3 (10 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,10.0,,,,,,,,,,,,,,,,
597,PT04M50.00S,2025-11-12T06:21:16.9Z,4,REGULAR,freethrow,2 of 3,['2ndchance'],201566,,,1610612758,93,106,2025-11-12T06:29:51Z,5833046,False,,,0,,R. Westbrook Free Throw 2 of 3 (11 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,11.0,,,,,,,,,,,,,,,,
654,PT04M50.00S,2025-11-12T06:21:29.7Z,4,REGULAR,substitution,out,[],203501,,,1610612758,93,106,2025-11-12T06:33:13Z,5835097,False,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612743.0,DEN,,,,,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,
655,PT04M50.00S,2025-11-12T06:21:29.7Z,4,REGULAR,substitution,out,[],202685,,,1610612758,93,106,2025-11-12T06:33:13Z,5836122,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,
656,PT04M50.00S,2025-11-12T06:21:29.7Z,4,REGULAR,substitution,in,[],203999,,,1610612758,93,106,2025-11-12T06:33:13Z,5836635,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,
657,PT04M50.00S,2025-11-12T06:21:29.7Z,4,REGULAR,substitution,in,[],1631128,,,1610612758,93,106,2025-11-12T06:33:13Z,5836891,False,,,0,,SUB in: C. Braun,[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,
598,PT04M50.00S,2025-11-12T06:21:42.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612758,93,106,2025-11-12T06:34:14Z,5837019,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT04M50.00S,2025-11-12T06:21:16.9Z,4,REGULAR,freethrow,3 of 3,['2ndchance'],201566,,,1610612758,94,106,2025-11-12T06:29:51Z,5837148,False,,,0,,R. Westbrook Free Throw 3 of 3 (12 PTS),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,Made,12.0,,,,,,,,,,,,,,,,
604,PT04M34.00S,2025-11-12T06:23:46.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,10.726018396846255,48.28431372549019,1610612743,94,108,2025-11-12T06:36:01Z,5843437,False,9.0,48.0,1,left,N. Jokić floating Jump Shot (29 PTS) (J. Murray 7 AST),"[203999, 1627750]",1610612743.0,DEN,floating,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,4.91,Made,29.0,J. Murray,1627750.0,7.0,,,,,,,,,,,,,
606,PT04M18.00S,2025-11-12T06:24:00.9Z,4,REGULAR,3pt,Jump Shot,[],1627734,63.9454664914586,50.49019607843137,1610612758,97,108,2025-11-12T06:24:09Z,5870000,False,2.0,286.0,1,right,D. Sabonis 28' 3PT  (19 PTS) (R. Westbrook 9 AST),"[1627734, 201566]",1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Above the Break 3,24+ Center,28.64,Made,19.0,R. Westbrook,201566.0,9.0,,,,,,,,,,,,,
608,PT04M05.00S,2025-11-12T06:24:15.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.995400788436268,41.42156862745098,1610612743,97,108,2025-11-12T06:36:55Z,5890000,False,43.0,4.0,1,left,MISS A. Gordon driving Layup,[203932],1610612743.0,DEN,driving,,,,,,,Gordon,A. Gordon,Restricted Area,0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,
609,PT04M04.00S,2025-11-12T06:24:16.2Z,4,REGULAR,rebound,defensive,[],1627734,,,1610612758,97,108,2025-11-12T06:36:55Z,5900000,False,,,0,,D. Sabonis REBOUND (Off:2 Def:6),[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,Restricted Area,0-8 Center,,,,,,,608.0,8.0,6.0,2.0,,,,,,,,,
610,PT03M59.00S,2025-11-12T06:24:21.8Z,4,REGULAR,violation,kicked ball,[],1631128,,,1610612758,97,108,2025-11-12T06:25:00Z,5910000,False,,,0,,C. Braun kicked ball VIOLATION,[1631128],1610612743.0,DEN,,,,,,,1627526.0,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,
611,PT03M49.00S,2025-11-12T06:24:48.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628370,88.64980289093299,56.61764705882353,1610612758,99,108,2025-11-12T06:37:31Z,5920000,False,33.0,54.0,1,right,M. Monk 6' fadeaway Jump Shot (12 PTS),[1628370],1610612758.0,SAC,fadeaway,,,,,,,Monk,M. Monk,In The Paint (Non-RA),0-8 Center,6.35,Made,12.0,,,,,,,,,,,,,,,,
612,PT03M48.00S,2025-11-12T06:24:56.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612743,99,108,2025-11-12T06:24:56Z,5930000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M38.00S,2025-11-12T06:26:37.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,17.821944809461236,48.03921568627451,1610612743,99,110,2025-11-12T06:38:05Z,5940000,False,10.0,115.0,1,left,N. Jokić 11' turnaround Jump Shot (31 PTS) (J. Murray 8 AST),"[203999, 1627750]",1610612743.0,DEN,turnaround,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),8-16 Center,11.54,Made,31.0,J. Murray,1627750.0,8.0,,,,,,,,,,,,,
