actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-10-25T02:11:37.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-10-25T02:11:37Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2025-10-25T02:11:41.3Z,1,REGULAR,jumpball,recovered,[],1641718,,,1610612762,0,0,2025-10-25T02:11:41Z,40000,False,,,0,,Jump Ball W. Kessler vs. D. Sabonis: Tip to K. George,"[1641718, 1631117, 1627734]",1610612762.0,UTA,startperiod,K. George,1641718.0,George,K. George,Kessler,1631117.0,Sabonis,1627734.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M49.00S,2025-10-25T02:11:48.4Z,1,REGULAR,turnover,bad pass,[],1631117,,,1610612762,0,0,2025-10-25T02:11:55Z,70000,False,,,0,,W. Kessler bad pass TURNOVER (1 TO),"[1631117, 203471]",1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,Above the Break 3,24+ Left Center,1.0,Schröder,203471.0,,,,,,,,,,,,,,,,,
8,PT11M49.00S,2025-10-25T02:11:48.4Z,1,REGULAR,steal,,[],203471,,,1610612758,0,0,2025-10-25T02:11:50Z,80000,False,,,0,,D. Schröder STEAL (1 STL),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M44.00S,2025-10-25T02:11:53.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203471,91.5407358738502,57.59803921568627,1610612758,0,0,2025-10-25T02:11:59Z,90000,False,38.0,27.0,1,right,MISS D. Schröder running Layup,[203471],1610612758.0,SAC,running,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,,4.66,Missed,,,,,,,,,,,,,,,
10,PT11M42.00S,2025-10-25T02:11:55.1Z,1,REGULAR,rebound,defensive,[],1631117,,,1610612762,0,0,2025-10-25T02:11:59Z,100000,False,,,0,,W. Kessler REBOUND (Off:0 Def:1),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M39.00S,2025-10-25T02:11:58.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629004,23.340998685939553,88.23529411764706,1610612762,0,3,2025-10-25T02:12:06Z,110000,False,-191.0,167.0,1,left,S. Mykhailiuk 25' 3PT running (3 PTS) (K. George 1 AST),"[1629004, 1641718]",1610612762.0,UTA,running,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,,,,25.38,Made,,,,,3.0,K. George,1641718.0,1.0,,,,,,,
13,PT11M15.00S,2025-10-25T02:12:21.6Z,1,REGULAR,turnover,lost ball,[],1627734,,,1610612758,0,3,2025-10-25T02:12:25Z,130000,False,,,0,,D. Sabonis lost ball TURNOVER (1 TO),"[1627734, 1631117]",1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,In The Paint (Non-RA),0-8 Center,1.0,Kessler,1631117.0,,,,,,,,,,,,,,,,,
14,PT11M15.00S,2025-10-25T02:12:21.6Z,1,REGULAR,steal,,[],1631117,,,1610612762,0,3,2025-10-25T02:12:23Z,140000,False,,,0,,W. Kessler STEAL (1 STL),[1631117],1610612762.0,UTA,,,,Kessler,W. Kessler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M03.00S,2025-10-25T02:12:34.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1642271,10.068988173455978,38.72549019607843,1610612762,0,5,2025-10-25T02:12:40Z,150000,False,56.0,42.0,1,left,K. Filipowski 7' driving Layup (2 PTS),[1642271],1610612762.0,UTA,driving,,,Filipowski,K. Filipowski,,,,,In The Paint (Non-RA),0-8 Center,,,,7.04,Made,,,,,2.0,,,,,,,,,,
