actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
432,PT00M06.80S,2026-01-02T04:41:57.9Z,3,REGULAR,steal,,[],1642864,,,1610612738,88,86,2026-01-02T05:00:33Z,4260000,False,,,0,,H. González STEAL (1 STL),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
433,PT00M00.60S,2026-01-02T04:42:04.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629674,10.85742444152431,45.09803921568628,1610612738,88,88,2026-01-02T04:42:11Z,4270000,False,25.0,50.0,1,left,N. Queta running Layup (10 PTS) (D. White 7 AST),"[1629674, 1628401]",1610612738.0,BOS,running,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,5.53,Made,10.0,D. White,1628401.0,7.0,,,,,,,,,,,,
435,PT00M00.20S,2026-01-02T04:42:12.1Z,3,REGULAR,heave,,[],0,,,1610612758,88,88,2026-01-02T05:28:36Z,4290000,False,,,0,,SAC Heave,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,68.44,,,,,,,,,,,,,,,,,
436,PT00M00.10S,2026-01-02T04:42:12.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612758,88,88,2026-01-02T04:43:04Z,4300000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,435.0,,,,,,,,,
437,PT00M00.00S,2026-01-02T04:42:39.3Z,3,REGULAR,period,end,[],0,,,1610612758,88,88,2026-01-02T04:42:39Z,4310000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,out,['startperiod'],1630173,,,1610612758,88,88,2026-01-02T04:45:19Z,4320000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
440,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,out,['startperiod'],1631099,,,1610612758,88,88,2026-01-02T04:45:19Z,4330000,False,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,out,['startperiod'],1627759,,,1610612758,88,88,2026-01-02T04:45:19Z,4340000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,out,['startperiod'],1629674,,,1610612758,88,88,2026-01-02T04:45:19Z,4350000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,in,['startperiod'],201942,,,1610612758,88,88,2026-01-02T04:45:19Z,4360000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,in,['startperiod'],1642875,,,1610612758,88,88,2026-01-02T04:45:19Z,4370000,False,,,0,,SUB in: M. Raynaud,[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,in,['startperiod'],1630568,,,1610612758,88,88,2026-01-02T04:45:19Z,4380000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT12M00.00S,2026-01-02T04:43:06.9Z,4,REGULAR,substitution,in,['startperiod'],1630573,,,1610612758,88,88,2026-01-02T04:45:19Z,4390000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT12M00.00S,2026-01-02T04:45:15.5Z,4,REGULAR,period,start,[],0,,,1610612738,88,88,2026-01-02T04:45:19Z,4400000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT11M44.00S,2026-01-02T04:45:32.8Z,4,REGULAR,foul,personal,['2freethrow'],203471,,,1610612738,88,88,2026-01-02T04:45:50Z,4410000,False,,,0,,D. Schröder shooting personal FOUL (1 PF) (White 2 FT),"[203471, 1628401]",1610612758.0,SAC,shooting,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),8-16 Left,1628481.0,,,,,,,,,,,,,,,,1.0,0.0,White,1628401.0
450,PT11M44.00S,2026-01-02T04:46:03.8Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,88,89,2026-01-02T04:46:03Z,4430000,False,,,0,,D. White Free Throw 1 of 2 (3 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
451,PT11M44.00S,2026-01-02T04:46:24.1Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,88,90,2026-01-02T04:46:24Z,4440000,False,,,0,,D. White Free Throw 2 of 2 (4 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
452,PT11M30.00S,2026-01-02T04:46:39.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203471,88.12417871222075,54.90196078431373,1610612758,90,90,2026-01-02T04:46:44Z,4450000,False,25.0,59.0,1,right,D. Schröder 6' driving Layup (18 PTS),[203471],1610612758.0,SAC,driving,,,Schröder,D. Schröder,,,,,In The Paint (Non-RA),0-8 Center,,,6.4,Made,18.0,,,,,,,,,,,,,,,
453,PT11M15.00S,2026-01-02T04:46:54.6Z,4,REGULAR,2pt,Jump Shot,[],1628401,10.33180026281209,30.392156862745097,1610612738,90,90,2026-01-02T04:47:04Z,4460000,False,98.0,45.0,1,left,MISS D. White 10' driving floating Shot,[1628401],1610612738.0,BOS,driving floating,,,White,D. White,,,,,Mid-Range,8-16 Right,,,10.77,Missed,,,,,,,,,,,,,,,,
454,PT11M13.00S,2026-01-02T04:46:56.6Z,4,REGULAR,rebound,defensive,[],1642875,,,1610612758,90,90,2026-01-02T04:47:04Z,4470000,False,,,0,,M. Raynaud REBOUND (Off:2 Def:5),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,Mid-Range,8-16 Right,,,,,,,,,,,453.0,7.0,5.0,2.0,,,,,,
455,PT11M04.00S,2026-01-02T04:47:12.7Z,4,REGULAR,foul,personal,[],1642864,,,1610612758,90,90,2026-01-02T04:47:23Z,4480000,False,,,0,,H. González personal FOUL (2 PF),"[1642864, 201942]",1610612738.0,BOS,,,,González,H. González,,,,,Mid-Range,16-24 Right Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,DeRozan,201942.0
457,PT10M57.00S,2026-01-02T04:47:35.2Z,4,REGULAR,2pt,Jump Shot,[],201942,81.68528252299606,71.81372549019608,1610612758,90,90,2026-01-02T04:47:40Z,4500000,False,109.0,120.0,1,right,MISS D. DeRozan 16' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,,,16.2,Missed,,,,,,,,,,,,,,,,
458,PT10M53.00S,2026-01-02T04:47:39.2Z,4,REGULAR,rebound,defensive,[],1630573,,,1610612738,90,90,2026-01-02T04:47:40Z,4510000,False,,,0,,S. Hauser REBOUND (Off:0 Def:3),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,457.0,3.0,3.0,0.0,,,,,,
459,PT10M45.00S,2026-01-02T04:47:46.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,33.459264126149804,64.95098039215686,1610612738,90,93,2026-01-02T04:47:52Z,4520000,False,-75.0,262.0,1,left,D. White 27' 3PT  (7 PTS) (H. González 1 AST),"[1628401, 1642864]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,27.25,Made,7.0,H. González,1642864.0,1.0,,,,,,,,,,,,
461,PT10M32.00S,2026-01-02T04:47:59.7Z,4,REGULAR,3pt,Jump Shot,[],1631165,91.93495400788436,2.450980392156863,1610612758,90,93,2026-01-02T04:48:06Z,4540000,False,-238.0,23.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,Left Corner 3,24+ Left,,,23.88,Missed,,,,,,,,,,,,,,,,
462,PT10M28.00S,2026-01-02T04:48:03.8Z,4,REGULAR,rebound,offensive,[],1642363,,,1610612758,90,93,2026-01-02T04:48:03Z,4550000,False,,,0,,N. Clifford REBOUND (Off:2 Def:0),[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Left Corner 3,24+ Left,,,,,,,,,,,461.0,2.0,0.0,2.0,,,,,,
463,PT10M26.00S,2026-01-02T04:48:05.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631165,88.78120893561103,50.73529411764706,1610612758,92,93,2026-01-02T05:02:42Z,4560000,False,4.0,53.0,1,right,K. Ellis driving reverse Layup (16 PTS) (N. Clifford 1 AST),"[1631165, 1642363]",1610612758.0,SAC,driving reverse,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),0-8 Center,,,5.31,Made,16.0,N. Clifford,1642363.0,1.0,,,,,,,,,,,,
465,PT10M12.00S,2026-01-02T04:48:23.4Z,4,REGULAR,foul,personal,[],1631165,,,1610612738,92,93,2026-01-02T04:48:34Z,4580000,False,,,0,,K. Ellis personal FOUL (2 PF),"[1631165, 1629014]",1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,Simons,1629014.0
467,PT10M05.00S,2026-01-02T04:48:50.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630568,9.017739816031538,45.588235294117645,1610612738,92,95,2026-01-02T04:48:55Z,4600000,False,22.0,32.0,1,left,L. Garza cutting Layup (11 PTS) (A. Simons 4 AST),"[1630568, 1629014]",1610612738.0,BOS,cutting,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,3.91,Made,11.0,A. Simons,1629014.0,4.0,,,,,,,,,,,,
469,PT09M43.00S,2026-01-02T04:49:12.0Z,4,REGULAR,3pt,Jump Shot,[],203471,65.1281208935611,66.91176470588235,1610612758,92,95,2026-01-02T05:01:33Z,4620000,False,85.0,275.0,1,right,MISS D. Schröder 28' pullup 3PT,[203471],1610612758.0,SAC,pullup,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,28.8,Missed,,,,,,,,,,,,,,,,
470,PT09M41.00S,2026-01-02T04:49:14.0Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,92,95,2026-01-02T04:49:18Z,4630000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,469.0,,,,,,,,,
472,PT09M26.00S,2026-01-02T04:49:35.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,11.251642575558476,55.392156862745104,1610612738,92,97,2026-01-02T04:49:39Z,4650000,False,-27.0,53.0,1,left,D. White driving Layup (9 PTS),[1628401],1610612738.0,BOS,driving,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,5.97,Made,9.0,,,,,,,,,,,,,,,
473,PT09M07.00S,2026-01-02T04:49:54.3Z,4,REGULAR,3pt,Jump Shot,[],1642363,66.04796320630749,74.50980392156863,1610612758,92,97,2026-01-02T04:49:59Z,4660000,False,123.0,267.0,1,right,MISS N. Clifford 29' 3PT,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,Above the Break 3,24+ Right Center,,,29.34,Missed,,,,,,,,,,,,,,,,
474,PT09M03.00S,2026-01-02T04:49:58.3Z,4,REGULAR,rebound,defensive,[],1642864,,,1610612738,92,97,2026-01-02T04:49:59Z,4670000,False,,,0,,H. González REBOUND (Off:0 Def:5),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,473.0,5.0,5.0,0.0,,,,,,
476,PT08M43.00S,2026-01-02T04:50:38.2Z,4,REGULAR,3pt,Jump Shot,[],1628401,36.74441524310118,40.19607843137255,1610612738,92,97,2026-01-02T05:21:46Z,4690000,False,49.0,293.0,1,left,MISS D. White 29' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,,,29.7,Missed,,,,,,,,,,,,,,,,
477,PT08M40.00S,2026-01-02T04:50:41.2Z,4,REGULAR,rebound,defensive,[],203471,,,1610612758,92,97,2026-01-02T04:50:42Z,4700000,False,,,0,,D. Schröder REBOUND (Off:0 Def:3),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Center,,,,,,,,,,,476.0,3.0,3.0,0.0,,,,,,
478,PT08M29.00S,2026-01-02T04:50:52.8Z,4,REGULAR,foul,personal,['2freethrow'],1630568,,,1610612758,92,97,2026-01-02T04:51:01Z,4710000,False,,,0,,L. Garza shooting personal FOUL (1 PF) (Raynaud 2 FT),"[1630568, 1642875]",1610612738.0,BOS,shooting,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Raynaud,1642875.0
480,PT08M29.00S,2026-01-02T04:51:26.2Z,4,REGULAR,freethrow,1 of 2,[],1642875,,,1610612758,93,97,2026-01-02T04:51:26Z,4730000,False,,,0,,M. Raynaud Free Throw 1 of 2 (9 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
481,PT08M29.00S,2026-01-02T04:51:27.0Z,4,REGULAR,substitution,out,[],1631165,,,1610612758,93,97,2026-01-02T04:51:34Z,4740000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT08M29.00S,2026-01-02T04:51:27.0Z,4,REGULAR,substitution,in,[],201566,,,1610612758,93,97,2026-01-02T04:51:34Z,4750000,False,,,0,,SUB in: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT08M29.00S,2026-01-02T04:51:50.3Z,4,REGULAR,freethrow,2 of 2,[],1642875,,,1610612758,94,97,2026-01-02T04:51:50Z,4760000,False,,,0,,M. Raynaud Free Throw 2 of 2 (10 PTS),[1642875],1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
484,PT08M10.00S,2026-01-02T04:52:12.7Z,4,REGULAR,foul,personal,['2freethrow'],1642363,,,1610612738,94,97,2026-01-02T04:52:35Z,4770000,False,,,0,,N. Clifford shooting personal FOUL (2 PF) (White 2 FT),"[1642363, 1628401]",1610612758.0,SAC,shooting,,,Clifford,N. Clifford,,,,,Mid-Range,8-16 Right,1628481.0,,,,,,,,,,,,,,,,2.0,0.0,White,1628401.0
486,PT08M10.00S,2026-01-02T04:52:44.4Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,94,98,2026-01-02T04:52:44Z,4790000,False,,,0,,D. White Free Throw 1 of 2 (10 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
487,PT08M10.00S,2026-01-02T04:52:45.1Z,4,REGULAR,substitution,out,[],1642363,,,1610612738,94,98,2026-01-02T04:52:49Z,4800000,False,,,0,,SUB out: N. Clifford,[1642363],1610612758.0,SAC,,,,Clifford,N. Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT08M10.00S,2026-01-02T04:52:45.1Z,4,REGULAR,substitution,in,[],1631099,,,1610612738,94,98,2026-01-02T04:52:49Z,4810000,False,,,0,,SUB in: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT08M10.00S,2026-01-02T04:53:12.1Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,94,99,2026-01-02T04:53:12Z,4820000,False,,,0,,D. White Free Throw 2 of 2 (11 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
490,PT07M56.00S,2026-01-02T04:53:28.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,82.86793692509855,48.77450980392157,1610612758,96,99,2026-01-02T04:53:35Z,4830000,False,-6.0,109.0,1,right,D. DeRozan 10' turnaround Jump Shot (19 PTS),[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,,,10.87,Made,19.0,,,,,,,,,,,,,,,
491,PT07M38.00S,2026-01-02T04:53:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,10.463206307490145,40.68627450980392,1610612738,96,99,2026-01-02T04:53:53Z,4840000,False,47.0,46.0,1,left,MISS A. Simons 6' driving Layup,[1629014],1610612738.0,BOS,driving,,,Simons,A. Simons,,,,,In The Paint (Non-RA),0-8 Center,,,6.54,Missed,,,,,,,,,,,,,,,,
492,PT07M36.00S,2026-01-02T04:53:47.6Z,4,REGULAR,rebound,offensive,[],1630568,,,1610612738,96,99,2026-01-02T04:55:34Z,4850000,False,,,0,,L. Garza REBOUND (Off:1 Def:1),[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,491.0,2.0,1.0,1.0,,,,,,
509,PT07M35.00S,2026-01-02T04:53:48.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630568,5.863994743758213,46.81372549019608,1610612738,96,99,2026-01-02T04:56:05Z,4855000,False,16.0,3.0,1,left,MISS L. Garza tip Layup,[1630568],1610612738.0,BOS,tip,,,Garza,L. Garza,,,,,Restricted Area,0-8 Center,,,1.61,Missed,,,,,,,,,,,,,,,,
510,PT07M35.00S,2026-01-02T04:53:48.5Z,4,REGULAR,rebound,offensive,[],1642864,,,1610612738,96,99,2026-01-02T04:56:05Z,4857500,False,,,0,,H. González REBOUND (Off:1 Def:5),[1642864],1610612738.0,BOS,,,,González,H. González,,,,,Restricted Area,0-8 Center,,,,,,,,,,,509.0,6.0,5.0,1.0,,,,,,
493,PT07M33.00S,2026-01-02T04:53:51.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629014,27.808804204993432,15.441176470588236,1610612738,96,99,2026-01-02T04:55:56Z,4860000,False,173.0,209.0,1,left,MISS A. Simons 27' 3PT,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Right Center,,,27.11,Missed,,,,,,,,,,,,,,,,
494,PT07M33.00S,2026-01-02T04:53:51.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,96,99,2026-01-02T04:54:04Z,4870000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,493.0,,,,,,,,,
495,PT07M33.00S,2026-01-02T04:54:00.0Z,4,REGULAR,foul,personal,[],201942,,,1610612738,96,99,2026-01-02T05:03:58Z,4880000,False,,,0,,D. DeRozan loose ball personal FOUL (2 PF),"[201942, 1630568]",1610612758.0,SAC,loose ball,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,Garza,1630568.0
497,PT07M33.00S,2026-01-02T04:54:12.5Z,4,REGULAR,substitution,out,[],1629014,,,1610612738,96,99,2026-01-02T04:54:19Z,4900000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT07M33.00S,2026-01-02T04:54:12.5Z,4,REGULAR,substitution,out,[],1642864,,,1610612738,96,99,2026-01-02T04:54:19Z,4910000,False,,,0,,SUB out: H. González,[1642864],1610612738.0,BOS,,,,González,H. González,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT07M33.00S,2026-01-02T04:54:12.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612738,96,99,2026-01-02T04:54:19Z,4920000,False,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT07M33.00S,2026-01-02T04:54:12.5Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,96,99,2026-01-02T04:54:19Z,4930000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT07M27.00S,2026-01-02T04:54:25.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,31.09395532194481,25.245098039215684,1610612738,96,102,2026-01-02T04:54:30Z,4940000,False,124.0,240.0,1,left,S. Hauser 26' 3PT  (15 PTS) (J. Brown 4 AST),"[1630573, 1627759]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,26.99,Made,15.0,J. Brown,1627759.0,4.0,,,,,,,,,,,,
503,PT07M05.00S,2026-01-02T04:54:49.0Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612758,96,102,2026-01-02T04:55:03Z,4960000,False,,,0,,J. Brown shooting personal FOUL (4 PF) (DeRozan 2 FT),"[1627759, 201942]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,1662.0,,,,,,,,,,,,,,,,4.0,0.0,DeRozan,201942.0
505,PT07M05.00S,2026-01-02T04:55:21.4Z,4,REGULAR,freethrow,1 of 2,[],201942,,,1610612758,97,102,2026-01-02T04:55:21Z,4980000,False,,,0,,D. DeRozan Free Throw 1 of 2 (20 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,,
506,PT07M05.00S,2026-01-02T04:55:31.6Z,4,REGULAR,substitution,out,[],203471,,,1610612758,97,102,2026-01-02T04:55:36Z,4990000,False,,,0,,SUB out: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT07M05.00S,2026-01-02T04:55:31.6Z,4,REGULAR,substitution,in,[],1631165,,,1610612758,97,102,2026-01-02T04:55:36Z,5000000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M05.00S,2026-01-02T04:55:51.7Z,4,REGULAR,freethrow,2 of 2,[],201942,,,1610612758,98,102,2026-01-02T04:55:51Z,5010000,False,,,0,,D. DeRozan Free Throw 2 of 2 (21 PTS),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,,
511,PT06M57.00S,2026-01-02T04:56:06.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642875,,,1610612738,98,102,2026-01-02T04:59:03Z,5020000,False,,,0,,M. Raynaud shooting personal FOUL (2 PF) (Brown 2 FT),"[1642875, 1627759]",1610612758.0,SAC,shooting,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,Brown,1627759.0
513,PT06M57.00S,2026-01-02T04:56:29.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,98,102,2026-01-02T04:56:29Z,5040000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT06M57.00S,2026-01-02T04:59:22.0Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,98,103,2026-01-02T04:59:22Z,5050000,False,,,0,,J. Brown Free Throw 1 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,
515,PT06M57.00S,2026-01-02T04:59:39.6Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,98,104,2026-01-02T04:59:39Z,5060000,False,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,
516,PT06M42.00S,2026-01-02T05:00:00.9Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612758,98,104,2026-01-02T05:00:14Z,5070000,False,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Westbrook 2 FT),"[1630202, 201566]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),0-8 Center,1662.0,,,,,,,,,,,,,,,,2.0,0.0,Westbrook,201566.0
518,PT06M42.00S,2026-01-02T05:00:31.6Z,4,REGULAR,freethrow,1 of 2,[],201566,,,1610612758,99,104,2026-01-02T05:00:31Z,5090000,False,,,0,,R. Westbrook Free Throw 1 of 2 (9 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
519,PT06M42.00S,2026-01-02T05:00:46.5Z,4,REGULAR,freethrow,2 of 2,[],201566,,,1610612758,100,104,2026-01-02T05:00:46Z,5100000,False,,,0,,R. Westbrook Free Throw 2 of 2 (10 PTS),[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
520,PT06M26.00S,2026-01-02T05:01:05.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,17.69053876478318,35.294117647058826,1610612738,100,106,2026-01-02T05:01:12Z,5110000,False,74.0,114.0,1,left,J. Brown 13' fadeaway Jump Shot (25 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Right,,,13.55,Made,25.0,,,,,,,,,,,,,,,
521,PT06M26.00S,2026-01-02T05:01:09.1Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631165,,,1610612738,100,106,2026-01-02T05:01:18Z,5120000,False,,,0,,K. Ellis shooting personal FOUL (3 PF) (Brown 1 FT),"[1631165, 1627759]",1610612758.0,SAC,shooting,,,Ellis,K. Ellis,,,,,In The Paint (Non-RA),8-16 Center,1628481.0,,,,,,,,,,,,,,,,3.0,0.0,Brown,1627759.0
