actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
84,PT04M34.00S,2025-04-02T23:23:25.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,12.040078843626807,44.6078431372549,1610612754,20,15,2025-04-02T23:26:30Z,840000,False,27.0,61.0,1,left,MISS T. Haliburton 6' driving Layup,[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,6.64,Missed,,,,,,,,,,,,,,,,,,
85,PT04M32.00S,2025-04-02T23:23:27.2Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,20,15,2025-04-02T23:23:28Z,850000,False,,,0,,M. Williams REBOUND (Off:1 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,84.0,3.0,2.0,1.0,,,,,,,
86,PT04M27.00S,2025-04-02T23:23:32.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629610,92.06636005256242,53.431372549019606,1610612766,20,15,2025-04-02T23:23:37Z,860000,False,17.0,22.0,1,right,MISS D. Jeffries running finger roll Layup,[1629610],1610612766.0,CHA,running finger roll,,,Jeffries,D. Jeffries,,,,,Restricted Area,0-8 Center,2.8,Missed,,,,,,,,,,,,,,,,,,
87,PT04M25.00S,2025-04-02T23:23:34.9Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,20,15,2025-04-02T23:23:37Z,870000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,86.0,1.0,1.0,0.0,,,,,,,
88,PT04M13.00S,2025-04-02T23:23:46.3Z,1,REGULAR,3pt,Jump Shot,[],1630167,29.6484888304862,73.77450980392157,1610612754,20,15,2025-04-02T23:23:50Z,880000,False,-119.0,226.0,1,left,MISS O. Toppin 25' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,25.55,Missed,,,,,,,,,,,,,,,,,,
89,PT04M11.00S,2025-04-02T23:23:48.3Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,20,15,2025-04-02T23:23:50Z,890000,False,,,0,,T. Salaün REBOUND (Off:0 Def:1),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,88.0,1.0,1.0,0.0,,,,,,,
90,PT03M52.00S,2025-04-02T23:24:07.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203552,93.38042049934296,53.92156862745098,1610612766,20,17,2025-04-02T23:27:56Z,900000,False,20.0,10.0,1,right,S. Curry driving Layup (5 PTS),[203552],1610612766.0,CHA,driving,,,Curry,S. Curry,,,,,Restricted Area,0-8 Center,2.19,Made,5.0,,,,,,,,,,,,,,,,,
91,PT03M51.00S,2025-04-02T23:24:11.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,20,17,2025-04-02T23:24:11Z,910000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,20,17,2025-04-02T23:26:49Z,920000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,20,17,2025-04-02T23:26:49Z,930000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,out,[],1631109,,,1610612754,20,17,2025-04-02T23:26:49Z,940000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,out,[],203552,,,1610612754,20,17,2025-04-02T23:26:49Z,950000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,in,[],204456,,,1610612754,20,17,2025-04-02T23:26:49Z,960000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,in,[],1628418,,,1610612754,20,17,2025-04-02T23:26:49Z,970000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,in,[],203994,,,1610612754,20,17,2025-04-02T23:26:49Z,980000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M51.00S,2025-04-02T23:26:33.4Z,1,REGULAR,substitution,in,[],1629006,,,1610612754,20,17,2025-04-02T23:26:49Z,990000,False,,,0,,SUB in: J. Okogie,[1629006],1610612766.0,CHA,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M27.00S,2025-04-02T23:27:33.6Z,1,REGULAR,3pt,Jump Shot,[],1628418,17.69053876478318,4.901960784313726,1610612754,23,17,2025-04-02T23:27:37Z,1000000,False,225.0,114.0,1,left,T. Bryant 25' 3PT  (3 PTS) (T. McConnell 1 AST),"[1628418, 204456]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,25.26,Made,3.0,,,,T. McConnell,204456.0,1.0,,,,,,,,,,,
102,PT03M18.00S,2025-04-02T23:27:44.2Z,1,REGULAR,foul,offensive,[],1629610,,,1610612766,23,17,2025-04-02T23:27:50Z,1020000,False,,,0,,D. Jeffries offensive FOUL (1 PF),"[1629610, 204456]",1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,200833.0,1.0,0.0,McConnell,204456.0,,
104,PT03M18.00S,2025-04-02T23:27:44.2Z,1,REGULAR,turnover,offensive foul,[],1629610,,,1610612766,23,17,2025-04-02T23:27:44Z,1040000,False,,,0,,D. Jeffries offensive foul TURNOVER (1 TO),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Above the Break 3,24+ Center,,,,1.0,,,,,,,,,,200833.0,,,,,,
105,PT03M17.00S,2025-04-02T23:27:53.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630167,10.726018396846255,3.431372549019608,1610612754,26,17,2025-04-02T23:27:57Z,1050000,False,233.0,48.0,1,left,O. Toppin 3PT  (3 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,23.78,Made,3.0,,,,T. Haliburton,1630169.0,3.0,,,,,,,,,,,
107,PT03M01.00S,2025-04-02T23:28:08.7Z,1,REGULAR,2pt,Layup,[],1629006,90.22667542706965,68.13725490196079,1610612766,26,17,2025-04-02T23:28:12Z,1070000,False,91.0,39.0,1,right,MISS J. Okogie 9' driving Layup - blocked,"[1629006, 204456]",1610612766.0,CHA,driving,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,9.89,Missed,,,,,,,,,,,,,,,,,McConnell,204456.0
108,PT03M01.00S,2025-04-02T23:28:08.7Z,1,REGULAR,block,,[],204456,,,1610612766,26,17,2025-04-02T23:28:10Z,1080000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2025-04-02T23:28:10.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,26,17,2025-04-02T23:28:12Z,1090000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,,,,,,,,107.0,1.0,1.0,0.0,,,,,,,
110,PT02M54.00S,2025-04-02T23:28:16.4Z,1,REGULAR,3pt,Jump Shot,[],1630167,4.5499342969776615,96.32352941176471,1610612754,26,17,2025-04-02T23:30:39Z,1100000,False,-232.0,-10.0,1,left,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.18,Missed,,,,,,,,,,,,,,,,,,
111,PT02M51.00S,2025-04-02T23:28:19.4Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,26,17,2025-04-02T23:28:20Z,1110000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:1),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Left Corner 3,24+ Left,,,,,,,,,,110.0,1.0,1.0,0.0,,,,,,,
112,PT02M47.00S,2025-04-02T23:28:24.9Z,1,REGULAR,turnover,traveling,[],1642275,,,1610612766,26,17,2025-04-02T23:28:34Z,1120000,False,,,0,,T. Salaün traveling TURNOVER (1 TO),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Above the Break 3,24+ Left Center,,,,1.0,,,,,,,,,,200833.0,,,,,,
113,PT02M38.00S,2025-04-02T23:28:41.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,7.5722733245729295,52.69607843137255,1610612754,26,17,2025-04-02T23:28:45Z,1130000,False,-13.0,19.0,1,left,MISS T. McConnell driving Layup,[204456],1610612754.0,IND,driving,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,2.31,Missed,,,,,,,,,,,,,,,,,,
115,PT02M35.00S,2025-04-02T23:28:44.6Z,1,REGULAR,rebound,defensive,[],1642275,,,1610612766,26,17,2025-04-02T23:28:45Z,1150000,False,,,0,,T. Salaün REBOUND (Off:0 Def:2),[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,,,,,,,,,,113.0,2.0,2.0,0.0,,,,,,,
116,PT02M32.00S,2025-04-02T23:28:48.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1642275,93.51182654402102,56.61764705882353,1610612766,26,17,2025-04-02T23:32:43Z,1160000,False,33.0,8.0,1,right,MISS T. Salaün driving floating Shot,[1642275],1610612766.0,CHA,driving floating,,,Salaün,T. Salaün,,,,,Restricted Area,0-8 Center,3.42,Missed,,,,,,,,,,,,,,,,,,
117,PT02M29.00S,2025-04-02T23:28:51.0Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,26,17,2025-04-02T23:35:43Z,1170000,False,,,0,,T. McConnell REBOUND (Off:0 Def:2),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,116.0,2.0,2.0,0.0,,,,,,,
157,PT02M29.00S,2025-04-02T23:28:51.1Z,1,REGULAR,turnover,out-of-bounds,[],204456,,,1610612754,26,17,2025-04-02T23:38:11Z,1175000,False,,,0,,T. McConnell step out-of-bounds TURNOVER (1 TO),[204456],1610612754.0,IND,step,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,1.0,,,,,,,,,,200833.0,,,,,,
119,PT02M24.00S,2025-04-02T23:29:28.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203994,88.12417871222075,45.34313725490196,1610612766,26,19,2025-04-02T23:36:16Z,1190000,False,-23.0,59.0,1,right,J. Nurkić 6' driving Hook (2 PTS),[203994],1610612766.0,CHA,driving,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,6.35,Made,2.0,,,,,,,,,,,,,,,,,
120,PT02M09.00S,2025-04-02T23:29:42.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,15.456636005256241,45.34313725490196,1610612754,26,19,2025-04-02T23:29:46Z,1200000,False,23.0,93.0,1,left,MISS T. McConnell 9' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,9.57,Missed,,,,,,,,,,,,,,,,,,
121,PT02M07.00S,2025-04-02T23:29:44.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612766,26,19,2025-04-02T23:29:46Z,1210000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,
122,PT02M01.00S,2025-04-02T23:29:50.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629006,92.32917214191852,64.2156862745098,1610612766,26,19,2025-04-02T23:36:34Z,1220000,False,71.0,20.0,1,right,MISS J. Okogie 7' driving floating bank Shot,[1629006],1610612766.0,CHA,driving floating bank,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,7.38,Missed,,,,,,,,,,,,,,,,,,
123,PT01M58.00S,2025-04-02T23:29:53.4Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,26,19,2025-04-02T23:29:55Z,1230000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,122.0,1.0,1.0,0.0,,,,,,,
124,PT01M54.00S,2025-04-02T23:29:59.1Z,1,REGULAR,foul,personal,[],1642275,,,1610612754,26,19,2025-04-02T23:30:07Z,1240000,False,,,0,,T. Salaün personal FOUL (1 PF),"[1642275, 1630169]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,202041.0,1.0,0.0,Haliburton,1630169.0,,
126,PT01M54.00S,2025-04-02T23:30:13.2Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,26,19,2025-04-02T23:30:20Z,1260000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT01M54.00S,2025-04-02T23:30:13.2Z,1,REGULAR,substitution,out,[],1630167,,,1610612754,26,19,2025-04-02T23:30:20Z,1270000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT01M54.00S,2025-04-02T23:30:13.2Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,26,19,2025-04-02T23:30:20Z,1280000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT01M54.00S,2025-04-02T23:30:13.2Z,1,REGULAR,substitution,in,[],1627783,,,1610612754,26,19,2025-04-02T23:30:20Z,1290000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M48.00S,2025-04-02T23:30:36.1Z,1,REGULAR,2pt,Jump Shot,[],1641716,17.69053876478318,22.794117647058822,1610612754,26,19,2025-04-02T23:30:40Z,1300000,False,136.0,114.0,1,left,MISS J. Walker 17' step back Shot,[1641716],1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Mid-Range,16-24 Right Center,17.73,Missed,,,,,,,,,,,,,,,,,,
131,PT01M43.00S,2025-04-02T23:30:41.1Z,1,REGULAR,rebound,defensive,[],1629610,,,1610612766,26,19,2025-04-02T23:30:40Z,1310000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:2),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,130.0,2.0,2.0,0.0,,,,,,,
132,PT01M33.00S,2025-04-02T23:30:50.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,91.01511169513797,58.57843137254902,1610612766,26,21,2025-04-02T23:30:54Z,1320000,False,43.0,32.0,1,right,J. Okogie driving Layup (2 PTS) (D. Baugh 1 AST),"[1629006, 1641878]",1610612766.0,CHA,driving,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,5.35,Made,2.0,,,,D. Baugh,1641878.0,1.0,,,,,,,,,,,
134,PT01M19.00S,2025-04-02T23:31:04.1Z,1,REGULAR,2pt,Jump Shot,[],204456,12.697109067017081,32.59803921568628,1610612754,28,21,2025-04-02T23:31:10Z,1340000,False,87.0,67.0,1,left,T. McConnell 10' pullup Jump Shot (2 PTS) (B. Sheppard 1 AST),"[204456, 1641767]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,10.97,Made,2.0,,,,B. Sheppard,1641767.0,1.0,,,,,,,,,,,
136,PT01M09.00S,2025-04-02T23:31:15.7Z,1,REGULAR,foul,personal,[],1628418,,,1610612766,28,21,2025-04-02T23:31:20Z,1360000,False,,,0,,T. Bryant personal FOUL (1 PF),"[1628418, 203994]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1628480.0,1.0,0.0,Nurkić,203994.0,,
138,PT01M03.00S,2025-04-02T23:31:42.7Z,1,REGULAR,3pt,Jump Shot,[],1629006,79.71419185282524,91.42156862745098,1610612766,28,24,2025-04-02T23:31:48Z,1380000,False,207.0,138.0,1,right,J. Okogie 24' 3PT pullup (5 PTS) (J. Nurkić 1 AST),"[1629006, 203994]",1610612766.0,CHA,pullup,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Right Center,24.9,Made,5.0,,,,J. Nurkić,203994.0,1.0,,,,,,,,,,,
140,PT00M49.40S,2025-04-02T23:31:59.7Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629006,,,1610612754,28,24,2025-04-02T23:32:06Z,1400000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629006, 1627783]",1610612766.0,CHA,shooting,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,1628480.0,1.0,0.0,Siakam,1627783.0,,
142,PT00M49.40S,2025-04-02T23:32:29.1Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,28,24,2025-04-02T23:32:29Z,1420000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
143,PT00M49.40S,2025-04-02T23:32:29.1Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,28,24,2025-04-02T23:32:29Z,1430000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,142.0,,,,,,,,,,
144,PT00M49.40S,2025-04-02T23:32:51.2Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,29,24,2025-04-02T23:32:51Z,1440000,False,,,0,,P. Siakam Free Throw 2 of 2 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
145,PT00M35.10S,2025-04-02T23:33:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641878,91.01511169513797,59.31372549019608,1610612766,29,24,2025-04-02T23:39:13Z,1450000,False,47.0,32.0,1,right,MISS D. Baugh driving floating bank Shot,[1641878],1610612766.0,CHA,driving floating bank,,,Baugh,D. Baugh,,,,,In The Paint (Non-RA),0-8 Center,5.65,Missed,,,,,,,,,,,,,,,,,,
146,PT00M32.90S,2025-04-02T23:33:10.0Z,1,REGULAR,rebound,offensive,[],203994,,,1610612766,29,24,2025-04-02T23:33:12Z,1460000,False,,,0,,J. Nurkić REBOUND (Off:1 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,145.0,2.0,1.0,1.0,,,,,,,
147,PT00M32.90S,2025-04-02T23:33:11.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641716,,,1610612766,29,24,2025-04-02T23:33:18Z,1470000,False,,,0,,J. Walker shooting personal FOUL (1 PF) (Nurkić 2 FT),"[1641716, 203994]",1610612754.0,IND,shooting,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Nurkić,203994.0,,
149,PT00M32.90S,2025-04-02T23:33:34.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203994,,,1610612766,29,24,2025-04-02T23:33:35Z,1490000,False,,,0,,MISS J. Nurkić Free Throw 1 of 2,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
150,PT00M32.90S,2025-04-02T23:33:34.9Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,29,24,2025-04-02T23:33:35Z,1500000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,149.0,,,,,,,,,,
151,PT00M32.90S,2025-04-02T23:33:50.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203994,,,1610612766,29,25,2025-04-02T23:33:50Z,1510000,False,,,0,,J. Nurkić Free Throw 2 of 2 (3 PTS),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
152,PT00M14.60S,2025-04-02T23:34:11.0Z,1,REGULAR,3pt,Jump Shot,[],1641716,31.35676741130092,63.48039215686274,1610612754,32,25,2025-04-02T23:34:15Z,1520000,False,-67.0,242.0,1,left,J. Walker 25' 3PT  (3 PTS) (T. McConnell 2 AST),"[1641716, 204456]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,25.15,Made,3.0,,,,T. McConnell,204456.0,2.0,,,,,,,,,,,
154,PT00M02.90S,2025-04-02T23:34:25.1Z,1,REGULAR,3pt,Jump Shot,[],203994,69.72733245729303,74.50980392156863,1610612766,32,25,2025-04-02T23:34:32Z,1540000,False,123.0,232.0,1,right,MISS J. Nurkić 26' 3PT,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
155,PT00M02.90S,2025-04-02T23:34:25.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,32,25,2025-04-02T23:34:32Z,1550000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,154.0,,,,,,,,,,
156,PT00M00.00S,2025-04-02T23:34:31.6Z,1,REGULAR,period,end,[],0,,,1610612766,32,25,2025-04-02T23:34:31Z,1560000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-04-02T23:36:35.1Z,2,REGULAR,substitution,out,['startperiod'],1629610,,,1610612766,32,25,2025-04-02T23:36:58Z,1570000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-04-02T23:36:35.1Z,2,REGULAR,substitution,out,['startperiod'],1641878,,,1610612766,32,25,2025-04-02T23:36:58Z,1580000,False,,,0,,SUB out: D. Baugh,[1641878],1610612766.0,CHA,,,,Baugh,D. Baugh,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2025-04-02T23:36:35.1Z,2,REGULAR,substitution,in,['startperiod'],1642354,,,1610612766,32,25,2025-04-02T23:36:58Z,1590000,False,,,0,,SUB in: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2025-04-02T23:36:35.1Z,2,REGULAR,substitution,in,['startperiod'],1630182,,,1610612766,32,25,2025-04-02T23:36:58Z,1600000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2025-04-02T23:37:08.8Z,2,REGULAR,period,start,[],0,,,1610612754,32,25,2025-04-02T23:37:08Z,1610000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M38.00S,2025-04-02T23:37:30.3Z,2,REGULAR,3pt,Jump Shot,[],1641716,27.020367936925098,84.55882352941177,1610612754,35,25,2025-04-02T23:37:34Z,1620000,False,-173.0,201.0,1,left,J. Walker 26' 3PT step back (6 PTS) (P. Siakam 1 AST),"[1641716, 1627783]",1610612754.0,IND,step back,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,26.54,Made,6.0,,,,P. Siakam,1627783.0,1.0,,,,,,,,,,,
165,PT11M27.00S,2025-04-02T23:37:43.0Z,2,REGULAR,foul,personal,['2freethrow'],1641767,,,1610612766,35,25,2025-04-02T23:37:52Z,1640000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Nurkić 2 FT),"[1641767, 203994]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,200833.0,1.0,0.0,Nurkić,203994.0,,
167,PT11M27.00S,2025-04-02T23:38:07.2Z,2,REGULAR,freethrow,1 of 2,[],203994,,,1610612766,35,25,2025-04-02T23:38:25Z,1660000,False,,,0,,MISS J. Nurkić Free Throw 1 of 2,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
168,PT11M27.00S,2025-04-02T23:38:07.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,35,25,2025-04-02T23:38:25Z,1670000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,167.0,,,,,,,,,,
169,PT11M27.00S,2025-04-02T23:38:07.2Z,2,REGULAR,freethrow,2 of 2,[],203994,,,1610612766,35,25,2025-04-02T23:38:25Z,1680000,False,,,0,,MISS J. Nurkić Free Throw 2 of 2,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
170,PT11M26.00S,2025-04-02T23:38:08.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612754,35,25,2025-04-02T23:38:28Z,1690000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,169.0,3.0,2.0,1.0,,,,,,,
