actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-21T00:10:22.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-21T00:10:22Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-02-21T00:10:24.5Z,1,REGULAR,jumpball,recovered,[],1628991,,,1610612763,0,0,2025-02-21T00:10:24Z,40000,False,,,0,,Jump Ball Z. Edey vs. M. Turner: Tip to J. Jackson Jr.,"[1628991, 1641744, 1626167]",1610612763.0,MEM,startperiod,J. Jackson Jr.,1628991.0,Jackson Jr.,J. Jackson Jr.,Edey,1641744.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2025-02-21T00:10:36.4Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,0,0,2025-02-21T00:11:04Z,70000,False,,,0,,J. Morant bad pass TURNOVER (1 TO),"[1629630, 1629614]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,1.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
8,PT11M47.00S,2025-02-21T00:10:36.4Z,1,REGULAR,steal,,[],1629614,,,1610612754,0,0,2025-02-21T00:10:37Z,80000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2025-02-21T00:10:40.8Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630174,11.563731931668855,55.20833333333333,1610612754,0,0,2025-02-21T00:11:21Z,90000,False,-26.0,56.0,1,left,MISS A. Nesmith 6' running Layup,[1630174],1610612754.0,IND,running,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,6.19,Missed,,,,,,,,,,,,,,,
10,PT11M41.00S,2025-02-21T00:10:42.8Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,0,2025-02-21T00:11:21Z,100000,False,,,0,,Z. Edey REBOUND (Off:0 Def:1),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M22.00S,2025-02-21T00:10:59.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628991,83.04862023653088,49.70894607843137,1610612763,0,2,2025-02-21T00:11:45Z,110000,False,-1.0,107.0,1,right,J. Jackson Jr. 10' pullup Jump Shot (2 PTS) (J. Morant 1 AST),"[1628991, 1629630]",1610612763.0,MEM,pullup,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,10.68,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,
13,PT11M05.00S,2025-02-21T00:11:18.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,30.305519053876477,25.98039215686275,1610612754,0,2,2025-02-21T00:12:00Z,130000,False,120.0,232.0,1,left,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,26.16,Missed,,,,,,,,,,,,,,,
14,PT11M02.00S,2025-02-21T00:11:21.0Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,0,2,2025-02-21T00:12:00Z,140000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M54.00S,2025-02-21T00:11:28.8Z,1,REGULAR,2pt,Jump Shot,[],1642377,91.72141918528253,92.37898284313725,1610612763,0,4,2025-02-21T00:12:20Z,150000,False,212.0,25.0,1,right,J. Wells 21' Jump Shot (2 PTS) (D. Bane 1 AST),"[1642377, 1630217]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,16-24 Right,,,,21.34,Made,,,,,2.0,D. Bane,1630217.0,1.0,,,,,,,
17,PT10M42.00S,2025-02-21T00:11:41.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,33.43257227332457,62.611060049019606,1610612754,0,4,2025-02-21T00:12:35Z,170000,False,-63.0,262.0,1,left,MISS M. Turner 26' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,26.93,Missed,,,,,,,,,,,,,,,
18,PT10M39.00S,2025-02-21T00:11:44.1Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612754,0,4,2025-02-21T00:12:35Z,180000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:0),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,
19,PT10M37.00S,2025-02-21T00:11:45.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629614,35.98677726675426,34.04564950980392,1610612754,0,4,2025-02-21T00:12:49Z,190000,False,80.0,286.0,1,left,MISS A. Nembhard 29' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,29.67,Missed,,,,,,,,,,,,,,,
20,PT10M35.00S,2025-02-21T00:11:47.5Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,4,2025-02-21T00:12:49Z,200000,False,,,0,,Z. Edey REBOUND (Off:0 Def:2),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Center,,,,,,19.0,2.0,2.0,0.0,,,,,,,,,,,
21,PT10M26.00S,2025-02-21T00:11:55.4Z,1,REGULAR,3pt,Jump Shot,[],1641744,68.8259691195795,33.80055147058823,1610612763,0,7,2025-02-21T00:13:02Z,210000,False,-81.0,241.0,1,right,Z. Edey 25' 3PT  (3 PTS) (J. Jackson Jr. 1 AST),"[1641744, 1628991]",1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Left Center,,,,25.38,Made,,,,,3.0,J. Jackson Jr.,1628991.0,1.0,,,,,,,
23,PT10M14.00S,2025-02-21T00:12:09.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,7.703679369250986,1.715686274509804,1610612754,0,7,2025-02-21T00:13:22Z,230000,False,241.0,20.0,1,left,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,,,,24.22,Missed,,,,,,,,,,,,,,,
24,PT10M11.00S,2025-02-21T00:12:12.1Z,1,REGULAR,rebound,defensive,[],1628991,,,1610612763,0,7,2025-02-21T00:13:22Z,240000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:1),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Right Corner 3,24+ Right,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,,
25,PT10M05.00S,2025-02-21T00:12:18.3Z,1,REGULAR,3pt,Jump Shot,[],1629630,71.69431668856767,88.2123161764706,1610612763,0,7,2025-02-21T00:13:44Z,250000,False,191.0,214.0,1,right,MISS J. Morant 28' 3PT,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,,,,28.66,Missed,,,,,,,,,,,,,,,
26,PT10M01.00S,2025-02-21T00:12:22.3Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,7,2025-02-21T00:13:44Z,260000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M54.00S,2025-02-21T00:12:29.2Z,1,REGULAR,foul,personal,[],1628991,,,1610612754,0,7,2025-02-21T00:13:52Z,270000,False,,,0,,J. Jackson Jr. personal FOUL (1 PF),"[1628991, 1629614]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2003.0,1.0,0.0,Nembhard,1629614.0,,
29,PT09M49.00S,2025-02-21T00:12:59.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,12.8777923784494,44.33976715686274,1610612754,0,7,2025-02-21T00:14:06Z,290000,False,28.0,69.0,1,left,MISS T. Haliburton 7' driving floating Shot - blocked,"[1630169, 1641744]",1610612754.0,IND,driving floating,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,7.42,Missed,,,,,,,,,,,,,,Edey,1641744.0
30,PT09M49.00S,2025-02-21T00:12:59.7Z,1,REGULAR,block,,[],1641744,,,1610612754,0,7,2025-02-21T00:13:01Z,300000,False,,,0,,Z. Edey BLOCK (1 BLK),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
31,PT09M48.00S,2025-02-21T00:13:00.7Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,7,2025-02-21T00:14:06Z,310000,False,,,0,,Z. Edey REBOUND (Off:0 Def:3),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,29.0,3.0,3.0,0.0,,,,,,,,,,,
32,PT09M44.00S,2025-02-21T00:13:05.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629630,88.04204993429698,41.19944852941176,1610612763,0,7,2025-02-21T00:14:28Z,320000,False,-44.0,60.0,1,right,MISS J. Morant 7' running Layup,[1629630],1610612763.0,MEM,running,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,,,,7.43,Missed,,,,,,,,,,,,,,,
33,PT09M42.00S,2025-02-21T00:13:07.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,0,7,2025-02-21T00:14:28Z,330000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,32.0,,,,,,,,,,,,,,
35,PT09M21.00S,2025-02-21T00:13:56.7Z,1,REGULAR,2pt,Jump Shot,[],1627783,21.419185282523003,72.28094362745098,1610612754,0,7,2025-02-21T00:14:52Z,350000,False,-111.0,149.0,1,left,MISS P. Siakam 18' pullup Shot,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,18.59,Missed,,,,,,,,,,,,,,,
36,PT09M19.00S,2025-02-21T00:13:58.7Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,0,7,2025-02-21T00:14:52Z,360000,False,,,0,,Z. Edey REBOUND (Off:0 Def:4),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Mid-Range,16-24 Left Center,,,,,,35.0,4.0,4.0,0.0,,,,,,,,,,,
37,PT09M14.00S,2025-02-21T00:14:05.3Z,1,REGULAR,foul,personal,[],1627783,,,1610612763,0,7,2025-02-21T00:15:06Z,370000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1628991]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,2003.0,1.0,0.0,Jackson Jr.,1628991.0,,
39,PT09M13.00S,2025-02-21T00:14:29.2Z,1,REGULAR,turnover,lost ball,[],1629630,,,1610612763,0,7,2025-02-21T00:15:21Z,390000,False,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 1629614]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Right Center,2.0,Nembhard,1629614.0,,,,,,,,,,,,,,,,,
40,PT09M13.00S,2025-02-21T00:14:29.2Z,1,REGULAR,steal,,[],1629614,,,1610612754,0,7,2025-02-21T00:14:30Z,400000,False,,,0,,A. Nembhard STEAL (2 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
41,PT09M09.00S,2025-02-21T00:14:33.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629614,8.672798948751648,45.66865808823529,1610612754,2,7,2025-02-21T00:15:30Z,410000,False,22.0,29.0,1,left,A. Nembhard running Layup (2 PTS),[1629614],1610612754.0,IND,running,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,3.62,Made,,,,,2.0,,,,,,,,,,
42,PT08M54.00S,2025-02-21T00:14:47.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,92.19776609724047,55.14705882352941,1610612763,2,9,2025-02-21T00:14:51Z,420000,False,26.0,21.0,1,right,J. Morant driving Layup (2 PTS) (D. Bane 2 AST),"[1629630, 1630217]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,,,,3.31,Made,,,,,2.0,D. Bane,1630217.0,2.0,,,,,,,
43,PT08M45.00S,2025-02-21T00:14:58.2Z,1,REGULAR,foul,personal,[],1629630,,,1610612754,2,9,2025-02-21T00:15:56Z,430000,False,,,0,,J. Morant personal FOUL (1 PF),"[1629630, 1629614]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1628485.0,1.0,0.0,Nembhard,1629614.0,,
45,PT08M41.00S,2025-02-21T00:15:20.5Z,1,REGULAR,3pt,Jump Shot,[],1630169,29.303547963206313,18.849571078431367,1610612754,2,9,2025-02-21T00:16:17Z,450000,False,156.0,223.0,1,left,MISS T. Haliburton 27' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,27.2,Missed,,,,,,,,,,,,,,,
46,PT08M38.00S,2025-02-21T00:15:23.5Z,1,REGULAR,rebound,defensive,[],1641744,,,1610612763,2,9,2025-02-21T00:16:17Z,460000,False,,,0,,Z. Edey REBOUND (Off:0 Def:5),[1641744],1610612763.0,MEM,,,,Edey,Z. Edey,,,,,Above the Break 3,24+ Right Center,,,,,,45.0,5.0,5.0,0.0,,,,,,,,,,,
47,PT08M30.00S,2025-02-21T00:15:29.9Z,1,REGULAR,3pt,Jump Shot,[],1630217,69.77455650459922,76.44761029411765,1610612763,2,12,2025-02-21T00:16:28Z,470000,False,132.0,232.0,1,right,D. Bane 26' 3PT pullup (3 PTS),[1630217],1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,26.67,Made,,,,,3.0,,,,,,,,,,
48,PT08M28.00S,2025-02-21T00:15:34.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,2,12,2025-02-21T00:15:34Z,480000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M15.00S,2025-02-21T00:18:44.9Z,1,REGULAR,3pt,Jump Shot,[],1629614,36.93536465177398,52.30545343137255,1610612754,2,12,2025-02-21T00:19:01Z,490000,False,-12.0,295.0,1,left,MISS A. Nembhard 29' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,,,,29.49,Missed,,,,,,,,,,,,,,,
51,PT08M12.00S,2025-02-21T00:18:47.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612763,2,12,2025-02-21T00:19:01Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Center,,,,,,50.0,,,,,,,,,,,,,,
53,PT08M02.00S,2025-02-21T00:19:05.5Z,1,REGULAR,turnover,bad pass,[],1629630,,,1610612763,2,12,2025-02-21T00:19:46Z,520000,False,,,0,,J. Morant bad pass TURNOVER (3 TO),"[1629630, 1626167]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),0-8 Center,3.0,Turner,1626167.0,,,,,,,,,,,,,,,,,
54,PT08M02.00S,2025-02-21T00:19:05.5Z,1,REGULAR,steal,,[],1626167,,,1610612754,2,12,2025-02-21T00:23:23Z,530000,False,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
55,PT07M54.00S,2025-02-21T00:19:14.6Z,1,REGULAR,foul,personal,[],1642377,,,1610612754,2,12,2025-02-21T00:19:54Z,540000,False,,,0,,J. Wells personal FOUL (1 PF),"[1642377, 1629614]",1610612763.0,MEM,,,,Wells,J. Wells,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2003.0,1.0,0.0,Nembhard,1629614.0,,
