actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-03-26T23:43:36.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-26T23:43:36Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT12M00.00S,2025-03-26T23:43:37.9Z,1,REGULAR,jumpball,recovered,[],2544,,,1610612747,0,0,2025-03-26T23:43:37Z,40000,False,,,0,,Jump Ball J. Hayes vs. M. Turner: Tip to L. James,"[2544, 1629637, 1626167]",1610612747.0,LAL,startperiod,L. James,2544.0,James,L. James,Hayes,1629637.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2025-03-26T23:43:53.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629637,6.915243101182654,49.01960784313725,1610612747,0,2,2025-03-26T23:43:56Z,70000,False,5.0,13.0,1,left,J. Hayes alley-oop DUNK (2 PTS) (L. Dončić 1 AST),"[1629637, 1629029]",1610612747.0,LAL,alley-oop,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,1.34,Made,2.0,L. Dončić,1629029.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-03-26T23:44:12.2Z,1,REGULAR,3pt,Jump Shot,[],1630174,68.28186596583443,70.34313725490196,1610612754,0,2,2025-03-26T23:44:15Z,90000,False,102.0,246.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.59,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2025-03-26T23:44:15.2Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,0,2,2025-03-26T23:44:15Z,100000,False,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Right Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M07.00S,2025-03-26T23:44:27.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630559,14.273981603153747,38.72549019607843,1610612747,0,4,2025-03-26T23:44:33Z,110000,False,56.0,82.0,1,left,A. Reaves 9' driving floating Jump Shot (2 PTS) (L. Dončić 2 AST),"[1630559, 1629029]",1610612747.0,LAL,driving floating,,,Reaves,A. Reaves,,,,,In The Paint (Non-RA),8-16 Right,9.93,Made,2.0,L. Dončić,1629029.0,2.0,,,,,,,,,,,,,,
13,PT10M46.00S,2025-03-26T23:44:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,85.89027595269383,44.6078431372549,1610612754,0,4,2025-03-26T23:45:20Z,130000,False,-27.0,80.0,1,right,MISS M. Turner 8' turnaround fadeaway Shot,[1626167],1610612754.0,IND,turnaround fadeaway,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,8.45,Missed,,,,,,,,,,,,,,,,,,
14,PT10M43.00S,2025-03-26T23:44:52.9Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612747,0,4,2025-03-26T23:44:53Z,140000,False,,,0,,L. Dončić REBOUND (Off:0 Def:1),[1629029],1610612747.0,LAL,,,,Dončić,L. Dončić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
15,PT10M32.00S,2025-03-26T23:45:03.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,9.149145860709593,46.568627450980394,1610612747,0,4,2025-03-26T23:45:43Z,150000,False,17.0,34.0,1,left,MISS L. Dončić driving finger roll Layup,[1629029],1610612747.0,LAL,driving finger roll,,,Dončić,L. Dončić,,,,,Restricted Area,0-8 Center,3.77,Missed,,,,,,,,,,,,,,,,,,
16,PT10M31.00S,2025-03-26T23:45:04.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,4,2025-03-26T23:54:18Z,160000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
17,PT10M30.00S,2025-03-26T23:45:07.2Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612754,0,4,2025-03-26T23:51:19Z,170000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1630559]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,Reaves,1630559.0,,,,,,,
18,PT10M30.00S,2025-03-26T23:45:07.2Z,1,REGULAR,steal,,[],1630559,,,1610612747,0,4,2025-03-26T23:45:13Z,180000,False,,,0,,A. Reaves STEAL (1 STL),[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M26.00S,2025-03-26T23:45:10.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629637,9.280551905387648,50.245098039215684,1610612747,0,6,2025-03-26T23:45:16Z,190000,False,-1.0,35.0,1,left,J. Hayes DUNK (4 PTS) (A. Reaves 1 AST),"[1629637, 1630559]",1610612747.0,LAL,,,,Hayes,J. Hayes,,,,,Restricted Area,0-8 Center,3.47,Made,4.0,A. Reaves,1630559.0,1.0,,,,,,,,,,,,,,
