actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-28T00:10:23.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-28T00:10:23Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-28T00:10:25.6Z,1,REGULAR,jumpball,recovered,[],1630166,,,1610612757,0,0,2024-11-28T00:10:25Z,40000,False,,,0,,Jump Ball D. Ayton vs. M. Turner: Tip to D. Avdija,"[1630166, 1629028, 1626167]",1610612757.0,POR,startperiod,D. Avdija,1630166.0,Avdija,D. Avdija,Ayton,1629028.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
8,PT11M39.00S,2024-11-28T00:11:01.5Z,1,REGULAR,foul,offensive,[],1641739,,,1610612757,0,0,2024-11-28T00:11:08Z,80000,False,,,0,,T. Camara offensive FOUL (1 PF),"[1641739, 1631245]",1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,1830.0,1.0,0.0,Jackson,1631245.0,,,,,,,,,,,,,,,
10,PT11M39.00S,2024-11-28T00:11:01.5Z,1,REGULAR,turnover,offensive foul,[],1641739,,,1610612757,0,0,2024-11-28T00:11:01Z,100000,False,,,0,,T. Camara offensive foul TURNOVER (1 TO),[1641739],1610612757.0,POR,,,,Camara,T. Camara,,,,,Above the Break 3,24+ Right Center,1830.0,,,,,1.0,,,,,,,,,,,,,,
11,PT11M25.00S,2024-11-28T00:11:28.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,67.62483574244416,22.54901960784314,1610612754,0,0,2024-11-28T03:03:26Z,110000,False,-137.0,252.0,1,right,MISS B. Mathurin 28' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,,,,,,,28.68,Missed,,,,,,,,,,,,
12,PT11M22.00S,2024-11-28T00:11:31.4Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,0,0,2024-11-28T00:11:35Z,120000,False,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,Above the Break 3,24+ Left Center,,,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,
13,PT11M05.00S,2024-11-28T00:11:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631101,7.046649145860711,47.30392156862745,1610612757,0,2,2024-11-28T00:11:52Z,130000,False,13.0,14.0,1,left,S. Sharpe driving finger roll Layup (2 PTS) (D. Avdija 1 AST),"[1631101, 1630166]",1610612757.0,POR,driving finger roll,,,Sharpe,S. Sharpe,,,,,Restricted Area,0-8 Center,,,,,,,1.92,Made,,,,,2.0,D. Avdija,1630166.0,1.0,,,,
15,PT10M57.00S,2024-11-28T00:11:55.7Z,1,REGULAR,turnover,bad pass,[],1631245,,,1610612754,0,2,2024-11-28T00:11:58Z,150000,False,,,0,,Q. Jackson bad pass TURNOVER (1 TO),"[1631245, 1629028]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Right Center,,,,,,1.0,,,,,,,,,,,Ayton,1629028.0,,
16,PT10M57.00S,2024-11-28T00:11:55.7Z,1,REGULAR,steal,,[],1629028,,,1610612757,0,2,2024-11-28T00:11:56Z,160000,False,,,0,,D. Ayton STEAL (1 STL),[1629028],1610612757.0,POR,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
17,PT10M51.00S,2024-11-28T00:12:01.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1641739,3.3672798948751645,97.05882352941177,1610612757,0,2,2024-11-28T00:12:07Z,170000,False,-235.0,-21.0,1,left,MISS T. Camara running 3PT,[1641739],1610612757.0,POR,running,,,Camara,T. Camara,,,,,Left Corner 3,24+ Left,,,,,,,23.62,Missed,,,,,,,,,,,,
