actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
85,PT04M31.00S,2025-01-05T00:22:27.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201142,,,1610612756,20,17,2025-01-05T00:22:27Z,790000,False,,,0,,K. Durant Free Throw 1 of 2 (3 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
86,PT04M31.00S,2025-01-05T00:22:27.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612756,20,17,2025-01-05T00:22:37Z,800000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M31.00S,2025-01-05T00:22:27.7Z,1,REGULAR,substitution,out,[],1642346,,,1610612756,20,17,2025-01-05T00:22:37Z,810000,False,,,0,,SUB out: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M31.00S,2025-01-05T00:22:27.7Z,1,REGULAR,substitution,out,[],1626164,,,1610612756,20,17,2025-01-05T00:22:37Z,820000,False,,,0,,SUB out: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M31.00S,2025-01-05T00:22:27.7Z,1,REGULAR,substitution,in,[],1641716,,,1610612756,20,17,2025-01-05T00:22:37Z,830000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M31.00S,2025-01-05T00:22:27.7Z,1,REGULAR,substitution,in,[],1628420,,,1610612756,20,17,2025-01-05T00:22:37Z,840000,False,,,0,,SUB in: M. Morris,[1628420],1610612756.0,PHX,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M31.00S,2025-01-05T00:22:27.7Z,1,REGULAR,substitution,in,[],1629006,,,1610612756,20,17,2025-01-05T00:22:37Z,850000,False,,,0,,SUB in: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M31.00S,2025-01-05T00:22:40.5Z,1,REGULAR,substitution,out,[],1629614,,,1610612756,20,17,2025-01-05T00:22:45Z,860000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M31.00S,2025-01-05T00:22:40.5Z,1,REGULAR,substitution,in,[],204456,,,1610612756,20,17,2025-01-05T00:22:45Z,870000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M31.00S,2025-01-05T00:23:01.5Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201142,,,1610612756,20,18,2025-01-05T00:23:01Z,880000,False,,,0,,K. Durant Free Throw 2 of 2 (4 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
95,PT04M20.00S,2025-01-05T00:23:14.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,19.66162943495401,94.11764705882352,1610612754,20,18,2025-01-05T00:23:20Z,890000,False,-221.0,132.0,1,left,MISS T. Haliburton 25' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,25.72,Missed,,,,,,,,,,,,,,,,
96,PT04M16.00S,2025-01-05T00:23:18.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,20,18,2025-01-05T00:23:20Z,900000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,95.0,,,,,,,,,,,,,,,
98,PT04M10.00S,2025-01-05T00:23:39.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631097,30.17411300919842,27.941176470588236,1610612754,20,18,2025-01-05T00:23:44Z,920000,False,110.0,231.0,1,left,MISS B. Mathurin 25' step back 3PT,[1631097],1610612754.0,IND,step back,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,25.61,Missed,,,,,,,,,,,,,,,,
100,PT04M09.00S,2025-01-05T00:23:40.4Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,20,18,2025-01-05T00:24:08Z,940000,False,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,,,,,98.0,1.0,0.0,1.0,,,,,,,,,,,,
101,PT04M08.00S,2025-01-05T00:23:43.5Z,1,REGULAR,foul,personal,['2freethrow'],203078,,,1610612754,20,18,2025-01-05T00:23:51Z,950000,False,,,0,,B. Beal shooting personal FOUL (1 PF) (Toppin 2 FT),"[203078, 1630167]",1610612756.0,PHX,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1627519.0,,,,,,,,,,,,,,,,1.0,0.0,Toppin,1630167.0
103,PT04M08.00S,2025-01-05T00:24:09.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630167,,,1610612754,21,18,2025-01-05T00:24:09Z,970000,False,,,0,,O. Toppin Free Throw 1 of 2 (1 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
104,PT04M08.00S,2025-01-05T00:24:27.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630167,,,1610612754,22,18,2025-01-05T00:24:27Z,980000,False,,,0,,O. Toppin Free Throw 2 of 2 (2 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,Made,,,,,2.0,,,,,,,,,,,
105,PT03M53.00S,2025-01-05T00:24:45.7Z,1,REGULAR,2pt,Jump Shot,[],201142,75.77201051248358,65.68627450980392,1610612756,22,20,2025-01-05T00:24:50Z,990000,False,78.0,175.0,1,right,K. Durant 19' Jump Shot (6 PTS),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,19.19,Made,,,,,6.0,,,,,,,,,,,
107,PT03M36.00S,2025-01-05T00:25:09.0Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612754,22,20,2025-01-05T00:25:13Z,1010000,False,,,0,,J. Okogie shooting personal FOUL (1 PF) (Toppin 2 FT),"[1629006, 1630167]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,200832.0,,,,,,,,,,,,,,,,1.0,0.0,Toppin,1630167.0
109,PT03M36.00S,2025-01-05T00:25:33.6Z,1,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,23,20,2025-01-05T00:25:33Z,1030000,False,,,0,,O. Toppin Free Throw 1 of 2 (3 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,Made,,,,,3.0,,,,,,,,,,,
110,PT03M36.00S,2025-01-05T00:25:49.7Z,1,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,24,20,2025-01-05T00:25:49Z,1040000,False,,,0,,O. Toppin Free Throw 2 of 2 (4 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,
111,PT03M20.00S,2025-01-05T00:26:07.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,85.89027595269383,40.68627450980392,1610612756,24,22,2025-01-05T00:26:13Z,1050000,False,-47.0,80.0,1,right,K. Durant 9' turnaround fadeaway Jump Shot (8 PTS),[201142],1610612756.0,PHX,turnaround fadeaway,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,,,9.27,Made,,,,,8.0,,,,,,,,,,,
112,PT03M04.00S,2025-01-05T00:26:22.0Z,1,REGULAR,3pt,Jump Shot,[],1631097,28.728646517739815,23.03921568627451,1610612754,24,22,2025-01-05T00:26:26Z,1060000,False,135.0,218.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,25.59,Missed,,,,,,,,,,,,,,,,
113,PT03M02.00S,2025-01-05T00:26:24.0Z,1,REGULAR,rebound,defensive,[],201142,,,1610612756,24,22,2025-01-05T00:26:26Z,1070000,False,,,0,,K. Durant REBOUND (Off:0 Def:2),[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,,,112.0,2.0,2.0,0.0,,,,,,,,,,,,
114,PT02M54.00S,2025-01-05T00:26:33.3Z,1,REGULAR,3pt,Jump Shot,[],201142,66.3107752956636,66.17647058823529,1610612756,24,22,2025-01-05T00:26:37Z,1080000,False,81.0,264.0,1,right,MISS K. Durant 27' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,27.63,Missed,,,,,,,,,,,,,,,,
115,PT02M50.00S,2025-01-05T00:26:37.3Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,24,22,2025-01-05T00:26:37Z,1090000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,114.0,1.0,1.0,0.0,,,,,,,,,,,,
116,PT02M47.00S,2025-01-05T00:26:40.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630167,21.50131406044678,93.38235294117648,1610612754,24,22,2025-01-05T00:26:47Z,1100000,False,-217.0,150.0,1,left,MISS O. Toppin 26' running 3PT,[1630167],1610612754.0,IND,running,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,26.35,Missed,,,,,,,,,,,,,,,,
117,PT02M44.00S,2025-01-05T00:26:43.5Z,1,REGULAR,rebound,defensive,[],1629006,,,1610612756,24,22,2025-01-05T00:26:47Z,1110000,False,,,0,,J. Okogie REBOUND (Off:0 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Above the Break 3,24+ Left Center,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,
118,PT02M33.00S,2025-01-05T00:26:54.4Z,1,REGULAR,3pt,Jump Shot,[],1628420,89.96386333771353,96.07843137254902,1610612756,24,25,2025-01-05T00:26:58Z,1120000,False,230.0,42.0,1,right,M. Morris 3PT  (3 PTS) (G. Allen 1 AST),"[1628420, 1628960]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,Right Corner 3,24+ Right,,,23.42,Made,,,,,3.0,G. Allen,1628960.0,1.0,,,,,,,,
120,PT02M09.00S,2025-01-05T00:27:22.7Z,1,REGULAR,foul,personal,['2freethrow'],1629006,,,1610612754,24,25,2025-01-05T00:27:27Z,1140000,False,,,0,,J. Okogie shooting personal FOUL (2 PF) (Haliburton 2 FT),"[1629006, 1630169]",1610612756.0,PHX,shooting,,,Okogie,J. Okogie,,,,,Mid-Range,8-16 Right,1628951.0,,,,,,,,,,,,,,,,2.0,0.0,Haliburton,1630169.0
122,PT02M09.00S,2025-01-05T00:27:29.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,24,25,2025-01-05T00:27:29Z,1160000,False,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M09.00S,2025-01-05T00:29:32.4Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,24,25,2025-01-05T00:30:06Z,1170000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M09.00S,2025-01-05T00:29:32.4Z,1,REGULAR,substitution,out,[],1629006,,,1610612754,24,25,2025-01-05T00:30:06Z,1180000,False,,,0,,SUB out: J. Okogie,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M09.00S,2025-01-05T00:29:32.4Z,1,REGULAR,substitution,out,[],203078,,,1610612754,24,25,2025-01-05T00:30:06Z,1190000,False,,,0,,SUB out: B. Beal,[203078],1610612756.0,PHX,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M09.00S,2025-01-05T00:29:32.4Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,24,25,2025-01-05T00:30:06Z,1200000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M09.00S,2025-01-05T00:29:32.4Z,1,REGULAR,substitution,in,[],1642346,,,1610612754,24,25,2025-01-05T00:30:06Z,1210000,False,,,0,,SUB in: R. Dunn,[1642346],1610612756.0,PHX,,,,Dunn,R. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M09.00S,2025-01-05T00:29:32.4Z,1,REGULAR,substitution,in,[],203486,,,1610612754,24,25,2025-01-05T00:30:06Z,1220000,False,,,0,,SUB in: M. Plumlee,[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M09.00S,2025-01-05T00:30:30.3Z,1,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,25,25,2025-01-05T00:30:30Z,1230000,False,,,0,,T. Haliburton Free Throw 1 of 2 (8 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,,,,8.0,,,,,,,,,,,
130,PT02M09.00S,2025-01-05T00:30:45.0Z,1,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,26,25,2025-01-05T00:30:45Z,1240000,False,,,0,,T. Haliburton Free Throw 2 of 2 (9 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,Made,,,,,9.0,,,,,,,,,,,
131,PT01M51.00S,2025-01-05T00:31:06.6Z,1,REGULAR,turnover,lost ball,[],1628420,,,1610612756,26,25,2025-01-05T00:31:22Z,1250000,False,,,0,,M. Morris lost ball TURNOVER (1 TO),"[1628420, 1641716]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,In The Paint (Non-RA),0-8 Center,,1.0,,,,,,,,,,,Walker,1641716.0,,,,,,
132,PT01M51.00S,2025-01-05T00:31:06.6Z,1,REGULAR,steal,,[],1641716,,,1610612754,26,25,2025-01-05T00:31:08Z,1260000,False,,,0,,J. Walker STEAL (1 STL),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
133,PT01M44.00S,2025-01-05T00:31:13.0Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",204456,16.63929040735874,47.549019607843135,1610612754,26,25,2025-01-05T00:32:30Z,1270000,False,12.0,104.0,1,left,MISS T. McConnell 10' running pullup Shot,[204456],1610612754.0,IND,running pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,10.46,Missed,,,,,,,,,,,,,,,,
134,PT01M41.00S,2025-01-05T00:31:16.0Z,1,REGULAR,rebound,defensive,[],203486,,,1610612756,26,25,2025-01-05T00:31:16Z,1280000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Center,,,,,133.0,2.0,2.0,0.0,,,,,,,,,,,,
135,PT01M22.00S,2025-01-05T00:31:34.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.3580814717477,49.50980392156863,1610612756,26,27,2025-01-05T00:31:38Z,1290000,False,-2.0,38.0,1,right,M. Plumlee finger roll Layup (2 PTS) (K. Durant 3 AST),"[203486, 201142]",1610612756.0,PHX,finger roll,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,3.82,Made,,,,,2.0,K. Durant,201142.0,3.0,,,,,,,,
137,PT01M11.00S,2025-01-05T00:31:46.8Z,1,REGULAR,3pt,Jump Shot,[],1630169,31.225361366622867,79.65686274509804,1610612754,26,27,2025-01-05T00:31:52Z,1310000,False,-148.0,241.0,1,left,MISS T. Haliburton 28' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,28.3,Missed,,,,,,,,,,,,,,,,
138,PT01M06.00S,2025-01-05T00:31:51.8Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,26,27,2025-01-05T00:31:52Z,1320000,False,,,0,,O. Toppin REBOUND (Off:2 Def:0),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,,137.0,2.0,0.0,2.0,,,,,,,,,,,,
139,PT01M05.00S,2025-01-05T00:31:52.4Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1630167,7.30946123521682,54.65686274509803,1610612754,28,27,2025-01-05T00:31:56Z,1330000,False,-23.0,16.0,1,left,O. Toppin putback DUNK (6 PTS),[1630167],1610612754.0,IND,putback,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,2.84,Made,,,,,6.0,,,,,,,,,,,
140,PT00M45.70S,2025-01-05T00:32:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201142,88.51839684625493,46.07843137254902,1610612756,28,29,2025-01-05T00:32:14Z,1340000,False,-20.0,55.0,1,right,K. Durant driving Layup (10 PTS),[201142],1610612756.0,PHX,driving,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,5.88,Made,,,,,10.0,,,,,,,,,,,
141,PT00M34.80S,2025-01-05T00:32:25.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,17.559132720105126,43.13725490196079,1610612754,30,29,2025-01-05T00:32:31Z,1350000,False,34.0,113.0,1,left,T. McConnell 11' Jump Shot (2 PTS) (T. Haliburton 3 AST),"[204456, 1630169]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,11.77,Made,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,,,,
143,PT00M12.60S,2025-01-05T00:32:50.2Z,1,REGULAR,turnover,lost ball,[],203486,,,1610612756,30,29,2025-01-05T00:32:53Z,1370000,False,,,0,,M. Plumlee lost ball TURNOVER (2 TO),"[203486, 1630167]",1610612756.0,PHX,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,2.0,,,,,,,,,,,Toppin,1630167.0,,,,,,
144,PT00M12.60S,2025-01-05T00:32:50.2Z,1,REGULAR,steal,,[],1630167,,,1610612754,30,29,2025-01-05T00:32:51Z,1380000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
146,PT00M06.20S,2025-01-05T00:32:56.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",204456,5.075558475689881,47.30392156862745,1610612754,30,29,2025-01-05T00:33:05Z,1400000,False,13.0,-5.0,1,left,MISS T. McConnell driving reverse Layup,[204456],1610612754.0,IND,driving reverse,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,1.43,Missed,,,,,,,,,,,,,,,,
147,PT00M03.00S,2025-01-05T00:32:59.7Z,1,REGULAR,rebound,offensive,[],1641767,,,1610612754,30,29,2025-01-05T00:32:59Z,1410000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:0),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,,146.0,1.0,0.0,1.0,,,,,,,,,,,,
148,PT00M01.70S,2025-01-05T00:33:01.0Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",204456,11.514454664914586,27.941176470588236,1610612754,30,29,2025-01-05T00:33:16Z,1420000,False,110.0,56.0,1,left,MISS T. McConnell 12' Jump Shot,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,,,12.36,Missed,,,,,,,,,,,,,,,,
149,PT00M01.70S,2025-01-05T00:33:01.0Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,30,29,2025-01-05T00:33:16Z,1430000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Right,,,,,148.0,2.0,1.0,1.0,,,,,,,,,,,,
150,PT00M00.00S,2025-01-05T00:33:04.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630169,5.590000152587891,50.0,1610612754,30,29,2025-01-05T00:34:40Z,1440000,False,0.0,0.0,1,left,MISS T. Haliburton tip Layup,[1630169],1610612754.0,IND,tip,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,0.0,Missed,,,,,,,,,,,,,,,,
151,PT00M00.00S,2025-01-05T00:33:04.5Z,1,REGULAR,rebound,defensive,[],1628960,,,1610612756,30,29,2025-01-05T00:34:40Z,1450000,False,,,0,,G. Allen REBOUND (Off:0 Def:2),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,,,,,150.0,2.0,2.0,0.0,,,,,,,,,,,,
152,PT00M00.00S,2025-01-05T00:33:06.0Z,1,REGULAR,period,end,[],0,,,1610612756,30,29,2025-01-05T00:34:40Z,1460000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2025-01-05T00:35:07.2Z,2,REGULAR,substitution,out,['startperiod'],1630169,,,1610612756,30,29,2025-01-05T00:35:40Z,1470000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2025-01-05T00:35:07.2Z,2,REGULAR,substitution,out,['startperiod'],1630167,,,1610612756,30,29,2025-01-05T00:35:40Z,1480000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2025-01-05T00:35:07.2Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612756,30,29,2025-01-05T00:35:40Z,1490000,False,,,0,,SUB out: K. Durant,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2025-01-05T00:35:07.2Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612756,30,29,2025-01-05T00:35:40Z,1500000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2025-01-05T00:35:07.2Z,2,REGULAR,substitution,in,['startperiod'],1628418,,,1610612756,30,29,2025-01-05T00:35:40Z,1510000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2025-01-05T00:35:07.2Z,2,REGULAR,substitution,in,['startperiod'],1626164,,,1610612756,30,29,2025-01-05T00:35:40Z,1520000,False,,,0,,SUB in: D. Booker,[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2025-01-05T00:35:45.1Z,2,REGULAR,period,start,[],0,,,1610612754,30,29,2025-01-05T00:35:45Z,1530000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2025-01-05T00:36:15.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,8.754927726675426,45.588235294117645,1610612754,32,29,2025-01-05T00:36:19Z,1550000,False,22.0,30.0,1,left,J. Walker driving Layup (2 PTS) (T. McConnell 1 AST),"[1641716, 204456]",1610612754.0,IND,driving,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,3.71,Made,,,,,2.0,T. McConnell,204456.0,1.0,,,,,,,,
163,PT11M26.00S,2025-01-05T00:36:32.7Z,2,REGULAR,3pt,Jump Shot,[],1628960,73.66951379763469,15.196078431372548,1610612756,32,29,2025-01-05T00:36:39Z,1570000,False,-174.0,195.0,1,right,MISS G. Allen 26' 3PT,[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Above the Break 3,24+ Left Center,,,26.13,Missed,,,,,,,,,,,,,,,,
164,PT11M22.00S,2025-01-05T00:36:36.7Z,2,REGULAR,rebound,defensive,[],1628418,,,1610612754,32,29,2025-01-05T00:36:39Z,1580000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,
166,PT11M07.00S,2025-01-05T00:37:09.0Z,2,REGULAR,3pt,Jump Shot,[],1641767,7.30946123521682,94.11764705882352,1610612754,32,29,2025-01-05T00:37:16Z,1600000,False,-221.0,16.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,22.12,Missed,,,,,,,,,,,,,,,,
167,PT11M04.00S,2025-01-05T00:37:11.7Z,2,REGULAR,rebound,defensive,[],1628960,,,1610612756,32,29,2025-01-05T00:37:11Z,1610000,False,,,0,,G. Allen REBOUND (Off:0 Def:3),[1628960],1610612756.0,PHX,,,,Allen,G. Allen,,,,,Left Corner 3,24+ Left,,,,,166.0,3.0,3.0,0.0,,,,,,,,,,,,
168,PT10M56.00S,2025-01-05T00:37:19.6Z,2,REGULAR,3pt,Jump Shot,[],1628420,67.62483574244416,70.58823529411765,1610612756,32,32,2025-01-05T00:37:23Z,1620000,False,103.0,252.0,1,right,M. Morris 27' 3PT  (6 PTS) (G. Allen 2 AST),"[1628420, 1628960]",1610612756.0,PHX,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,27.2,Made,,,,,6.0,G. Allen,1628960.0,2.0,,,,,,,,
170,PT10M42.00S,2025-01-05T00:37:33.4Z,2,REGULAR,3pt,Jump Shot,[],1628418,33.065045992115635,43.13725490196079,1610612754,35,32,2025-01-05T00:37:37Z,1640000,False,34.0,258.0,1,left,T. Bryant 26' 3PT  (3 PTS) (J. Walker 1 AST),"[1628418, 1641716]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Center,,,26.06,Made,,,,,3.0,J. Walker,1641716.0,1.0,,,,,,,,
