actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
409,PT08M40.00S,2024-10-27T21:06:46.5Z,3,REGULAR,turnover,bad pass,[],1626167,,,1610612754,65,61,2024-10-27T21:06:52Z,3980000,False,,,0,,M. Turner bad pass TURNOVER (3 TO),"[1626167, 1626162]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,,,,Turner,M. Turner,,,,3.0,Oubre Jr.,1626162.0,,,,,,,,,,,,
410,PT08M40.00S,2024-10-27T21:06:46.5Z,3,REGULAR,steal,,[],1626162,,,1610612755,65,61,2024-10-27T21:06:48Z,3990000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],1610612755.0,PHI,,,,,,,Mid-Range,16-24 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
411,PT08M27.00S,2024-10-27T21:07:00.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,89.30683311432325,49.754901960784316,1610612755,65,61,2024-10-27T21:07:05Z,4000000,False,-1.0,48.0,1,right,MISS T. Maxey driving Layup - blocked,"[1630178, 1626167]",1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.8,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,Turner,1626167.0,
412,PT08M27.00S,2024-10-27T21:07:00.0Z,3,REGULAR,block,,[],1626167,,,1610612755,65,61,2024-10-27T21:07:01Z,4010000,False,,,0,,M. Turner BLOCK (1 BLK),[1626167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,
413,PT08M24.00S,2024-10-27T21:07:03.0Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,65,61,2024-10-27T21:07:27Z,4020000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:2),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,411.0,4.0,2.0,2.0,,,
415,PT08M16.00S,2024-10-27T21:07:35.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1626162,91.14651773981603,96.32352941176471,1610612755,65,61,2024-10-27T21:07:39Z,4040000,False,232.0,31.0,1,right,MISS K. Oubre Jr. pullup 3PT,[1626162],1610612755.0,PHI,pullup,,,,,,Right Corner 3,24+ Right,23.36,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
416,PT08M14.00S,2024-10-27T21:07:37.7Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,65,61,2024-10-27T21:07:39Z,4050000,False,,,0,,A. Drummond REBOUND (Off:3 Def:8),[203083],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Drummond,A. Drummond,,,,,,,,,,,,415.0,11.0,8.0,3.0,,,
417,PT08M09.00S,2024-10-27T21:07:41.8Z,3,REGULAR,turnover,bad pass,[],203083,,,1610612755,65,61,2024-10-27T21:07:45Z,4060000,False,,,0,,A. Drummond bad pass TURNOVER (3 TO),"[203083, 1630174]",1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Drummond,A. Drummond,,,,3.0,Nesmith,1630174.0,,,,,,,,,,,,
418,PT08M09.00S,2024-10-27T21:07:41.8Z,3,REGULAR,steal,,[],1630174,,,1610612754,65,61,2024-10-27T21:07:43Z,4070000,False,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612754.0,IND,,,,,,,Mid-Range,8-16 Left,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,
419,PT08M04.00S,2024-10-27T21:07:47.2Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,7.966491458607096,3.6764705882352944,1610612754,65,61,2024-10-27T21:07:52Z,4080000,False,232.0,22.0,1,left,MISS T. Haliburton running 3PT,[1630169],1610612754.0,IND,running,,,,,,Right Corner 3,24+ Right,23.27,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
420,PT08M01.00S,2024-10-27T21:07:50.2Z,3,REGULAR,rebound,defensive,[],1628997,,,1610612755,65,61,2024-10-27T21:07:52Z,4090000,False,,,0,,C. Martin REBOUND (Off:2 Def:3),[1628997],1610612755.0,PHI,,,,,,,Right Corner 3,24+ Right,,,,Martin,C. Martin,,,,,,,,,,,,419.0,5.0,3.0,2.0,,,
421,PT07M50.00S,2024-10-27T21:08:01.9Z,3,REGULAR,3pt,Jump Shot,[],1630178,80.23981603153744,93.38235294117648,1610612755,65,61,2024-10-27T21:08:05Z,4100000,False,217.0,133.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,25.45,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
422,PT07M47.00S,2024-10-27T21:08:04.9Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612755,65,61,2024-10-27T21:08:05Z,4110000,False,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:2),[1626162],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,421.0,5.0,2.0,3.0,,,
423,PT07M39.00S,2024-10-27T21:08:13.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,71.82982917214193,78.92156862745098,1610612755,65,61,2024-10-27T21:08:18Z,4120000,False,145.0,212.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,25.69,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
424,PT07M35.00S,2024-10-27T21:08:17.1Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,65,61,2024-10-27T21:08:18Z,4130000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,Nesmith,A. Nesmith,,,,,,,,,,,,423.0,2.0,2.0,0.0,,,
425,PT07M30.00S,2024-10-27T21:08:20.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,23.73521681997372,88.97058823529412,1610612754,68,61,2024-10-27T21:08:25Z,4140000,False,-195.0,171.0,1,left,T. Haliburton 25' 3PT running (16 PTS) (A. Nembhard 7 AST),"[1630169, 1629614]",1610612754.0,IND,running,,,,,,Above the Break 3,24+ Left Center,25.9,Made,16.0,Haliburton,T. Haliburton,A. Nembhard,1629614.0,7.0,,,,,,,,,,,,,,,
427,PT07M19.00S,2024-10-27T21:08:34.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,68,61,2024-10-27T21:08:34Z,4160000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,PT07M19.00S,2024-10-27T21:10:59.5Z,3,REGULAR,substitution,out,[],200768,,,1610612755,68,61,2024-10-27T21:11:34Z,4170000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,
429,PT07M19.00S,2024-10-27T21:10:59.5Z,3,REGULAR,substitution,out,[],1628997,,,1610612755,68,61,2024-10-27T21:11:34Z,4180000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
430,PT07M19.00S,2024-10-27T21:10:59.5Z,3,REGULAR,substitution,in,[],1630231,,,1610612755,68,61,2024-10-27T21:11:34Z,4190000,False,,,0,,SUB in: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,
431,PT07M19.00S,2024-10-27T21:10:59.5Z,3,REGULAR,substitution,in,[],201569,,,1610612755,68,61,2024-10-27T21:11:34Z,4200000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
432,PT07M11.00S,2024-10-27T21:12:00.0Z,3,REGULAR,foul,personal,['2freethrow'],1629614,,,1610612755,68,61,2024-10-27T21:12:06Z,4210000,False,,,0,,A. Nembhard shooting personal FOUL (3 PF) (Maxey 2 FT),"[1629614, 1630178]",1610612754.0,IND,shooting,,,,,,Mid-Range,8-16 Right,,,,Nembhard,A. Nembhard,,,,,,,202027.0,3.0,0.0,Maxey,1630178.0,,,,,,,
434,PT07M11.00S,2024-10-27T21:12:23.3Z,3,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,68,62,2024-10-27T21:12:41Z,4230000,False,,,0,,T. Maxey Free Throw 1 of 2 (8 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,8.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
435,PT07M11.00S,2024-10-27T21:12:23.3Z,3,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,68,62,2024-10-27T21:12:41Z,4240000,False,,,0,,MISS T. Maxey Free Throw 2 of 2,[1630178],1610612755.0,PHI,,,,,,,,,,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
436,PT07M10.00S,2024-10-27T21:12:24.3Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,68,62,2024-10-27T21:12:41Z,4250000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:3),[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,435.0,3.0,3.0,0.0,,,
437,PT06M51.00S,2024-10-27T21:13:01.4Z,3,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612754,68,62,2024-10-27T21:13:06Z,4260000,False,,,0,,A. Nesmith lost ball out-of-bounds TURNOVER (2 TO),[1630174],1610612754.0,IND,lost ball,,,,,,Above the Break 3,24+ Right Center,,,,Nesmith,A. Nesmith,,,,2.0,,,203591.0,,,,,,,,,,,
438,PT06M31.00S,2024-10-27T21:13:31.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1630178,90.62089356110381,81.12745098039215,1610612755,68,62,2024-10-27T21:13:36Z,4270000,False,156.0,36.0,1,right,MISS T. Maxey 15' fadeaway Shot,[1630178],1610612755.0,PHI,fadeaway,,,,,,Mid-Range,8-16 Right,15.96,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
439,PT06M28.00S,2024-10-27T21:13:34.6Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,68,62,2024-10-27T21:13:36Z,4280000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,,,,Siakam,P. Siakam,,,,,,,,,,,,438.0,2.0,2.0,0.0,,,
440,PT06M24.00S,2024-10-27T21:13:38.3Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629614,8.09789750328515,55.392156862745104,1610612754,68,62,2024-10-27T21:14:46Z,4290000,False,-27.0,24.0,1,left,MISS A. Nembhard running Layup,[1629614],1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,3.59,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,
441,PT06M23.00S,2024-10-27T21:13:39.3Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,68,62,2024-10-27T21:13:46Z,4300000,False,,,0,,A. Drummond REBOUND (Off:3 Def:9),[203083],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,440.0,12.0,9.0,3.0,,,
442,PT06M18.00S,2024-10-27T21:13:47.2Z,3,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612755,68,62,2024-10-27T21:13:55Z,4310000,False,,,0,,A. Nesmith shooting personal FOUL (4 PF) (Maxey 2 FT),"[1630174, 1630178]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,,Nesmith,A. Nesmith,,,,,,,203591.0,4.0,0.0,Maxey,1630178.0,,,,,,,
444,PT06M18.00S,2024-10-27T21:14:22.3Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630178,,,1610612755,68,63,2024-10-27T21:16:07Z,4330000,False,,,0,,T. Maxey Free Throw 1 of 2 (9 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,9.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
445,PT06M18.00S,2024-10-27T21:14:22.9Z,3,REGULAR,substitution,out,[],1629614,,,1610612755,68,63,2024-10-27T21:14:31Z,4340000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,
446,PT06M18.00S,2024-10-27T21:14:22.9Z,3,REGULAR,substitution,out,[],1630174,,,1610612755,68,63,2024-10-27T21:14:31Z,4350000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,
447,PT06M18.00S,2024-10-27T21:14:22.9Z,3,REGULAR,substitution,out,[],1627783,,,1610612755,68,63,2024-10-27T21:14:31Z,4360000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
448,PT06M18.00S,2024-10-27T21:14:22.9Z,3,REGULAR,substitution,in,[],1631097,,,1610612755,68,63,2024-10-27T21:14:31Z,4370000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,
449,PT06M18.00S,2024-10-27T21:14:22.9Z,3,REGULAR,substitution,in,[],1630167,,,1610612755,68,63,2024-10-27T21:14:31Z,4380000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
450,PT06M18.00S,2024-10-27T21:14:22.9Z,3,REGULAR,substitution,in,[],204456,,,1610612755,68,63,2024-10-27T21:14:31Z,4390000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
451,PT06M18.00S,2024-10-27T21:14:22.3Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630178,,,1610612755,68,64,2024-10-27T21:16:07Z,4400000,False,,,0,,T. Maxey Free Throw 2 of 2 (10 PTS),[1630178],1610612755.0,PHI,,,,,,,,,,Made,10.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
452,PT06M01.00S,2024-10-27T21:15:03.7Z,3,REGULAR,3pt,Jump Shot,[],1630169,28.728646517739815,81.61764705882352,1610612754,68,64,2024-10-27T21:15:08Z,4410000,False,-158.0,218.0,1,left,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,26.89,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
453,PT05M58.00S,2024-10-27T21:15:06.7Z,3,REGULAR,rebound,defensive,[],1630231,,,1610612755,68,64,2024-10-27T21:15:08Z,4420000,False,,,0,,K. Martin REBOUND (Off:2 Def:1),[1630231],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Martin,K. Martin,,,,,,,,,,,,452.0,3.0,1.0,2.0,,,
454,PT05M53.00S,2024-10-27T21:15:11.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630178,66.17936925098554,73.77450980392157,1610612755,68,64,2024-10-27T21:15:18Z,4430000,False,119.0,265.0,1,right,MISS T. Maxey 29' running pullup 3PT,[1630178],1610612755.0,PHI,running pullup,,,,,,Above the Break 3,24+ Right Center,29.08,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
455,PT05M49.00S,2024-10-27T21:15:15.5Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,68,64,2024-10-27T21:15:18Z,4440000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,Haliburton,T. Haliburton,,,,,,,,,,,,454.0,2.0,2.0,0.0,,,
456,PT05M42.00S,2024-10-27T21:15:22.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,18.347568988173457,62.99019607843137,1610612754,68,64,2024-10-27T21:15:26Z,4450000,False,-65.0,120.0,1,left,MISS T. Haliburton 13' driving floating Shot,[1630169],1610612754.0,IND,driving floating,,,,,,In The Paint (Non-RA),8-16 Center,13.65,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
457,PT05M41.00S,2024-10-27T21:15:23.2Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,68,64,2024-10-27T21:15:38Z,4460000,False,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:3),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,456.0,6.0,3.0,3.0,,,
458,PT05M34.00S,2024-10-27T21:15:30.4Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626162,85.3646517739816,49.50980392156863,1610612755,68,66,2024-10-27T21:17:40Z,4470000,False,-2.0,85.0,1,right,K. Oubre Jr. 8' turnaround Hook (9 PTS),[1626162],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.51,Made,9.0,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
459,PT05M25.00S,2024-10-27T21:15:42.3Z,3,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,68,66,2024-10-27T21:15:47Z,4480000,False,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,bad pass,,,,,,Above the Break 3,24+ Left,,,,Haliburton,T. Haliburton,,,,2.0,,,203591.0,,,,,,,,,,,
460,PT05M20.00S,2024-10-27T21:15:56.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,89.83245729303549,47.30392156862745,1610612755,68,68,2024-10-27T21:16:07Z,4490000,False,-13.0,43.0,1,right,T. Maxey driving finger roll Layup (12 PTS),[1630178],1610612755.0,PHI,driving finger roll,,,,,,In The Paint (Non-RA),0-8 Center,4.52,Made,12.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
461,PT05M18.00S,2024-10-27T21:16:00.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,68,68,2024-10-27T21:16:00Z,4500000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT05M07.00S,2024-10-27T21:19:13.5Z,3,REGULAR,2pt,Jump Shot,[],204456,8.360709592641262,22.058823529411764,1610612754,68,68,2024-10-27T21:19:18Z,4510000,False,140.0,26.0,1,left,MISS T. McConnell 14' pullup Shot,[204456],1610612754.0,IND,pullup,,,,,,Mid-Range,8-16 Right,14.21,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
463,PT05M03.00S,2024-10-27T21:19:17.5Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,68,68,2024-10-27T21:19:18Z,4520000,False,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:4),[1626162],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,462.0,7.0,4.0,3.0,,,
464,PT04M56.00S,2024-10-27T21:19:23.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,91.67214191852825,37.254901960784316,1610612755,68,68,2024-10-27T21:19:27Z,4530000,False,-64.0,26.0,1,right,MISS K. Oubre Jr. 6' driving Layup,[1626162],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.87,Missed,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
465,PT04M53.00S,2024-10-27T21:19:26.8Z,3,REGULAR,rebound,offensive,[],203083,,,1610612755,68,68,2024-10-27T21:19:27Z,4540000,False,,,0,,A. Drummond REBOUND (Off:4 Def:9),[203083],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Drummond,A. Drummond,,,,,,,,,,,,464.0,13.0,9.0,4.0,,,
466,PT04M53.00S,2024-10-27T21:19:26.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203083,94.40999984741211,50.0,1610612755,68,70,2024-10-27T21:19:26Z,4550000,False,0.0,0.0,1,right,A. Drummond tip DUNK (9 PTS),[203083],1610612755.0,PHI,tip,,,,,,Mid-Range,8-16 Left,0.0,Made,9.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
467,PT04M46.00S,2024-10-27T21:19:36.0Z,3,REGULAR,foul,personal,['2freethrow'],203083,,,1610612754,68,70,2024-10-27T21:19:43Z,4560000,False,,,0,,A. Drummond shooting personal FOUL (3 PF) (Turner 2 FT),"[203083, 1626167]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,,Drummond,A. Drummond,,,,,,,203591.0,3.0,0.0,Turner,1626167.0,,,,,,,
469,PT04M46.00S,2024-10-27T21:20:00.9Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,69,70,2024-10-27T21:20:20Z,4580000,False,,,0,,M. Turner Free Throw 1 of 2 (10 PTS),[1626167],1610612754.0,IND,,,,,,,,,,Made,10.0,Turner,M. Turner,,,,,,,,,,,,,,,,,,
470,PT04M46.00S,2024-10-27T21:20:00.9Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,69,70,2024-10-27T21:20:20Z,4590000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,,,,,,,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,,
471,PT04M45.00S,2024-10-27T21:20:01.9Z,3,REGULAR,rebound,defensive,[],203083,,,1610612755,69,70,2024-10-27T21:20:20Z,4600000,False,,,0,,A. Drummond REBOUND (Off:4 Def:10),[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,470.0,14.0,10.0,4.0,,,
472,PT04M33.00S,2024-10-27T21:20:30.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,89.96386333771353,52.20588235294118,1610612755,69,72,2024-10-27T21:20:35Z,4610000,False,11.0,42.0,1,right,T. Maxey driving floating Jump Shot (14 PTS),[1630178],1610612755.0,PHI,driving floating,,,,,,Restricted Area,0-8 Center,4.32,Made,14.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
473,PT04M23.00S,2024-10-27T21:20:38.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,32.802233902759525,24.754901960784316,1610612754,69,72,2024-10-27T21:20:43Z,4620000,False,126.0,256.0,1,left,MISS T. Haliburton 28' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Right Center,28.52,Missed,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
474,PT04M21.00S,2024-10-27T21:20:40.9Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,69,72,2024-10-27T21:20:43Z,4630000,False,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,,,,Maxey,T. Maxey,,,,,,,,,,,,473.0,2.0,2.0,0.0,,,
475,PT04M13.00S,2024-10-27T21:20:50.4Z,3,REGULAR,3pt,Jump Shot,[],1630178,76.5604467805519,87.74509803921569,1610612755,69,75,2024-10-27T21:20:54Z,4640000,False,189.0,168.0,1,right,T. Maxey 25' 3PT pullup (17 PTS),[1630178],1610612755.0,PHI,pullup,,,,,,Above the Break 3,24+ Right Center,25.25,Made,17.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
476,PT04M10.00S,2024-10-27T21:20:58.7Z,3,REGULAR,timeout,full,['team'],0,,,1610612754,69,75,2024-10-27T21:20:58Z,4650000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,PT04M10.00S,2024-10-27T21:22:06.5Z,3,REGULAR,substitution,out,[],1630169,,,1610612754,69,75,2024-10-27T21:22:19Z,4660000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
478,PT04M10.00S,2024-10-27T21:22:06.5Z,3,REGULAR,substitution,in,[],1641767,,,1610612754,69,75,2024-10-27T21:22:19Z,4670000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,,,,,,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,
479,PT03M56.00S,2024-10-27T21:22:39.4Z,3,REGULAR,2pt,Jump Shot,[],204456,6.389618922470433,22.794117647058822,1610612754,69,75,2024-10-27T21:22:45Z,4680000,False,136.0,8.0,1,left,MISS T. McConnell 13' pullup Shot - blocked,"[204456, 1630178]",1610612754.0,IND,pullup,,,,,,Mid-Range,8-16 Right,13.62,Missed,,McConnell,T. McConnell,,,,,,,,,,,,,,,,Maxey,1630178.0,
480,PT03M56.00S,2024-10-27T21:22:39.4Z,3,REGULAR,block,,[],1630178,,,1610612754,69,75,2024-10-27T21:22:43Z,4690000,False,,,0,,T. Maxey BLOCK (2 BLK),[1630178],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Right,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
481,PT03M55.00S,2024-10-27T21:22:40.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,69,75,2024-10-27T21:22:45Z,4700000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,479.0,,,,,,
483,PT03M47.00S,2024-10-27T21:23:02.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,34.247700394218136,53.67647058823529,1610612754,69,75,2024-10-27T21:23:43Z,4720000,False,-18.0,269.0,1,left,MISS M. Turner 27' step back 3PT,[1626167],1610612754.0,IND,step back,,,,,,Above the Break 3,24+ Center,27.0,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,,
484,PT03M46.00S,2024-10-27T21:23:03.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612754,69,75,2024-10-27T21:23:12Z,4730000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,483.0,,,,,,
485,PT03M46.00S,2024-10-27T21:23:06.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,69,75,2024-10-27T21:23:11Z,4740000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,203591.0,,,,,,,,,,,
