actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId
218,PT09M18.00S,2024-10-27T20:19:54.1Z,2,REGULAR,foul,personal,[],1627783,,,1610612755,31,34,2024-10-27T20:20:00Z,2090000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 1627824]",1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Right,,,,Siakam,P. Siakam,,,,,,,203591.0,1.0,0.0,Yabusele,1627824.0,,,,,,,
220,PT09M09.00S,2024-10-27T20:20:23.5Z,2,REGULAR,foul,personal,[],1641716,,,1610612755,31,34,2024-10-27T20:20:28Z,2110000,False,,,0,,J. Walker personal FOUL (1 PF),"[1641716, 200768]",1610612754.0,IND,,,,,,,Mid-Range,16-24 Center,,,,Walker,J. Walker,,,,,,,202027.0,1.0,0.0,Lowry,200768.0,,,,,,,
222,PT09M09.00S,2024-10-27T20:20:30.8Z,2,REGULAR,substitution,out,[],200768,,,1610612755,31,34,2024-10-27T20:20:37Z,2130000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,,,,,,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,
223,PT09M09.00S,2024-10-27T20:20:30.8Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,31,34,2024-10-27T20:20:37Z,2140000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,,,,,,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
224,PT08M57.00S,2024-10-27T20:21:02.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627824,13.61695137976347,51.225490196078425,1610612755,31,34,2024-10-27T20:23:59Z,2150000,False,-6.0,75.0,1,left,MISS G. Yabusele 7' floating Shot,[1627824],1610612755.0,PHI,floating,,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,
225,PT08M55.00S,2024-10-27T20:21:04.0Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,31,34,2024-10-27T20:21:05Z,2160000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Toppin,O. Toppin,,,,,,,,,,,,224.0,3.0,2.0,1.0,,,
226,PT08M49.00S,2024-10-27T20:21:12.8Z,2,REGULAR,foul,personal,['2freethrow'],1627824,,,1610612754,31,34,2024-10-27T20:21:21Z,2170000,False,,,0,,G. Yabusele shooting personal FOUL (1 PF) (Siakam 2 FT),"[1627824, 1627783]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Yabusele,G. Yabusele,,,,,,,202027.0,1.0,0.0,Siakam,1627783.0,,,,,,,
228,PT08M49.00S,2024-10-27T20:21:47.3Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,31,34,2024-10-27T20:21:47Z,2190000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,,,,,,,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
229,PT08M49.00S,2024-10-27T20:21:47.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,31,34,2024-10-27T20:21:47Z,2200000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,228.0,,,,,,
230,PT08M49.00S,2024-10-27T20:21:48.0Z,2,REGULAR,substitution,out,[],1630167,,,1610612754,31,34,2024-10-27T20:22:03Z,2210000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
231,PT08M49.00S,2024-10-27T20:21:48.0Z,2,REGULAR,substitution,out,[],1627824,,,1610612754,31,34,2024-10-27T20:22:03Z,2220000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612755.0,PHI,,,,,,,,,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,
232,PT08M49.00S,2024-10-27T20:21:48.0Z,2,REGULAR,substitution,in,[],1626167,,,1610612754,31,34,2024-10-27T20:22:03Z,2230000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,
233,PT08M49.00S,2024-10-27T20:21:48.0Z,2,REGULAR,substitution,in,[],203083,,,1610612754,31,34,2024-10-27T20:22:03Z,2240000,False,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,
234,PT08M49.00S,2024-10-27T20:22:13.2Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,32,34,2024-10-27T20:22:13Z,2250000,False,,,0,,P. Siakam Free Throw 2 of 2 (3 PTS),[1627783],1610612754.0,IND,,,,,,,,,,Made,3.0,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
235,PT08M38.00S,2024-10-27T20:22:29.5Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612755,32,34,2024-10-27T20:22:38Z,2260000,False,,,0,,T. McConnell shooting personal FOUL (1 PF) (Martin 2 FT),"[204456, 1628997]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,McConnell,T. McConnell,,,,,,,1627964.0,1.0,0.0,Martin,1628997.0,,,,,,,
237,PT08M38.00S,2024-10-27T20:23:00.9Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612755,32,35,2024-10-27T20:23:00Z,2280000,False,,,0,,C. Martin Free Throw 1 of 2 (7 PTS),[1628997],1610612755.0,PHI,,,,,,,,,,Made,7.0,Martin,C. Martin,,,,,,,,,,,,,,,,,,
238,PT08M38.00S,2024-10-27T20:23:19.7Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612755,32,36,2024-10-27T20:23:19Z,2290000,False,,,0,,C. Martin Free Throw 2 of 2 (8 PTS),[1628997],1610612755.0,PHI,,,,,,,,,,Made,8.0,Martin,C. Martin,,,,,,,,,,,,,,,,,,
239,PT08M20.00S,2024-10-27T20:23:39.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],204456,92.85479632063075,55.14705882352941,1610612754,34,36,2024-10-27T20:23:54Z,2300000,False,26.0,15.0,1,right,T. McConnell cutting Layup (6 PTS) (P. Siakam 4 AST),"[204456, 1627783]",1610612754.0,IND,cutting,,,,,,Restricted Area,0-8 Center,2.96,Made,6.0,McConnell,T. McConnell,P. Siakam,1627783.0,4.0,,,,,,,,,,,,,,,
241,PT07M58.00S,2024-10-27T20:24:01.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,19.004599211563733,65.44117647058823,1610612755,34,36,2024-10-27T20:24:05Z,2320000,False,-77.0,126.0,1,left,MISS T. Maxey 14' pullup Shot,[1630178],1610612755.0,PHI,pullup,,,,,,In The Paint (Non-RA),8-16 Left,14.79,Missed,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
242,PT07M55.00S,2024-10-27T20:24:04.2Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,34,36,2024-10-27T20:24:05Z,2330000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Walker,J. Walker,,,,,,,,,,,,241.0,1.0,1.0,0.0,,,
243,PT07M47.00S,2024-10-27T20:24:14.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630231,,,1610612754,34,36,2024-10-27T20:24:24Z,2340000,False,,,0,,K. Martin shooting personal FOUL (3 PF) (Turner 2 FT),"[1630231, 1626167]",1610612755.0,PHI,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Martin,K. Martin,,,,,,,1627964.0,3.0,0.0,Turner,1626167.0,,,,,,,
245,PT07M47.00S,2024-10-27T20:24:43.1Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,34,36,2024-10-27T20:24:43Z,2360000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,,,,,,,Missed,,Turner,M. Turner,,,,,,,,,,,,,,,,,,
246,PT07M47.00S,2024-10-27T20:24:43.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,34,36,2024-10-27T20:24:43Z,2370000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,245.0,,,,,,
247,PT07M47.00S,2024-10-27T20:24:43.7Z,2,REGULAR,substitution,out,[],1630231,,,1610612754,34,36,2024-10-27T20:24:48Z,2380000,False,,,0,,SUB out: K. Martin,[1630231],1610612755.0,PHI,,,,,,,,,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,
248,PT07M47.00S,2024-10-27T20:24:43.7Z,2,REGULAR,substitution,out,[],1642272,,,1610612754,34,36,2024-10-27T20:24:48Z,2390000,False,,,0,,SUB out: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,
249,PT07M47.00S,2024-10-27T20:24:43.7Z,2,REGULAR,substitution,in,[],1626162,,,1610612754,34,36,2024-10-27T20:24:48Z,2400000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,,,,,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,
250,PT07M47.00S,2024-10-27T20:24:43.7Z,2,REGULAR,substitution,in,[],201569,,,1610612754,34,36,2024-10-27T20:24:48Z,2410000,False,,,0,,SUB in: E. Gordon,[201569],1610612755.0,PHI,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
251,PT07M47.00S,2024-10-27T20:25:00.1Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,35,36,2024-10-27T20:25:00Z,2420000,False,,,0,,M. Turner Free Throw 2 of 2 (3 PTS),[1626167],1610612754.0,IND,,,,,,,,,,Made,3.0,Turner,M. Turner,,,,,,,,,,,,,,,,,,
252,PT07M27.00S,2024-10-27T20:25:23.9Z,2,REGULAR,turnover,lost ball,[],1630178,,,1610612755,35,36,2024-10-27T20:25:26Z,2430000,False,,,0,,T. Maxey lost ball TURNOVER (3 TO),"[1630178, 204456]",1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Maxey,T. Maxey,,,,3.0,McConnell,204456.0,,,,,,,,,,,,
253,PT07M27.00S,2024-10-27T20:25:23.9Z,2,REGULAR,steal,,[],204456,,,1610612754,35,36,2024-10-27T20:25:25Z,2440000,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,,,,In The Paint (Non-RA),8-16 Left,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
254,PT07M21.00S,2024-10-27T20:25:28.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,93.24901445466492,44.36274509803921,1610612754,35,36,2024-10-27T20:25:33Z,2450000,False,-28.0,11.0,1,right,MISS P. Siakam running Layup,[1627783],1610612754.0,IND,running,,,,,,Restricted Area,0-8 Center,3.03,Missed,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
255,PT07M21.00S,2024-10-27T20:25:28.6Z,2,REGULAR,rebound,defensive,[],201569,,,1610612755,35,36,2024-10-27T20:26:02Z,2460000,False,,,0,,E. Gordon REBOUND (Off:0 Def:1),[201569],1610612755.0,PHI,,,,,,,Restricted Area,0-8 Center,,,,Gordon,E. Gordon,,,,,,,,,,,,254.0,1.0,1.0,0.0,,,
256,PT07M14.00S,2024-10-27T20:25:37.9Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612755,35,36,2024-10-27T20:25:49Z,2470000,False,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Martin 2 FT),"[1630174, 1628997]",1610612754.0,IND,shooting,,,,,,In The Paint (Non-RA),0-8 Center,,,,Nesmith,A. Nesmith,,,,,,,202027.0,3.0,0.0,Martin,1628997.0,,,,,,,
258,PT07M14.00S,2024-10-27T20:26:09.0Z,2,REGULAR,freethrow,1 of 2,[],1628997,,,1610612755,35,36,2024-10-27T20:26:09Z,2490000,False,,,0,,MISS C. Martin Free Throw 1 of 2,[1628997],1610612755.0,PHI,,,,,,,,,,Missed,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
259,PT07M14.00S,2024-10-27T20:26:09.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,35,36,2024-10-27T20:26:09Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,258.0,,,,,,
260,PT07M14.00S,2024-10-27T20:26:14.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,35,36,2024-10-27T20:26:14Z,2510000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT07M14.00S,2024-10-27T20:28:40.0Z,2,REGULAR,substitution,out,[],204456,,,1610612755,35,36,2024-10-27T20:29:06Z,2520000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,,,,,,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
262,PT07M14.00S,2024-10-27T20:28:40.0Z,2,REGULAR,substitution,out,[],1630174,,,1610612755,35,36,2024-10-27T20:29:06Z,2530000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,,,,,,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,
263,PT07M14.00S,2024-10-27T20:28:40.0Z,2,REGULAR,substitution,out,[],1627783,,,1610612755,35,36,2024-10-27T20:29:06Z,2540000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
264,PT07M14.00S,2024-10-27T20:28:40.0Z,2,REGULAR,substitution,in,[],1630167,,,1610612755,35,36,2024-10-27T20:29:06Z,2550000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
265,PT07M14.00S,2024-10-27T20:28:40.0Z,2,REGULAR,substitution,in,[],1630169,,,1610612755,35,36,2024-10-27T20:29:06Z,2560000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
266,PT07M14.00S,2024-10-27T20:28:40.0Z,2,REGULAR,substitution,in,[],1629614,,,1610612755,35,36,2024-10-27T20:29:06Z,2570000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,,,,,,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,
267,PT07M14.00S,2024-10-27T20:29:48.0Z,2,REGULAR,freethrow,2 of 2,[],1628997,,,1610612755,35,37,2024-10-27T20:29:48Z,2580000,False,,,0,,C. Martin Free Throw 2 of 2 (9 PTS),[1628997],1610612755.0,PHI,,,,,,,,,,Made,9.0,Martin,C. Martin,,,,,,,,,,,,,,,,,,
268,PT07M02.00S,2024-10-27T20:30:01.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,93.9060446780552,53.431372549019606,1610612754,37,37,2024-10-27T20:30:26Z,2590000,False,17.0,5.0,1,right,T. Haliburton driving Layup (6 PTS) (M. Turner 2 AST),"[1630169, 1626167]",1610612754.0,IND,driving,,,,,,Restricted Area,0-8 Center,1.79,Made,6.0,Haliburton,T. Haliburton,M. Turner,1626167.0,2.0,,,,,,,,,,,,,,,
270,PT06M39.00S,2024-10-27T20:30:23.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201569,9.017739816031538,43.38235294117647,1610612755,37,39,2024-10-27T20:30:50Z,2610000,False,33.0,32.0,1,left,E. Gordon driving Layup (9 PTS),[201569],1610612755.0,PHI,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,9.0,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
271,PT06M32.00S,2024-10-27T20:30:31.6Z,2,REGULAR,turnover,lost ball,[],1630167,,,1610612754,37,39,2024-10-27T20:30:41Z,2620000,False,,,0,,O. Toppin lost ball TURNOVER (2 TO),"[1630167, 1628997]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,,,,Toppin,O. Toppin,,,,2.0,Martin,1628997.0,,,,,,,,,,,,
272,PT06M32.00S,2024-10-27T20:30:31.6Z,2,REGULAR,steal,,[],1628997,,,1610612755,37,39,2024-10-27T20:30:33Z,2630000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Left Center,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
273,PT06M27.00S,2024-10-27T20:31:10.5Z,2,REGULAR,jumpball,recovered,[],1641716,,,1610612755,37,39,2024-10-27T20:31:10Z,2640000,False,,,0,,Jump Ball O. Toppin vs. C. Martin: Tip to J. Walker,"[1641716, 1630167, 1628997]",1610612754.0,IND,heldball,J. Walker,Toppin,1630167.0,Martin,1628997.0,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,1641716.0
276,PT06M27.00S,2024-10-27T20:31:10.5Z,2,REGULAR,turnover,lost ball,[],1628997,,,1610612755,37,39,2024-10-27T20:31:10Z,2670000,False,,,0,,C. Martin lost ball TURNOVER (2 TO),"[1628997, 1630167]",1610612755.0,PHI,,,,,,,,,,,,Martin,C. Martin,,,,2.0,Toppin,1630167.0,,,,,,,,,,,,
277,PT06M27.00S,2024-10-27T20:31:10.5Z,2,REGULAR,steal,,[],1630167,,,1610612754,37,39,2024-10-27T20:31:10Z,2680000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
278,PT06M13.00S,2024-10-27T20:31:24.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630167,92.06636005256242,41.17647058823529,1610612754,37,39,2024-10-27T20:31:32Z,2690000,False,-44.0,22.0,1,right,MISS O. Toppin driving Layup,[1630167],1610612754.0,IND,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.93,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
279,PT06M09.00S,2024-10-27T20:31:28.5Z,2,REGULAR,rebound,offensive,[],1630167,,,1610612754,37,39,2024-10-27T20:31:32Z,2700000,False,,,0,,O. Toppin REBOUND (Off:2 Def:2),[1630167],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Toppin,O. Toppin,,,,,,,,,,,,278.0,4.0,2.0,2.0,,,
280,PT06M09.00S,2024-10-27T20:31:28.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630167,94.40999984741211,50.0,1610612754,37,39,2024-10-27T20:31:28Z,2710000,False,0.0,0.0,1,right,MISS O. Toppin tip Layup,[1630167],1610612754.0,IND,tip,,,,,,Mid-Range,8-16 Left,0.0,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
281,PT06M09.00S,2024-10-27T20:31:28.6Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612755,37,39,2024-10-27T20:31:28Z,2720000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],1610612755.0,PHI,,,,,,,Mid-Range,8-16 Left,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,
282,PT06M05.00S,2024-10-27T20:31:32.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201569,32.933639947437584,13.725490196078432,1610612755,37,42,2024-10-27T20:32:16Z,2730000,False,181.0,257.0,1,left,E. Gordon 31' 3PT running (12 PTS) (T. Maxey 3 AST),"[201569, 1630178]",1610612755.0,PHI,running,,,,,,Above the Break 3,24+ Right Center,31.47,Made,12.0,Gordon,E. Gordon,T. Maxey,1630178.0,3.0,,,,,,,,,,,,,,,
284,PT06M01.00S,2024-10-27T20:31:43.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,37,42,2024-10-27T20:31:43Z,2750000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT06M01.00S,2024-10-27T20:34:13.2Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,37,42,2024-10-27T20:34:32Z,2760000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
286,PT06M01.00S,2024-10-27T20:34:13.2Z,2,REGULAR,substitution,out,[],1628997,,,1610612754,37,42,2024-10-27T20:34:32Z,2770000,False,,,0,,SUB out: C. Martin,[1628997],1610612755.0,PHI,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
287,PT06M01.00S,2024-10-27T20:34:13.2Z,2,REGULAR,substitution,in,[],1641767,,,1610612754,37,42,2024-10-27T20:34:32Z,2780000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,,,,,,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,
288,PT06M01.00S,2024-10-27T20:34:13.2Z,2,REGULAR,substitution,in,[],1642272,,,1610612754,37,42,2024-10-27T20:34:32Z,2790000,False,,,0,,SUB in: J. McCain,[1642272],1610612755.0,PHI,,,,,,,,,,,,McCain,J. McCain,,,,,,,,,,,,,,,,,,
289,PT05M47.00S,2024-10-27T20:34:51.6Z,2,REGULAR,2pt,Jump Shot,[],1629614,76.2976346911958,42.15686274509804,1610612754,39,42,2024-10-27T20:34:56Z,2800000,False,-39.0,170.0,1,right,A. Nembhard 17' pullup Jump Shot (5 PTS) (T. Haliburton 1 AST),"[1629614, 1630169]",1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Center,17.48,Made,5.0,Nembhard,A. Nembhard,T. Haliburton,1630169.0,1.0,,,,,,,,,,,,,,,
290,PT05M31.00S,2024-10-27T20:35:10.4Z,2,REGULAR,turnover,offensive-kicked-ball,[],1626162,,,1610612755,39,42,2024-10-27T20:35:15Z,2810000,False,,,0,,K. Oubre Jr. offensive-kicked-ball TURNOVER (1 TO),[1626162],1610612755.0,PHI,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Oubre Jr.,K. Oubre Jr.,,,,1.0,,,,,,,,,,,,,,
291,PT05M27.00S,2024-10-27T20:35:19.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626167,68.28186596583443,31.862745098039213,1610612754,42,42,2024-10-27T20:35:25Z,2820000,False,-91.0,246.0,1,right,M. Turner 26' 3PT  (6 PTS) (A. Nembhard 1 AST),"[1626167, 1629614]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,26.19,Made,6.0,Turner,M. Turner,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,,
293,PT04M59.00S,2024-10-27T20:35:46.4Z,2,REGULAR,3pt,Jump Shot,[],201569,33.459264126149804,18.627450980392158,1610612755,42,42,2024-10-27T20:35:52Z,2840000,False,157.0,262.0,1,left,MISS E. Gordon 30' 3PT,[201569],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Right Center,30.54,Missed,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
294,PT04M56.00S,2024-10-27T20:35:49.4Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,42,42,2024-10-27T20:35:52Z,2850000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,,Turner,M. Turner,,,,,,,,,,,,293.0,2.0,2.0,0.0,,,
296,PT04M48.00S,2024-10-27T20:35:59.2Z,2,REGULAR,3pt,Jump Shot,[],1629614,66.17936925098554,60.5392156862745,1610612754,42,42,2024-10-27T20:36:03Z,2860000,False,53.0,265.0,1,right,MISS A. Nembhard 27' pullup 3PT,[1629614],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Center,27.06,Missed,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,
297,PT04M43.00S,2024-10-27T20:36:04.2Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,42,42,2024-10-27T20:36:03Z,2870000,False,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612755.0,PHI,,,,,,,Above the Break 3,24+ Center,,,,Drummond,A. Drummond,,,,,,,,,,,,296.0,6.0,5.0,1.0,,,
298,PT04M33.00S,2024-10-27T20:36:13.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630178,14.4053876478318,46.32352941176471,1610612755,42,44,2024-10-27T20:38:46Z,2880000,False,18.0,83.0,1,left,T. Maxey 8' turnaround Hook (6 PTS),[1630178],1610612755.0,PHI,turnaround,,,,,,In The Paint (Non-RA),8-16 Center,8.49,Made,6.0,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,
299,PT04M23.00S,2024-10-27T20:36:26.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201569,,,1610612754,42,44,2024-10-27T20:36:32Z,2890000,False,,,0,,E. Gordon shooting personal FOUL (1 PF) (Toppin 2 FT),"[201569, 1630167]",1610612755.0,PHI,shooting,,,,,,Restricted Area,0-8 Center,,,,Gordon,E. Gordon,,,,,,,1627964.0,1.0,0.0,Toppin,1630167.0,,,,,,,
301,PT04M23.00S,2024-10-27T20:37:04.2Z,2,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,43,44,2024-10-27T20:37:04Z,2910000,False,,,0,,O. Toppin Free Throw 1 of 2 (9 PTS),[1630167],1610612754.0,IND,,,,,,,,,,Made,9.0,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
302,PT04M23.00S,2024-10-27T20:37:04.9Z,2,REGULAR,substitution,out,[],201569,,,1610612754,43,44,2024-10-27T20:37:11Z,2920000,False,,,0,,SUB out: E. Gordon,[201569],1610612755.0,PHI,,,,,,,,,,,,Gordon,E. Gordon,,,,,,,,,,,,,,,,,,
303,PT04M23.00S,2024-10-27T20:37:04.9Z,2,REGULAR,substitution,in,[],1628997,,,1610612754,43,44,2024-10-27T20:37:11Z,2930000,False,,,0,,SUB in: C. Martin,[1628997],1610612755.0,PHI,,,,,,,,,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,
304,PT04M23.00S,2024-10-27T20:37:04.2Z,2,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,43,44,2024-10-27T20:37:32Z,2940000,False,,,0,,MISS O. Toppin Free Throw 2 of 2,[1630167],1610612754.0,IND,,,,,,,,,,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
