actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-15T00:05:47.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-15T00:05:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M59.00S,2025-01-15T00:05:51.2Z,1,REGULAR,jumpball,recovered,[],1630596,,,1610612739,0,0,2025-01-15T00:05:51Z,40000,False,,,0,,Jump Ball J. Allen vs. M. Turner: Tip to E. Mobley,"[1630596, 1628386, 1626167]",1610612739.0,CLE,startperiod,E. Mobley,1630596.0,Mobley,E. Mobley,Allen,1628386.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2025-01-15T00:06:01.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1628386,94.34954007884363,41.76623774509803,1610612739,0,2,2025-01-15T00:06:46Z,70000,False,-41.0,1.0,1,right,J. Allen alley-oop DUNK (2 PTS) (D. Garland 1 AST),"[1628386, 1629636]",1610612739.0,CLE,alley-oop,,,Allen,J. Allen,,,,,Restricted Area,0-8 Center,4.12,Made,2.0,D. Garland,1629636.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2025-01-15T00:06:15.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,34.641918528252305,59.31372549019608,1610612754,0,2,2025-01-15T00:07:02Z,90000,False,-47.0,273.0,1,left,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.7,Missed,,,,,,,,,,,,,,,,,,
10,PT11M30.00S,2025-01-15T00:06:17.3Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,0,2,2025-01-15T00:07:02Z,100000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M23.00S,2025-01-15T00:06:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628378,90.27595269382391,56.60998774509804,1610612739,0,2,2025-01-15T00:08:16Z,110000,False,33.0,39.0,1,right,MISS D. Mitchell driving finger roll Layup,[1628378],1610612739.0,CLE,driving finger roll,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),0-8 Center,5.1,Missed,,,,,,,,,,,,,,,,,,
12,PT11M21.00S,2025-01-15T00:06:27.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,2,2025-01-15T00:07:36Z,120000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M17.00S,2025-01-15T00:06:31.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,12.089356110381075,55.30790441176471,1610612754,0,2,2025-01-15T00:09:10Z,130000,False,-27.0,61.0,1,left,MISS P. Siakam 6' running Layup,[1627783],1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
15,PT11M15.00S,2025-01-15T00:06:33.5Z,1,REGULAR,rebound,defensive,[],1628386,,,1610612739,0,2,2025-01-15T00:09:10Z,150000,False,,,0,,J. Allen REBOUND (Off:0 Def:1),[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,
16,PT11M08.00S,2025-01-15T00:06:40.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630596,92.77266754270697,42.708333333333336,1610612739,0,4,2025-01-15T00:09:34Z,160000,False,-36.0,15.0,1,right,E. Mobley cutting DUNK (2 PTS) (D. Garland 2 AST),"[1630596, 1629636]",1610612739.0,CLE,cutting,,,Mobley,E. Mobley,,,,,Restricted Area,0-8 Center,3.96,Made,2.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,,
18,PT10M47.00S,2025-01-15T00:07:00.7Z,1,REGULAR,2pt,Jump Shot,[],1629614,17.0335085413929,24.754901960784316,1610612754,0,4,2025-01-15T00:10:04Z,180000,False,126.0,108.0,1,left,MISS A. Nembhard 16' step back Shot,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,16.58,Missed,,,,,,,,,,,,,,,,,,
19,PT10M43.00S,2025-01-15T00:07:04.7Z,1,REGULAR,rebound,defensive,[],1628378,,,1610612739,0,4,2025-01-15T00:10:04Z,190000,False,,,0,,D. Mitchell REBOUND (Off:0 Def:2),[1628378],1610612739.0,CLE,,,,Mitchell,D. Mitchell,,,,,Mid-Range,16-24 Right Center,,,,,,,18.0,2.0,2.0,0.0,,,,,,,,,,
