actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2024-12-27T00:10:29.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-12-27T00:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-12-27T00:10:31.0Z,1,REGULAR,jumpball,recovered,[],1641717,,,1610612760,0,0,2024-12-27T00:10:31Z,40000,False,,,0,,Jump Ball I. Hartenstein vs. M. Turner: Tip to C. Wallace,"[1641717, 1628392, 1626167]",1610612760.0,OKC,startperiod,C. Wallace,1641717.0,Wallace,C. Wallace,Hartenstein,1628392.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2024-12-27T00:10:46.3Z,1,REGULAR,3pt,Jump Shot,[],1629652,20.581471747700395,94.36274509803921,1610612760,0,0,2024-12-27T00:10:51Z,70000,False,-222.0,141.0,1,left,MISS L. Dort 26' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M37.00S,2024-12-27T00:10:52.3Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,0,0,2024-12-27T00:10:51Z,80000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M24.00S,2024-12-27T00:11:04.3Z,1,REGULAR,2pt,Jump Shot,[],1629614,75.90341655716163,69.85294117647058,1610612754,2,0,2024-12-27T00:12:11Z,90000,False,99.0,174.0,1,right,A. Nembhard 20' step back Jump Shot (2 PTS),[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,20.03,Made,,,,,2.0,,,,,,,,,,,,,
10,PT11M11.00S,2024-12-27T00:11:17.3Z,1,REGULAR,2pt,Jump Shot,[],1628983,6.521024967148489,28.676470588235293,1610612760,2,0,2024-12-27T00:13:37Z,100000,False,107.0,9.0,1,left,MISS S. Gilgeous-Alexander 10' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,10.7,Missed,,,,,,,,,,,,,,,,,,
11,PT11M08.00S,2024-12-27T00:11:20.3Z,1,REGULAR,rebound,offensive,[],1628392,,,1610612760,2,0,2024-12-27T00:13:37Z,110000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:0),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Mid-Range,8-16 Right,,,10.0,1.0,0.0,1.0,,,,,,,,,,,,,,
12,PT11M08.00S,2024-12-27T00:11:20.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628392,5.590000152587891,50.0,1610612760,2,0,2024-12-27T00:11:22Z,120000,False,0.0,0.0,1,left,MISS I. Hartenstein tip Layup,[1628392],1610612760.0,OKC,tip,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
13,PT11M08.00S,2024-12-27T00:11:20.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,0,2024-12-27T00:11:22Z,130000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M03.00S,2024-12-27T00:11:25.3Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,2,0,2024-12-27T00:11:29Z,140000,False,,,0,,T. Haliburton bad pass TURNOVER (1 TO),"[1630169, 1641717]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,1.0,Wallace,1641717.0,,,,,,,,,,
15,PT11M03.00S,2024-12-27T00:11:25.3Z,1,REGULAR,steal,,[],1641717,,,1610612760,2,0,2024-12-27T00:11:27Z,150000,False,,,0,,C. Wallace STEAL (1 STL),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
16,PT10M59.00S,2024-12-27T00:11:29.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,4.418528252299605,51.470588235294116,1610612760,2,0,2024-12-27T00:11:37Z,160000,False,-7.0,-11.0,1,left,MISS L. Dort running Layup,[1629652],1610612760.0,OKC,running,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.33,Missed,,,,,,,,,,,,,,,,,,
17,PT10M56.00S,2024-12-27T00:11:32.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,0,2024-12-27T00:11:37Z,170000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,16.0,2.0,2.0,0.0,,,,,,,,,,,,,,
18,PT10M53.00S,2024-12-27T00:11:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,93.38042049934296,52.69607843137255,1610612754,2,0,2024-12-27T00:11:40Z,180000,False,13.0,10.0,1,right,MISS P. Siakam running Layup - blocked,"[1627783, 1628983]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.66,Missed,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,,,,,
28,PT10M53.00S,2024-12-27T00:11:36.1Z,1,REGULAR,block,,[],1628983,,,1610612754,2,0,2024-12-27T00:15:04Z,185000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
19,PT10M50.00S,2024-12-27T00:11:39.1Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612760,2,0,2024-12-27T00:11:40Z,190000,False,,,0,,I. Hartenstein REBOUND (Off:1 Def:1),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Restricted Area,0-8 Center,,,18.0,2.0,1.0,1.0,,,,,,,,,,,,,,
20,PT10M44.00S,2024-12-27T00:11:45.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,8.886333771353483,48.28431372549019,1610612760,2,0,2024-12-27T00:17:55Z,200000,False,9.0,31.0,1,left,MISS S. Gilgeous-Alexander driving Layup,[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,3.22,Missed,,,,,,,,,,,,,,,,,,
22,PT10M41.00S,2024-12-27T00:11:48.0Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,0,2024-12-27T00:11:49Z,220000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,20.0,3.0,3.0,0.0,,,,,,,,,,,,,,
23,PT10M38.00S,2024-12-27T00:11:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,93.51182654402102,51.225490196078425,1610612754,4,0,2024-12-27T00:11:55Z,230000,False,6.0,8.0,1,right,B. Mathurin running reverse Layup (2 PTS) (A. Nembhard 1 AST),"[1631097, 1629614]",1610612754.0,IND,running reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.05,Made,,,,,2.0,,,,,,A. Nembhard,1629614.0,1.0,,,,,
25,PT10M37.00S,2024-12-27T00:11:54.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,4,0,2024-12-27T00:11:54Z,250000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT10M37.00S,2024-12-27T00:13:12.2Z,1,REGULAR,substitution,out,[],1629652,,,1610612760,4,0,2024-12-27T00:14:28Z,260000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
27,PT10M37.00S,2024-12-27T00:13:12.2Z,1,REGULAR,substitution,in,[],1630198,,,1610612760,4,0,2024-12-27T00:14:28Z,270000,False,,,0,,SUB in: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
29,PT10M22.00S,2024-12-27T00:15:07.5Z,1,REGULAR,3pt,Jump Shot,[],1641717,5.995400788436268,95.34313725490196,1610612760,4,0,2024-12-27T00:15:13Z,280000,False,-227.0,4.0,1,left,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
30,PT10M19.00S,2024-12-27T00:15:10.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,4,0,2024-12-27T00:15:13Z,290000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,29.0,,,,,,,,,,,,,,,,,
32,PT10M06.00S,2024-12-27T00:15:34.5Z,1,REGULAR,foul,personal,[],1628392,,,1610612754,4,0,2024-12-27T00:15:40Z,310000,False,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1626167]",1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Turner,1626167.0
34,PT09M57.00S,2024-12-27T00:15:59.6Z,1,REGULAR,3pt,Jump Shot,[],1627783,94.43166885676742,97.30392156862744,1610612754,7,0,2024-12-27T00:16:03Z,330000,False,237.0,0.0,1,right,P. Siakam 3PT  (3 PTS) (M. Turner 1 AST),"[1627783, 1626167]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,3.0,,,,,,M. Turner,1626167.0,1.0,,,,,
36,PT09M45.00S,2024-12-27T00:16:13.9Z,1,REGULAR,foul,offensive,[],1631114,,,1610612760,7,0,2024-12-27T00:16:21Z,350000,False,,,0,,J. Williams offensive FOUL (1 PF),"[1631114, 1631097]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,204059.0,1.0,0.0,Mathurin,1631097.0
38,PT09M45.00S,2024-12-27T00:16:13.9Z,1,REGULAR,turnover,offensive foul,[],1631114,,,1610612760,7,0,2024-12-27T00:16:13Z,370000,False,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,8-16 Left,,,,,,,,1.0,,,,,,,,204059.0,,,,
39,PT09M32.00S,2024-12-27T00:16:40.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1626167,91.27792378449409,58.82352941176471,1610612754,7,0,2024-12-27T00:19:41Z,380000,False,44.0,29.0,1,right,MISS M. Turner turnaround bank Shot,[1626167],1610612754.0,IND,turnaround bank,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,5.31,Missed,,,,,,,,,,,,,,,,,,
