actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
19,PT10M28.00S,2025-02-25T00:12:39.1Z,1,REGULAR,foul,personal,['2freethrow'],203999,,,1610612754,4,5,2025-02-25T00:12:46Z,180000,False,,,0,,N. Jokić shooting personal FOUL (1 PF) (Turner 2 FT),"[203999, 1626167]",1610612743.0,DEN,shooting,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,1.0,0.0,Turner,1626167.0,,,,,,
21,PT10M28.00S,2025-02-25T00:13:06.4Z,1,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,5,5,2025-02-25T00:13:24Z,200000,False,,,0,,M. Turner Free Throw 1 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,
22,PT10M28.00S,2025-02-25T00:13:06.4Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,5,5,2025-02-25T00:13:24Z,210000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
23,PT10M27.00S,2025-02-25T00:13:07.4Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,5,5,2025-02-25T00:13:24Z,220000,False,,,0,,C. Braun REBOUND (Off:0 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,,,,,,,,,22.0,1.0,1.0,0.0,,
24,PT10M10.00S,2025-02-25T00:13:40.0Z,1,REGULAR,2pt,Jump Shot,[],203932,22.552562417871222,55.88235294117647,1610612743,5,7,2025-02-25T00:13:44Z,230000,False,-29.0,159.0,1,left,A. Gordon 16' step back Jump Shot (2 PTS),[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Center,,,,16.22,Made,2.0,,,,,,,,,,,,,,
26,PT09M44.00S,2025-02-25T00:14:05.2Z,1,REGULAR,3pt,Jump Shot,[],1626167,64.47109067017082,54.166666666666664,1610612754,5,7,2025-02-25T00:14:08Z,250000,False,21.0,281.0,1,right,MISS M. Turner 28' pullup 3PT,[1626167],1610612754.0,IND,pullup,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,,28.23,Missed,,,,,,,,,,,,,,,
27,PT09M42.00S,2025-02-25T00:14:07.2Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,5,7,2025-02-25T00:14:08Z,260000,False,,,0,,C. Braun REBOUND (Off:0 Def:2),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,26.0,2.0,2.0,0.0,,
28,PT09M34.00S,2025-02-25T00:14:16.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629008,14.4053876478318,48.77450980392157,1610612743,5,7,2025-02-25T00:14:21Z,270000,False,6.0,83.0,1,left,MISS M. Porter Jr. 8' pullup bank Shot,[1629008],1610612743.0,DEN,pullup bank,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,8.31,Missed,,,,,,,,,,,,,,,
29,PT09M31.00S,2025-02-25T00:14:18.4Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,5,7,2025-02-25T00:14:18Z,280000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,28.0,1.0,0.0,1.0,,
30,PT09M31.00S,2025-02-25T00:14:19.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629008,5.995400788436268,53.92156862745098,1610612743,5,7,2025-02-25T00:14:22Z,290000,False,-20.0,4.0,1,left,MISS M. Porter Jr. putback Layup,[1629008],1610612743.0,DEN,putback,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,,,,2.0,Missed,,,,,,,,,,,,,,,
31,PT09M31.00S,2025-02-25T00:14:19.1Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,5,7,2025-02-25T00:14:22Z,300000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,
32,PT09M27.00S,2025-02-25T00:14:23.9Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,5,7,2025-02-25T00:14:34Z,310000,False,,,0,,P. Siakam bad pass out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,bad pass,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,202035.0,,,,,,,,,,
33,PT09M17.00S,2025-02-25T00:14:55.1Z,1,REGULAR,foul,personal,[],1627783,,,1610612743,5,7,2025-02-25T00:15:01Z,320000,False,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 203932]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,,,,,,,,,,1179.0,1.0,0.0,Gordon,203932.0,,,,,,
35,PT09M09.00S,2025-02-25T00:15:20.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,6.389618922470433,50.245098039215684,1610612743,5,9,2025-02-25T00:15:24Z,340000,False,-1.0,8.0,1,left,A. Gordon cutting finger roll Layup (4 PTS) (N. Jokić 2 AST),"[203932, 203999]",1610612743.0,DEN,cutting finger roll,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,0.77,Made,4.0,N. Jokić,203999.0,2.0,,,,,,,,,,,
37,PT09M09.00S,2025-02-25T00:15:23.6Z,1,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612743,5,9,2025-02-25T00:15:34Z,360000,False,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Gordon 1 FT),"[1630174, 203932]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,,,,2530.0,1.0,0.0,Gordon,203932.0,,,,,,
39,PT09M09.00S,2025-02-25T00:15:46.0Z,1,REGULAR,freethrow,1 of 1,['fromturnover'],203932,,,1610612743,5,10,2025-02-25T00:15:46Z,380000,False,,,0,,A. Gordon Free Throw 1 of 1 (5 PTS),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,
40,PT08M49.00S,2025-02-25T00:16:07.9Z,1,REGULAR,2pt,Jump Shot,[],1627783,92.32917214191852,23.03921568627451,1610612754,5,10,2025-02-25T00:16:12Z,390000,False,-135.0,20.0,1,right,MISS P. Siakam 13' turnaround fadeaway Shot,[1627783],1610612754.0,IND,turnaround fadeaway,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,13.62,Missed,,,,,,,,,,,,,,,
41,PT08M46.00S,2025-02-25T00:16:10.9Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612743,5,10,2025-02-25T00:16:12Z,400000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:1),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,40.0,2.0,1.0,1.0,,
42,PT08M41.00S,2025-02-25T00:16:15.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203932,27.020367936925098,83.57843137254902,1610612743,5,13,2025-02-25T00:16:19Z,410000,False,-168.0,201.0,1,left,A. Gordon 26' 3PT running pullup (8 PTS) (N. Jokić 3 AST),"[203932, 203999]",1610612743.0,DEN,running pullup,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,26.23,Made,8.0,N. Jokić,203999.0,3.0,,,,,,,,,,,
44,PT08M22.00S,2025-02-25T00:16:34.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,92.59198423127464,42.8921568627451,1610612754,7,13,2025-02-25T00:16:36Z,430000,False,-36.0,17.0,1,right,A. Nembhard finger roll Layup (4 PTS),[1629614],1610612754.0,IND,finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,,,,3.94,Made,4.0,,,,,,,,,,,,,,
46,PT08M04.00S,2025-02-25T00:16:52.0Z,1,REGULAR,2pt,Jump Shot,[],203932,8.360709592641262,72.30392156862744,1610612743,7,15,2025-02-25T00:16:56Z,450000,False,-112.0,26.0,1,left,A. Gordon 11' turnaround bank Jump Shot (10 PTS),[203932],1610612743.0,DEN,turnaround bank,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,11.45,Made,10.0,,,,,,,,,,,,,,
47,PT07M48.00S,2025-02-25T00:17:11.3Z,1,REGULAR,foul,offensive,[],1629614,,,1610612754,7,15,2025-02-25T00:17:18Z,460000,False,,,0,,A. Nembhard offensive FOUL (1 PF),"[1629614, 203932]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,,,,,,,2530.0,1.0,0.0,Gordon,203932.0,,,,,,
49,PT07M48.00S,2025-02-25T00:17:11.3Z,1,REGULAR,turnover,offensive foul,[],1629614,,,1610612754,7,15,2025-02-25T00:17:11Z,480000,False,,,0,,A. Nembhard offensive foul TURNOVER (1 TO),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,1.0,,,,,,,,,2530.0,,,,,,,,,,
50,PT07M38.00S,2025-02-25T00:17:29.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203932,31.882391590013142,74.50980392156863,1610612743,7,15,2025-02-25T00:17:33Z,490000,False,-123.0,247.0,1,left,MISS A. Gordon 27' 3PT,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Above the Break 3,24+ Left Center,,,,27.59,Missed,,,,,,,,,,,,,,,
51,PT07M35.00S,2025-02-25T00:17:32.6Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,7,15,2025-02-25T00:17:32Z,500000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,50.0,,,,,
54,PT07M21.00S,2025-02-25T00:17:55.6Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612754,7,15,2025-02-25T00:18:01Z,530000,False,,,0,,A. Gordon shooting personal FOUL (1 PF) (Siakam 2 FT),"[203932, 1627783]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,,,,,,,202035.0,1.0,0.0,Siakam,1627783.0,,,,,,
56,PT07M21.00S,2025-02-25T00:18:25.8Z,1,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,7,15,2025-02-25T00:18:25Z,550000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
57,PT07M21.00S,2025-02-25T00:18:25.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,7,15,2025-02-25T00:18:25Z,560000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,
58,PT07M21.00S,2025-02-25T00:18:41.1Z,1,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,8,15,2025-02-25T00:18:41Z,570000,False,,,0,,P. Siakam Free Throw 2 of 2 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,
59,PT07M12.00S,2025-02-25T00:18:52.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627750,8.09789750328515,46.07843137254902,1610612743,8,17,2025-02-25T00:18:57Z,580000,False,20.0,24.0,1,left,J. Murray DUNK (2 PTS) (A. Gordon 1 AST),"[1627750, 203932]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,,,,3.07,Made,2.0,A. Gordon,203932.0,1.0,,,,,,,,,,,
61,PT07M11.00S,2025-02-25T00:18:56.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,8,17,2025-02-25T00:18:56Z,600000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M57.00S,2025-02-25T00:22:08.9Z,1,REGULAR,3pt,Jump Shot,[],1627783,73.66951379763469,13.725490196078432,1610612754,8,17,2025-02-25T00:22:13Z,610000,False,-181.0,195.0,1,right,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,26.63,Missed,,,,,,,,,,,,,,,
63,PT06M54.00S,2025-02-25T00:22:11.9Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,8,17,2025-02-25T00:22:27Z,620000,False,,,0,,C. Braun REBOUND (Off:0 Def:3),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,62.0,3.0,3.0,0.0,,
64,PT06M45.00S,2025-02-25T00:22:21.6Z,1,REGULAR,turnover,out-of-bounds,[],1631128,,,1610612743,8,17,2025-02-25T00:22:24Z,630000,False,,,0,,C. Braun bad pass out-of-bounds TURNOVER (1 TO),[1631128],1610612743.0,DEN,bad pass,,,Braun,C. Braun,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,1179.0,,,,,,,,,,
65,PT06M33.00S,2025-02-25T00:22:38.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1626167,93.64323258869908,51.225490196078425,1610612754,10,17,2025-02-25T00:22:41Z,640000,False,6.0,7.0,1,right,M. Turner DUNK (3 PTS) (T. Haliburton 2 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,0.95,Made,3.0,T. Haliburton,1630169.0,2.0,,,,,,,,,,,
67,PT06M15.00S,2025-02-25T00:22:57.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203999,6.783837056504599,50.73529411764706,1610612743,10,19,2025-02-25T00:23:01Z,660000,False,-4.0,11.0,1,left,N. Jokić cutting DUNK (2 PTS) (A. Gordon 2 AST),"[203999, 203932]",1610612743.0,DEN,cutting,,,Jokić,N. Jokić,,,,,Restricted Area,0-8 Center,,,,1.19,Made,2.0,A. Gordon,203932.0,2.0,,,,,,,,,,,
69,PT05M59.00S,2025-02-25T00:23:13.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.56964520367937,37.00980392156863,1610612754,10,19,2025-02-25T00:23:54Z,680000,False,-65.0,46.0,1,right,MISS P. Siakam 7' turnaround Hook,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,7.93,Missed,,,,,,,,,,,,,,,
70,PT05M57.00S,2025-02-25T00:23:15.2Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,10,19,2025-02-25T00:23:17Z,690000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,69.0,2.0,1.0,1.0,,
71,PT05M55.00S,2025-02-25T00:23:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,92.59198423127464,43.627450980392155,1610612754,10,19,2025-02-25T00:23:21Z,700000,False,-32.0,17.0,1,right,MISS P. Siakam putback Layup,[1627783],1610612754.0,IND,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,3.62,Missed,,,,,,,,,,,,,,,
72,PT05M54.00S,2025-02-25T00:23:18.1Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612743,10,19,2025-02-25T00:23:21Z,710000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,71.0,,,,,
74,PT05M40.00S,2025-02-25T00:23:42.8Z,1,REGULAR,2pt,Jump Shot,[],1627750,21.632720105124836,66.91176470588235,1610612743,10,19,2025-02-25T00:23:47Z,730000,False,-85.0,151.0,1,left,MISS J. Murray 17' step back Shot,[1627750],1610612743.0,DEN,step back,,,Murray,J. Murray,,,,,Mid-Range,16-24 Left Center,,,,17.29,Missed,,,,,,,,,,,,,,,
75,PT05M36.00S,2025-02-25T00:23:46.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,10,19,2025-02-25T00:23:47Z,740000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,74.0,3.0,2.0,1.0,,
76,PT05M29.00S,2025-02-25T00:23:53.5Z,1,REGULAR,3pt,Jump Shot,[],1630174,90.75229960578186,2.941176470588235,1610612754,10,19,2025-02-25T00:23:58Z,750000,False,-235.0,34.0,1,right,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,23.78,Missed,,,,,,,,,,,,,,,
77,PT05M25.00S,2025-02-25T00:23:57.5Z,1,REGULAR,rebound,defensive,[],1631128,,,1610612743,10,19,2025-02-25T00:23:58Z,760000,False,,,0,,C. Braun REBOUND (Off:0 Def:4),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,76.0,4.0,4.0,0.0,,
78,PT05M18.00S,2025-02-25T00:24:04.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,5.995400788436268,49.50980392156863,1610612743,10,21,2025-02-25T00:24:07Z,770000,False,2.0,4.0,1,left,A. Gordon Layup (12 PTS) (N. Jokić 4 AST),"[203932, 203999]",1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Restricted Area,0-8 Center,,,,0.46,Made,12.0,N. Jokić,203999.0,4.0,,,,,,,,,,,
80,PT05M10.00S,2025-02-25T00:24:12.7Z,1,REGULAR,3pt,Jump Shot,[],1627783,66.96780551905388,61.274509803921575,1610612754,13,21,2025-02-25T00:24:16Z,790000,False,56.0,258.0,1,right,P. Siakam 26' 3PT  (6 PTS) (A. Nembhard 2 AST),"[1627783, 1629614]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,26.41,Made,6.0,A. Nembhard,1629614.0,2.0,,,,,,,,,,,
82,PT04M50.00S,2025-02-25T00:24:33.2Z,1,REGULAR,turnover,lost ball,[],203932,,,1610612743,13,21,2025-02-25T00:25:11Z,810000,False,,,0,,A. Gordon lost ball TURNOVER (1 TO),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left,1.0,,,,,,,,,,,,,,,,,,,
83,PT04M50.00S,2025-02-25T00:24:37.2Z,1,REGULAR,foul,personal,[],203932,,,1610612754,13,21,2025-02-25T00:24:40Z,820000,False,,,0,,A. Gordon loose ball personal FOUL (2 PF),"[203932, 1627783]",1610612743.0,DEN,loose ball,,,Gordon,A. Gordon,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,1179.0,2.0,0.0,Siakam,1627783.0,,,,,,
85,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,out,[],1629614,,,1610612754,13,21,2025-02-25T00:25:06Z,840000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,out,[],1630174,,,1610612754,13,21,2025-02-25T00:25:06Z,850000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612754,13,21,2025-02-25T00:25:06Z,860000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,13,21,2025-02-25T00:25:06Z,870000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,out,[],203932,,,1610612754,13,21,2025-02-25T00:25:06Z,880000,False,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,out,[],1627750,,,1610612754,13,21,2025-02-25T00:25:06Z,890000,False,,,0,,SUB out: J. Murray,[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,in,[],1628418,,,1610612754,13,21,2025-02-25T00:25:06Z,900000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,13,21,2025-02-25T00:25:06Z,910000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M50.00S,2025-02-25T00:24:41.5Z,1,REGULAR,substitution,in,[],1641767,,,1610612754,13,21,2025-02-25T00:25:06Z,920000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
