actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
265,PT04M46.00S,2024-11-10T22:55:08.3Z,2,REGULAR,substitution,in,[],1631245,,,1610612752,43,45,2024-11-10T22:55:16Z,2620000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M46.00S,2024-11-10T22:55:35.7Z,2,REGULAR,freethrow,2 of 2,[],1628384,,,1610612752,43,46,2024-11-10T23:04:44Z,2630000,False,,,0,,O. Anunoby Free Throw 2 of 2 (17 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
267,PT04M36.00S,2024-11-10T22:55:47.6Z,2,REGULAR,3pt,Jump Shot,[],1641716,86.67871222076215,2.941176470588235,1610612754,43,46,2024-11-10T22:55:58Z,2640000,False,-235.0,73.0,1,right,MISS J. Walker 24' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Left Corner 3,24+ Left,24.63,Missed,,,,,,,,,,,,,,,,,,
268,PT04M31.00S,2024-11-10T22:55:50.9Z,2,REGULAR,rebound,defensive,[],1628973,,,1610612752,43,46,2024-11-10T22:55:50Z,2650000,False,,,0,,J. Brunson REBOUND (Off:0 Def:3),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Left Corner 3,24+ Left,,,267.0,3.0,3.0,0.0,,,,,,,,,,,,,,
271,PT04M30.00S,2024-11-10T22:55:56.6Z,2,REGULAR,foul,personal,[],1631245,,,1610612752,43,46,2024-11-10T22:56:05Z,2660000,False,,,0,,Q. Jackson personal FOUL (1 PF),"[1631245, 1628973]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1179.0,,,1.0,0.0,Brunson,1628973.0,,,
273,PT04M30.00S,2024-11-10T22:56:09.2Z,2,REGULAR,substitution,out,[],1642402,,,1610612752,43,46,2024-11-10T22:56:23Z,2680000,False,,,0,,SUB out: E. Freeman,[1642402],1610612754.0,IND,,,,Freeman,E. Freeman,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M30.00S,2024-11-10T22:56:09.2Z,2,REGULAR,substitution,out,[],1628384,,,1610612752,43,46,2024-11-10T22:56:23Z,2690000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M30.00S,2024-11-10T22:56:09.2Z,2,REGULAR,substitution,out,[],1630579,,,1610612752,43,46,2024-11-10T22:56:23Z,2700000,False,,,0,,SUB out: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M30.00S,2024-11-10T22:56:09.2Z,2,REGULAR,substitution,in,[],1626167,,,1610612752,43,46,2024-11-10T22:56:23Z,2710000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M30.00S,2024-11-10T22:56:09.2Z,2,REGULAR,substitution,in,[],1628969,,,1610612752,43,46,2024-11-10T22:56:23Z,2720000,False,,,0,,SUB in: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M30.00S,2024-11-10T22:56:09.2Z,2,REGULAR,substitution,in,[],1626157,,,1610612752,43,46,2024-11-10T22:56:23Z,2730000,False,,,0,,SUB in: K. Towns,[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M22.00S,2024-11-10T22:56:29.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,6.258212877792378,47.794117647058826,1610612752,43,48,2024-11-10T23:05:55Z,2740000,False,11.0,6.0,1,left,J. Hart cutting Layup (7 PTS) (J. Brunson 4 AST),"[1628404, 1628973]",1610612752.0,NYK,cutting,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,1.27,Made,,,,,7.0,J. Brunson,1628973.0,4.0,,,,,,,,,,
281,PT04M09.00S,2024-11-10T22:56:41.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,86.67871222076215,43.872549019607845,1610612754,43,48,2024-11-10T23:07:25Z,2760000,False,-31.0,73.0,1,right,MISS M. Turner 7' floating Shot,[1626167],1610612754.0,IND,floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,7.89,Missed,,,,,,,,,,,,,,,,,,
282,PT04M08.00S,2024-11-10T22:56:42.0Z,2,REGULAR,rebound,defensive,[],1630540,,,1610612752,43,48,2024-11-10T22:56:44Z,2770000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,In The Paint (Non-RA),0-8 Center,,,281.0,1.0,1.0,0.0,,,,,,,,,,,,,,
283,PT03M54.00S,2024-11-10T22:56:57.1Z,2,REGULAR,2pt,Jump Shot,[],1628973,20.45006570302234,72.30392156862744,1610612752,43,50,2024-11-10T23:08:22Z,2780000,False,-112.0,140.0,1,left,J. Brunson 17' pullup Jump Shot (10 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,17.87,Made,,,,,10.0,,,,,,,,,,,,,
284,PT03M40.00S,2024-11-10T22:57:11.0Z,2,REGULAR,3pt,Jump Shot,[],1630169,92.85479632063075,95.83333333333334,1610612754,46,50,2024-11-10T23:09:09Z,2790000,False,229.0,15.0,1,right,T. Haliburton 3PT step back (8 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,22.97,Made,,,,,8.0,,,,,,,,,,,,,
285,PT03M17.00S,2024-11-10T22:57:34.2Z,2,REGULAR,2pt,Jump Shot,[],1628973,17.0335085413929,71.81372549019608,1610612752,46,52,2024-11-10T22:57:41Z,2800000,False,-109.0,108.0,1,left,J. Brunson 15' fadeaway Jump Shot (12 PTS),[1628973],1610612752.0,NYK,fadeaway,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,15.32,Made,,,,,12.0,,,,,,,,,,,,,
286,PT03M03.00S,2024-11-10T22:57:47.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631245,93.51182654402102,44.11764705882353,1610612754,48,52,2024-11-10T22:57:50Z,2810000,False,-29.0,8.0,1,right,Q. Jackson cutting Layup (4 PTS) (T. Haliburton 6 AST),"[1631245, 1630169]",1610612754.0,IND,cutting,,,Jackson,Q. Jackson,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,4.0,T. Haliburton,1630169.0,6.0,,,,,,,,,,
288,PT02M42.00S,2024-11-10T22:58:08.5Z,2,REGULAR,3pt,Jump Shot,[],1628969,15.719448094612352,4.166666666666666,1610612752,48,52,2024-11-10T22:58:12Z,2830000,False,229.0,95.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,24.82,Missed,,,,,,,,,,,,,,,,,,
289,PT02M40.00S,2024-11-10T22:58:10.5Z,2,REGULAR,rebound,defensive,[],1630169,,,1610612754,48,52,2024-11-10T22:58:12Z,2840000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,288.0,1.0,1.0,0.0,,,,,,,,,,,,,,
290,PT02M35.00S,2024-11-10T22:58:15.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,91.40932982917214,47.794117647058826,1610612754,50,52,2024-11-10T22:58:18Z,2850000,False,-11.0,28.0,1,right,T. Haliburton running finger roll Layup (10 PTS),[1630169],1610612754.0,IND,running finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.04,Made,,,,,10.0,,,,,,,,,,,,,
291,PT02M20.00S,2024-11-10T22:58:29.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,8.886333771353483,42.8921568627451,1610612752,50,54,2024-11-10T22:58:33Z,2860000,False,36.0,31.0,1,left,K. Towns cutting Layup (9 PTS) (J. Brunson 5 AST),"[1626157, 1628973]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,,,,9.0,J. Brunson,1628973.0,5.0,,,,,,,,,,
293,PT02M09.00S,2024-11-10T22:58:41.9Z,2,REGULAR,3pt,Jump Shot,[],1630169,66.70499342969777,47.549019607843135,1610612754,53,54,2024-11-10T22:58:53Z,2880000,False,-12.0,260.0,1,right,T. Haliburton 26' 3PT floating (13 PTS),[1630169],1610612754.0,IND,floating,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,26.08,Made,,,,,13.0,,,,,,,,,,,,,
294,PT01M49.00S,2024-11-10T22:59:01.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626157,7.835085413929041,54.65686274509803,1610612752,53,56,2024-11-10T22:59:05Z,2890000,False,-23.0,21.0,1,left,K. Towns cutting Layup (11 PTS) (J. Hart 4 AST),"[1626157, 1628404]",1610612752.0,NYK,cutting,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,3.14,Made,,,,,11.0,J. Hart,1628404.0,4.0,,,,,,,,,,
296,PT01M20.00S,2024-11-10T22:59:30.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,91.93495400788436,43.627450980392155,1610612754,55,56,2024-11-10T22:59:34Z,2910000,False,-32.0,23.0,1,right,B. Mathurin driving finger roll Layup (21 PTS),[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.95,Made,,,,,21.0,,,,,,,,,,,,,
297,PT01M12.00S,2024-11-10T22:59:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628404,12.040078843626807,46.568627450980394,1610612752,55,56,2024-11-10T22:59:42Z,2920000,False,17.0,61.0,1,left,MISS J. Hart 6' driving floating bank Shot,[1628404],1610612752.0,NYK,driving floating bank,,,Hart,J. Hart,,,,,In The Paint (Non-RA),0-8 Center,6.31,Missed,,,,,,,,,,,,,,,,,,
298,PT01M09.00S,2024-11-10T22:59:42.2Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,55,56,2024-11-10T22:59:42Z,2930000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,297.0,4.0,4.0,0.0,,,,,,,,,,,,,,
299,PT01M09.00S,2024-11-10T22:59:44.5Z,2,REGULAR,turnover,bad pass,[],1626167,,,1610612754,55,56,2024-11-10T22:59:49Z,2940000,False,,,0,,M. Turner bad pass TURNOVER (1 TO),"[1626167, 1630540]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,1.0,McBride,1630540.0
300,PT01M09.00S,2024-11-10T22:59:44.5Z,2,REGULAR,steal,,[],1630540,,,1610612752,55,56,2024-11-10T22:59:47Z,2950000,False,,,0,,M. McBride STEAL (1 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
301,PT01M09.00S,2024-11-10T22:59:49.9Z,2,REGULAR,foul,personal,[],1631097,,,1610612752,55,56,2024-11-10T22:59:57Z,2960000,False,,,0,,B. Mathurin personal FOUL (2 PF),"[1631097, 1630540]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,1155.0,,,2.0,0.0,McBride,1630540.0,,,
303,PT01M09.00S,2024-11-10T23:00:01.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,55,56,2024-11-10T23:00:01Z,2980000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT01M09.00S,2024-11-10T23:02:21.0Z,2,REGULAR,substitution,out,[],1641716,,,1610612752,55,56,2024-11-10T23:02:35Z,3010000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT01M09.00S,2024-11-10T23:02:21.0Z,2,REGULAR,substitution,out,[],1630540,,,1610612752,55,56,2024-11-10T23:02:35Z,3020000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT01M09.00S,2024-11-10T23:02:21.0Z,2,REGULAR,substitution,in,[],1627783,,,1610612752,55,56,2024-11-10T23:02:35Z,3030000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT01M09.00S,2024-11-10T23:02:21.0Z,2,REGULAR,substitution,in,[],1628384,,,1610612752,55,56,2024-11-10T23:02:35Z,3040000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT01M01.00S,2024-11-10T23:04:12.5Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628384,21.369908015768726,25.735294117647058,1610612752,55,58,2024-11-10T23:04:15Z,3050000,False,121.0,148.0,1,left,O. Anunoby 19' Jump Shot (19 PTS) (J. Brunson 6 AST),"[1628384, 1628973]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Right Center,19.17,Made,,,,,19.0,J. Brunson,1628973.0,6.0,,,,,,,,,,
311,PT00M50.90S,2024-11-10T23:04:30.6Z,2,REGULAR,foul,personal,['2freethrow'],1628973,,,1610612754,55,58,2024-11-10T23:04:40Z,3060000,False,,,0,,J. Brunson shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1628973, 1630169]",1610612752.0,NYK,shooting,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1627524.0,,,1.0,0.0,Haliburton,1630169.0,,,
313,PT00M50.90S,2024-11-10T23:04:49.9Z,2,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,56,58,2024-11-10T23:04:49Z,3080000,False,,,0,,T. Haliburton Free Throw 1 of 2 (14 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
314,PT00M50.90S,2024-11-10T23:04:49.9Z,2,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,56,58,2024-11-10T23:05:07Z,3090000,False,,,0,,MISS T. Haliburton Free Throw 2 of 2,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT00M49.50S,2024-11-10T23:04:51.3Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612752,56,58,2024-11-10T23:05:07Z,3100000,False,,,0,,K. Towns REBOUND (Off:0 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,,314.0,6.0,6.0,0.0,,,,,,,,,,,,,,
316,PT00M30.30S,2024-11-10T23:05:25.3Z,2,REGULAR,3pt,Jump Shot,[],1628973,14.668199737187912,3.6764705882352944,1610612752,56,61,2024-11-10T23:05:30Z,3110000,False,232.0,85.0,1,left,J. Brunson 24' 3PT pullup (15 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Right Corner 3,24+ Right,24.68,Made,,,,,15.0,,,,,,,,,,,,,
317,PT00M15.20S,2024-11-10T23:05:44.2Z,2,REGULAR,3pt,Jump Shot,[],1630169,69.72733245729303,13.970588235294118,1610612754,56,61,2024-11-10T23:05:49Z,3120000,False,-180.0,232.0,1,right,MISS T. Haliburton 29' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,29.38,Missed,,,,,,,,,,,,,,,,,,
318,PT00M12.20S,2024-11-10T23:05:47.2Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612754,56,61,2024-11-10T23:05:49Z,3130000,False,,,0,,P. Siakam REBOUND (Off:2 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,317.0,5.0,3.0,2.0,,,,,,,,,,,,,,
319,PT00M12.20S,2024-11-10T23:05:48.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,94.40999984741211,50.0,1610612754,58,61,2024-11-10T23:05:48Z,3140000,False,0.0,0.0,1,right,P. Siakam tip Layup (9 PTS),[1627783],1610612754.0,IND,tip,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,9.0,,,,,,,,,,,,,
320,PT00M08.30S,2024-11-10T23:06:00.7Z,2,REGULAR,foul,offensive,[],1628973,,,1610612752,58,61,2024-11-10T23:06:09Z,3150000,False,,,0,,J. Brunson offensive FOUL (2 PF),"[1628973, 1631245]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1155.0,,,2.0,0.0,Jackson,1631245.0,,,
322,PT00M08.30S,2024-11-10T23:06:00.7Z,2,REGULAR,turnover,offensive foul,[],1628973,,,1610612752,58,61,2024-11-10T23:06:00Z,3170000,False,,,0,,J. Brunson offensive foul TURNOVER (2 TO),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1155.0,,,,,,,2.0,,
323,PT00M08.30S,2024-11-10T23:06:17.0Z,2,REGULAR,substitution,out,[],1628973,,,1610612754,58,61,2024-11-10T23:06:22Z,3180000,False,,,0,,SUB out: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M08.30S,2024-11-10T23:06:17.0Z,2,REGULAR,substitution,in,[],1630540,,,1610612754,58,61,2024-11-10T23:06:22Z,3190000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M02.30S,2024-11-10T23:06:35.5Z,2,REGULAR,turnover,lost ball,[],1630169,,,1610612754,58,61,2024-11-10T23:06:39Z,3200000,False,,,0,,T. Haliburton lost ball TURNOVER (1 TO),"[1630169, 1630540]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,1.0,McBride,1630540.0
326,PT00M02.30S,2024-11-10T23:06:35.5Z,2,REGULAR,steal,,[],1630540,,,1610612752,58,61,2024-11-10T23:06:37Z,3210000,False,,,0,,M. McBride STEAL (2 STL),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
327,PT00M00.00S,2024-11-10T23:06:38.7Z,2,REGULAR,period,end,[],0,,,1610612752,58,61,2024-11-10T23:06:38Z,3220000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2024-11-10T23:21:27.1Z,3,REGULAR,substitution,out,['startperiod'],1631245,,,1610612752,58,61,2024-11-10T23:21:50Z,3230000,False,,,0,,SUB out: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2024-11-10T23:21:27.1Z,3,REGULAR,substitution,out,['startperiod'],1630540,,,1610612752,58,61,2024-11-10T23:21:50Z,3240000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2024-11-10T23:21:27.1Z,3,REGULAR,substitution,in,['startperiod'],1641767,,,1610612752,58,61,2024-11-10T23:21:50Z,3250000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2024-11-10T23:21:27.1Z,3,REGULAR,substitution,in,['startperiod'],1628973,,,1610612752,58,61,2024-11-10T23:21:50Z,3260000,False,,,0,,SUB in: J. Brunson,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2024-11-10T23:22:03.0Z,3,REGULAR,period,start,[],0,,,1610612754,58,61,2024-11-10T23:22:03Z,3270000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT11M36.00S,2024-11-10T23:22:29.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612754,58,61,2024-11-10T23:22:37Z,3280000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1179.0,,,,,,,,,
335,PT11M19.00S,2024-11-10T23:22:52.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],1626157,83.65637319316689,28.186274509803923,1610612752,58,63,2024-11-10T23:22:56Z,3290000,False,-109.0,101.0,1,right,K. Towns 14' driving floating Jump Shot (13 PTS) (J. Brunson 7 AST),"[1626157, 1628973]",1610612752.0,NYK,driving floating,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,14.87,Made,,,,,13.0,J. Brunson,1628973.0,7.0,,,,,,,,,,
336,PT10M59.00S,2024-11-10T23:23:11.9Z,3,REGULAR,3pt,Jump Shot,[],1626167,33.196452036793694,55.392156862745104,1610612754,61,63,2024-11-10T23:23:16Z,3300000,False,-27.0,260.0,1,left,M. Turner 26' 3PT  (11 PTS) (T. Haliburton 7 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.09,Made,,,,,11.0,T. Haliburton,1630169.0,7.0,,,,,,,,,,
339,PT10M34.00S,2024-11-10T23:23:39.9Z,3,REGULAR,3pt,Jump Shot,[],1628404,74.19513797634691,80.88235294117648,1610612752,61,63,2024-11-10T23:23:52Z,3320000,False,154.0,190.0,1,right,MISS J. Hart 24' 3PT,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Right Center,24.49,Missed,,,,,,,,,,,,,,,,,,
340,PT10M32.00S,2024-11-10T23:23:41.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612752,61,63,2024-11-10T23:23:52Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,Above the Break 3,24+ Right Center,,,339.0,,,,,,,,,,,,,,,,,
341,PT10M32.00S,2024-11-10T23:23:43.5Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612752,61,63,2024-11-10T23:23:56Z,3340000,False,,,0,,NYK shot clock Team TURNOVER,[],1610612752.0,NYK,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
342,PT10M26.00S,2024-11-10T23:24:02.6Z,3,REGULAR,foul,personal,['2freethrow'],1626157,,,1610612754,61,63,2024-11-10T23:24:11Z,3350000,False,,,0,,K. Towns shooting personal FOUL (2 PF) (Turner 2 FT),"[1626157, 1626167]",1610612752.0,NYK,shooting,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1155.0,,,2.0,0.0,Turner,1626167.0,,,
344,PT10M26.00S,2024-11-10T23:24:29.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1626167,,,1610612754,62,63,2024-11-10T23:24:48Z,3370000,False,,,0,,M. Turner Free Throw 1 of 2 (12 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
345,PT10M26.00S,2024-11-10T23:24:29.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1626167,,,1610612754,62,63,2024-11-10T23:24:48Z,3380000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
346,PT10M25.00S,2024-11-10T23:24:30.7Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612752,62,63,2024-11-10T23:24:48Z,3390000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,345.0,2.0,2.0,0.0,,,,,,,,,,,,,,
347,PT10M12.00S,2024-11-10T23:24:59.9Z,3,REGULAR,3pt,Jump Shot,[],1628973,66.96780551905388,54.41176470588235,1610612752,62,63,2024-11-10T23:25:05Z,3400000,False,22.0,258.0,1,right,MISS J. Brunson 25' pullup 3PT,[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.89,Missed,,,,,,,,,,,,,,,,,,
348,PT10M08.00S,2024-11-10T23:25:03.9Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612752,62,63,2024-11-10T23:25:05Z,3410000,False,,,0,,K. Towns REBOUND (Off:1 Def:6),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,,,347.0,7.0,6.0,1.0,,,,,,,,,,,,,,
349,PT10M08.00S,2024-11-10T23:25:03.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1626157,92.9862023653088,45.09803921568628,1610612752,62,65,2024-11-10T23:25:07Z,3420000,False,-25.0,13.0,1,right,K. Towns putback DUNK (15 PTS),[1626157],1610612752.0,NYK,putback,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,15.0,,,,,,,,,,,,,
350,PT10M00.00S,2024-11-10T23:25:10.9Z,3,REGULAR,3pt,Jump Shot,[],1626167,32.40801576872536,52.450980392156865,1610612754,62,65,2024-11-10T23:25:17Z,3430000,False,-12.0,252.0,1,left,MISS M. Turner 25' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.24,Missed,,,,,,,,,,,,,,,,,,
351,PT09M56.00S,2024-11-10T23:25:16.2Z,3,REGULAR,rebound,offensive,[],1627783,,,1610612754,62,65,2024-11-10T23:25:16Z,3440000,False,,,0,,P. Siakam REBOUND (Off:3 Def:3),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,350.0,6.0,3.0,3.0,,,,,,,,,,,,,,
