actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
21,PT10M34.00S,2025-03-05T00:12:58.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,8.492115637319317,40.68627450980392,1610612754,2,6,2025-03-05T00:13:01Z,210000,False,47.0,27.0,1,left,T. Haliburton driving Layup (2 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,2.0,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2025-03-05T00:13:13.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630224,92.19776609724047,51.9607843137255,1610612745,2,8,2025-03-05T00:13:16Z,220000,False,10.0,21.0,1,right,J. Green driving floating Jump Shot (3 PTS),[1630224],1610612745.0,HOU,driving floating,,,Green,J. Green,,,,,Restricted Area,0-8 Center,2.3,Made,3.0,,,,,,,,,,,,,,,,,
23,PT10M00.00S,2025-03-05T00:13:32.7Z,1,REGULAR,3pt,Jump Shot,[],1629614,33.065045992115635,34.068627450980394,1610612754,5,8,2025-03-05T00:13:36Z,230000,False,80.0,258.0,1,left,A. Nembhard 27' 3PT pullup (3 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,27.03,Made,3.0,,,,,,,,,,,,,,,,,
24,PT09M40.00S,2025-03-05T00:13:55.7Z,1,REGULAR,foul,offensive,[],1628415,,,1610612745,5,8,2025-03-05T00:14:03Z,240000,False,,,0,,D. Brooks offensive FOUL (1 PF),"[1628415, 1630169]",1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,
26,PT09M40.00S,2025-03-05T00:13:55.7Z,1,REGULAR,turnover,offensive foul,[],1628415,,,1610612745,5,8,2025-03-05T00:13:55Z,260000,False,,,0,,D. Brooks offensive foul TURNOVER (1 TO),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202058.0,,,,,1.0,,,,,,,
27,PT09M30.00S,2025-03-05T00:14:16.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1630169,19.793035479632064,71.81372549019608,1610612754,5,8,2025-03-05T00:14:20Z,270000,False,-109.0,134.0,1,left,MISS T. Haliburton 17' step back Shot,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Left Center,17.25,Missed,,,,,,,,,,,,,,,,,,
28,PT09M27.00S,2025-03-05T00:14:19.5Z,1,REGULAR,rebound,defensive,[],1630224,,,1610612745,5,8,2025-03-05T00:14:20Z,280000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,27.0,1.0,1.0,0.0,,,,,,,,,,,,,
29,PT09M19.00S,2025-03-05T00:14:26.9Z,1,REGULAR,3pt,Jump Shot,[],1628415,82.07950065703022,3.9215686274509802,1610612745,5,8,2025-03-05T00:14:31Z,290000,False,-230.0,116.0,1,right,MISS D. Brooks 25' 3PT,[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,25.8,Missed,,,,,,,,,,,,,,,,,,
30,PT09M15.00S,2025-03-05T00:14:30.9Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,5,8,2025-03-05T00:14:31Z,300000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,,
31,PT09M12.00S,2025-03-05T00:14:33.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,7.30946123521682,46.07843137254902,1610612754,7,8,2025-03-05T00:14:37Z,310000,False,20.0,16.0,1,left,P. Siakam running Layup (2 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.54,Made,2.0,,,,,,,,,,,A. Nembhard,1629614.0,1.0,,,,
33,PT09M04.00S,2025-03-05T00:14:46.8Z,1,REGULAR,foul,personal,[],1626167,,,1610612745,7,8,2025-03-05T00:14:52Z,330000,False,,,0,,M. Turner personal FOUL (2 PF),"[1626167, 1630578]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,,,,201638.0,2.0,0.0,Sengun,1630578.0,,,,,,,,
35,PT09M04.00S,2025-03-05T00:15:02.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612745,7,8,2025-03-05T00:15:05Z,350000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
36,PT09M04.00S,2025-03-05T00:15:02.5Z,1,REGULAR,substitution,in,[],1628418,,,1610612745,7,8,2025-03-05T00:15:05Z,360000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M57.00S,2025-03-05T00:15:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630224,78.79434954007884,7.107843137254902,1610612745,7,11,2025-03-05T00:15:29Z,370000,False,-214.0,147.0,1,right,J. Green 25' 3PT  (6 PTS) (A. Sengun 1 AST),"[1630224, 1630578]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,25.99,Made,6.0,,,,,,,,,,,A. Sengun,1630578.0,1.0,,,,
39,PT08M41.00S,2025-03-05T00:15:41.7Z,1,REGULAR,2pt,Jump Shot,[],1630169,22.552562417871222,48.529411764705884,1610612754,7,11,2025-03-05T00:15:46Z,390000,False,7.0,159.0,1,left,MISS T. Haliburton 15' fadeaway Shot,[1630169],1610612754.0,IND,fadeaway,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,15.97,Missed,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2025-03-05T00:15:44.7Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,7,11,2025-03-05T00:15:46Z,400000,False,,,0,,A. Thompson REBOUND (Off:0 Def:2),[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Center,,,,39.0,2.0,2.0,0.0,,,,,,,,,,,,,
41,PT08M33.00S,2025-03-05T00:15:49.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641708,93.11760840998686,52.20588235294118,1610612745,7,13,2025-03-05T00:15:53Z,410000,False,11.0,12.0,1,right,A. Thompson running Layup (2 PTS),[1641708],1610612745.0,HOU,running,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,1.64,Made,2.0,,,,,,,,,,,,,,,,,
42,PT08M31.00S,2025-03-05T00:15:54.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,7,13,2025-03-05T00:15:54Z,420000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,PT08M15.00S,2025-03-05T00:19:11.9Z,1,REGULAR,3pt,Jump Shot,[],1627783,31.09395532194481,25.735294117647058,1610612754,7,13,2025-03-05T00:19:16Z,430000,False,121.0,240.0,1,left,MISS P. Siakam 26' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
44,PT08M12.00S,2025-03-05T00:19:14.9Z,1,REGULAR,rebound,offensive,[],1628418,,,1610612754,7,13,2025-03-05T00:19:16Z,440000,False,,,0,,T. Bryant REBOUND (Off:1 Def:0),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,,43.0,1.0,0.0,1.0,,,,,,,,,,,,,
46,PT08M07.00S,2025-03-05T00:19:24.1Z,1,REGULAR,foul,personal,['2freethrow'],1630578,,,1610612754,7,13,2025-03-05T00:19:28Z,460000,False,,,0,,A. Sengun shooting personal FOUL (1 PF) (Haliburton 2 FT),"[1630578, 1630169]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,,,,,,,,201638.0,1.0,0.0,Haliburton,1630169.0,,,,,,,,
48,PT08M07.00S,2025-03-05T00:19:41.9Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1630169,,,1610612754,8,13,2025-03-05T00:19:41Z,480000,False,,,0,,T. Haliburton Free Throw 1 of 2 (3 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
49,PT08M07.00S,2025-03-05T00:19:55.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1630169,,,1610612754,9,13,2025-03-05T00:19:55Z,490000,False,,,0,,T. Haliburton Free Throw 2 of 2 (4 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
50,PT07M54.00S,2025-03-05T00:20:10.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630578,87.20433639947439,39.21568627450981,1610612745,9,15,2025-03-05T00:20:13Z,500000,False,-54.0,68.0,1,right,A. Sengun 8' Hook (4 PTS) (D. Brooks 1 AST),"[1630578, 1628415]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,In The Paint (Non-RA),8-16 Left,8.66,Made,4.0,,,,,,,,,,,D. Brooks,1628415.0,1.0,,,,
52,PT07M35.00S,2025-03-05T00:20:28.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628418,5.075558475689881,55.88235294117647,1610612754,11,15,2025-03-05T00:20:32Z,520000,False,-29.0,-5.0,1,left,T. Bryant cutting Layup (2 PTS) (T. Haliburton 1 AST),"[1628418, 1630169]",1610612754.0,IND,cutting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2.98,Made,2.0,,,,,,,,,,,T. Haliburton,1630169.0,1.0,,,,
54,PT07M12.00S,2025-03-05T00:20:52.0Z,1,REGULAR,3pt,Jump Shot,[],1641708,93.51182654402102,95.58823529411765,1610612745,11,15,2025-03-05T00:20:55Z,540000,False,228.0,8.0,1,right,MISS A. Thompson 3PT,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,Right Corner 3,24+ Right,22.81,Missed,,,,,,,,,,,,,,,,,,
55,PT07M11.00S,2025-03-05T00:20:53.7Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,11,15,2025-03-05T00:20:53Z,550000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:0),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,54.0,1.0,0.0,1.0,,,,,,,,,,,,,
56,PT07M04.00S,2025-03-05T00:21:00.7Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1631095,88.64980289093299,24.264705882352942,1610612745,11,17,2025-03-05T01:19:31Z,560000,False,-129.0,54.0,1,right,J. Smith Jr. 13' turnaround fadeaway Jump Shot (5 PTS),[1631095],1610612745.0,HOU,turnaround fadeaway,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Left,13.96,Made,5.0,,,,,,,,,,,,,,,,,
57,PT06M44.00S,2025-03-05T00:21:18.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,15.193823915900131,44.85294117647059,1610612754,11,17,2025-03-05T00:21:23Z,570000,False,26.0,90.0,1,left,MISS A. Nesmith 9' turnaround Shot,[1630174],1610612754.0,IND,turnaround,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Center,9.39,Missed,,,,,,,,,,,,,,,,,,
58,PT06M42.00S,2025-03-05T00:21:20.8Z,1,REGULAR,rebound,defensive,[],1631095,,,1610612745,11,17,2025-03-05T00:21:23Z,580000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:1),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,57.0,2.0,1.0,1.0,,,,,,,,,,,,,
60,PT06M29.00S,2025-03-05T00:21:49.9Z,1,REGULAR,2pt,Jump Shot,[],1630578,84.97043363994744,76.7156862745098,1610612745,11,17,2025-03-05T00:21:54Z,600000,False,134.0,89.0,1,right,MISS A. Sengun 16' Jump Shot,[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,16-24 Right,16.04,Missed,,,,,,,,,,,,,,,,,,
61,PT06M26.00S,2025-03-05T00:21:52.9Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,11,17,2025-03-05T00:21:54Z,610000,False,,,0,,T. Bryant REBOUND (Off:1 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Mid-Range,16-24 Right,,,,60.0,2.0,1.0,1.0,,,,,,,,,,,,,
62,PT06M19.00S,2025-03-05T00:21:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.521024967148489,43.872549019607845,1610612754,13,17,2025-03-05T00:22:04Z,620000,False,31.0,9.0,1,left,A. Nesmith driving Layup (2 PTS) (A. Nembhard 2 AST),"[1630174, 1629614]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,,,,,,,,,,,A. Nembhard,1629614.0,2.0,,,,
64,PT05M58.00S,2025-03-05T00:22:19.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.85479632063075,44.36274509803921,1610612745,13,19,2025-03-05T00:22:22Z,640000,False,-28.0,15.0,1,right,A. Sengun driving Layup (6 PTS),[1630578],1610612745.0,HOU,driving,,,Sengun,A. Sengun,,,,,Restricted Area,0-8 Center,3.18,Made,6.0,,,,,,,,,,,,,,,,,
65,PT05M43.00S,2025-03-05T00:22:34.4Z,1,REGULAR,3pt,Jump Shot,[],1628418,30.831143232588698,32.1078431372549,1610612754,16,19,2025-03-05T00:22:37Z,650000,False,89.0,237.0,1,left,T. Bryant 25' 3PT  (5 PTS) (T. Haliburton 2 AST),"[1628418, 1630169]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,25.36,Made,5.0,,,,,,,,,,,T. Haliburton,1630169.0,2.0,,,,
68,PT05M28.00S,2025-03-05T00:22:59.2Z,1,REGULAR,substitution,out,[],1627783,,,1610612745,16,19,2025-03-05T00:23:10Z,680000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
69,PT05M28.00S,2025-03-05T00:22:59.2Z,1,REGULAR,substitution,out,[],1641708,,,1610612745,16,19,2025-03-05T00:23:10Z,690000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT05M28.00S,2025-03-05T00:22:59.2Z,1,REGULAR,substitution,out,[],1631095,,,1610612745,16,19,2025-03-05T00:23:10Z,700000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT05M28.00S,2025-03-05T00:22:59.2Z,1,REGULAR,substitution,in,[],1630167,,,1610612745,16,19,2025-03-05T00:23:10Z,710000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT05M28.00S,2025-03-05T00:22:59.2Z,1,REGULAR,substitution,in,[],1631106,,,1610612745,16,19,2025-03-05T00:23:10Z,720000,False,,,0,,SUB in: T. Eason,[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT05M28.00S,2025-03-05T00:22:59.2Z,1,REGULAR,substitution,in,[],1642263,,,1610612745,16,19,2025-03-05T00:23:10Z,730000,False,,,0,,SUB in: R. Sheppard,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT05M27.00S,2025-03-05T00:23:26.7Z,1,REGULAR,foul,technical,['1freethrow'],1630578,,,1610612745,16,19,2025-03-05T00:23:33Z,740000,False,,,0,,A. Sengun flopping technical FOUL (1 Tech),[1630578],1610612745.0,HOU,flopping,,,Sengun,A. Sengun,,,,,,,,,,,,,,202058.0,1.0,1.0,,,,,,,,,,
75,PT05M27.00S,2025-03-05T00:23:49.0Z,1,REGULAR,freethrow,1 of 1,[],1630169,,,1610612745,17,19,2025-03-05T00:23:49Z,750000,False,,,0,,T. Haliburton technical Free Throw 1 of 1 (5 PTS),[1630169],1610612754.0,IND,technical,,,Haliburton,T. Haliburton,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
76,PT05M22.00S,2025-03-05T00:24:13.0Z,1,REGULAR,2pt,Jump Shot,[],1630578,78.53153745072274,42.40196078431372,1610612745,17,21,2025-03-05T00:24:16Z,760000,False,-38.0,149.0,1,right,A. Sengun 15' Jump Shot (8 PTS) (D. Brooks 2 AST),"[1630578, 1628415]",1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,Mid-Range,8-16 Center,15.41,Made,8.0,,,,,,,,,,,D. Brooks,1628415.0,2.0,,,,
78,PT05M12.00S,2025-03-05T00:24:22.9Z,1,REGULAR,2pt,Jump Shot,[],1630169,22.552562417871222,21.323529411764707,1610612754,17,21,2025-03-05T00:24:27Z,780000,False,143.0,159.0,1,left,MISS T. Haliburton 21' pullup Shot,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Right Center,21.45,Missed,,,,,,,,,,,,,,,,,,
79,PT05M08.00S,2025-03-05T00:24:26.9Z,1,REGULAR,rebound,defensive,[],1631106,,,1610612745,17,21,2025-03-05T00:24:27Z,790000,False,,,0,,T. Eason REBOUND (Off:0 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,Mid-Range,16-24 Right Center,,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,
80,PT05M01.00S,2025-03-05T00:24:33.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631106,91.01511169513797,42.64705882352941,1610612745,17,21,2025-03-05T00:24:38Z,800000,False,-37.0,32.0,1,right,MISS T. Eason driving Layup - blocked,"[1631106, 1629614]",1610612745.0,HOU,driving,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,4.88,Missed,,,,,,,,,,,,,,,Nembhard,1629614.0,,
81,PT05M01.00S,2025-03-05T00:24:33.5Z,1,REGULAR,block,,[],1629614,,,1610612745,17,21,2025-03-05T00:24:35Z,810000,False,,,0,,A. Nembhard BLOCK (1 BLK),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT04M59.00S,2025-03-05T00:24:35.5Z,1,REGULAR,rebound,offensive,[],1628415,,,1610612745,17,21,2025-03-05T00:24:38Z,820000,False,,,0,,D. Brooks REBOUND (Off:1 Def:0),[1628415],1610612745.0,HOU,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,80.0,1.0,0.0,1.0,,,,,,,,,,,,,
83,PT04M57.00S,2025-03-05T00:24:37.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628415,89.56964520367937,48.529411764705884,1610612745,17,21,2025-03-05T00:24:41Z,830000,False,-7.0,46.0,1,right,MISS D. Brooks putback Layup,[1628415],1610612745.0,HOU,putback,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,4.61,Missed,,,,,,,,,,,,,,,,,,
84,PT04M57.00S,2025-03-05T00:24:37.2Z,1,REGULAR,rebound,offensive,[],1631106,,,1610612745,17,21,2025-03-05T00:24:41Z,840000,False,,,0,,T. Eason REBOUND (Off:1 Def:1),[1631106],1610612745.0,HOU,,,,Eason,T. Eason,,,,,In The Paint (Non-RA),0-8 Center,,,,83.0,2.0,1.0,1.0,,,,,,,,,,,,,
85,PT04M53.00S,2025-03-05T00:24:41.8Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1642263,94.43166885676742,94.6078431372549,1610612745,17,21,2025-03-05T00:24:45Z,850000,False,223.0,0.0,1,right,MISS R. Sheppard 3PT,[1642263],1610612745.0,HOU,,,,Sheppard,R. Sheppard,,,,,Right Corner 3,24+ Right,22.3,Missed,,,,,,,,,,,,,,,,,,
86,PT04M51.00S,2025-03-05T00:24:43.8Z,1,REGULAR,rebound,defensive,[],1629614,,,1610612754,17,21,2025-03-05T00:24:45Z,860000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:2),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Right Corner 3,24+ Right,,,,85.0,2.0,2.0,0.0,,,,,,,,,,,,,
87,PT04M48.00S,2025-03-05T00:24:47.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630174,23.73521681997372,9.558823529411764,1610612754,17,21,2025-03-05T00:24:53Z,870000,False,202.0,171.0,1,left,MISS A. Nesmith 26' running pullup 3PT,[1630174],1610612754.0,IND,running pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.46,Missed,,,,,,,,,,,,,,,,,,
