actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-02-12T00:35:24.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-12T00:35:24Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-02-12T00:35:26.9Z,1,REGULAR,jumpball,recovered,[],1628404,,,1610612752,0,0,2025-02-12T00:35:26Z,40000,False,,,0,,Jump Ball K. Towns vs. T. Bryant: Tip to J. Hart,"[1628404, 1626157, 1628418]",1610612752.0,NYK,startperiod,J. Hart,1628404.0,Hart,J. Hart,Towns,1626157.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2025-02-12T00:35:44.4Z,1,REGULAR,2pt,Jump Shot,[],1628973,4.02431011826544,19.11764705882353,1610612752,0,2,2025-02-12T00:35:47Z,70000,False,154.0,-15.0,1,left,J. Brunson 15' step back Jump Shot (2 PTS) (M. Bridges 1 AST),"[1628973, 1628969]",1610612752.0,NYK,step back,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Right,15.51,Made,2.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
8,PT11M15.00S,2025-02-12T00:36:09.3Z,1,REGULAR,turnover,lost ball,[],1629614,,,1610612754,0,2,2025-02-12T00:36:12Z,80000,False,,,0,,A. Nembhard lost ball TURNOVER (1 TO),"[1629614, 1628404]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,,,,,,,1.0,Hart,1628404.0,,,,,,,,,,,
9,PT11M15.00S,2025-02-12T00:36:09.3Z,1,REGULAR,steal,,[],1628404,,,1610612752,0,2,2025-02-12T00:36:10Z,90000,False,,,0,,J. Hart STEAL (1 STL),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
11,PT11M11.00S,2025-02-12T00:36:12.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628404,9.017739816031538,45.83333333333333,1610612752,0,2,2025-02-12T00:37:19Z,110000,False,21.0,32.0,1,left,MISS J. Hart running finger roll Layup,[1628404],1610612752.0,NYK,running finger roll,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2025-02-12T00:36:14.6Z,1,REGULAR,rebound,offensive,[],1630173,,,1610612752,0,2,2025-02-12T00:37:19Z,120000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612752.0,NYK,,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,
13,PT11M08.00S,2025-02-12T00:36:15.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630173,8.09789750328515,53.92156862745098,1610612752,0,2,2025-02-12T00:36:19Z,130000,False,-20.0,24.0,1,left,MISS P. Achiuwa putback Layup - blocked,"[1630173, 1628418]",1610612752.0,NYK,putback,,,Achiuwa,P. Achiuwa,,,,,Restricted Area,0-8 Center,3.07,Missed,,,,,,,,,,,,Bryant,1628418.0,,,,,
14,PT11M08.00S,2025-02-12T00:36:15.6Z,1,REGULAR,block,,[],1628418,,,1610612752,0,2,2025-02-12T00:36:17Z,140000,False,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
15,PT11M08.00S,2025-02-12T00:36:15.6Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,0,2,2025-02-12T00:36:19Z,150000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,,,,13.0,1.0,0.0,1.0,,,,,,,
16,PT10M56.00S,2025-02-12T00:36:27.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628404,31.225361366622867,34.55882352941176,1610612752,0,5,2025-02-12T00:38:52Z,160000,False,77.0,241.0,1,left,J. Hart 25' 3PT step back (3 PTS) (P. Achiuwa 1 AST),"[1628404, 1630173]",1610612752.0,NYK,step back,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,25.31,Made,3.0,P. Achiuwa,1630173.0,1.0,,,,,,,,,,,,,,
19,PT10M44.00S,2025-02-12T00:36:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.72339027595268,47.549019607843135,1610612754,0,5,2025-02-12T00:36:43Z,180000,False,-12.0,16.0,1,right,MISS P. Siakam driving Layup,[1627783],1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.01,Missed,,,,,,,,,,,,,,,,,,
20,PT10M43.00S,2025-02-12T00:36:40.2Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,0,5,2025-02-12T00:36:43Z,190000,False,,,0,,K. Towns REBOUND (Off:0 Def:1),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,
21,PT10M35.00S,2025-02-12T00:36:48.9Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,0,5,2025-02-12T00:36:51Z,200000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1629614]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1.0,Nembhard,1629614.0,,,,,,,,,,,
22,PT10M35.00S,2025-02-12T00:36:48.9Z,1,REGULAR,steal,,[],1629614,,,1610612754,0,5,2025-02-12T00:36:50Z,210000,False,,,0,,A. Nembhard STEAL (1 STL),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
23,PT10M30.00S,2025-02-12T00:36:54.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629614,80.89684625492772,37.254901960784316,1610612754,0,5,2025-02-12T00:37:01Z,220000,False,-64.0,127.0,1,right,MISS A. Nembhard 14' running pullup Shot,[1629614],1610612754.0,IND,running pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,14.22,Missed,,,,,,,,,,,,,,,,,,
