actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-03-19T23:10:47.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-03-19T23:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-03-19T23:10:49.6Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612742,0,0,2025-03-19T23:10:49Z,40000,False,,,0,,Jump Ball K. Jones vs. M. Turner: Tip to P. Washington,"[1629023, 1630539, 1626167]",1610612742.0,DAL,startperiod,P. Washington,1629023.0,Washington,P. Washington,Jones,1630539.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-03-19T23:11:03.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,11.645860709592641,53.92156862745098,1610612742,0,0,2025-03-19T23:11:08Z,70000,False,-20.0,57.0,1,left,MISS P. Washington 6' Hook,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.03,Missed,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2025-03-19T23:11:05.5Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,0,2025-03-19T23:11:08Z,80000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M23.00S,2025-03-19T23:11:28.7Z,1,REGULAR,foul,personal,['2freethrow'],1630556,,,1610612754,0,0,2025-03-19T23:11:33Z,90000,False,,,0,,K. Edwards shooting personal FOUL (1 PF) (Nembhard 2 FT),"[1630556, 1629614]",1610612742.0,DAL,shooting,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1662.0,1.0,0.0,Nembhard,1629614.0,,,,,,,,,
11,PT11M23.00S,2025-03-19T23:11:51.2Z,1,REGULAR,freethrow,1 of 2,[],1629614,,,1610612754,1,0,2025-03-19T23:11:51Z,110000,False,,,0,,A. Nembhard Free Throw 1 of 2 (1 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,,,,1.0,,,,,,,,
12,PT11M23.00S,2025-03-19T23:12:05.0Z,1,REGULAR,freethrow,2 of 2,[],1629614,,,1610612754,2,0,2025-03-19T23:12:05Z,120000,False,,,0,,A. Nembhard Free Throw 2 of 2 (2 PTS),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,Made,,,,,,,,,,2.0,,,,,,,,
13,PT11M13.00S,2025-03-19T23:12:19.3Z,1,REGULAR,foul,personal,[],1630174,,,1610612742,2,0,2025-03-19T23:12:29Z,130000,False,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1629023]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,1626301.0,1.0,0.0,Washington,1629023.0,,,,,,,,,
15,PT11M06.00S,2025-03-19T23:12:42.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630539,8.886333771353483,43.872549019607845,1610612742,2,2,2025-03-19T23:12:46Z,150000,False,31.0,31.0,1,left,K. Jones driving finger roll Layup (2 PTS),[1630539],1610612742.0,DAL,driving finger roll,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,4.36,Made,,,,,,,,,,2.0,,,,,,,,
16,PT10M55.00S,2025-03-19T23:12:52.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,93.24901445466492,46.32352941176471,1610612754,4,2,2025-03-19T23:13:57Z,160000,False,-18.0,11.0,1,right,P. Siakam driving finger roll Layup (2 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.14,Made,,,,,,,,,,2.0,A. Nembhard,1629614.0,1.0,,,,,
