actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2024-11-17T22:11:02.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-17T22:11:02Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2024-11-17T22:11:04.4Z,1,REGULAR,jumpball,recovered,[],201567,,,1610612748,0,0,2024-11-17T22:11:04Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Turner: Tip to K. Love,"[201567, 1628389, 1626167]",1610612748.0,MIA,startperiod,K. Love,201567.0,Love,K. Love,Adebayo,1628389.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2024-11-17T22:11:14.6Z,1,REGULAR,2pt,Jump Shot,[],201567,10.5946123521682,76.9607843137255,1610612748,0,0,2024-11-17T22:11:44Z,70000,False,-135.0,47.0,1,left,MISS K. Love 14' fadeaway Shot,[201567],1610612748.0,MIA,fadeaway,,,Love,K. Love,,,,,Mid-Range,8-16 Left,14.28,Missed,,,,,,,,,,,,,,,,,,
8,PT11M45.00S,2024-11-17T22:11:17.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2024-11-17T22:11:18Z,80000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M35.00S,2024-11-17T22:11:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,90.75229960578186,56.61764705882353,1610612754,2,0,2024-11-17T22:11:30Z,90000,False,33.0,34.0,1,right,B. Mathurin cutting Layup (2 PTS) (T. Haliburton 1 AST),"[1631097, 1630169]",1610612754.0,IND,cutting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,4.77,Made,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,,,
12,PT11M24.00S,2024-11-17T22:11:49.9Z,1,REGULAR,3pt,Jump Shot,[],201567,30.699737187910642,17.15686274509804,1610612748,2,0,2024-11-17T22:11:55Z,120000,False,164.0,236.0,1,left,MISS K. Love 28' 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Above the Break 3,24+ Right Center,28.76,Missed,,,,,,,,,,,,,,,,,,
13,PT11M19.00S,2024-11-17T22:11:54.9Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,2,0,2024-11-17T22:11:55Z,130000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT11M02.00S,2024-11-17T22:12:12.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.44218134034165,56.372549019607845,1610612754,5,0,2024-11-17T22:12:17Z,140000,False,32.0,263.0,1,right,M. Turner 26' 3PT  (3 PTS) (P. Siakam 1 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,26.48,Made,,,,,3.0,P. Siakam,1627783.0,1.0,,,,,,,,,,
16,PT10M47.00S,2024-11-17T22:12:25.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.30946123521682,45.588235294117645,1610612748,5,0,2024-11-17T22:12:31Z,160000,False,22.0,16.0,1,left,MISS T. Herro driving finger roll Layup,[1629639],1610612748.0,MIA,driving finger roll,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
17,PT10M42.00S,2024-11-17T22:12:31.0Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,5,0,2024-11-17T22:12:31Z,170000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M32.00S,2024-11-17T22:12:54.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201567,10.988830486202366,58.82352941176471,1610612748,5,0,2024-11-17T22:15:08Z,190000,False,-44.0,51.0,1,left,MISS K. Love 6' fadeaway Shot,[201567],1610612748.0,MIA,fadeaway,,,Love,K. Love,,,,,In The Paint (Non-RA),0-8 Center,6.73,Missed,,,,,,,,,,,,,,,,,,
20,PT10M29.00S,2024-11-17T22:12:57.6Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,5,0,2024-11-17T22:12:58Z,200000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,2.0,2.0,0.0,,,,,,,,,,,,,,
21,PT10M19.00S,2024-11-17T22:13:07.1Z,1,REGULAR,3pt,Jump Shot,[],1626167,90.09526938239159,1.4705882352941175,1610612754,8,0,2024-11-17T22:13:11Z,210000,False,-243.0,41.0,1,right,M. Turner 24' 3PT  (6 PTS) (B. Sheppard 1 AST),"[1626167, 1641767]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Left Corner 3,24+ Left,24.6,Made,,,,,6.0,B. Sheppard,1641767.0,1.0,,,,,,,,,,
23,PT10M17.00S,2024-11-17T22:13:12.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,8,0,2024-11-17T22:13:12Z,230000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M54.00S,2024-11-17T22:16:33.2Z,1,REGULAR,3pt,Jump Shot,[],1629312,24.655059132720105,7.598039215686274,1610612748,8,0,2024-11-17T22:16:37Z,240000,False,212.0,179.0,1,left,MISS H. Highsmith 27' 3PT,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,27.77,Missed,,,,,,,,,,,,,,,,,,
25,PT09M51.00S,2024-11-17T22:16:36.2Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612748,8,0,2024-11-17T22:16:37Z,250000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612748.0,MIA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,24.0,1.0,0.0,1.0,,,,,,,,,,,,,,
