actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
333,PT11M03.00S,2025-04-11T00:19:05.0Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,52,59,2025-04-11T00:19:05Z,3290000,False,,,0,,D. Hunter REBOUND (Off:1 Def:6),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,,,,,,,,,,,332.0,7.0,6.0,1.0,,,,,,
334,PT10M56.00S,2025-04-11T00:19:11.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629631,11.514454664914586,57.35294117647059,1610612739,52,59,2025-04-11T00:20:15Z,3300000,False,-37.0,56.0,1,left,MISS D. Hunter 6' running Layup - blocked,"[1629631, 1630169]",1610612739.0,CLE,running,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,6.68,Missed,,,,,,,Haliburton,1630169.0,,,,,,,,,,
335,PT10M56.00S,2025-04-11T00:19:11.0Z,3,REGULAR,block,,[],1630169,,,1610612739,52,59,2025-04-11T00:19:12Z,3310000,False,,,0,,T. Haliburton BLOCK (2 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT10M54.00S,2025-04-11T00:19:13.0Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,52,59,2025-04-11T00:19:13Z,3320000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:3),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,334.0,4.0,3.0,1.0,,,,,,
337,PT10M46.00S,2025-04-11T00:19:21.3Z,3,REGULAR,3pt,Jump Shot,[],1629614,68.67608409986859,29.166666666666668,1610612754,52,59,2025-04-11T00:19:25Z,3330000,False,-104.0,242.0,1,right,MISS A. Nembhard 26' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
338,PT10M43.00S,2025-04-11T00:19:24.3Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,52,59,2025-04-11T00:19:25Z,3340000,False,,,0,,D. Hunter REBOUND (Off:1 Def:7),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,337.0,8.0,7.0,1.0,,,,,,
339,PT10M39.00S,2025-04-11T00:19:28.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629731,17.0335085413929,5.392156862745098,1610612739,52,59,2025-04-11T00:19:33Z,3350000,False,223.0,108.0,1,left,MISS D. Wade 24' running 3PT,[1629731],1610612739.0,CLE,running,,,Wade,D. Wade,,,,,Above the Break 3,24+ Right Center,24.76,Missed,,,,,,,,,,,,,,,,,,
340,PT10M37.00S,2025-04-11T00:19:30.1Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,52,59,2025-04-11T00:19:33Z,3360000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:4),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,339.0,4.0,4.0,0.0,,,,,,
341,PT10M28.00S,2025-04-11T00:19:41.4Z,3,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612754,52,59,2025-04-11T00:19:50Z,3370000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Turner 2 FT),"[1630171, 1626167]",1610612739.0,CLE,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,200832.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,
343,PT10M28.00S,2025-04-11T00:20:05.0Z,3,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,52,59,2025-04-11T00:20:05Z,3390000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
344,PT10M28.00S,2025-04-11T00:20:05.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,52,59,2025-04-11T00:20:05Z,3400000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,343.0,,,,,,,,,
345,PT10M28.00S,2025-04-11T00:20:21.1Z,3,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,53,59,2025-04-11T00:20:21Z,3410000,False,,,0,,M. Turner Free Throw 2 of 2 (8 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
346,PT10M12.00S,2025-04-11T00:20:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,5.469776609724048,54.166666666666664,1610612739,53,61,2025-04-11T00:20:42Z,3420000,False,-21.0,-1.0,1,left,I. Okoro driving Layup (8 PTS) (T. Jerome 4 AST),"[1630171, 1629660]",1610612739.0,CLE,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.08,Made,8.0,,,,,,,,,,,,T. Jerome,1629660.0,4.0,,,
348,PT09M59.00S,2025-04-11T00:20:52.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,94.43166885676742,53.92156862745098,1610612754,55,61,2025-04-11T00:20:54Z,3440000,False,20.0,0.0,1,right,T. Haliburton driving finger roll Layup (7 PTS),[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,1.96,Made,7.0,,,,,,,,,,,,,,,,,
349,PT09M42.00S,2025-04-11T00:21:08.4Z,3,REGULAR,3pt,Jump Shot,[],1629660,31.750985545335087,24.754901960784316,1610612739,55,61,2025-04-11T00:21:11Z,3450000,False,126.0,246.0,1,left,MISS T. Jerome 27' pullup 3PT,[1629660],1610612739.0,CLE,pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,27.65,Missed,,,,,,,,,,,,,,,,,,
350,PT09M40.00S,2025-04-11T00:21:10.4Z,3,REGULAR,rebound,defensive,[],1630174,,,1610612754,55,61,2025-04-11T00:21:11Z,3460000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:4),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,349.0,5.0,4.0,1.0,,,,,,
351,PT09M33.00S,2025-04-11T00:21:18.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,91.80354796320631,59.31372549019608,1610612754,55,61,2025-04-11T00:21:22Z,3470000,False,47.0,25.0,1,right,MISS A. Nesmith driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,5.26,Missed,,,,,,,,,,,,,,,,,,
352,PT09M31.00S,2025-04-11T00:21:20.3Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,55,61,2025-04-11T00:21:22Z,3480000,False,,,0,,D. Hunter REBOUND (Off:1 Def:8),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,351.0,9.0,8.0,1.0,,,,,,
353,PT09M24.00S,2025-04-11T00:21:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,8.229303547963205,51.225490196078425,1610612739,55,61,2025-04-11T00:21:30Z,3490000,False,-6.0,25.0,1,left,MISS D. Hunter driving Layup,[1629631],1610612739.0,CLE,driving,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,2.56,Missed,,,,,,,,,,,,,,,,,,
354,PT09M22.00S,2025-04-11T00:21:29.3Z,3,REGULAR,rebound,defensive,[],1630169,,,1610612754,55,61,2025-04-11T00:21:30Z,3500000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:5),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,353.0,5.0,5.0,0.0,,,,,,
355,PT09M19.00S,2025-04-11T00:21:31.9Z,3,REGULAR,turnover,lost ball,[],1627783,,,1610612754,55,61,2025-04-11T00:21:35Z,3510000,False,,,0,,P. Siakam lost ball TURNOVER (1 TO),"[1627783, 1629731]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Wade,1629731.0
356,PT09M19.00S,2025-04-11T00:21:31.9Z,3,REGULAR,steal,,[],1629731,,,1610612739,55,61,2025-04-11T00:21:34Z,3520000,False,,,0,,D. Wade STEAL (1 STL),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
357,PT09M13.00S,2025-04-11T00:21:38.8Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629660,27.414586070959263,79.16666666666666,1610612739,55,64,2025-04-11T00:21:42Z,3530000,False,-146.0,205.0,1,left,T. Jerome 25' 3PT running pullup (22 PTS),[1629660],1610612739.0,CLE,running pullup,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Left Center,25.17,Made,22.0,,,,,,,,,,,,,,,,,
358,PT08M59.00S,2025-04-11T00:21:53.2Z,3,REGULAR,foul,personal,[],1630171,,,1610612754,55,64,2025-04-11T00:22:01Z,3540000,False,,,0,,I. Okoro personal FOUL (3 PF),"[1630171, 1626167]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),8-16 Right,,,,204058.0,3.0,0.0,Turner,1626167.0,,,,,,,,,,,,
360,PT08M47.00S,2025-04-11T00:22:25.7Z,3,REGULAR,3pt,Jump Shot,[],1629614,71.69842312746385,10.53921568627451,1610612754,55,64,2025-04-11T00:22:29Z,3560000,False,-197.0,214.0,1,right,MISS A. Nembhard 29' 3PT,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Left Center,29.07,Missed,,,,,,,,,,,,,,,,,,
361,PT08M44.00S,2025-04-11T00:22:28.7Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,55,64,2025-04-11T00:22:29Z,3570000,False,,,0,,D. Hunter REBOUND (Off:1 Def:9),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,360.0,10.0,9.0,1.0,,,,,,
362,PT08M36.00S,2025-04-11T00:22:36.7Z,3,REGULAR,3pt,Jump Shot,[],1629631,23.73521681997372,88.23529411764706,1610612739,55,64,2025-04-11T00:23:08Z,3580000,False,-191.0,171.0,1,left,MISS D. Hunter 25' pullup 3PT,[1629631],1610612739.0,CLE,pullup,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
363,PT08M32.00S,2025-04-11T00:22:40.7Z,3,REGULAR,rebound,defensive,[],1626167,,,1610612754,55,64,2025-04-11T00:22:42Z,3590000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,362.0,3.0,3.0,0.0,,,,,,
364,PT08M23.00S,2025-04-11T00:22:49.1Z,3,REGULAR,2pt,Jump Shot,[],1630169,74.58935611038108,50.0,1610612754,57,64,2025-04-11T00:22:53Z,3600000,False,0.0,186.0,1,right,T. Haliburton 18' step back Jump Shot (9 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,18.64,Made,9.0,,,,,,,,,,,,,,,,,
365,PT08M23.00S,2025-04-11T00:22:52.5Z,3,REGULAR,foul,personal,['1freethrow'],1630241,,,1610612754,57,64,2025-04-11T00:22:58Z,3610000,False,,,0,,S. Merrill shooting personal FOUL (2 PF) (Haliburton 1 FT),"[1630241, 1630169]",1610612739.0,CLE,shooting,,,Merrill,S. Merrill,,,,,Mid-Range,16-24 Center,,,,204058.0,2.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,
367,PT08M23.00S,2025-04-11T00:23:19.2Z,3,REGULAR,freethrow,1 of 1,[],1630169,,,1610612754,58,64,2025-04-11T00:23:19Z,3630000,False,,,0,,T. Haliburton Free Throw 1 of 1 (10 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
368,PT08M09.00S,2025-04-11T00:23:34.4Z,3,REGULAR,2pt,Jump Shot,[],1629660,7.703679369250986,70.83333333333334,1610612739,58,66,2025-04-11T00:23:40Z,3640000,False,-104.0,20.0,1,left,T. Jerome 10' driving floating Jump Shot (24 PTS),[1629660],1610612739.0,CLE,driving floating,,,Jerome,T. Jerome,,,,,Mid-Range,8-16 Left,10.61,Made,24.0,,,,,,,,,,,,,,,,,
369,PT07M57.00S,2025-04-11T00:23:47.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,92.46057818659659,46.32352941176471,1610612754,58,66,2025-04-11T00:23:50Z,3650000,False,-18.0,18.0,1,right,MISS P. Siakam driving finger roll Layup - blocked,"[1627783, 1629631]",1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,Hunter,1629631.0,,,,,,,,,,
384,PT07M57.00S,2025-04-11T00:23:47.4Z,3,REGULAR,block,,[],1629631,,,1610612754,58,66,2025-04-11T00:26:50Z,3655000,False,,,0,,D. Hunter BLOCK (1 BLK),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT07M55.00S,2025-04-11T00:23:49.4Z,3,REGULAR,rebound,defensive,[],1629731,,,1610612739,58,66,2025-04-11T00:23:50Z,3660000,False,,,0,,D. Wade REBOUND (Off:0 Def:3),[1629731],1610612739.0,CLE,,,,Wade,D. Wade,,,,,Restricted Area,0-8 Center,,,,,,,,,,,369.0,3.0,3.0,0.0,,,,,,
371,PT07M50.00S,2025-04-11T00:23:54.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630171,9.674770039421814,1.715686274509804,1610612739,58,66,2025-04-11T00:23:58Z,3670000,False,241.0,38.0,1,left,MISS I. Okoro 24' running 3PT,[1630171],1610612739.0,CLE,running,,,Okoro,I. Okoro,,,,,Right Corner 3,24+ Right,24.44,Missed,,,,,,,,,,,,,,,,,,
372,PT07M47.00S,2025-04-11T00:23:57.2Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,58,66,2025-04-11T00:23:58Z,3680000,False,,,0,,P. Siakam REBOUND (Off:0 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,,,,,,,371.0,5.0,5.0,0.0,,,,,,
373,PT07M42.00S,2025-04-11T00:24:01.3Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1626167,90.48948751642575,49.26470588235294,1610612754,60,66,2025-04-11T00:24:04Z,3690000,False,-4.0,37.0,1,right,M. Turner running DUNK (10 PTS) (A. Nembhard 3 AST),"[1626167, 1629614]",1610612754.0,IND,running,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.71,Made,10.0,,,,,,,,,,,,A. Nembhard,1629614.0,3.0,,,
375,PT07M28.00S,2025-04-11T00:24:15.9Z,3,REGULAR,3pt,Jump Shot,[],1629660,38.18988173455979,42.15686274509804,1610612739,60,66,2025-04-11T00:24:19Z,3710000,False,39.0,306.0,1,left,MISS T. Jerome 30' 3PT,[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Center,30.9,Missed,,,,,,,,,,,,,,,,,,
376,PT07M26.00S,2025-04-11T00:24:17.9Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612754,60,66,2025-04-11T00:24:19Z,3720000,False,,,0,,P. Siakam REBOUND (Off:0 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,,,,,,,,,,,375.0,6.0,6.0,0.0,,,,,,
377,PT07M16.00S,2025-04-11T00:24:28.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626167,90.88370565045992,45.83333333333333,1610612754,60,66,2025-04-11T00:24:31Z,3730000,False,-21.0,33.0,1,right,MISS M. Turner driving Layup,[1626167],1610612754.0,IND,driving,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,3.92,Missed,,,,,,,,,,,,,,,,,,
378,PT07M13.00S,2025-04-11T00:24:31.1Z,3,REGULAR,rebound,offensive,[],1626167,,,1610612754,60,66,2025-04-11T00:24:31Z,3740000,False,,,0,,M. Turner REBOUND (Off:1 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,377.0,4.0,3.0,1.0,,,,,,
381,PT07M10.00S,2025-04-11T00:24:33.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630174,69.72733245729303,65.44117647058823,1610612754,63,66,2025-04-11T00:24:37Z,3770000,False,77.0,232.0,1,right,A. Nesmith 24' 3PT  (15 PTS) (T. Haliburton 7 AST),"[1630174, 1630169]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,24.46,Made,15.0,,,,,,,,,,,,T. Haliburton,1630169.0,7.0,,,
383,PT07M08.00S,2025-04-11T00:24:38.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612739,63,66,2025-04-11T00:24:38Z,3790000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT07M08.00S,2025-04-11T00:26:55.9Z,3,REGULAR,substitution,out,[],1629614,,,1610612739,63,66,2025-04-11T00:28:01Z,3800000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT07M08.00S,2025-04-11T00:26:55.9Z,3,REGULAR,substitution,out,[],1630241,,,1610612739,63,66,2025-04-11T00:28:01Z,3810000,False,,,0,,SUB out: S. Merrill,[1630241],1610612739.0,CLE,,,,Merrill,S. Merrill,,,,,,,,,,,,,,,,,,,,,,,,,,
387,PT07M08.00S,2025-04-11T00:26:55.9Z,3,REGULAR,substitution,in,[],1631097,,,1610612739,63,66,2025-04-11T00:28:01Z,3820000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M08.00S,2025-04-11T00:26:55.9Z,3,REGULAR,substitution,in,[],202684,,,1610612739,63,66,2025-04-11T00:28:01Z,3830000,False,,,0,,SUB in: T. Thompson,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M50.00S,2025-04-11T00:28:30.9Z,3,REGULAR,2pt,Jump Shot,[],1629631,11.383048620236531,27.941176470588236,1610612739,63,66,2025-04-11T00:28:43Z,3840000,False,110.0,55.0,1,left,MISS D. Hunter 12' turnaround fadeaway Shot,[1629631],1610612739.0,CLE,turnaround fadeaway,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Right,12.3,Missed,,,,,,,,,,,,,,,,,,
390,PT06M47.00S,2025-04-11T00:28:33.9Z,3,REGULAR,rebound,defensive,[],1631097,,,1610612754,63,66,2025-04-11T00:28:34Z,3850000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Right,,,,,,,,,,,389.0,2.0,2.0,0.0,,,,,,
391,PT06M35.00S,2025-04-11T00:28:45.5Z,3,REGULAR,3pt,Jump Shot,[],1630174,90.88370565045992,1.715686274509804,1610612754,63,66,2025-04-11T00:28:49Z,3860000,False,-241.0,33.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,24.37,Missed,,,,,,,,,,,,,,,,,,
392,PT06M32.00S,2025-04-11T00:28:48.5Z,3,REGULAR,rebound,defensive,[],1629631,,,1610612739,63,66,2025-04-11T00:28:49Z,3870000,False,,,0,,D. Hunter REBOUND (Off:1 Def:10),[1629631],1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,,,,,,391.0,11.0,10.0,1.0,,,,,,
393,PT06M24.00S,2025-04-11T00:28:58.4Z,3,REGULAR,turnover,out-of-bounds,[],1629660,,,1610612739,63,66,2025-04-11T00:29:02Z,3880000,False,,,0,,T. Jerome lost ball out-of-bounds TURNOVER (1 TO),[1629660],1610612739.0,CLE,lost ball,,,Jerome,T. Jerome,,,,,In The Paint (Non-RA),0-8 Center,,,,204058.0,,,,,,,,,,,,,,1.0,,
394,PT06M24.00S,2025-04-11T00:29:06.0Z,3,REGULAR,substitution,out,[],1627783,,,1610612754,63,66,2025-04-11T00:29:11Z,3890000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT06M24.00S,2025-04-11T00:29:06.0Z,3,REGULAR,substitution,in,[],1630167,,,1610612754,63,66,2025-04-11T00:29:11Z,3900000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT06M13.00S,2025-04-11T00:29:32.4Z,3,REGULAR,foul,personal,[],1629631,,,1610612754,63,66,2025-04-11T00:29:36Z,3910000,False,,,0,,D. Hunter personal FOUL (3 PF),"[1629631, 1626167]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,In The Paint (Non-RA),8-16 Right,,,,200832.0,3.0,0.0,Turner,1626167.0,,,,,,,,,,,,
399,PT06M03.00S,2025-04-11T00:30:03.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630174,72.88107752956637,84.55882352941177,1610612754,63,66,2025-04-11T00:30:07Z,3940000,False,173.0,202.0,1,right,MISS A. Nesmith 26' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Right Center,26.61,Missed,,,,,,,,,,,,,,,,,,
400,PT06M00.00S,2025-04-11T00:30:06.4Z,3,REGULAR,rebound,defensive,[],202684,,,1610612739,63,66,2025-04-11T00:30:07Z,3950000,False,,,0,,T. Thompson REBOUND (Off:1 Def:6),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,399.0,7.0,6.0,1.0,,,,,,
401,PT05M53.00S,2025-04-11T00:30:14.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,9.017739816031538,52.69607843137255,1610612739,63,68,2025-04-11T00:30:48Z,3960000,False,-13.0,32.0,1,left,D. Hunter driving finger roll Layup (14 PTS) (D. Wade 2 AST),"[1629631, 1629731]",1610612739.0,CLE,driving finger roll,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,3.5,Made,14.0,,,,,,,,,,,,D. Wade,1629731.0,2.0,,,
403,PT05M42.00S,2025-04-11T00:30:24.9Z,3,REGULAR,3pt,Jump Shot,[],1630167,94.56307490144546,1.9607843137254901,1610612754,63,68,2025-04-11T00:30:29Z,3980000,False,-240.0,-1.0,1,right,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,24.02,Missed,,,,,,,,,,,,,,,,,,
404,PT05M38.00S,2025-04-11T00:30:28.9Z,3,REGULAR,rebound,defensive,[],202684,,,1610612739,63,68,2025-04-11T00:30:29Z,3990000,False,,,0,,T. Thompson REBOUND (Off:1 Def:7),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Left Corner 3,24+ Left,,,,,,,,,,,403.0,8.0,7.0,1.0,,,,,,
405,PT05M25.00S,2025-04-11T00:30:41.9Z,3,REGULAR,3pt,Jump Shot,[],1630171,7.835085413929041,94.6078431372549,1610612739,63,71,2025-04-11T00:30:45Z,4000000,False,-223.0,21.0,1,left,I. Okoro 3PT  (11 PTS) (D. Wade 3 AST),"[1630171, 1629731]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,22.4,Made,11.0,,,,,,,,,,,,D. Wade,1629731.0,3.0,,,
407,PT05M04.00S,2025-04-11T00:31:01.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,74.06373193166885,89.70588235294117,1610612754,63,71,2025-04-11T00:31:06Z,4020000,False,199.0,191.0,1,right,MISS T. Haliburton 27' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.57,Missed,,,,,,,,,,,,,,,,,,
408,PT05M02.00S,2025-04-11T00:31:03.9Z,3,REGULAR,rebound,defensive,[],1629660,,,1610612739,63,71,2025-04-11T00:31:23Z,4030000,False,,,0,,T. Jerome REBOUND (Off:1 Def:1),[1629660],1610612739.0,CLE,,,,Jerome,T. Jerome,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,407.0,2.0,1.0,1.0,,,,,,
409,PT04M55.00S,2025-04-11T00:31:12.1Z,3,REGULAR,3pt,Jump Shot,[],1629631,16.90210249671485,6.61764705882353,1610612739,63,74,2025-04-11T00:31:15Z,4040000,False,217.0,106.0,1,left,D. Hunter 24' 3PT  (17 PTS) (T. Jerome 5 AST),"[1629631, 1629660]",1610612739.0,CLE,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Right Center,24.16,Made,17.0,,,,,,,,,,,,T. Jerome,1629660.0,5.0,,,
411,PT04M53.00S,2025-04-11T00:31:16.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,63,74,2025-04-11T00:31:16Z,4060000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M28.00S,2025-04-11T00:35:12.9Z,3,REGULAR,3pt,Jump Shot,[],1630169,93.77463863337714,4.166666666666666,1610612754,66,74,2025-04-11T00:35:16Z,4070000,False,-229.0,6.0,1,right,T. Haliburton 3PT step back (13 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,22.93,Made,13.0,,,,,,,,,,,,,,,,,
413,PT04M14.00S,2025-04-11T00:35:26.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,7.046649145860711,55.63725490196079,1610612739,66,76,2025-04-11T00:35:29Z,4080000,False,-28.0,14.0,1,left,I. Okoro Layup (13 PTS) (T. Jerome 6 AST),"[1630171, 1629660]",1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,3.14,Made,13.0,,,,,,,,,,,,T. Jerome,1629660.0,6.0,,,
