actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
692,PT01M33.00S,2024-10-31T01:25:25.4Z,4,REGULAR,turnover,bad pass,[],1630167,,,1610612754,122,115,2024-10-31T01:25:28Z,6820000,False,,,0,,O. Toppin bad pass TURNOVER (2 TO),"[1630167, 1628401]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2.0,,,,,,White,1628401.0,,,,,
693,PT01M33.00S,2024-10-31T01:25:25.4Z,4,REGULAR,steal,,[],1628401,,,1610612738,122,115,2024-10-31T01:25:27Z,6830000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
694,PT01M28.00S,2024-10-31T01:25:32.1Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612738,122,115,2024-10-31T01:25:44Z,6840000,False,,,0,,A. Nesmith shooting personal FOUL (6 PF) (Tatum 2 FT),"[1630174, 1628369]",1610612754.0,IND,shooting,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201246.0,6.0,0.0,Tatum,1628369.0,,,,,,,
696,PT01M28.00S,2024-10-31T01:25:45.3Z,4,REGULAR,substitution,out,[],1630174,,,1610612738,122,115,2024-10-31T01:25:52Z,6860000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT01M28.00S,2024-10-31T01:25:45.3Z,4,REGULAR,substitution,in,[],1641767,,,1610612738,122,115,2024-10-31T01:25:52Z,6870000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT01M28.00S,2024-10-31T01:26:04.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,122,116,2024-10-31T01:26:04Z,6880000,False,,,0,,J. Tatum Free Throw 1 of 2 (30 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,30.0,,,,,,,,,,,,,,,,,
699,PT01M28.00S,2024-10-31T01:26:23.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,122,117,2024-10-31T01:26:23Z,6890000,False,,,0,,J. Tatum Free Throw 2 of 2 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,31.0,,,,,,,,,,,,,,,,,
700,PT01M06.00S,2024-10-31T01:26:47.4Z,4,REGULAR,turnover,lost ball,[],1631097,,,1610612754,122,117,2024-10-31T01:26:50Z,6900000,False,,,0,,B. Mathurin lost ball TURNOVER (4 TO),"[1631097, 1627759]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,,,,,4.0,,,,,,Brown,1627759.0,,,,,
701,PT01M06.00S,2024-10-31T01:26:47.4Z,4,REGULAR,steal,,[],1627759,,,1610612738,122,117,2024-10-31T01:26:48Z,6910000,False,,,0,,J. Brown STEAL (2 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
702,PT01M04.00S,2024-10-31T01:26:50.2Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.77463863337714,49.26470588235294,1610612738,122,119,2024-10-31T01:26:54Z,6920000,False,-4.0,6.0,1,right,J. Brown running DUNK (25 PTS) (P. Pritchard 3 AST),"[1627759, 1630202]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.7,Made,25.0,,,,,,,,,,,,,P. Pritchard,1630202.0,3.0,,
704,PT01M04.00S,2024-10-31T01:26:55.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612754,122,119,2024-10-31T01:26:55Z,6940000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,PT00M43.40S,2024-10-31T01:28:52.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1641767,8.229303547963205,49.01960784313725,1610612754,122,119,2024-10-31T01:29:05Z,6950000,False,5.0,25.0,1,left,MISS B. Sheppard driving reverse Layup - blocked,"[1641767, 1629674]",1610612754.0,IND,driving reverse,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,2.54,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
706,PT00M43.40S,2024-10-31T01:28:52.3Z,4,REGULAR,block,,[],1629674,,,1610612754,122,119,2024-10-31T01:28:53Z,6960000,False,,,0,,N. Queta BLOCK (1 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
707,PT00M41.20S,2024-10-31T01:28:54.5Z,4,REGULAR,rebound,offensive,[],1641767,,,1610612754,122,119,2024-10-31T01:28:54Z,6970000,False,,,0,,B. Sheppard REBOUND (Off:2 Def:3),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,705.0,5.0,3.0,2.0,,,,,,,,,,,,,
708,PT00M40.60S,2024-10-31T01:28:55.1Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630169,31.61957950065703,26.715686274509803,1610612754,122,119,2024-10-31T01:29:00Z,6980000,False,116.0,245.0,1,left,MISS T. Haliburton 27' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,27.1,Missed,,,,,,,,,,,,,,,,,,
709,PT00M40.60S,2024-10-31T01:28:55.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,122,119,2024-10-31T01:29:00Z,6990000,False,,,0,,J. Tatum REBOUND (Off:1 Def:6),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,708.0,7.0,6.0,1.0,,,,,,,,,,,,,
710,PT00M34.30S,2024-10-31T01:29:01.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630169,,,1610612738,122,119,2024-10-31T01:29:11Z,7000000,False,,,0,,T. Haliburton shooting personal FOUL (4 PF) (Tatum 2 FT),"[1630169, 1628369]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,4.0,0.0,Tatum,1628369.0,,,,,,,
712,PT00M34.30S,2024-10-31T01:29:31.2Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,122,120,2024-10-31T01:29:31Z,7020000,False,,,0,,J. Tatum Free Throw 1 of 2 (32 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,32.0,,,,,,,,,,,,,,,,,
713,PT00M34.30S,2024-10-31T01:29:46.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,122,121,2024-10-31T01:29:46Z,7030000,False,,,0,,J. Tatum Free Throw 2 of 2 (33 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,33.0,,,,,,,,,,,,,,,,,
714,PT00M20.80S,2024-10-31T01:30:01.9Z,4,REGULAR,2pt,Jump Shot,[],1630169,20.844283837056505,52.94117647058824,1610612754,124,121,2024-10-31T01:30:06Z,7040000,False,-15.0,143.0,1,left,T. Haliburton 14' turnaround Jump Shot (14 PTS),[1630169],1610612754.0,IND,turnaround,,,Haliburton,T. Haliburton,,,,,Mid-Range,8-16 Center,14.42,Made,14.0,,,,,,,,,,,,,,,,,
715,PT00M14.40S,2024-10-31T01:30:12.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,65.25952693823915,43.627450980392155,1610612738,124,124,2024-10-31T01:30:43Z,7050000,False,-32.0,274.0,1,right,J. Tatum 27' 3PT step back (36 PTS) (P. Pritchard 4 AST),"[1628369, 1630202]",1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.6,Made,36.0,,,,,,,,,,,,,P. Pritchard,1630202.0,4.0,,
716,PT00M01.50S,2024-10-31T01:30:30.3Z,4,REGULAR,3pt,Jump Shot,[],1630169,29.38567674113009,74.50980392156863,1610612754,124,124,2024-10-31T01:30:33Z,7060000,False,-123.0,224.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
717,PT00M01.50S,2024-10-31T01:30:30.3Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,124,124,2024-10-31T01:30:33Z,7070000,False,,,0,,N. Queta REBOUND (Off:0 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Left Center,,,,716.0,4.0,4.0,0.0,,,,,,,,,,,,,
718,PT00M00.00S,2024-10-31T01:30:34.9Z,4,REGULAR,period,end,[],0,,,1610612738,124,124,2024-10-31T01:30:35Z,7080000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,PT05M00.00S,2024-10-31T01:32:57.9Z,5,OVERTIME,substitution,out,['startperiod'],1641767,,,1610612738,124,124,2024-10-31T01:33:11Z,7090000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
721,PT05M00.00S,2024-10-31T01:32:57.9Z,5,OVERTIME,substitution,in,['startperiod'],204456,,,1610612738,124,124,2024-10-31T01:33:11Z,7100000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT05M00.00S,2024-10-31T01:33:27.6Z,5,OVERTIME,period,start,[],0,,,0,124,124,2024-10-31T01:33:27Z,7110000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,PT04M57.00S,2024-10-31T01:33:29.9Z,5,OVERTIME,jumpball,recovered,[],1630169,,,1610612754,124,124,2024-10-31T01:33:29Z,7130000,False,,,0,,Jump Ball O. Toppin vs. N. Queta: Tip to T. Haliburton,"[1630169, 1630167, 1629674]",1610612754.0,IND,startperiod,T. Haliburton,1630169.0,Haliburton,T. Haliburton,Toppin,1630167.0,Queta,1629674.0,,,,,,,,,,,,,,,,,,,,,,
727,PT04M47.00S,2024-10-31T01:33:40.6Z,5,OVERTIME,3pt,Jump Shot,[],1630167,6.1268068331143235,96.07843137254902,1610612754,124,124,2024-10-31T01:33:44Z,7160000,False,-230.0,5.0,1,left,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
728,PT04M43.00S,2024-10-31T01:33:44.6Z,5,OVERTIME,rebound,defensive,[],1628369,,,1610612738,124,124,2024-10-31T01:33:44Z,7170000,False,,,0,,J. Tatum REBOUND (Off:1 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Left Corner 3,24+ Left,,,,727.0,8.0,7.0,1.0,,,,,,,,,,,,,
729,PT04M38.00S,2024-10-31T01:33:50.5Z,5,OVERTIME,turnover,out-of-bounds,[],1627759,,,1610612738,124,124,2024-10-31T01:33:54Z,7180000,False,,,0,,J. Brown lost ball out-of-bounds TURNOVER (3 TO),[1627759],1610612738.0,BOS,lost ball,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left,,,,,,,,3.0,201246.0,,,,,,,,,,,
730,PT04M23.00S,2024-10-31T01:34:09.9Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1630169,16.63929040735874,4.166666666666666,1610612754,127,124,2024-10-31T01:34:16Z,7190000,False,229.0,104.0,1,left,T. Haliburton 25' 3PT step back (17 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.17,Made,17.0,,,,,,,,,,,,,,,,,
731,PT04M05.00S,2024-10-31T01:34:26.2Z,5,OVERTIME,3pt,Jump Shot,[],1628369,66.5735873850197,27.696078431372552,1610612738,127,124,2024-10-31T01:34:30Z,7200000,False,-112.0,262.0,1,right,MISS J. Tatum 28' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,28.45,Missed,,,,,,,,,,,,,,,,,,
732,PT04M02.00S,2024-10-31T01:34:29.2Z,5,OVERTIME,rebound,defensive,[],1630169,,,1610612754,127,124,2024-10-31T01:34:30Z,7210000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:6),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,731.0,6.0,6.0,0.0,,,,,,,,,,,,,
733,PT03M54.00S,2024-10-31T01:34:37.4Z,5,OVERTIME,3pt,Jump Shot,[],1631097,8.754927726675426,2.941176470588235,1610612754,127,124,2024-10-31T01:34:44Z,7220000,False,235.0,30.0,1,left,MISS B. Mathurin 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,23.72,Missed,,,,,,,,,,,,,,,,,,
734,PT03M50.00S,2024-10-31T01:34:41.4Z,5,OVERTIME,rebound,defensive,['team'],0,,,1610612738,127,124,2024-10-31T01:34:44Z,7230000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,,733.0,,,,,,,,,,,,,,,,
736,PT03M39.00S,2024-10-31T01:35:02.6Z,5,OVERTIME,3pt,Jump Shot,[],1628369,64.99671484888306,49.01960784313725,1610612738,127,124,2024-10-31T01:35:07Z,7250000,False,-5.0,277.0,1,right,MISS J. Tatum 27' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,27.65,Missed,,,,,,,,,,,,,,,,,,
737,PT03M35.00S,2024-10-31T01:35:06.6Z,5,OVERTIME,rebound,offensive,[],1629674,,,1610612738,127,124,2024-10-31T01:35:07Z,7260000,False,,,0,,N. Queta REBOUND (Off:1 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,736.0,5.0,4.0,1.0,,,,,,,,,,,,,
742,PT03M35.00S,2024-10-31T01:35:24.9Z,5,OVERTIME,foul,personal,['2freethrow'],1627783,,,1610612738,127,124,2024-10-31T01:35:30Z,7310000,False,,,0,,P. Siakam shooting personal FOUL (2 PF) (Brown 2 FT),"[1627783, 1627759]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2530.0,2.0,0.0,Brown,1627759.0,,,,,,,
744,PT03M35.00S,2024-10-31T01:35:41.6Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1627759,,,1610612738,127,124,2024-10-31T01:35:41Z,7330000,False,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
745,PT03M35.00S,2024-10-31T01:35:41.6Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612738,127,124,2024-10-31T01:35:41Z,7340000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,744.0,,,,,,,,,,,,,,,,
746,PT03M35.00S,2024-10-31T01:35:41.6Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1627759,,,1610612738,127,124,2024-10-31T01:36:06Z,7350000,False,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
747,PT03M31.00S,2024-10-31T01:35:45.6Z,5,OVERTIME,rebound,offensive,[],1629674,,,1610612738,127,124,2024-10-31T01:36:06Z,7360000,False,,,0,,N. Queta REBOUND (Off:2 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,746.0,6.0,4.0,2.0,,,,,,,,,,,,,
748,PT03M31.00S,2024-10-31T01:36:05.2Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,94.40999984741211,50.0,1610612738,127,124,2024-10-31T01:36:05Z,7370000,False,0.0,0.0,1,right,MISS N. Queta tip Layup,[1629674],1610612738.0,BOS,tip,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
749,PT03M30.00S,2024-10-31T01:36:06.2Z,5,OVERTIME,rebound,defensive,[],1627783,,,1610612754,127,124,2024-10-31T01:36:06Z,7380000,False,,,0,,P. Siakam REBOUND (Off:4 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,,748.0,10.0,6.0,4.0,,,,,,,,,,,,,
750,PT03M11.00S,2024-10-31T01:36:25.5Z,5,OVERTIME,3pt,Jump Shot,[],1627783,31.882391590013142,42.40196078431372,1610612754,127,124,2024-10-31T01:36:29Z,7390000,False,38.0,247.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,25.01,Missed,,,,,,,,,,,,,,,,,,
751,PT03M08.00S,2024-10-31T01:36:28.5Z,5,OVERTIME,rebound,defensive,[],1629674,,,1610612738,127,124,2024-10-31T01:36:29Z,7400000,False,,,0,,N. Queta REBOUND (Off:2 Def:5),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,750.0,7.0,5.0,2.0,,,,,,,,,,,,,
752,PT02M51.00S,2024-10-31T01:36:45.7Z,5,OVERTIME,3pt,Jump Shot,[],1628401,74.06373193166885,14.705882352941178,1610612738,127,127,2024-10-31T01:36:49Z,7410000,False,-176.0,191.0,1,right,D. White 26' 3PT  (21 PTS) (J. Tatum 4 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.03,Made,21.0,,,,,,,,,,,,,J. Tatum,1628369.0,4.0,,
754,PT02M34.00S,2024-10-31T01:37:02.1Z,5,OVERTIME,3pt,Jump Shot,[],1631097,34.247700394218136,68.38235294117648,1610612754,127,127,2024-10-31T01:37:05Z,7430000,False,-92.0,269.0,1,left,MISS B. Mathurin 28' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,28.46,Missed,,,,,,,,,,,,,,,,,,
755,PT02M32.00S,2024-10-31T01:37:04.1Z,5,OVERTIME,rebound,offensive,[],1630167,,,1610612754,127,127,2024-10-31T01:37:05Z,7440000,False,,,0,,O. Toppin REBOUND (Off:3 Def:4),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Left Center,,,,754.0,7.0,4.0,3.0,,,,,,,,,,,,,
756,PT02M19.00S,2024-10-31T01:37:33.0Z,5,OVERTIME,foul,personal,['2freethrow'],1628401,,,1610612754,127,127,2024-10-31T01:37:54Z,7450000,False,,,0,,D. White shooting personal FOUL (4 PF) (Siakam 2 FT),"[1628401, 1627783]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,4.0,0.0,Siakam,1627783.0,,,,,,,
759,PT02M19.00S,2024-10-31T01:39:12.7Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1627783,,,1610612754,127,127,2024-10-31T01:39:12Z,7480000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
760,PT02M19.00S,2024-10-31T01:39:12.7Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612754,127,127,2024-10-31T01:39:12Z,7490000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,759.0,,,,,,,,,,,,,,,,
761,PT02M19.00S,2024-10-31T01:39:31.4Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1627783,,,1610612754,128,127,2024-10-31T01:39:31Z,7500000,False,,,0,,P. Siakam Free Throw 2 of 2 (24 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,24.0,,,,,,,,,,,,,,,,,
762,PT02M03.00S,2024-10-31T01:39:54.8Z,5,OVERTIME,foul,personal,['2freethrow'],1630167,,,1610612738,128,127,2024-10-31T01:40:02Z,7510000,False,,,0,,O. Toppin shooting personal FOUL (2 PF) (Tatum 2 FT),"[1630167, 1628369]",1610612754.0,IND,shooting,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,,,,,,,,,2530.0,2.0,0.0,Tatum,1628369.0,,,,,,,
764,PT02M03.00S,2024-10-31T01:40:26.9Z,5,OVERTIME,freethrow,1 of 2,[],1628369,,,1610612738,128,127,2024-10-31T01:40:26Z,7530000,False,,,0,,MISS J. Tatum Free Throw 1 of 2,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
765,PT02M03.00S,2024-10-31T01:40:26.9Z,5,OVERTIME,rebound,offensive,"['deadball', 'team']",0,,,1610612738,128,127,2024-10-31T01:40:26Z,7540000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,764.0,,,,,,,,,,,,,,,,
766,PT02M03.00S,2024-10-31T01:40:42.7Z,5,OVERTIME,freethrow,2 of 2,[],1628369,,,1610612738,128,128,2024-10-31T01:40:42Z,7550000,False,,,0,,J. Tatum Free Throw 2 of 2 (37 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,37.0,,,,,,,,,,,,,,,,,
767,PT01M50.00S,2024-10-31T01:40:58.7Z,5,OVERTIME,2pt,Jump Shot,[],204456,13.61695137976347,30.88235294117647,1610612754,128,128,2024-10-31T01:41:02Z,7560000,False,96.0,75.0,1,left,MISS T. McConnell 12' driving floating Shot,[204456],1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,12.18,Missed,,,,,,,,,,,,,,,,,,
768,PT01M48.00S,2024-10-31T01:41:00.7Z,5,OVERTIME,rebound,offensive,[],1627783,,,1610612754,128,128,2024-10-31T01:41:02Z,7570000,False,,,0,,P. Siakam REBOUND (Off:5 Def:6),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,767.0,11.0,6.0,5.0,,,,,,,,,,,,,
769,PT01M36.00S,2024-10-31T01:41:12.6Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,4.155716162943495,48.529411764705884,1610612754,130,128,2024-10-31T01:41:19Z,7580000,False,7.0,-13.0,1,left,B. Mathurin driving reverse Layup (30 PTS) (T. McConnell 3 AST),"[1631097, 204456]",1610612754.0,IND,driving reverse,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.53,Made,30.0,,,,,,,,,,,,,T. McConnell,204456.0,3.0,,
771,PT01M22.00S,2024-10-31T01:41:30.2Z,5,OVERTIME,3pt,Jump Shot,[],1628369,67.23061760840999,34.55882352941176,1610612738,130,128,2024-10-31T01:41:34Z,7600000,False,-77.0,256.0,1,right,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
772,PT01M19.00S,2024-10-31T01:41:33.2Z,5,OVERTIME,rebound,offensive,[],1629674,,,1610612738,130,128,2024-10-31T01:41:34Z,7610000,False,,,0,,N. Queta REBOUND (Off:3 Def:5),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Center,,,,771.0,8.0,5.0,3.0,,,,,,,,,,,,,
773,PT01M17.00S,2024-10-31T01:41:35.5Z,5,OVERTIME,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1627759,81.68528252299606,48.28431372549019,1610612738,130,128,2024-10-31T01:41:39Z,7620000,False,-9.0,120.0,1,right,MISS J. Brown 12' fadeaway Shot,[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.0,Missed,,,,,,,,,,,,,,,,,,
774,PT01M14.00S,2024-10-31T01:41:38.5Z,5,OVERTIME,rebound,offensive,[],1629674,,,1610612738,130,128,2024-10-31T01:41:39Z,7630000,False,,,0,,N. Queta REBOUND (Off:4 Def:5),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,,,,773.0,9.0,5.0,4.0,,,,,,,,,,,,,
775,PT01M09.00S,2024-10-31T01:41:45.1Z,5,OVERTIME,foul,personal,['2freethrow'],1630169,,,1610612738,130,128,2024-10-31T01:41:54Z,7640000,False,,,0,,T. Haliburton shooting personal FOUL (5 PF) (Pritchard 2 FT),"[1630169, 1630202]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,202901.0,5.0,0.0,Pritchard,1630202.0,,,,,,,
777,PT01M09.00S,2024-10-31T01:42:18.8Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],1630202,,,1610612738,130,129,2024-10-31T01:42:18Z,7660000,False,,,0,,P. Pritchard Free Throw 1 of 2 (15 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
778,PT01M09.00S,2024-10-31T01:42:34.5Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],1630202,,,1610612738,130,130,2024-10-31T01:42:34Z,7670000,False,,,0,,P. Pritchard Free Throw 2 of 2 (16 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
779,PT00M59.10S,2024-10-31T01:42:48.3Z,5,OVERTIME,3pt,Jump Shot,[],1630167,5.338370565045992,95.34313725490196,1610612754,130,130,2024-10-31T01:42:52Z,7680000,False,-227.0,-2.0,1,left,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
780,PT00M55.50S,2024-10-31T01:42:51.9Z,5,OVERTIME,rebound,defensive,[],1627759,,,1610612738,130,130,2024-10-31T01:42:52Z,7690000,False,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,779.0,6.0,6.0,0.0,,,,,,,,,,,,,
