actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
83,PT05M34.00S,2025-03-24T23:22:26.2Z,1,REGULAR,3pt,Jump Shot,[],1630162,82.60512483574244,96.81372549019608,1610612750,15,9,2025-03-24T23:22:30Z,830000,False,234.0,111.0,1,right,MISS A. Edwards 25' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
84,PT05M31.00S,2025-03-24T23:22:29.2Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,15,9,2025-03-24T23:22:30Z,840000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,83.0,4.0,4.0,0.0,,,,,,,,,,,,,,
85,PT05M22.00S,2025-03-24T23:22:38.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,6.915243101182654,60.78431372549019,1610612754,17,9,2025-03-24T23:22:41Z,850000,False,-54.0,13.0,1,left,O. Toppin driving Layup (2 PTS),[1630167],1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,5.53,Made,,,,,2.0,,,,,,,,,,,,,
86,PT05M05.00S,2025-03-24T23:22:55.2Z,1,REGULAR,3pt,Jump Shot,[],1629675,68.67608409986859,33.82352941176471,1610612750,17,12,2025-03-24T23:22:59Z,860000,False,-81.0,242.0,1,right,N. Reid 25' 3PT pullup (3 PTS) (R. Gobert 2 AST),"[1629675, 203497]",1610612750.0,MIN,pullup,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,25.51,Made,,,,,3.0,,,,,,,,R. Gobert,203497.0,2.0,,,
88,PT04M45.00S,2025-03-24T23:23:14.6Z,1,REGULAR,3pt,Jump Shot,[],1631097,19.92444152431012,90.68627450980392,1610612754,17,12,2025-03-24T23:23:18Z,880000,False,-203.0,135.0,1,left,MISS B. Mathurin 24' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,24.4,Missed,,,,,,,,,,,,,,,,,,
89,PT04M43.00S,2025-03-24T23:23:16.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,12,2025-03-24T23:23:18Z,890000,False,,,0,,R. Gobert REBOUND (Off:0 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Left Center,,,88.0,6.0,6.0,0.0,,,,,,,,,,,,,,
90,PT04M30.00S,2025-03-24T23:23:29.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.40932982917214,50.245098039215684,1610612750,17,14,2025-03-24T23:23:33Z,900000,False,1.0,28.0,1,right,R. Gobert reverse DUNK (4 PTS) (J. McDaniels 1 AST),"[203497, 1630183]",1610612750.0,MIN,reverse,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.83,Made,,,,,4.0,,,,,,,,J. McDaniels,1630183.0,1.0,,,
92,PT04M07.00S,2025-03-24T23:23:52.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626167,12.040078843626807,48.529411764705884,1610612754,17,14,2025-03-24T23:29:13Z,920000,False,7.0,61.0,1,left,MISS M. Turner 6' driving floating Shot,[1626167],1610612754.0,IND,driving floating,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,6.11,Missed,,,,,,,,,,,,,,,,,,
93,PT04M06.00S,2025-03-24T23:23:53.6Z,1,REGULAR,rebound,defensive,[],203497,,,1610612750,17,14,2025-03-24T23:23:58Z,930000,False,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,92.0,7.0,7.0,0.0,,,,,,,,,,,,,,
94,PT03M58.00S,2025-03-24T23:24:02.8Z,1,REGULAR,3pt,Jump Shot,[],1628978,64.60249671484888,36.029411764705884,1610612750,17,14,2025-03-24T23:24:06Z,940000,False,-70.0,280.0,1,right,MISS D. DiVincenzo 28' pullup 3PT,[1628978],1610612750.0,MIN,pullup,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,28.88,Missed,,,,,,,,,,,,,,,,,,
95,PT03M55.00S,2025-03-24T23:24:05.8Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,17,14,2025-03-24T23:24:06Z,950000,False,,,0,,M. Turner REBOUND (Off:0 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,,,94.0,5.0,5.0,0.0,,,,,,,,,,,,,,
96,PT03M44.00S,2025-03-24T23:24:16.1Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,17,14,2025-03-24T23:24:18Z,960000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1630162]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Edwards,1630162.0
97,PT03M44.00S,2025-03-24T23:24:16.1Z,1,REGULAR,steal,,[],1630162,,,1610612750,17,14,2025-03-24T23:31:54Z,970000,False,,,0,,A. Edwards STEAL (1 STL),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
98,PT03M40.00S,2025-03-24T23:24:22.3Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630162,91.40932982917214,46.32352941176471,1610612750,17,16,2025-03-24T23:31:29Z,980000,False,-18.0,28.0,1,right,A. Edwards driving floating Jump Shot (4 PTS),[1630162],1610612750.0,MIN,driving floating,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,3.38,Made,,,,,4.0,,,,,,,,,,,,,
99,PT03M40.00S,2025-03-24T23:24:24.5Z,1,REGULAR,foul,personal,['1freethrow'],1631097,,,1610612750,17,16,2025-03-24T23:24:28Z,990000,False,,,0,,B. Mathurin shooting personal FOUL (1 PF) (Edwards 1 FT),"[1631097, 1630162]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,,,,,,,,201245.0,1.0,0.0,Edwards,1630162.0,,,,,,
101,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,out,[],1629614,,,1610612750,17,16,2025-03-24T23:25:42Z,1010000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,out,[],1626167,,,1610612750,17,16,2025-03-24T23:25:42Z,1020000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,out,[],1630183,,,1610612750,17,16,2025-03-24T23:25:42Z,1030000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,out,[],203497,,,1610612750,17,16,2025-03-24T23:25:42Z,1040000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,in,[],1628418,,,1610612750,17,16,2025-03-24T23:25:42Z,1050000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,in,[],204456,,,1610612750,17,16,2025-03-24T23:25:42Z,1060000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,in,[],1629638,,,1610612750,17,16,2025-03-24T23:25:42Z,1070000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M40.00S,2025-03-24T23:24:36.2Z,1,REGULAR,substitution,in,[],203944,,,1610612750,17,16,2025-03-24T23:25:42Z,1080000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M40.00S,2025-03-24T23:24:51.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612750,17,16,2025-03-24T23:25:42Z,1090000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M40.00S,2025-03-24T23:24:51.3Z,1,REGULAR,substitution,out,[],1630167,,,1610612750,17,16,2025-03-24T23:25:42Z,1100000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M40.00S,2025-03-24T23:24:51.3Z,1,REGULAR,substitution,in,[],1641767,,,1610612750,17,16,2025-03-24T23:25:42Z,1110000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M40.00S,2025-03-24T23:24:51.3Z,1,REGULAR,substitution,in,[],1627783,,,1610612750,17,16,2025-03-24T23:25:42Z,1120000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M40.00S,2025-03-24T23:25:41.5Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630162,,,1610612750,17,16,2025-03-24T23:25:41Z,1130000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
114,PT03M39.00S,2025-03-24T23:25:42.5Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,17,16,2025-03-24T23:25:43Z,1140000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,,,,
115,PT03M29.00S,2025-03-24T23:25:54.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,9.280551905387648,44.11764705882353,1610612754,19,16,2025-03-24T23:25:56Z,1150000,False,29.0,35.0,1,left,B. Mathurin driving Layup (2 PTS) (T. McConnell 1 AST),"[1631097, 204456]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,,,,,2.0,,,,,,,,T. McConnell,204456.0,1.0,,,
117,PT03M29.00S,2025-03-24T23:25:56.1Z,1,REGULAR,foul,personal,['1freethrow'],1628978,,,1610612754,19,16,2025-03-24T23:26:07Z,1170000,False,,,0,,D. DiVincenzo shooting personal FOUL (1 PF) (Mathurin 1 FT),"[1628978, 1631097]",1610612750.0,MIN,shooting,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,1.0,0.0,Mathurin,1631097.0,,,,,,
119,PT03M29.00S,2025-03-24T23:26:07.9Z,1,REGULAR,substitution,out,[],1628418,,,1610612754,19,16,2025-03-24T23:26:56Z,1190000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M29.00S,2025-03-24T23:26:07.9Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,19,16,2025-03-24T23:26:56Z,1200000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M29.00S,2025-03-24T23:26:22.5Z,1,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,20,16,2025-03-24T23:26:22Z,1210000,False,,,0,,B. Mathurin Free Throw 1 of 1 (3 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
122,PT03M20.00S,2025-03-24T23:26:36.8Z,1,REGULAR,violation,kicked ball,[],1641767,,,1610612750,20,16,2025-03-24T23:26:42Z,1220000,False,,,0,,B. Sheppard kicked ball VIOLATION,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,
123,PT03M12.00S,2025-03-24T23:26:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,91.80354796320631,39.950980392156865,1610612750,20,16,2025-03-24T23:33:04Z,1230000,False,-50.0,25.0,1,right,MISS A. Edwards driving finger roll Layup,[1630162],1610612750.0,MIN,driving finger roll,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),0-8 Center,5.59,Missed,,,,,,,,,,,,,,,,,,
124,PT03M09.00S,2025-03-24T23:26:57.2Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,20,16,2025-03-24T23:26:57Z,1240000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:1),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,In The Paint (Non-RA),0-8 Center,,,123.0,1.0,1.0,0.0,,,,,,,,,,,,,,
125,PT02M57.00S,2025-03-24T23:27:07.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,10.988830486202366,35.53921568627451,1610612754,22,16,2025-03-24T23:33:41Z,1250000,False,72.0,51.0,1,left,T. McConnell 8' pullup Jump Shot (2 PTS) (O. Toppin 1 AST),"[204456, 1630167]",1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,8.84,Made,,,,,2.0,,,,,,,,O. Toppin,1630167.0,1.0,,,
127,PT02M48.00S,2025-03-24T23:27:17.2Z,1,REGULAR,3pt,Jump Shot,[],1629638,76.82325886990802,90.68627450980392,1610612750,22,16,2025-03-24T23:27:22Z,1270000,False,203.0,165.0,1,right,MISS N. Alexander-Walker 26' pullup 3PT,[1629638],1610612750.0,MIN,pullup,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Right Center,26.22,Missed,,,,,,,,,,,,,,,,,,
128,PT02M46.00S,2025-03-24T23:27:19.2Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,22,16,2025-03-24T23:27:22Z,1280000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M35.00S,2025-03-24T23:27:31.2Z,1,REGULAR,3pt,Jump Shot,[],1627783,29.517082785808146,69.6078431372549,1610612754,22,16,2025-03-24T23:27:35Z,1290000,False,-98.0,225.0,1,left,MISS P. Siakam 24' 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,24.54,Missed,,,,,,,,,,,,,,,,,,
130,PT02M31.00S,2025-03-24T23:27:35.2Z,1,REGULAR,rebound,defensive,[],1630162,,,1610612750,22,16,2025-03-24T23:27:35Z,1300000,False,,,0,,A. Edwards REBOUND (Off:0 Def:2),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT02M19.00S,2025-03-24T23:27:46.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203944,89.43823915900131,38.23529411764706,1610612750,22,18,2025-03-24T23:27:50Z,1310000,False,-59.0,47.0,1,right,J. Randle 7' turnaround Jump Shot (2 PTS) (D. DiVincenzo 1 AST),"[203944, 1628978]",1610612750.0,MIN,turnaround,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,7.52,Made,,,,,2.0,,,,,,,,D. DiVincenzo,1628978.0,1.0,,,
133,PT02M05.00S,2025-03-24T23:28:00.2Z,1,REGULAR,3pt,Jump Shot,[],1630167,6.258212877792378,97.54901960784314,1610612754,25,18,2025-03-24T23:28:03Z,1330000,False,-238.0,6.0,1,left,O. Toppin 3PT  (5 PTS) (P. Siakam 3 AST),"[1630167, 1627783]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,23.78,Made,,,,,5.0,,,,,,,,P. Siakam,1627783.0,3.0,,,
135,PT01M50.00S,2025-03-24T23:28:17.3Z,1,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612750,25,18,2025-03-24T23:28:27Z,1350000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Randle 2 FT),"[1627783, 203944]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,201245.0,1.0,0.0,Randle,203944.0,,,,,,
137,PT01M50.00S,2025-03-24T23:28:25.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,25,18,2025-03-24T23:28:29Z,1370000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M50.00S,2025-03-24T23:30:44.3Z,1,REGULAR,substitution,out,[],1630162,,,1610612750,25,18,2025-03-24T23:31:05Z,1380000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M50.00S,2025-03-24T23:30:44.3Z,1,REGULAR,substitution,in,[],1641740,,,1610612750,25,18,2025-03-24T23:31:05Z,1390000,False,,,0,,SUB in: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT01M50.00S,2025-03-24T23:31:38.0Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612750,25,19,2025-03-24T23:32:00Z,1400000,False,,,0,,J. Randle Free Throw 1 of 2 (3 PTS),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
141,PT01M50.00S,2025-03-24T23:31:38.0Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612750,25,19,2025-03-24T23:32:00Z,1410000,False,,,0,,MISS J. Randle Free Throw 2 of 2,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
142,PT01M48.00S,2025-03-24T23:31:40.0Z,1,REGULAR,rebound,offensive,[],203944,,,1610612750,25,19,2025-03-24T23:32:54Z,1420000,False,,,0,,J. Randle REBOUND (Off:1 Def:0),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
143,PT01M45.00S,2025-03-24T23:32:02.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629638,74.85216819973719,16.42156862745098,1610612750,25,22,2025-03-24T23:32:06Z,1430000,False,-168.0,184.0,1,right,N. Alexander-Walker 24' 3PT  (3 PTS) (J. Clark 1 AST),"[1629638, 1641740]",1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Above the Break 3,24+ Left Center,24.9,Made,,,,,3.0,,,,,,,,J. Clark,1641740.0,1.0,,,
145,PT01M32.00S,2025-03-24T23:32:20.6Z,1,REGULAR,foul,offensive,[],1631097,,,1610612754,25,22,2025-03-24T23:32:40Z,1450000,False,,,0,,B. Mathurin offensive FOUL (2 PF),"[1631097, 1641740]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202035.0,2.0,0.0,Clark,1641740.0,,,,,,
147,PT01M32.00S,2025-03-24T23:32:20.6Z,1,REGULAR,turnover,offensive foul,[],1631097,,,1610612754,25,22,2025-03-24T23:32:20Z,1470000,False,,,0,,B. Mathurin offensive foul TURNOVER (1 TO),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,202035.0,,,,,,,,1.0,,
148,PT01M32.00S,2025-03-24T23:32:48.8Z,1,REGULAR,substitution,out,[],1631097,,,1610612750,25,22,2025-03-24T23:32:55Z,1480000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M32.00S,2025-03-24T23:32:48.8Z,1,REGULAR,substitution,in,[],1630174,,,1610612750,25,22,2025-03-24T23:32:55Z,1490000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M20.00S,2025-03-24T23:33:24.2Z,1,REGULAR,turnover,out-of-bounds,[],1628978,,,1610612750,25,22,2025-03-24T23:34:44Z,1505000,False,,,0,,D. DiVincenzo bad pass out-of-bounds TURNOVER (1 TO),[1628978],1610612750.0,MIN,bad pass,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,202035.0,,,,,,,,1.0,,
151,PT01M20.00S,2025-03-24T23:33:28.6Z,1,REGULAR,timeout,challenge,['team'],0,,,1610612754,25,22,2025-03-24T23:34:57Z,1510000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M14.00S,2025-03-24T23:35:10.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,12.302890932982917,36.029411764705884,1610612754,25,22,2025-03-24T23:35:15Z,1530000,False,70.0,63.0,1,left,MISS T. McConnell 9' fadeaway Shot,[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Right,9.42,Missed,,,,,,,,,,,,,,,,,,
155,PT01M09.00S,2025-03-24T23:35:15.9Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,25,22,2025-03-24T23:35:15Z,1540000,False,,,0,,J. Randle REBOUND (Off:1 Def:1),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Right,,,154.0,2.0,1.0,1.0,,,,,,,,,,,,,,
156,PT01M00.00S,2025-03-24T23:35:24.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628978,85.75886990801577,40.68627450980392,1610612750,25,22,2025-03-24T23:35:30Z,1550000,False,-47.0,81.0,1,right,MISS D. DiVincenzo 9' driving floating Shot,[1628978],1610612750.0,MIN,driving floating,,,DiVincenzo,D. DiVincenzo,,,,,In The Paint (Non-RA),8-16 Center,9.38,Missed,,,,,,,,,,,,,,,,,,
157,PT00M58.20S,2025-03-24T23:35:25.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,25,22,2025-03-24T23:40:09Z,1560000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M54.40S,2025-03-24T23:35:32.7Z,1,REGULAR,turnover,out-of-bounds,[],1641767,,,1610612754,25,22,2025-03-24T23:35:36Z,1570000,False,,,0,,B. Sheppard step out-of-bounds TURNOVER (1 TO),[1641767],1610612754.0,IND,step,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,201245.0,,,,,,,,1.0,,
159,PT00M43.70S,2025-03-24T23:35:53.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629675,69.07030223390277,18.872549019607842,1610612750,25,22,2025-03-24T23:35:59Z,1580000,False,-156.0,238.0,1,right,MISS N. Reid 28' 3PT,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Above the Break 3,24+ Left Center,28.45,Missed,,,,,,,,,,,,,,,,,,
160,PT00M39.70S,2025-03-24T23:35:57.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,25,22,2025-03-24T23:35:59Z,1590000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,159.0,,,,,,,,,,,,,,,,,
162,PT00M30.90S,2025-03-24T23:36:12.0Z,1,REGULAR,3pt,Jump Shot,[],1630167,31.882391590013142,46.07843137254902,1610612754,25,22,2025-03-24T23:36:17Z,1610000,False,20.0,247.0,1,left,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,24.8,Missed,,,,,,,,,,,,,,,,,,
163,PT00M27.90S,2025-03-24T23:36:15.0Z,1,REGULAR,rebound,defensive,[],203944,,,1610612750,25,22,2025-03-24T23:36:17Z,1620000,False,,,0,,J. Randle REBOUND (Off:1 Def:2),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,Above the Break 3,24+ Center,,,162.0,3.0,2.0,1.0,,,,,,,,,,,,,,
164,PT00M20.10S,2025-03-24T23:36:26.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612750,25,22,2025-03-24T23:36:34Z,1630000,False,,,0,,A. Nesmith personal FOUL (1 PF) (Reid 2 FT),"[1630174, 1629675]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,202035.0,1.0,0.0,Reid,1629675.0,,,,,,
166,PT00M20.10S,2025-03-24T23:36:53.0Z,1,REGULAR,freethrow,1 of 2,[],1629675,,,1610612750,25,22,2025-03-24T23:36:53Z,1650000,False,,,0,,MISS N. Reid Free Throw 1 of 2,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
167,PT00M20.10S,2025-03-24T23:36:53.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,25,22,2025-03-24T23:36:53Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,166.0,,,,,,,,,,,,,,,,,
168,PT00M20.10S,2025-03-24T23:36:53.6Z,1,REGULAR,substitution,out,[],1641767,,,1610612750,25,22,2025-03-24T23:36:58Z,1670000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
