actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2024-11-30T01:10:28.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2024-11-30T01:10:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2024-11-30T01:10:31.3Z,1,REGULAR,jumpball,recovered,[],202699,,,1610612765,0,0,2024-11-30T01:10:31Z,40000,False,,,0,,Jump Ball J. Duren vs. M. Turner: Tip to T. Harris,"[202699, 1631105, 1626167]",1610612765.0,DET,startperiod,T. Harris,202699.0,Harris,T. Harris,Duren,1631105.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2024-11-30T01:10:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,13.61695137976347,36.029411764705884,1610612765,0,0,2024-11-30T01:10:52Z,70000,False,70.0,75.0,1,left,MISS C. Cunningham 10' driving floating Shot - blocked,"[1630595, 1631245]",1610612765.0,DET,driving floating,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Right,10.29,Missed,Jackson,1631245.0,,,,,,,,,,,,,,,,
8,PT11M41.00S,2024-11-30T01:10:46.1Z,1,REGULAR,block,,[],1631245,,,1610612765,0,0,2024-11-30T01:10:48Z,80000,False,,,0,,Q. Jackson BLOCK (1 BLK),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
9,PT11M39.00S,2024-11-30T01:10:48.1Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,0,2024-11-30T01:10:52Z,90000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M36.00S,2024-11-30T01:10:52.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1627783,78.26872536136662,7.8431372549019605,1610612754,0,0,2024-11-30T01:10:58Z,100000,False,-211.0,152.0,1,right,MISS P. Siakam 25' running 3PT,[1627783],1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,25.98,Missed,,,,,,,,,,,,,,,,,,
11,PT11M33.00S,2024-11-30T01:10:55.4Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,0,0,2024-11-30T01:10:58Z,110000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M24.00S,2024-11-30T01:11:04.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,9.149145860709593,51.225490196078425,1610612765,0,0,2024-11-30T01:11:08Z,120000,False,-6.0,34.0,1,left,MISS J. Duren turnaround Hook,[1631105],1610612765.0,DET,turnaround,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,,,,
13,PT11M21.00S,2024-11-30T01:11:07.0Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2024-11-30T01:11:08Z,130000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M03.00S,2024-11-30T01:11:25.1Z,1,REGULAR,2pt,Jump Shot,[],1626167,76.03482260183968,49.50980392156863,1610612754,2,0,2024-11-30T01:11:29Z,140000,False,-2.0,173.0,1,right,M. Turner 17' step back Jump Shot (2 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,step back,,,Turner,M. Turner,,,,,Mid-Range,16-24 Center,17.28,Made,,,,,,,2.0,T. Haliburton,1630169.0,1.0,,,,,,,,
16,PT10M40.00S,2024-11-30T01:11:47.0Z,1,REGULAR,3pt,Jump Shot,[],1631093,7.30946123521682,95.34313725490196,1610612765,2,0,2024-11-30T01:11:52Z,160000,False,-227.0,16.0,1,left,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,22.73,Missed,,,,,,,,,,,,,,,,,,
17,PT10M37.00S,2024-11-30T01:11:50.0Z,1,REGULAR,rebound,offensive,[],1631093,,,1610612765,2,0,2024-11-30T01:11:52Z,170000,False,,,0,,J. Ivey REBOUND (Off:1 Def:0),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,,,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,
18,PT10M36.00S,2024-11-30T01:11:54.0Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612765,2,0,2024-11-30T01:12:03Z,180000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Duren 2 FT),"[1626167, 1631105]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1628172.0,1.0,0.0,Duren,1631105.0,,,
20,PT10M36.00S,2024-11-30T01:12:23.4Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,2,0,2024-11-30T01:12:23Z,200000,False,,,0,,MISS J. Duren Free Throw 1 of 2,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M36.00S,2024-11-30T01:12:23.4Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,2,0,2024-11-30T01:12:23Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,
22,PT10M36.00S,2024-11-30T01:12:44.3Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,2,1,2024-11-30T01:12:44Z,220000,False,,,0,,J. Duren Free Throw 2 of 2 (1 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
23,PT10M16.00S,2024-11-30T01:13:10.7Z,1,REGULAR,foul,personal,['2freethrow'],1631105,,,1610612754,2,1,2024-11-30T01:13:14Z,230000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Turner 2 FT),"[1631105, 1626167]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628172.0,1.0,0.0,Turner,1626167.0,,,
