actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,descriptor,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,jumpBallRecoveredName,jumpBallRecoverdPersonId,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId
172,PT10M59.00S,2025-03-02T22:39:20.2Z,2,REGULAR,rebound,defensive,[],1641763,,,1610612741,32,31,2025-03-02T22:39:19Z,1720000,False,,,0,,J. Phillips REBOUND (Off:1 Def:2),[1641763],1610612741.0,CHI,,Phillips,J. Phillips,Above the Break 3,24+ Left Center,,,,,,,,,,,171.0,3.0,2.0,1.0,,,,,,,,,,,,
173,PT10M56.00S,2025-03-02T22:39:22.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,78.79434954007884,7.8431372549019605,1610612741,32,34,2025-03-02T22:39:27Z,1730000,False,-211.0,147.0,1,right,C. White 25' 3PT running (14 PTS) (T. Jones 1 AST),"[1629632, 1630200]",1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Left Center,25.69,Made,14.0,T. Jones,1630200.0,1.0,running,,,,,,,,,,,,,,,,,,,
175,PT10M38.00S,2025-03-02T22:39:42.4Z,2,REGULAR,foul,personal,['2freethrow'],1629659,,,1610612754,32,34,2025-03-02T22:39:49Z,1750000,False,,,0,,T. Horton-Tucker shooting personal FOUL (1 PF) (Siakam 2 FT),"[1629659, 1627783]",1610612741.0,CHI,202056.0,Horton-Tucker,T. Horton-Tucker,In The Paint (Non-RA),0-8 Center,,,,,,,shooting,,,,,,,,1.0,0.0,Siakam,1627783.0,,,,,,,,
177,PT10M38.00S,2025-03-02T22:40:11.2Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612754,32,34,2025-03-02T22:40:31Z,1770000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
178,PT10M38.00S,2025-03-02T22:40:11.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,32,34,2025-03-02T22:40:31Z,1780000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,177.0,,,,,,,,,,,,,,,
179,PT10M38.00S,2025-03-02T22:40:11.2Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612754,32,34,2025-03-02T22:40:31Z,1790000,False,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
180,PT10M37.00S,2025-03-02T22:40:12.2Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612741,32,34,2025-03-02T22:40:31Z,1800000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:2),[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,179.0,2.0,2.0,0.0,,,,,,,,,,,,
181,PT10M32.00S,2025-03-02T22:40:34.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629632,77.08607095926413,7.352941176470589,1610612741,32,37,2025-03-02T22:40:40Z,1810000,False,-213.0,163.0,1,right,C. White 26' 3PT running pullup (17 PTS),[1629632],1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Left Center,26.83,Made,17.0,,,,running pullup,,,,,,,,,,,,,,,,,,,
182,PT10M07.00S,2025-03-02T22:40:58.8Z,2,REGULAR,3pt,Jump Shot,[],1641767,7.30946123521682,95.58823529411765,1610612754,32,37,2025-03-02T22:41:03Z,1820000,False,-228.0,16.0,1,left,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,Left Corner 3,24+ Left,22.85,Missed,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M05.00S,2025-03-02T22:41:00.8Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612741,32,37,2025-03-02T22:41:03Z,1830000,False,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:3),[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,Left Corner 3,24+ Left,,,,,,,,,,,182.0,3.0,3.0,0.0,,,,,,,,,,,,
184,PT09M55.00S,2025-03-02T22:41:11.7Z,2,REGULAR,3pt,Jump Shot,[],1629632,74.98357424441524,84.31372549019608,1610612741,32,40,2025-03-02T22:41:15Z,1840000,False,172.0,183.0,1,right,C. White 25' 3PT step back (20 PTS),[1629632],1610612741.0,CHI,,White,C. White,Above the Break 3,24+ Right Center,25.07,Made,20.0,,,,step back,,,,,,,,,,,,,,,,,,,
185,PT09M51.00S,2025-03-02T22:41:18.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,32,40,2025-03-02T22:41:18Z,1850000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M51.00S,2025-03-02T22:43:22.9Z,2,REGULAR,substitution,out,[],1641716,,,1610612754,32,40,2025-03-02T22:43:40Z,1860000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M51.00S,2025-03-02T22:43:22.9Z,2,REGULAR,substitution,out,[],1641767,,,1610612754,32,40,2025-03-02T22:43:40Z,1870000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M51.00S,2025-03-02T22:43:22.9Z,2,REGULAR,substitution,in,[],1629614,,,1610612754,32,40,2025-03-02T22:43:40Z,1880000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M51.00S,2025-03-02T22:43:22.9Z,2,REGULAR,substitution,in,[],1630174,,,1610612754,32,40,2025-03-02T22:43:40Z,1890000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT09M34.00S,2025-03-02T22:44:32.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1626167,9.149145860709593,54.166666666666664,1610612754,34,40,2025-03-02T22:44:35Z,1900000,False,-21.0,34.0,1,left,M. Turner Hook (5 PTS),[1626167],1610612754.0,IND,,Turner,M. Turner,Restricted Area,0-8 Center,3.94,Made,5.0,,,,,,,,,,,,,,,,,,,,,,,
191,PT09M23.00S,2025-03-02T22:44:41.8Z,2,REGULAR,3pt,Jump Shot,[],1630188,70.90998685939553,24.509803921568626,1610612741,34,43,2025-03-02T22:44:46Z,1910000,False,-127.0,221.0,1,right,J. Smith 25' 3PT  (5 PTS) (T. Jones 2 AST),"[1630188, 1630200]",1610612741.0,CHI,,Smith,J. Smith,Above the Break 3,24+ Left Center,25.51,Made,5.0,T. Jones,1630200.0,2.0,,,,,,,,,,,,,,,,,,,,
193,PT09M02.00S,2025-03-02T22:45:03.1Z,2,REGULAR,3pt,Jump Shot,[],1627783,9.937582128777924,3.431372549019608,1610612754,37,43,2025-03-02T22:45:06Z,1930000,False,233.0,41.0,1,left,P. Siakam 3PT  (10 PTS) (T. McConnell 3 AST),"[1627783, 204456]",1610612754.0,IND,,Siakam,P. Siakam,Right Corner 3,24+ Right,23.64,Made,10.0,T. McConnell,204456.0,3.0,,,,,,,,,,,,,,,,,,,,
195,PT09M02.00S,2025-03-02T22:45:06.4Z,2,REGULAR,foul,personal,['1freethrow'],1629659,,,1610612754,37,43,2025-03-02T22:45:18Z,1950000,False,,,0,,T. Horton-Tucker shooting personal FOUL (2 PF) (Siakam 1 FT),"[1629659, 1627783]",1610612741.0,CHI,203591.0,Horton-Tucker,T. Horton-Tucker,Right Corner 3,24+ Right,,,,,,,shooting,,,,,,,,2.0,0.0,Siakam,1627783.0,,,,,,,,
197,PT09M02.00S,2025-03-02T22:45:19.2Z,2,REGULAR,substitution,out,[],1629659,,,1610612754,37,43,2025-03-02T22:45:43Z,1970000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612741.0,CHI,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,PT09M02.00S,2025-03-02T22:45:19.2Z,2,REGULAR,substitution,in,[],1641824,,,1610612754,37,43,2025-03-02T22:45:43Z,1980000,False,,,0,,SUB in: M. Buzelis,[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT09M02.00S,2025-03-02T22:45:42.0Z,2,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,37,43,2025-03-02T22:45:42Z,1990000,False,,,0,,MISS P. Siakam Free Throw 1 of 1,[1627783],1610612754.0,IND,,Siakam,P. Siakam,,,,Missed,,,,,,,,,,,,,,,,,,,,,,,,
200,PT09M01.00S,2025-03-02T22:45:43.0Z,2,REGULAR,rebound,offensive,[],1630174,,,1610612754,37,43,2025-03-02T22:45:44Z,2000000,False,,,0,,A. Nesmith REBOUND (Off:2 Def:1),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,,,,,,,,,,,,,199.0,3.0,1.0,2.0,,,,,,,,,,,,
201,PT08M58.00S,2025-03-02T22:45:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1627783,32.276609724047304,48.28431372549019,1610612754,37,43,2025-03-02T22:45:50Z,2010000,False,9.0,251.0,1,left,MISS P. Siakam 25' 3PT,[1627783],1610612754.0,IND,,Siakam,P. Siakam,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M55.00S,2025-03-02T22:45:49.3Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612741,37,43,2025-03-02T22:45:50Z,2020000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612741.0,CHI,,Smith,J. Smith,Above the Break 3,24+ Center,,,,,,,,,,,201.0,3.0,2.0,1.0,,,,,,,,,,,,
203,PT08M45.00S,2025-03-02T22:45:59.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641824,90.88370565045992,55.88235294117647,1610612741,37,43,2025-03-02T22:46:03Z,2030000,False,29.0,33.0,1,right,MISS M. Buzelis Layup,[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M41.00S,2025-03-02T22:46:03.4Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,37,43,2025-03-02T22:46:03Z,2040000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,Turner,M. Turner,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,203.0,3.0,3.0,0.0,,,,,,,,,,,,
205,PT08M34.00S,2025-03-02T22:46:09.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,54.41176470588235,1610612754,39,43,2025-03-02T22:46:13Z,2050000,False,-22.0,9.0,1,left,P. Siakam Layup (12 PTS),[1627783],1610612754.0,IND,,Siakam,P. Siakam,Restricted Area,0-8 Center,2.38,Made,12.0,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M34.00S,2025-03-02T22:46:16.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,39,43,2025-03-02T22:46:16Z,2070000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M34.00S,2025-03-02T22:48:19.6Z,2,REGULAR,substitution,out,[],1629632,,,1610612741,39,43,2025-03-02T22:48:43Z,2080000,False,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M34.00S,2025-03-02T22:48:19.6Z,2,REGULAR,substitution,in,[],1630581,,,1610612741,39,43,2025-03-02T22:48:43Z,2090000,False,,,0,,SUB in: J. Giddey,[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M24.00S,2025-03-02T22:49:20.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1641824,92.59198423127464,48.03921568627451,1610612741,39,45,2025-03-02T22:49:24Z,2100000,False,-10.0,17.0,1,right,M. Buzelis DUNK (7 PTS),[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Restricted Area,0-8 Center,1.97,Made,7.0,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M04.00S,2025-03-02T22:49:41.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,8.623521681997373,59.31372549019608,1610612754,41,45,2025-03-02T22:49:44Z,2110000,False,-47.0,29.0,1,left,T. McConnell turnaround fadeaway Jump Shot (5 PTS),[204456],1610612754.0,IND,,McConnell,T. McConnell,In The Paint (Non-RA),0-8 Center,5.47,Made,5.0,,,,turnaround fadeaway,,,,,,,,,,,,,,,,,,,
212,PT07M57.00S,2025-03-02T22:49:47.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630200,91.80354796320631,46.07843137254902,1610612741,41,47,2025-03-02T22:49:51Z,2120000,False,-20.0,25.0,1,right,T. Jones driving finger roll Layup (4 PTS) (J. Giddey 1 AST),"[1630200, 1630581]",1610612741.0,CHI,,Jones,T. Jones,Restricted Area,0-8 Center,3.14,Made,4.0,J. Giddey,1630581.0,1.0,driving finger roll,,,,,,,,,,,,,,,,,,,
214,PT07M38.00S,2025-03-02T22:50:06.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,10.5946123521682,48.28431372549019,1610612754,43,47,2025-03-02T22:50:09Z,2140000,False,9.0,47.0,1,left,A. Nesmith Layup (5 PTS),[1630174],1610612754.0,IND,,Nesmith,A. Nesmith,In The Paint (Non-RA),0-8 Center,4.79,Made,5.0,,,,,,,,,,,,,,,,,,,,,,,
215,PT07M31.00S,2025-03-02T22:50:18.3Z,2,REGULAR,foul,offensive,[],1630188,,,1610612741,43,47,2025-03-02T22:53:41Z,2150000,False,,,0,,J. Smith charge offensive FOUL (1 PF),"[1630188, 204456]",1610612741.0,CHI,2005.0,Smith,J. Smith,In The Paint (Non-RA),8-16 Left,,,,,,,charge,,,,,,,,1.0,0.0,McConnell,204456.0,,,,,,,,
217,PT07M31.00S,2025-03-02T22:50:18.3Z,2,REGULAR,turnover,offensive foul,[],1630188,,,1610612741,43,47,2025-03-02T22:50:18Z,2170000,False,,,0,,J. Smith offensive foul TURNOVER (1 TO),[1630188],1610612741.0,CHI,2005.0,Smith,J. Smith,In The Paint (Non-RA),8-16 Left,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
218,PT07M31.00S,2025-03-02T22:50:26.9Z,2,REGULAR,substitution,out,[],204456,,,1610612754,43,47,2025-03-02T22:50:40Z,2180000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M31.00S,2025-03-02T22:50:26.9Z,2,REGULAR,substitution,out,[],1641763,,,1610612754,43,47,2025-03-02T22:50:40Z,2190000,False,,,0,,SUB out: J. Phillips,[1641763],1610612741.0,CHI,,Phillips,J. Phillips,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M31.00S,2025-03-02T22:50:26.9Z,2,REGULAR,substitution,in,[],1630169,,,1610612754,43,47,2025-03-02T22:50:40Z,2200000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M31.00S,2025-03-02T22:50:26.9Z,2,REGULAR,substitution,in,[],1631207,,,1610612754,43,47,2025-03-02T22:50:40Z,2210000,False,,,0,,SUB in: D. Terry,[1631207],1610612741.0,CHI,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M21.00S,2025-03-02T22:50:49.3Z,2,REGULAR,foul,offensive,[],1630174,,,1610612754,43,47,2025-03-02T22:53:31Z,2220000,False,,,0,,A. Nesmith offensive FOUL (1 PF),"[1630174, 1630200]",1610612754.0,IND,202056.0,Nesmith,A. Nesmith,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,0.0,Jones,1630200.0,,,,,,,,
224,PT07M21.00S,2025-03-02T22:50:49.3Z,2,REGULAR,turnover,offensive foul,[],1630174,,,1610612754,43,47,2025-03-02T22:50:49Z,2240000,False,,,0,,A. Nesmith offensive foul TURNOVER (1 TO),[1630174],1610612754.0,IND,202056.0,Nesmith,A. Nesmith,In The Paint (Non-RA),8-16 Center,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
225,PT07M21.00S,2025-03-02T22:50:58.6Z,2,REGULAR,substitution,out,[],1630188,,,1610612741,43,47,2025-03-02T22:51:00Z,2250000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M21.00S,2025-03-02T22:50:58.6Z,2,REGULAR,substitution,in,[],1628380,,,1610612741,43,47,2025-03-02T22:51:00Z,2260000,False,,,0,,SUB in: Z. Collins,[1628380],1610612741.0,CHI,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M08.00S,2025-03-02T22:51:21.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630581,88.51839684625493,27.205882352941174,1610612741,43,49,2025-03-02T22:51:27Z,2270000,False,-114.0,55.0,1,right,J. Giddey 12' driving floating bank Jump Shot (3 PTS) (Z. Collins 2 AST),"[1630581, 1628380]",1610612741.0,CHI,,Giddey,J. Giddey,Mid-Range,8-16 Left,12.67,Made,3.0,Z. Collins,1628380.0,2.0,driving floating bank,,,,,,,,,,,,,,,,,,,
228,PT06M47.00S,2025-03-02T22:51:41.1Z,2,REGULAR,3pt,Jump Shot,[],1630174,7.046649145860711,4.901960784313726,1610612754,46,49,2025-03-02T22:51:44Z,2280000,False,225.0,14.0,1,left,A. Nesmith 3PT  (8 PTS) (A. Nembhard 3 AST),"[1630174, 1629614]",1610612754.0,IND,,Nesmith,A. Nesmith,Right Corner 3,24+ Right,22.59,Made,8.0,A. Nembhard,1629614.0,3.0,,,,,,,,,,,,,,,,,,,,
230,PT06M22.00S,2025-03-02T22:52:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631207,92.19776609724047,56.127450980392155,1610612741,46,49,2025-03-02T22:52:09Z,2300000,False,31.0,21.0,1,right,MISS D. Terry Layup,[1631207],1610612741.0,CHI,,Terry,D. Terry,Restricted Area,0-8 Center,3.7,Missed,,,,,,,,,,,,,,,,,,,,,,,,
231,PT06M21.00S,2025-03-02T22:52:06.7Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,46,49,2025-03-02T22:52:21Z,2310000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,Turner,M. Turner,Restricted Area,0-8 Center,,,,,,,,,,,230.0,4.0,4.0,0.0,,,,,,,,,,,,
232,PT06M14.00S,2025-03-02T22:52:14.0Z,2,REGULAR,3pt,Jump Shot,[],1626167,30.436925098554536,38.970588235294116,1610612754,46,49,2025-03-02T22:52:18Z,2320000,False,55.0,234.0,1,left,MISS M. Turner 24' 3PT,[1626167],1610612754.0,IND,,Turner,M. Turner,Above the Break 3,24+ Center,24.0,Missed,,,,,,,,,,,,,,,,,,,,,,,,
233,PT06M12.00S,2025-03-02T22:52:16.0Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,46,49,2025-03-02T22:52:18Z,2330000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:3),[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Above the Break 3,24+ Center,,,,,,,,,,,232.0,3.0,3.0,0.0,,,,,,,,,,,,
234,PT05M52.00S,2025-03-02T22:52:35.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,82.60512483574244,52.69607843137255,1610612741,46,49,2025-03-02T22:56:43Z,2340000,False,13.0,111.0,1,right,MISS J. Giddey 11' fadeaway Shot,[1630581],1610612741.0,CHI,,Giddey,J. Giddey,In The Paint (Non-RA),8-16 Center,11.18,Missed,,,,,fadeaway,,,,,,,,,,,,,,,,,,,
235,PT05M49.00S,2025-03-02T22:52:38.9Z,2,REGULAR,rebound,offensive,[],1630581,,,1610612741,46,49,2025-03-02T22:52:41Z,2350000,False,,,0,,J. Giddey REBOUND (Off:1 Def:1),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,234.0,2.0,1.0,1.0,,,,,,,,,,,,
236,PT05M44.00S,2025-03-02T22:52:44.3Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631207,89.96386333771353,42.64705882352941,1610612741,46,51,2025-03-02T22:57:38Z,2360000,False,-37.0,42.0,1,right,D. Terry driving Hook (2 PTS) (M. Buzelis 2 AST),"[1631207, 1641824]",1610612741.0,CHI,,Terry,D. Terry,In The Paint (Non-RA),0-8 Center,5.57,Made,2.0,M. Buzelis,1641824.0,2.0,driving,,,,,,,,,,,,,,,,,,,
237,PT05M31.00S,2025-03-02T22:52:56.6Z,2,REGULAR,3pt,Jump Shot,[],1630169,35.56176084099869,35.294117647058826,1610612754,49,51,2025-03-02T22:53:00Z,2370000,False,74.0,282.0,1,left,T. Haliburton 29' 3PT pullup (8 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Above the Break 3,24+ Center,29.12,Made,8.0,,,,pullup,,,,,,,,,,,,,,,,,,,
238,PT05M18.00S,2025-03-02T22:53:15.5Z,2,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612741,49,51,2025-03-02T22:53:22Z,2380000,False,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Giddey 2 FT),"[1630174, 1630581]",1610612754.0,IND,203591.0,Nesmith,A. Nesmith,In The Paint (Non-RA),0-8 Center,,,,,,,shooting,,,,,,,,2.0,0.0,Giddey,1630581.0,,,,,,,,
240,PT05M18.00S,2025-03-02T22:53:40.4Z,2,REGULAR,freethrow,1 of 2,[],1630581,,,1610612741,49,52,2025-03-02T22:53:40Z,2400000,False,,,0,,J. Giddey Free Throw 1 of 2 (4 PTS),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,Made,4.0,,,,,,,,,,,,,,,,,,,,,,,
241,PT05M18.00S,2025-03-02T22:53:41.1Z,2,REGULAR,substitution,out,[],1626167,,,1610612741,49,52,2025-03-02T22:53:46Z,2410000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT05M18.00S,2025-03-02T22:53:41.1Z,2,REGULAR,substitution,in,[],1628418,,,1610612741,49,52,2025-03-02T22:53:46Z,2420000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M18.00S,2025-03-02T22:53:56.5Z,2,REGULAR,freethrow,2 of 2,[],1630581,,,1610612741,49,53,2025-03-02T22:53:56Z,2430000,False,,,0,,J. Giddey Free Throw 2 of 2 (5 PTS),[1630581],1610612741.0,CHI,,Giddey,J. Giddey,,,,Made,5.0,,,,,,,,,,,,,,,,,,,,,,,
245,PT04M54.00S,2025-03-02T22:54:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630169,21.369908015768726,9.558823529411764,1610612754,52,53,2025-03-02T22:54:24Z,2440000,False,202.0,148.0,1,left,T. Haliburton 25' 3PT step back (11 PTS),[1630169],1610612754.0,IND,,Haliburton,T. Haliburton,Above the Break 3,24+ Right Center,25.08,Made,11.0,,,,step back,,,,,,,,,,,,,,,,,,,
247,PT04M46.00S,2025-03-02T22:54:32.4Z,2,REGULAR,substitution,out,[],1630200,,,1610612741,52,53,2025-03-02T22:54:36Z,2460000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT04M46.00S,2025-03-02T22:54:32.4Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,52,53,2025-03-02T22:54:36Z,2470000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT04M42.00S,2025-03-02T22:54:48.6Z,2,REGULAR,3pt,Jump Shot,[],1631207,93.51182654402102,2.2058823529411766,1610612741,52,53,2025-03-02T22:54:52Z,2480000,False,-239.0,8.0,1,right,MISS D. Terry 3PT,[1631207],1610612741.0,CHI,,Terry,D. Terry,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,,,,,,,
250,PT04M39.00S,2025-03-02T22:54:51.6Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,52,53,2025-03-02T22:54:52Z,2490000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:1),[1629614],1610612754.0,IND,,Nembhard,A. Nembhard,Left Corner 3,24+ Left,,,,,,,,,,,249.0,1.0,1.0,0.0,,,,,,,,,,,,
251,PT04M36.00S,2025-03-02T22:54:54.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630169,5.469776609724048,53.67647058823529,1610612754,52,53,2025-03-02T22:55:00Z,2500000,False,-18.0,-1.0,1,left,MISS T. Haliburton running reverse Layup - blocked,"[1630169, 1641824]",1610612754.0,IND,,Haliburton,T. Haliburton,Restricted Area,0-8 Center,1.84,Missed,,,,,running reverse,,,,,,,,,,,,Buzelis,1641824.0,,,,,,
252,PT04M36.00S,2025-03-02T22:54:54.7Z,2,REGULAR,block,,[],1641824,,,1610612754,52,53,2025-03-02T22:54:56Z,2510000,False,,,0,,M. Buzelis BLOCK (1 BLK),[1641824],1610612741.0,CHI,,Buzelis,M. Buzelis,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M33.00S,2025-03-02T22:54:57.7Z,2,REGULAR,rebound,defensive,[],1629632,,,1610612741,52,53,2025-03-02T22:55:00Z,2520000,False,,,0,,C. White REBOUND (Off:0 Def:3),[1629632],1610612741.0,CHI,,White,C. White,Restricted Area,0-8 Center,,,,,,,,,,,251.0,3.0,3.0,0.0,,,,,,,,,,,,
254,PT04M11.00S,2025-03-02T22:55:18.9Z,2,REGULAR,3pt,Jump Shot,[],1628380,70.38436268068331,24.509803921568626,1610612741,52,56,2025-03-02T22:55:22Z,2530000,False,-127.0,226.0,1,right,Z. Collins 25' 3PT  (7 PTS) (J. Giddey 2 AST),"[1628380, 1630581]",1610612741.0,CHI,,Collins,Z. Collins,Above the Break 3,24+ Left Center,25.94,Made,7.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,,,,,,,
