actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-02-27T00:12:26.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-02-27T00:12:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-02-27T00:12:28.2Z,1,REGULAR,jumpball,recovered,[],1629628,,,1610612761,0,0,2025-02-27T00:12:28Z,40000,False,,,0,,Jump Ball J. Poeltl vs. M. Turner: Tip to R. Barrett,"[1629628, 1627751, 1626167]",1610612761.0,TOR,startperiod,R. Barrett,1629628.0,Barrett,R. Barrett,Poeltl,1627751.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-02-27T00:12:43.8Z,1,REGULAR,2pt,Jump Shot,[],1630534,93.9060446780552,24.264705882352942,1610612761,0,0,2025-02-27T00:12:48Z,70000,False,-129.0,5.0,1,right,MISS O. Agbaji 12' turnaround fadeaway Shot,[1630534],1610612761.0,TOR,turnaround fadeaway,,,Agbaji,O. Agbaji,,,,,Mid-Range,8-16 Left,12.88,Missed,,,,,,,,,,,,,,,,,,
8,PT11M40.00S,2025-02-27T00:12:46.8Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,0,2025-02-27T00:12:48Z,80000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2025-02-27T00:12:57.5Z,1,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,0,0,2025-02-27T00:13:01Z,90000,False,,,0,,T. Haliburton bad pass out-of-bounds TURNOVER (1 TO),[1630169],1610612754.0,IND,bad pass,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,1627964.0,1.0,,,,,,,,,,,,
10,PT11M25.00S,2025-02-27T00:13:13.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630534,87.59855453350855,95.58823529411765,1610612761,0,3,2025-02-27T00:13:18Z,100000,False,228.0,64.0,1,right,O. Agbaji 3PT  (3 PTS) (I. Quickley 1 AST),"[1630534, 1630193]",1610612761.0,TOR,,,,Agbaji,O. Agbaji,,,,,Right Corner 3,24+ Right,23.67,Made,,,,,,,3.0,I. Quickley,1630193.0,1.0,,,,,,,,
12,PT11M14.00S,2025-02-27T00:13:23.4Z,1,REGULAR,3pt,Jump Shot,[],1626167,36.61300919842313,29.166666666666668,1610612754,3,3,2025-02-27T00:13:27Z,120000,False,104.0,292.0,1,left,M. Turner 30' 3PT  (3 PTS) (T. Haliburton 1 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,30.98,Made,,,,,,,3.0,T. Haliburton,1630169.0,1.0,,,,,,,,
14,PT10M56.00S,2025-02-27T00:13:41.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630193,94.1688567674113,52.450980392156865,1610612761,3,5,2025-02-27T00:13:44Z,140000,False,12.0,2.0,1,right,I. Quickley driving finger roll Layup (2 PTS),[1630193],1610612761.0,TOR,driving finger roll,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,,,2.0,,,,,,,,,,,
15,PT10M44.00S,2025-02-27T00:13:54.0Z,1,REGULAR,3pt,Jump Shot,[],1630169,34.247700394218136,64.4607843137255,1610612754,6,5,2025-02-27T00:13:58Z,150000,False,-72.0,269.0,1,left,T. Haliburton 27' 3PT step back (3 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,27.89,Made,,,,,,,3.0,,,,,,,,,,,
16,PT10M28.00S,2025-02-27T00:14:09.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630193,90.75229960578186,52.94117647058824,1610612761,6,7,2025-02-27T00:14:12Z,160000,False,15.0,34.0,1,right,I. Quickley floating Jump Shot (4 PTS) (J. Poeltl 1 AST),"[1630193, 1627751]",1610612761.0,TOR,floating,,,Quickley,I. Quickley,,,,,Restricted Area,0-8 Center,3.74,Made,,,,,,,4.0,J. Poeltl,1627751.0,1.0,,,,,,,,
18,PT10M27.00S,2025-02-27T00:14:13.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,6,7,2025-02-27T00:14:13Z,180000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M19.00S,2025-02-27T00:17:17.7Z,1,REGULAR,turnover,out-of-bounds,[],1630174,,,1610612754,6,7,2025-02-27T00:17:22Z,190000,False,,,0,,A. Nesmith step out-of-bounds TURNOVER (1 TO),[1630174],1610612754.0,IND,step,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,,,,,,,1627964.0,1.0,,,,,,,,,,,,
20,PT10M03.00S,2025-02-27T00:17:42.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627751,93.24901445466492,51.71568627450981,1610612761,6,9,2025-02-27T00:17:48Z,200000,False,9.0,11.0,1,right,J. Poeltl driving finger roll Layup (2 PTS) (G. Dick 1 AST),"[1627751, 1641711]",1610612761.0,TOR,driving finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.4,Made,,,,,,,2.0,G. Dick,1641711.0,1.0,,,,,,,,
22,PT09M56.00S,2025-02-27T00:17:52.1Z,1,REGULAR,foul,offensive,[],1630174,,,1610612754,6,9,2025-02-27T00:18:01Z,220000,False,,,0,,A. Nesmith charge offensive FOUL (1 PF),"[1630174, 1641711]",1610612754.0,IND,charge,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,,1.0,0.0,Dick,1641711.0,,,,
24,PT09M56.00S,2025-02-27T00:17:52.1Z,1,REGULAR,turnover,offensive foul,[],1630174,,,1610612754,6,9,2025-02-27T00:17:52Z,240000,False,,,0,,A. Nesmith offensive foul TURNOVER (2 TO),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,2.0,,,,,,,,,,,,
