actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
17,PT10M45.00S,2025-03-20T23:12:14.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627783,90.48948751642575,34.31372549019608,1610612754,0,3,2025-03-20T23:13:01Z,170000,False,-78.0,37.0,1,right,MISS P. Siakam 8' running Layup,[1627783],1610612754.0,IND,running,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Left,8.66,Missed,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2025-03-20T23:12:17.5Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,0,3,2025-03-20T23:12:23Z,180000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,
19,PT10M33.00S,2025-03-20T23:12:25.4Z,1,REGULAR,3pt,Jump Shot,[],1630592,15.193823915900131,3.1862745098039214,1610612751,0,3,2025-03-20T23:12:30Z,190000,False,234.0,90.0,1,left,MISS J. Wilson 25' 3PT,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,Above the Break 3,24+ Right,25.09,Missed,,,,,,,,,,,,,,,,,,
20,PT10M30.00S,2025-03-20T23:12:28.4Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,3,2025-03-20T23:12:30Z,200000,False,,,0,,P. Siakam REBOUND (Off:0 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,
24,PT10M26.00S,2025-03-20T23:12:40.3Z,1,REGULAR,turnover,out-of-bounds,[],1629614,,,1610612754,0,3,2025-03-20T23:14:27Z,215000,False,,,0,,A. Nembhard lost ball out-of-bounds TURNOVER (1 TO),[1629614],1610612754.0,IND,lost ball,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1146.0,1.0,,,,,,
22,PT10M26.00S,2025-03-20T23:12:46.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,0,3,2025-03-20T23:14:21Z,220000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT10M09.00S,2025-03-20T23:16:07.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630553,7.046649145860711,3.431372549019608,1610612751,0,3,2025-03-20T23:16:12Z,240000,False,233.0,14.0,1,left,MISS K. Johnson 3PT,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,23.32,Missed,,,,,,,,,,,,,,,,,,
26,PT10M06.00S,2025-03-20T23:16:10.6Z,1,REGULAR,rebound,defensive,[],1627783,,,1610612754,0,3,2025-03-20T23:16:12Z,250000,False,,,0,,P. Siakam REBOUND (Off:0 Def:2),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,,,,,,,,,25.0,2.0,2.0,0.0,,,,,,,,
28,PT09M57.00S,2025-03-20T23:16:19.1Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,0,3,2025-03-20T23:16:25Z,270000,False,,,0,,P. Siakam bad pass TURNOVER (1 TO),"[1627783, 1630533]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Williams,1630533.0,,,,
29,PT09M57.00S,2025-03-20T23:16:19.1Z,1,REGULAR,steal,,[],1630533,,,1610612751,0,3,2025-03-20T23:16:21Z,280000,False,,,0,,Z. Williams STEAL (1 STL),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
30,PT09M53.00S,2025-03-20T23:16:22.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630533,5.863994743758213,51.470588235294116,1610612751,0,5,2025-03-20T23:16:28Z,290000,False,-7.0,3.0,1,left,Z. Williams running DUNK (2 PTS),[1630533],1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,0.78,Made,2.0,,,,,,,,,,,,,,,,,
31,PT09M47.00S,2025-03-20T23:16:29.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629614,93.9060446780552,55.63725490196079,1610612754,2,5,2025-03-20T23:16:32Z,300000,False,28.0,5.0,1,right,A. Nembhard driving finger roll Layup (2 PTS),[1629614],1610612754.0,IND,driving finger roll,,,Nembhard,A. Nembhard,,,,,Restricted Area,0-8 Center,2.86,Made,2.0,,,,,,,,,,,,,,,,,
32,PT09M24.00S,2025-03-20T23:16:53.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,7.5722733245729295,50.245098039215684,1610612751,2,7,2025-03-20T23:17:03Z,310000,False,-1.0,19.0,1,left,N. Claxton alley-oop DUNK (2 PTS) (K. Johnson 1 AST),"[1629651, 1630553]",1610612751.0,BKN,alley-oop,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.87,Made,2.0,K. Johnson,1630553.0,1.0,,,,,,,,,,,,,,
34,PT09M03.00S,2025-03-20T23:17:12.0Z,1,REGULAR,2pt,Jump Shot,[],1626167,77.7431011826544,45.09803921568628,1610612754,4,7,2025-03-20T23:17:15Z,330000,False,-25.0,157.0,1,right,M. Turner 15' Jump Shot (2 PTS) (B. Mathurin 1 AST),"[1626167, 1631097]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Center,15.86,Made,2.0,B. Mathurin,1631097.0,1.0,,,,,,,,,,,,,,
36,PT08M48.00S,2025-03-20T23:17:27.4Z,1,REGULAR,2pt,Jump Shot,[],1626156,18.084756898817346,68.62745098039215,1610612751,4,7,2025-03-20T23:17:52Z,350000,False,-93.0,117.0,1,left,MISS D. Russell 14' driving floating Shot,[1626156],1610612751.0,BKN,driving floating,,,Russell,D. Russell,,,,,Mid-Range,8-16 Left,14.99,Missed,,,,,,,,,,,,,,,,,,
37,PT08M46.00S,2025-03-20T23:17:29.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,4,7,2025-03-20T23:17:31Z,360000,False,,,0,,M. Turner REBOUND (Off:0 Def:2),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,,,,,,36.0,2.0,2.0,0.0,,,,,,,,
38,PT08M40.00S,2025-03-20T23:17:36.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629614,85.10183968462549,34.068627450980394,1610612754,4,7,2025-03-20T23:17:40Z,370000,False,-80.0,88.0,1,right,MISS A. Nembhard 11' running pullup Shot,[1629614],1610612754.0,IND,running pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Left,11.84,Missed,,,,,,,,,,,,,,,,,,
39,PT08M38.00S,2025-03-20T23:17:38.2Z,1,REGULAR,rebound,defensive,[],1630533,,,1610612751,4,7,2025-03-20T23:17:40Z,380000,False,,,0,,Z. Williams REBOUND (Off:0 Def:2),[1630533],1610612751.0,BKN,,,,Williams,Z. Williams,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,
40,PT08M30.00S,2025-03-20T23:17:46.8Z,1,REGULAR,3pt,Jump Shot,[],1626156,6.915243101182654,94.36274509803921,1610612751,4,7,2025-03-20T23:17:52Z,390000,False,-222.0,13.0,1,left,MISS D. Russell 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Left Corner 3,24+ Left,22.22,Missed,,,,,,,,,,,,,,,,,,
41,PT08M28.00S,2025-03-20T23:17:48.8Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,4,7,2025-03-20T23:17:52Z,400000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,40.0,,,,,,,,,,,
43,PT08M26.00S,2025-03-20T23:18:09.4Z,1,REGULAR,foul,personal,[],1630553,,,1610612754,4,7,2025-03-20T23:18:17Z,420000,False,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1629614]",1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1179.0,,,,1.0,0.0,Nembhard,1629614.0
45,PT08M26.00S,2025-03-20T23:18:17.0Z,1,REGULAR,substitution,out,[],1630553,,,1610612754,4,7,2025-03-20T23:18:23Z,440000,False,,,0,,SUB out: K. Johnson,[1630553],1610612751.0,BKN,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M26.00S,2025-03-20T23:18:17.0Z,1,REGULAR,substitution,in,[],1631213,,,1610612754,4,7,2025-03-20T23:18:23Z,450000,False,,,0,,SUB in: T. Martin,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M15.00S,2025-03-20T23:18:38.9Z,1,REGULAR,foul,personal,[],1626156,,,1610612754,4,7,2025-03-20T23:19:03Z,460000,False,,,0,,D. Russell personal FOUL (1 PF),"[1626156, 1626167]",1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1179.0,,,,1.0,0.0,Turner,1626167.0
49,PT08M08.00S,2025-03-20T23:19:04.2Z,1,REGULAR,3pt,Jump Shot,[],1631097,68.01905387647832,28.186274509803923,1610612754,4,7,2025-03-20T23:19:08Z,480000,False,-109.0,248.0,1,right,MISS B. Mathurin 27' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.1,Missed,,,,,,,,,,,,,,,,,,
50,PT08M04.00S,2025-03-20T23:19:08.2Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,4,7,2025-03-20T23:19:08Z,490000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,49.0,1.0,1.0,0.0,,,,,,,,
51,PT07M56.00S,2025-03-20T23:19:15.8Z,1,REGULAR,3pt,Jump Shot,[],1631213,7.30946123521682,1.4705882352941175,1610612751,4,7,2025-03-20T23:19:20Z,500000,False,243.0,16.0,1,left,MISS T. Martin 24' 3PT,[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,Right Corner 3,24+ Right,24.31,Missed,,,,,,,,,,,,,,,,,,
52,PT07M54.00S,2025-03-20T23:19:17.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,4,7,2025-03-20T23:19:20Z,510000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,,,,,,,,,51.0,2.0,1.0,1.0,,,,,,,,
53,PT07M49.00S,2025-03-20T23:19:24.1Z,1,REGULAR,2pt,Jump Shot,[],1629614,82.34231274638634,75.49019607843137,1610612754,4,7,2025-03-20T23:19:57Z,520000,False,127.0,113.0,1,right,MISS A. Nembhard 17' pullup Shot,[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,Mid-Range,16-24 Right Center,17.07,Missed,,,,,,,,,,,,,,,,,,
54,PT07M45.00S,2025-03-20T23:19:28.1Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,4,7,2025-03-20T23:19:29Z,530000,False,,,0,,N. Claxton REBOUND (Off:0 Def:2),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,53.0,2.0,2.0,0.0,,,,,,,,
55,PT07M39.00S,2025-03-20T23:19:34.9Z,1,REGULAR,foul,personal,[],1629614,,,1610612751,4,7,2025-03-20T23:19:42Z,540000,False,,,0,,A. Nembhard personal FOUL (1 PF),"[1629614, 1626156]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1146.0,,,,1.0,0.0,Russell,1626156.0
57,PT07M32.00S,2025-03-20T23:20:00.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626156,12.302890932982917,40.931372549019606,1610612751,4,7,2025-03-20T23:20:03Z,560000,False,45.0,63.0,1,left,MISS D. Russell 7' driving Layup,[1626156],1610612751.0,BKN,driving,,,Russell,D. Russell,,,,,In The Paint (Non-RA),0-8 Center,7.77,Missed,,,,,,,,,,,,,,,,,,
58,PT07M29.00S,2025-03-20T23:20:03.6Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,4,7,2025-03-20T23:20:03Z,570000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:1),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
59,PT07M26.00S,2025-03-20T23:20:06.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,93.51182654402102,51.71568627450981,1610612754,6,7,2025-03-20T23:20:12Z,580000,False,9.0,8.0,1,right,B. Mathurin running finger roll Layup (2 PTS) (P. Siakam 1 AST),"[1631097, 1627783]",1610612754.0,IND,running finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,1.21,Made,2.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,,,
61,PT07M13.00S,2025-03-20T23:20:19.4Z,1,REGULAR,3pt,Jump Shot,[],1626156,17.296320630749015,4.6568627450980395,1610612751,6,7,2025-03-20T23:20:23Z,600000,False,227.0,110.0,1,left,MISS D. Russell 25' 3PT,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.2,Missed,,,,,,,,,,,,,,,,,,
62,PT07M10.00S,2025-03-20T23:20:22.4Z,1,REGULAR,rebound,defensive,[],1631097,,,1610612754,6,7,2025-03-20T23:20:23Z,610000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:2),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,61.0,2.0,2.0,0.0,,,,,,,,
63,PT07M03.00S,2025-03-20T23:20:29.4Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,6,7,2025-03-20T23:20:32Z,620000,False,,,0,,M. Turner lost ball TURNOVER (1 TO),"[1626167, 1631213]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,1.0,Martin,1631213.0,,,,
64,PT07M03.00S,2025-03-20T23:20:29.4Z,1,REGULAR,steal,,[],1631213,,,1610612751,6,7,2025-03-20T23:20:31Z,630000,False,,,0,,T. Martin STEAL (1 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
65,PT06M58.00S,2025-03-20T23:20:34.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626156,18.74178712220762,6.372549019607843,1610612751,6,7,2025-03-20T23:20:39Z,640000,False,218.0,124.0,1,left,MISS D. Russell 25' running 3PT,[1626156],1610612751.0,BKN,running,,,Russell,D. Russell,,,,,Above the Break 3,24+ Right Center,25.07,Missed,,,,,,,,,,,,,,,,,,
66,PT06M55.00S,2025-03-20T23:20:37.4Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,6,7,2025-03-20T23:20:39Z,650000,False,,,0,,M. Turner REBOUND (Off:0 Def:3),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,65.0,3.0,3.0,0.0,,,,,,,,
67,PT06M50.00S,2025-03-20T23:20:43.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,91.27792378449409,46.07843137254902,1610612754,8,7,2025-03-20T23:22:37Z,660000,False,-20.0,29.0,1,right,P. Siakam driving Layup (2 PTS) (A. Nembhard 1 AST),"[1627783, 1629614]",1610612754.0,IND,driving,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.54,Made,2.0,A. Nembhard,1629614.0,1.0,,,,,,,,,,,,,,
69,PT06M50.00S,2025-03-20T23:20:46.0Z,1,REGULAR,foul,personal,['1freethrow'],1626156,,,1610612754,8,7,2025-03-20T23:20:53Z,680000,False,,,0,,D. Russell shooting personal FOUL (2 PF) (Siakam 1 FT),"[1626156, 1627783]",1610612751.0,BKN,shooting,,,Russell,D. Russell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1179.0,,,,2.0,0.0,Siakam,1627783.0
71,PT06M50.00S,2025-03-20T23:21:04.8Z,1,REGULAR,substitution,out,[],1626156,,,1610612754,8,7,2025-03-20T23:21:12Z,700000,False,,,0,,SUB out: D. Russell,[1626156],1610612751.0,BKN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,,
72,PT06M50.00S,2025-03-20T23:21:04.8Z,1,REGULAR,substitution,in,[],1630570,,,1610612754,8,7,2025-03-20T23:21:12Z,710000,False,,,0,,SUB in: T. Watford,[1630570],1610612751.0,BKN,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2025-03-20T23:21:31.2Z,1,REGULAR,freethrow,1 of 1,[],1627783,,,1610612754,9,7,2025-03-20T23:21:31Z,720000,False,,,0,,P. Siakam Free Throw 1 of 1 (3 PTS),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
74,PT06M33.00S,2025-03-20T23:21:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630570,7.5722733245729295,55.392156862745104,1610612751,9,9,2025-03-20T23:21:55Z,730000,False,-27.0,19.0,1,left,T. Watford driving Layup (2 PTS),[1630570],1610612751.0,BKN,driving,,,Watford,T. Watford,,,,,Restricted Area,0-8 Center,3.28,Made,2.0,,,,,,,,,,,,,,,,,
75,PT06M16.00S,2025-03-20T23:22:08.7Z,1,REGULAR,turnover,lost ball,[],1626167,,,1610612754,9,9,2025-03-20T23:22:11Z,740000,False,,,0,,M. Turner lost ball TURNOVER (2 TO),"[1626167, 1631213]",1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Martin,1631213.0,,,,
76,PT06M16.00S,2025-03-20T23:22:08.7Z,1,REGULAR,steal,,[],1631213,,,1610612751,9,9,2025-03-20T23:22:10Z,750000,False,,,0,,T. Martin STEAL (2 STL),[1631213],1610612751.0,BKN,,,,Martin,T. Martin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
77,PT06M12.00S,2025-03-20T23:22:12.2Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630533,5.601182654402102,50.0,1610612751,9,11,2025-03-20T23:24:08Z,760000,False,0.0,0.0,1,left,Z. Williams running DUNK (4 PTS) (T. Martin 1 AST),"[1630533, 1631213]",1610612751.0,BKN,running,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,0.02,Made,4.0,T. Martin,1631213.0,1.0,,,,,,,,,,,,,,
79,PT06M11.00S,2025-03-20T23:22:16.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,9,11,2025-03-20T23:22:16Z,780000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M11.00S,2025-03-20T23:24:48.6Z,1,REGULAR,substitution,out,[],1627783,,,1610612754,9,11,2025-03-20T23:25:03Z,790000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M11.00S,2025-03-20T23:24:48.6Z,1,REGULAR,substitution,in,[],1630167,,,1610612754,9,11,2025-03-20T23:25:03Z,800000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M57.00S,2025-03-20T23:25:35.0Z,1,REGULAR,foul,personal,['2freethrow'],1630592,,,1610612754,9,11,2025-03-20T23:25:39Z,810000,False,,,0,,J. Wilson shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1630592, 1630174]",1610612751.0,BKN,shooting,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1146.0,,,,1.0,0.0,Nesmith,1630174.0
84,PT05M57.00S,2025-03-20T23:26:07.1Z,1,REGULAR,freethrow,1 of 2,[],1630174,,,1610612754,10,11,2025-03-20T23:26:07Z,830000,False,,,0,,A. Nesmith Free Throw 1 of 2 (1 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
85,PT05M57.00S,2025-03-20T23:26:24.5Z,1,REGULAR,freethrow,2 of 2,[],1630174,,,1610612754,11,11,2025-03-20T23:26:24Z,840000,False,,,0,,A. Nesmith Free Throw 2 of 2 (2 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
86,PT05M39.00S,2025-03-20T23:26:49.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,8.754927726675426,57.59803921568627,1610612751,11,11,2025-03-20T23:26:53Z,850000,False,-38.0,30.0,1,left,MISS N. Claxton driving Layup,[1629651],1610612751.0,BKN,driving,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,4.83,Missed,,,,,,,,,,,,,,,,,,
87,PT05M35.00S,2025-03-20T23:26:53.3Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,11,11,2025-03-20T23:28:37Z,860000,False,,,0,,M. Turner REBOUND (Off:0 Def:4),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,86.0,4.0,4.0,0.0,,,,,,,,
