actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2025-01-19T00:11:00.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-01-19T00:11:00Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2025-01-19T00:11:03.6Z,1,REGULAR,jumpball,recovered,[],1630178,,,1610612755,0,0,2025-01-19T00:11:03Z,40000,False,,,0,,Jump Ball A. Drummond vs. M. Turner: Tip to T. Maxey,"[1630178, 203083, 1626167]",1610612755.0,PHI,startperiod,T. Maxey,1630178.0,Maxey,T. Maxey,Drummond,203083.0,Turner,1626167.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2025-01-19T00:11:16.5Z,1,REGULAR,3pt,Jump Shot,[],1626162,9.411957950065702,1.9607843137254901,1610612755,0,3,2025-01-19T00:11:20Z,70000,False,240.0,36.0,1,left,K. Oubre Jr. 24' 3PT  (3 PTS) (E. Gordon 1 AST),"[1626162, 201569]",1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,24.29,Made,3.0,E. Gordon,201569.0,1.0,,,,,,,,,,,,,,
9,PT11M22.00S,2025-01-19T00:11:37.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,91.93495400788436,53.92156862745098,1610612754,0,3,2025-01-19T00:11:41Z,90000,False,20.0,23.0,1,right,MISS T. Haliburton driving finger roll Layup,[1630169],1610612754.0,IND,driving finger roll,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,3.04,Missed,,,,,,,,,,,,,,,,,,
10,PT11M21.00S,2025-01-19T00:11:38.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,0,3,2025-01-19T00:11:41Z,100000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,9.0,,,,,,,,,,,,,
12,PT11M19.00S,2025-01-19T00:12:08.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,90.48948751642575,45.34313725490196,1610612754,0,3,2025-01-19T00:12:12Z,120000,False,-23.0,37.0,1,right,MISS P. Siakam driving finger roll Layup,[1627783],1610612754.0,IND,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,,,,
13,PT11M17.00S,2025-01-19T00:12:10.3Z,1,REGULAR,rebound,offensive,[],1630169,,,1610612754,0,3,2025-01-19T00:12:12Z,130000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:0),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,12.0,1.0,0.0,1.0,,,,,,,,,,
14,PT11M15.00S,2025-01-19T00:12:12.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626167,65.25952693823915,37.745098039215684,1610612754,0,3,2025-01-19T00:12:16Z,140000,False,-61.0,274.0,1,right,MISS M. Turner 28' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,28.09,Missed,,,,,,,,,,,,,,,,,,
15,PT11M11.00S,2025-01-19T00:12:16.7Z,1,REGULAR,rebound,defensive,[],203083,,,1610612755,0,3,2025-01-19T00:12:20Z,150000,False,,,0,,A. Drummond REBOUND (Off:0 Def:1),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Above the Break 3,24+ Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M54.00S,2025-01-19T00:12:32.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203083,6.783837056504599,60.78431372549019,1610612755,0,3,2025-01-19T00:12:36Z,160000,False,-54.0,11.0,1,left,MISS A. Drummond turnaround Hook,[203083],1610612755.0,PHI,turnaround,,,Drummond,A. Drummond,,,,,In The Paint (Non-RA),0-8 Center,5.51,Missed,,,,,,,,,,,,,,,,,,
17,PT10M52.00S,2025-01-19T00:12:34.7Z,1,REGULAR,rebound,defensive,[],1626167,,,1610612754,0,3,2025-01-19T00:12:36Z,170000,False,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,16.0,1.0,1.0,0.0,,,,,,,,,,
18,PT10M48.00S,2025-01-19T00:12:42.7Z,1,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612754,0,3,2025-01-19T00:12:49Z,180000,False,,,0,,K. Oubre Jr. shooting personal FOUL (1 PF) (Siakam 2 FT),"[1626162, 1627783]",1610612755.0,PHI,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,200834.0,1.0,0.0,Siakam,1627783.0,,,,,
20,PT10M48.00S,2025-01-19T00:13:08.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627783,,,1610612754,0,3,2025-01-19T00:13:08Z,200000,False,,,0,,MISS P. Siakam Free Throw 1 of 2,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
21,PT10M48.00S,2025-01-19T00:13:08.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,0,3,2025-01-19T00:13:08Z,210000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,
