actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT05M30.00S,2024-12-15T22:24:41.1Z,1,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,16,10,2024-12-15T22:24:41Z,850000,False,,,0,,M. Turner Free Throw 2 of 2 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
86,PT05M17.00S,2024-12-15T22:24:57.6Z,1,REGULAR,3pt,Jump Shot,[],1629750,67.36202365308804,27.696078431372552,1610612740,16,10,2024-12-15T22:25:04Z,860000,False,-112.0,254.0,1,right,MISS J. Green 27' 3PT,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,27.77,Missed,,,,,,,,,,,,,,,,,,
87,PT05M14.00S,2024-12-15T22:25:00.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612740,16,10,2024-12-15T22:25:04Z,870000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Left Center,,,,86.0,,,,,,,,,,,,,,,,
88,PT05M14.00S,2024-12-15T22:25:03.0Z,1,REGULAR,foul,personal,[],1626167,,,1610612740,16,10,2024-12-15T22:25:25Z,880000,False,,,0,,M. Turner loose ball personal FOUL (1 PF),"[1626167, 1628464]",1610612754.0,IND,loose ball,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,201245.0,,,,1.0,0.0,Theis,1628464.0,,
90,PT05M14.00S,2024-12-15T22:25:12.7Z,1,REGULAR,substitution,out,[],1629614,,,1610612740,16,10,2024-12-15T22:25:17Z,900000,False,,,0,,SUB out: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M14.00S,2024-12-15T22:25:12.7Z,1,REGULAR,substitution,in,[],204456,,,1610612740,16,10,2024-12-15T22:25:17Z,910000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M14.00S,2024-12-15T22:25:27.7Z,1,REGULAR,substitution,out,[],1626167,,,1610612740,16,10,2024-12-15T22:25:30Z,920000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M14.00S,2024-12-15T22:25:27.7Z,1,REGULAR,substitution,in,[],1628418,,,1610612740,16,10,2024-12-15T22:25:30Z,930000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M08.00S,2024-12-15T22:25:44.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,74.72076215505913,10.294117647058822,1610612740,16,13,2024-12-15T22:25:49Z,940000,False,-199.0,185.0,1,right,D. Murray 27' 3PT pullup (5 PTS),[1627749],1610612740.0,NOP,pullup,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,27.14,Made,5.0,,,,,,,,,,,,,,,,,
95,PT04M51.00S,2024-12-15T22:26:01.2Z,1,REGULAR,turnover,lost ball,[],1631097,,,1610612754,16,13,2024-12-15T22:26:04Z,950000,False,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 1628464]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,1.0,Theis,1628464.0,,,,,,
96,PT04M51.00S,2024-12-15T22:26:01.2Z,1,REGULAR,steal,,[],1628464,,,1610612740,16,13,2024-12-15T22:26:02Z,960000,False,,,0,,D. Theis STEAL (1 STL),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
97,PT04M47.00S,2024-12-15T22:26:06.7Z,1,REGULAR,foul,personal,['2freethrow'],1630169,,,1610612740,16,13,2024-12-15T22:26:17Z,970000,False,,,0,,T. Haliburton shooting personal FOUL (1 PF) (Green 2 FT),"[1630169, 1629750]",1610612754.0,IND,shooting,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Green,1629750.0,,
100,PT04M47.00S,2024-12-15T22:26:40.5Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629750,,,1610612740,16,14,2024-12-15T22:26:40Z,990000,False,,,0,,J. Green Free Throw 1 of 2 (1 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
101,PT04M47.00S,2024-12-15T22:26:41.6Z,1,REGULAR,substitution,out,[],1631097,,,1610612740,16,14,2024-12-15T22:26:49Z,1000000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M47.00S,2024-12-15T22:26:41.6Z,1,REGULAR,substitution,in,[],1641716,,,1610612740,16,14,2024-12-15T22:26:49Z,1010000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M47.00S,2024-12-15T22:27:00.4Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629750,,,1610612740,16,15,2024-12-15T22:27:00Z,1020000,False,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
104,PT04M29.00S,2024-12-15T22:27:21.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,11.514454664914586,43.627450980392155,1610612754,18,15,2024-12-15T22:27:28Z,1030000,False,32.0,56.0,1,left,T. McConnell 6' driving floating Jump Shot (2 PTS) (T. Haliburton 2 AST),"[204456, 1630169]",1610612754.0,IND,driving floating,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,6.42,Made,2.0,,,,,T. Haliburton,1630169.0,2.0,,,,,,,,,,
105,PT04M11.00S,2024-12-15T22:27:38.1Z,1,REGULAR,3pt,Jump Shot,[],1630529,93.24901445466492,3.6764705882352944,1610612740,18,18,2024-12-15T22:27:42Z,1040000,False,-232.0,11.0,1,right,H. Jones 3PT  (5 PTS) (D. Murray 1 AST),"[1630529, 1627749]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,Left Corner 3,24+ Left,23.19,Made,5.0,,,,,D. Murray,1627749.0,1.0,,,,,,,,,,
107,PT04M02.00S,2024-12-15T22:27:47.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,7.046649145860711,0.24509803921568626,1610612754,21,18,2024-12-15T22:27:52Z,1060000,False,249.0,14.0,1,left,O. Toppin 24' 3PT  (6 PTS) (T. Haliburton 3 AST),"[1630167, 1630169]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,24.92,Made,6.0,,,,,T. Haliburton,1630169.0,3.0,,,,,,,,,,
109,PT03M50.00S,2024-12-15T22:27:59.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,81.8166885676741,53.18627450980392,1610612740,21,20,2024-12-15T22:28:03Z,1080000,False,16.0,118.0,1,right,B. Boston 11' pullup Jump Shot (2 PTS) (D. Murray 2 AST),"[1630527, 1627749]",1610612740.0,NOP,pullup,,,Boston,B. Boston,,,,,In The Paint (Non-RA),8-16 Center,11.95,Made,2.0,,,,,D. Murray,1627749.0,2.0,,,,,,,,,,
111,PT03M39.00S,2024-12-15T22:28:11.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628418,17.95335085413929,45.34313725490196,1610612754,23,20,2024-12-15T22:28:15Z,1100000,False,23.0,116.0,1,left,T. Bryant 11' Jump Shot (2 PTS) (T. McConnell 1 AST),"[1628418, 204456]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,11.86,Made,2.0,,,,,T. McConnell,204456.0,1.0,,,,,,,,,,
113,PT03M33.00S,2024-12-15T22:28:17.5Z,1,REGULAR,foul,personal,[],204456,,,1610612740,23,20,2024-12-15T22:28:22Z,1120000,False,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 1627749]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1146.0,,,,1.0,0.0,Murray,1627749.0,,
116,PT03M12.00S,2024-12-15T22:29:17.3Z,1,REGULAR,foul,technical,['1freethrow'],1628418,,,1610612740,23,20,2024-12-15T22:29:25Z,1150000,False,,,0,,T. Bryant defensive-3-second technical FOUL (1 Tech),[1628418],1610612754.0,IND,defensive-3-second,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1146.0,,,,0.0,1.0,,,,
117,PT03M12.00S,2024-12-15T22:29:33.3Z,1,REGULAR,freethrow,1 of 1,[],1627749,,,1610612740,23,21,2024-12-15T22:29:33Z,1160000,False,,,0,,D. Murray technical Free Throw 1 of 1 (6 PTS),[1627749],1610612740.0,NOP,technical,,,Murray,D. Murray,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
118,PT03M12.00S,2024-12-15T22:29:46.4Z,1,REGULAR,substitution,out,[],1628418,,,1610612740,23,21,2024-12-15T22:29:55Z,1170000,False,,,0,,SUB out: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M12.00S,2024-12-15T22:29:46.4Z,1,REGULAR,substitution,in,[],1627783,,,1610612740,23,21,2024-12-15T22:29:55Z,1180000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M03.00S,2024-12-15T22:30:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630527,91.01511169513797,42.40196078431372,1610612740,23,23,2024-12-15T22:30:17Z,1190000,False,-38.0,32.0,1,right,B. Boston Layup (4 PTS),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,In The Paint (Non-RA),0-8 Center,4.97,Made,4.0,,,,,,,,,,,,,,,,,
121,PT02M52.00S,2024-12-15T22:30:23.2Z,1,REGULAR,3pt,Jump Shot,[],1630167,34.510512483574246,52.450980392156865,1610612754,23,23,2024-12-15T22:30:27Z,1200000,False,-12.0,272.0,1,left,MISS O. Toppin 27' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
122,PT02M50.00S,2024-12-15T22:30:25.2Z,1,REGULAR,rebound,defensive,[],1630527,,,1610612740,23,23,2024-12-15T22:30:27Z,1210000,False,,,0,,B. Boston REBOUND (Off:0 Def:1),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,Above the Break 3,24+ Center,,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,
123,PT02M42.00S,2024-12-15T22:30:33.7Z,1,REGULAR,turnover,bad pass,[],1630527,,,1610612740,23,23,2024-12-15T22:30:37Z,1220000,False,,,0,,B. Boston bad pass TURNOVER (1 TO),"[1630527, 1630167]",1610612740.0,NOP,,,,Boston,B. Boston,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Toppin,1630167.0,,,,,,
124,PT02M42.00S,2024-12-15T22:30:33.7Z,1,REGULAR,steal,,[],1630167,,,1610612754,23,23,2024-12-15T22:30:34Z,1230000,False,,,0,,O. Toppin STEAL (1 STL),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
125,PT02M38.00S,2024-12-15T22:30:38.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630169,18.084756898817346,6.127450980392156,1610612754,26,23,2024-12-15T22:30:42Z,1240000,False,219.0,117.0,1,left,T. Haliburton 24' 3PT running (5 PTS) (O. Toppin 1 AST),"[1630169, 1630167]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,24.89,Made,5.0,,,,,O. Toppin,1630167.0,1.0,,,,,,,,,,
127,PT02M36.00S,2024-12-15T22:30:45.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,26,23,2024-12-15T22:30:45Z,1260000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M36.00S,2024-12-15T22:33:23.6Z,1,REGULAR,substitution,out,[],1630529,,,1610612740,26,23,2024-12-15T22:33:33Z,1270000,False,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M36.00S,2024-12-15T22:33:23.6Z,1,REGULAR,substitution,out,[],1627749,,,1610612740,26,23,2024-12-15T22:33:33Z,1280000,False,,,0,,SUB out: D. Murray,[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M36.00S,2024-12-15T22:33:23.6Z,1,REGULAR,substitution,in,[],203468,,,1610612740,26,23,2024-12-15T22:33:33Z,1290000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M36.00S,2024-12-15T22:33:23.6Z,1,REGULAR,substitution,in,[],1630530,,,1610612740,26,23,2024-12-15T22:33:33Z,1300000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT02M19.00S,2024-12-15T22:33:52.5Z,1,REGULAR,3pt,Jump Shot,[],1630527,66.83639947437582,45.83333333333333,1610612740,26,26,2024-12-15T22:33:57Z,1310000,False,-21.0,259.0,1,right,B. Boston 26' 3PT step back (7 PTS),[1630527],1610612740.0,NOP,step back,,,Boston,B. Boston,,,,,Above the Break 3,24+ Center,26.0,Made,7.0,,,,,,,,,,,,,,,,,
136,PT02M02.00S,2024-12-15T22:34:08.7Z,1,REGULAR,3pt,Jump Shot,[],1641716,25.57490144546649,87.74509803921569,1610612754,26,26,2024-12-15T22:34:13Z,1320000,False,-189.0,188.0,1,left,MISS J. Walker 26' 3PT,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
137,PT01M58.00S,2024-12-15T22:34:12.7Z,1,REGULAR,rebound,defensive,[],1629750,,,1610612740,26,26,2024-12-15T22:34:13Z,1330000,False,,,0,,J. Green REBOUND (Off:0 Def:1),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,136.0,1.0,1.0,0.0,,,,,,,,,,,,,
138,PT01M42.00S,2024-12-15T22:34:29.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,89.96386333771353,36.51960784313725,1610612740,26,26,2024-12-15T22:34:34Z,1340000,False,-67.0,42.0,1,right,MISS C. McCollum 7' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.93,Missed,,,,,,,,,,,,,,,,,,
139,PT01M39.00S,2024-12-15T22:34:32.2Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,26,26,2024-12-15T22:34:34Z,1350000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,,,
140,PT01M19.00S,2024-12-15T22:34:52.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1641716,5.075558475689881,52.450980392156865,1610612754,26,26,2024-12-15T22:38:35Z,1360000,False,-12.0,-5.0,1,left,MISS J. Walker driving finger roll Layup,[1641716],1610612754.0,IND,driving finger roll,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,1.32,Missed,,,,,,,,,,,,,,,,,,
141,PT01M15.00S,2024-12-15T22:34:56.4Z,1,REGULAR,rebound,defensive,[],1630530,,,1610612740,26,26,2024-12-15T22:38:35Z,1370000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:3),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,140.0,3.0,3.0,0.0,,,,,,,,,,,,,
142,PT01M09.00S,2024-12-15T22:35:01.6Z,1,REGULAR,3pt,Jump Shot,[],1630530,71.82982917214193,15.196078431372548,1610612740,26,26,2024-12-15T22:39:05Z,1380000,False,-174.0,212.0,1,right,MISS T. Murphy III 27' step back 3PT - blocked,"[1630530, 1630169]",1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,27.45,Missed,,,,,,,,,,,,,,,,,Haliburton,1630169.0
143,PT01M09.00S,2024-12-15T22:35:01.6Z,1,REGULAR,block,,[],1630169,,,1610612740,26,26,2024-12-15T22:35:04Z,1390000,False,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
144,PT01M06.00S,2024-12-15T22:35:04.6Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,26,26,2024-12-15T22:35:28Z,1400000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Left Center,,,,142.0,2.0,2.0,0.0,,,,,,,,,,,,,
145,PT01M02.00S,2024-12-15T22:35:09.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,28.203022339027594,21.323529411764707,1610612754,29,26,2024-12-15T22:35:17Z,1410000,False,143.0,213.0,1,left,T. Haliburton 25' 3PT running (8 PTS) (T. McConnell 2 AST),"[1630169, 204456]",1610612754.0,IND,running,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.64,Made,8.0,,,,,T. McConnell,204456.0,2.0,,,,,,,,,,
147,PT00M52.40S,2024-12-15T22:35:23.0Z,1,REGULAR,foul,offensive,['inpenalty'],1629750,,,1610612740,29,26,2024-12-15T22:35:26Z,1430000,False,,,0,,J. Green offensive FOUL (2 PF),"[1629750, 204456]",1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201245.0,,,,2.0,0.0,McConnell,204456.0,,
149,PT00M52.40S,2024-12-15T22:35:23.0Z,1,REGULAR,turnover,offensive foul,[],1629750,,,1610612740,29,26,2024-12-15T22:35:23Z,1450000,False,,,0,,J. Green offensive foul TURNOVER (1 TO),[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,201245.0,1.0,,,,,,,,
150,PT00M52.40S,2024-12-15T22:35:32.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612754,29,26,2024-12-15T22:35:36Z,1460000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M52.40S,2024-12-15T22:35:32.9Z,1,REGULAR,substitution,in,[],1642277,,,1610612754,29,26,2024-12-15T22:35:36Z,1470000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M34.90S,2024-12-15T22:35:55.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204456,10.5946123521682,49.754901960784316,1610612754,31,26,2024-12-15T23:37:57Z,1480000,False,1.0,47.0,1,left,T. McConnell fadeaway Jump Shot (4 PTS),[204456],1610612754.0,IND,fadeaway,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,4.0,,,,,,,,,,,,,,,,,
153,PT00M20.20S,2024-12-15T22:36:12.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630527,79.97700394218134,51.225490196078425,1610612740,31,26,2024-12-15T22:36:17Z,1490000,False,6.0,136.0,1,right,MISS B. Boston 13' fadeaway Shot,[1630527],1610612740.0,NOP,fadeaway,,,Boston,B. Boston,,,,,In The Paint (Non-RA),8-16 Center,13.58,Missed,,,,,,,,,,,,,,,,,,
154,PT00M16.60S,2024-12-15T22:36:15.7Z,1,REGULAR,rebound,offensive,[],1628464,,,1610612740,31,26,2024-12-15T22:36:17Z,1500000,False,,,0,,D. Theis REBOUND (Off:1 Def:0),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,In The Paint (Non-RA),8-16 Center,,,,153.0,1.0,0.0,1.0,,,,,,,,,,,,,
155,PT00M15.40S,2024-12-15T22:36:17.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629750,95.22010512483574,50.49019607843137,1610612740,31,28,2024-12-15T22:36:20Z,1510000,False,2.0,-8.0,1,right,J. Green cutting DUNK (4 PTS) (D. Theis 1 AST),"[1629750, 1628464]",1610612740.0,NOP,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,0.8,Made,4.0,,,,,D. Theis,1628464.0,1.0,,,,,,,,,,
157,PT00M01.90S,2024-12-15T22:36:38.1Z,1,REGULAR,3pt,Jump Shot,[],1642277,9.149145860709593,97.79411764705883,1610612754,31,28,2024-12-15T22:41:43Z,1530000,False,-239.0,34.0,1,left,MISS J. Furphy 24' step back 3PT,[1642277],1610612754.0,IND,step back,,,Furphy,J. Furphy,,,,,Left Corner 3,24+ Left,24.13,Missed,,,,,,,,,,,,,,,,,,
158,PT00M01.90S,2024-12-15T22:36:38.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,31,28,2024-12-15T22:36:43Z,1540000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,,157.0,,,,,,,,,,,,,,,,
159,PT00M00.00S,2024-12-15T22:36:43.4Z,1,REGULAR,period,end,[],0,,,1610612754,31,28,2024-12-15T22:36:43Z,1550000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-15T22:38:50.5Z,2,REGULAR,substitution,out,['startperiod'],1629750,,,1610612754,31,28,2024-12-15T22:39:23Z,1560000,False,,,0,,SUB out: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2024-12-15T22:38:50.5Z,2,REGULAR,substitution,out,['startperiod'],1628464,,,1610612754,31,28,2024-12-15T22:39:23Z,1570000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2024-12-15T22:38:50.5Z,2,REGULAR,substitution,in,['startperiod'],1642274,,,1610612754,31,28,2024-12-15T22:39:23Z,1580000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2024-12-15T22:38:50.5Z,2,REGULAR,substitution,in,['startperiod'],1631288,,,1610612754,31,28,2024-12-15T22:39:23Z,1590000,False,,,0,,SUB in: J. Cain,[1631288],1610612740.0,NOP,,,,Cain,J. Cain,,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2024-12-15T22:39:25.2Z,2,REGULAR,period,start,[],0,,,1610612754,31,28,2024-12-15T22:39:25Z,1600000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT11M41.00S,2024-12-15T22:39:43.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,29.25427069645204,19.11764705882353,1610612754,34,28,2024-12-15T22:39:48Z,1610000,False,154.0,222.0,1,left,O. Toppin 27' 3PT  (9 PTS) (T. McConnell 3 AST),"[1630167, 204456]",1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Right Center,27.08,Made,9.0,,,,,T. McConnell,204456.0,3.0,,,,,,,,,,
167,PT11M21.00S,2024-12-15T22:40:05.4Z,2,REGULAR,foul,personal,['2freethrow'],1642277,,,1610612740,34,28,2024-12-15T22:40:12Z,1630000,False,,,0,,J. Furphy shooting personal FOUL (1 PF) (Boston 2 FT),"[1642277, 1630527]",1610612754.0,IND,shooting,,,Furphy,J. Furphy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1146.0,,,,1.0,0.0,Boston,1630527.0,,
169,PT11M21.00S,2024-12-15T22:40:27.7Z,2,REGULAR,freethrow,1 of 2,[],1630527,,,1610612740,34,29,2024-12-15T22:40:42Z,1650000,False,,,0,,B. Boston Free Throw 1 of 2 (8 PTS),[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
170,PT11M21.00S,2024-12-15T22:40:27.7Z,2,REGULAR,freethrow,2 of 2,[],1630527,,,1610612740,34,29,2024-12-15T22:40:42Z,1660000,False,,,0,,MISS B. Boston Free Throw 2 of 2,[1630527],1610612740.0,NOP,,,,Boston,B. Boston,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
171,PT11M20.00S,2024-12-15T22:40:28.7Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,34,29,2024-12-15T22:40:42Z,1670000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,170.0,1.0,1.0,0.0,,,,,,,,,,,,,
172,PT11M13.00S,2024-12-15T22:40:48.8Z,2,REGULAR,3pt,Jump Shot,[],1630167,30.962549277266753,62.5,1610612754,34,29,2024-12-15T22:40:54Z,1680000,False,-62.0,239.0,1,left,MISS O. Toppin 24' 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,24.66,Missed,,,,,,,,,,,,,,,,,,
173,PT11M07.00S,2024-12-15T22:40:54.8Z,2,REGULAR,rebound,offensive,[],204456,,,1610612754,34,29,2024-12-15T22:46:49Z,1690000,False,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,172.0,1.0,0.0,1.0,,,,,,,,,,,,,
