actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
91,PT04M52.00S,2025-02-01T22:25:42.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642258,8.229303547963205,46.568627450980394,1610612737,25,14,2025-02-01T22:25:46Z,900000,False,17.0,25.0,1,left,MISS Z. Risacher putback Layup,[1642258],1610612737.0,ATL,putback,,,Risacher,Z. Risacher,,,,,Restricted Area,0-8 Center,3.03,Missed,,,,,,,,,,,,,,,,,,
92,PT04M50.00S,2025-02-01T22:25:44.2Z,1,REGULAR,rebound,defensive,[],1630169,,,1610612754,25,14,2025-02-01T22:25:46Z,910000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:1),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,91.0,1.0,1.0,0.0,,,,,,,,,,,,,,
93,PT04M48.00S,2025-02-01T22:25:46.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,73.66951379763469,86.02941176470588,1610612754,25,14,2025-02-01T22:27:51Z,920000,False,180.0,195.0,1,right,MISS T. Haliburton 26' running pullup 3PT,[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.54,Missed,,,,,,,,,,,,,,,,,,
94,PT04M43.00S,2025-02-01T22:25:51.2Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,25,14,2025-02-01T22:25:53Z,930000,False,,,0,,P. Siakam REBOUND (Off:1 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,93.0,2.0,1.0,1.0,,,,,,,,,,,,,,
95,PT04M42.00S,2025-02-01T22:25:52.7Z,1,REGULAR,turnover,bad pass,[],1627783,,,1610612754,25,14,2025-02-01T22:25:55Z,940000,False,,,0,,P. Siakam bad pass TURNOVER (2 TO),"[1627783, 1630811]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,Wallace,1630811.0,,,,
96,PT04M42.00S,2025-02-01T22:25:52.7Z,1,REGULAR,steal,,[],1630811,,,1610612737,25,14,2025-02-01T22:25:54Z,950000,False,,,0,,K. Wallace STEAL (1 STL),[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
97,PT04M40.00S,2025-02-01T22:25:56.1Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612737,25,14,2025-02-01T22:26:05Z,960000,False,,,0,,M. Turner shooting personal FOUL (1 PF) (Risacher 2 FT),"[1626167, 1642258]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,2005.0,,,,1.0,0.0,Risacher,1642258.0
99,PT04M40.00S,2025-02-01T22:26:23.2Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1642258,,,1610612737,25,14,2025-02-01T22:26:23Z,980000,False,,,0,,MISS Z. Risacher Free Throw 1 of 2,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
100,PT04M40.00S,2025-02-01T22:26:23.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,25,14,2025-02-01T22:26:23Z,990000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,99.0,,,,,,,,,,,,,,,,,
101,PT04M40.00S,2025-02-01T22:26:42.2Z,1,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1642258,,,1610612737,25,15,2025-02-01T22:26:42Z,1000000,False,,,0,,Z. Risacher Free Throw 2 of 2 (1 PTS),[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
102,PT04M26.00S,2025-02-01T22:26:57.3Z,1,REGULAR,3pt,Jump Shot,[],1626167,66.96780551905388,45.588235294117645,1610612754,28,15,2025-02-01T22:27:01Z,1010000,False,-22.0,258.0,1,right,M. Turner 25' 3PT  (6 PTS) (B. Sheppard 2 AST),"[1626167, 1641767]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,25.89,Made,,,,,6.0,B. Sheppard,1641767.0,2.0,,,,,,,,,,
104,PT04M13.00S,2025-02-01T22:27:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642258,15.719448094612352,45.588235294117645,1610612737,28,17,2025-02-01T22:29:44Z,1030000,False,22.0,95.0,1,left,Z. Risacher 9' driving floating Jump Shot (3 PTS) (D. Hunter 1 AST),"[1642258, 1629631]",1610612737.0,ATL,driving floating,,,Risacher,Z. Risacher,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,3.0,D. Hunter,1629631.0,1.0,,,,,,,,,,
106,PT04M05.00S,2025-02-01T22:27:18.0Z,1,REGULAR,3pt,Jump Shot,[],1626167,65.52233902759527,50.245098039215684,1610612754,28,17,2025-02-01T22:27:22Z,1050000,False,1.0,272.0,1,right,MISS M. Turner 27' 3PT,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Center,27.16,Missed,,,,,,,,,,,,,,,,,,
107,PT04M01.00S,2025-02-01T22:27:22.0Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,28,17,2025-02-01T22:27:22Z,1060000,False,,,0,,D. Hunter REBOUND (Off:0 Def:1),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Above the Break 3,24+ Center,,,106.0,1.0,1.0,0.0,,,,,,,,,,,,,,
108,PT03M55.00S,2025-02-01T22:27:27.8Z,1,REGULAR,3pt,Jump Shot,[],1642258,18.2161629434954,94.36274509803921,1610612737,28,17,2025-02-01T22:56:38Z,1070000,False,-222.0,119.0,1,left,MISS Z. Risacher 25' 3PT,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,Above the Break 3,24+ Left Center,25.16,Missed,,,,,,,,,,,,,,,,,,
109,PT03M52.00S,2025-02-01T22:27:30.8Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612754,28,17,2025-02-01T22:27:32Z,1080000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Left Center,,,108.0,1.0,1.0,0.0,,,,,,,,,,,,,,
110,PT03M38.00S,2025-02-01T22:27:45.0Z,1,REGULAR,3pt,Jump Shot,[],1641767,93.77463863337714,3.1862745098039214,1610612754,28,17,2025-02-01T22:27:50Z,1090000,False,-234.0,6.0,1,right,MISS B. Sheppard 3PT,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,,
111,PT03M33.00S,2025-02-01T22:27:50.0Z,1,REGULAR,rebound,offensive,[],1627783,,,1610612754,28,17,2025-02-01T22:33:20Z,1100000,False,,,0,,P. Siakam REBOUND (Off:2 Def:1),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,110.0,3.0,1.0,2.0,,,,,,,,,,,,,,
112,PT03M33.00S,2025-02-01T22:27:54.2Z,1,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,28,17,2025-02-01T22:28:03Z,1110000,False,,,0,,P. Siakam lost ball out-of-bounds TURNOVER (3 TO),[1627783],1610612754.0,IND,lost ball,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2005.0,3.0,,,,,,
113,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,out,[],1630169,,,1610612737,28,17,2025-02-01T22:28:08Z,1120000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,out,[],1627783,,,1610612737,28,17,2025-02-01T22:28:08Z,1130000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,out,[],1630700,,,1610612737,28,17,2025-02-01T22:28:08Z,1140000,False,,,0,,SUB out: D. Daniels,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,out,[],1642258,,,1610612737,28,17,2025-02-01T22:28:08Z,1150000,False,,,0,,SUB out: Z. Risacher,[1642258],1610612737.0,ATL,,,,Risacher,Z. Risacher,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,in,[],1630167,,,1610612737,28,17,2025-02-01T22:28:08Z,1160000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,in,[],204456,,,1610612737,28,17,2025-02-01T22:28:08Z,1170000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,in,[],1630249,,,1610612737,28,17,2025-02-01T22:28:08Z,1180000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT03M33.00S,2025-02-01T22:27:56.4Z,1,REGULAR,substitution,in,[],1629027,,,1610612737,28,17,2025-02-01T22:28:08Z,1190000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M23.00S,2025-02-01T22:28:25.7Z,1,REGULAR,foul,personal,[],204456,,,1610612737,28,17,2025-02-01T22:28:36Z,1200000,False,,,0,,T. McConnell personal FOUL (1 PF),"[204456, 1629027]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Young,1629027.0
123,PT03M23.00S,2025-02-01T22:28:36.6Z,1,REGULAR,substitution,out,[],1626167,,,1610612737,28,17,2025-02-01T22:28:39Z,1220000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT03M23.00S,2025-02-01T22:28:36.6Z,1,REGULAR,substitution,in,[],1628418,,,1610612737,28,17,2025-02-01T22:28:39Z,1230000,False,,,0,,SUB in: T. Bryant,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT03M19.00S,2025-02-01T22:29:02.5Z,1,REGULAR,foul,personal,[],1630174,,,1610612737,28,17,2025-02-01T22:29:09Z,1240000,False,,,0,,A. Nesmith personal FOUL (1 PF),"[1630174, 1629631]",1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Hunter,1629631.0
127,PT03M05.00S,2025-02-01T22:29:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630811,8.229303547963205,50.49019607843137,1610612737,28,19,2025-02-01T22:29:42Z,1260000,False,-2.0,25.0,1,left,K. Wallace cutting finger roll Layup (2 PTS) (T. Young 3 AST),"[1630811, 1629027]",1610612737.0,ATL,cutting finger roll,,,Wallace,K. Wallace,,,,,Restricted Area,0-8 Center,2.5,Made,,,,,2.0,T. Young,1629027.0,3.0,,,,,,,,,,
129,PT02M54.00S,2025-02-01T22:29:49.5Z,1,REGULAR,2pt,Jump Shot,[],1628418,85.49605781865965,26.225490196078432,1610612754,28,19,2025-02-01T22:29:53Z,1280000,False,-119.0,84.0,1,right,MISS T. Bryant 14' Jump Shot,[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Left,14.55,Missed,,,,,,,,,,,,,,,,,,
130,PT02M51.00S,2025-02-01T22:29:52.5Z,1,REGULAR,rebound,defensive,[],1629631,,,1610612737,28,19,2025-02-01T22:29:53Z,1290000,False,,,0,,D. Hunter REBOUND (Off:0 Def:2),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,8-16 Left,,,129.0,2.0,2.0,0.0,,,,,,,,,,,,,,
131,PT02M33.00S,2025-02-01T22:30:10.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,9.017739816031538,44.36274509803921,1610612737,28,19,2025-02-01T22:30:13Z,1300000,False,28.0,32.0,1,left,MISS L. Nance Jr. driving Layup,[1626204],1610612737.0,ATL,driving,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,4.29,Missed,,,,,,,,,,,,,,,,,,
132,PT02M30.00S,2025-02-01T22:30:13.1Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,28,19,2025-02-01T22:35:24Z,1310000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,
134,PT02M26.00S,2025-02-01T22:30:16.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641767,92.72339027595268,95.09803921568627,1610612754,31,19,2025-02-01T22:30:23Z,1330000,False,225.0,16.0,1,right,B. Sheppard 3PT running (5 PTS) (T. McConnell 1 AST),"[1641767, 204456]",1610612754.0,IND,running,,,Sheppard,B. Sheppard,,,,,Right Corner 3,24+ Right,22.61,Made,,,,,5.0,T. McConnell,204456.0,1.0,,,,,,,,,,
136,PT02M13.00S,2025-02-01T22:30:29.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,9.017739816031538,43.872549019607845,1610612737,31,21,2025-02-01T22:30:33Z,1350000,False,31.0,32.0,1,left,T. Young driving finger roll Layup (4 PTS),[1629027],1610612737.0,ATL,driving finger roll,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,4.45,Made,,,,,4.0,,,,,,,,,,,,,
137,PT01M47.00S,2025-02-01T22:30:56.0Z,1,REGULAR,3pt,Jump Shot,[],1630167,95.74572930354796,4.166666666666666,1610612754,34,21,2025-02-01T22:31:13Z,1360000,False,-229.0,-13.0,1,right,O. Toppin 3PT  (3 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.95,Made,,,,,3.0,,,,,,,,,,,,,
139,PT01M32.00S,2025-02-01T22:31:10.6Z,1,REGULAR,3pt,Jump Shot,[],1629027,34.37910643889619,45.34313725490196,1610612737,34,21,2025-02-01T22:31:18Z,1380000,False,23.0,271.0,1,left,MISS T. Young 27' step back 3PT,[1629027],1610612737.0,ATL,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,27.17,Missed,,,,,,,,,,,,,,,,,,
140,PT01M32.00S,2025-02-01T22:31:10.6Z,1,REGULAR,rebound,defensive,[],1641767,,,1610612754,34,21,2025-02-01T22:31:18Z,1390000,False,,,0,,B. Sheppard REBOUND (Off:0 Def:2),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Center,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,
141,PT01M16.00S,2025-02-01T22:31:27.0Z,1,REGULAR,3pt,Jump Shot,[],1630174,92.59198423127464,0.9803921568627451,1610612754,34,21,2025-02-01T22:31:35Z,1400000,False,-245.0,17.0,1,right,MISS A. Nesmith 24' 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,24.57,Missed,,,,,,,,,,,,,,,,,,
142,PT01M14.00S,2025-02-01T22:31:29.0Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612754,34,21,2025-02-01T22:31:35Z,1410000,False,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,,,141.0,1.0,0.0,1.0,,,,,,,,,,,,,,
143,PT01M14.00S,2025-02-01T22:31:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,94.40999984741211,50.0,1610612754,36,21,2025-02-01T22:31:34Z,1420000,False,0.0,0.0,1,right,O. Toppin putback Layup (5 PTS),[1630167],1610612754.0,IND,putback,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,5.0,,,,,,,,,,,,,
144,PT01M14.00S,2025-02-01T22:31:40.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,36,21,2025-02-01T22:31:40Z,1430000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,PT01M14.00S,2025-02-01T22:33:47.7Z,1,REGULAR,substitution,out,[],1630811,,,1610612737,36,21,2025-02-01T22:34:12Z,1440000,False,,,0,,SUB out: K. Wallace,[1630811],1610612737.0,ATL,,,,Wallace,K. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M14.00S,2025-02-01T22:33:47.7Z,1,REGULAR,substitution,in,[],1629726,,,1610612737,36,21,2025-02-01T22:34:12Z,1450000,False,,,0,,SUB in: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M14.00S,2025-02-01T22:34:41.8Z,1,REGULAR,turnover,out-of-bounds,[],1629726,,,1610612737,36,21,2025-02-01T22:34:52Z,1460000,False,,,0,,G. Mathews bad pass out-of-bounds TURNOVER (1 TO),[1629726],1610612737.0,ATL,bad pass,,,Mathews,G. Mathews,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,1830.0,1.0,,,,,,
148,PT01M10.00S,2025-02-01T22:34:58.4Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],204456,88.12417871222075,66.91176470588235,1610612754,36,21,2025-02-01T22:35:02Z,1470000,False,85.0,59.0,1,right,MISS T. McConnell 10' pullup Shot,[204456],1610612754.0,IND,pullup,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,10.32,Missed,,,,,,,,,,,,,,,,,,
149,PT01M08.00S,2025-02-01T22:35:00.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612737,36,21,2025-02-01T22:35:02Z,1480000,False,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612737.0,ATL,,,,Nance Jr.,L. Nance Jr.,,,,,Mid-Range,8-16 Right,,,148.0,1.0,1.0,0.0,,,,,,,,,,,,,,
150,PT01M07.00S,2025-02-01T22:35:03.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204456,,,1610612737,36,21,2025-02-01T22:35:15Z,1490000,False,,,0,,T. McConnell personal FOUL (2 PF) (Hunter 2 FT),"[204456, 1629631]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1627534.0,,,,2.0,0.0,Hunter,1629631.0
152,PT01M07.00S,2025-02-01T22:35:33.9Z,1,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,36,22,2025-02-01T22:36:02Z,1510000,False,,,0,,D. Hunter Free Throw 1 of 2 (1 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
153,PT01M07.00S,2025-02-01T22:35:35.3Z,1,REGULAR,substitution,out,[],204456,,,1610612737,36,22,2025-02-01T22:35:39Z,1520000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M07.00S,2025-02-01T22:35:35.3Z,1,REGULAR,substitution,in,[],1629614,,,1610612737,36,22,2025-02-01T22:35:39Z,1530000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M07.00S,2025-02-01T22:35:33.9Z,1,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,36,22,2025-02-01T22:36:02Z,1540000,False,,,0,,MISS D. Hunter Free Throw 2 of 2,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
156,PT01M06.00S,2025-02-01T22:35:34.9Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,36,22,2025-02-01T22:36:02Z,1550000,False,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,155.0,2.0,1.0,1.0,,,,,,,,,,,,,,
157,PT00M58.40S,2025-02-01T22:36:03.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,89.83245729303549,46.32352941176471,1610612754,38,22,2025-02-01T22:36:07Z,1560000,False,-18.0,43.0,1,right,A. Nesmith driving Layup (5 PTS) (T. Bryant 1 AST),"[1630174, 1628418]",1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,4.69,Made,,,,,5.0,T. Bryant,1628418.0,1.0,,,,,,,,,,
158,PT00M42.40S,2025-02-01T22:36:25.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,6.521024967148489,54.90196078431373,1610612737,38,24,2025-02-01T22:38:53Z,1570000,False,-25.0,9.0,1,left,L. Nance Jr. driving reverse Layup (2 PTS) (T. Young 4 AST),"[1626204, 1629027]",1610612737.0,ATL,driving reverse,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,2.6,Made,,,,,2.0,T. Young,1629027.0,4.0,,,,,,,,,,
160,PT00M31.00S,2025-02-01T22:36:41.0Z,1,REGULAR,foul,personal,[],1629726,,,1610612754,38,24,2025-02-01T22:36:50Z,1590000,False,,,0,,G. Mathews personal FOUL (1 PF),"[1629726, 1630167]",1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Toppin,1630167.0
163,PT00M24.60S,2025-02-01T22:37:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,81.42247043363994,48.529411764705884,1610612754,40,24,2025-02-01T22:37:13Z,1610000,False,-7.0,122.0,1,right,A. Nembhard 12' pullup Jump Shot (7 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,12.23,Made,,,,,7.0,,,,,,,,,,,,,
164,PT00M04.00S,2025-02-01T22:37:34.9Z,1,REGULAR,3pt,Jump Shot,[],1630249,7.440867279894875,2.450980392156863,1610612737,40,24,2025-02-01T22:37:43Z,1620000,False,238.0,17.0,1,left,MISS V. Krejčí 3PT,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,Right Corner 3,24+ Right,23.83,Missed,,,,,,,,,,,,,,,,,,
165,PT00M00.80S,2025-02-01T22:37:38.2Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,40,24,2025-02-01T22:37:38Z,1630000,False,,,0,,O. Toppin REBOUND (Off:1 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Right Corner 3,24+ Right,,,164.0,3.0,2.0,1.0,,,,,,,,,,,,,,
166,PT00M00.00S,2025-02-01T22:37:39.7Z,1,REGULAR,period,end,[],0,,,1610612754,40,24,2025-02-01T22:37:39Z,1640000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2025-02-01T22:40:25.2Z,2,REGULAR,period,start,[],0,,,1610612754,40,24,2025-02-01T22:40:25Z,1660000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M48.00S,2025-02-01T22:40:35.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630167,91.40932982917214,46.568627450980394,1610612754,42,24,2025-02-01T22:40:38Z,1670000,False,-17.0,28.0,1,right,O. Toppin driving Layup (7 PTS) (T. Bryant 2 AST),"[1630167, 1628418]",1610612754.0,IND,driving,,,Toppin,O. Toppin,,,,,Restricted Area,0-8 Center,3.31,Made,,,,,7.0,T. Bryant,1628418.0,2.0,,,,,,,,,,
171,PT11M26.00S,2025-02-01T22:41:03.0Z,2,REGULAR,foul,personal,['3freethrow'],1641767,,,1610612737,42,24,2025-02-01T22:41:08Z,1690000,False,,,0,,B. Sheppard shooting personal FOUL (1 PF) (Mathews 3 FT),"[1641767, 1629726]",1610612754.0,IND,shooting,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1627534.0,,,,1.0,0.0,Mathews,1629726.0
173,PT11M26.00S,2025-02-01T22:41:22.9Z,2,REGULAR,freethrow,1 of 3,[],1629726,,,1610612737,42,24,2025-02-01T22:41:22Z,1710000,False,,,0,,MISS G. Mathews Free Throw 1 of 3,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
174,PT11M26.00S,2025-02-01T22:41:22.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,42,24,2025-02-01T22:41:22Z,1720000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,
175,PT11M26.00S,2025-02-01T22:41:40.9Z,2,REGULAR,freethrow,2 of 3,[],1629726,,,1610612737,42,25,2025-02-01T22:41:40Z,1730000,False,,,0,,G. Mathews Free Throw 2 of 3 (1 PTS),[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
176,PT11M26.00S,2025-02-01T22:41:41.7Z,2,REGULAR,substitution,out,[],1630174,,,1610612737,42,25,2025-02-01T22:41:46Z,1740000,False,,,0,,SUB out: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M26.00S,2025-02-01T22:41:41.7Z,2,REGULAR,substitution,out,[],1641767,,,1610612737,42,25,2025-02-01T22:41:46Z,1750000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
