actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2025-04-11T23:11:06.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-04-11T23:11:06Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2025-04-11T23:11:07.9Z,1,REGULAR,jumpball,recovered,[],1641783,,,1610612753,0,0,2025-04-11T23:11:07Z,40000,False,,,0,,Jump Ball G. Bitadze vs. T. Bryant: Tip to T. da Silva,"[1641783, 1629048, 1628418]",1610612753.0,ORL,startperiod,T. da Silva,1641783.0,da Silva,T. da Silva,Bitadze,1629048.0,Bryant,1628418.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M48.00S,2025-04-11T23:11:17.8Z,1,REGULAR,3pt,Jump Shot,[],202709,7.835085413929041,4.6568627450980395,1610612753,0,0,2025-04-11T23:11:22Z,70000,False,227.0,21.0,1,left,MISS C. Joseph 3PT,[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Right Corner 3,24+ Right,22.77,Missed,,,,,,,,,,,,,,,,,,
8,PT11M44.00S,2025-04-11T23:11:21.7Z,1,REGULAR,rebound,offensive,[],1631216,,,1610612753,0,0,2025-04-11T23:11:21Z,80000,False,,,0,,C. Houstan REBOUND (Off:1 Def:0),[1631216],1610612753.0,ORL,,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M41.00S,2025-04-11T23:11:24.1Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629048,4.418528252299605,48.529411764705884,1610612753,0,2,2025-04-11T23:11:27Z,90000,False,7.0,-11.0,1,left,G. Bitadze alley-oop DUNK (2 PTS) (C. Houstan 1 AST),"[1629048, 1631216]",1610612753.0,ORL,alley-oop,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,1.33,Made,,,,,2.0,C. Houstan,1631216.0,1.0,,,,,,,,,,
11,PT11M20.00S,2025-04-11T23:11:45.5Z,1,REGULAR,2pt,Jump Shot,[],1630167,89.56964520367937,32.84313725490196,1610612754,2,2,2025-04-11T23:11:49Z,110000,False,-86.0,46.0,1,right,O. Toppin 9' driving floating bank Jump Shot (2 PTS),[1630167],1610612754.0,IND,driving floating bank,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,9.71,Made,,,,,2.0,,,,,,,,,,,,,
12,PT11M08.00S,2025-04-11T23:11:57.5Z,1,REGULAR,3pt,Jump Shot,[],203914,32.802233902759525,28.431372549019606,1610612753,2,2,2025-04-11T23:12:01Z,120000,False,108.0,256.0,1,left,MISS G. Harris 27' 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Right Center,27.76,Missed,,,,,,,,,,,,,,,,,,
13,PT11M05.00S,2025-04-11T23:12:00.5Z,1,REGULAR,rebound,defensive,[],1628418,,,1610612754,2,2,2025-04-11T23:12:01Z,130000,False,,,0,,T. Bryant REBOUND (Off:0 Def:1),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Right Center,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,,,
14,PT10M52.00S,2025-04-11T23:12:12.9Z,1,REGULAR,3pt,Jump Shot,[],1631097,65.65374507227332,64.2156862745098,1610612754,2,2,2025-04-11T23:12:16Z,140000,False,71.0,270.0,1,right,MISS B. Mathurin 27' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,27.96,Missed,,,,,,,,,,,,,,,,,,
15,PT10M50.00S,2025-04-11T23:12:14.9Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,2,2,2025-04-11T23:12:16Z,150000,False,,,0,,G. Harris REBOUND (Off:0 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,14.0,1.0,1.0,0.0,,,,,,,,,,,,,,
16,PT10M45.00S,2025-04-11T23:12:19.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203914,5.075558475689881,53.431372549019606,1610612753,2,2,2025-04-11T23:12:24Z,160000,False,-17.0,-5.0,1,left,MISS G. Harris running finger roll Layup - blocked,"[203914, 1641716]",1610612753.0,ORL,running finger roll,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,1.79,Missed,,,,,,,,,Walker,1641716.0,,,,,,,,
17,PT10M45.00S,2025-04-11T23:12:19.8Z,1,REGULAR,block,,[],1641716,,,1610612753,2,2,2025-04-11T23:12:22Z,170000,False,,,0,,J. Walker BLOCK (1 BLK),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
18,PT10M42.00S,2025-04-11T23:12:22.8Z,1,REGULAR,rebound,offensive,[],202709,,,1610612753,2,2,2025-04-11T23:12:24Z,180000,False,,,0,,C. Joseph REBOUND (Off:1 Def:0),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,16.0,1.0,0.0,1.0,,,,,,,,,,,,,,
19,PT10M41.00S,2025-04-11T23:12:24.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629048,34.11629434954008,49.754901960784316,1610612753,2,2,2025-04-11T23:12:30Z,190000,False,1.0,268.0,1,left,MISS G. Bitadze 26' 3PT,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Center,26.82,Missed,,,,,,,,,,,,,,,,,,
20,PT10M37.00S,2025-04-11T23:12:28.9Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,2,2,2025-04-11T23:12:30Z,200000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,Above the Break 3,24+ Center,,,19.0,1.0,1.0,0.0,,,,,,,,,,,,,,
22,PT10M20.00S,2025-04-11T23:13:11.9Z,1,REGULAR,foul,personal,['2freethrow'],202709,,,1610612754,2,2,2025-04-11T23:13:16Z,220000,False,,,0,,C. Joseph shooting personal FOUL (1 PF) (McConnell 2 FT),"[202709, 204456]",1610612753.0,ORL,shooting,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202049.0,1.0,0.0,McConnell,204456.0,,,
24,PT10M20.00S,2025-04-11T23:13:33.7Z,1,REGULAR,freethrow,1 of 2,[],204456,,,1610612754,2,2,2025-04-11T23:13:33Z,240000,False,,,0,,MISS T. McConnell Free Throw 1 of 2,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
25,PT10M20.00S,2025-04-11T23:13:33.7Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,2,2,2025-04-11T23:13:33Z,250000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,
26,PT10M20.00S,2025-04-11T23:13:52.7Z,1,REGULAR,freethrow,2 of 2,[],204456,,,1610612754,3,2,2025-04-11T23:13:52Z,260000,False,,,0,,T. McConnell Free Throw 2 of 2 (1 PTS),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
27,PT10M04.00S,2025-04-11T23:14:09.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202709,7.835085413929041,53.18627450980392,1610612753,3,4,2025-04-11T23:14:13Z,270000,False,-16.0,21.0,1,left,C. Joseph driving finger roll Layup (2 PTS) (G. Bitadze 1 AST),"[202709, 1629048]",1610612753.0,ORL,driving finger roll,,,Joseph,C. Joseph,,,,,Restricted Area,0-8 Center,2.64,Made,,,,,2.0,G. Bitadze,1629048.0,1.0,,,,,,,,,,
28,PT09M48.00S,2025-04-11T23:14:26.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641716,89.17542706964521,54.166666666666664,1610612754,5,4,2025-04-11T23:14:45Z,280000,False,21.0,49.0,1,right,J. Walker driving floating Jump Shot (2 PTS) (T. McConnell 1 AST),"[1641716, 204456]",1610612754.0,IND,driving floating,,,Walker,J. Walker,,,,,In The Paint (Non-RA),0-8 Center,5.35,Made,,,,,2.0,T. McConnell,204456.0,1.0,,,,,,,,,,
30,PT09M33.00S,2025-04-11T23:14:41.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,12.828515111695138,43.38235294117647,1610612753,5,4,2025-04-11T23:14:53Z,300000,False,33.0,68.0,1,left,MISS G. Harris 7' driving finger roll Layup - blocked,"[203914, 1628418]",1610612753.0,ORL,driving finger roll,,,Harris,G. Harris,,,,,In The Paint (Non-RA),0-8 Center,7.57,Missed,,,,,,,,,Bryant,1628418.0,,,,,,,,
31,PT09M33.00S,2025-04-11T23:14:41.7Z,1,REGULAR,block,,[],1628418,,,1610612753,5,4,2025-04-11T23:14:44Z,310000,False,,,0,,T. Bryant BLOCK (1 BLK),[1628418],1610612754.0,IND,,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M32.00S,2025-04-11T23:14:42.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,5,4,2025-04-11T23:14:53Z,320000,False,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,,,,,,,,,,,,,,,,,
34,PT09M30.00S,2025-04-11T23:14:58.0Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1631216,9.411957950065702,3.6764705882352944,1610612753,5,7,2025-04-11T23:15:02Z,340000,False,232.0,36.0,1,left,C. Houstan 3PT pullup (3 PTS) (C. Joseph 1 AST),"[1631216, 202709]",1610612753.0,ORL,pullup,,,Houstan,C. Houstan,,,,,Right Corner 3,24+ Right,23.44,Made,,,,,3.0,C. Joseph,202709.0,1.0,,,,,,,,,,
36,PT09M04.00S,2025-04-11T23:15:24.3Z,1,REGULAR,turnover,lost ball,[],1641716,,,1610612754,5,7,2025-04-11T23:15:27Z,360000,False,,,0,,J. Walker lost ball TURNOVER (1 TO),"[1641716, 1641783]",1610612754.0,IND,,,,Walker,J. Walker,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,1.0,da Silva,1641783.0
37,PT09M04.00S,2025-04-11T23:15:24.3Z,1,REGULAR,steal,,[],1641783,,,1610612753,5,7,2025-04-11T23:15:26Z,370000,False,,,0,,T. da Silva STEAL (1 STL),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
38,PT09M00.00S,2025-04-11T23:15:28.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641783,7.703679369250986,45.34313725490196,1610612753,5,9,2025-04-11T23:15:32Z,380000,False,23.0,20.0,1,left,T. da Silva running finger roll Layup (2 PTS),[1641783],1610612753.0,ORL,running finger roll,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,3.06,Made,,,,,2.0,,,,,,,,,,,,,
39,PT08M46.00S,2025-04-11T23:15:40.9Z,1,REGULAR,3pt,Jump Shot,[],1628418,81.42247043363994,4.166666666666666,1610612754,8,9,2025-04-11T23:15:44Z,390000,False,-229.0,122.0,1,right,T. Bryant 25' 3PT  (3 PTS) (O. Toppin 1 AST),"[1628418, 1630167]",1610612754.0,IND,,,,Bryant,T. Bryant,,,,,Above the Break 3,24+ Left Center,25.97,Made,,,,,3.0,O. Toppin,1630167.0,1.0,,,,,,,,,,
42,PT08M27.00S,2025-04-11T23:16:00.3Z,1,REGULAR,2pt,Jump Shot,[],203914,7.440867279894875,76.7156862745098,1610612753,8,11,2025-04-11T23:16:04Z,410000,False,-134.0,17.0,1,left,G. Harris 13' pullup Jump Shot (2 PTS) (C. Joseph 2 AST),"[203914, 202709]",1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,Mid-Range,8-16 Left,13.47,Made,,,,,2.0,C. Joseph,202709.0,2.0,,,,,,,,,,
44,PT08M12.00S,2025-04-11T23:16:15.1Z,1,REGULAR,turnover,lost ball,[],1631097,,,1610612754,8,11,2025-04-11T23:16:18Z,430000,False,,,0,,B. Mathurin lost ball TURNOVER (1 TO),"[1631097, 202709]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Joseph,202709.0
45,PT08M12.00S,2025-04-11T23:16:15.1Z,1,REGULAR,steal,,[],202709,,,1610612753,8,11,2025-04-11T23:17:50Z,440000,False,,,0,,C. Joseph STEAL (1 STL),[202709],1610612753.0,ORL,,,,Joseph,C. Joseph,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M08.00S,2025-04-11T23:16:19.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203914,19.793035479632064,96.07843137254902,1610612753,8,14,2025-04-11T23:16:24Z,450000,False,-230.0,134.0,1,left,G. Harris 26' 3PT running pullup (5 PTS) (C. Joseph 3 AST),"[203914, 202709]",1610612753.0,ORL,running pullup,,,Harris,G. Harris,,,,,Above the Break 3,24+ Left Center,26.63,Made,,,,,5.0,C. Joseph,202709.0,3.0,,,,,,,,,,
