actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
89,PT05M03.00S,2024-12-08T22:27:03.8Z,1,REGULAR,substitution,out,[],1641706,,,1610612766,12,12,2024-12-08T22:27:23Z,880000,False,,,0,,SUB out: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
90,PT05M03.00S,2024-12-08T22:27:03.8Z,1,REGULAR,substitution,in,[],203552,,,1610612766,12,12,2024-12-08T22:27:23Z,890000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
91,PT04M49.00S,2024-12-08T22:27:55.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629610,9.937582128777924,40.931372549019606,1610612766,12,14,2024-12-08T22:28:01Z,900000,False,45.0,41.0,1,left,D. Jeffries 6' driving Layup (2 PTS) (K. Simpson 1 AST),"[1629610, 1642354]",1610612766.0,CHA,driving,,,,,,In The Paint (Non-RA),0-8 Center,6.1,Made,Jeffries,D. Jeffries,,,,,2.0,K. Simpson,1642354.0,1.0,,,,,,,,,,
93,PT04M40.00S,2024-12-08T22:28:03.7Z,1,REGULAR,3pt,Jump Shot,[],1630167,67.23061760840999,26.225490196078432,1610612754,15,14,2024-12-08T22:28:07Z,920000,False,-119.0,256.0,1,right,O. Toppin 28' 3PT  (3 PTS) (T. McConnell 1 AST),"[1630167, 204456]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Left Center,28.18,Made,Toppin,O. Toppin,,,,,3.0,T. McConnell,204456.0,1.0,,,,,,,,,,
95,PT04M14.00S,2024-12-08T22:28:29.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,11.514454664914586,36.27450980392157,1610612766,15,14,2024-12-08T22:28:33Z,940000,False,69.0,56.0,1,left,MISS N. Smith Jr. 8' driving floating Shot,[1641733],1610612766.0,CHA,driving floating,,,,,,In The Paint (Non-RA),8-16 Right,8.84,Missed,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
96,PT04M12.00S,2024-12-08T22:28:31.3Z,1,REGULAR,rebound,offensive,[],201959,,,1610612766,15,14,2024-12-08T22:28:33Z,950000,False,,,0,,T. Gibson REBOUND (Off:1 Def:1),[201959],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),8-16 Right,,,Gibson,T. Gibson,95.0,2.0,1.0,1.0,,,,,,,,,,,,,,
97,PT04M11.00S,2024-12-08T22:28:39.9Z,1,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612766,15,14,2024-12-08T22:28:44Z,960000,False,,,0,,M. Turner shooting personal FOUL (2 PF) (Gibson 2 FT),"[1626167, 201959]",1610612754.0,IND,shooting,,,,,,Restricted Area,0-8 Center,,,Turner,M. Turner,,,,,,,,,1628480.0,2.0,0.0,Gibson,201959.0,,,,,
99,PT04M11.00S,2024-12-08T22:29:09.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],201959,,,1610612766,15,15,2024-12-08T22:29:09Z,980000,False,,,0,,T. Gibson Free Throw 1 of 2 (4 PTS),[201959],1610612766.0,CHA,,,,,,,,,,Made,Gibson,T. Gibson,,,,,4.0,,,,,,,,,,,,,
100,PT04M11.00S,2024-12-08T22:29:09.5Z,1,REGULAR,substitution,out,[],1626167,,,1610612766,15,15,2024-12-08T22:29:12Z,990000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,,,,,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,
101,PT04M11.00S,2024-12-08T22:29:09.5Z,1,REGULAR,substitution,in,[],1627783,,,1610612766,15,15,2024-12-08T22:29:12Z,1000000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,,,,,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
102,PT04M11.00S,2024-12-08T22:29:09.0Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],201959,,,1610612766,15,15,2024-12-08T22:29:36Z,1010000,False,,,0,,MISS T. Gibson Free Throw 2 of 2,[201959],1610612766.0,CHA,,,,,,,,,,Missed,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,
103,PT04M09.00S,2024-12-08T22:29:11.0Z,1,REGULAR,rebound,offensive,[],1629610,,,1610612766,15,15,2024-12-08T22:29:41Z,1020000,False,,,0,,D. Jeffries REBOUND (Off:1 Def:0),[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,102.0,1.0,0.0,1.0,,,,,,,,,,,,,,
104,PT03M58.00S,2024-12-08T22:29:42.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629610,8.623521681997373,5.147058823529411,1610612766,15,18,2024-12-08T22:29:46Z,1030000,False,224.0,29.0,1,left,D. Jeffries 3PT  (5 PTS) (N. Smith Jr. 1 AST),"[1629610, 1641733]",1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,22.61,Made,Jeffries,D. Jeffries,,,,,5.0,N. Smith Jr.,1641733.0,1.0,,,,,,,,,,
106,PT03M43.00S,2024-12-08T22:29:59.1Z,1,REGULAR,foul,personal,[],203552,,,1610612754,15,18,2024-12-08T22:30:06Z,1050000,False,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1630167]",1610612766.0,CHA,,,,,,,Mid-Range,16-24 Center,,,Curry,S. Curry,,,,,,,,,202053.0,1.0,0.0,Toppin,1630167.0,,,,,
108,PT03M43.00S,2024-12-08T22:30:05.5Z,1,REGULAR,substitution,out,[],1631097,,,1610612754,15,18,2024-12-08T22:30:11Z,1070000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,,,,,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,
109,PT03M43.00S,2024-12-08T22:30:05.5Z,1,REGULAR,substitution,in,[],1641716,,,1610612754,15,18,2024-12-08T22:30:11Z,1080000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,,,,,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,
110,PT03M33.00S,2024-12-08T22:30:29.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,90.48948751642575,55.14705882352941,1610612754,15,18,2024-12-08T22:31:39Z,1090000,False,26.0,37.0,1,right,MISS T. McConnell driving floating Shot,[204456],1610612754.0,IND,driving floating,,,,,,In The Paint (Non-RA),0-8 Center,4.5,Missed,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
111,PT03M31.00S,2024-12-08T22:30:31.6Z,1,REGULAR,rebound,defensive,[],201959,,,1610612766,15,18,2024-12-08T22:30:32Z,1100000,False,,,0,,T. Gibson REBOUND (Off:1 Def:2),[201959],1610612766.0,CHA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Gibson,T. Gibson,110.0,3.0,2.0,1.0,,,,,,,,,,,,,,
112,PT03M27.00S,2024-12-08T22:30:35.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1641733,24.655059132720105,8.57843137254902,1610612766,15,18,2024-12-08T22:30:40Z,1110000,False,207.0,179.0,1,left,MISS N. Smith Jr. 27' running 3PT,[1641733],1610612766.0,CHA,running,,,,,,Above the Break 3,24+ Right Center,27.39,Missed,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
113,PT03M24.00S,2024-12-08T22:30:38.1Z,1,REGULAR,rebound,defensive,[],1630167,,,1610612754,15,18,2024-12-08T22:30:40Z,1120000,False,,,0,,O. Toppin REBOUND (Off:0 Def:1),[1630167],1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,Toppin,O. Toppin,112.0,1.0,1.0,0.0,,,,,,,,,,,,,,
114,PT03M15.00S,2024-12-08T22:30:46.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,90.62089356110381,34.55882352941176,1610612754,17,18,2024-12-08T22:30:51Z,1130000,False,-77.0,36.0,1,right,P. Siakam 8' turnaround fadeaway Jump Shot (2 PTS) (T. McConnell 2 AST),"[1627783, 204456]",1610612754.0,IND,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Left,8.51,Made,Siakam,P. Siakam,,,,,2.0,T. McConnell,204456.0,2.0,,,,,,,,,,
116,PT03M03.00S,2024-12-08T22:31:00.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612766,17,18,2024-12-08T22:31:17Z,1150000,False,,,0,,P. Siakam personal FOUL (1 PF) (Simpson 2 FT),"[1627783, 1642354]",1610612754.0,IND,,,,,,,Mid-Range,8-16 Right,,,Siakam,P. Siakam,,,,,,,,,204059.0,1.0,0.0,Simpson,1642354.0,,,,,
118,PT03M03.00S,2024-12-08T22:31:26.8Z,1,REGULAR,freethrow,1 of 2,[],1642354,,,1610612766,17,19,2024-12-08T22:31:26Z,1170000,False,,,0,,K. Simpson Free Throw 1 of 2 (1 PTS),[1642354],1610612766.0,CHA,,,,,,,,,,Made,Simpson,K. Simpson,,,,,1.0,,,,,,,,,,,,,
119,PT03M03.00S,2024-12-08T22:31:27.3Z,1,REGULAR,substitution,out,[],1630169,,,1610612766,17,19,2024-12-08T22:31:32Z,1180000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,,,,,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,
120,PT03M03.00S,2024-12-08T22:31:27.3Z,1,REGULAR,substitution,in,[],1642277,,,1610612766,17,19,2024-12-08T22:31:32Z,1190000,False,,,0,,SUB in: J. Furphy,[1642277],1610612754.0,IND,,,,,,,,,,,Furphy,J. Furphy,,,,,,,,,,,,,,,,,,
121,PT03M03.00S,2024-12-08T22:31:43.4Z,1,REGULAR,freethrow,2 of 2,[],1642354,,,1610612766,17,20,2024-12-08T22:31:43Z,1200000,False,,,0,,K. Simpson Free Throw 2 of 2 (2 PTS),[1642354],1610612766.0,CHA,,,,,,,,,,Made,Simpson,K. Simpson,,,,,2.0,,,,,,,,,,,,,
122,PT02M55.00S,2024-12-08T22:31:52.5Z,1,REGULAR,3pt,Jump Shot,[],1641716,93.51182654402102,96.56862745098039,1610612754,20,20,2024-12-08T22:31:57Z,1210000,False,233.0,8.0,1,right,J. Walker 3PT  (3 PTS) (T. McConnell 3 AST),"[1641716, 204456]",1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,23.3,Made,Walker,J. Walker,,,,,3.0,T. McConnell,204456.0,3.0,,,,,,,,,,
124,PT02M40.00S,2024-12-08T22:32:06.9Z,1,REGULAR,3pt,Jump Shot,[],203552,4.944152431011826,2.450980392156863,1610612766,20,20,2024-12-08T22:32:10Z,1230000,False,238.0,-6.0,1,left,MISS S. Curry 3PT,[203552],1610612766.0,CHA,,,,,,,Right Corner 3,24+ Right,23.78,Missed,Curry,S. Curry,,,,,,,,,,,,,,,,,,
125,PT02M38.00S,2024-12-08T22:32:08.9Z,1,REGULAR,rebound,defensive,[],1641716,,,1610612754,20,20,2024-12-08T22:32:10Z,1240000,False,,,0,,J. Walker REBOUND (Off:0 Def:1),[1641716],1610612754.0,IND,,,,,,,Right Corner 3,24+ Right,,,Walker,J. Walker,124.0,1.0,1.0,0.0,,,,,,,,,,,,,,
126,PT02M27.00S,2024-12-08T22:32:20.1Z,1,REGULAR,2pt,Jump Shot,[],1627783,78.0059132720105,41.911764705882355,1610612754,20,20,2024-12-08T22:32:24Z,1250000,False,-40.0,154.0,1,right,MISS P. Siakam 15' step back Shot,[1627783],1610612754.0,IND,step back,,,,,,Mid-Range,8-16 Center,15.94,Missed,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,
127,PT02M23.00S,2024-12-08T22:32:24.1Z,1,REGULAR,rebound,defensive,[],1641733,,,1610612766,20,20,2024-12-08T22:32:24Z,1260000,False,,,0,,N. Smith Jr. REBOUND (Off:0 Def:1),[1641733],1610612766.0,CHA,,,,,,,Mid-Range,8-16 Center,,,Smith Jr.,N. Smith Jr.,126.0,1.0,1.0,0.0,,,,,,,,,,,,,,
128,PT02M02.00S,2024-12-08T22:32:46.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642277,,,1610612766,20,20,2024-12-08T22:32:51Z,1270000,False,,,0,,J. Furphy personal FOUL (1 PF) (Curry 2 FT),"[1642277, 203552]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Right Center,,,Furphy,J. Furphy,,,,,,,,,204059.0,1.0,0.0,Curry,203552.0,,,,,
130,PT02M02.00S,2024-12-08T22:33:16.9Z,1,REGULAR,freethrow,1 of 2,[],203552,,,1610612766,20,21,2024-12-08T22:33:16Z,1290000,False,,,0,,S. Curry Free Throw 1 of 2 (1 PTS),[203552],1610612766.0,CHA,,,,,,,,,,Made,Curry,S. Curry,,,,,1.0,,,,,,,,,,,,,
131,PT02M02.00S,2024-12-08T22:33:17.5Z,1,REGULAR,substitution,out,[],1641733,,,1610612766,20,21,2024-12-08T22:33:23Z,1300000,False,,,0,,SUB out: N. Smith Jr.,[1641733],1610612766.0,CHA,,,,,,,,,,,Smith Jr.,N. Smith Jr.,,,,,,,,,,,,,,,,,,
132,PT02M02.00S,2024-12-08T22:33:17.5Z,1,REGULAR,substitution,out,[],201959,,,1610612766,20,21,2024-12-08T22:33:23Z,1310000,False,,,0,,SUB out: T. Gibson,[201959],1610612766.0,CHA,,,,,,,,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,
133,PT02M02.00S,2024-12-08T22:33:17.5Z,1,REGULAR,substitution,in,[],1630182,,,1610612766,20,21,2024-12-08T22:33:23Z,1320000,False,,,0,,SUB in: J. Green,[1630182],1610612766.0,CHA,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
134,PT02M02.00S,2024-12-08T22:33:17.5Z,1,REGULAR,substitution,in,[],1631209,,,1610612766,20,21,2024-12-08T22:33:23Z,1330000,False,,,0,,SUB in: I. Wong,[1631209],1610612766.0,CHA,,,,,,,,,,,Wong,I. Wong,,,,,,,,,,,,,,,,,,
135,PT02M02.00S,2024-12-08T22:33:38.6Z,1,REGULAR,freethrow,2 of 2,[],203552,,,1610612766,20,22,2024-12-08T22:33:38Z,1340000,False,,,0,,S. Curry Free Throw 2 of 2 (2 PTS),[203552],1610612766.0,CHA,,,,,,,,,,Made,Curry,S. Curry,,,,,2.0,,,,,,,,,,,,,
136,PT01M46.00S,2024-12-08T22:33:56.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,88.51839684625493,44.6078431372549,1610612754,22,22,2024-12-08T22:33:59Z,1350000,False,-27.0,55.0,1,right,T. McConnell 6' turnaround Jump Shot (4 PTS),[204456],1610612754.0,IND,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,6.16,Made,McConnell,T. McConnell,,,,,4.0,,,,,,,,,,,,,
138,PT01M28.00S,2024-12-08T22:34:14.7Z,1,REGULAR,2pt,Jump Shot,[],203552,7.440867279894875,21.07843137254902,1610612766,22,24,2024-12-08T22:34:20Z,1370000,False,145.0,17.0,1,left,S. Curry 14' pullup Jump Shot (4 PTS) (I. Wong 1 AST),"[203552, 1631209]",1610612766.0,CHA,pullup,,,,,,Mid-Range,8-16 Right,14.56,Made,Curry,S. Curry,,,,,4.0,I. Wong,1631209.0,1.0,,,,,,,,,,
140,PT01M09.00S,2024-12-08T22:34:33.0Z,1,REGULAR,2pt,Jump Shot,[],204456,77.08607095926413,51.470588235294116,1610612754,22,24,2024-12-08T22:34:36Z,1390000,False,7.0,163.0,1,right,MISS T. McConnell 16' pullup Shot - blocked,"[204456, 1629610]",1610612754.0,IND,pullup,,,,,,Mid-Range,16-24 Center,16.31,Missed,McConnell,T. McConnell,,,,,,,,,,,,,,,,,Jeffries,1629610.0
141,PT01M09.00S,2024-12-08T22:34:33.0Z,1,REGULAR,block,,[],1629610,,,1610612754,22,24,2024-12-08T22:34:35Z,1400000,False,,,0,,D. Jeffries BLOCK (1 BLK),[1629610],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Center,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
142,PT01M06.00S,2024-12-08T22:34:36.0Z,1,REGULAR,rebound,defensive,[],1631209,,,1610612766,22,24,2024-12-08T22:34:36Z,1410000,False,,,0,,I. Wong REBOUND (Off:0 Def:1),[1631209],1610612766.0,CHA,,,,,,,Mid-Range,16-24 Center,,,Wong,I. Wong,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
143,PT00M47.60S,2024-12-08T22:34:55.3Z,1,REGULAR,2pt,Jump Shot,[],1642354,18.347568988173457,76.22549019607843,1610612766,22,26,2024-12-08T22:34:59Z,1420000,False,-131.0,120.0,1,left,K. Simpson 17' step back Jump Shot (4 PTS),[1642354],1610612766.0,CHA,step back,,,,,,Mid-Range,16-24 Left Center,17.77,Made,Simpson,K. Simpson,,,,,4.0,,,,,,,,,,,,,
144,PT00M32.90S,2024-12-08T22:35:11.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],204456,93.38042049934296,50.245098039215684,1610612754,24,26,2024-12-08T22:35:19Z,1430000,False,1.0,10.0,1,right,T. McConnell driving finger roll Layup (6 PTS),[204456],1610612754.0,IND,driving finger roll,,,,,,Restricted Area,0-8 Center,0.98,Made,McConnell,T. McConnell,,,,,6.0,,,,,,,,,,,,,
145,PT00M11.60S,2024-12-08T22:35:36.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631209,10.726018396846255,46.32352941176471,1610612766,24,26,2024-12-08T22:35:45Z,1440000,False,18.0,48.0,1,left,MISS I. Wong pullup Shot - blocked,"[1631209, 204456]",1610612766.0,CHA,pullup,,,,,,In The Paint (Non-RA),0-8 Center,5.17,Missed,Wong,I. Wong,,,,,,,,,,,,,,,,,McConnell,204456.0
146,PT00M11.60S,2024-12-08T22:35:36.7Z,1,REGULAR,block,,[],204456,,,1610612766,24,26,2024-12-08T22:35:38Z,1450000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
147,PT00M09.60S,2024-12-08T22:35:38.7Z,1,REGULAR,rebound,defensive,[],204456,,,1610612754,24,26,2024-12-08T22:35:39Z,1460000,False,,,0,,T. McConnell REBOUND (Off:0 Def:1),[204456],1610612754.0,IND,,,,,,,In The Paint (Non-RA),0-8 Center,,,McConnell,T. McConnell,145.0,1.0,1.0,0.0,,,,,,,,,,,,,,
148,PT00M03.80S,2024-12-08T22:35:44.6Z,1,REGULAR,turnover,lost ball,[],1627783,,,1610612754,24,26,2024-12-08T22:35:47Z,1470000,False,,,0,,P. Siakam lost ball TURNOVER (2 TO),"[1627783, 1630182]",1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,Siakam,P. Siakam,,,,,,,,,,,,,,2.0,Green,1630182.0,,
149,PT00M03.80S,2024-12-08T22:35:44.6Z,1,REGULAR,steal,,[],1630182,,,1610612766,24,26,2024-12-08T22:40:04Z,1480000,False,,,0,,J. Green STEAL (2 STL),[1630182],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Green,J. Green,,,,,,,,,,,,,,,,,,
150,PT00M02.40S,2024-12-08T22:35:46.6Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630182,5.863994743758213,47.794117647058826,1610612766,24,28,2024-12-08T22:35:50Z,1490000,False,11.0,3.0,1,left,J. Green driving DUNK (5 PTS),[1630182],1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,1.13,Made,Green,J. Green,,,,,5.0,,,,,,,,,,,,,
151,PT00M00.20S,2024-12-08T22:35:54.1Z,1,REGULAR,3pt,Jump Shot,[],1630167,46.59986859395532,45.09803921568628,1610612754,24,28,2024-12-08T22:35:59Z,1500000,False,-25.0,449.0,1,right,MISS O. Toppin 45' pullup 3PT,[1630167],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Center,45.02,Missed,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,
152,PT00M00.20S,2024-12-08T22:35:54.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612754,24,28,2024-12-08T22:35:59Z,1510000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,Above the Break 3,24+ Center,,,,,151.0,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2024-12-08T22:35:57.5Z,1,REGULAR,period,end,[],0,,,1610612754,24,28,2024-12-08T22:35:57Z,1520000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2024-12-08T22:38:00.0Z,2,REGULAR,substitution,out,['startperiod'],1629610,,,1610612754,24,28,2024-12-08T22:38:20Z,1530000,False,,,0,,SUB out: D. Jeffries,[1629610],1610612766.0,CHA,,,,,,,,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2024-12-08T22:38:00.0Z,2,REGULAR,substitution,out,['startperiod'],1642354,,,1610612754,24,28,2024-12-08T22:38:20Z,1540000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,,,,,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2024-12-08T22:38:00.0Z,2,REGULAR,substitution,out,['startperiod'],203552,,,1610612754,24,28,2024-12-08T22:38:20Z,1550000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,,,,,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2024-12-08T22:38:00.0Z,2,REGULAR,substitution,in,['startperiod'],1630208,,,1610612754,24,28,2024-12-08T22:38:20Z,1560000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,,,,,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2024-12-08T22:38:00.0Z,2,REGULAR,substitution,in,['startperiod'],203995,,,1610612754,24,28,2024-12-08T22:38:20Z,1570000,False,,,0,,SUB in: V. Micić,[203995],1610612766.0,CHA,,,,,,,,,,,Micić,V. Micić,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2024-12-08T22:38:00.0Z,2,REGULAR,substitution,in,['startperiod'],1641706,,,1610612754,24,28,2024-12-08T22:38:20Z,1580000,False,,,0,,SUB in: B. Miller,[1641706],1610612766.0,CHA,,,,,,,,,,,Miller,B. Miller,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2024-12-08T22:38:38.6Z,2,REGULAR,period,start,[],0,,,1610612754,24,28,2024-12-08T22:38:38Z,1590000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT11M44.00S,2024-12-08T22:38:53.9Z,2,REGULAR,3pt,Jump Shot,[],204456,66.3107752956636,50.49019607843137,1610612754,24,28,2024-12-08T22:38:59Z,1600000,False,2.0,264.0,1,right,MISS T. McConnell 26' pullup 3PT,[204456],1610612754.0,IND,pullup,,,,,,Above the Break 3,24+ Center,26.42,Missed,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
162,PT11M41.00S,2024-12-08T22:38:56.9Z,2,REGULAR,rebound,defensive,[],1630208,,,1610612766,24,28,2024-12-08T22:38:59Z,1610000,False,,,0,,N. Richards REBOUND (Off:0 Def:5),[1630208],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Richards,N. Richards,161.0,5.0,5.0,0.0,,,,,,,,,,,,,,
163,PT11M32.00S,2024-12-08T22:39:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203995,9.017739816031538,48.77450980392157,1610612766,24,28,2024-12-08T22:39:11Z,1620000,False,6.0,32.0,1,left,MISS V. Micić driving Layup - blocked,"[203995, 204456]",1610612766.0,CHA,driving,,,,,,Restricted Area,0-8 Center,3.29,Missed,Micić,V. Micić,,,,,,,,,,,,,,,,,McConnell,204456.0
164,PT11M32.00S,2024-12-08T22:39:06.4Z,2,REGULAR,block,,[],204456,,,1610612766,24,28,2024-12-08T22:39:08Z,1630000,False,,,0,,T. McConnell BLOCK (2 BLK),[204456],1610612754.0,IND,,,,,,,Restricted Area,0-8 Center,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,
165,PT11M31.00S,2024-12-08T22:39:07.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,24,28,2024-12-08T22:39:11Z,1640000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,Restricted Area,0-8 Center,,,,,163.0,,,,,,,,,,,,,,,,,
167,PT11M30.00S,2024-12-08T22:39:23.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1641706,5.469776609724048,94.36274509803921,1610612766,24,31,2024-12-08T22:39:28Z,1660000,False,-222.0,-1.0,1,left,B. Miller 3PT  (3 PTS) (V. Micić 2 AST),"[1641706, 203995]",1610612766.0,CHA,,,,,,,Left Corner 3,24+ Left,22.18,Made,Miller,B. Miller,,,,,3.0,V. Micić,203995.0,2.0,,,,,,,,,,
169,PT11M22.00S,2024-12-08T22:39:32.3Z,2,REGULAR,foul,personal,['2freethrow'],1631209,,,1610612754,24,31,2024-12-08T22:39:38Z,1680000,False,,,0,,I. Wong shooting personal FOUL (1 PF) (Furphy 2 FT),"[1631209, 1642277]",1610612766.0,CHA,shooting,,,,,,Restricted Area,0-8 Center,,,Wong,I. Wong,,,,,,,,,202053.0,1.0,0.0,Furphy,1642277.0,,,,,
171,PT11M22.00S,2024-12-08T22:39:59.2Z,2,REGULAR,freethrow,1 of 2,[],1642277,,,1610612754,25,31,2024-12-08T22:39:59Z,1700000,False,,,0,,J. Furphy Free Throw 1 of 2 (1 PTS),[1642277],1610612754.0,IND,,,,,,,,,,Made,Furphy,J. Furphy,,,,,1.0,,,,,,,,,,,,,
172,PT11M22.00S,2024-12-08T22:40:13.0Z,2,REGULAR,freethrow,2 of 2,[],1642277,,,1610612754,26,31,2024-12-08T22:40:13Z,1710000,False,,,0,,J. Furphy Free Throw 2 of 2 (2 PTS),[1642277],1610612754.0,IND,,,,,,,,,,Made,Furphy,J. Furphy,,,,,2.0,,,,,,,,,,,,,
173,PT11M09.00S,2024-12-08T22:40:29.2Z,2,REGULAR,turnover,traveling,[],1641706,,,1610612766,26,31,2024-12-08T22:40:36Z,1720000,False,,,0,,B. Miller traveling TURNOVER (3 TO),[1641706],1610612766.0,CHA,,,,,,,Above the Break 3,24+ Center,,,Miller,B. Miller,,,,,,,,,204059.0,,,,,3.0,,,,
174,PT11M03.00S,2024-12-08T22:40:49.6Z,2,REGULAR,foul,personal,[],1630182,,,1610612754,26,31,2024-12-08T22:40:55Z,1730000,False,,,0,,J. Green personal FOUL (1 PF),"[1630182, 204456]",1610612766.0,CHA,,,,,,,Mid-Range,8-16 Right,,,Green,J. Green,,,,,,,,,204059.0,1.0,0.0,McConnell,204456.0,,,,,
