actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
174,PT10M34.00S,2024-11-26T00:38:51.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642274,92.19776609724047,50.73529411764706,1610612740,32,29,2024-11-26T00:38:55Z,1730000,False,4.0,21.0,1,right,Y. Missi alley-oop DUNK (2 PTS) (E. Payton 5 AST),"[1642274, 203901]",1610612740.0,NOP,alley-oop,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.11,Made,,,2.0,E. Payton,203901.0,5.0,,,,,,,,,,,,
176,PT10M17.00S,2024-11-26T00:39:08.7Z,2,REGULAR,3pt,Jump Shot,[],1627783,32.013797634691194,20.098039215686274,1610612754,32,29,2024-11-26T00:39:13Z,1750000,False,150.0,248.0,1,left,MISS P. Siakam 28' pullup 3PT,[1627783],1610612754.0,IND,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,28.99,Missed,,,,,,,,,,,,,,,,,,
177,PT10M15.00S,2024-11-26T00:39:10.7Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,32,29,2024-11-26T00:39:13Z,1760000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:1),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,Above the Break 3,24+ Right Center,,,176.0,,,,,,,,,,,,,1.0,1.0,0.0,,
178,PT09M56.00S,2024-11-26T00:39:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,91.67214191852825,50.245098039215684,1610612740,32,29,2024-11-26T00:39:34Z,1770000,False,1.0,26.0,1,right,MISS Y. Missi Layup,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,2.58,Missed,,,,,,,,,,,,,,,,,,
179,PT09M54.00S,2024-11-26T00:39:32.3Z,2,REGULAR,rebound,defensive,[],1631097,,,1610612754,32,29,2024-11-26T00:39:34Z,1780000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:6),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,,,178.0,,,,,,,,,,,,,6.0,6.0,0.0,,
180,PT09M49.00S,2024-11-26T00:39:37.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,7.440867279894875,47.549019607843135,1610612754,34,29,2024-11-26T00:39:41Z,1790000,False,12.0,17.0,1,left,B. Mathurin running finger roll Layup (6 PTS),[1631097],1610612754.0,IND,running finger roll,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,2.13,Made,,,6.0,,,,,,,,,,,,,,,
181,PT09M41.00S,2024-11-26T00:39:47.1Z,2,REGULAR,violation,kicked ball,[],1630167,,,1610612740,34,29,2024-11-26T00:39:52Z,1800000,False,,,0,,O. Toppin kicked ball VIOLATION,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,
182,PT09M41.00S,2024-11-26T00:39:49.6Z,2,REGULAR,substitution,out,[],1630167,,,1610612740,34,29,2024-11-26T00:39:55Z,1810000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT09M41.00S,2024-11-26T00:39:49.6Z,2,REGULAR,substitution,in,[],1626167,,,1610612740,34,29,2024-11-26T00:39:55Z,1820000,False,,,0,,SUB in: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT09M34.00S,2024-11-26T00:40:12.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203901,91.93495400788436,50.0,1610612740,34,31,2024-11-26T00:40:16Z,1830000,False,0.0,23.0,1,right,E. Payton driving Layup (6 PTS) (J. Hawkins 2 AST),"[203901, 1641722]",1610612740.0,NOP,driving,,,Payton,E. Payton,,,,,Restricted Area,0-8 Center,2.33,Made,,,6.0,J. Hawkins,1641722.0,2.0,,,,,,,,,,,,
186,PT09M21.00S,2024-11-26T00:40:24.0Z,2,REGULAR,3pt,Jump Shot,[],1631097,33.065045992115635,74.50980392156863,1610612754,34,31,2024-11-26T00:40:27Z,1850000,False,-123.0,258.0,1,left,MISS B. Mathurin 28' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,28.59,Missed,,,,,,,,,,,,,,,,,,
187,PT09M18.00S,2024-11-26T00:40:27.0Z,2,REGULAR,rebound,defensive,[],1642274,,,1610612740,34,31,2024-11-26T00:40:27Z,1860000,False,,,0,,Y. Missi REBOUND (Off:1 Def:1),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Above the Break 3,24+ Left Center,,,186.0,,,,,,,,,,,,,2.0,1.0,1.0,,
188,PT09M14.00S,2024-11-26T00:40:34.5Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612740,34,31,2024-11-26T00:40:46Z,1870000,False,,,0,,P. Siakam shooting personal FOUL (1 PF) (Murphy III 2 FT),"[1627783, 1630530]",1610612754.0,IND,shooting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,1.0,0.0,Murphy III,1630530.0,,,,,
190,PT09M14.00S,2024-11-26T00:40:57.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630530,,,1610612740,34,31,2024-11-26T00:41:18Z,1890000,False,,,0,,MISS T. Murphy III Free Throw 1 of 2,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
191,PT09M14.00S,2024-11-26T00:40:57.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,34,31,2024-11-26T00:41:18Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,190.0,,,,,,,,,,,,,,,,,
192,PT09M14.00S,2024-11-26T00:40:58.3Z,2,REGULAR,substitution,out,[],1631097,,,1610612740,34,31,2024-11-26T00:41:04Z,1910000,False,,,0,,SUB out: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT09M14.00S,2024-11-26T00:40:58.3Z,2,REGULAR,substitution,in,[],1631245,,,1610612740,34,31,2024-11-26T00:41:04Z,1920000,False,,,0,,SUB in: Q. Jackson,[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M14.00S,2024-11-26T00:40:57.7Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630530,,,1610612740,34,31,2024-11-26T00:41:18Z,1930000,False,,,0,,MISS T. Murphy III Free Throw 2 of 2,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
195,PT09M12.00S,2024-11-26T00:40:59.7Z,2,REGULAR,rebound,defensive,[],1641716,,,1610612754,34,31,2024-11-26T00:41:18Z,1940000,False,,,0,,J. Walker REBOUND (Off:0 Def:2),[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,194.0,,,,,,,,,,,,,2.0,2.0,0.0,,
196,PT08M57.00S,2024-11-26T00:41:32.6Z,2,REGULAR,2pt,Jump Shot,[],204456,6.389618922470433,19.607843137254903,1610612754,36,31,2024-11-26T00:41:38Z,1950000,False,152.0,8.0,1,left,T. McConnell 15' turnaround fadeaway Jump Shot (4 PTS) (P. Siakam 1 AST),"[204456, 1627783]",1610612754.0,IND,turnaround fadeaway,,,McConnell,T. McConnell,,,,,Mid-Range,8-16 Right,15.22,Made,,,4.0,P. Siakam,1627783.0,1.0,,,,,,,,,,,,
198,PT08M35.00S,2024-11-26T00:41:55.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642274,92.9862023653088,49.50980392156863,1610612740,36,31,2024-11-26T00:42:00Z,1970000,False,-2.0,13.0,1,right,MISS Y. Missi driving Layup - blocked,"[1642274, 204456]",1610612740.0,NOP,driving,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,1.36,Missed,,,,,,,,,,,,,,,,,McConnell,204456.0
199,PT08M35.00S,2024-11-26T00:41:55.0Z,2,REGULAR,block,,[],204456,,,1610612740,36,31,2024-11-26T00:41:58Z,1980000,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
200,PT08M35.00S,2024-11-26T00:41:55.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612754,36,31,2024-11-26T00:42:00Z,1990000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Restricted Area,0-8 Center,,,198.0,,,,,,,,,,,,,,,,,
202,PT08M35.00S,2024-11-26T00:42:00.3Z,2,REGULAR,substitution,out,[],1642274,,,1610612754,36,31,2024-11-26T00:42:10Z,2010000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M35.00S,2024-11-26T00:42:00.3Z,2,REGULAR,substitution,out,[],203901,,,1610612754,36,31,2024-11-26T00:42:10Z,2020000,False,,,0,,SUB out: E. Payton,[203901],1610612740.0,NOP,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M35.00S,2024-11-26T00:42:00.3Z,2,REGULAR,substitution,out,[],1630530,,,1610612754,36,31,2024-11-26T00:42:10Z,2030000,False,,,0,,SUB out: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M35.00S,2024-11-26T00:42:00.3Z,2,REGULAR,substitution,in,[],1630526,,,1610612754,36,31,2024-11-26T00:42:10Z,2040000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M35.00S,2024-11-26T00:42:00.3Z,2,REGULAR,substitution,in,[],203468,,,1610612754,36,31,2024-11-26T00:42:10Z,2050000,False,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT08M35.00S,2024-11-26T00:42:00.3Z,2,REGULAR,substitution,in,[],1628464,,,1610612754,36,31,2024-11-26T00:42:10Z,2060000,False,,,0,,SUB in: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT08M17.00S,2024-11-26T00:42:36.9Z,2,REGULAR,foul,personal,['2freethrow'],1630526,,,1610612754,36,31,2024-11-26T00:42:43Z,2070000,False,,,0,,J. Robinson-Earl shooting personal FOUL (1 PF) (Turner 2 FT),"[1630526, 1626167]",1610612740.0,NOP,shooting,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,,,,1162.0,,,,,,,,1.0,0.0,Turner,1626167.0,,,,,
210,PT08M17.00S,2024-11-26T00:42:57.3Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,36,31,2024-11-26T00:43:15Z,2090000,False,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
211,PT08M17.00S,2024-11-26T00:42:57.3Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612754,36,31,2024-11-26T00:43:15Z,2100000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,
212,PT08M17.00S,2024-11-26T00:42:57.3Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,36,31,2024-11-26T00:43:15Z,2110000,False,,,0,,MISS M. Turner Free Throw 2 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
213,PT08M16.00S,2024-11-26T00:42:58.3Z,2,REGULAR,rebound,defensive,[],1630527,,,1610612740,36,31,2024-11-26T00:43:15Z,2120000,False,,,0,,B. Boston Jr. REBOUND (Off:0 Def:2),[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,212.0,,,,,,,,,,,,,2.0,2.0,0.0,,
214,PT08M04.00S,2024-11-26T00:43:26.5Z,2,REGULAR,2pt,Jump Shot,[],1630527,81.42247043363994,73.77450980392157,1610612740,36,31,2024-11-26T00:43:30Z,2130000,False,119.0,122.0,1,right,MISS B. Boston Jr. 17' fadeaway Shot,[1630527],1610612740.0,NOP,fadeaway,,,Boston Jr.,B. Boston Jr.,,,,,Mid-Range,16-24 Right Center,17.04,Missed,,,,,,,,,,,,,,,,,,
215,PT08M01.00S,2024-11-26T00:43:29.5Z,2,REGULAR,rebound,defensive,[],1631245,,,1610612754,36,31,2024-11-26T00:43:30Z,2140000,False,,,0,,Q. Jackson REBOUND (Off:0 Def:2),[1631245],1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Mid-Range,16-24 Right Center,,,214.0,,,,,,,,,,,,,2.0,2.0,0.0,,
216,PT07M52.00S,2024-11-26T00:43:38.1Z,2,REGULAR,3pt,Jump Shot,[],1626167,33.327858081471746,67.8921568627451,1610612754,39,31,2024-11-26T00:43:42Z,2150000,False,-89.0,261.0,1,left,M. Turner 27' 3PT  (6 PTS) (P. Siakam 2 AST),"[1626167, 1627783]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Left Center,27.57,Made,,,6.0,P. Siakam,1627783.0,2.0,,,,,,,,,,,,
218,PT07M33.00S,2024-11-26T00:43:59.0Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612740,39,31,2024-11-26T00:44:06Z,2170000,False,,,0,,M. Turner shooting personal FOUL (3 PF) (Theis 2 FT),"[1626167, 1628464]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,Mid-Range,8-16 Left,,,,1162.0,,,,,,,,3.0,0.0,Theis,1628464.0,,,,,
220,PT07M33.00S,2024-11-26T00:44:25.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,39,31,2024-11-26T00:44:25Z,2190000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,out,[],1641716,,,1610612740,39,31,2024-11-26T00:47:22Z,2210000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,out,[],204456,,,1610612740,39,31,2024-11-26T00:47:22Z,2220000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,out,[],1626167,,,1610612740,39,31,2024-11-26T00:47:22Z,2230000,False,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,out,[],1627783,,,1610612740,39,31,2024-11-26T00:47:22Z,2240000,False,,,0,,SUB out: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,in,[],1630167,,,1610612740,39,31,2024-11-26T00:47:22Z,2250000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,in,[],1629650,,,1610612740,39,31,2024-11-26T00:47:22Z,2260000,False,,,0,,SUB in: M. Brown,[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,in,[],1631097,,,1610612740,39,31,2024-11-26T00:47:22Z,2270000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M33.00S,2024-11-26T00:46:49.4Z,2,REGULAR,substitution,in,[],1630169,,,1610612740,39,31,2024-11-26T00:47:22Z,2280000,False,,,0,,SUB in: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M33.00S,2024-11-26T00:47:32.5Z,2,REGULAR,freethrow,1 of 2,[],1628464,,,1610612740,39,32,2024-11-26T00:47:32Z,2290000,False,,,0,,D. Theis Free Throw 1 of 2 (5 PTS),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,Made,,,5.0,,,,,,,,,,,,,,,
231,PT07M33.00S,2024-11-26T00:47:45.7Z,2,REGULAR,freethrow,2 of 2,[],1628464,,,1610612740,39,33,2024-11-26T00:47:45Z,2300000,False,,,0,,D. Theis Free Throw 2 of 2 (6 PTS),[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,Made,,,6.0,,,,,,,,,,,,,,,
232,PT07M15.00S,2024-11-26T00:48:04.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630167,10.200394218134035,53.67647058823529,1610612754,41,33,2024-11-26T00:48:08Z,2310000,False,-18.0,43.0,1,left,O. Toppin driving floating Jump Shot (2 PTS),[1630167],1610612754.0,IND,driving floating,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,4.71,Made,,,2.0,,,,,,,,,,,,,,,
233,PT06M58.00S,2024-11-26T00:48:20.1Z,2,REGULAR,3pt,Jump Shot,[],203468,65.65374507227332,33.33333333333333,1610612740,41,33,2024-11-26T00:48:24Z,2320000,False,-83.0,270.0,1,right,MISS C. McCollum 28' pullup 3PT,[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,28.29,Missed,,,,,,,,,,,,,,,,,,
234,PT06M56.00S,2024-11-26T00:48:22.1Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612754,41,33,2024-11-26T00:48:24Z,2330000,False,,,0,,O. Toppin REBOUND (Off:0 Def:2),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Above the Break 3,24+ Center,,,233.0,,,,,,,,,,,,,2.0,2.0,0.0,,
235,PT06M41.00S,2024-11-26T00:48:37.8Z,2,REGULAR,3pt,Jump Shot,[],1631245,35.03613666228647,57.59803921568627,1610612754,44,33,2024-11-26T00:48:42Z,2340000,False,-38.0,277.0,1,left,Q. Jackson 27' 3PT  (3 PTS) (T. Haliburton 4 AST),"[1631245, 1630169]",1610612754.0,IND,,,,Jackson,Q. Jackson,,,,,Above the Break 3,24+ Center,27.94,Made,,,3.0,T. Haliburton,1630169.0,4.0,,,,,,,,,,,,
237,PT06M29.00S,2024-11-26T00:48:49.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,88.25558475689881,45.588235294117645,1610612740,44,35,2024-11-26T00:48:52Z,2360000,False,-22.0,58.0,1,right,C. McCollum 6' driving floating Jump Shot (4 PTS) (D. Theis 2 AST),"[203468, 1628464]",1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.2,Made,,,4.0,D. Theis,1628464.0,2.0,,,,,,,,,,,,
238,PT06M14.00S,2024-11-26T00:49:09.3Z,2,REGULAR,foul,offensive,[],1629650,,,1610612754,44,35,2024-11-26T00:49:16Z,2370000,False,,,0,,M. Brown offensive FOUL (1 PF),"[1629650, 1628464]",1610612754.0,IND,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,,,,1.0,0.0,Theis,1628464.0,,,,,
240,PT06M14.00S,2024-11-26T00:49:09.3Z,2,REGULAR,turnover,offensive foul,[],1629650,,,1610612754,44,35,2024-11-26T00:49:09Z,2390000,False,,,0,,M. Brown offensive foul TURNOVER (2 TO),[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,1162.0,,,,,2.0,,,,,,,,,,,
241,PT06M14.00S,2024-11-26T00:49:16.4Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,44,35,2024-11-26T00:49:21Z,2400000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M14.00S,2024-11-26T00:49:16.4Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,44,35,2024-11-26T00:49:21Z,2410000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M07.00S,2024-11-26T00:49:42.7Z,2,REGULAR,foul,offensive,[],203468,,,1610612740,44,35,2024-11-26T00:50:19Z,2420000,False,,,0,,C. McCollum offensive FOUL (1 PF),"[203468, 1631245]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,202901.0,,,,,,,,1.0,0.0,Jackson,1631245.0,,,,,
245,PT06M07.00S,2024-11-26T00:49:42.7Z,2,REGULAR,turnover,offensive foul,[],203468,,,1610612740,44,35,2024-11-26T00:49:42Z,2440000,False,,,0,,C. McCollum offensive foul TURNOVER (1 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,202901.0,,,,,1.0,,,,,,,,,,,
246,PT05M48.00S,2024-11-26T00:50:17.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629650,5.601182654402102,50.0,1610612754,46,35,2024-11-26T00:50:21Z,2450000,False,0.0,0.0,1,left,M. Brown DUNK (4 PTS) (T. Haliburton 5 AST),"[1629650, 1630169]",1610612754.0,IND,,,,Brown,M. Brown,,,,,Restricted Area,0-8 Center,0.02,Made,,,4.0,T. Haliburton,1630169.0,5.0,,,,,,,,,,,,
248,PT05M29.00S,2024-11-26T00:50:36.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,87.72996057818659,40.68627450980392,1610612740,46,35,2024-11-26T00:50:40Z,2470000,False,-47.0,63.0,1,right,MISS C. McCollum 7' driving floating Shot,[203468],1610612740.0,NOP,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.82,Missed,,,,,,,,,,,,,,,,,,
249,PT05M27.00S,2024-11-26T00:50:38.3Z,2,REGULAR,rebound,defensive,[],1629650,,,1610612754,46,35,2024-11-26T00:50:40Z,2480000,False,,,0,,M. Brown REBOUND (Off:0 Def:1),[1629650],1610612754.0,IND,,,,Brown,M. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,248.0,,,,,,,,,,,,,1.0,1.0,0.0,,
250,PT05M24.00S,2024-11-26T00:50:42.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630169,29.38567674113009,13.970588235294118,1610612754,49,35,2024-11-26T00:50:48Z,2490000,False,180.0,224.0,1,left,T. Haliburton 28' 3PT running pullup (12 PTS),[1630169],1610612754.0,IND,running pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,28.72,Made,,,12.0,,,,,,,,,,,,,,,
251,PT05M22.00S,2024-11-26T00:50:48.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,49,35,2024-11-26T00:50:48Z,2500000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT05M22.00S,2024-11-26T00:53:17.3Z,2,REGULAR,substitution,out,[],1628464,,,1610612740,49,35,2024-11-26T00:53:29Z,2510000,False,,,0,,SUB out: D. Theis,[1628464],1610612740.0,NOP,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M22.00S,2024-11-26T00:53:17.3Z,2,REGULAR,substitution,in,[],1642274,,,1610612740,49,35,2024-11-26T00:53:29Z,2530000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M22.00S,2024-11-26T00:53:17.3Z,2,REGULAR,substitution,in,[],1629750,,,1610612740,49,35,2024-11-26T00:53:29Z,2540000,False,,,0,,SUB in: J. Green,[1629750],1610612740.0,NOP,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M22.00S,2024-11-26T00:53:17.3Z,2,REGULAR,substitution,out,[],1630527,,,1610612740,49,35,2024-11-26T00:53:46Z,2550000,False,,,0,,SUB out: B. Boston Jr.,[1630527],1610612740.0,NOP,,,,Boston Jr.,B. Boston Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M08.00S,2024-11-26T00:53:59.9Z,2,REGULAR,3pt,Jump Shot,[],1630530,69.20170827858082,9.803921568627452,1610612740,49,35,2024-11-26T00:54:04Z,2560000,False,-201.0,237.0,1,right,MISS T. Murphy III 31' 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Left Center,31.08,Missed,,,,,,,,,,,,,,,,,,
258,PT05M05.00S,2024-11-26T00:54:03.0Z,2,REGULAR,rebound,offensive,[],1630526,,,1610612740,49,35,2024-11-26T00:54:03Z,2570000,False,,,0,,J. Robinson-Earl REBOUND (Off:2 Def:1),[1630526],1610612740.0,NOP,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Left Center,,,257.0,,,,,,,,,,,,,3.0,1.0,2.0,,
259,PT04M59.00S,2024-11-26T00:54:08.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630530,93.51182654402102,9.558823529411764,1610612740,49,37,2024-11-26T00:54:13Z,2580000,False,-202.0,8.0,1,right,T. Murphy III 20' step back Jump Shot (11 PTS) (J. Robinson-Earl 1 AST),"[1630530, 1630526]",1610612740.0,NOP,step back,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left,20.24,Made,,,11.0,J. Robinson-Earl,1630526.0,1.0,,,,,,,,,,,,
