actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2025-11-16T23:10:21.3Z,1,REGULAR,period,start,[],0,,,0,0,0,2025-11-16T23:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2025-11-16T23:10:25.6Z,1,REGULAR,jumpball,recovered,[],1642273,,,1610612764,0,0,2025-11-16T23:10:25Z,40000,False,,,0,,Jump Ball A. Sarr vs. N. Claxton: Tip to K. George,"[1642273, 1642259, 1629651]",1610612764.0,WAS,startperiod,K. George,1642273.0,George,K. George,Sarr,1642259.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2025-11-16T23:10:38.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642273,93.51182654402102,56.127450980392155,1610612764,2,0,2025-11-16T23:10:45Z,70000,False,31.0,8.0,1,right,K. George driving Layup (2 PTS),[1642273],1610612764.0,WAS,driving,,,George,K. George,,,,,Restricted Area,0-8 Center,3.18,Made,2.0,,,,,,,,,,,,,,,,,
8,PT11M24.00S,2025-11-16T23:10:56.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629008,6.521024967148489,46.81372549019608,1610612751,2,2,2025-11-16T23:10:59Z,80000,False,16.0,9.0,1,left,M. Porter Jr. cutting Layup (2 PTS) (N. Claxton 1 AST),"[1629008, 1629651]",1610612751.0,BKN,cutting,,,Porter Jr.,M. Porter Jr.,,,,,Restricted Area,0-8 Center,1.82,Made,2.0,N. Claxton,1629651.0,1.0,,,,,,,,,,,,,,
10,PT11M15.00S,2025-11-16T23:11:06.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1642259,93.77463863337714,49.754901960784316,1610612764,4,2,2025-11-16T23:11:10Z,100000,False,-1.0,6.0,1,right,A. Sarr cutting DUNK (2 PTS) (K. George 1 AST),"[1642259, 1642273]",1610612764.0,WAS,cutting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,0.61,Made,2.0,K. George,1642273.0,1.0,,,,,,,,,,,,,,
12,PT10M59.00S,2025-11-16T23:11:21.3Z,1,REGULAR,3pt,Jump Shot,[],1641730,35.03613666228647,45.34313725490196,1610612751,4,5,2025-11-16T23:11:25Z,120000,False,23.0,277.0,1,left,N. Clowney 27' 3PT  (3 PTS) (E. Dëmin 1 AST),"[1641730, 1642856]",1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,Above the Break 3,24+ Center,27.78,Made,3.0,E. Dëmin,1642856.0,1.0,,,,,,,,,,,,,,
14,PT10M38.00S,2025-11-16T23:11:42.4Z,1,REGULAR,3pt,Jump Shot,[],203114,72.61826544021025,17.15686274509804,1610612764,4,5,2025-11-16T23:14:19Z,140000,False,-164.0,205.0,1,right,MISS K. Middleton 26' pullup 3PT,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,,,,,,,,,,
15,PT10M35.00S,2025-11-16T23:11:45.4Z,1,REGULAR,rebound,defensive,[],1629008,,,1610612751,4,5,2025-11-16T23:11:46Z,150000,False,,,0,,M. Porter Jr. REBOUND (Off:0 Def:1),[1629008],1610612751.0,BKN,,,,Porter Jr.,M. Porter Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,,14.0,1.0,1.0,0.0,,,,,,,,,,
16,PT10M24.00S,2025-11-16T23:11:56.4Z,1,REGULAR,2pt,Jump Shot,[],1629008,23.99802890932983,42.8921568627451,1610612751,4,7,2025-11-16T23:12:02Z,160000,False,36.0,173.0,1,left,M. Porter Jr. 17' turnaround Jump Shot (4 PTS) (E. Dëmin 2 AST),"[1629008, 1642856]",1610612751.0,BKN,turnaround,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,17.67,Made,4.0,E. Dëmin,1642856.0,2.0,,,,,,,,,,,,,,
17,PT10M10.00S,2025-11-16T23:12:10.1Z,1,REGULAR,3pt,Jump Shot,[],1642259,69.20170827858082,27.450980392156865,1610612764,4,7,2025-11-16T23:12:15Z,170000,False,-113.0,237.0,1,right,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,26.24,Missed,,,,,,,,,,,,,,,,,,
18,PT10M06.00S,2025-11-16T23:12:14.1Z,1,REGULAR,rebound,defensive,[],1629611,,,1610612751,4,7,2025-11-16T23:12:15Z,180000,False,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,Above the Break 3,24+ Left Center,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
20,PT09M50.00S,2025-11-16T23:12:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,6.1268068331143235,40.44117647058824,1610612751,4,7,2025-11-16T23:12:56Z,200000,False,48.0,5.0,1,left,MISS T. Mann driving Layup - blocked,"[1629611, 1641731]",1610612751.0,BKN,driving,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,4.81,Missed,,,,,,,,,Coulibaly,1641731.0,,,,,,,,
21,PT09M50.00S,2025-11-16T23:12:50.8Z,1,REGULAR,block,,[],1641731,,,1610612751,4,7,2025-11-16T23:12:53Z,210000,False,,,0,,B. Coulibaly BLOCK (1 BLK),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
22,PT09M47.00S,2025-11-16T23:12:53.8Z,1,REGULAR,rebound,offensive,[],1629611,,,1610612751,4,7,2025-11-16T23:12:56Z,220000,False,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612751.0,BKN,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,,
23,PT09M45.00S,2025-11-16T23:12:55.7Z,1,REGULAR,turnover,lost ball,[],1629611,,,1610612751,4,7,2025-11-16T23:13:00Z,230000,False,,,0,,T. Mann lost ball TURNOVER (1 TO),"[1629611, 1641731]",1610612751.0,BKN,,,,Mann,T. Mann,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,Coulibaly,1641731.0,,,,,
24,PT09M45.00S,2025-11-16T23:12:55.7Z,1,REGULAR,steal,,[],1641731,,,1610612764,4,7,2025-11-16T23:12:57Z,240000,False,,,0,,B. Coulibaly STEAL (1 STL),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
25,PT09M39.00S,2025-11-16T23:13:01.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641731,92.32917214191852,64.70588235294117,1610612764,4,7,2025-11-16T23:13:07Z,250000,False,74.0,20.0,1,right,MISS B. Coulibaly 7' driving floating Shot - blocked,"[1641731, 1629651]",1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,7.61,Missed,,,,,,,,,Claxton,1629651.0,,,,,,,,
26,PT09M39.00S,2025-11-16T23:13:01.1Z,1,REGULAR,block,,[],1629651,,,1610612764,4,7,2025-11-16T23:13:03Z,260000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
27,PT09M37.00S,2025-11-16T23:13:03.1Z,1,REGULAR,rebound,defensive,[],1641730,,,1610612751,4,7,2025-11-16T23:13:07Z,270000,False,,,0,,N. Clowney REBOUND (Off:0 Def:1),[1641730],1610612751.0,BKN,,,,Clowney,N. Clowney,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,
28,PT09M28.00S,2025-11-16T23:13:12.0Z,1,REGULAR,2pt,Jump Shot,[],1642856,21.50131406044678,57.35294117647059,1610612751,4,7,2025-11-16T23:13:17Z,280000,False,-37.0,150.0,1,left,MISS E. Dëmin 15' step back Shot,[1642856],1610612751.0,BKN,step back,,,Dëmin,E. Dëmin,,,,,Mid-Range,8-16 Center,15.41,Missed,,,,,,,,,,,,,,,,,,
29,PT09M26.00S,2025-11-16T23:13:14.0Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,4,7,2025-11-16T23:13:17Z,290000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Center,,,,,,,28.0,1.0,1.0,0.0,,,,,,,,,,
30,PT09M21.00S,2025-11-16T23:13:22.5Z,1,REGULAR,foul,personal,[],1629651,,,1610612764,4,7,2025-11-16T23:13:31Z,300000,False,,,0,,N. Claxton personal FOUL (1 PF),"[1629651, 1642259]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1628481.0,1.0,0.0,Sarr,1642259.0
32,PT09M14.00S,2025-11-16T23:13:49.8Z,1,REGULAR,3pt,Jump Shot,[],1642273,64.73390275952694,51.470588235294116,1610612764,4,7,2025-11-16T23:13:55Z,320000,False,7.0,279.0,1,right,MISS K. George 27' step back 3PT,[1642273],1610612764.0,WAS,step back,,,George,K. George,,,,,Above the Break 3,24+ Center,27.91,Missed,,,,,,,,,,,,,,,,,,
33,PT09M11.00S,2025-11-16T23:13:52.8Z,1,REGULAR,rebound,offensive,[],203468,,,1610612764,4,7,2025-11-16T23:13:55Z,330000,False,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,32.0,1.0,0.0,1.0,,,,,,,,,,
34,PT09M11.00S,2025-11-16T23:13:55.4Z,1,REGULAR,foul,personal,['2freethrow'],1641730,,,1610612764,4,7,2025-11-16T23:14:04Z,340000,False,,,0,,N. Clowney shooting personal FOUL (1 PF) (Coulibaly 2 FT),"[1641730, 1641731]",1610612751.0,BKN,shooting,,,Clowney,N. Clowney,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Coulibaly,1641731.0
