actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2026-01-19T20:11:50.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-01-19T20:11:50Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2026-01-19T20:11:53.6Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612746,0,0,2026-01-19T20:11:53Z,40000,False,,,0,,Jump Ball I. Zubac vs. A. Sarr: Tip to J. Harden,"[201935, 1627826, 1642259]",1610612746.0,LAC,startperiod,J. Harden,201935.0,Harden,J. Harden,Zubac,1627826.0,Sarr,1642259.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2026-01-19T20:12:04.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627826,86.15308804204993,54.166666666666664,1610612746,0,2,2026-01-19T20:12:18Z,70000,False,21.0,78.0,1,right,I. Zubac 8' driving Hook (2 PTS) (J. Harden 1 AST),"[1627826, 201935]",1610612746.0,LAC,driving,,,Zubac,I. Zubac,,,,,In The Paint (Non-RA),8-16 Center,8.04,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
9,PT11M27.00S,2026-01-19T20:12:21.6Z,1,REGULAR,3pt,Jump Shot,[],203114,21.76412614980289,91.17647058823529,1610612764,0,2,2026-01-19T20:12:26Z,90000,False,-206.0,152.0,1,left,MISS K. Middleton 25' 3PT,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,25.6,Missed,,,,,,,,,,,,,,,,,,
10,PT11M26.00S,2026-01-19T20:12:22.6Z,1,REGULAR,rebound,defensive,[],1627826,,,1610612746,0,2,2026-01-19T20:13:08Z,100000,False,,,0,,I. Zubac REBOUND (Off:0 Def:1),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,Above the Break 3,24+ Left Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M11.00S,2026-01-19T20:12:37.4Z,1,REGULAR,2pt,Jump Shot,[],1642920,78.79434954007884,51.71568627450981,1610612746,0,2,2026-01-19T20:12:41Z,110000,False,9.0,147.0,1,right,MISS K. Sanders 14' pullup Shot,[1642920],1610612746.0,LAC,pullup,,,Sanders,K. Sanders,,,,,Mid-Range,8-16 Center,14.71,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2026-01-19T20:12:39.4Z,1,REGULAR,rebound,defensive,[],203114,,,1610612764,0,2,2026-01-19T20:12:41Z,120000,False,,,0,,K. Middleton REBOUND (Off:0 Def:1),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Mid-Range,8-16 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M00.00S,2026-01-19T20:12:49.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642848,12.302890932982917,57.84313725490197,1610612764,2,2,2026-01-19T20:12:55Z,130000,False,-39.0,63.0,1,left,T. Johnson 7' driving floating Jump Shot (2 PTS) (K. Middleton 1 AST),"[1642848, 203114]",1610612764.0,WAS,driving floating,,,Johnson,T. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.43,Made,2.0,K. Middleton,203114.0,1.0,,,,,,,,,,,,,,
15,PT10M48.00S,2026-01-19T20:13:03.1Z,1,REGULAR,turnover,out-of-bounds,[],1627826,,,1610612746,2,2,2026-01-19T20:13:09Z,150000,False,,,0,,I. Zubac bad pass out-of-bounds TURNOVER (1 TO),[1627826],1610612746.0,LAC,bad pass,,,Zubac,I. Zubac,,,,,Mid-Range,16-24 Center,,,,,,,,,,,203592.0,1.0,,,,,,,,
16,PT10M34.00S,2026-01-19T20:13:20.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1642273,5.075558475689881,1.2254901960784315,1610612764,2,2,2026-01-19T20:13:24Z,160000,False,244.0,-5.0,1,left,MISS K. George 24' 3PT,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Right Corner 3,24+ Right,24.39,Missed,,,,,,,,,,,,,,,,,,
