actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
2,PT12M00.00S,2026-04-09T23:12:28.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2026-04-09T23:12:28Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2026-04-09T23:12:32.2Z,1,REGULAR,jumpball,recovered,[],1630200,,,1610612741,0,0,2026-04-09T23:12:32Z,40000,False,,,0,,Jump Ball L. Miller vs. J. Reese: Tip to T. Jones,"[1630200, 1631159, 1642882]",1610612741.0,CHI,startperiod,T. Jones,1630200.0,Jones,T. Jones,Miller,1631159.0,Reese,1642882.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M38.00S,2026-04-09T23:12:49.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,87.59855453350855,48.28431372549019,1610612741,0,2,2026-04-09T23:12:54Z,70000,False,-9.0,64.0,1,right,T. Jones 6' driving floating Jump Shot (2 PTS) (P. Williams 1 AST),"[1630200, 1630172]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,6.47,Made,2.0,P. Williams,1630172.0,1.0,,,,,,,,,,,,,,
9,PT11M17.00S,2026-04-09T23:13:11.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1642860,14.011169513797633,40.68627450980392,1610612764,0,2,2026-04-09T23:13:19Z,90000,False,47.0,79.0,1,left,MISS W. Riley 9' driving finger roll Layup,[1642860],1610612764.0,WAS,driving finger roll,,,Riley,W. Riley,,,,,In The Paint (Non-RA),8-16 Center,9.19,Missed,,,,,,,,,,,,,,,,,,
10,PT11M15.00S,2026-04-09T23:13:13.5Z,1,REGULAR,rebound,offensive,[],1630264,,,1610612764,0,2,2026-04-09T23:13:55Z,100000,False,,,0,,A. Gill REBOUND (Off:1 Def:0),[1630264],1610612764.0,WAS,,,,Gill,A. Gill,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M10.00S,2026-04-09T23:13:19.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1642882,8.886333771353483,52.20588235294118,1610612764,0,2,2026-04-09T23:14:14Z,110000,False,-11.0,31.0,1,left,MISS J. Reese Layup,[1642882],1610612764.0,WAS,,,,Reese,J. Reese,,,,,Restricted Area,0-8 Center,3.29,Missed,,,,,,,,,,,,,,,,,,
12,PT11M09.00S,2026-04-09T23:13:20.2Z,1,REGULAR,rebound,defensive,[],1627824,,,1610612741,0,2,2026-04-09T23:14:14Z,120000,False,,,0,,G. Yabusele REBOUND (Off:0 Def:1),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Restricted Area,0-8 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT10M59.00S,2026-04-09T23:13:29.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631159,93.51182654402102,48.529411764705884,1610612741,0,4,2026-04-09T23:13:32Z,130000,False,-7.0,8.0,1,right,L. Miller cutting Layup (2 PTS) (P. Williams 2 AST),"[1631159, 1630172]",1610612741.0,CHI,cutting,,,Miller,L. Miller,,,,,Restricted Area,0-8 Center,1.13,Made,2.0,P. Williams,1630172.0,2.0,,,,,,,,,,,,,,
15,PT10M43.00S,2026-04-09T23:13:44.7Z,1,REGULAR,2pt,Jump Shot,[],1642882,21.632720105124836,61.274509803921575,1610612764,0,4,2026-04-09T23:13:51Z,150000,False,-56.0,151.0,1,left,MISS J. Reese 16' pullup Shot,[1642882],1610612764.0,WAS,pullup,,,Reese,J. Reese,,,,,Mid-Range,16-24 Left Center,16.1,Missed,,,,,,,,,,,,,,,,,,
16,PT10M40.00S,2026-04-09T23:13:47.7Z,1,REGULAR,rebound,defensive,[],1631159,,,1610612741,0,4,2026-04-09T23:13:51Z,160000,False,,,0,,L. Miller REBOUND (Off:0 Def:1),[1631159],1610612741.0,CHI,,,,Miller,L. Miller,,,,,Mid-Range,16-24 Left Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
